I,MCL,ABP,RESP
9301,6365,4303,2075
9027,4508,4297,2054
8217,3709,4303,2038
7072,4020,4301,2019
5839,5203,4303,2001
4667,6729,4293,1978
3712,8137,4303,1963
3124,9045,4316,1946
3003,9465,4340,1926
3181,9621,4340,1895
3337,9908,4340,1870
3216,10438,4332,1849
2920,11070,4340,1832
2716,11406,4338,1804
2795,11292,4340,1776
3045,10849,4333,1753
3295,10462,4340,1739
3463,10219,4338,1714
3670,10019,4340,1683
3980,9665,4330,1648
4338,9299,4340,1627
4525,9105,4354,1608
4463,9188,4377,1589
4207,9399,4377,1561
3962,9631,4377,1533
3794,9821,4370,1509
3670,10019,4377,1496
3496,10201,4374,1480
3295,10406,4377,1458
3130,10571,4371,1428
3086,10683,4377,1402
3174,10636,4373,1381
3378,10462,4377,1365
3603,10169,4371,1345
3754,9908,4377,1328
3776,9725,4373,1308
3754,9687,4377,1290
3798,9666,4371,1267
3962,9631,4377,1253
4147,9584,4375,1243
4254,9687,4377,1234
4226,9916,4367,1214
4129,10185,4377,1197
4012,10342,4390,1184
3921,10462,4414,1178
3842,10575,4415,1168
3837,10683,4414,1159
3967,10657,4406,1150
4254,10572,4414,1141
4530,10555,4412,1127
4588,10794,4414,1122
4320,11241,4407,1122
3837,11790,4414,1122
3282,12181,4412,1111
2795,12288,4414,1103
2508,12021,4404,1102
2628,11513,4414,1103
3185,10871,4427,1094
3962,10296,4451,1084
4571,9890,4452,1081
4797,9797,4451,1084
4650,9954,4442,1084
4338,10240,4451,1084
4045,10440,4450,1085
3921,10517,4451,1084
3970,10439,4440,1075
4129,10296,4451,1066
4268,10126,4466,1062
4338,10074,4488,1066
4329,10134,4488,1066
4296,10296,4488,1066
4227,10467,4481,1064
4129,10683,4488,1066
4010,10855,4485,1064
3921,10960,4488,1066
3821,11009,4482,1067
3670,11181,4488,1066
3516,11345,4484,1056
3545,11236,4488,1047
3834,10697,4483,1043
4254,10074,4488,1047
4548,9708,4484,1048
4630,9687,4488,1047
4555,9791,4483,1044
4463,9963,4488,1047
4402,10123,4483,1048
4421,10185,4488,1047
4511,10018,4484,1038
4630,9797,4488,1028
4636,9695,4483,1023
4463,9797,4488,1028
4173,9939,4484,1032
3962,10074,4488,1028
3891,10168,4482,1015
3879,10296,4488,1010
3809,10412,4486,1010
3754,10517,4488,1010
3822,10452,4478,998
4046,10185,4488,991
4280,9771,4502,990
4421,9521,4525,991
4432,9528,4525,981
4421,9687,4525,972
4468,9676,4518,970
4630,9465,4525,972
4757,9269,4522,964
4671,9410,4525,954
4266,9871,4520,949
3754,10406,4525,954
3478,10700,4521,954
3670,10738,4525,954
4158,10625,4520,953
4588,10572,4525,954
4748,10681,4520,945
4797,11070,4525,935
4989,11621,4521,929
5422,12177,4525,935
5946,12587,4519,944
6423,12952,4525,954
6797,13245,4523,956
7132,13229,4525,954
7478,12430,4515,949
7883,10683,4525,954
8256,8217,4539,963
8425,5757,4562,972
8176,4072,4562,971
7466,3709,4562,972
6391,4504,4555,978
5214,5867,4562,991
4186,7157,4559,1000
3462,8247,4562,1010
2942,9230,4557,1018
2503,10185,4562,1028
2223,10850,4558,1036
2377,11015,4562,1047
2967,10615,4557,1062
3629,9963,4562,1084
3954,9407,4558,1104
3962,9244,4562,1122
3896,9401,4557,1137
3921,9687,4562,1159
3956,9822,4558,1180
3962,9797,4562,1197
3946,9675,4557,1204
3962,9631,4562,1215
3961,9669,4558,1230
3921,9797,4562,1253
3771,9971,4557,1271
3504,10240,4562,1290
3120,10570,4558,1307
2753,10904,4562,1328
2529,11082,4556,1345
2544,11070,4562,1365
2771,10844,4560,1382
3128,10517,4562,1402
3486,10120,4553,1420
3754,9797,4562,1440
3863,9624,4576,1457
3837,9687,4599,1477
3721,9833,4599,1494
3629,9908,4599,1515
3633,9800,4592,1532
3754,9687,4599,1552
3863,9720,4596,1569
3837,9963,4599,1589
3661,10187,4593,1607
3545,10240,4599,1627
3678,10103,4596,1643
4046,10019,4599,1664
4316,10135,4593,1682
4129,10572,4599,1701
3374,11264,4596,1717
2419,12067,4599,1739
1872,12500,4593,1758
2169,12177,4599,1776
3129,11132,4597,1790
4129,10074,4599,1814
4586,9608,4590,1841
4463,9797,4599,1870
4114,10119,4613,1887
3921,10240,4636,1907
3952,10144,4637,1932
4087,10074,4636,1963
4179,10061,4629,1983
4213,10074,4636,2001
4212,10011,4633,2016
4213,9963,4636,2038
4170,9998,4631,2056
4087,10185,4636,2075
3989,10384,4632,2091
3962,10517,4636,2113
4017,10534,4631,2130
4129,10572,4636,2150
4225,10640,4632,2167
4296,10738,4636,2188
4334,10762,4631,2203
4338,10794,4636,2225
4246,10875,4633,2243
4046,11070,4636,2262
3760,11264,4630,2277
3504,11403,4636,2300
3336,11425,4634,2320
3295,11403,4636,2337
3376,11277,4627,2342
3629,11015,4636,2356
4036,10541,4650,2373
4505,10019,4673,2393
4817,9668,4674,2400
4838,9742,4673,2412
4570,10159,4666,2428
4213,10683,4673,2449
3972,10985,4670,2457
3962,11015,4673,2468
4095,10823,4668,2483
4254,10572,4673,2505
4392,10271,4669,2515
4588,9963,4673,2524
4819,9629,4668,2530
4963,9410,4673,2543
4871,9417,4669,2549
4588,9742,4673,2562
4235,10161,4668,2571
3962,10406,4673,2580
3846,10288,4669,2577
3921,10019,4673,2580
4050,9838,4668,2587
4046,9908,4673,2599
3838,10094,4670,2598
3629,10296,4673,2599
3602,10395,4667,2603
3754,10406,4673,2618
3878,10308,4671,2620
3879,10240,4673,2618
3783,10303,4664,2611
3712,10572,4673,2618
3746,10792,4687,2620
3962,10683,4711,2618
4314,10108,4711,2603
4671,9410,4711,2599
4847,9006,4703,2598
4797,9133,4711,2599
4574,9543,4707,2586
4338,9908,4711,2580
4187,10001,4705,2578
4129,9963,4711,2580
3994,9957,4706,2569
3712,10074,4711,2562
3483,10103,4705,2558
3670,9908,4711,2562
4259,9527,4706,2551
4797,9299,4711,2543
4840,9360,4705,2538
4463,9631,4711,2543
4020,9834,4706,2536
3754,9908,4711,2524
3630,9864,4705,2508
3629,9797,4711,2505
3748,9692,4707,2504
3962,9631,4711,2505
4148,9602,4704,2496
4254,9631,4711,2487
4259,9662,4708,2472
4213,9742,4711,2468
4167,9799,4701,2466
4213,9797,4711,2468
4289,9710,4724,2459
4254,9742,4748,2449
4009,9988,4748,2435
3670,10406,4748,2431
3380,10711,4740,2428
3253,10738,4748,2431
3357,10384,4744,2422
3754,9797,4748,2412
4268,9211,4742,2396
4588,8967,4748,2393
4516,9115,4743,2392
4213,9521,4748,2393
3889,9930,4742,2382
3629,10296,4748,2375
3458,10503,4743,2368
3545,10462,4748,2375
3938,10122,4743,2376
4421,9742,4748,2375
4666,9490,4743,2362
4630,9410,4748,2356
4468,9396,4742,2351
4338,9521,4748,2356
4220,9756,4743,2356
4087,10019,4748,2356
3907,10167,4742,2345
3712,10296,4748,2337
3554,10401,4744,2331
3545,10406,4748,2337
3697,10192,4741,2339
3921,9963,4748,2337
4050,9910,4745,2323
4046,10074,4748,2319
3954,10231,4738,2317
3879,10296,4748,2319
3817,10248,4761,2307
3754,10185,4785,2300
3686,10093,4785,2297
3712,10019,4785,2300
3872,9901,4777,2291
4129,9742,4785,2281
4334,9502,4781,2269
4421,9299,4785,2262
4392,9190,4779,2249
4338,9244,4785,2244
4287,9362,4781,2242
4254,9521,4785,2244
4224,9649,4779,2234
4213,9797,4785,2225
4186,9905,4781,2214
4129,9963,4785,2206
4047,9905,4778,2186
4046,9797,4785,2169
4175,9636,4782,2154
4421,9465,4785,2150
4657,9272,4775,2140
4797,9188,4785,2132
4767,9264,4798,2119
4588,9521,4822,2113
4315,9789,4822,2101
4087,9963,4822,2094
3963,9950,4814,2083
3879,9908,4822,2075
3624,10052,4819,2063
3128,10572,4822,2057
2560,11219,4816,2048
2294,11569,4822,2038
2513,11309,4818,2017
3086,10683,4822,2001
3669,10075,4816,1987
4087,9742,4822,1982
4377,9527,4818,1972
4671,9299,4822,1963
4936,9029,4815,1951
5047,8912,4822,1945
4920,8993,4819,1934
4671,9244,4822,1926
4468,9487,4812,1913
4421,9687,4822,1907
4451,9820,4835,1897
4463,9963,4859,1888
4392,10094,4859,1874
4296,10240,4859,1870
4190,10337,4851,1868
4087,10406,4859,1870
3986,10420,4855,1861
3962,10462,4859,1851
4048,10509,4853,1839
4213,10572,4859,1832
4341,10550,4855,1821
4338,10517,4859,1814
4109,10560,4854,1803
3670,10794,4859,1795
3164,11027,4854,1781
2878,11015,4859,1776
2987,10592,4854,1775
3462,9963,4859,1776
4062,9350,4854,1767
4588,8912,4859,1758
4903,8611,4854,1746
5005,8524,4859,1739
4945,8645,4854,1726
4838,8967,4859,1720
4682,9322,4854,1718
4421,9687,4859,1720
3994,10008,4853,1712
3545,10296,4859,1701
3266,10427,4855,1689
3295,10406,4859,1683
3509,10301,4852,1673
3712,10296,4859,1664
3711,10400,4856,1652
3545,10517,4859,1645
3353,10473,4849,1635
3337,10296,4859,1627
3533,10121,4872,1615
3837,10185,4896,1608
4004,10571,4896,1598
3921,11292,4896,1589
3708,12156,4888,1576
3712,12952,4896,1571
4126,13428,4892,1569
4880,13506,4896,1571
5718,13122,4890,1562
6507,12288,4896,1552
7222,10923,4891,1539
7883,9133,4896,1533
8427,7139,4891,1523
8801,5369,4896,1515
8948,4042,4891,1503
8884,3210,4896,1496
8649,2686,4892,1486
8300,2435,4896,1477
7774,2482,4889,1464
7007,2934,4896,1458
6069,3644,4893,1456
5255,4428,4896,1458
4799,5076,4886,1451
4671,5646,4896,1440
4574,6213,4909,1425
4254,6919,4933,1421
3646,7745,4933,1420
2920,8690,4933,1421
2302,9562,4925,1413
2002,10240,4933,1402
2047,10638,4930,1390
2336,10960,4933,1384
2654,11323,4927,1375
2878,11735,4933,1365
2945,11947,4929,1351
2920,11845,4933,1346
2836,11467,4928,1346
2753,11070,4933,1346
2646,10849,4928,1337
2544,10904,4933,1328
2482,11086,4928,1317
2544,11236,4933,1309
2700,11239,4928,1296
2878,11181,4933,1290
2998,11089,4927,1288
3086,11015,4933,1290
3140,10964,4929,1282
3128,11070,4933,1271
2995,11300,4926,1258
2795,11569,4933,1253
2603,11731,4931,1249
2503,11845,4933,1253
2542,11845,4923,1254
2753,11679,4933,1253
3024,11349,4947,1242
3170,11181,4970,1234
3056,11333,4970,1231
2795,11735,4970,1234
2581,12089,4963,1233
2544,12344,4970,1234
2637,12457,4966,1234
2795,12454,4970,1234
2974,12340,4964,1225
3170,12344,4970,1215
3313,12511,4965,1209
3337,12731,4970,1215
3207,12775,4966,1219
3003,12731,4970,1215
2808,12688,4964,1202
2711,12676,4970,1197
2756,12519,4967,1197
3003,12233,4970,1197
3430,11851,4960,1185
3921,11513,4970,1178
4268,11246,4984,1177
4338,11181,5007,1178
4099,11305,5007,1168
3670,11569,5007,1159
3220,11746,5000,1157
2920,11790,5007,1159
2794,11713,5004,1150
2795,11679,5007,1141
2845,11674,5001,1136
2961,11679,5007,1141
3137,11596,5003,1135
3337,11513,5007,1122
3479,11471,5001,1107
3545,11569,5007,1103
3501,11734,5003,1104
3337,11956,5007,1103
3063,12116,5001,1093
2795,12177,5007,1084
2628,12039,5003,1080
2586,11845,5007,1084
2590,11795,5001,1087
2628,12067,5007,1084
2765,12354,5005,1073
3128,12233,5007,1066
3702,11523,4997,1063
4338,10683,5007,1066
4764,10182,5021,1066
4838,10185,5044,1066
4607,10422,5044,1064
4296,10738,5044,1066
4068,11017,5037,1065
3962,11236,5044,1066
3896,11269,5041,1064
3837,11181,5044,1066
3760,11034,5038,1066
3670,10960,5044,1066
3524,10942,5040,1062
3337,11070,5044,1066
3120,11325,5039,1073
2961,11679,5044,1084
2922,11871,5039,1093
3086,11735,5044,1103
3422,11245,5039,1112
3837,10683,5044,1122
4158,10286,5039,1128
4296,10185,5044,1141
4224,10280,5039,1157
4046,10517,5044,1178
3867,10791,5040,1190
3837,11070,5044,1197
4041,11263,5039,1200
4505,11403,5044,1215
5093,11463,5040,1235
5631,11513,5044,1253
5989,11587,5038,1260
6215,11845,5044,1271
6397,12228,5042,1288
6632,12454,5044,1309
6948,11943,5034,1319
7341,10406,5044,1328
7676,8037,5058,1340
7758,5646,5081,1365
7465,3997,5081,1385
6924,3487,5081,1402
6360,3862,5074,1415
5923,4705,5081,1440
5524,5641,5078,1468
5047,6587,5081,1496
4465,7448,5075,1514
3921,8192,5081,1533
3530,8743,5077,1551
3337,9188,5081,1571
3285,9529,5076,1585
3337,9797,5081,1608
3405,9964,5077,1635
3378,10185,5081,1664
3108,10509,5075,1681
2628,10904,5081,1701
2114,11124,5077,1726
1835,11070,5081,1758
1868,10732,5075,1782
2169,10296,5081,1814
2613,9861,5079,1850
3170,9521,5081,1888
3716,9238,5071,1915
4087,9022,5081,1945
4110,8898,5095,1979
3837,8967,5119,2019
3437,9180,5118,2047
3086,9465,5119,2075
2807,9722,5111,2108
2586,10019,5119,2150
2415,10316,5115,2181
2377,10517,5119,2206
2535,10414,5112,2227
2920,10019,5119,2262
3432,9428,5114,2299
3921,8912,5119,2337
4195,8643,5113,2364
4213,8746,5119,2393
4104,8997,5113,2420
4087,9133,5119,2449
4194,8981,5113,2472
4254,8801,5119,2505
4084,8867,5113,2541
3712,9299,5119,2580
3240,9877,5114,2607
2795,10406,5119,2636
2510,10699,5113,2663
2586,10738,5119,2692
3010,10514,5114,2709
3545,10185,5119,2730
3922,9857,5112,2754
4129,9687,5119,2786
4231,9701,5116,2805
4213,9963,5119,2823
4000,10355,5108,2838
3670,10794,5119,2861
3342,11180,5132,2878
3086,11569,5156,2898
2907,11848,5155,2913
2920,11845,5156,2936
3209,11391,5148,2952
3712,10683,5156,2973
4135,10046,5152,2983
4254,9797,5156,2992
4087,9920,5149,2993
3921,10240,5156,3010
3980,10408,5151,3030
4254,10296,5156,3048
4483,10003,5150,3046
4463,9908,5156,3048
4192,10127,5151,3052
3879,10517,5156,3066
3678,10748,5150,3067
3629,10794,5156,3066
3623,10743,5151,3062
3629,10738,5156,3066
3677,10682,5149,3064
3879,10517,5156,3066
4192,10176,5153,3064
4463,9797,5156,3066
4451,9515,5145,3057
4129,9521,5156,3048
3686,9824,5169,3033
3462,10296,5193,3029
3593,10579,5192,3020
3962,10462,5193,3010
4287,10004,5185,2988
4421,9631,5193,2973
4367,9626,5189,2959
4254,10019,5193,2954
4222,10552,5186,2943
4421,11070,5193,2936
4864,11437,5188,2924
5464,11679,5193,2917
6079,11834,5187,2899
6632,12011,5193,2879
7024,11960,5188,2854
7257,11236,5193,2842
7473,9499,5187,2830
7841,7140,5193,2823
8156,4995,5187,2804
7966,3875,5193,2786
7084,3893,5188,2763
5923,4705,5193,2749
4965,5781,5187,2729
4296,6864,5193,2711
3686,7750,5188,2687
3128,8358,5193,2674
2836,8637,5186,2661
2920,8801,5193,2655
3117,9032,5190,2638
3128,9465,5193,2618
2915,10011,5182,2592
2753,10572,5193,2580
2847,10865,5206,2570
3170,10738,5230,2562
