II,MCL,ABP,RESP
1930,5253,2988,1315
1927,5298,2986,1324
1917,5304,2962,1331
1927,5298,2943,1343
1949,5286,2933,1354
1973,5298,2943,1362
1973,5296,2943,1361
1973,5298,2943,1362
1978,5289,2937,1367
1996,5298,2943,1381
2005,5314,2940,1392
2019,5367,2943,1400
2036,5412,2938,1399
2064,5436,2943,1400
2085,5419,2938,1398
2110,5436,2943,1400
2132,5472,2939,1398
2156,5504,2943,1400
2172,5489,2936,1399
2202,5504,2943,1400
2243,5563,2953,1397
2294,5642,2986,1400
2330,5672,3021,1401
2363,5711,3074,1400
2399,5773,3129,1388
2454,5848,3206,1381
2512,5878,3296,1379
2569,5917,3426,1381
2615,5979,3571,1373
2661,6055,3733,1362
2697,6086,3881,1350
2730,6124,4041,1343
2751,6184,4204,1332
2776,6261,4392,1324
2798,6296,4568,1315
2821,6330,4743,1305
2828,6367,4907,1286
2821,6399,5095,1267
2800,6371,5276,1253
2776,6330,5446,1248
2736,6293,5577,1241
2684,6261,5709,1229
2615,6170,5839,1209
2546,6055,5973,1192
2470,5956,6081,1178
2386,5917,6193,1173
2283,5869,6289,1165
2179,5780,6368,1154
2076,5634,6406,1134
1973,5504,6456,1116
1857,5394,6518,1102
1743,5298,6588,1097
1636,5163,6614,1090
1537,5023,6632,1078
1432,4897,6647,1058
1330,4816,6676,1040
1233,4724,6677,1027
1147,4610,6676,1021
1069,4480,6668,1013
1009,4404,6676,1002
955,4364,6669,989
895,4335,6676,984
820,4266,6675,983
757,4197,6676,984
709,4127,6649,975
665,4060,6632,965
612,3972,6609,954
573,3922,6588,946
558,3911,6537,934
551,3922,6500,927
527,3891,6470,925
505,3853,6456,927
499,3834,6412,920
505,3853,6368,908
497,3857,6317,894
482,3853,6280,889
474,3842,6216,888
482,3853,6149,889
487,3856,6071,882
482,3853,6017,870
468,3822,5952,857
459,3784,5885,851
449,3738,5793,844
436,3715,5709,832
420,3706,5617,812
413,3715,5534,794
414,3714,5437,783
413,3715,5358,776
402,3710,5270,765
390,3715,5182,757
386,3713,5078,748
390,3715,5007,738
391,3710,4955,719
390,3715,4919,700
390,3713,4851,686
390,3715,4787,681
382,3709,4731,674
367,3715,4699,662
352,3716,4651,642
344,3715,4611,624
342,3704,4576,611
344,3715,4568,605
345,3744,4546,598
344,3784,4524,586
342,3792,4489,572
344,3784,4480,567
346,3771,4475,568
344,3784,4480,567
340,3792,4460,557
344,3784,4436,549
356,3745,4402,546
367,3715,4392,549
368,3702,4387,547
367,3715,4392,549
367,3718,4373,556
367,3715,4348,567
363,3705,4314,570
367,3715,4304,567
379,3720,4300,569
390,3715,4304,586
390,3698,4284,609
390,3715,4260,624
398,3753,4230,630
413,3784,4216,643
424,3778,4195,669
436,3784,4172,700
450,3813,4139,720
459,3853,4128,738
451,3856,4125,761
436,3853,4128,794
429,3850,4107,825
436,3853,4084,851
441,3839,4056,870
436,3853,4041,889
429,3890,4015,910
436,3922,3997,946
452,3894,3971,986
459,3853,3953,1021
447,3834,3923,1045
436,3853,3909,1078
440,3857,3901,1123
459,3853,3909,1173
473,3844,3894,1210
482,3853,3865,1248
490,3852,3827,1293
505,3853,3821,1343
518,3847,3823,1381
528,3853,3821,1419
530,3851,3792,1461
528,3853,3777,1513
523,3847,3774,1560
528,3853,3777,1608
539,3851,3752,1655
551,3853,3733,1702
552,3846,3726,1739
551,3853,3733,1778
556,3854,3714,1822
573,3853,3689,1873
590,3840,3673,1913
596,3853,3689,1948
587,3884,3697,1980
573,3922,3689,2024
560,3926,3658,2070
551,3922,3645,2118
539,3914,3642,2157
528,3922,3645,2194
525,3915,3624,2227
528,3922,3601,2270
532,3929,3587,2309
551,3922,3601,2345
568,3895,3609,2370
551,3922,3601,2402
522,3958,3571,2438
551,3922,3557,2478
594,3851,3554,2506
551,3922,3557,2535
487,4046,3536,2561
573,3991,3514,2591
705,3850,3499,2615
619,3991,3514,2648
467,4239,3521,2684
665,4060,3514,2724
1003,3664,3483,2750
688,4060,3470,2781
-316,5317,3467,2813
-895,6055,3470,2856
-312,5300,3447,2887
665,3991,3426,2913
919,3521,3413,2933
505,3853,3426,2970
231,3980,3430,3007
298,3647,3426,3045
268,3374,3400,3071
-23,3371,3382,3102
-296,3316,3370,3130
-436,3096,3382,3159
-630,2903,3387,3173
-963,2821,3382,3197
-1283,2705,3353,3222
-1445,2546,3338,3253
-1471,2433,3334,3270
-1445,2408,3338,3291
-1433,2384,3317,3314
-1445,2339,3294,3348
-1459,2254,3280,3373
-1445,2133,3294,3405
-1431,1945,3301,3432
-1445,1720,3294,3461
-1465,1431,3265,3476
-1445,1101,3250,3499
-1419,784,3244,3523
-1445,619,3250,3556
-1501,659,3246,3573
-1445,894,3250,3594
-1187,1250,3250,3615
-780,1720,3250,3651
-358,2263,3227,3677
23,2821,3206,3707
377,3302,3194,3730
711,3715,3206,3764
994,4077,3211,3790
1216,4404,3206,3821
1393,4647,3180,3843
1537,4816,3162,3878
1644,4926,3152,3909
1720,5023,3162,3953
1782,5099,3166,3989
1835,5160,3162,4029
1870,5176,3136,4060
1881,5160,3118,4105
1878,5136,3109,4142
1881,5160,3118,4180
1894,5207,3120,4202
1904,5229,3118,4237
1896,5193,3110,4271
1881,5160,3118,4313
1874,5155,3123,4337
1881,5160,3118,4369
1891,5126,3091,4402
1904,5092,3074,4445
1916,5078,3067,4471
1927,5092,3074,4502
1927,5085,3071,4531
1927,5092,3074,4577
1925,5115,3075,4614
1927,5160,3074,4653
1923,5168,3051,4679
1927,5160,3030,4710
1928,5145,3019,4731
1927,5160,3030,4767
1918,5182,3032,4795
1927,5229,3030,4823
1948,5267,3022,4824
1973,5298,3030,4823
1975,5294,3034,4816
1973,5298,3030,4823
1976,5296,3005,4820
1996,5298,2986,4823
2009,5282,2977,4818
2019,5298,2986,4823
2024,5331,2986,4819
2041,5367,2986,4823
2061,5361,2979,4818
2087,5367,2986,4823
2108,5391,2986,4819
2133,5436,2986,4823
2153,5440,2977,4818
2179,5436,2986,4823
2207,5443,3002,4818
2248,5504,3030,4823
2291,5573,3046,4818
2340,5642,3074,4823
2382,5678,3105,4818
2431,5711,3162,4823
2484,5732,3231,4818
2546,5780,3338,4823
2596,5836,3462,4818
2638,5917,3601,4823
2668,5986,3725,4818
2707,6055,3865,4823
2743,6093,4023,4818
2776,6124,4216,4823
2796,6144,4397,4818
2821,6192,4568,4823
2842,6235,4714,4818
2844,6261,4875,4823
2814,6251,5042,4818
2776,6261,5226,4823
2739,6273,5387,4818
2707,6261,5534,4823
2662,6189,5657,4818
2615,6124,5797,4823
2563,6083,5933,4818
2500,6055,6061,4823
2411,5966,6149,4818
2317,5848,6236,4823
2225,5729,6319,4818
2133,5642,6412,4823
2021,5541,6480,4818
1904,5436,6544,4823
1793,5322,6589,4818
1697,5229,6632,4823
1596,5126,6649,4818
1491,5023,6676,4823
1389,4909,6696,4818
1307,4816,6720,4823
1229,4714,6716,4818
1147,4610,6720,4823
1058,4491,6718,4818
986,4404,6720,4823
928,4330,6692,4818
872,4266,6676,4823
800,4183,6666,4818
734,4128,6676,4823
687,4091,6656,4818
665,4060,6632,4823
644,3986,6598,4818
619,3922,6588,4823
592,3895,6566,4818
573,3922,6544,4823
558,3934,6497,4818
551,3922,6456,4823
548,3879,6404,4818
551,3853,6368,4823
544,3840,6322,4818
528,3853,6280,4823
508,3857,6213,4818
505,3853,6149,4823
510,3818,6074,4818
505,3784,6017,4823
479,3763,5949,4818
459,3784,5885,4823
456,3818,5796,4818
459,3853,5709,4823
448,3856,5613,4818
436,3853,5534,4823
434,3846,5444,4818
436,3853,5358,4823
425,3851,5259,4818
413,3853,5182,4823
410,3848,5109,4818
413,3853,5051,4823
404,3850,4978,4818
390,3853,4919,4823
384,3849,4864,4818
390,3853,4831,4823
394,3849,4786,4818
390,3853,4743,4823
379,3849,4689,4818
367,3853,4655,4823
354,3848,4625,4818
344,3853,4611,4823
341,3851,4586,4818
344,3853,4568,4823
346,3847,4538,4818
344,3853,4524,4823
341,3853,4499,4818
344,3853,4480,4823
349,3843,4448,4818
344,3853,4436,4823
323,3860,4430,4818
298,3853,4436,4823
281,3812,4418,4819
275,3784,4392,4823
273,3776,4357,4818
275,3784,4348,4823
284,3776,4344,4819
298,3784,4348,4823
310,3812,4327,4818
321,3853,4304,4823
332,3860,4274,4819
344,3853,4260,4823
348,3844,4238,4813
344,3853,4216,4804
339,3852,4183,4781
344,3853,4172,4767
357,3849,4169,4743
367,3853,4172,4729
367,3848,4151,4704
367,3853,4128,4691
375,3853,4100,4670
390,3853,4084,4653
402,3840,4059,4620
413,3853,4041,4596
425,3883,4015,4570
436,3922,3997,4559
438,3927,3967,4536
436,3922,3953,4521
435,3913,3945,4496
436,3922,3953,4483
435,3921,3938,4460
436,3922,3909,4445
436,3916,3871,4420
436,3922,3865,4407
433,3919,3868,4385
436,3922,3865,4369
446,3917,3835,4343
459,3922,3821,4332
462,3918,3819,4317
459,3922,3821,4313
455,3918,3794,4292
459,3922,3777,4275
468,3918,3773,4249
482,3922,3777,4237
495,3918,3752,4216
505,3922,3733,4199
506,3918,3728,4173
505,3922,3733,4161
503,3918,3710,4148
505,3922,3689,4142
506,3918,3681,4122
505,3922,3689,4105
502,3918,3671,4080
505,3922,3645,4067
514,3917,3628,4046
528,3922,3645,4029
535,3914,3655,4003
528,3922,3645,3991
514,3927,3613,3972
528,3922,3601,3953
556,3899,3601,3919
551,3922,3601,3896
523,3951,3576,3874
551,3922,3557,3859
604,3864,3551,3827
573,3922,3557,3802
509,4002,3538,3778
573,3922,3514,3764
685,3809,3498,3734
596,3991,3514,3707
444,4229,3522,3680
619,3991,3514,3670
927,3560,3483,3651
619,3991,3470,3632
-340,5309,3466,3598
-895,6055,3470,3575
-346,5255,3448,3551
573,3922,3426,3537
807,3487,3411,3515
413,3853,3426,3499
152,3958,3433,3477
206,3578,3426,3461
164,3291,3396,3439
-115,3303,3382,3424
-373,3252,3378,3402
-528,3027,3382,3386
-751,2836,3361,3356
-1078,2752,3338,3329
-1342,2629,3323,3301
-1445,2477,3338,3291
-1456,2382,3346,3280
-1445,2339,3338,3272
-1440,2262,3308,3251
-1445,2202,3294,3234
-1456,2180,3291,3213
-1445,2133,3294,3197
-1432,1941,3272,3172
-1445,1651,3250,3159
-1467,1327,3237,3146
-1445,1032,3250,3140
-1414,769,3255,3119
-1445,619,3250,3102
-1511,648,3224,3086
-1445,894,3206,3083
-1149,1290,3196,3072
-711,1789,3206,3064
-293,2331,3210,3050
69,2890,3206,3045
419,3383,3181,3034
757,3784,3162,3026
1032,4101,3152,3012
1239,4404,3162,3007
1412,4680,3166,2997
1560,4885,3162,2989
1660,4975,3138,2972
1720,5023,3118,2970
1768,5083,3107,2968
1812,5160,3118,2970
1842,5184,3124,2957
1858,5160,3118,2951
1870,5134,3090,2947
1881,5160,3074,2951
1890,5205,3068,2940
1904,5229,3074,2932
1920,5201,3070,2925
1927,5160,3074,2932
1917,5137,3076,2932
1904,5160,3074,2932
1899,5195,3049,2926
1904,5229,3030,2932
1904,5231,3023,2932
1904,5229,3030,2932
1902,5219,3027,2918
1904,5229,3030,2913
1901,5229,3032,2909
1904,5229,3030,2913
1904,5214,3005,2909
1904,5229,2986,2913
1891,5258,2979,2912
1881,5298,2986,2913
1874,5302,2984,2900
1881,5298,2986,2894
1882,5287,2987,2890
1881,5298,2986,2894
1874,5297,2963,2884
1881,5298,2943,2875
1890,5286,2933,2862
1904,5298,2943,2856
1910,5318,2942,2842
1927,5367,2943,2837
1947,5405,2937,2834
1973,5436,2943,2837
1990,5433,2939,2828
2019,5436,2943,2818
2058,5429,2939,2805
2110,5436,2943,2799
2154,5445,2937,2787
2202,5504,2943,2781
2247,5577,2940,2769
2294,5642,2943,2762
2326,5664,2944,2748
2363,5711,2986,2743
2404,5778,3049,2734
2454,5848,3118,2724
2498,5875,3168,2701
2546,5917,3250,2686
2592,5982,3367,2674
2638,6055,3514,2667
2671,6083,3639,2647
2707,6124,3777,2629
2741,6189,3936,2608
2776,6261,4128,2591
2798,6270,4306,2567
2821,6261,4480,2554
2839,6274,4646,2544
2844,6330,4831,2535
2818,6351,5007,2506
2776,6330,5182,2478
2727,6281,5337,2454
2684,6261,5490,2440
2632,6237,5620,2419
2569,6192,5753,2402
2490,6113,5879,2383
2409,6055,6017,2364
2324,5999,6135,2333
2248,5917,6236,2308
2170,5773,6302,2286
2087,5642,6368,2270
1994,5556,6428,2241
1904,5504,6500,2213
1813,5412,6548,2188
1720,5298,6588,2175
1615,5182,6605,2156
1514,5092,6632,2137
1418,4987,6649,2115
1330,4885,6676,2100
1237,4776,6692,2078
1147,4679,6720,2062
1061,4566,6726,2047
986,4472,6720,2043
912,4392,6686,2035
849,4335,6676,2024
790,4263,6671,2002
734,4197,6676,1986
672,4123,6650,1972
619,4060,6632,1967
578,3982,6608,1957
551,3922,6588,1948
524,3873,6537,1935
505,3853,6500,1929
490,3820,6470,1919
482,3784,6456,1910
468,3756,6411,1897
459,3784,6368,1892
455,3831,6319,1884
459,3853,6280,1873
460,3816,6213,1850
459,3784,6149,1835
457,3776,6078,1824
459,3784,6017,1816
459,3772,5929,1796
459,3784,5841,1778
457,3821,5745,1764
459,3853,5666,1759
460,3825,5572,1744
459,3784,5490,1721
449,3768,5398,1690
436,3784,5314,1665
422,3784,5217,1641
413,3784,5139,1627
409,3784,5064,1609
413,3784,5007,1589
417,3749,4934,1559
413,3715,4875,1532
393,3701,4820,1509
367,3715,4787,1494
348,3717,4742,1475
344,3715,4699,1456
345,3709,4645,1435
344,3715,4611,1419
335,3713,4580,1399
321,3715,4568,1381
307,3712,4544,1359
298,3715,4524,1343
295,3709,4491,1325
298,3715,4480,1305
307,3716,4474,1281
321,3715,4480,1267
335,3702,4461,1258
344,3715,4436,1248
346,3747,4402,1228
344,3784,4392,1211
343,3788,4387,1198
344,3784,4392,1192
344,3777,4373,1179
344,3784,4348,1173
343,3780,4313,1171
344,3784,4304,1173
345,3783,4301,1163
344,3784,4304,1154
341,3772,4282,1150
344,3784,4260,1154
353,3814,4233,1152
367,3853,4216,1154
378,3859,4190,1159
390,3853,4172,1173
402,3844,4148,1182
413,3853,4128,1192
416,3852,4097,1199
413,3853,4084,1211
409,3847,4079,1219
413,3853,4084,1229
423,3851,4065,1238
436,3853,4041,1248
447,3848,4010,1255
459,3853,3997,1267
471,3850,3975,1283
482,3853,3953,1305
491,3848,3921,1318
505,3853,3909,1324
519,3851,3904,1327
528,3853,3909,1343
527,3846,3891,1363
528,3853,3865,1381
529,3854,3830,1387
528,3853,3821,1400
516,3840,3819,1418
505,3853,3821,1438
502,3883,3800,1446
505,3922,3777,1456
497,3927,3748,1473
482,3922,3733,1494
473,3913,3722,1504
482,3922,3733,1513
497,3921,3738,1522
505,3922,3733,1532
502,3916,3703,1531
505,3922,3689,1532
516,3919,3687,1539
528,3922,3689,1551
528,3917,3664,1552
528,3922,3645,1551
536,3919,3638,1549
551,3922,3645,1551
555,3917,3626,1543
551,3922,3601,1532
549,3915,3585,1520
551,3922,3601,1513
553,3926,3611,1503
573,3922,3601,1494
600,3901,3569,1483
596,3922,3557,1475
582,3946,3557,1465
619,3922,3557,1456
668,3892,3532,1445
619,3991,3514,1438
539,4092,3507,1427
596,3991,3514,1419
701,3834,3495,1407
596,3991,3470,1400
427,4231,3453,1391
596,3991,3470,1381
914,3527,3479,1361
619,3922,3470,1343
-336,5252,3437,1328
-895,6055,3426,1324
-349,5293,3425,1317
573,3922,3426,1305
810,3401,3400,1284
413,3715,3382,1267
149,3842,3375,1255
206,3509,3382,1248
168,3237,3363,1238
-115,3234,3338,1229
-373,3175,3322,1218
-505,2959,3338,1211
-693,2772,3346,1200
-1009,2683,3338,1192
-1303,2555,3307,1182
-1445,2408,3294,1173
-1467,2335,3291,1160
-1445,2339,3294,1154
-1434,2313,3272,1151
-1445,2271,3250,1154
-1460,2222,3237,1147
-1445,2133,3250,1135
-1429,1909,3255,1120
-1445,1583,3250,1116
-1469,1213,3224,1117
-1445,894,3206,1116
-1412,655,3196,1105
-1445,550,3206,1097
-1515,596,3210,1094
-1445,826,3206,1097
-1137,1209,3181,1096
-688,1720,3162,1097
-267,2276,3152,1096
92,2821,3162,1097
441,3296,3166,1094
780,3715,3162,1097
1049,4080,3138,1105
1239,4404,3118,1116
1394,4647,3107,1117
1537,4816,3118,1116
1648,4924,3124,1120
1720,5023,3118,1135
1771,5105,3091,1147
1812,5160,3074,1154
1841,5165,3068,1152
1858,5160,3074,1154
1869,5157,3071,1160
1881,5160,3074,1173
1899,5152,3074,1183
1927,5160,3074,1192
1955,5189,3052,1198
1973,5229,3030,1211
1975,5236,3017,1222
1973,5229,3030,1229
1971,5219,3037,1228
1973,5229,3030,1229
1965,5229,3002,1235
1950,5229,2986,1248
1931,5220,2981,1258
1927,5229,2986,1267
1927,5228,2982,1275
1927,5229,2986,1286
1913,5218,2989,1295
1904,5229,2986,1305
1901,5234,2961,1313
1904,5229,2943,1324
1894,5187,2935,1332
1881,5160,2943,1343
1872,5149,2940,1352
1881,5160,2943,1362
1892,5153,2943,1369
1904,5160,2943,1381
1903,5180,2919,1391
1904,5229,2899,1400
1907,5264,2889,1398
1927,5298,2899,1400
1948,5303,2898,1406
1973,5298,2899,1419
1991,5275,2893,1422
2019,5298,2899,1419
2049,5356,2895,1413
2087,5436,2899,1419
2119,5474,2895,1429
2156,5504,2899,1438
2196,5529,2892,1437
2248,5573,2899,1438
2295,5600,2909,1437
2340,5642,2943,1438
2372,5695,2977,1433
2409,5780,3030,1438
2448,5851,3085,1448
2500,5917,3162,1456
2548,5953,3252,1448
2592,5986,3382,1438
2624,6006,3527,1433
2661,6055,3689,1438
2697,6116,3838,1437
2730,6192,3997,1438
2744,6236,4160,1437
2753,6261,4348,1438
2760,6258,4525,1428
2776,6261,4699,1419
2782,6255,4863,1413
2776,6261,5051,1419
2746,6259,5233,1421
2707,6261,5402,1419
2660,6235,5532,1407
2615,6192,5666,1400
2562,6120,5797,1394
2500,6055,5929,1400
2423,5985,6021,1407
2340,5917,6105,1419
2249,5817,6185,1421
2156,5711,6280,1419
2053,5597,6352,1412
1950,5504,6412,1419
1844,5404,6451,1434
1743,5298,6500,1456
1639,5160,6540,1468
1537,5023,6588,1475
1431,4895,6614,1480
1330,4816,6632,1494
1232,4750,6625,1510
1147,4679,6632,1532
1066,4570,6632,1550
986,4472,6632,1570
901,4392,6603,1586
826,4335,6588,1608
763,4243,6579,1626
711,4128,6588,1646
654,4003,6568,1661
596,3922,6544,1683
543,3872,6511,1708
505,3853,6500,1740
476,3820,6478,1767
459,3784,6456,1797
444,3737,6410,1823
436,3715,6368,1854
431,3706,6316,1880
436,3715,6280,1910
440,3713,6234,1937
436,3715,6193,1967
422,3710,6125,1992
413,3715,6061,2024
412,3712,5986,2058
413,3715,5929,2100
403,3711,5862,2131
390,3715,5797,2156
379,3712,5707,2172
367,3715,5622,2194
352,3711,5526,2218
344,3715,5446,2251
338,3712,5354,2279
321,3715,5270,2308
297,3711,5174,2327
298,3715,5095,2345
327,3712,5015,2359
344,3715,4963,2383
325,3712,4912,2410
298,3715,4875,2440
294,3712,4826,2458
298,3715,4787,2478
280,3712,4739,2494
252,3715,4699,2516
243,3712,4647,2531
252,3715,4611,2554
256,3711,4579,2578
252,3715,4568,2610
251,3712,4545,2631
252,3715,4524,2648
249,3711,4490,2660
252,3715,4480,2686
272,3712,4474,2713
298,3715,4480,2743
307,3711,4460,2759
298,3715,4436,2781
289,3713,4402,2803
298,3715,4392,2837
322,3710,4387,2864
344,3715,4392,2894
350,3715,4374,2918
344,3715,4348,2951
339,3705,4313,2982
344,3715,4304,3026
356,3740,4302,3065
367,3784,4304,3102
376,3819,4281,3125
390,3853,4260,3159
405,3862,4234,3194
413,3853,4216,3234
405,3814,4186,3259
390,3784,4172,3291
376,3771,4166,3325
367,3784,4172,3367
362,3787,4154,3394
367,3784,4128,3424
379,3774,4097,3454
390,3784,4084,3499
391,3788,4064,3536
390,3784,4041,3575
390,3767,4006,3608
390,3784,3997,3651
387,3820,3995,3686
390,3853,3997,3726
402,3849,3974,3759
413,3853,3953,3802
413,3879,3927,3838
413,3922,3909,3878
421,3929,3879,3904
436,3922,3865,3934
441,3912,3860,3958
436,3922,3865,3991
424,3921,3844,4016
413,3922,3821,4048
407,3917,3805,4070
413,3922,3821,4105
426,3917,3829,4137
436,3922,3821,4180
434,3923,3789,4210
436,3922,3777,4237
446,3889,3776,4249
459,3853,3777,4275
461,3831,3751,4299
459,3853,3733,4332
458,3888,3726,4347
459,3922,3733,4369
456,3925,3714,4391
459,3922,3689,4426
469,3914,3673,4447
482,3922,3689,4464
490,3921,3697,4466
505,3922,3689,4483
533,3908,3659,4497
551,3922,3645,4521
545,3955,3642,4528
551,3991,3645,4540
574,4009,3624,4543
573,4060,3601,4559
552,4097,3587,4565
573,4060,3601,4577
606,3994,3609,4580
551,4060,3601,4596
475,4151,3571,4605
551,4060,3557,4615
667,3910,3554,4609
551,4060,3557,4615
364,4293,3537,4620
551,4060,3514,4634
891,3606,3498,4632
551,3991,3514,4634
-512,5284,3522,4629
-1124,6055,3514,4634
-515,5285,3482,4628
505,3922,3470,4634
762,3404,3469,4637
321,3715,3470,4653
23,3841,3444,4653
69,3509,3426,4653
18,3235,3420,4644
-275,3234,3426,4653
-535,3179,3405,4659
-688,2959,3382,4672
-914,2763,3368,4668
-1216,2683,3382,4672
-1410,2590,3388,4673
-1445,2477,3382,4691
-1438,2411,3355,4699
-1445,2408,3338,4710
-1449,2381,3328,4705
-1445,2339,3338,4710
-1451,2286,3341,4711
-1445,2202,3338,4729
-1434,2006,3313,4737
-1445,1720,3294,4748
-1466,1386,3283,4742
-1445,1101,3294,4748
-1414,900,3298,4750
-1445,826,3294,4767
-1509,879,3268,4773
-1422,1101,3250,4786
-1081,1480,3240,4789
-596,1995,3250,4804
-160,2555,3254,4811
184,3096,3250,4823
497,3549,3225,4820
803,3922,3206,4823
1054,4217,3194,4818
1239,4472,3206,4823
1393,4671,3212,4819
1537,4816,3206,4823
1649,4897,3178,4818
1720,4954,3162,4823
1761,4992,3156,4819
1789,5023,3162,4823
1811,5022,3158,4818
1835,5023,3162,4823
1860,5040,3164,4818
1881,5092,3162,4823
1893,5137,3137,4818
1904,5160,3118,4823
1917,5153,3110,4818
1927,5160,3118,4823
1928,5186,3116,4818
1927,5229,3118,4823
1925,5240,3118,4818
1927,5229,3118,4823
1926,5209,3096,4818
1927,5229,3074,4823
1925,5264,3062,4818
1927,5298,3074,4823
1925,5296,3079,4818
1927,5298,3074,4823
1926,5297,3049,4818
1927,5298,3030,4823
1917,5262,3019,4818
1904,5229,3030,4823
1887,5211,3036,4818
1881,5229,3030,4823
1878,5233,3003,4818
1881,5229,2986,4823
1878,5212,2980,4818
1881,5229,2986,4823
1880,5258,2983,4818
1881,5298,2986,4823
1875,5304,2985,4818
1881,5298,2986,4823
1896,5282,2978,4818
1927,5298,2986,4823
1951,5305,2992,4818
1973,5298,2986,4823
1989,5271,2953,4818
2019,5298,2943,4823
2051,5363,2957,4818
2087,5436,2986,4823
2117,5462,2984,4818
2156,5504,2986,4823
2199,5568,3011,4818
2248,5642,3074,4823
2296,5670,3135,4818
2363,5711,3206,4823
2434,5792,3281,4818
2500,5917,3382,4823
2544,6003,3493,4818
2592,6055,3645,4823
2649,6081,3816,4818
2707,6124,3997,4823
2736,6155,4148,4818
2753,6192,4304,4823
2771,6222,4468,4818
2798,6261,4655,4823
2809,6269,4828,4818
2798,6261,5007,4823
2773,6243,5179,4818
2753,6261,5358,4823
2725,6276,5514,4818
2684,6261,5666,4823
2624,6188,5798,4818
2569,6124,5929,4823
2516,6083,6037,4819
2454,6055,6149,4823
2360,5969,6241,4818
2248,5848,6324,4823
2137,5724,6382,4819
2041,5642,6456,4823
1943,5551,6528,4818
1835,5436,6588,4823
1716,5286,6605,4819
1606,5160,6632,4823
1501,5053,6671,4818
1399,4954,6720,4823
1292,4817,6725,4815
1193,4679,6720,4804
1099,4553,6709,4772
1009,4472,6720,4748
913,4399,6715,4716
826,4335,6720,4691
750,4259,6716,4649
688,4197,6720,4615
627,4125,6694,4581
573,4060,6676,4559
530,3982,6663,4520
505,3922,6676,4483
487,3870,6663,4438
482,3853,6632,4407
480,3845,6575,4367
482,3853,6544,4332
480,3850,6518,4287
482,3853,6500,4256
483,3848,6453,4223
482,3853,6412,4199
470,3849,6365,4161
459,3853,6324,4123
455,3849,6256,4078
459,3853,6193,4048
453,3849,6122,4016
436,3853,6061,3991
417,3849,5972,3951
413,3853,5885,3915
418,3848,5789,3873
413,3853,5709,3840
390,3850,5616,3797
367,3853,5534,3764
361,3847,5441,3724
367,3853,5358,3688
363,3855,5260,3644
344,3853,5182,3613
318,3822,5108,3582
298,3784,5051,3556
285,3739,4978,3514
275,3715,4919,3480
264,3703,4863,3448
252,3715,4831,3424
239,3719,4786,3384
229,3715,4743,3348
225,3700,4689,3313
229,3715,4655,3291
240,3749,4625,3261
252,3784,4611,3234
263,3783,4586,3202
275,3784,4568,3178
288,3804,4538,3146
298,3853,4524,3121
301,3872,4499,3090
298,3853,4480,3064
295,3805,4448,3031
298,3784,4436,3007
301,3780,4429,2985
298,3784,4436,2970
293,3773,4418,2941
298,3784,4392,2913
311,3815,4356,2884
