II,III,PLETH
6035,3171,8071
7037,3352,8110
7810,3756,8175
8188,4394,8226
7988,5174,8279
7174,5859,8296
6035,6259,8331
4896,6261,8370
3905,5925,8435
3052,5423,8467
2426,5007,8487
2173,4795,8491
2308,4757,8539
2601,4739,8590
2781,4674,8644
2727,4565,8658
2544,4507,8696
2401,4543,8739
2426,4674,8800
2604,4781,8823
2840,4757,8852
2954,4549,8871
2840,4256,8904
2502,3992,8901
2130,3839,8904
1859,3768,8895
1716,3756,8904
1575,3768,8878
1420,3839,8852
1310,3948,8813
1361,4089,8800
1548,4198,8756
1775,4256,8696
1945,4212,8601
2071,4089,8539
2202,3953,8482
2367,3922,8435
2527,3989,8348
2663,4089,8279
2762,4187,8213
2840,4340,8175
2877,4470,8111
2899,4423,8071
2964,4157,8031
3195,3922,8019
3661,3915,7981
4319,4089,7967
4932,4239,7954
5207,4340,7967
4934,4457,7954
4142,4590,7967
3025,4593,7994
1893,4423,8071
1030,4151,8141
651,3922,8227
769,3765,8296
1243,3672,8383
1827,3604,8452
2367,3589,8539
2784,3613,8611
3077,3672,8696
3223,3714,8749
3254,3756,8800
3248,3794,8806
3313,3839,8800
3455,3848,8762
3609,3839,8748
3733,3843,8724
3905,3922,8696
4172,4066,8616
4497,4256,8539
4743,4435,8468
4852,4590,8435
4813,4671,8385
4674,4674,8331
4473,4607,8247
4260,4590,8175
4016,4713,8089
3668,5007,8019
3149,5334,7932
2544,5508,7862
2019,5365,7777
1716,4924,7706
1592,4334,7618
1538,3839,7550
1479,3582,7467
1479,3589,7394
1600,3735,7303
1834,3922,7238
2082,4107,7159
2308,4340,7081
2522,4598,6982
2781,4841,6925
3058,5018,6890
3313,5174,6873
3465,5275,6814
3491,5258,6769
3380,5075,6745
3195,4841,6769
3005,4625,6773
2899,4423,6769
2895,4167,6735
2958,3922,6717
2996,3748,6698
2958,3672,6717
2855,3639,6739
2781,3672,6769
2807,3771,6765
2958,3922,6769
3154,4077,6764
3313,4256,6769
3396,4440,6742
3432,4590,6717
3401,4648,6682
3254,4674,6665
2945,4707,6633
2544,4757,6613
2157,4743,6582
1893,4674,6561
1793,4590,6510
1893,4590,6457
2165,4682,6390
2544,4841,6352
2906,4970,6317
3195,5007,6300
3383,4897,6268
3491,4674,6248
3472,4399,6216
3313,4173,6196
3010,4010,6160
2663,3922,6144
2344,3924,6129
2130,4089,6144
2017,4354,6157
2012,4590,6196
2092,4675,6235
2248,4674,6300
2421,4644,6364
2603,4590,6457
2870,4447,6537
3313,4256,6613
3826,4048,6655
4201,3839,6717
4418,3623,6787
4733,3505,6873
5298,3549,6926
6035,3756,6977
6845,4046,7020
7692,4423,7081
8211,4866,7114
7810,5341,7133
6364,5760,7125
4615,6092,7133
3393,6253,7133
2840,6176,7133
2583,5849,7104
2426,5425,7081
2382,5020,7048
2367,4674,7029
2192,4344,6994
1893,4089,6977
1659,3950,6950
1598,3922,6925
1646,3916,6867
1775,3922,6821
1977,3963,6779
2248,4089,6769
2527,4281,6741
2781,4507,6717
2911,4662,6677
2840,4674,6665
2540,4505,6652
2189,4256,6665
1987,4032,6674
2071,3922,6717
2353,3894,6761
2663,3922,6821
2819,3977,6862
2781,4089,6925
2611,4218,6990
2426,4340,7081
2280,4445,7156
2189,4590,7238
2164,4704,7292
2248,4674,7342
2410,4468,7361
2544,4256,7394
2537,4146,7417
2426,4089,7446
2372,3970,7442
2603,3839,7446
3226,3768,7440
4142,3756,7446
4955,3711,7419
5207,3672,7394
4650,3706,7356
3491,3839,7342
2187,3977,7311
1183,4089,7290
671,4195,7253
651,4340,7238
981,4448,7207
1479,4423,7186
1937,4188,7145
2248,3839,7133
2445,3533,7123
2663,3422,7133
2934,3470,7124
3195,3589,7133
3363,3695,7143
3491,3839,7186
3628,4034,7224
3787,4256,7290
3948,4422,7356
4142,4507,7446
4297,4459,7519
4260,4256,7602
3923,3935,7671
3432,3672,7758
3001,3583,7832
2722,3672,7915
2522,3849,7969
2367,4089,8019
2315,4326,8040
2485,4507,8071
2922,4617,8077
3550,4757,8071
4111,4885,8018
4319,4841,7967
4039,4536,7907
3432,4173,7862
2762,3959,7788
2248,3922,7706
1944,3938,7597
1834,4006,7498
1824,4151,7385
1834,4340,7290
1832,4439,7181
1893,4423,7081
2041,4311,6964
2248,4173,6873
2458,4064,6785
2663,4089,6717
2783,4226,6629
2722,4340,6561
2500,4259,6494
2367,4006,6457
2529,3705,6415
2958,3505,6405
3404,3438,6395
3668,3505,6405
3651,3631,6394
3373,3756,6405
2906,3814,6418
2426,3839,6457
2085,3877,6477
1953,4006,6509
1988,4226,6530
2130,4507,6561
2284,4719,6560
2367,4757,6561
2333,4567,6549
2248,4256,6561
2202,3973,6559
2248,3839,6561
2339,3819,6533
2426,3839,6509
2504,3831,6470
2663,3839,6457
2962,3889,6444
3373,4006,6457
3690,4176,6452
3728,4423,6457
3425,4684,6445
2958,4841,6457
2521,4747,6467
2248,4423,6509
2128,4002,6547
2130,3672,6613
2170,3505,6676
2189,3505,6769
2154,3575,6858
2130,3672,6977
2158,3776,7109
2248,3922,7290
2392,4050,7472
2663,4089,7654
3133,4009,7801
3787,3922,7967
4457,3896,8140
4970,3922,8331
5246,3905,8475
5384,3839,8591
5535,3744,8668
5798,3672,8748
6084,3626,8799
6213,3672,8852
6031,3847,8880
5562,4173,8904
4942,4564,8860
4319,4924,8748
3722,5115,8559
3136,5091,8383
2572,4888,8231
2130,4674,8123
1855,4558,8007
1716,4590,7915
1631,4702,7826
1598,4841,7758
1626,4903,7670
1716,4841,7602
1794,4641,7538
1834,4423,7498
1831,4278,7437
1834,4256,7394
1863,4307,7355
1953,4423,7342
2082,4598,7294
2248,4841,7238
2433,5075,7166
2663,5258,7133
2885,5380,7104
3018,5508,7081
2971,5603,7025
2781,5592,6977
2548,5435,6920
2426,5258,6873
2509,5166,6794
2781,5174,6717
3019,5186,6628
2958,5174,6561
2506,5117,6477
1893,5007,6405
1420,4812,6318
1243,4590,6248
1295,4389,6176
1479,4256,6144
1712,4179,6128
1953,4173,6144
2149,4168,6155
2308,4089,6196
2448,3892,6241
2603,3672,6300
2740,3486,6341
2840,3338,6405
2907,3184,6475
3018,3088,6561
3209,3083,6616
3491,3171,6665
3810,3302,6691
4142,3505,6717
4419,3756,6715
4556,4006,6717
4456,4188,6699
4142,4340,6665
3726,4442,6586
3373,4423,6509
3178,4192,6428
3136,3839,6352
3113,3516,6246
3018,3338,6144
2902,3264,6037
2958,3255,5936
3252,3296,5803
3668,3422,5676
4020,3572,5557
4260,3672,5467
4374,3677,5363
4319,3672,5259
4039,3721,5143
3609,3839,5051
3156,3963,4959
2781,4089,4895
2504,4194,4832
2367,4256,4790
2369,4233,4735
2485,4173,4686
2636,4116,4624
2781,4089,4582
2856,4034,4542
2840,3922,4530
2762,3731,4518
2781,3505,4530
3001,3308,4542
3373,3255,4582
3646,3386,4623
3609,3672,4686
3210,3989,4749
2663,4256,4842
2207,4424,4940
2012,4507,5051
2024,4475,5147
2130,4340,5259
2207,4119,5379
2248,3922,5519
2294,3799,5635
2426,3756,5728
2679,3718,5780
3077,3672,5832
3577,3614,5878
4083,3589,5936
4374,3605,5971
4319,3672,5988
4062,3716,5967
4023,3672,5936
4482,3529,5884
5325,3422,5832
6154,3490,5755
6627,3839,5676
6543,4456,5586
5917,5258,5519
4992,5981,5458
4142,6343,5415
3522,6205,5359
3077,5759,5311
2827,5276,5251
3018,4924,5207
3655,4662,5164
4260,4423,5155
4250,4142,5149
3550,3839,5155
2561,3582,5143
1716,3505,5155
1158,3624,5172
888,3839,5207
838,3979,5222
947,4006,5259
1109,3956,5301
1302,3922,5363
1560,3954,5406
2012,4089,5467
2691,4255,5534
3491,4340,5623
4045,4234,5694
4023,4006,5780
3372,3778,5869
2426,3672,5988
1582,3659,6090
1065,3672,6196
872,3636,6288
947,3589,6405
1186,3580,6522
1479,3672,6665
1712,3829,6794
1893,4006,6925
2061,4142,7026
2248,4256,7133
2469,4351,7229
2781,4423,7342
3188,4379,7440
3609,4173,7550
3898,3828,7647
3964,3505,7758
3752,3325,7858
3313,3338,7967
2808,3473,8048
2426,3672,8123
2123,3860,8170
1775,4006,8227
1502,4071,8261
1716,4089,8279
2564,4079,8250
3609,4089,8227
4189,4134,8199
4083,4256,8175
3573,4423,8103
3077,4590,8019
2785,4693,7925
2722,4757,7862
2810,4780,7787
2958,4757,7706
3054,4634,7594
3077,4423,7498
3059,4129,7404
3077,3839,7342
3104,3689,7264
3077,3839,7186
2917,4222,7074
2663,4590,6977
2406,4698,6882
2248,4590,6821
2217,4449,6743
2308,4423,6665
2471,4464,6566
2663,4507,6509
2826,4504,6470
2958,4507,6457
3042,4525,6420
3077,4590,6405
3059,4674,6406
3077,4757,6457
3240,4743,6503
3609,4590,6561
4037,4321,6603
4260,4089,6665
4060,3984,6715
3491,4006,6769
2809,4047,6794
2308,4089,6821
2069,4163,6836
2012,4340,6873
2005,4581,6900
2012,4841,6925
2015,5038,6908
2012,5174,6873
2010,5241,6815
2071,5258,6769
2200,5180,6700
2367,5007,6613
2559,4772,6495
2840,4590,6405
3150,4502,6325
3313,4507,6248
3178,4539,6136
2840,4590,6040
2486,4612,5956
2248,4590,5884
2137,4538,5774
2189,4590,5676
2399,4816,5601
2663,5174,5571
2781,5477,5523
2663,5592,5467
2368,5461,5398
2071,5174,5363
1891,4861,5330
1893,4674,5311
2083,4610,5275
2485,4590,5259
3062,4513,5245
3668,4423,5259
4013,4382,5258
3905,4423,5259
3408,4472,5242
2840,4507,5259
2443,4531,5294
2248,4590,5363
2132,4630,5413
2071,4590,5467
2133,4436,5520
2367,4256,5623
2667,4127,5746
2899,4089,5884
2993,4066,5987
3018,4006,6092
3059,3858,6202
3195,3672,6352
3443,3512,6491
3787,3505,6613
4099,3686,6702
4201,4006,6821
3950,4271,6950
3432,4340,7081
2865,4160,7162
2485,3839,7238
2326,3475,7310
2308,3171,7394
2289,2984,7433
2248,3004,7446
2198,3231,7435
2189,3589,7446
2191,3900,7447
2189,4089,7446
2186,4172,7416
2248,4256,7394
2380,4344,7361
2544,4423,7342
2673,4506,7308
2781,4674,7290
2898,4843,7259
3077,4841,7238
3321,4584,7200
3668,4256,7186
4128,4011,7162
4733,3839,7133
5481,3642,7071
6331,3505,7029
7095,3556,6997
7514,3839,6977
7403,4276,6921
6804,4841,6873
5914,5467,6833
4970,6009,6821
4155,6255,6790
3609,6176,6769
3370,5893,6740
3373,5592,6717
3456,5321,6662
3491,5091,6613
3398,4906,6557
3195,4841,6509
2936,4857,6428
2722,4841,6352
2597,4656,6269
2544,4340,6196
2438,3978,6106
2189,3672,6040
1779,3461,5982
1361,3422,5936
1101,3543,5856
1124,3756,5780
1368,3940,5711
1716,4089,5676
2019,4193,5625
2248,4256,5571
2410,4253,5506
2544,4256,5467
2630,4286,5433
2663,4340,5415
2652,4373,5384
2663,4423,5363
2710,4477,5332
2781,4507,5311
2834,4490,5265
2899,4507,5207
3000,4554,5123
3136,4590,5051
3218,4594,4971
3195,4674,4895
3075,4814,4804
2958,4841,4738
2902,4587,4681
2899,4173,4634
2868,3825,4570
2781,3672,4530
2653,3640,4500
2544,3672,4478
2435,3738,4420
2308,3839,4374
2153,3904,4352
2071,3922,4374
2136,3923,4379
2367,4006,4374
2671,4187,4355
2958,4423,4374
3169,4580,4413
3313,4590,4478
3409,4427,4527
3491,4173,4582
3569,3911,4640
3668,3756,4738
3778,3735,4843
3905,3839,4947
4062,3975,5018
4319,4089,5103
4711,4143,5195
5207,4173,5311
5629,4198,5412
5739,4256,5519
5306,4329,5619
4319,4423,5728
3032,4525,5824
1893,4674,5936
1220,4868,6041
1065,5091,6144
1233,5226,6217
1538,5174,6300
1865,4875,6381
2189,4423,6457
2463,3950,6487
2663,3589,6509
2758,3356,6528
2781,3255,6561
2768,3270,6552
2781,3422,6509
2826,3637,6427
2899,3839,6352
2975,3967,6270
3077,4089,6196
3205,4246,6108
3373,4423,6040
3538,4518,5976
3668,4507,5936
3690,4400,5882
3609,4256,5832
3521,4081,5768
3550,3922,5728
3645,3817,5690
3609,3839,5676
3302,3989,5660
2840,4256,5676
2419,4558,5693
2130,4841,5728
1905,5030,5746
1716,5091,5780
1592,4967,5802
1598,4674,5832
1711,4279,5845
1893,3922,5884
2078,3659,5929
2248,3505,5988
2395,3441,6015
2544,3505,6040
2675,3662,6057
2781,3839,6092
2863,3939,6113
2958,4006,6144
3029,4101,6164
3018,4256,6196
2900,4382,6215
2781,4423,6248
2751,4362,6271
2840,4256,6300
2992,4106,6315
3195,3922,6352
3419,3719,6384
3609,3589,6405
3615,3573,6379
3373,3672,6352
2945,3799,6322
2544,3922,6300
2305,4010,6247
2248,4089,6196
2305,4162,6139
2426,4256,6092
2511,4328,6014
2485,4340,5936
2393,4262,5862
2426,4173,5832
2650,4118,5803
2958,4089,5780
3286,3978,5739
3787,3756,5728
4562,3487,5721
5503,3338,5728
6403,3395,5715
7159,3672,5728
7564,4088,5747
7337,4590,5780
6431,5092,5778
5266,5508,5780
4265,5711,5786
3491,5675,5832
2788,5452,5876
2189,5174,5936
1834,4887,5982
1716,4590,6040
1659,4249,6082
1598,3922,6144
1592,3659,6208
1716,3505,6300
1942,3449,6392
2248,3505,6509
2599,3624,6614
2958,3756,6717
3218,3841,6789
3313,3922,6873
3208,4024,6950
2958,4173,7029
2579,4358,7075
2130,4590,7133
1686,4745,7201
1420,4674,7290
1409,4331,7348
1598,3922,7394
1827,3631,7415
2012,3505,7446
2143,3464,7466
2248,3505,7498
2333,3593,7507
2426,3672,7498
2550,3713,7445
2722,3839,7394
2909,4103,7338
3077,4423,7290
3167,4646,7197
3195,4757,7081
3236,4748,6939
3373,4590,6821
3486,4264,6707
3373,3922,6613
2950,3689,6503
2426,3589,6405
2029,3546,6294
1834,3589,6196
1760,3726,6084
1775,3922,5988
1871,4073,5893
2012,4173,5832
2127,4232,5772
2248,4256,5728
2440,4198,5667
2722,4089,5623
2984,3979,5581
3136,3922,5571
3169,3881,5562
3195,3839,5571
3290,3796,5568
3491,3839,5571
3782,3994,5547
4142,4256,5519
4421,4531,5478
4438,4757,5467
4116,4866,5463
3609,4841,5467
3089,4667,5439
2663,4423,5415
2430,4200,5397
2544,4089,5415
2974,4069,5420
3432,4089,5415
3605,4087,5379
3491,4089,5363
3270,4114,5353
3077,4173,5363
2879,4217,5355
2663,4256,5363
2436,4310,5375
2248,4423,5415
2128,4537,5453
2130,4590,5519
2221,4550,5601
2308,4507,5728
2271,4498,5869
2130,4507,6040
1967,4429,6186
1893,4256,6300
1933,4026,6367
2071,3839,6457
2228,3740,6559
2367,3756,6665
2482,3807,6717
2663,3839,6769
2956,3861,6832
3313,4006,6925
3541,4308,6986
3491,4674,7029
3185,4922,7049
2840,5007,7081
2654,4955,7100
2663,4841,7133
2706,4698,7157
2663,4590,7186
2570,4507,7184
2603,4423,7186
2827,4293,7178
3195,4173,7186
3629,4100,7179
4083,4089,7186
4357,4081,7182
4201,4089,7186
3584,4139,7161
2840,4256,7133
2290,4350,7082
1953,4340,7029
1661,4191,6951
1420,4006,6873
1359,3872,6773
1538,3839,6665
1844,3860,6515
2189,3922,6352
2528,3999,6165
2840,4089,5988
3039,4147,5798
3136,4173,5623
3209,4168,5434
3373,4173,5259
3532,4172,5096
3491,4173,4999
3110,4178,4934
2544,4256,4895
2055,4409,4844
1834,4590,4842
1851,4668,4879
2012,4590,4947
2219,4363,4988
2426,4089,5051
2608,3819,5138
2840,3589,5259
3266,3363,5344
4023,3171,5415
5078,3059,5477
6213,3088,5571
7101,3181,5654
7514,3255,5728
7363,3307,5773
6745,3505,5832
5854,3918,5882
4970,4423,5936
4298,4740,5960
3905,4757,5988
3658,4571,6008
3373,4423,6040
2938,4429,6044
2426,4590,6040
2007,4805,6023
1834,5007,6040
1898,5093,6063
2071,5007,6092
2185,4764,6088
2189,4507,6092
2112,4335,6100
2071,4256,6144
2143,4182,6187
2367,4089,6248
2642,3966,6296
2840,3839,6352
2825,3733,6391
2603,3756,6457
2243,3947,6524
1893,4256,6613
1686,4527,6696
1716,4674,6821
1915,4632,6952
2130,4423,7081
2246,4089,7172
2367,3756,7290
2688,3488,7421
3313,3338,7550
4056,3324,7623
4556,3505,7706
4461,3803,7805
3728,4089,7915
2651,4273,7970
1716,4423,8019
1212,4534,8067
1124,4507,8123
1239,4270,8127
1420,4006,8123
1630,3930,8115
1893,4089,8123
2188,4301,8097
2485,4423,8071
2725,4392,8040
2899,4256,8019
3052,4061,7951
3313,3922,7862
3724,3898,7751
4201,4006,7654
4549,4152,7530
4674,4256,7394
4600,4230,7227
4438,4089,7081
4186,3917,6939
3787,3839,6821
3196,3816,6686
2544,3756,6561
2050,3648,6420
1893,3672,6300
2063,3890,6179
2426,4173,6092
2825,4334,6007
3195,4423,5936
3517,4565,5845
3787,4841,5780
3961,5201,5731
4023,5592,5728
3981,5815,5721
3905,5675,5728
3836,5179,5719
3787,4674,5728
3683,4429,5722
3491,4423,5728
3213,4459,5716
2958,4507,5728
2806,4571,5739
2781,4590,5780
2799,4476,5804
2781,4340,5832
2657,4315,5841
2426,4423,5884
2119,4547,5943
1834,4674,6040
1669,4825,6132
1716,5007,6248
1971,5114,6364
2367,5091,6509
2757,4897,6652
3077,4590,6821
3359,4249,6979
3668,4006,7133
3865,3881,7255
3728,3839,7394
3205,3815,7540
2603,3839,7706
2240,3909,7842
2189,4006,7967
2274,4058,8067
2367,4089,8175
2446,4141,8258
2544,4256,8331
2652,4378,8364
2781,4507,8383
2915,4696,8364
3018,5007,8331
3013,5257,8260
2899,5174,8175
2742,4660,8051
2663,4006,7915
2722,3547,7752
2958,3422,7602
3340,3521,7443
3787,3756,7290
4049,4029,7105
3905,4256,6925
3360,4366,6746
2722,4423,6613
2261,4477,6495
2012,4507,6405
1848,4439,6297
1775,4340,6196
1862,4316,6078
2130,4423,5988
2431,4545,5911
2663,4590,5884
2807,4520,5870
2958,4423,5884
3169,4325,5880
3491,4256,5884
3934,4213,5872
4438,4256,5884
4748,4358,5897
4615,4423,5936
4037,4305,5961
3373,4006,5988
2960,3630,5985
2899,3338,5988
3093,3177,5980
3550,3171,5988
4313,3338,5983
5266,3756,5988
6051,4394,5981
6331,5174,5988
6006,5967,5983
5266,6677,5988
4384,7092,5980
3609,7010,5988
3086,6405,5984
2899,5592,5988
2999,4910,5977
3254,4507,5988
3498,4283,6003
3668,4173,6040
3743,4156,6063
3728,4256,6092
3598,4429,6110
3373,4674,6144
3056,4965,6168
2663,5258,6196
2213,5412,6199
1834,5341,6196
1659,5046,6169
1775,4674,6144
2098,4331,6095
2485,4089,6040
2756,3936,5971
2840,3922,5936
2708,4037,5910
2426,4256,5884
2088,4473,5810
1834,4674,5728
1715,4846,5640
1716,5007,5571
1755,5099,5487
1834,5091,5415
1986,4955,5349
2248,4757,5311
2549,4572,5259
2781,4507,5207
2847,4574,5141
2781,4757,5103
2696,4968,5066
2722,5174,5051
2844,5325,5032
2958,5425,5051
2963,5467,5087
2899,5508,5155
2875,5559,5206
3018,5592,5259
3375,5463,5298
3905,5091,5363
4388,4525,5430
4556,4006,5519
4256,3708,5609
3609,3672,5728
2863,3770,5836
2248,3922,5936
1890,4074,6004
1893,4256,6092
2281,4474,6190
2958,4757,6300
3636,5026,6379
4023,5174,6457
3964,5096,6515
3550,4841,6561
2997,4494,6561
2544,4173,6561
2338,3930,6556
2426,3839,6561
2692,3880,6533
2958,4006,6509
3081,4129,6479
3077,4256,6457
3010,4401,6403
2958,4590,6352
2965,4793,6309
3136,5007,6300
3516,5183,6292
4023,5258,6300
4406,5121,6298
4438,4757,6300
4041,4239,6288
3373,3756,6300
2664,3435,6320
2130,3338,6352
1819,3385,6355
1716,3505,6352
1750,3631,6330
1893,3756,6300
2096,3828,6229
2308,3839,6144
2460,3804,6038
2544,3839,5936
2592,4000,5808
2663,4256,5676
2748,4437,5519
2840,4423,5363
2946,4201,5193
3136,3922,5051
3416,3720,4927
3728,3672,4842
3938,3708,4758
4023,3756,4686
4048,3757,4601
4083,3756,4530
3997,3792,4460
3609,3922,4426
2910,4141,4411
2130,4423,4426
1440,4655,4427
888,4757,4426
576,4705,4412
769,4590,4426
1493,4444,4447
2367,4256,4478
2905,3995,4479
3018,3756,4478
2912,3634,4468
2781,3672,4478
2647,3766,4476
2544,3839,4478
2508,3870,4469
2544,3922,4478
2590,4000,4477
2663,4089,4478
2784,4160,4465
2958,4256,4478
3074,4379,4497
3077,4507,4530
2960,4574,4544
2840,4590,4582
2776,4538,4641
2781,4423,4738
2794,4243,4817
2781,4089,4895
2729,3986,4971
2663,3922,5103
2605,3858,5253
2603,3839,5415
2660,3853,5555
2781,3839,5728
2976,3724,5923
3313,3589,6144
3832,3526,6331
4497,3589,6509
5169,3727,6677
5798,3922,6873
6465,4114,7056
7219,4256,7238
7753,4326,7393
7574,4423,7550
6472,4607,7682
4852,4841,7810
3337,4967,7913
2308,4924,8019
1763,4731,8099
1598,4507,8175
1673,4329,8223
1834,4256,8279
1926,4242,8312
1953,4256,8331
2001,4300,8305
2130,4423,8279
2286,4540,8246
2426,4507,8227
2554,4254,8176
2722,3922,8123
2898,3632,8058
3018,3422,8019
2999,3286,7966
2899,3338,7915
2798,3592,7847
2781,3922,7810
2809,4142,7779
2840,4256,7758
2823,4316,7704
2781,4340,7654
2741,4274,7595
2722,4173,7550
2660,4079,7474
2485,4006,7394
2161,3910,7288
1775,3839,7186
1451,3816,7055
1302,3839,6925
1339,3856,6769
1538,3922,6613
1823,4085,6440
2130,4340,6300
2378,4545,6165
2544,4590,6040
2651,4435,5893
2781,4173,5780
2951,3891,5689
3136,3672,5623
3274,3530,5534
3373,3505,5467
3427,3585,5421
3432,3756,5415
3344,3937,5403
3195,4089,5415
3038,4162,5433
2958,4173,5467
2975,4149,5468
3077,4173,5467
3174,4266,5470
3195,4423,5519
3132,4571,5571
3077,4674,5623
3098,4680,5645
3195,4590,5676
3296,4394,5696
3373,4173,5728
