I,V,ABP,RESP
2091,10521,2331,1695
2094,10589,2327,1707
2091,10665,2331,1720
2081,10665,2334,1730
2091,10665,2331,1745
2102,10656,2306,1755
2091,10665,2284,1769
2068,10639,2274,1779
2091,10665,2284,1794
2122,10724,2286,1804
2091,10810,2284,1818
2027,10818,2277,1828
2091,10810,2284,1843
2298,10790,2286,1854
2472,10810,2284,1867
2485,10793,2274,1877
2472,10810,2284,1892
2553,10888,2304,1904
2662,11098,2331,1917
2672,11289,2344,1925
2662,11386,2378,1941
2735,11360,2433,1955
2852,11386,2518,1966
2882,11460,2600,1963
2852,11530,2704,1966
2839,11502,2827,1973
2852,11530,2984,1990
2841,11653,3141,2001
2852,11819,3310,2015
2931,11850,3471,2026
3042,11819,3637,2039
3078,11788,3791,2040
3042,11819,3963,2039
3010,11814,4141,2043
3042,11819,4336,2064
3076,11810,4518,2081
3042,11819,4709,2089
2936,11792,4894,2083
2852,11819,5082,2089
2831,11844,5245,2101
2852,11819,5408,2113
2858,11660,5565,2110
2852,11530,5735,2113
2797,11490,5883,2124
2662,11530,6014,2138
2499,11481,6111,2136
2472,11386,6201,2138
2583,11316,6272,2146
2662,11386,6341,2162
2582,11480,6387,2163
2472,11530,6434,2162
2450,11459,6460,2168
2472,11386,6480,2187
2450,11341,6477,2192
2472,11386,6480,2187
2575,11444,6478,2177
2662,11530,6480,2187
2647,11553,6457,2200
2662,11530,6434,2211
2773,11473,6404,2207
2852,11530,6387,2211
2765,11630,6348,2221
2662,11674,6294,2236
2708,11576,6215,2236
2852,11530,6154,2236
2900,11582,6100,2241
2852,11674,6061,2261
2821,11662,5996,2273
2852,11674,5921,2285
2867,11744,5824,2293
2852,11819,5735,2310
2838,11746,5635,2322
2852,11674,5548,2334
2856,11698,5452,2341
2852,11819,5362,2359
2844,11846,5247,2380
2852,11819,5128,2408
2853,11785,4999,2422
2852,11819,4895,2433
2844,11818,4798,2438
2852,11819,4709,2457
2856,11803,4594,2479
2852,11819,4476,2506
2839,11804,4349,2521
2852,11819,4243,2531
2865,11816,4138,2535
2852,11819,4056,2555
2823,11788,3978,2579
2852,11819,3916,2605
2895,11841,3844,2615
2852,11819,3776,2629
2716,11706,3699,2647
2662,11674,3637,2678
2754,11734,3577,2702
2852,11819,3543,2727
2793,11763,3514,2748
2662,11674,3497,2777
2611,11627,3469,2799
2662,11674,3450,2826
2688,11682,3424,2847
2662,11674,3403,2875
2637,11650,3372,2897
2662,11674,3357,2924
2677,11671,3349,2945
2662,11674,3357,2973
2640,11656,3354,2994
2662,11674,3357,3022
2682,11668,3353,3044
2662,11674,3357,3071
2623,11655,3352,3092
2662,11674,3357,3121
2773,11673,3356,3143
2852,11674,3357,3170
2791,11646,3347,3188
2662,11674,3357,3219
2602,11688,3376,3251
2662,11674,3403,3293
2709,11618,3406,3319
2662,11674,3403,3342
2595,11779,3397,3358
2662,11819,3403,3391
2809,11710,3401,3425
2852,11674,3403,3465
2736,11748,3400,3488
2662,11819,3403,3514
2744,11728,3399,3533
2852,11674,3403,3563
2799,11734,3402,3585
2662,11819,3403,3612
2609,11741,3396,3631
2662,11674,3403,3661
2688,11720,3407,3684
2662,11819,3403,3710
2642,11759,3375,3728
2662,11674,3357,3759
2668,11690,3351,3785
2662,11819,3357,3809
2656,11851,3336,3814
2662,11819,3310,3833
2656,11781,3294,3855
2662,11819,3310,3882
2668,11822,3320,3890
2662,11819,3310,3907
2643,11796,3277,3927
2662,11819,3264,3956
2686,11812,3263,3966
2662,11819,3264,3981
2611,11802,3237,3997
2662,11819,3217,4030
2796,11809,3210,4051
2852,11819,3217,4079
2747,11804,3198,4100
2662,11819,3170,4128
2731,11809,3153,4138
2852,11819,3170,4153
2821,11803,3181,4167
2662,11819,3170,4202
2520,11812,3136,4227
2472,11819,3124,4251
2462,11793,3125,4258
2472,11819,3124,4275
2482,11869,3095,4293
2472,11963,3077,4325
2439,11987,3074,4346
2472,11963,3077,4374
2575,11872,3053,4385
2662,11819,3030,4398
2660,11787,3023,4401
2662,11819,3030,4423
2741,11822,3011,4445
2852,11819,2984,4472
2882,11788,2967,4479
2852,11819,2984,4497
2831,11833,2993,4516
2852,11819,2984,4546
2858,11758,2952,4555
2852,11819,2937,4570
2839,11961,2934,4587
2852,12107,2937,4619
2853,12108,2915,4634
2852,12107,2891,4644
2838,12103,2876,4645
2852,12107,2891,4669
2859,11960,2899,4691
2852,11819,2891,4718
2832,11742,2860,4726
2852,11819,2844,4742
2876,11856,2841,4751
2852,11819,2844,4767
2811,11744,2822,4770
2852,11819,2797,4791
2894,11895,2783,4814
2852,11819,2797,4841
2988,11689,2806,4839
3803,11963,2797,4841
5255,12650,2766,4843
6654,13548,2751,4865
7479,14872,2749,4874
7985,17295,2751,4890
8545,20475,2728,4897
8936,23205,2704,4914
8638,24966,2691,4920
7605,26520,2704,4939
6204,27724,2711,4950
4753,26952,2704,4963
3421,23369,2677,4957
2472,18881,2657,4963
2084,15827,2648,4971
2091,14413,2657,4988
2085,13256,2662,4984
1901,11963,2657,4988
1705,11085,2632,4993
1711,10810,2611,5013
1848,10572,2600,5012
1901,10233,2611,5013
1795,10032,2615,5006
1711,10089,2611,5013
1771,10121,2586,5008
1901,10089,2564,5013
1933,10050,2553,5008
1901,10089,2564,5013
1882,10079,2571,5006
1901,10089,2564,5013
1889,10074,2535,5012
1901,10089,2518,5013
1979,10054,2512,4994
2091,10089,2518,4988
2127,10102,2514,4983
2091,10089,2518,4988
2064,10029,2520,4973
2091,10089,2518,4963
2113,10198,2492,4948
2091,10233,2471,4939
2062,10115,2462,4910
2091,10089,2471,4890
2131,10222,2471,4870
2091,10377,2471,4865
1967,10331,2468,4842
1901,10233,2471,4816
1970,10243,2467,4781
2091,10377,2471,4767
2127,10418,2473,4751
2091,10377,2471,4742
2068,10333,2446,4716
2091,10377,2424,4693
2102,10393,2414,4661
2091,10377,2424,4644
2080,10337,2427,4618
2091,10377,2424,4595
2096,10444,2416,4560
2091,10521,2424,4546
2084,10527,2429,4533
2091,10521,2424,4521
2089,10497,2397,4482
2091,10521,2378,4447
2141,10561,2369,4414
2282,10665,2378,4398
2432,10758,2377,4371
2472,10810,2378,4349
2370,10743,2373,4320
2282,10665,2378,4300
2324,10617,2374,4269
2472,10665,2378,4251
2596,10728,2375,4233
2662,10810,2378,4226
2677,10828,2370,4201
2662,10810,2378,4177
2632,10757,2392,4146
2662,10810,2424,4128
2758,10939,2457,4101
2852,11098,2518,4079
2867,11171,2597,4048
2852,11242,2704,4030
2849,11312,2811,4005
2852,11386,2937,3981
2831,11379,3068,3939
2852,11386,3217,3907
2941,11429,3366,3876
3042,11530,3543,3858
3066,11593,3728,3830
3042,11674,3916,3809
3028,11748,4076,3781
3042,11819,4243,3759
3044,11813,4418,3728
3042,11819,4616,3710
3041,11818,4801,3694
3042,11819,4989,3686
3031,11780,5170,3661
3042,11819,5362,3637
3061,11863,5530,3606
3042,11819,5688,3587
2947,11628,5825,3560
2852,11530,5968,3538
2820,11583,6092,3509
2852,11674,6201,3489
2867,11610,6273,3461
2852,11530,6341,3440
2833,11512,6403,3412
2852,11530,6480,3391
2871,11442,6536,3363
2852,11386,6574,3342
2764,11430,6575,3314
2662,11530,6574,3293
2610,11488,6565,3265
2662,11386,6574,3243
2766,11328,6572,3215
2852,11386,6574,3194
2867,11405,6552,3167
2852,11386,6527,3145
2841,11347,6479,3117
2852,11386,6434,3096
2854,11403,6379,3069
2852,11386,6341,3047
2846,11334,6293,3017
2852,11386,6247,2998
2851,11479,6176,2973
2852,11530,6108,2949
2848,11443,6030,2909
2852,11386,5968,2875
2850,11421,5882,2844
2852,11530,5781,2826
2848,11548,5654,2800
2852,11530,5548,2777
2849,11507,5451,2748
2852,11530,5362,2727
2849,11517,5244,2701
2852,11530,5128,2678
2849,11533,5007,2650
2852,11530,4895,2629
2849,11484,4768,2603
2852,11530,4662,2580
2849,11623,4564,2550
2852,11674,4476,2531
2849,11581,4357,2514
2852,11530,4243,2506
2849,11583,4136,2485
2852,11674,4056,2457
2849,11620,3962,2424
2852,11530,3870,2408
2849,11489,3780,2397
2852,11530,3730,2383
2849,11526,3684,2355
2852,11530,3637,2334
2849,11528,3575,2320
2852,11530,3543,2310
2849,11485,3522,2283
2852,11530,3497,2261
2849,11625,3439,2244
2852,11674,3403,2236
2849,11575,3396,2212
2852,11530,3403,2187
2849,11592,3378,2166
2852,11674,3357,2162
2849,11602,3350,2153
2852,11530,3357,2138
2849,11558,3334,2110
2852,11674,3310,2089
2849,11694,3298,2070
2852,11674,3310,2064
2849,11658,3310,2054
2852,11674,3310,2039
2849,11602,3306,2012
2852,11530,3310,1990
2849,11536,3302,1973
2852,11674,3310,1966
2849,11742,3329,1953
2852,11674,3357,1941
2849,11527,3360,1925
2852,11530,3357,1917
2849,11627,3350,1904
2852,11674,3357,1892
2849,11569,3355,1876
2852,11530,3357,1867
2849,11603,3353,1856
2852,11674,3357,1843
2849,11584,3353,1817
2852,11530,3357,1794
2849,11591,3354,1776
2852,11674,3357,1769
2849,11594,3352,1758
2852,11530,3357,1745
2849,11578,3358,1728
2852,11674,3357,1720
2849,11652,3333,1710
2852,11674,3310,1695
2849,11773,3296,1669
2852,11819,3310,1646
2849,11652,3319,1629
2852,11530,3310,1622
2849,11577,3277,1610
2852,11674,3264,1597
2849,11597,3264,1582
2852,11530,3264,1573
2848,11586,3236,1560
2852,11674,3217,1548
2850,11594,3212,1533
2852,11530,3217,1523
2847,11586,3194,1512
2852,11674,3170,1499
2853,11595,3159,1475
2852,11530,3170,1450
2842,11583,3158,1429
2852,11674,3124,1425
2860,11603,3083,1426
2852,11530,3077,1425
2831,11566,3082,1412
2852,11674,3077,1401
2881,11671,3046,1388
2852,11674,3030,1376
2743,11739,3030,1358
2662,11819,3030,1351
2652,11748,3002,1351
2662,11674,2984,1351
2638,11703,2982,1338
2662,11819,2984,1327
2761,11794,2957,1324
2852,11674,2937,1327
2850,11587,2934,1317
2852,11674,2937,1302
2934,11784,2911,1294
3042,11819,2891,1302
3064,11726,2888,1307
3042,11674,2891,1302
3036,11706,2864,1286
3042,11819,2844,1278
3024,11850,2841,1275
3042,11819,2844,1278
3074,11762,2818,1276
3042,11819,2797,1278
2909,11899,2794,1279
2852,11963,2797,1278
2934,11891,2771,1265
3042,11819,2751,1253
2986,11762,2747,1248
2852,11819,2751,1253
2796,11836,2726,1254
2852,11819,2704,1253
2882,11720,2700,1250
2852,11674,2704,1253
2824,11656,2681,1253
2852,11674,2657,1253
2870,11617,2651,1250
2852,11530,2657,1253
2886,11451,2638,1254
3232,11530,2611,1253
4121,11793,2596,1248
5514,12395,2611,1253
6956,13522,2618,1264
7985,15422,2611,1278
8590,17947,2583,1280
9126,20754,2564,1278
9607,23412,2555,1275
9506,25655,2564,1278
8362,26940,2569,1277
6464,26664,2564,1278
4572,24564,2539,1276
3232,21331,2518,1278
2461,18018,2507,1277
2091,15422,2518,1278
2000,13604,2523,1276
2091,12395,2518,1278
2171,11579,2491,1276
2091,11098,2471,1278
1877,10776,2462,1276
1711,10521,2471,1278
1677,10253,2473,1276
1711,10089,2471,1278
1708,10036,2464,1277
1711,10089,2471,1278
1774,10099,2475,1276
1901,10089,2471,1278
2006,10054,2445,1277
2091,10089,2424,1278
2127,10087,2416,1275
2091,10089,2424,1278
1971,10049,2426,1280
1901,10089,2424,1278
1961,10100,2419,1264
2091,10089,2424,1253
2140,10033,2425,1249
2091,10089,2424,1253
2048,10190,2418,1253
2091,10233,2424,1253
2140,10129,2428,1251
2091,10089,2424,1253
1961,10196,2399,1252
1901,10377,2378,1253
1974,10416,2369,1252
2091,10377,2378,1253
2124,10345,2379,1252
2091,10377,2378,1253
2070,10372,2372,1252
2091,10377,2378,1253
2101,10375,2378,1251
2091,10377,2378,1253
2081,10338,2372,1253
2091,10377,2378,1253
2095,10464,2381,1249
2091,10521,2378,1253
2084,10440,2352,1264
2091,10377,2331,1278
2093,10410,2321,1279
2091,10521,2331,1278
2085,10543,2333,1275
2091,10521,2331,1278
2089,10495,2324,1277
2091,10521,2331,1278
2138,10512,2335,1276
2282,10521,2331,1278
2436,10557,2305,1276
2472,10665,2284,1278
2363,10747,2274,1278
2282,10810,2284,1278
2339,10809,2287,1273
2472,10810,2284,1278
2518,10785,2274,1289
2472,10810,2284,1302
2430,10856,2303,1304
2472,10954,2331,1302
2560,11024,2347,1300
2662,11098,2378,1302
2760,11148,2415,1301
2852,11242,2471,1302
2884,11320,2527,1302
2852,11386,2611,1302
2810,11379,2714,1298
2852,11386,2844,1302
2958,11420,2974,1313
3042,11530,3124,1327
3043,11617,3279,1329
3042,11674,3450,1327
3113,11660,3609,1324
3232,11674,3776,1327
3283,11717,3938,1326
3232,11819,4103,1327
3123,11855,4255,1325
3042,11819,4429,1327
3015,11710,4612,1326
3042,11674,4802,1327
3066,11677,4965,1326
3042,11674,5128,1327
2949,11584,5288,1325
2852,11530,5455,1327
2813,11519,5597,1327
2852,11530,5735,1327
2885,11452,5854,1324
2852,11386,5968,1327
2748,11358,6043,1329
2662,11386,6108,1327
2636,11372,6166,1313
2662,11386,6247,1302
2671,11396,6309,1298
2662,11386,6341,1302
2649,11286,6333,1301
2662,11242,6341,1302
2668,11283,6361,1303
2662,11386,6387,1302
2648,11400,6371,1290
2662,11386,6341,1278
2674,11365,6305,1271
2662,11386,6294,1278
2632,11369,6272,1281
2662,11386,6247,1278
2755,11434,6201,1264
2852,11530,6154,1253
2874,11551,6084,1248
2852,11530,6014,1253
2836,11491,5936,1256
2852,11530,5874,1253
2857,11551,5804,1240
2852,11530,5735,1229
2844,11471,5642,1223
2852,11530,5548,1229
2852,11635,5432,1232
2852,11674,5315,1229
2847,11569,5186,1214
2852,11530,5082,1204
2850,11598,4984,1200
2852,11674,4895,1204
2848,11595,4780,1204
2852,11530,4662,1204
2849,11573,4537,1202
2852,11674,4429,1204
2849,11628,4310,1203
2852,11530,4196,1204
2849,11482,4084,1202
2852,11530,4010,1204
2849,11532,3942,1203
2852,11530,3870,1204
2849,11521,3768,1203
2852,11530,3683,1204
2849,11494,3621,1202
2852,11530,3590,1204
2848,11611,3544,1203
2852,11674,3497,1204
2851,11601,3442,1202
2852,11530,3403,1204
2846,11506,3354,1204
2852,11530,3310,1204
2854,11502,3270,1200
2852,11530,3264,1204
2841,11606,3264,1213
2852,11674,3264,1229
2862,11605,3237,1233
2852,11530,3217,1229
2828,11503,3207,1221
2852,11530,3217,1229
2888,11505,3217,1243
2852,11530,3217,1253
2728,11601,3211,1250
2662,11674,3217,1253
2730,11612,3215,1265
2852,11530,3217,1278
2885,11492,3213,1276
2852,11530,3217,1278
2831,11523,3214,1288
2852,11530,3217,1302
2857,11570,3213,1303
2852,11674,3217,1302
2848,11704,3214,1310
2852,11674,3217,1327
2842,11624,3214,1331
2852,11674,3217,1327
2870,11712,3213,1321
2852,11674,3217,1327
2758,11546,3214,1338
2662,11530,3217,1351
2629,11610,3213,1355
2662,11674,3217,1351
2677,11588,3215,1344
2662,11530,3217,1351
2643,11576,3211,1366
2662,11674,3217,1376
2677,11627,3219,1372
2662,11530,3217,1376
2630,11480,3192,1388
2662,11530,3170,1401
2756,11538,3159,1398
2852,11530,3170,1401
2872,11509,3175,1412
2852,11530,3170,1425
2839,11518,3145,1424
2852,11530,3124,1425
2852,11527,3110,1435
2852,11530,3124,1450
2852,11496,3132,1449
2852,11530,3124,1450
2840,11602,3091,1458
2852,11674,3077,1474
2867,11620,3078,1476
2852,11530,3077,1474
2818,11474,3048,1479
2852,11530,3030,1499
2905,11559,3029,1515
2852,11530,3030,1523
2698,11465,3003,1521
2662,11530,2984,1523
2787,11639,2981,1530
2852,11674,2984,1548
2684,11565,2957,1563
2472,11530,2937,1573
2419,11601,2934,1571
2472,11674,2937,1573
2468,11590,2911,1580
2472,11530,2891,1597
2562,11578,2887,1610
2662,11674,2891,1622
2659,11620,2865,1630
2662,11530,2844,1646
2755,11494,2840,1660
2852,11530,2844,1671
2845,11509,2819,1669
2852,11530,2797,1671
2956,11603,2793,1678
3042,11674,2797,1695
2965,11602,2774,1709
2852,11530,2751,1720
2883,11550,2743,1728
3042,11674,2751,1745
3113,11747,2733,1759
3042,11819,2704,1769
2912,11841,2687,1766
2852,11819,2704,1769
2837,11691,2715,1778
2852,11674,2704,1794
2852,11700,2671,1804
2852,11674,2657,1818
2845,11510,2658,1831
2852,11530,2657,1843
2854,11723,2631,1842
2852,11819,2611,1843
2846,11668,2606,1849
2852,11674,2611,1867
2839,11861,2590,1881
2852,11819,2564,1892
3083,11458,2550,1899
3803,11530,2564,1917
5032,12321,2572,1932
6464,13404,2564,1941
7687,14731,2537,1938
8556,17151,2518,1941
9150,20543,2508,1951
9506,23493,2518,1966
9401,25229,2522,1967
8556,26664,2518,1966
6932,27845,2493,1969
4943,26952,2471,1990
3234,22951,2459,2008
2282,18016,2471,2015
2038,14878,2478,2009
2091,13692,2471,2015
2059,12747,2442,2027
1901,11530,2424,2039
1755,10711,2418,2036
1711,10521,2424,2039
1713,10356,2421,2050
1711,10089,2424,2064
1701,9984,2426,2062
1711,10089,2424,2064
1715,10065,2400,2073
1711,9945,2378,2089
1695,9882,2367,2088
1711,9945,2378,2089
1720,9940,2381,2095
1711,9945,2378,2113
1678,9979,2370,2117
1711,10089,2378,2113
1806,10102,2383,2105
1901,10089,2378,2113
1921,10053,2351,2124
1901,10089,2331,2138
1893,10099,2322,2139
1901,10089,2331,2138
1896,10047,2332,2132
1901,10089,2331,2138
1913,10165,2326,2147
1901,10233,2331,2162
1869,10218,2332,2165
1901,10233,2331,2162
2005,10290,2325,2155
2091,10377,2331,2162
2095,10385,2336,2174
2091,10377,2331,2187
2114,10364,2305,2186
2091,10377,2284,2187
1977,10355,2277,2186
1901,10377,2284,2187
1964,10434,2284,2181
2091,10521,2284,2187
2131,10530,2282,2198
2091,10521,2284,2211
2066,10503,2280,2209
2091,10521,2284,2211
2103,10506,2288,2220
2091,10521,2284,2236
2081,10563,2259,2237
2091,10665,2238,2236
2094,10741,2229,2239
2091,10810,2238,2261
2087,10817,2237,2277
2091,10810,2238,2285
2089,10778,2235,2280
2091,10810,2238,2285
2092,10827,2233,2295
2091,10810,2238,2310
2078,10748,2238,2311
2091,10810,2238,2310
2156,10961,2227,2304
2282,11098,2238,2310
2404,11089,2260,2317
2472,11098,2284,2334
2470,11206,2294,2347
2472,11386,2331,2359
2532,11430,2394,2357
2662,11386,2471,2359
2786,11373,2528,2363
2852,11530,2611,2383
2855,11713,2733,2399
2852,11819,2891,2408
2854,11800,3030,2403
2852,11819,3170,2408
2833,11882,3319,2416
2852,11963,3497,2433
2932,11959,3662,2441
3042,11963,3823,2457
3089,11967,3976,2470
3042,11963,4149,2482
2934,11872,4327,2477
2852,11819,4522,2482
2827,11810,4710,2498
2852,11819,4895,2531
2869,11734,5058,2548
2852,11674,5222,2555
2775,11661,5367,2557
2662,11674,5501,2580
2542,11594,5611,2606
2472,11530,5735,2629
2453,11511,5856,2636
2472,11530,5968,2654
2477,11459,6038,2677
2472,11386,6108,2703
2463,11349,6178,2711
2472,11386,6247,2727
2474,11384,6275,2750
2472,11386,6294,2777
2463,11373,6311,2786
2472,11386,6341,2801
2476,11363,6345,2823
2472,11386,6341,2850
2453,11440,6316,2860
2472,11530,6294,2875
2548,11540,6260,2896
2662,11530,6247,2924
2710,11544,6231,2933
2662,11674,6201,2949
2600,11789,6127,2970
2662,11819,6061,2998
2800,11720,6006,3007
2852,11674,5968,3022
2749,11714,5899,3043
2662,11819,5828,3071
2719,11836,5753,3081
2852,11819,5688,3096
2893,11790,5596,3116
2852,11819,5501,3145
2825,11817,5402,3156
2852,11819,5315,3170
2864,11800,5203,3187
2852,11819,5082,3219
2841,11811,4951,3241
2852,11819,4849,3268
2854,11804,4752,3291
2852,11819,4662,3317
2847,11808,4546,3327
2852,11819,4429,3342
2848,11806,4303,3359
2852,11819,4196,3391
2857,11806,4091,3414
2852,11819,4010,3440
2780,11808,3932,3459
2662,11819,3870,3489
2587,11803,3795,3512
2662,11819,3730,3538
2804,11812,3655,3557
2852,11819,3590,3587
2752,11797,3526,3612
2662,11819,3497,3637
2662,11820,3475,3645
2662,11819,3450,3661
2559,11784,3395,3678
2472,11819,3357,3710
2523,11845,3344,3733
2662,11819,3357,3759
2712,11699,3342,3778
2662,11674,3310,3809
2616,11744,3273,3832
2662,11819,3264,3858
2756,11744,3260,3867
2852,11674,3264,3882
2891,11700,3258,3898
2852,11819,3264,3931
2745,11845,3263,3957
2662,11819,3264,3981
2641,11785,3253,3987
2662,11819,3264,4005
2664,11819,3284,4024
2662,11819,3310,4054
2661,11799,3312,4068
2662,11819,3310,4079
2651,11810,3305,4082
2662,11819,3310,4103
2680,11810,3306,4125
2662,11819,3310,4153
2569,11756,3310,4162
2472,11674,3310,4177
2436,11607,3298,4185
2472,11674,3310,4202
2492,11774,3335,4208
2472,11819,3357,4226
2446,11728,3337,4245
2472,11674,3310,4275
2497,11709,3296,4289
2472,11819,3310,4300
2420,11839,3314,4295
2472,11819,3310,4300
2653,11788,3301,4303
2852,11819,3310,4325
2911,11818,3314,4338
2852,11819,3310,4349
2805,11799,3284,4342
2852,11819,3264,4349
2899,11811,3253,4359
2852,11819,3264,4374
2727,11804,3268,4369
2662,11819,3264,4374
2723,11806,3238,4381
2852,11819,3217,4398
2904,11808,3205,4395
2852,11819,3217,4398
2797,11802,3224,4404
2852,11819,3217,4423
2919,11813,3187,4423
2852,11819,3170,4423
2689,11796,3166,4415
2662,11819,3170,4423
2789,11823,3149,4420
2852,11819,3124,4423
2735,11777,3108,4417
2662,11819,3124,4423
2764,11898,3134,4420
2852,11963,3124,4423
2703,11894,3089,4417
2472,11819,3077,4423
2399,11820,3079,4420
2472,11963,3077,4423
2497,12077,3048,4414
2472,12107,3030,4423
2467,12025,3029,4431
2472,11963,3030,4447
2435,11887,3003,4445
2472,11819,2984,4447
2648,11752,2981,4443
2852,11819,2984,4447
2906,11926,2957,4440
2852,11963,2937,4447
2819,11855,2934,4455
2852,11819,2937,4472
2867,11888,2911,4470
2852,11963,2891,4472
2836,11876,2888,4467
2852,11819,2891,4472
2853,11905,2864,4465
2852,12107,2844,4472
2843,12160,2841,4479
2852,12107,2844,4497
2846,11997,2818,4496
2852,11963,2797,4497
2851,11878,2793,4490
2852,11819,2797,4497
2842,11765,2773,4493
2852,11819,2751,4497
2862,11845,2745,4491
2852,11819,2751,4497
2833,11751,2729,4492
2852,11819,2704,4497
2860,11892,2694,4492
2852,11819,2704,4497
3047,11688,2691,4492
3803,11963,2657,4497
5097,12655,2619,4492
6464,13548,2611,4497
7478,14859,2612,4491
8175,17295,2611,4497
8705,20538,2586,4494
8936,23349,2564,4497
8575,25145,2553,4483
7605,26664,2564,4472
6243,27795,2570,4453
4753,26952,2564,4447
3391,23300,2538,4434
2472,18737,2518,4423
2112,15642,2508,4401
2091,14269,2518,4398
2053,13205,2522,4396
1901,11963,2518,4398
1754,11075,2492,4382
1711,10810,2471,4374
1716,10650,2460,4360
1711,10377,2471,4349
1690,10137,2477,4319
1711,10089,2471,4300
1787,10075,2443,4284
1901,10089,2424,4275
1946,10092,2417,4247
1901,10089,2424,4226
1837,10027,2423,4209
1901,10089,2424,4202
2038,10190,2422,4175
2091,10233,2424,4153
1988,10108,2420,4133
1901,10089,2424,4128
1959,10173,2427,4105
2091,10233,2424,4079
2133,10121,2399,4045
2091,10089,2378,4030
2065,10223,2368,4014
2091,10377,2378,4005
2103,10318,2379,3981
2091,10233,2378,3956
2083,10274,2372,3922
2091,10377,2378,3907
2091,10320,2379,3892
2091,10233,2378,3882
2094,10254,2371,3855
2091,10377,2378,3833
2078,10401,2382,3806
2091,10377,2378,3784
2109,10360,2351,3752
2091,10377,2331,3735
2051,10346,2323,3720
2091,10377,2331,3710
2210,10461,2331,3681
2282,10521,2331,3661
2208,10439,2329,3644
2091,10377,2331,3637
2053,10415,2327,3610
2091,10521,2331,3587
2106,10532,2334,3568
2091,10521,2331,3563
2082,10512,2306,3541
2091,10521,2284,3514
2084,10483,2275,3480
2091,10521,2284,3465
2155,10610,2285,3449
