II,MCL,PLETH,RESP
5901,10780,6213,2221
5991,10670,6195,2214
5987,10592,6137,2201
5991,10583,6077,2194
6033,10586,6012,2184
6055,10670,5959,2175
5921,10804,5871,2161
5669,11020,5763,2156
5382,11400,5635,2153
5218,12245,5528,2156
5349,13609,5422,2147
6055,15393,5332,2137
7413,17379,5241,2123
9276,19417,5175,2117
11290,20839,5112,2108
13076,20641,5058,2098
14088,18096,4990,2083
13914,13732,4940,2079
12644,8905,4894,2077
11015,5073,4862,2079
9679,2963,4806,2069
8761,2711,4744,2060
7978,3855,4663,2047
7279,5773,4587,2040
6797,7801,4491,2028
6635,9621,4391,2021
6643,10997,4271,2011
6699,11895,4156,2002
6715,12340,4021,1981
6699,12595,3881,1963
6631,12760,3730,1948
6570,12857,3607,1944
6522,12782,3499,1935
6506,12682,3411,1925
6485,12626,3318,1910
6506,12682,3254,1906
6533,12690,3217,1904
6570,12682,3215,1906
6559,12624,3209,1896
6570,12595,3215,1886
6590,12541,3234,1874
6635,12507,3293,1867
6638,12485,3355,1855
6635,12507,3411,1848
6621,12532,3443,1838
6635,12595,3489,1829
6632,12642,3543,1814
6635,12682,3607,1809
6623,12641,3659,1808
6635,12595,3725,1809
6648,12552,3788,1799
6699,12595,3842,1790
6756,12640,3861,1779
6828,12682,3881,1771
6863,12642,3903,1757
6893,12595,3921,1752
6907,12529,3903,1751
6957,12507,3881,1752
7012,12459,3862,1741
7086,12420,3842,1732
7125,12377,3787,1729
7150,12420,3725,1732
7140,12471,3673,1725
7150,12507,3646,1713
7181,12480,3609,1699
7279,12507,3568,1694
7399,12535,3520,1690
7537,12507,3489,1694
7636,12355,3461,1696
7730,12245,3450,1694
7792,12198,3444,1681
7859,12157,3450,1675
7926,11983,3437,1673
8052,11807,3411,1675
8189,11692,3365,1664
8310,11633,3333,1655
8366,11474,3305,1651
8439,11283,3293,1655
8532,11088,3271,1654
8632,10933,3254,1655
8651,10733,3239,1656
8632,10583,3254,1655
8610,10478,3284,1644
8632,10408,3333,1636
8622,10243,3372,1634
8567,10058,3411,1636
8477,9886,3442,1627
8439,9796,3489,1617
8418,9718,3543,1611
8374,9708,3607,1617
8249,9726,3652,1619
8116,9796,3685,1617
7988,9875,3702,1605
7859,10058,3725,1598
7668,10284,3743,1593
7472,10495,3764,1598
7278,10584,3767,1600
7086,10670,3764,1598
6832,10806,3745,1585
6570,11020,3725,1578
6322,11176,3687,1576
6120,11283,3646,1578
5925,11327,3589,1571
5797,11370,3529,1559
5734,11344,3451,1544
5733,11283,3372,1540
5706,11175,3286,1539
5669,11108,3215,1540
5619,11048,3148,1532
5604,11020,3097,1521
5592,10965,3049,1506
5604,10933,3019,1501
5602,10903,2991,1500
5604,10933,2980,1501
5589,10966,2970,1494
5604,11020,2980,1482
5630,11025,2994,1468
5669,11020,3019,1463
5671,10991,3035,1461
5669,11020,3058,1463
5658,11058,3075,1455
5669,11108,3097,1444
5666,11101,3110,1430
5669,11108,3137,1424
5659,11102,3169,1423
5669,11108,3215,1424
5684,11059,3252,1417
5733,11020,3293,1405
5773,10967,3328,1390
5797,10933,3372,1386
5769,10865,3408,1385
5733,10845,3450,1386
5691,10861,3476,1377
5669,10933,3489,1367
5631,10976,3483,1360
5604,11020,3489,1367
5585,11021,3494,1370
5604,11020,3489,1367
5612,11015,3450,1353
5604,11108,3411,1347
5577,11224,3369,1347
5604,11283,3333,1347
5666,11173,3280,1336
5733,11020,3254,1328
5742,10895,3247,1326
5733,10845,3254,1328
5704,10759,3242,1320
5669,10670,3254,1309
5625,10594,3296,1303
5669,10583,3372,1309
5790,10525,3437,1312
5926,10408,3529,1309
5975,10235,3656,1297
5991,10146,3842,1290
6012,10123,4032,1286
6055,10146,4234,1290
6059,10123,4444,1290
6055,10146,4705,1290
6036,10235,4978,1287
5991,10408,5254,1290
5866,10506,5502,1291
5733,10495,5763,1290
5639,10359,6022,1279
5604,10233,6273,1270
5547,10145,6475,1265
5475,10146,6665,1270
5427,10145,6842,1273
5475,10146,7018,1270
5558,10116,7148,1258
5604,10146,7253,1251
5550,10187,7331,1248
5475,10233,7410,1251
5437,10217,7468,1250
5475,10233,7528,1251
5533,10291,7570,1251
5604,10408,7606,1251
5646,10470,7609,1242
5669,10495,7606,1232
5655,10479,7586,1226
5669,10495,7567,1232
5714,10471,7516,1236
5797,10408,7449,1232
5863,10284,7351,1218
5926,10233,7253,1213
5966,10267,7134,1213
5991,10408,7018,1213
5960,10510,6890,1201
5926,10583,6783,1193
5899,10596,6664,1193
5926,10670,6548,1193
5932,10748,6414,1183
5926,10845,6312,1174
5899,10896,6225,1172
5926,10933,6155,1174
5964,10958,6065,1165
5991,11020,5999,1155
5972,11029,5947,1152
5991,10933,5920,1155
6040,10789,5864,1147
6055,10845,5803,1136
5897,11063,5732,1129
5604,11370,5685,1136
5334,11935,5624,1140
5347,13207,5567,1136
5798,14979,5499,1122
6828,16705,5450,1116
8448,18326,5391,1116
10500,20291,5332,1116
12434,21775,5248,1107
13592,20816,5175,1097
13560,16590,5106,1093
12561,11020,5058,1097
11151,6567,4999,1098
9856,4023,4940,1097
8812,2853,4861,1094
7988,3061,4783,1097
7307,4763,4696,1099
6828,7259,4626,1097
6561,9323,4550,1087
6506,10670,4470,1078
6568,11666,4365,1073
6699,12507,4274,1078
6801,12911,4188,1081
6828,12944,4117,1078
6727,12903,4021,1066
6570,13032,3921,1059
6427,13160,3812,1056
6377,13207,3725,1059
6366,13113,3637,1059
6377,13032,3568,1059
6362,12950,3500,1057
6377,12944,3450,1059
6376,12931,3389,1058
6377,12944,3333,1059
6351,12919,3276,1057
6377,12857,3254,1059
6436,12744,3248,1058
6506,12682,3254,1059
6511,12667,3246,1057
6506,12682,3254,1059
6517,12649,3278,1058
6570,12682,3333,1059
6586,12785,3386,1057
6570,12944,3450,1059
6540,13010,3507,1059
6570,13032,3568,1059
6610,13016,3618,1055
6635,13032,3685,1059
6613,13018,3761,1068
6635,13032,3842,1078
6709,13008,3892,1079
6828,12944,3921,1078
6901,12788,3933,1077
6957,12682,3960,1078
7005,12645,3983,1075
7086,12682,3999,1078
7131,12677,3986,1085
7150,12682,3960,1097
7151,12677,3918,1100
7215,12682,3881,1097
7307,12628,3839,1093
7408,12595,3803,1097
7463,12555,3751,1106
7537,12507,3685,1116
7642,12369,3600,1119
7794,12245,3529,1116
7908,12142,3466,1111
7988,12070,3411,1116
8034,11909,3332,1126
8116,11720,3254,1136
8208,11519,3182,1136
8310,11370,3137,1136
8374,11192,3093,1135
8439,11020,3058,1136
8495,10825,3014,1133
8567,10670,2980,1136
8592,10513,2957,1144
8567,10408,2980,1155
8490,10302,3030,1157
8439,10233,3097,1155
8404,10156,3149,1152
8374,10146,3215,1155
8286,10140,3300,1155
8181,10146,3411,1155
8072,10108,3501,1152
7988,10146,3568,1155
7854,10268,3606,1155
7666,10495,3646,1155
7425,10690,3671,1151
7215,10845,3685,1155
7019,10925,3680,1164
6828,11020,3685,1174
6593,11118,3689,1175
6377,11283,3685,1174
6192,11455,3659,1172
6055,11633,3646,1174
5896,11712,3645,1173
5733,11720,3646,1174
5571,11657,3623,1173
5475,11633,3607,1174
5420,11624,3603,1172
5411,11633,3607,1174
5400,11562,3586,1175
5411,11458,3568,1174
5424,11332,3561,1164
5475,11283,3568,1155
5534,11264,3551,1151
5604,11283,3529,1155
5625,11272,3505,1155
5604,11283,3489,1155
5530,11275,3453,1153
5475,11283,3411,1155
5451,11262,3364,1154
5475,11283,3333,1155
5483,11312,3294,1153
5475,11370,3254,1155
5451,11373,3197,1154
5475,11370,3137,1155
5530,11349,3067,1153
5604,11370,3019,1155
5640,11346,2987,1155
5669,11283,2980,1155
5692,11163,2962,1152
5733,11108,2940,1155
5744,11094,2909,1156
5733,11108,2901,1155
5692,11058,2909,1144
5669,11020,2940,1136
5638,10997,2971,1132
5604,11020,3019,1136
5535,11010,3070,1136
5475,11020,3137,1136
5427,11038,3194,1134
5411,11108,3254,1136
5378,11174,3295,1135
5347,11283,3333,1136
5336,11358,3359,1135
5411,11370,3411,1136
5523,11249,3468,1133
5604,11108,3529,1136
5570,10961,3563,1137
5475,10845,3607,1136
5392,10717,3657,1125
5411,10670,3725,1116
5511,10647,3777,1113
5669,10583,3842,1116
5812,10394,3921,1116
5926,10233,4038,1116
5974,10151,4163,1115
5991,10146,4313,1116
5983,10110,4473,1115
5991,10146,4666,1116
5975,10283,4857,1116
5926,10495,5058,1116
5807,10592,5246,1114
5669,10583,5450,1116
5541,10513,5644,1118
5475,10495,5842,1116
5433,10461,6016,1106
5411,10408,6195,1097
5389,10302,6355,1093
5411,10233,6508,1097
5445,10172,6628,1098
5475,10146,6744,1097
5465,10112,6842,1094
5475,10146,6940,1097
5521,10191,7015,1099
5604,10233,7096,1097
5650,10211,7161,1086
5669,10233,7214,1078
5660,10300,7229,1075
5669,10408,7253,1078
5666,10452,7285,1077
5669,10495,7332,1078
5658,10533,7341,1078
5669,10583,7332,1078
5687,10548,7303,1069
5733,10495,7292,1059
5769,10451,7262,1053
5797,10495,7214,1059
5791,10532,7131,1062
5797,10583,7057,1059
5791,10596,6979,1046
5797,10670,6900,1039
5782,10745,6785,1038
5797,10845,6665,1039
5800,10897,6539,1030
5797,10933,6430,1020
5772,10954,6296,1015
5797,11020,6155,1020
5859,11079,6003,1023
5926,11108,5881,1020
5902,11082,5761,1009
5797,11108,5646,1001
5635,11152,5504,997
5475,11283,5371,1001
5281,11676,5241,1002
5153,12682,5136,1001
5362,14237,5017,998
6248,16093,4901,1001
7738,18082,4771,1003
9469,20204,4666,1001
11104,21697,4570,990
12497,21253,4509,982
13202,18147,4445,979
12690,13382,4391,982
11045,8713,4333,981
9276,5423,4313,982
8206,3786,4309,981
7730,3761,4313,982
7230,4971,4288,979
6635,6822,4274,982
6277,8617,4267,990
6313,10146,4274,1001
6485,11360,4255,1003
6635,12245,4234,1001
6743,12683,4208,998
6828,12857,4195,1001
6800,12935,4170,1001
6699,13032,4156,1001
6598,13041,4138,999
6570,13032,4117,1001
6561,13004,4062,1001
6570,13032,3999,1001
6559,13016,3932,999
6570,13032,3881,1001
6562,13025,3821,1002
6570,13032,3764,1001
6558,12985,3689,997
6570,12944,3607,1001
6587,12898,3503,1010
6635,12857,3411,1020
6667,12762,3324,1020
6699,12682,3254,1020
6699,12633,3182,1020
6699,12682,3137,1020
6683,12754,3108,1016
6699,12857,3097,1020
6740,12907,3072,1030
6828,12944,3058,1039
6882,12928,3061,1038
6893,12944,3097,1039
6860,12968,3134,1047
6893,13032,3176,1059
6978,13021,3209,1059
7086,12944,3254,1059
7140,12787,3292,1064
7215,12682,3333,1078
7328,12615,3364,1082
7472,12595,3411,1078
7536,12535,3452,1072
7537,12507,3489,1078
7506,12491,3505,1089
7537,12507,3529,1097
7606,12463,3549,1096
7730,12420,3568,1097
7854,12384,3575,1104
7988,12420,3607,1116
8084,12435,3651,1121
8181,12420,3685,1116
8264,12305,3682,1110
8374,12157,3685,1116
8469,11966,3704,1128
8567,11807,3725,1136
8648,11627,3707,1133
8761,11458,3685,1136
8865,11257,3677,1145
8954,11108,3685,1155
8983,10966,3670,1153
9018,10845,3646,1155
9069,10665,3622,1164
9147,10495,3607,1174
9171,10329,3570,1173
9147,10233,3529,1174
9075,10156,3495,1182
9018,10146,3489,1193
8957,10134,3476,1193
8889,10146,3450,1193
8753,10144,3403,1200
8567,10233,3372,1213
8333,10381,3348,1215
8116,10583,3333,1213
7892,10745,3294,1215
7666,10933,3254,1232
7400,11111,3219,1246
7150,11283,3215,1251
6911,11369,3214,1246
6699,11458,3215,1251
6465,11542,3205,1262
6248,11633,3215,1270
6055,11639,3231,1268
5926,11633,3254,1270
5800,11616,3265,1279
5669,11633,3293,1290
5513,11619,3330,1288
5411,11633,3372,1290
5353,11636,3390,1298
5347,11633,3411,1309
5333,11548,3442,1308
5347,11458,3489,1309
5367,11358,3516,1317
5411,11283,3529,1328
5433,11173,3526,1328
5475,11108,3529,1328
5528,11078,3515,1335
5604,11108,3489,1347
5645,11105,3446,1349
5669,11108,3411,1347
5664,11092,3373,1346
5669,11108,3333,1347
5662,11097,3271,1344
5669,11108,3215,1347
5649,11098,3167,1356
5604,11108,3137,1367
5523,11090,3098,1367
5475,11108,3058,1367
5462,11111,3011,1365
5475,11108,2980,1367
5468,11024,2951,1363
5475,10933,2940,1367
5479,10850,2933,1375
5475,10845,2940,1386
5430,10843,2939,1385
5411,10845,2940,1386
5429,10819,2933,1392
5475,10845,2940,1405
5464,10881,2951,1409
5411,10933,2980,1405
5349,10951,3000,1399
5347,11020,3019,1405
5373,11084,3027,1415
5411,11108,3058,1424
5416,11017,3104,1424
5411,10933,3176,1424
5375,10873,3245,1429
5347,10845,3333,1444
5357,10753,3423,1455
5475,10670,3529,1463
5630,10585,3633,1461
5733,10495,3764,1463
5747,10314,3900,1468
5797,10146,4038,1482
5907,10042,4150,1494
5991,10058,4274,1501
5928,10110,4403,1499
5797,10233,4548,1501
5683,10393,4677,1508
5604,10583,4822,1521
5479,10669,4974,1529
5347,10670,5136,1540
5249,10602,5271,1550
5218,10583,5411,1559
5198,10578,5546,1559
5218,10583,5685,1559
5270,10508,5787,1564
5347,10408,5881,1578
5383,10287,5971,1590
5411,10233,6077,1598
5437,10208,6161,1596
5475,10233,6234,1598
5478,10233,6286,1602
5475,10233,6351,1617
5462,10206,6409,1630
5475,10233,6469,1636
5511,10292,6507,1632
5604,10408,6548,1636
5678,10498,6568,1645
5669,10583,6587,1655
5554,10623,6582,1653
5475,10670,6587,1655
5502,10671,6583,1663
5604,10670,6587,1675
5656,10643,6567,1675
5669,10670,6548,1675
5675,10672,6509,1679
5733,10670,6469,1694
5771,10623,6405,1698
5797,10670,6351,1694
5787,10759,6291,1687
5797,10845,6234,1694
5795,10840,6151,1705
5797,10845,6077,1713
5784,10907,6008,1710
5797,11020,5959,1713
5803,11077,5898,1721
5797,11108,5842,1732
5747,11144,5778,1733
5669,11283,5724,1732
5493,11491,5649,1736
5218,11895,5567,1752
4962,12670,5465,1763
5089,14081,5371,1771
5886,16021,5268,1769
7408,18192,5175,1771
9336,20124,5063,1776
11208,21341,4940,1790
12483,21006,4784,1801
12819,18542,4626,1809
12173,14311,4461,1807
10951,9796,4313,1809
9665,6232,4164,1814
8696,4023,4038,1829
8035,3114,3913,1838
7537,3761,3803,1848
7066,5797,3691,1854
6699,8309,3607,1867
6519,10183,3536,1878
6570,11283,3489,1886
6730,12003,3440,1885
6893,12595,3411,1886
6958,12863,3384,1891
6957,12857,3372,1906
6913,12737,3345,1915
6893,12682,3333,1925
6866,12632,3334,1930
6828,12682,3372,1944
6746,12772,3411,1955
6699,12857,3450,1963
6677,12776,3476,1961
6699,12682,3529,1963
6694,12639,3599,1969
6699,12682,3685,1983
6693,12688,3749,1991
6699,12682,3803,2002
6682,12672,3841,2009
6699,12682,3881,2021
6745,12637,3904,2028
6828,12595,3921,2040
6871,12561,3911,2049
6893,12595,3881,2060
6899,12599,3821,2065
6957,12595,3764,2079
7023,12562,3705,2096
7086,12595,3646,2117
7089,12636,3564,2127
7086,12682,3489,2137
7091,12643,3423,2143
7150,12595,3372,2156
7193,12553,3318,2164
7215,12595,3293,2175
7211,12613,3288,2183
7279,12595,3293,2194
7398,12516,3283,2201
7537,12507,3293,2214
7607,12520,3325,2222
7666,12507,3372,2233
7737,12375,3402,2238
7859,12245,3450,2252
7960,12139,3510,2269
8052,12070,3568,2291
8109,11956,3587,2300
8181,11895,3607,2310
8254,11879,3642,2316
8374,11895,3685,2329
8483,11843,3692,2337
8567,11807,3685,2348
8606,11751,3680,2356
8696,11633,3685,2368
8827,11363,3669,2374
8954,11108,3646,2387
8994,10935,3621,2395
9018,10845,3607,2406
9065,10681,3584,2410
9147,10495,3568,2425
9186,10302,3549,2443
9212,10146,3529,2464
9235,9947,3487,2473
9276,9796,3450,2483
9249,9705,3412,2490
9147,9708,3372,2502
8960,9717,3308,2508
8761,9796,3254,2522
8553,9930,3209,2538
8374,10146,3176,2560
8184,10350,3129,2570
7988,10583,3097,2579
7738,10801,3074,2585
7472,11020,3058,2599
7192,11162,3027,2606
6957,11283,3019,2618
6744,11367,3033,2625
6570,11458,3058,2637
6393,11478,3057,2642
6248,11458,3058,2656
6107,11368,3071,2672
5991,11283,3097,2695
5870,11175,3100,2705
5797,11108,3097,2714
5749,11068,3092,2719
5733,11108,3097,2733
5696,11128,3092,2742
5669,11108,3097,2753
5628,11050,3111,2757
5604,11108,3137,2772
5578,11224,3151,2782
5604,11283,3176,2791
5659,11158,3209,2788
5733,11020,3254,2791
5765,10969,3278,2796
5797,11020,3293,2810
5843,11024,3305,2817
5926,11020,3333,2830
5977,11011,3355,2838
5991,11020,3372,2849
5972,10963,3371,2846
5991,10933,3372,2849
6009,10948,3368,2854
5991,11020,3372,2868
5893,11030,3368,2870
5797,11020,3372,2868
5741,10998,3370,2861
5733,11020,3372,2868
5702,11015,3355,2876
5669,11020,3333,2887
5644,11007,3303,2886
5669,11020,3293,2887
5698,11009,3290,2884
5733,11020,3293,2887
5735,11016,3275,2884
5733,11020,3254,2887
5735,10950,3225,2886
5797,10845,3215,2887
5880,10717,3207,2876
5926,10670,3215,2868
5841,10661,3212,2862
5669,10670,3215,2868
5502,10621,3217,2868
5475,10583,3254,2868
5571,10538,3306,2856
5733,10495,3372,2849
5871,10371,3422,2842
5991,10233,3489,2849
6050,10103,3572,2850
6055,10058,3685,2849
6039,10036,3796,2834
6120,10058,3921,2830
6239,10080,4045,2827
6248,10146,4195,2830
6045,10190,4355,2818
5797,10233,4548,2810
5648,10226,4745,2805
5604,10233,4940,2810
5539,10222,5099,2803
5475,10233,5254,2791
5450,10219,5403,2774
5475,10233,5567,2772
5472,10228,5721,2770
5475,10233,5881,2772
5516,10211,6024,2762
5604,10233,6155,2753
5655,10242,6254,2739
5669,10233,6351,2733
5654,10162,6435,2723
5669,10146,6508,2714
5689,10175,6537,2699
5733,10233,6548,2695
5765,10223,6533,2692
5797,10233,6508,2695
5797,10288,6450,2685
5797,10408,6391,2676
5788,10471,6325,2662
5797,10495,6273,2656
5795,10474,6209,2645
5797,10495,6155,2637
5787,10515,6093,2624
5797,10583,6038,2618
5794,10624,5968,2606
5797,10670,5920,2599
5774,10630,5876,2586
5797,10583,5842,2579
5845,10540,5780,2567
5926,10583,5724,2560
5966,10642,5673,2548
5991,10670,5646,2541
6002,10620,5605,2529
6055,10583,5567,2522
6106,10590,5519,2509
6120,10670,5489,2502
5993,10754,5447,2491
5733,10933,5411,2483
5407,11306,5363,2470
5218,12070,5332,2464
5299,13243,5294,2454
5797,14869,5254,2445
6811,16818,5179,2424
8439,18892,5097,2406
10477,20479,5008,2390
12432,20816,4940,2387
13645,19193,4864,2378
13785,15656,4783,2368
12940,11004,4679,2346
11595,6647,4587,2329
10226,3757,4501,2314
9147,2886,4430,2310
8331,3654,4348,2301
7666,5335,4274,2291
7078,7236,4192,2269
6699,9096,4117,2252
6591,10696,4019,2238
6699,11895,3921,2233
6811,12577,3814,2222
6828,12944,3725,2214
6735,13129,3637,2201
6635,13207,3568,2194
6567,13120,3489,2184
6570,13032,3411,2175
6578,12973,3320,2162
6570,12944,3254,2156
6516,12799,3204,2147
6506,12682,3176,2137
6522,12633,3144,2115
6570,12682,3137,2098
6569,12684,3145,2084
6570,12682,3176,2079
6562,12679,3193,2069
6570,12682,3215,2060
6555,12646,3240,2046
6570,12682,3293,2040
6597,12798,3350,2031
6635,12944,3411,2021
6646,12947,3453,2006
6699,12857,3489,2002
6770,12728,3508,2000
6828,12682,3529,2002
6818,12658,3544,1992
6828,12682,3568,1983
6861,12681,3575,1970
6893,12682,3568,1963
6867,12627,3541,1951
6893,12595,3529,1944
6983,12568,3525,1934
7086,12595,3529,1925
7091,12593,3511,1910
7086,12595,3489,1906
7126,12569,3464,1905
7215,12595,3450,1906
7249,12627,3418,1893
7279,12682,3372,1886
7342,12685,3306,1885
7472,12682,3254,1886
7595,12637,3209,1875
7730,12595,3176,1867
7856,12507,3132,1865
7988,12420,3097,1867
8078,12264,3067,1857
8181,12070,3058,1848
8280,11842,3061,1844
8374,11720,3097,1848
8407,11668,3150,1840
8439,11633,3215,1829
8485,11476,3268,1815
8567,11283,3333,1809
8612,11082,3405,1805
8632,10933,3489,1809
8622,10751,3553,1811
8632,10583,3607,1809
8629,10397,3646,1796
8632,10233,3685,1790
8619,10035,3707,1789
8632,9883,3725,1790
8637,9762,3727,1778
8632,9708,3725,1771
8557,9662,3705,1769
8439,9708,3685,1771
8274,9834,3662,1760
8116,10058,3646,1752
7935,10273,3624,1749
7730,10495,3607,1752
7453,10673,3586,1743
7150,10845,3568,1732
6851,10969,3532,1720
6635,11108,3489,1713
6464,11209,3441,1700
6313,11283,3411,1694
6133,11277,3377,1692
5991,11283,3333,1694
5878,11282,3266,1685
5797,11283,3215,1675
5707,11200,3174,1663
5669,11108,3137,1655
5663,11027,3073,1642
5669,11020,3019,1636
5625,11013,2974,1634
5604,11020,2940,1636
5605,11004,2891,1627
5604,11020,2862,1617
5535,11038,2854,1605
5475,11108,2862,1598
5455,11184,2854,1585
5475,11283,2862,1578
5465,11309,2891,1576
5475,11283,2940,1578
5523,11181,2975,1571
5604,11108,3019,1559
5642,11069,3083,1544
5669,11108,3176,1540
5693,11122,3259,1538
5733,11108,3333,1540
5735,11039,3391,1532
5733,11020,3450,1521
5727,11015,3493,1505
5733,11020,3529,1501
5704,10990,3549,1501
5669,11020,3568,1501
5625,11070,3571,1491
5604,11108,3568,1482
5585,11074,3548,1472
5604,11108,3529,1463
5633,11200,3493,1449
5669,11283,3450,1444
5686,11214,3388,1444
5733,11108,3333,1444
5781,11033,3271,1432
5797,11020,3215,1424
5735,10945,3147,1423
5669,10845,3097,1424
5638,10715,3061,1414
5669,10583,3058,1405
5713,10387,3064,1402
5797,10233,3097,1405
5896,10148,3140,1397
5991,10146,3215,1386
6027,10103,3297,1379
6055,10058,3411,1386
6086,10040,3545,1390
6120,10146,3725,1386
6084,10310,3915,1373
5991,10495,4117,1367
5835,10558,4302,1365
5669,10495,4509,1367
5519,10329,4719,1364
5475,10233,4940,1367
5522,10211,5134,1369
5604,10233,5332,1367
5621,10187,5524,1354
5604,10146,5724,1347
5584,10121,5901,1347
5604,10146,6077,1347
5610,10137,6236,1336
5604,10146,6391,1328
5586,10139,6512,1327
5604,10146,6626,1328
5613,10141,6722,1318
5604,10233,6822,1309
5573,10375,6900,1306
5604,10495,6979,1309
5673,10471,7040,1301
5733,10408,7096,1290
5727,10371,7120,1284
5733,10408,7136,1290
5764,10411,7133,1292
5797,10408,7136,1290
5780,10387,7118,1279
5797,10408,7096,1270
5881,10397,7055,1265
5991,10408,7018,1270
6011,10415,6961,1274
5991,10495,6900,1270
5967,10543,6817,1257
5991,10583,6744,1251
5986,10591,6663,1251
5991,10670,6587,1251
5985,10773,6476,1240
5991,10845,6351,1232
5972,10836,6204,1230
5991,10845,6077,1232
6026,10886,5951,1223
6055,10933,5842,1213
6030,10902,5719,1207
5991,10933,5607,1213
5864,11132,5482,1216
5604,11633,5371,1213
5316,12443,5258,1201
5411,13732,5175,1193
6205,15542,5104,1189
7730,17755,5058,1193
9674,19769,4997,1195
11659,20816,4940,1193
13179,20103,4881,1183
13785,17405,4862,1174
13271,13134,4846,1169
11981,8484,4822,1174
10493,4774,4759,1177
9276,2974,4705,1174
8386,3075,4659,1162
7730,4461,4626,1155
7195,6312,4566,1152
6828,8221,4509,1155
6659,9924,4458,1153
6699,11283,4430,1155
6811,12131,4390,1156
6893,12595,4352,1155
6875,12810,4307,1144
6828,12944,4274,1136
6763,12983,4230,1132
6699,13032,4195,1136
6613,13092,4154,1136
6570,13207,4117,1136
6555,13234,4057,1134
6570,13207,3999,1136
6551,13098,3936,1135
6570,13032,3881,1136
6617,12969,3806,1135
6699,12944,3725,1136
6718,12925,3635,1133
6699,12944,3568,1136
6667,12929,3505,1137
6699,12857,3450,1136
