III,V,PLETH
5103,2530,5334
5106,2597,5219
5048,2660,5101
4980,2718,4992
4923,2765,4860
4917,2809,4733
4912,2842,4610
4917,2869,4506
4907,2885,4389
4917,2899,4279
4927,2904,4171
4980,2899,4085
5071,2874,3995
5232,2839,3923
5413,2786,3851
5610,2718,3793
5791,2621,3723
5988,2507,3663
6162,2373,3604
6303,2235,3566
6391,2100,3526
6493,1993,3501
6595,1902,3476
6682,1812,3469
6710,1711,3452
6745,1631,3436
6786,1578,3410
6808,1540,3404
6749,1490,3402
6682,1450,3404
6653,1427,3386
6682,1419,3371
6689,1402,3353
6682,1389,3339
6666,1385,3314
6682,1389,3307
6683,1384,3305
6682,1389,3307
6668,1405,3287
6682,1419,3274
6683,1407,3270
6682,1389,3274
6661,1381,3258
6682,1389,3242
6715,1391,3225
6745,1389,3209
6714,1386,3174
6682,1389,3145
6662,1388,3123
6682,1389,3112
6683,1397,3082
6682,1419,3047
6652,1439,3010
6619,1450,2982
6567,1447,2946
6556,1450,2918
6555,1460,2886
6556,1480,2853
6530,1494,2801
6556,1510,2756
6618,1532,2718
6682,1570,2691
6677,1606,2654
6682,1631,2626
6726,1635,2605
6808,1631,2593
6844,1619,2563
6871,1601,2529
6898,1570,2490
6934,1540,2464
6896,1509,2430
6808,1480,2399
6691,1435,2362
6619,1389,2334
6567,1348,2299
6556,1329,2269
6544,1326,2242
6556,1329,2237
6547,1329,2225
6556,1329,2204
6548,1330,2171
6556,1329,2172
6529,1327,2198
6493,1329,2237
6423,1330,2256
6366,1329,2302
6300,1358,2382
6240,1480,2496
6159,1701,2593
6114,1993,2691
6125,2337,2801
6240,2718,2950
6432,2962,3105
6745,2809,3274
7214,2147,3451
7942,1178,3663
8905,173,3886
9959,-725,4117
10757,-1464,4328
11031,-1933,4539
10709,-2066,4743
10022,-1933,4960
9196,-1656,5162
8384,-1238,5349
7614,-667,5500
6997,-30,5641
6582,512,5768
6366,906,5900
6224,1191,6007
6114,1419,6095
6022,1583,6146
5988,1691,6192
5961,1757,6224
5925,1812,6257
5852,1847,6262
5799,1872,6257
5775,1884,6235
5799,1903,6224
5807,1928,6208
5799,1963,6192
5754,1996,6147
5736,2023,6095
5726,2041,6034
5736,2054,5997
5712,2064,5955
5673,2084,5900
5603,2111,5813
5547,2144,5738
5498,2171,5670
5484,2205,5608
5460,2244,5513
5421,2295,5414
5346,2340,5311
5295,2386,5219
5258,2428,5106
5232,2476,4992
5166,2521,4872
5106,2567,4765
5056,2610,4646
5043,2658,4539
5028,2695,4432
5043,2718,4344
5064,2719,4245
5106,2718,4150
5143,2717,4046
5232,2718,3955
5365,2697,3854
5547,2658,3761
5724,2599,3665
5925,2537,3598
6138,2456,3543
6366,2356,3501
6544,2232,3447
6682,2114,3404
6775,2003,3363
6871,1903,3339
6940,1802,3314
6997,1721,3307
7022,1656,3303
7060,1601,3307
7090,1536,3290
7123,1480,3274
7122,1439,3262
7123,1419,3274
7115,1400,3280
7123,1389,3274
7115,1383,3249
7123,1389,3242
7137,1389,3242
7186,1389,3242
7221,1386,3211
7249,1389,3177
7244,1388,3151
7249,1389,3145
7243,1386,3129
7249,1389,3112
7238,1388,3091
7249,1389,3080
7249,1386,3062
7249,1389,3047
7211,1390,3028
7186,1389,3015
7169,1384,2986
7186,1389,2950
7184,1403,2907
7186,1419,2885
7175,1422,2869
7186,1419,2853
7182,1416,2817
7186,1419,2788
7173,1419,2767
7186,1419,2756
7203,1425,2726
7249,1450,2691
7279,1482,2653
7312,1510,2626
7329,1524,2593
7375,1540,2561
7411,1558,2525
7438,1570,2496
7426,1561,2462
7438,1540,2431
7464,1511,2396
7501,1480,2367
7482,1435,2331
7438,1389,2302
7367,1341,2266
7312,1299,2237
7239,1257,2200
7186,1238,2172
7134,1237,2146
7123,1238,2140
7108,1233,2135
7123,1238,2140
7120,1259,2135
7123,1268,2140
7087,1253,2144
7060,1238,2172
7023,1245,2208
6997,1268,2269
6918,1310,2338
6808,1419,2431
6676,1613,2533
6619,1872,2658
6640,2176,2791
6745,2507,2950
6866,2715,3118
7060,2567,3307
7426,1958,3493
8131,1057,3696
9144,96,3899
10275,-785,4117
11155,-1505,4326
11535,-1933,4539
11313,-2037,4735
10653,-1933,4928
9780,-1728,5095
8951,-1359,5252
8246,-781,5384
7690,-121,5511
7239,414,5614
6934,785,5706
6755,1074,5772
6682,1329,5835
6617,1506,5884
6556,1601,5933
6480,1647,5964
6429,1691,5997
6381,1724,6017
6366,1752,6030
6357,1776,6016
6366,1812,5997
6356,1847,5964
6366,1872,5933
6364,1886,5882
6366,1903,5835
6329,1931,5782
6303,1963,5738
6269,1983,5675
6240,1993,5608
6174,2011,5524
6114,2054,5446
6063,2102,5360
6051,2144,5284
6024,2170,5200
5988,2205,5122
5920,2247,5026
5862,2295,4928
5793,2335,4811
5736,2386,4701
5662,2446,4582
5610,2507,4474
5562,2543,4356
5547,2567,4247
5533,2591,4128
5547,2627,4020
5563,2652,3910
5610,2658,3825
5657,2644,3742
5736,2627,3663
5834,2602,3571
5988,2567,3501
6164,2510,3444
6366,2446,3404
6552,2373,3350
6745,2295,3307
6909,2196,3267
7060,2084,3242
7161,1969,3204
7249,1872,3177
7311,1781,3154
7375,1691,3145
7407,1601,3123
7438,1540,3112
7457,1505,3106
7501,1480,3112
7533,1443,3108
7564,1419,3112
7562,1414,3112
7564,1419,3112
7555,1406,3092
7564,1389,3080
7558,1381,3074
7564,1389,3080
7557,1390,3066
7564,1389,3047
7557,1386,3025
7564,1389,3015
7557,1388,2998
7564,1389,2982
7555,1388,2961
7564,1389,2950
7558,1385,2933
7564,1389,2918
7553,1392,2895
7564,1389,2885
7562,1380,2872
7564,1389,2853
7528,1409,2816
7501,1419,2788
7479,1402,2768
7501,1389,2756
7509,1398,2726
7501,1419,2691
7455,1423,2653
7438,1419,2626
7430,1426,2593
7438,1450,2561
7421,1467,2525
7438,1480,2496
7483,1499,2462
7564,1540,2431
7605,1581,2395
7627,1601,2367
7637,1590,2333
7690,1570,2302
7733,1553,2264
7753,1540,2237
7720,1514,2214
7690,1480,2204
7638,1435,2189
7564,1389,2172
7446,1337,2139
7375,1299,2107
7355,1276,2078
7375,1268,2075
7345,1266,2076
7312,1268,2075
7285,1273,2052
7312,1268,2042
7316,1261,2046
7312,1268,2075
7275,1291,2109
7249,1299,2172
7191,1293,2248
7123,1329,2334
7019,1434,2413
6934,1601,2529
6867,1836,2679
6871,2174,2853
6908,2508,3010
6997,2627,3177
7148,2419,3352
7501,1963,3534
8132,1300,3690
9077,393,3858
10165,-634,4043
11157,-1419,4247
11712,-1790,4427
11661,-1933,4603
11038,-2034,4778
10149,-1933,4960
9252,-1445,5114
8510,-725,5252
7915,-97,5367
7501,362,5479
7227,760,5565
7060,1117,5641
6912,1350,5693
6808,1480,5738
6730,1587,5757
6682,1691,5770
6607,1738,5769
6556,1752,5770
6535,1772,5755
6556,1812,5738
6536,1832,5705
6493,1842,5673
6434,1865,5624
6429,1903,5576
6429,1927,5519
6429,1933,5479
6387,1939,5432
6366,1963,5381
6357,1995,5302
6366,2023,5219
6320,2046,5130
6240,2084,5057
6147,2130,4976
6114,2174,4895
6110,2201,4796
6114,2235,4701
6061,2287,4588
5988,2356,4474
5904,2408,4348
5862,2446,4247
5824,2474,4149
5799,2507,4052
5755,2535,3931
5736,2567,3825
5722,2598,3735
5736,2627,3663
5748,2637,3576
5799,2627,3501
5870,2598,3440
5988,2567,3404
6123,2535,3356
6303,2507,3307
6487,2459,3250
6682,2386,3209
6858,2281,3169
7060,2174,3145
7239,2076,3121
7375,1993,3112
7433,1905,3094
7501,1812,3080
7591,1714,3057
7690,1631,3047
7711,1560,3040
7690,1510,3047
7664,1471,3048
7690,1450,3047
7721,1432,3029
7753,1419,3015
7752,1400,3005
7753,1389,3015
7741,1384,3019
7753,1389,3015
7753,1389,2993
7753,1389,2982
7734,1386,2979
7753,1389,2982
7784,1389,2968
7816,1389,2950
7788,1385,2929
7753,1389,2918
7729,1390,2900
7753,1389,2885
7760,1383,2867
7753,1389,2853
7710,1404,2823
7690,1419,2788
7676,1420,2747
7690,1419,2723
7686,1420,2705
7690,1419,2691
7679,1404,2659
7690,1389,2626
7686,1384,2589
7690,1389,2561
7677,1389,2527
7690,1389,2496
7691,1396,2460
7690,1419,2431
7666,1447,2407
7690,1480,2399
7743,1510,2388
7816,1540,2367
7846,1559,2328
7879,1570,2302
7907,1572,2285
7942,1570,2269
7937,1558,2233
7942,1540,2204
7943,1512,2185
7942,1480,2172
7883,1436,2138
7816,1389,2107
7743,1337,2083
7690,1299,2075
7613,1275,2055
7564,1268,2042
7538,1267,2035
7564,1268,2042
7565,1271,2039
7564,1268,2042
7527,1265,2058
7501,1268,2107
7456,1275,2156
7438,1268,2204
7409,1261,2248
7375,1299,2334
7284,1394,2452
7186,1540,2593
7090,1756,2727
7060,2084,2885
7081,2431,3067
7186,2597,3274
7342,2454,3467
7627,2054,3663
8139,1433,3863
9014,574,4085
10123,-418,4296
11157,-1238,4506
11728,-1709,4701
11724,-1933,4895
11225,-2044,5064
10464,-1933,5219
9604,-1478,5351
8825,-815,5479
8192,-217,5583
7753,242,5673
7445,644,5729
7249,1027,5770
7099,1311,5798
6997,1480,5835
6909,1579,5859
6871,1661,5868
6840,1715,5848
6808,1752,5835
6736,1778,5820
6682,1812,5803
6639,1842,5754
6619,1872,5706
6573,1892,5654
6556,1903,5608
6545,1911,5542
6556,1933,5479
6523,1966,5411
6493,1993,5349
6452,2006,5265
6429,2023,5187
6388,2050,5104
6366,2084,5025
6337,2110,4923
6303,2144,4830
6230,2187,4742
6177,2235,4668
6139,2265,4572
6114,2295,4474
6030,2333,4369
5925,2386,4279
5827,2433,4178
5799,2476,4085
5792,2510,3983
5799,2537,3890
5786,2550,3786
5799,2567,3696
5818,2584,3606
5862,2597,3534
5901,2587,3459
5988,2567,3404
6117,2539,3351
6303,2507,3307
6487,2453,3249
6682,2386,3209
6864,2300,3182
7060,2205,3177
7225,2096,3160
7375,1993,3145
7476,1898,3121
7564,1812,3112
7623,1718,3104
7690,1631,3112
7729,1557,3114
7753,1510,3112
7742,1475,3092
7753,1450,3080
7775,1418,3073
7816,1389,3080
7821,1364,3077
7816,1359,3080
7800,1360,3078
7816,1359,3080
7820,1341,3065
7816,1329,3047
7776,1324,3026
7753,1329,3015
7738,1326,2998
7753,1329,2982
7750,1340,2961
7753,1359,2950
7742,1364,2935
7753,1359,2918
7749,1351,2884
7753,1359,2853
7740,1374,2827
7753,1389,2820
7754,1391,2808
7753,1389,2788
7714,1386,2751
7690,1389,2723
7673,1389,2702
7690,1389,2691
7690,1386,2663
7690,1389,2626
7658,1390,2583
7627,1389,2561
7577,1385,2545
7564,1389,2529
7574,1400,2495
7627,1419,2464
7660,1444,2430
7690,1480,2399
7703,1515,2360
7753,1540,2334
7810,1543,2315
7879,1540,2302
7910,1540,2270
7942,1540,2237
7965,1519,2210
8005,1480,2204
7999,1429,2192
7942,1389,2172
7813,1355,2144
7690,1329,2140
7591,1297,2142
7564,1268,2140
7555,1246,2115
7564,1238,2107
7532,1238,2116
7501,1238,2140
7450,1238,2147
7438,1238,2172
7427,1238,2221
7438,1238,2302
7414,1237,2376
7375,1238,2464
7303,1257,2571
7249,1329,2723
7164,1469,2882
7060,1691,3047
6963,2006,3209
6997,2386,3404
7112,2653,3612
7249,2597,3825
7441,2175,4007
7942,1540,4182
8802,765,4352
9833,-181,4539
10750,-1171,4715
11472,-1842,4895
11831,-2024,5060
11598,-1933,5219
10705,-1815,5351
9581,-1570,5479
8679,-1035,5593
8131,-332,5706
7722,245,5791
7375,634,5868
7119,958,5922
6997,1268,5965
6900,1477,5981
6808,1570,5997
6720,1620,6001
6682,1691,5997
6646,1751,5964
6619,1782,5933
6575,1790,5897
6556,1812,5868
6539,1843,5817
6556,1872,5770
6555,1887,5718
6556,1903,5673
6519,1930,5607
6493,1963,5543
6451,1982,5474
6429,1993,5414
6393,2014,5334
6366,2054,5252
6327,2089,5152
6303,2114,5057
6251,2134,4952
6177,2174,4863
6065,2231,4767
5988,2295,4668
5941,2344,4547
5925,2386,4441
5870,2426,4341
5799,2476,4247
5717,2524,4127
5673,2567,4020
5632,2598,3927
5610,2627,3858
5587,2646,3774
5610,2658,3696
5653,2657,3619
5736,2658,3566
5832,2650,3510
5988,2627,3469
6169,2574,3429
6366,2507,3404
6522,2430,3367
6682,2356,3339
6852,2269,3313
7060,2174,3307
7237,2068,3291
7375,1963,3274
7446,1861,3248
7501,1782,3242
7529,1717,3239
7564,1661,3242
7586,1597,3224
7627,1540,3209
7658,1498,3199
7690,1480,3209
7689,1464,3212
7690,1450,3209
7681,1429,3189
7690,1419,3177
7685,1415,3169
7690,1419,3177
7682,1418,3179
7690,1419,3177
7683,1418,3159
7690,1419,3145
7684,1417,3126
7690,1419,3112
7680,1419,3091
7690,1419,3080
7686,1414,3065
7690,1419,3047
7676,1432,3012
7690,1450,2982
7693,1453,2960
7690,1450,2950
7647,1444,2923
7627,1450,2885
7618,1453,2842
7627,1450,2820
7594,1433,2805
7564,1419,2788
7542,1413,2743
7564,1419,2691
7567,1423,2643
7564,1419,2626
7546,1411,2614
7564,1419,2593
7570,1444,2554
7564,1480,2529
7534,1510,2512
7564,1540,2496
7627,1571,2460
7690,1601,2431
7686,1610,2412
7690,1601,2399
7729,1580,2365
7816,1570,2334
7862,1561,2312
7879,1540,2302
7855,1496,2271
7816,1450,2237
7723,1404,2208
7627,1359,2204
7539,1305,2202
7501,1268,2204
7462,1259,2199
7438,1268,2204
7394,1273,2210
7375,1268,2237
7354,1267,2273
7375,1268,2334
7381,1268,2394
7375,1268,2464
7312,1271,2530
7249,1268,2626
7177,1271,2740
7123,1329,2885
7030,1461,3036
6934,1661,3209
6856,1929,3392
6871,2265,3598
6921,2533,3802
6997,2537,4020
7145,2216,4239
7564,1691,4474
8300,984,4692
9266,30,4895
10247,-1012,5070
11094,-1721,5252
11550,-1933,5421
11409,-1933,5576
10666,-1971,5691
9707,-1842,5803
8871,-1307,5905
8257,-544,5997
7733,63,6050
7312,453,6095
7041,799,6129
6934,1148,6159
6865,1376,6159
6808,1480,6159
6739,1558,6158
6682,1661,6159
6602,1727,6128
6556,1752,6095
6541,1770,6058
6556,1812,6030
6528,1850,5970
6493,1872,5900
6447,1884,5824
6429,1903,5770
6388,1931,5707
6366,1963,5641
6350,1985,5555
6366,1993,5479
6349,1999,5395
6303,2023,5317
6223,2064,5217
6177,2114,5122
6145,2150,5018
6114,2174,4928
6024,2193,4826
5925,2235,4733
5835,2293,4631
5799,2356,4539
5764,2402,4436
5736,2446,4344
5690,2490,4243
5673,2537,4150
5661,2570,4045
5673,2597,3955
5667,2615,3865
5673,2627,3793
5681,2628,3718
5736,2627,3663
5811,2618,3609
5925,2597,3566
6054,2554,3511
6240,2507,3469
6451,2453,3427
6682,2386,3404
6877,2286,3379
7060,2174,3371
7199,2063,3366
7312,1963,3371
7373,1856,3367
7438,1752,3371
7497,1661,3371
7564,1601,3371
7594,1553,3353
7627,1510,3339
7653,1459,3330
7690,1419,3339
7691,1394,3340
7690,1389,3339
7679,1387,3322
7690,1389,3307
7686,1387,3285
7690,1389,3274
7682,1388,3257
7690,1389,3242
7683,1387,3219
7690,1389,3209
7683,1388,3196
7690,1389,3177
7681,1387,3139
7690,1389,3112
7686,1388,3094
7690,1389,3080
7660,1388,3045
7627,1389,3015
7579,1388,2992
7564,1389,2982
7553,1388,2964
7564,1389,2950
7556,1388,2934
7564,1389,2918
7557,1388,2882
7564,1389,2853
7553,1388,2832
7564,1389,2820
7564,1388,2790
7564,1389,2756
7526,1388,2718
7501,1389,2691
7482,1387,2656
7501,1389,2626
7519,1396,2592
7564,1419,2561
7595,1449,2521
7627,1480,2496
7638,1497,2478
7690,1510,2464
7754,1523,2430
7816,1540,2399
7816,1547,2375
7816,1540,2367
7832,1513,2349
7879,1480,2334
7872,1446,2314
7816,1419,2302
7711,1380,2280
7627,1329,2269
7548,1270,2261
7501,1238,2269
7451,1234,2275
7438,1238,2302
7424,1227,2339
7438,1208,2399
7430,1202,2456
7438,1208,2529
7430,1211,2609
7438,1208,2723
7413,1205,2853
7375,1208,3015
7286,1235,3184
7186,1329,3371
7068,1494,3557
6997,1721,3761
6964,2020,3957
6997,2386,4150
7054,2647,4321
7186,2567,4506
7437,2095,4697
7942,1419,4895
8738,636,5071
9770,-302,5252
10742,-1286,5429
11346,-1933,5608
11367,-2065,5749
10905,-1933,5868
10166,-1810,5964
9392,-1570,6062
8666,-1020,6136
8068,-302,6192
7605,263,6222
7312,634,6257
7121,958,6278
6997,1268,6289
6880,1461,6271
6808,1540,6257
6760,1594,6239
6745,1661,6224
6709,1697,6179
6682,1721,6127
6643,1761,6068
6619,1812,6030
6574,1834,5982
6556,1842,5933
6542,1865,5863
6556,1903,5803
6529,1926,5734
6493,1933,5673
6442,1940,5593
6429,1963,5511
6406,1993,5411
6366,2023,5317
6289,2049,5213
6240,2084,5122
6205,2124,5022
6177,2174,4928
6107,2220,4813
6051,2265,4701
6010,2307,4579
5988,2356,4474
5924,2402,4368
5862,2446,4279
5810,2478,4179
5799,2507,4085
5768,2532,3987
5736,2567,3923
5706,2600,3870
5736,2627,3825
5787,2635,3757
5862,2627,3696
5931,2602,3637
6051,2567,3598
6214,2521,3557
6429,2476,3534
6625,2423,3513
6808,2356,3501
6957,2259,3477
7123,2144,3469
7279,2019,3466
7438,1903,3469
7549,1799,3450
7627,1721,3436
7656,1658,3429
7690,1601,3436
7716,1535,3433
7753,1480,3436
7757,1439,3436
7753,1419,3436
7736,1401,3417
7753,1389,3404
7777,1381,3397
7816,1389,3404
7822,1394,3391
7816,1389,3371
7780,1370,3347
7753,1359,3339
7711,1356,3326
7690,1359,3307
7671,1355,3269
7690,1359,3242
7694,1371,3221
7690,1389,3209
7664,1392,3180
7690,1389,3145
7729,1385,3103
7753,1389,3080
7712,1389,3061
7690,1389,3047
7688,1387,3017
7690,1389,2982
7623,1388,2941
7564,1389,2918
7540,1388,2900
7564,1389,2885
7559,1387,2852
7564,1389,2820
7581,1391,2794
7627,1389,2788
7631,1375,2776
7627,1359,2756
7613,1350,2718
7627,1359,2691
7620,1373,2671
7627,1389,2658
7639,1409,2628
7690,1450,2593
7724,1500,2554
7753,1540,2529
7764,1548,2506
7816,1540,2496
7878,1534,2480
7942,1540,2464
7950,1535,2430
7942,1510,2399
7911,1464,2371
7879,1419,2367
7793,1374,2364
7690,1329,2367
7590,1276,2359
7564,1238,2367
7563,1217,2377
7564,1208,2399
7518,1203,2417
7501,1208,2464
7493,1226,2531
7501,1238,2626
7462,1237,2715
7438,1238,2820
7409,1253,2945
7375,1268,3112
7278,1279,3287
7186,1329,3469
7107,1452,3647
7060,1661,3858
7003,1958,4081
6997,2325,4312
7018,2614,4518
7060,2627,4733
7134,2310,4945
7438,1782,5154
8074,1070,5333
9014,121,5511
10027,-923,5680
10905,-1661,5835
11359,-1918,5940
11220,-1933,6030
10524,-1941,6110
9644,-1782,6192
8880,-1253,6244
8321,-513,6289
7838,88,6323
7438,483,6354
7149,818,6354
6997,1148,6354
6887,1380,6351
6808,1510,6354
6735,1604,6326
6682,1691,6289
6606,1733,6237
6556,1752,6192
6533,1777,6134
6556,1812,6095
6557,1827,6049
6556,1842,5997
6540,1873,5911
6556,1903,5835
6538,1907,5766
6493,1903,5706
6405,1920,5611
6366,1963,5511
6361,2001,5415
6366,2023,5349
6310,2043,5272
6240,2084,5187
6168,2132,5082
6114,2174,4992
6021,2199,4896
5925,2235,4798
5837,2289,4678
5799,2356,4571
5762,2406,4467
5736,2446,4376
5694,2484,4272
5673,2537,4182
5637,2587,4095
5610,2627,4020
5583,2647,3930
5610,2658,3858
5661,2658,3798
5736,2658,3761
5803,2646,3710
5925,2627,3663
6093,2589,3618
6303,2537,3598
6490,2465,3578
6682,2386,3566
6867,2288,3544
7060,2174,3534
7201,2046,3525
7312,1933,3534
7379,1837,3535
7438,1752,3534
7465,1657,3513
7501,1570,3501
7529,1499,3493
7564,1450,3501
7564,1409,3501
7564,1389,3501
7554,1384,3484
7564,1389,3469
7560,1378,3446
7564,1359,3436
7555,1337,3431
7564,1329,3436
7559,1325,3426
7564,1329,3404
7555,1328,3365
7564,1329,3339
7559,1326,3318
7564,1329,3307
7553,1329,3287
7564,1329,3274
7563,1324,3258
7564,1329,3242
7528,1340,3208
7501,1359,3177
7480,1374,3142
7501,1389,3112
7507,1394,3073
7501,1389,3047
7457,1372,3027
7438,1359,3015
7427,1354,2984
7438,1359,2950
7427,1359,2912
7438,1359,2885
7440,1357,2852
7438,1359,2820
7394,1358,2783
7375,1359,2756
7367,1358,2722
7375,1359,2691
7355,1365,2652
7375,1389,2626
7427,1422,2604
7501,1450,2593
7527,1463,2575
7564,1480,2561
7617,1499,2541
7690,1510,2529
7701,1504,2509
7690,1510,2496
7690,1530,2477
7753,1540,2464
7806,1506,2442
7816,1450,2431
7736,1396,2414
7627,1359,2399
7507,1315,2373
7438,1268,2367
7390,1228,2372
7375,1208,2399
7340,1203,2422
7312,1208,2464
7264,1213,2515
7249,1208,2593
7237,1201,2677
7249,1208,2788
7225,1229,2918
7186,1238,3080
7114,1236,3239
7060,1268,3404
6992,1367,3557
6934,1540,3728
6872,1804,3908
6871,2174,4117
6910,2535,4325
6997,2688,4539
7111,2527,4741
7375,2114,4960
7884,1473,5175
8699,574,5381
9657,-463,5549
10527,-1299,5706
11004,-1745,5851
10968,-1933,5997
10453,-2031,6107
9707,-1933,6192
8926,-1490,6252
8257,-815,6322
7708,-194,6378
7312,272,6419
7035,652,6421
6871,997,6419
6751,1254,6403
6682,1419,6386
6634,1532,6349
6619,1631,6322
6586,1691,6290
6556,1721,6257
6512,1740,6191
6493,1782,6127
6460,1831,6068
6429,1872,6030
6380,1890,5970
6366,1903,5900
6359,1927,5813
6366,1963,5738
6333,1995,5653
6303,2023,5576
6265,2052,5489
6240,2084,5414
6181,2110,5320
6114,2144,5219
6034,2185,5097
5988,2235,4992
5948,2277,4891
5925,2325,4798
5869,2380,4680
5799,2446,4571
5712,2507,4473
5673,2567,4409
5662,2616,4334
5673,2658,4247
5644,2686,4138
5610,2718,4052
5580,2750,3979
5610,2778,3923
5660,2784,3851
5736,2778,3793
5810,2764,3738
5925,2748,3696
6045,2712,3640
6177,2658,3598
6304,2584,3570
6493,2507,3566
6714,2412,3551
6934,2295,3534
7075,2155,3508
7186,2023,3501
7279,1908,3495
7375,1812,3501
7416,1716,3498
7438,1631,3501
7452,1560,3496
7501,1510,3501
7536,1462,3499
7564,1419,3501
7561,1381,3496
7564,1359,3501
7555,1340,3501
7564,1329,3501
7560,1321,3484
7564,1329,3469
7553,1333,3449
7564,1329,3436
7565,1308,3416
7564,1299,3404
7526,1306,3387
7501,1329,3371
7483,1336,3338
7501,1329,3307
7501,1319,3271
7501,1329,3242
7485,1347,3205
7501,1359,3177
7506,1356,3144
7501,1359,3112
7456,1372,3070
7438,1389,3047
7431,1392,3031
7438,1389,3015
7402,1386,2977
7375,1389,2950
7358,1388,2932
7375,1389,2918
7371,1390,2882
7375,1389,2853
7367,1375,2833
7375,1359,2820
7364,1351,2786
7375,1359,2756
7376,1372,2734
7375,1389,2723
7350,1402,2692
7375,1419,2658
7431,1442,2631
7501,1480,2626
7525,1517,2612
7564,1540,2593
7620,1540,2568
7690,1540,2561
7698,1543,2550
