III,V,PLETH
6914,21774,8226
6814,22073,8319
6730,22133,8355
6686,22073,8392
6604,21994,8438
6557,22073,8538
6583,22104,8628
6686,22073,8757
6790,21971,8894
6943,22073,9048
7107,22319,9151
7200,22618,9267
7114,22682,9393
6943,22618,9559
6780,22529,9698
6686,22618,9851
6633,22680,9991
6686,22618,10143
6817,22330,10249
6943,22073,10362
6924,21878,10462
6814,21800,10581
6709,21725,10654
6686,21800,10727
6651,21932,10782
6557,22073,10873
6402,22057,10944
6300,22073,11019
6270,22092,11051
6300,22073,11092
6305,21814,11113
6300,21528,11165
6285,21308,11198
6300,21255,11238
6299,21199,11233
6300,21255,11238
6291,21372,11224
6300,21528,11238
6307,21464,11230
6300,21255,11238
6252,21011,11224
6172,20983,11238
6117,21079,11231
6172,21255,11238
6298,21367,11221
6429,21528,11238
6464,21591,11237
6429,21528,11238
6314,21305,11192
6172,21255,11165
6032,21355,11124
6043,21528,11092
6263,21672,11009
6557,22073,10946
6413,22481,10890
5400,22345,10873
3511,21227,10810
1157,19620,10727
-1407,17988,10601
-3857,16623,10508
-5303,15731,10417
-4500,16078,10362
-1367,17813,10286
2571,20165,10216
5464,21857,10102
6814,22618,9997
7197,22797,9891
7200,22890,9851
6961,22884,9815
6686,22890,9778
6590,22879,9690
6686,22890,9632
6731,22752,9585
6686,22618,9559
6644,22538,9481
6686,22618,9413
6711,22652,9354
6686,22618,9340
6614,22386,9301
6557,22073,9267
6534,21702,9216
6557,21528,9194
6617,21632,9152
6686,22073,9121
6718,22492,9072
6686,22618,9048
6565,22267,9007
6429,21800,8975
6322,21480,8922
6300,21528,8902
6339,21755,8888
6429,22073,8902
6477,22191,8876
6429,22073,8830
6253,21728,8742
6043,21528,8684
5840,21493,8632
5657,21528,8611
5451,21374,8567
5272,21255,8538
5124,21294,8493
5014,21528,8465
4884,21621,8417
4757,21528,8392
4595,21232,8351
4372,20983,8319
4044,20838,8264
3729,20983,8246
3513,21254,8238
3472,21528,8246
3551,21567,8207
3729,21528,8173
3891,21472,8148
3986,21528,8173
4010,21528,8179
4114,21528,8173
4334,21483,8125
4629,21528,8100
4918,21531,8083
5272,21528,8100
5679,21460,8097
6043,21528,8100
6224,21718,8086
6300,22073,8100
6387,22379,8100
6557,22618,8100
6746,22662,8059
6943,22618,8027
7099,22453,8002
7200,22345,8027
7242,22282,8038
7329,22345,8027
7468,22350,7971
7586,22345,7954
7566,22362,7953
7457,22618,7954
7321,22882,7905
7200,22890,7881
7056,22407,7876
6943,21800,7881
6896,21360,7835
6943,21255,7808
7007,21225,7800
7072,21255,7808
7123,21310,7764
7200,21528,7735
7275,21786,7727
7329,22073,7735
7344,22171,7671
7329,22073,7589
7244,21757,7523
7072,21528,7516
6832,21441,7488
6686,21528,7443
6657,21540,7380
6686,21528,7370
6669,21479,7370
6686,21528,7370
6715,21530,7325
6686,21528,7297
6556,21479,7282
6429,21528,7297
6115,21490,7290
5272,21255,7297
3800,20643,7295
2057,19893,7297
202,19181,7255
-1671,18803,7224
-2886,18791,7204
-2186,19348,7224
637,20410,7223
4114,21800,7224
6418,22852,7210
7200,23163,7224
7242,22697,7221
7200,22073,7224
7086,21647,7208
6943,21528,7224
6923,21460,7246
7072,21528,7297
7182,21721,7326
7200,22073,7370
7180,22360,7416
7200,22618,7516
7206,22716,7619
7200,22618,7735
7187,22213,7826
7200,21800,7954
7211,21542,8089
7200,21528,8246
7147,21523,8375
7072,21528,8538
6996,21493,8710
6943,21528,8902
6877,21514,9049
6814,21528,9194
6744,21498,9329
6686,21528,9486
6583,21511,9601
6429,21528,9705
6221,21513,9793
6043,21528,9924
5899,21354,10040
5786,20983,10143
5654,20460,10199
5529,20165,10289
5364,20108,10391
5143,20165,10508
4856,20035,10555
4629,19893,10581
4482,19889,10591
4372,20165,10654
4187,20460,10719
3986,20710,10800
3816,20836,10840
3729,20983,10873
3684,21025,10863
3729,20983,10873
3835,20804,10885
3986,20710,10946
4135,20667,10986
4372,20710,11019
4718,20756,11006
5143,20983,11019
5502,21279,11018
5786,21528,11019
6029,21530,10969
6300,21528,10946
6530,21608,10932
6686,21800,10946
6784,21906,10909
6943,22073,10873
7156,22315,10821
7329,22618,10800
7368,22707,10753
7329,22618,10727
7312,22358,10684
7329,22073,10654
7333,21741,10578
7329,21528,10508
7360,21369,10421
7457,21255,10362
7513,21059,10279
7457,20983,10216
7307,21049,10133
7200,21255,10070
7111,21319,9983
6943,21255,9924
6635,21070,9867
6300,20983,9851
5848,20953,9813
5014,20983,9778
3552,20771,9719
1543,20165,9705
-849,19024,9695
-3214,17713,9705
-4709,16639,9687
-4243,16350,9705
-1677,16935,9731
1800,18258,9778
4543,19679,9777
5914,20710,9778
6315,21039,9764
6429,20983,9778
6502,20864,9769
6557,20983,9778
6553,21159,9772
6557,21255,9778
6586,21057,9741
6686,20710,9705
6813,20317,9653
6943,20165,9632
7018,20288,9592
7072,20710,9559
7123,21091,9506
7200,21255,9486
7245,21114,9452
7200,20983,9413
7071,20939,9329
6943,20983,9267
6866,20952,9214
6814,20983,9194
6735,21009,9150
6686,20983,9121
6681,20793,9078
6686,20710,9048
6593,20726,8994
6429,20710,8975
6261,20430,8966
6172,20165,8975
6111,20073,8938
6043,20165,8902
5919,20159,8854
5786,20165,8830
5645,20249,8779
5529,20438,8757
5400,20410,8739
5272,20165,8757
5097,19800,8750
4886,19620,8757
4618,19565,8746
4372,19620,8757
4185,19680,8744
4114,19893,8757
4100,20100,8771
4114,20165,8830
4100,19906,8886
4114,19620,8975
4185,19486,9045
4372,19620,9121
4618,19832,9173
4886,20165,9267
5092,20479,9369
5272,20710,9486
5474,20712,9557
5786,20710,9632
6136,20710,9694
6429,20710,9778
6581,20617,9839
6686,20710,9924
6799,20969,9996
6943,21255,10070
7064,21351,10099
7200,21528,10143
7338,21827,10177
7457,22073,10216
7519,21890,10207
7586,21528,10216
7627,21328,10236
7586,21528,10289
7436,21822,10295
7329,22073,10289
7312,22195,10268
7329,22345,10289
7295,22395,10293
7329,22345,10289
7462,22157,10241
7586,22073,10216
7514,22057,10199
7329,22073,10216
7191,21929,10191
7200,21800,10143
7226,21739,10052
7200,21800,9997
7115,21722,9950
7072,21528,9924
7055,21281,9852
7072,21255,9778
7099,21361,9688
7200,21528,9632
7302,21549,9558
7329,21528,9486
7254,21409,9371
7200,21255,9267
7216,21039,9165
7200,20983,9121
7074,21061,9082
6943,21255,9048
6903,21449,8967
6943,21800,8902
6947,22097,8845
6943,22073,8830
6942,21537,8791
6943,20983,8757
6903,20766,8704
6943,20983,8684
7121,21330,8646
7329,21800,8611
7171,22160,8552
6300,22073,8538
4519,21074,8531
1929,19348,8538
-1184,17291,8496
-4114,15533,8465
-5866,14505,8442
-5529,14715,8465
-3141,16053,8465
257,17985,8465
3261,19638,8447
5143,20710,8465
5953,21166,8468
6172,21255,8465
6162,21011,8418
6172,20710,8392
6265,20531,8376
6429,20710,8392
6506,21029,8365
6429,21255,8319
6215,21090,8254
6043,20710,8246
5987,20303,8247
6043,20165,8246
6109,20215,8196
6172,20438,8173
6231,20677,8164
6300,20983,8173
6403,21263,8133
6557,21528,8100
6695,21603,8078
6686,21528,8100
6497,21329,8099
6300,21255,8100
6201,21241,8087
6172,21255,8100
6102,21191,8095
6043,21255,8100
6034,21392,8089
6043,21528,8100
5948,21493,8093
5786,21528,8100
5630,21659,8089
5529,21800,8100
5377,21623,8094
5143,21255,8100
4852,20870,8088
4629,20710,8100
4476,20655,8099
4372,20710,8100
4235,20712,8058
4114,20710,8027
4023,20653,8004
3986,20710,8027
3929,20743,8033
3857,20710,8027
3760,20580,7979
3729,20710,7954
3820,21093,7938
4114,21528,7954
4510,21620,7949
4886,21528,7954
5147,21433,7943
5400,21528,7954
5698,21625,7947
6043,21800,7954
6350,22081,7945
6686,22618,7954
7102,23204,7946
7586,23708,7954
7949,23854,7946
8100,23708,7954
8087,23363,7945
8100,23163,7954
8171,23105,7947
8229,23163,7954
8173,23137,7943
8100,23163,7954
8109,23239,7951
8229,23435,7954
8330,23574,7938
8357,23708,7954
8298,23741,7960
8229,23708,7954
8155,23468,7903
8100,23163,7881
8000,22824,7875
7843,22618,7881
7626,22443,7838
7457,22345,7808
7357,22190,7794
7329,22073,7808
7307,21977,7775
7329,22073,7735
7347,22206,7705
7329,22345,7735
7207,22409,7749
7072,22618,7735
6970,22838,7679
6943,22890,7662
6925,22530,7660
6943,22073,7662
6984,21769,7616
7072,21800,7589
7140,21912,7579
7200,22073,7589
7214,22189,7550
7200,22345,7516
7127,22374,7497
7072,22345,7516
7080,22267,7492
7200,22345,7443
7316,22472,7378
7329,22618,7370
7166,22618,7371
6943,22618,7370
6756,22597,7324
6686,22618,7297
6666,22505,7281
6686,22345,7297
6721,22143,7289
6814,22073,7297
6897,22037,7291
6943,22073,7297
6931,22054,7276
6943,22073,7297
6964,22052,7348
6943,22073,7443
6861,22053,7510
6814,22073,7589
6856,22047,7672
6943,22073,7808
6996,22126,7943
7072,22345,8100
7158,22545,8235
7200,22618,8392
7127,22382,8546
7072,22073,8757
7103,21813,8972
7200,21800,9194
7269,21961,9368
7329,22345,9559
7204,22660,9761
6557,22618,9997
5078,21832,10190
2829,20438,10362
53,18700,10496
-2700,17168,10654
-4492,16226,10796
-4243,16350,10946
-1822,17505,11055
1671,19348,11165
4708,21108,11237
6557,22345,11311
7263,22775,11343
7200,22618,11384
6753,22142,11406
6429,21800,11456
6459,21601,11488
6686,21528,11529
6767,21519,11528
6686,21800,11529
6552,22116,11510
6429,22073,11529
6267,21417,11532
6172,20710,11529
6198,20370,11477
6300,20438,11456
6368,20529,11443
6429,20710,11456
6521,21054,11417
6557,21528,11384
6422,21772,11353
6172,21800,11384
5959,21659,11391
5914,21528,11384
5965,21341,11327
6043,21255,11311
6097,21215,11300
6172,21255,11311
6248,21296,11271
6300,21528,11238
6265,21843,11188
6172,22073,11165
6042,21909,11115
5914,21528,11092
5740,21136,11052
5529,20983,11019
5306,20927,10935
5143,20983,10873
5001,21134,10817
4886,21528,10800
4852,21908,10734
5014,22073,10654
5215,21852,10552
5143,21528,10508
4574,21147,10467
3729,20710,10435
2976,20085,10353
2571,19620,10289
2460,19544,10230
2571,19893,10216
2829,20174,10177
3214,20165,10143
3614,19848,10088
3986,19620,10070
4299,19606,10034
4629,19893,9997
4994,20269,9914
5400,20710,9851
5764,21033,9794
6043,21255,9778
6243,21343,9739
6429,21528,9705
6623,21787,9651
6814,22073,9632
6946,22138,9597
7072,22073,9559
7190,21828,9475
7329,21528,9413
7451,21228,9358
7586,21255,9340
7652,21515,9299
7586,21800,9267
7393,21883,9218
7200,22073,9194
6874,22393,9151
6172,22618,9121
5016,22308,9072
3600,21528,9048
1873,20288,9006
-129,18803,8975
-1556,17575,8923
-900,17713,8902
2241,19561,8889
6429,22345,8902
9681,24571,8876
11315,25615,8830
11734,25587,8743
11443,25070,8684
10701,24394,8631
10029,23980,8611
9870,23873,8569
10157,23980,8538
10373,23934,8490
10286,23708,8465
9957,23233,8422
9515,22618,8392
8921,21854,8343
8229,21255,8319
7528,20939,8277
6943,20983,8246
6519,21100,8193
6300,21255,8173
6255,21438,8158
6300,21800,8173
6325,22075,8165
6300,22073,8173
6221,21726,8163
6172,21528,8173
6149,21672,8162
6172,22073,8173
6178,22227,8167
6172,22073,8173
6119,21725,8155
6043,21528,8173
5918,21452,8196
5786,21528,8246
5644,21620,8268
5529,21800,8319
5401,21928,8375
5272,22073,8465
5131,22248,8527
5014,22618,8611
4858,22916,8696
4629,22890,8830
4339,22378,8961
4114,21800,9121
3941,21411,9264
3729,21255,9413
3397,20999,9518
3086,20710,9632
2898,20539,9748
2829,20710,9924
2755,20990,10103
2700,21255,10289
2707,21378,10429
2829,21528,10581
3029,21595,10719
3343,21528,10873
3726,21225,10983
4114,20983,11092
4398,20899,11164
4629,20983,11238
4863,20918,11268
5143,20710,11311
5373,20380,11338
5529,20165,11384
5633,20061,11385
5786,20165,11384
5981,20302,11363
6172,20438,11384
6265,20499,11387
6300,20710,11384
6366,21004,11332
6557,21255,11311
6790,21193,11296
6943,20983,11311
6958,20761,11276
6943,20710,11238
6939,20685,11181
6943,20710,11165
6955,20691,11126
7072,20710,11092
7218,20683,11032
7200,20710,11019
6904,20700,11010
6557,20710,11019
6389,20669,10979
6429,20710,10946
6497,20738,10896
6557,20710,10873
6623,20457,10824
6686,20165,10800
6616,19996,10759
6429,20165,10727
6230,20460,10648
6172,20710,10581
6220,20730,10498
6300,20710,10435
6313,20680,10347
6300,20710,10289
6280,20681,10217
6300,20710,10143
6338,20727,10020
6429,20710,9924
6519,20477,9840
6557,20165,9778
6460,19830,9665
6300,19620,9559
6140,19425,9462
6043,19348,9413
5970,19392,9340
5914,19620,9267
5888,19743,9176
5914,19620,9121
5979,19264,9048
6043,19075,8975
6056,19138,8878
6043,19348,8830
6019,19377,8789
6043,19348,8757
6098,19379,8674
6172,19620,8611
6175,19878,8558
6172,20165,8538
6336,20418,8489
6814,20710,8465
7246,20835,8450
6943,20710,8465
5373,20115,8434
2700,19075,8392
-497,17598,8335
-3472,16078,8319
-5491,14929,8285
-5786,14715,8246
-4077,15530,8185
-900,17168,8173
2493,18893,8172
5014,20165,8173
6252,20670,8125
6557,20710,8100
6478,20609,8091
6429,20710,8100
6466,20949,8040
6557,21255,7954
6654,21361,7877
6814,21255,7881
7002,20941,7894
7200,20710,7881
7381,20616,7801
7586,20710,7735
7700,20819,7685
7586,20983,7662
7223,21111,7613
6814,21255,7589
6550,21363,7579
6429,21528,7589
6384,21547,7555
6429,21255,7516
6558,20554,7468
6686,19893,7443
6694,19621,7398
6686,19893,7370
6802,20326,7331
7072,20710,7297
7271,20883,7241
7200,20983,7224
6784,20923,7223
6172,20710,7224
5524,20203,7177
5014,19620,7151
4701,19219,7144
4629,19348,7151
4683,19777,7110
4757,20165,7078
4757,20207,7065
4757,20165,7078
4765,20141,7046
4757,20165,7005
4680,20085,6957
4629,20165,6932
4620,20482,6887
4629,20983,6859
4596,21316,6844
4629,21528,6859
4741,21658,6835
4886,21800,6786
4979,21733,6723
5143,21528,6713
5430,21279,6717
5786,21255,6713
6064,21356,6665
6300,21528,6640
6549,21630,6634
6814,21800,6640
6985,21955,6600
7072,22073,6567
7121,22038,6552
7200,22073,6567
7267,22180,6541
7329,22345,6494
7379,22362,6437
7457,22345,6421
7534,22246,6413
7586,22073,6421
7566,21743,6417
7457,21528,6421
7276,21478,6392
7072,21528,6349
6903,21409,6290
6814,21255,6276
6784,21160,6275
6814,21255,6276
6830,21357,6232
6814,21528,6203
6776,21738,6192
6814,22073,6203
6828,22290,6170
6686,22345,6130
6375,22194,6100
6043,22073,6130
5465,21881,6167
4243,21528,6203
2341,20817,6201
257,19893,6203
-1815,18702,6194
-3857,17440,6203
-5152,16549,6197
-4243,16895,6203
-876,18536,6195
3214,20710,6203
5929,22308,6197
6943,23163,6203
7195,23527,6196
7329,23708,6203
7232,23554,6196
6943,23163,6203
6721,22595,6196
6686,22073,6203
6671,21629,6196
6686,21528,6203
6790,21719,6195
6943,22073,6203
6981,22250,6195
6943,22345,6203
6919,22429,6195
6943,22618,6203
6952,22691,6194
6943,22618,6203
6940,22339,6215
6943,22073,6276
6936,21927,6343
6943,22073,6421
6943,22267,6477
6943,22345,6567
6923,22178,6668
6943,22073,6786
6966,22047,6877
6943,22073,7005
6820,22001,7166
6686,22073,7370
6596,22236,7549
6557,22345,7735
6466,22180,7909
6300,22073,8100
6052,22162,8270
5786,22345,8465
5502,22184,8649
5272,21800,8830
5133,21472,8965
5143,21528,9121
5212,21771,9273
5272,22073,9413
5274,22230,9483
5272,22345,9559
5171,22354,9653
4886,22345,9778
4434,22208,9855
4114,22073,9924
4109,21961,9984
4372,22073,10070
4648,22310,10116
4886,22618,10143
5148,22716,10134
5529,22618,10143
5934,22318,10135
6300,22073,10143
6580,21872,10132
6814,21800,10143
6943,21799,10135
6943,22073,10143
6840,22556,10131
6814,23163,10143
6942,23559,10137
7200,23708,10143
7464,23523,10127
7714,23163,10143
7899,22675,10144
7972,22345,10143
7876,22213,10095
7714,22345,10070
7563,22564,10056
7457,22890,10070
7362,23115,10038
7329,23163,9997
7331,22898,9941
7329,22618,9924
7287,22480,9888
7329,22618,9851
7464,22781,9793
7586,22890,9778
7522,22791,9753
7329,22618,9705
7105,22407,9587
6943,22345,9486
6827,22257,9402
6814,22073,9340
6871,21717,9228
6943,21528,9121
6948,21571,9026
6943,21800,8975
6956,21933,8900
6943,22073,8830
6832,22284,8745
6686,22618,8684
6576,22744,8601
6557,22618,8538
6550,22280,8459
6557,22073,8392
6582,22005,8301
6686,22073,8246
6808,22055,8201
6943,22073,8173
7100,22208,8098
7329,22618,8027
7396,22947,7965
6943,22890,7954
5688,22240,7925
3729,21255,7881
1318,19955,7796
-1029,18530,7735
-2502,17462,7683
-2186,17713,7662
2,19364,7621
3086,21528,7589
5701,22952,7543
7200,23435,7516
7685,23276,7472
7586,22890,7443
7232,22368,7399
6943,22073,7370
6858,22038,7325
6943,22073,7297
7020,21816,7255
7072,21528,7224
7122,21417,7176
7200,21528,7151
7223,21547,7115
7200,21528,7078
7143,21427,7000
7072,21255,6932
6894,20920,6875
6557,20710,6859
6130,20668,6828
5786,20710,6786
5602,20641,6706
5529,20710,6640
5484,20953,6582
5529,21255,6567
5654,21297,6557
5786,21255,6567
5812,21227,6561
5786,21255,6567
5739,21122,6560
5657,20983,6567
5473,20911,6560
5272,20983,6567
5118,20984,6560
5014,20983,6567
4844,20960,6561
4629,20983,6567
4445,20866,6560
4372,20710,6567
4289,20591,6561
4114,20710,6567
3867,20883,6560
3729,20983,6567
3719,20849,6563
3729,20710,6567
3612,20640,6558
3472,20710,6567
3443,20710,6566
3600,20710,6567
3834,20749,6553
4114,20983,6567
4421,21187,6575
4757,21255,6567
5005,21095,6516
5143,20983,6494
5222,20941,6493
5400,20983,6494
5697,20943,6449
6043,20983,6421
6286,21088,6416
6429,21255,6421
6531,21272,6378
6686,21255,6349
6838,21218,6340
6943,21255,6349
6989,21227,6308
7072,21255,6276
7197,21325,6264
7329,21528,6276
7398,21747,6241
7457,22073,6203
7524,22373,6180
7586,22618,6203
7554,22652,6206
7457,22618,6203
7354,22489,6188
7329,22345,6203
7370,22134,6204
7457,22073,6203
7539,22147,6184
7586,22345,6203
7593,22470,6234
7586,22618,6276
7543,22756,6277
7457,22890,6276
7311,22799,6266
7200,22618,6276
7158,22480,6269
7200,22618,6276
7226,22818,6271
7200,22890,6276
7061,22574,6262
6814,22073,6276
6395,21620,6301
5786,21528,6349
4885,21572,6377
3600,21528,6421
1787,21184,6458
-386,20710,6494
-2355,19985,6490
-3214,19075,6494
-2415,18380,6512
-129,18803,6567
2716,20344,6605
5143,22073,6640
6568,22815,6662
7072,22618,6713
7046,22090,6753
6943,21800,6786
6913,21690,6780
6943,21800,6786
6937,21974,6802
6943,22073,6859
6983,21835,6902
7072,21528,6932
7143,21385,6922
7200,21528,6932
7215,21601,6950
7200,21528,7005
7170,21390,7061
7200,21528,7151
7288,21835,7227
7329,22073,7297
7207,21919,7342
6943,21528,7443
6642,21052,7579
6429,20710,7735
6318,20457,7839
6300,20438,7954
6271,20548,8082
6172,20710,8246
