II,MCL,PLETH,RESP
8084,10396,5247,506
8185,10397,5203,476
8239,10396,5170,457
8158,10332,5143,442
8084,10286,5131,424
8124,10305,5093,399
8317,10507,5054,375
8482,10764,5019,357
8550,10949,5016,342
8527,10951,5001,326
8550,10949,4977,310
8591,11047,4929,298
8628,11281,4900,294
8644,11500,4876,287
8783,11724,4861,277
9019,11963,4823,266
9250,12277,4784,261
9339,12537,4739,260
9405,12719,4707,261
9529,12809,4664,260
9716,12940,4630,261
9818,13099,4587,267
9871,13272,4553,277
9942,13351,4507,286
10105,13383,4476,294
10249,13369,4438,300
10338,13383,4398,310
10359,13376,4335,319
10415,13383,4283,326
10490,13344,4237,332
10571,13272,4205,342
10584,13086,4161,358
10571,12830,4128,375
10508,12496,4102,386
10415,12166,4090,391
10255,11811,4055,392
10105,11503,4013,391
9947,11255,3964,390
9794,11171,3935,391
9607,11164,3904,393
9483,11171,3858,391
9400,11070,3752,384
9327,10949,3588,375
9189,10821,3382,368
9094,10728,3202,359
9067,10599,3065,344
9094,10507,2971,326
9058,10428,2882,310
9016,10396,2816,294
8993,10358,2768,272
9016,10396,2739,245
8985,10455,2698,217
8939,10507,2662,196
8899,10479,2633,180
8939,10507,2624,163
8980,10597,2606,140
9016,10728,2585,114
9006,10781,2558,88
9016,10839,2546,65
9015,10898,2531,46
9016,10949,2508,33
8970,10895,2465,24
8939,10839,2431,16
8917,10812,2405,7
8939,10839,2392,0
8937,10825,2371,-2
8939,10839,2353,0
8920,10853,2333,1
8939,10839,2315,0
8961,10685,2288,-1
9016,10507,2276,0
9054,10412,2274,0
9094,10507,2276,0
9091,10670,2259,0
9094,10839,2238,0
9083,10915,2215,0
9094,10949,2199,0
9064,10905,2175,0
9016,10839,2161,0
8945,10745,2154,0
8939,10728,2161,0
8965,10758,2158,0
9016,10839,2161,0
9013,10887,2158,0
9016,10949,2161,0
9030,10965,2153,0
9094,10949,2161,0
9113,10894,2185,-1
9094,10949,2238,0
9049,11098,2291,1
9094,11281,2353,0
9200,11381,2417,-2
9327,11503,2508,0
9377,11661,2612,7
9405,11834,2739,16
9423,11897,2867,25
9483,11945,3009,33
9557,12026,3154,45
9716,12166,3318,65
9932,12238,3485,85
10182,12277,3665,98
10361,12302,3836,105
10493,12387,4013,114
10555,12453,4180,126
10571,12498,4360,130
10482,12435,4522,123
10338,12277,4668,114
10120,11996,4781,113
9871,11724,4900,114
9594,11504,5026,108
9405,11392,5170,98
9298,11281,5292,89
9250,11171,5401,82
9162,11028,5492,68
9094,10949,5594,49
9062,10916,5689,30
9094,10949,5787,16
9099,10955,5865,6
9094,10949,5942,0
9046,10883,6000,-1
9016,10839,6057,0
8977,10790,6095,1
9016,10839,6135,0
9059,10951,6155,0
9094,11171,6173,0
9046,11333,6170,0
9016,11392,6173,0
9001,11316,6167,0
9016,11281,6173,0
8996,11312,6168,0
9016,11392,6173,0
9056,11377,6158,0
9094,11281,6135,0
9043,11052,6087,0
9016,10728,6057,0
9150,10381,6033,0
9638,10396,6019,0
10548,11151,5979,0
11970,12830,5942,0
13806,15058,5898,0
15779,17254,5864,0
17286,18809,5807,0
17800,19466,5749,0
17081,19091,5682,0
15468,17807,5633,0
13521,15890,5572,0
11815,13936,5517,0
10583,12398,5451,-1
9871,11503,5401,0
9483,11076,5343,0
9250,10949,5286,0
9004,10898,5205,-2
8783,10839,5131,0
8611,10676,5059,1
8550,10507,5016,0
8531,10354,4972,-3
8550,10286,4938,0
8547,10276,4893,4
8550,10396,4861,0
8529,10567,4821,-10
8550,10728,4784,0
8574,10779,4734,41
8628,10839,4707,98
8629,10891,4684,147
8628,10949,4668,196
8578,10923,4627,260
8550,10949,4591,342
8541,11037,4560,418
8628,11171,4553,473
8725,11193,4533,516
8783,11171,4514,571
8758,11171,4486,634
8783,11281,4476,685
8862,11369,4456,718
8939,11392,4437,750
8883,11322,4406,788
8783,11281,4398,815
8725,11234,4396,824
8783,11171,4398,832
8859,11028,4375,847
8939,10949,4360,848
8977,10987,4351,820
9016,11171,4360,783
9032,11322,4345,759
9094,11392,4321,734
9166,11334,4289,680
9250,11281,4283,603
9282,11267,4280,531
9327,11392,4283,473
9362,11587,4263,413
9405,11834,4244,342
9414,12016,4219,272
9483,12166,4205,212
9588,12258,4183,157
9716,12387,4167,98
9782,12556,4143,38
9871,12830,4128,0
9999,13085,4105,-8
10182,13272,4090,0
10313,13351,4066,3
10415,13493,4051,0
10479,13706,4028,-3
10571,13936,4013,0
10663,14025,3990,1
10804,14046,3974,0
10931,14032,3950,-1
11037,14046,3935,0
11086,14031,3913,0
11193,14046,3897,0
11367,14027,3872,-1
11581,13936,3858,0
11658,13705,3839,0
11581,13493,3820,0
11398,13352,3779,0
11270,13272,3742,0
11186,13081,3711,0
11115,12830,3704,0
10963,12594,3689,0
10804,12498,3665,0
10659,12411,3621,0
10571,12277,3588,0
10453,12066,3562,0
10338,11945,3550,0
10224,11886,3516,0
10182,11834,3472,0
10142,11664,3421,0
10105,11503,3395,0
10035,11399,3376,0
10027,11392,3357,0
10052,11363,3314,0
10105,11392,3279,0
10083,11501,3253,0
10027,11724,3241,0
9932,11884,3218,0
9871,11945,3202,0
9809,11885,3183,-1
9794,11834,3164,0
9779,11774,3123,0
9794,11724,3087,0
9782,11608,3058,-1
9794,11503,3048,0
9788,11408,3029,1
9794,11392,3009,0
9772,11380,2985,-3
9794,11392,2971,0
9825,11377,2949,4
9871,11392,2932,0
9867,11388,2909,-10
9871,11392,2894,0
9865,11339,2871,40
9871,11281,2855,98
9829,11199,2832,153
9794,11171,2816,212
9745,11152,2794,281
9716,11171,2778,359
9660,11157,2755,428
9638,11171,2739,489
9624,11193,2715,550
9638,11281,2701,620
9624,11346,2690,687
9638,11392,2701,750
9642,11375,2704,811
9638,11392,2701,881
9557,11400,2685,955
9483,11392,2701,1027
9442,11281,2735,1091
9483,11171,2778,1158
9496,11107,2803,1229
9483,11171,2855,1305
9440,11265,2938,1371
9483,11392,3048,1435
9581,11518,3139,1498
9716,11724,3241,1566
9797,11949,3359,1629
9871,12166,3511,1696
9933,12256,3658,1761
10027,12277,3820,1827
10094,12277,3985,1887
10182,12387,4167,1957
10300,12550,4325,2030
10493,12719,4476,2104
10646,12787,4617,2167
10726,12830,4784,2234
10754,12864,4953,2305
10882,12940,5131,2381
11028,12937,5287,2447
11037,12830,5440,2512
10795,12573,5584,2570
10493,12277,5749,2626
10241,11965,5906,2671
10027,11724,6057,2724
9731,11513,6173,2776
9483,11392,6289,2821
9376,11337,6399,2845
9405,11392,6520,2870
9385,11426,6619,2901
9327,11392,6713,2936
9283,11255,6787,2954
9327,11171,6868,2968
9346,11145,6927,2978
9327,11171,6983,2984
9254,11140,7017,2971
9250,11171,7060,2952
9269,11253,7094,2933
9327,11392,7138,2919
9327,11416,7159,2891
9327,11392,7176,2854
9287,11353,7170,2810
9250,11392,7176,2772
9203,11434,7173,2731
9250,11503,7176,2691
9320,11525,7155,2642
9327,11503,7138,2593
9194,11368,7109,2540
9094,11171,7099,2495
9117,10841,7076,2447
9327,10507,7060,2397
9781,10513,7033,2338
10726,11392,7022,2283
12187,13133,6989,2226
13991,15263,6945,2169
15838,17214,6873,2102
17489,18802,6829,2039
18353,19679,6790,1978
17800,19355,6752,1924
15779,17633,6672,1861
13291,15263,6598,1794
11418,13204,6529,1723
10493,11945,6482,1663
10026,11261,6404,1606
9638,10949,6327,1549
9279,10869,6252,1483
9094,10949,6212,1419
9008,10953,6157,1357
8939,10839,6096,1305
8810,10637,6009,1253
8705,10507,5942,1207
8634,10451,5874,1158
8628,10507,5826,1109
8617,10599,5763,1057
8628,10728,5710,1011
8618,10800,5646,965
8628,10839,5594,913
8605,10812,5529,853
8628,10839,5479,799
8653,10878,5428,751
8705,10949,5401,701
8702,10949,5362,641
8705,10949,5324,587
8696,10934,5273,545
8705,10949,5247,506
8687,10934,5224,456
8705,10949,5209,408
8736,10950,5167,367
8783,10949,5131,326
8780,10882,5098,275
8783,10839,5093,228
8776,10815,5076,193
8783,10839,5054,163
8760,10827,5008,123
8783,10839,4977,82
8843,10861,4948,51
8939,10949,4938,33
8960,11039,4916,14
8939,11171,4900,0
8899,11282,4874,-4
8939,11392,4861,0
9006,11437,4838,1
9094,11503,4823,0
9153,11582,4797,-1
9250,11724,4784,0
9335,11833,4762,0
9405,11945,4746,0
9418,12059,4718,0
9483,12277,4707,0
9588,12512,4689,-2
9716,12719,4668,0
9780,12820,4624,2
9871,12940,4591,0
10005,13093,4564,-5
10182,13272,4553,0
10301,13349,4528,15
10415,13383,4514,33
10544,13401,4495,45
10726,13493,4476,65
10884,13595,4432,101
11037,13715,4398,147
11134,13754,4371,189
11193,13715,4360,228
11202,13578,4335,269
11270,13493,4321,310
11363,13471,4303,344
11426,13493,4283,375
11361,13417,4237,412
11270,13272,4205,457
11187,13052,4183,496
11115,12830,4167,522
10941,12574,4124,542
10726,12387,4090,571
10526,12276,4064,607
10415,12277,4051,636
10305,12251,4012,651
10182,12166,3974,669
10010,11958,3943,695
9871,11724,3935,718
9757,11466,3916,721
9716,11281,3897,718
9695,11159,3871,718
9716,11171,3858,718
9715,11225,3836,704
9716,11281,3820,685
9670,11233,3796,670
9638,11171,3781,652
9607,11122,3757,627
9638,11171,3742,603
9671,11227,3722,588
9716,11281,3704,571
9715,11247,3665,539
9716,11171,3627,506
9679,11036,3592,481
9638,10949,3588,457
9550,10907,3588,419
9483,10949,3588,375
9439,10966,3567,339
9483,10949,3550,310
9552,10871,3528,274
9638,10839,3511,228
9678,10824,3483,183
9716,10839,3472,147
9717,10847,3469,115
9716,10949,3472,82
9694,11084,3452,45
9716,11171,3434,16
9706,11085,3421,2
9638,10949,3434,0
9508,10842,3437,0
9483,10839,3434,0
9556,10859,3409,-1
9638,10949,3395,0
9577,11063,3385,0
9483,11171,3395,0
9440,11113,3396,-1
9483,10949,3395,0
9467,10793,3382,0
9405,10839,3395,0
9329,11005,3423,0
9327,11171,3472,0
9326,11190,3506,0
9327,11171,3550,0
9302,11151,3604,0
9327,11171,3704,0
9360,11149,3815,-1
9405,11171,3935,0
9418,11242,4040,0
9483,11392,4167,0
9584,11533,4297,3
9716,11724,4437,16
9773,11938,4559,40
9794,12166,4707,65
9796,12271,4869,84
9871,12277,5054,98
9995,12202,5221,113
10182,12166,5401,130
10347,12166,5586,147
10493,12277,5787,163
10615,12463,5962,179
10804,12719,6135,196
10979,12867,6299,207
11037,12830,6482,212
10860,12573,6641,217
10571,12277,6790,228
10288,11987,6917,241
10105,11724,7060,245
9918,11414,7195,242
9716,11171,7331,245
9508,11013,7431,256
9405,10949,7523,261
9356,10872,7595,248
9327,10839,7678,228
9260,10823,7738,217
9250,10839,7794,212
9280,10844,7825,196
9327,10949,7871,163
9287,11087,7906,126
9250,11171,7948,98
9221,11064,7962,75
9250,10949,7986,49
9235,10900,8000,20
9250,10949,8025,0
9272,10941,8023,-4
9327,10949,8025,0
9329,11015,8015,2
9327,11171,8025,0
9294,11234,8020,-1
9250,11171,8025,0
9153,10998,8005,1
9094,10839,7986,0
9064,10608,7941,-1
9094,10286,7909,0
9229,9990,7866,0
9716,10175,7832,0
10698,11148,7771,0
12203,12940,7716,0
14016,15139,7649,-1
15856,17254,7601,0
17207,18680,7537,0
17566,19023,7485,0
16656,18154,7420,-2
14846,16480,7369,0
12830,14536,7294,1
11270,12830,7215,0
10307,11559,7109,-4
9794,10839,7022,0
9463,10543,6934,4
9250,10507,6868,0
9080,10498,6785,-11
8939,10507,6713,0
8760,10503,6628,37
8628,10507,6559,82
8554,10449,6476,119
8550,10396,6405,179
8533,10332,6320,275
8550,10286,6250,391
8581,10231,6166,497
8628,10286,6096,603
8594,10396,6023,725
8550,10507,5980,864
8510,10501,5937,996
8550,10507,5903,1125
8583,10509,5842,1257
8628,10507,5787,1403
8628,10449,5731,1542
8628,10507,5710,1680
8606,10649,5688,1813
8628,10728,5672,1957
8659,10578,5628,2097
8705,10396,5594,2234
8702,10331,5562,2361
8705,10396,5556,2495
8715,10429,5537,2628
8783,10507,5517,2756
8853,10656,5473,2868
8939,10839,5440,2984
8983,10876,5407,3105
9016,10839,5401,3229
9008,10800,5385,3340
9016,10839,5363,3457
9007,10870,5315,3575
9016,10949,5286,3686
9022,11045,5262,3773
9094,11171,5247,3865
9178,11254,5206,3960
9250,11392,5170,4045
9243,11553,5128,4085
9250,11724,5093,4110
9269,11820,5032,4131
9327,11945,4977,4159
9372,12068,4925,4163
9483,12166,4900,4159
9630,12180,4873,4151
9794,12277,4861,4159
9896,12477,4840,4157
10027,12719,4823,4159
10180,12841,4781,4154
10338,12940,4746,4159
10412,13082,4713,4156
10493,13272,4707,4159
10597,13325,4691,4156
10726,13272,4668,4159
10794,13233,4622,4154
10882,13383,4591,4159
11011,13593,4565,4157
11193,13715,4553,4159
11322,13629,4528,4151
11426,13493,4514,4159
11484,13373,4494,4163
11504,13272,4476,4159
11388,13037,4434,4121
11193,12719,4398,4077
10984,12390,4368,4027
10882,12166,4360,3979
10814,11950,4340,3909
10726,11724,4321,3833
10558,11458,4293,3747
10415,11281,4283,3669
10294,11181,4264,3580
10182,11171,4244,3490
10007,11154,4212,3394
9871,11171,4205,3311
9797,11171,4206,3226
9794,11171,4205,3148
9752,11076,4179,3062
9716,10949,4167,2984
9671,10832,4164,2901
9638,10839,4167,2821
9548,10866,4143,2738
9483,10839,4128,2675
9452,10668,4123,2616
9483,10507,4128,2560
9482,10429,4107,2489
9483,10507,4090,2430
9469,10650,4081,2378
9483,10839,4090,2332
9472,10919,4073,2270
9483,10839,4051,2218
9477,10616,4035,2178
9483,10507,4051,2153
9463,10574,4058,2118
9483,10728,4051,2088
9491,10759,4022,2064
9483,10728,4013,2055
9440,10700,4011,2038
9483,10728,4013,2022
9574,10717,3989,2009
9638,10728,3974,2006
9566,10767,3968,1994
9483,10839,3974,1973
9452,10815,3955,1948
9483,10728,3935,1941
9451,10592,3922,1937
9405,10507,3935,1924
9374,10456,3939,1891
9405,10507,3935,1859
9408,10605,3911,1835
9405,10728,3897,1810
9386,10754,3885,1770
9405,10728,3897,1729
9401,10681,3910,1690
9405,10728,3935,1647
9388,10794,3950,1589
9405,10839,3974,1533
9401,10781,3988,1485
9405,10728,4013,1435
9387,10698,4035,1369
9405,10728,4090,1305
9406,10751,4157,1250
9405,10839,4244,1191
9393,10977,4316,1105
9483,11171,4398,1011
9638,11302,4482,927
9794,11392,4591,848
9820,11429,4700,749
9794,11503,4823,636
9781,11617,4934,530
9871,11834,5054,440
10001,12041,5163,339
10182,12166,5286,212
10368,12157,5400,81
10571,12166,5517,0
10713,12191,5611,-17
10804,12166,5710,0
10798,11964,5801,7
10726,11724,5903,0
10554,11552,5983,-5
10338,11503,6057,0
10063,11420,6111,2
9794,11281,6173,0
9543,11060,6225,-2
9405,10839,6289,0
9338,10620,6342,1
9327,10507,6405,0
9306,10474,6457,-1
9327,10507,6520,0
9343,10502,6563,0
9327,10507,6598,0
9206,10499,6608,0
9094,10507,6636,0
9039,10449,6657,0
9094,10396,6675,0
9111,10316,6664,0
9094,10286,6675,0
9043,10273,6693,0
9094,10396,6713,0
9181,10606,6692,0
9250,10839,6675,0
9229,10910,6665,-1
9250,10839,6675,0
9303,10663,6655,1
9327,10507,6636,0
9217,10343,6610,-3
9094,10175,6598,0
9022,9923,6558,3
9094,9733,6520,0
9455,9904,6474,-7
10415,10839,6443,0
11948,12488,6398,8
13758,14489,6366,0
15516,16374,6325,-20
17100,17917,6289,0
18011,18721,6225,76
17566,18360,6173,179
15636,16718,6124,267
13214,14489,6096,359
11380,12521,6042,482
10415,11281,5980,636
9841,10603,5906,781
9405,10286,5864,913
9119,10160,5824,1044
9016,10175,5787,1191
8911,10180,5723,1334
8783,10175,5672,1468
8669,10152,5623,1593
8628,10175,5594,1729
8577,10177,5551,1869
8550,10175,5517,2006
8534,10148,5474,2132
8550,10175,5440,2267
8533,10217,5391,2403
8550,10286,5363,2528
8573,10289,5339,2627
8628,10286,5324,2724
8625,10255,5282,2825
8628,10286,5247,2919
8612,10321,5216,2987
8628,10396,5209,3050
8620,10421,5187,3113
8628,10396,5170,3164
8618,10277,5143,3184
8628,10175,5131,3196
8616,10122,5108,3211
8628,10175,5093,3213
8624,10233,5067,3178
8628,10286,5054,3131
8606,10279,5030,3091
8628,10286,5016,3050
8659,10279,4991,2982
8705,10286,4977,2903
8722,10229,4953,2828
8783,10175,4938,2756
8858,10156,4914,2659
8939,10286,4900,2544
8965,10495,4875,2429
9016,10728,4861,2332
9064,10859,4838,2236
9094,10949,4823,2136
9061,11026,4797,2028
9094,11171,4784,1924
9197,11289,4763,1818
9327,11392,4746,1712
9364,11493,4717,1602
9405,11724,4707,1500
9495,11985,4690,1402
9638,12166,4668,1305
9698,12194,4621,1197
9716,12277,4591,1093
9745,12475,4569,987
9871,12719,4553,881
10021,12815,4509,768
10182,12830,4476,669
10297,12816,4451,584
10415,12830,4437,506
10538,12828,4396,420
10726,12940,4360,342
10905,13159,4330,275
11037,13383,4321,212
11073,13403,4299,140
11115,13272,4283,82
11160,13053,4262,47
11193,12830,4244,33
11127,12571,4202,15
11037,12387,4167,0
10946,12266,4138,-6
10882,12166,4128,0
10748,11959,4107,1
10571,11724,4090,0
10357,11483,4065,-2
10182,11281,4051,0
10008,11069,4027,-1
9871,10949,4013,0
9757,10889,3991,5
9716,10839,3974,16
9679,10673,3946,29
9638,10507,3935,49
9547,10404,3931,77
9483,10396,3935,114
9430,10323,3916,154
9405,10175,3897,196
9326,9965,3882,236
9250,9843,3897,277
9200,9824,3904,317
9250,9954,3897,359
9304,10128,3867,404
9327,10286,3858,457
9273,10291,3858,508
9250,10175,3858,554
9246,9972,3833,598
9250,9843,3820,652
9175,9827,3817,712
9094,9954,3820,767
9027,10086,3796,807
9016,10175,3781,848
9000,10172,3776,897
9016,10175,3781,946
9021,10169,3760,982
9016,10175,3742,1011
8958,10152,3735,1043
8939,10175,3742,1076
8959,10194,3725,1102
9016,10175,3704,1125
9022,10053,3689,1145
9016,9954,3704,1158
8982,9921,3710,1158
8939,9954,3704,1158
8844,9918,3676,1160
8783,9843,3665,1158
8760,9750,3660,1142
8783,9733,3665,1125
8771,9755,3658,1112
8783,9843,3665,1093
8831,9916,3679,1055
8939,9954,3704,1011
8982,9896,3705,975
8939,9843,3704,946
8805,9813,3705,908
8705,9843,3742,864
8641,9841,3792,821
8628,9843,3858,783
8603,9856,3912,742
8628,9954,3974,701
8683,10063,4026,661
8783,10175,4090,620
8857,10252,4152,571
8939,10396,4244,522
8988,10600,4349,477
9016,10839,4476,440
8993,10954,4590,401
9016,10949,4707,359
9097,10885,4804,314
9250,10949,4900,277
9414,11142,4973,244
9638,11392,5054,212
9858,11511,5137,180
10027,11503,5247,163
10094,11418,5359,155
10182,11392,5479,147
10291,11364,5566,130
10338,11281,5633,130
10169,11069,5667,155
9871,10839,5710,196
9558,10635,5758,232
9327,10507,5826,277
9114,10378,5882,336
8939,10286,5942,408
8788,10211,5981,475
8705,10175,6019,554
8644,10078,6034,647
8628,9954,6057,750
8597,9867,6073,844
8550,9954,6096,946
8449,10106,6096,1061
8395,10175,6096,1191
8373,10024,6086,1312
8395,9843,6096,1435
8353,9758,6096,1562
8317,9843,6096,1696
8282,9916,6072,1819
8317,9954,6057,1941
8346,9931,6034,2064
8395,9954,6019,2202
8443,10023,5991,2334
8550,10175,5980,2463
8628,10259,5962,2586
8628,10175,5942,2724
8508,9897,5895,2858
8395,9622,5864,2984
8327,9378,5840,3099
8395,9180,5826,3229
8738,9177,5773,3365
9638,9843,5710,3490
11096,11342,5640,3585
12903,13383,5594,3686
14767,15388,5537,3795
16478,17033,5479,3898
17472,17983,5408,3965
17100,17917,5363,4028
15272,16668,5320,4097
12903,14710,5286,4159
10992,12742,5227,4170
9871,11281,5170,4159
9205,10343,5105,4148
8783,9843,5054,4159
8531,9630,4991,4160
8395,9622,4938,4159
8223,9638,4887,4152
8084,9622,4861,4159
8021,9517,4826,4157
8006,9401,4784,4159
7919,9299,4719,4154
7850,9290,4668,4159
7837,9299,4622,4155
7850,9290,4591,4159
7770,9215,4546,4154
7695,9180,4514,4159
7663,9160,4487,4155
7695,9180,4476,4159
7677,9184,4441,4154
7695,9290,4398,4159
7753,9453,4346,4154
7850,9622,4321,4159
7868,9654,4301,4154
7850,9622,4283,4159
7828,9588,4240,4154
7850,9622,4205,4159
7848,9628,4176,4154
7850,9622,4167,4159
7861,9627,4147,4154
7928,9733,4128,4159
7978,9824,4101,4154
8006,9843,4090,4159
7988,9784,4071,4154
8006,9843,4051,4159
8037,10015,4010,4154
8084,10175,3974,4159
8079,10117,3942,4154
8084,9954,3935,4159
8121,9852,3921,4154
8239,9954,3897,4159
8340,10124,3851,4154
8395,10286,3820,4159
8377,10379,3796,4154
8395,10507,3781,4159
8447,10652,3742,4154
8550,10839,3704,4159
8645,10996,3672,4154
8783,11171,3665,4159
8914,11326,3651,4154
9016,11503,3627,4159
9038,11653,3582,4155
9094,11834,3550,4159
9218,12001,3524,4154
9405,12166,3511,4159
9536,12269,3489,4155
9638,12387,3472,4159
9728,12526,3451,4154
9871,12719,3434,4159
10017,12859,3397,4156
10182,12940,3357,4159
10311,12939,3309,4153
10415,12940,3279,4159
10475,12903,3254,4158
10571,12830,3241,4159
10667,12666,3220,4150
10726,12498,3202,4159
10668,12323,3167,4166
10571,12166,3125,4159
10451,11948,3076,4108
10338,11724,3048,4045
10176,11485,3028,3977
10027,11281,3009,3914
9870,11050,2969,3818
9716,10839,2932,3702
9527,10633,2904,3580
9405,10507,2894,3490
9349,10423,2874,3403
9327,10396,2855,3311
9220,10313,2831,3203
9094,10175,2816,3131
9005,9998,2795,3089
9016,9954,2778,3066
9005,10034,2755,3029
8939,10175,2739,3017
8817,10205,2718,3031
8783,10175,2701,3066
8833,10136,2678,3083
8939,10175,2662,3115
8988,10195,2640,3167
9016,10175,2624,3245
9014,10062,2601,3308
9016,9954,2585,3376
8971,9888,2563,3458
8939,9954,2546,3572
8916,10068,2524,3669
8939,10175,2508,3751
8934,10183,2486,3819
8939,10175,2469,3914
8952,10160,2446,4007
9016,10175,2431,4077
9020,10162,2421,4097
8939,10175,2431,4110
8801,10175,2436,4129
8783,10175,2431,4159
8864,10142,2405,4163
8939,10175,2392,4159
8873,10238,2390,4151
8783,10286,2392,4159
8747,10225,2373,4157
8783,10175,2353,4159
8777,10188,2343,4155
8783,10286,2353,4159
8832,10348,2356,4154
8939,10396,2353,4159
8973,10402,2346,4159
8939,10396,2353,4159
8844,10327,2356,4149
8783,10286,2353,4159
8744,10265,2341,4169
8783,10286,2353,4159
8849,10269,2384,4108
8939,10286,2431,4061
8980,10321,2465,4021
9016,10396,2508,3963
9017,10434,2557,3849
9016,10507,2624,3718
9011,10629,2679,3599
9094,10839,2739,3490
9216,11024,2803,3351
9327,11171,2894,3196
9353,11256,2987,3047
9405,11392,3087,2919
9524,11580,3177,2780
9716,11834,3279,2626
9872,12036,3386,2463
10027,12166,3511,2316
10177,12179,3628,2170
10338,12166,3742,2022
10413,12144,3838,1867
10415,12166,3935,1729
10322,12116,4016,1599
10182,11945,4090,1468
9981,11614,4152,1323
9794,11281,4244,1191
9596,11003,4357,1073
9405,10839,4476,962
9202,10731,4559,836
9094,10728,4630,718
9070,10746,4688,614
9094,10728,4746,522
9057,10602,4782,420
9016,10507,4823,326
8992,10480,4861,247
9016,10507,4900,179
8989,10450,4915,105
8939,10396,4938,49
8839,10361,4959,21
8783,10396,4977,16
8740,10386,4969,6
8783,10396,4977,0
8850,10413,4996,-1
8939,10507,5016,0
8975,10634,4996,-7
9016,10839,4977,0
9049,10979,4970,22
9094,10949,4977,49
9073,10691,4958,70
9016,10396,4938,114
8932,10117,4916,189
8939,9843,4900,277
9110,9583,4857,349
9638,9733,4823,424
10659,10671,4796,520
12281,12498,4784,636
14289,14743,4745,740
16245,16811,4707,832
17502,18131,4675,924
17644,18470,4668,1027
16591,17786,4639,1129
14768,16369,4591,1223
12755,14592,4522,1310
11115,12940,4476,1403
10040,11684,4433,1491
9483,10949,4398,1566
9167,10567,4348,1623
8939,10396,4321,1680
8728,10296,4320,1735
8628,10286,4360,1778
8608,10260,4398,1802
8628,10175,4437,1827
8588,10013,4456,1857
8550,9954,4476,1875
8526,10027,4476,1871
8550,10175,4476,1859
8546,10240,4455,1850
8550,10286,4437,1827
8534,10329,4408,1778
8550,10396,4398,1729
8533,10355,4392,1692
8550,10286,4398,1647
8568,10229,4382,1572
8628,10286,4360,1484
8640,10347,4328,1403
8628,10396,4321,1321
8592,10387,4319,1214
8628,10396,4321,1093
8699,10390,4300,980
8783,10396,4283,881
8793,10373,4270,772
8783,10396,4283,652
8763,10437,4287,538
8783,10507,4283,440
8782,10519,4256,337
8783,10507,4244,212
8761,10440,4237,82
