II,MCL,PLETH
5204,859,7295
5283,858,7306
5377,855,7299
5494,858,7306
5569,870,7298
5600,880,7306
5574,884,7297
5600,880,7306
5683,878,7301
5811,880,7306
5886,882,7293
5917,880,7306
5915,884,7309
5917,901,7306
5881,916,7263
5811,901,7243
5724,885,7235
5706,923,7243
5786,1004,7212
6023,1052,7181
6462,1013,7141
7185,880,7118
8133,560,7075
9192,-64,7056
10210,-909,7047
11094,-1631,7056
11618,-1982,7027
11517,-2039,6993
10655,-2032,6950
9298,-2039,6931
7854,-2035,6895
6657,-2039,6869
5766,-2078,6829
5177,-2039,6806
4816,-1787,6766
4649,-1331,6744
4599,-823,6724
4649,-365,6744
4719,27,6749
4755,365,6744
4703,633,6700
4649,837,6681
4650,995,6671
4755,1137,6681
4899,1263,6669
5072,1374,6681
5199,1459,6702
5283,1524,6744
5283,1578,6744
5283,1631,6744
5302,1679,6748
5389,1717,6806
5491,1748,6865
5600,1781,6931
5666,1817,6976
5706,1846,7056
5729,1859,7141
5811,1867,7243
5948,1882,7323
6128,1910,7431
6292,1941,7546
6445,1974,7680
6539,2005,7775
6551,2039,7868
6455,2069,7948
6340,2103,8055
6257,2141,8144
6234,2189,8242
6194,2234,8325
6128,2275,8430
6024,2306,8519
5917,2339,8617
5770,2366,8683
5600,2382,8742
5438,2382,8767
5389,2382,8804
5455,2383,8831
5600,2382,8867
5721,2364,8867
5811,2339,8867
5867,2310,8852
5917,2275,8867
5925,2223,8867
5917,2168,8867
5899,2113,8830
5917,2060,8804
5928,1991,8767
5917,1910,8742
5860,1821,8680
5811,1738,8617
5762,1659,8539
5706,1588,8492
5601,1513,8431
5494,1438,8367
5385,1358,8265
5283,1288,8180
5161,1221,8100
5072,1159,8055
5010,1097,7991
4966,1052,7930
4898,1017,7851
4860,987,7805
4851,944,7762
4860,901,7743
4844,869,7703
4860,858,7680
4909,850,7642
4966,837,7618
4963,818,7573
4966,816,7555
5030,825,7541
5177,837,7555
5307,836,7550
5389,837,7555
5426,845,7546
5494,858,7555
5563,860,7548
5600,858,7555
5557,857,7548
5494,858,7555
5428,856,7545
5389,858,7555
5352,869,7552
5389,880,7555
5477,883,7541
5600,880,7555
5665,881,7560
5706,880,7555
5712,878,7510
5706,880,7493
5678,891,7489
5706,901,7493
5770,904,7454
5811,901,7431
5762,905,7421
5706,923,7431
5704,962,7396
5811,1030,7368
6076,1099,7353
6657,1073,7368
7592,808,7344
8770,236,7306
9949,-550,7256
10989,-1309,7243
11717,-1825,7217
11940,-2039,7181
11459,-2064,7109
10355,-2039,7056
8908,-2034,7010
7502,-2039,6993
6335,-2048,6959
5494,-2039,6931
4938,-1937,6889
4649,-1631,6869
4538,-1130,6834
4543,-579,6806
4581,-136,6762
4649,193,6744
4682,472,6712
4649,730,6681
4551,930,6630
4543,1073,6619
4692,1190,6616
4966,1309,6619
5205,1416,6577
5389,1502,6556
5502,1572,6566
5600,1631,6619
5648,1679,6631
5706,1717,6619
5757,1750,6590
5811,1781,6619
5819,1806,6670
5811,1824,6744
5771,1841,6793
5706,1867,6869
5614,1900,6950
5600,1932,7056
5706,1952,7138
5917,1974,7243
6108,2003,7370
6234,2039,7555
6291,2069,7725
6340,2103,7868
6356,2142,7953
6340,2189,8055
6277,2231,8167
6234,2275,8305
6190,2311,8405
6128,2339,8492
6009,2357,8549
5917,2382,8617
5888,2409,8670
5917,2425,8742
5896,2416,8802
5811,2404,8867
5682,2395,8896
5600,2382,8929
5572,2344,8951
5600,2296,8992
5612,2250,8999
5600,2211,8992
5568,2160,8950
5600,2103,8929
5690,2040,8898
5811,1974,8867
5882,1893,8798
5917,1803,8742
5921,1711,8676
5917,1631,8617
5844,1554,8519
5706,1481,8430
5521,1404,8329
5389,1331,8242
5313,1254,8133
5283,1180,8055
5230,1107,7984
5177,1052,7930
5117,1012,7833
5072,987,7743
5011,957,7659
4966,923,7618
4915,884,7557
4860,858,7493
4756,843,7411
4649,837,7368
4588,826,7329
4649,816,7306
4786,808,7260
4966,816,7243
5150,828,7231
5389,837,7243
5630,835,7234
5811,837,7243
5875,845,7242
5917,858,7243
5970,861,7205
6023,858,7181
6015,855,7164
6023,858,7181
6065,861,7177
6128,858,7181
6128,855,7172
6128,858,7181
6131,871,7172
6128,880,7181
6060,883,7177
6023,880,7181
6053,880,7167
6128,880,7181
6144,879,7186
6128,880,7181
6113,888,7136
6128,901,7118
6144,928,7117
6234,987,7118
6454,1055,7059
6868,1052,6993
7482,882,6941
8347,494,6931
9392,-135,6901
10460,-923,6869
11294,-1644,6824
11728,-2039,6806
11600,-2096,6773
10883,-2039,6744
9687,-2037,6701
8347,-2039,6681
7116,-2009,6649
6128,-2039,6619
5388,-2132,6571
4966,-2039,6556
4826,-1582,6550
4860,-923,6556
4904,-378,6526
4966,-21,6494
5056,274,6452
5177,579,6431
5267,826,6393
5389,987,6369
5569,1111,6349
5811,1245,6369
5999,1367,6373
6128,1459,6369
6185,1527,6343
6234,1588,6369
6234,1647,6422
6234,1695,6494
6246,1730,6522
6340,1760,6556
6455,1792,6598
6551,1824,6681
6590,1848,6760
6657,1867,6869
6761,1887,6982
6868,1910,7118
6890,1929,7233
6868,1953,7368
6847,1981,7509
6868,2017,7680
6873,2048,7832
6868,2082,7992
6852,2119,8140
6868,2168,8305
6874,2213,8434
6868,2253,8554
6816,2284,8658
6762,2318,8804
6698,2350,8941
6657,2382,9054
6603,2399,9108
6551,2404,9179
6456,2393,9249
6340,2382,9304
6204,2370,9295
6128,2361,9304
6106,2342,9332
6128,2318,9366
6129,2279,9333
6128,2232,9304
6116,2176,9293
6128,2125,9304
6153,2067,9249
6234,1996,9179
6338,1907,9122
6445,1824,9116
6503,1749,9073
6551,1674,8992
6573,1585,8874
6551,1502,8804
6417,1434,8744
6234,1374,8679
6077,1299,8553
6023,1223,8430
5991,1159,8316
5917,1116,8242
5754,1072,8147
5600,1030,8055
5507,991,7947
5494,966,7868
5461,944,7786
5389,923,7743
5299,898,7703
5283,880,7680
5296,866,7617
5283,858,7555
5205,846,7496
5177,837,7493
5243,831,7493
5389,837,7493
5504,846,7453
5600,858,7431
5693,868,7415
5811,880,7431
5886,890,7426
5917,901,7431
5907,905,7422
5917,901,7431
5918,888,7422
5917,880,7431
5896,877,7427
5917,880,7431
5960,881,7398
6023,880,7368
6033,880,7326
6023,880,7306
5971,880,7269
5917,880,7243
5845,888,7204
5811,901,7181
5799,909,7143
5811,901,7118
5829,893,7080
5917,901,7056
6063,929,7017
6234,966,6993
6366,1015,6956
6551,1095,6931
6898,1168,6891
7502,1116,6869
8295,775,6833
9192,107,6806
