II,MCL,ABP,RESP
10941,12103,5060,-2
11108,12122,5193,0
11262,12091,5338,2
11400,12122,5528,0
11453,12198,5732,-5
11473,12307,5974,0
11444,12342,6214,6
11400,12307,6477,0
11295,12158,6726,-15
11181,11937,6979,0
11034,11618,7200,53
10888,11289,7426,121
10700,10974,7640,175
10523,10734,7873,242
10334,10496,8075,345
10158,10272,8263,484
9934,10041,8420,618
9719,9901,8598,743
9527,9828,8768,865
9427,9809,8933,1002
9330,9708,9047,1140
9208,9531,9157,1279
9029,9302,9257,1413
8915,9161,9380,1556
8857,9086,9471,1698
8842,9069,9548,1849
8787,9040,9593,2001
8769,9069,9659,2160
8770,9092,9713,2315
8769,9069,9771,2472
8666,8921,9793,2628
8550,8791,9827,2800
8469,8741,9848,2970
8477,8791,9883,3128
8475,8803,9881,3263
8477,8791,9883,3405
8459,8765,9869,3548
8477,8791,9883,3681
8492,8795,9879,3785
8550,8791,9883,3889
8612,8761,9851,3995
8696,8791,9827,4096
8737,8858,9785,4171
8769,8976,9771,4252
8767,9045,9742,4337
8769,9069,9715,4407
8730,9041,9650,4420
8696,9069,9603,4407
8663,9115,9560,4396
8696,9161,9548,4407
8734,9148,9500,4409
8769,9161,9436,4407
8754,9169,9337,4400
8769,9161,9268,4407
8797,9109,9203,4405
8842,9161,9157,4407
8854,9328,9072,4402
8915,9531,8989,4407
9015,9611,8891,4404
9134,9624,8822,4407
9182,9614,8735,4403
9208,9624,8654,4407
9224,9599,8539,4403
9281,9624,8431,4407
9351,9701,8306,4403
9500,9809,8208,4407
9681,9849,8093,4403
9865,9901,7984,4407
9996,10005,7855,4403
10158,10179,7761,4407
10316,10303,7670,4403
10377,10364,7593,4407
10195,10318,7493,4403
9865,10179,7426,4407
9524,9887,7365,4403
9281,9531,7314,4407
9020,9212,7223,4403
8696,9069,7147,4407
8333,9022,7078,4403
8111,8976,7035,4407
8055,8832,6968,4403
8111,8698,6923,4407
8127,8618,6887,4403
8111,8606,6868,4407
8066,8559,6809,4403
8038,8513,6756,4407
7968,8480,6710,4403
7892,8513,6700,4407
7803,8549,6670,4403
7746,8606,6644,4407
7664,8646,6606,4403
7600,8698,6588,4407
7555,8701,6556,4403
7600,8698,6533,4407
7665,8677,6496,4402
7746,8698,6477,4407
7776,8699,6443,4404
7819,8698,6421,4407
7851,8674,6385,4402
7892,8698,6365,4407
7867,8714,6332,4405
7819,8698,6309,4407
7795,8620,6272,4400
7892,8606,6253,4407
8008,8673,6223,4409
8038,8791,6198,4407
7939,8822,6155,4374
7892,8791,6142,4338
7951,8719,6137,4297
8111,8698,6142,4269
8372,8744,6112,4226
8915,8976,6086,4183
9698,9408,6052,4130
10523,9994,6030,4096
11231,10491,5990,4059
11911,10734,5974,4027
12363,10599,5968,3984
12131,10179,5974,3958
11001,9592,5946,3935
9573,9069,5918,3923
8577,8737,5883,3900
8258,8698,5863,3889
8275,8845,5824,3876
8404,9069,5807,3871
8573,9225,5798,3854
8769,9346,5807,3854
8834,9436,5783,3859
8769,9531,5751,3871
8634,9555,5710,3864
8550,9531,5695,3871
8491,9463,5667,3889
8477,9439,5639,3923
8463,9426,5597,3938
8477,9439,5583,3958
8470,9423,5578,3982
8477,9439,5583,4027
8460,9466,5558,4061
8477,9531,5528,4096
8496,9547,5489,4123
8550,9531,5472,4165
8560,9464,5443,4198
8550,9439,5416,4234
8516,9451,5375,4261
8550,9531,5360,4304
8617,9590,5354,4339
8696,9624,5360,4373
8704,9602,5336,4381
8696,9624,5304,4390
8675,9686,5261,4394
8696,9809,5248,4407
8715,9905,5243,4406
8769,9994,5248,4407
8807,10012,5224,4401
8842,9994,5193,4407
8848,9947,5149,4404
8915,9994,5137,4407
9017,10087,5132,4402
9134,10179,5137,4407
9176,10199,5110,4403
9208,10272,5081,4407
9233,10376,5041,4403
9281,10457,5025,4407
9276,10429,5012,4403
9281,10457,5025,4407
9311,10578,5026,4403
9427,10734,5025,4407
9563,10778,4992,4403
9719,10827,4969,4407
9833,10965,4951,4403
9938,11197,4969,4407
10022,11360,4986,4403
10158,11475,5025,4407
10306,11560,5065,4403
10450,11660,5137,4407
10504,11702,5208,4403
10523,11752,5304,4407
10530,11825,5414,4403
10596,11937,5583,4407
10667,11974,5773,4403
10742,11937,5974,4407
10759,11809,6137,4403
10742,11660,6309,4407
10651,11470,6489,4403
10523,11289,6700,4407
10340,11071,6878,4403
10158,10827,7035,4407
9943,10506,7160,4403
9719,10179,7314,4407
9449,9858,7474,4403
9208,9624,7649,4407
9012,9448,7792,4403
8915,9346,7928,4407
8841,9222,8036,4403
8769,9069,8152,4407
8629,8857,8252,4403
8477,8698,8375,4407
8327,8603,8486,4403
8258,8606,8598,4407
8212,8630,8676,4403
8184,8698,8766,4407
8127,8751,8845,4403
8111,8791,8933,4407
8107,8752,8986,4403
8111,8698,9045,4407
8064,8630,9093,4403
8038,8606,9157,4407
8024,8583,9185,4403
8038,8606,9213,4407
8022,8638,9226,4403
8038,8698,9268,4407
8068,8712,9295,4403
8111,8698,9324,4407
8104,8639,9319,4403
8111,8606,9324,4407
8137,8585,9315,4403
8184,8606,9324,4407
8162,8608,9315,4403
8111,8606,9324,4407
8069,8557,9318,4403
8111,8513,9324,4407
8161,8478,9296,4403
8184,8513,9268,4407
8140,8561,9224,4403
8111,8606,9213,4407
8097,8595,9187,4403
8111,8606,9157,4407
8099,8636,9088,4403
8111,8698,9045,4407
8135,8707,9009,4403
8184,8698,8989,4407
8186,8676,8930,4403
8184,8698,8878,4407
8189,8701,8815,4403
8258,8698,8766,4407
8329,8693,8680,4403
8404,8791,8598,4407
8438,8961,8504,4403
8477,9161,8431,4407
8504,9277,8337,4403
8550,9346,8263,4407
8559,9380,8177,4403
8550,9439,8096,4407
8516,9482,7977,4403
8550,9531,7873,4407
8655,9540,7772,4403
8842,9531,7705,4407
9027,9496,7616,4403
9208,9531,7538,4407
9354,9638,7460,4403
9500,9809,7426,4407
9581,9931,7378,4403
9573,9994,7314,4407
9410,9948,7212,4403
9134,9809,7147,4407
8767,9522,7106,4403
8404,9161,7091,4407
8065,8807,7037,4403
7819,8606,6979,4407
7656,8529,6912,4403
7600,8513,6868,4407
7564,8432,6804,4403
7527,8328,6756,4407
7465,8237,6712,4403
7454,8236,6700,4407
7439,8268,6671,4403
7381,8328,6644,4407
7262,8342,6603,4403
7234,8328,6588,4407
7303,8264,6562,4403
7381,8236,6533,4407
7324,8245,6470,4403
7234,8328,6421,4407
7191,8413,6378,4403
7234,8513,6365,4407
7240,8568,6335,4403
7234,8606,6309,4407
7217,8595,6270,4403
7234,8606,6253,4407
7224,8607,6224,4403
7234,8606,6198,4407
7277,8552,6155,4403
7381,8513,6142,4407
7445,8488,6135,4403
7454,8513,6142,4407
7400,8543,6116,4403
7381,8606,6086,4407
7390,8631,6045,4403
7454,8606,6030,4407
7579,8536,6003,4403
7892,8606,5974,4407
8414,8884,5930,4403
9134,9346,5918,4407
9951,9806,5915,4403
10815,10179,5918,4407
11511,10347,5889,4399
11765,10272,5863,4390
11337,9917,5829,4366
10377,9439,5807,4355
9255,8955,5768,4344
8404,8606,5751,4338
7962,8431,5743,4316
7892,8513,5751,4304
7983,8743,5727,4290
8111,8976,5695,4286
8168,9078,5655,4266
8184,9161,5639,4252
8168,9262,5612,4236
8184,9346,5583,4234
8191,9283,5541,4218
8184,9161,5528,4200
8133,9066,5522,4174
8111,9069,5528,4165
8102,9090,5502,4154
8111,9161,5472,4148
8089,9247,5433,4127
8111,9346,5416,4113
8149,9361,5387,4093
8184,9346,5360,4079
8139,9321,5320,4055
8111,9346,5304,4044
8142,9349,5296,4033
8258,9346,5304,4027
8348,9324,5282,4005
8404,9346,5248,3992
8402,9352,5203,3979
8404,9346,5193,3975
8386,9309,5192,3955
8404,9346,5193,3941
8429,9428,5160,3924
8477,9531,5137,3923
8478,9568,5125,3913
8477,9624,5137,3906
8477,9704,5118,3892
8550,9809,5081,3889
8650,9826,5032,3877
8769,9809,5025,3871
8821,9779,5027,3858
8842,9809,5025,3854
8845,9840,4988,3843
8915,9901,4969,3837
8992,9939,4962,3823
9061,9994,4969,3820
9097,10073,4941,3815
9208,10272,4913,3820
9359,10492,4894,3811
9500,10642,4913,3802
9537,10662,4916,3785
9573,10734,4913,3785
9653,10904,4896,3784
9792,11104,4913,3785
9876,11171,4935,3771
9938,11197,4969,3768
10031,11282,4997,3765
10231,11475,5081,3768
10417,11613,5203,3755
10523,11660,5360,3750
10535,11636,5492,3747
10596,11660,5639,3750
10689,11676,5806,3738
10742,11660,6030,3733
10649,11567,6253,3729
10523,11475,6477,3733
10427,11308,6668,3722
10377,11012,6868,3716
10252,10563,7053,3710
10084,10179,7258,3716
9893,9965,7450,3708
9719,9901,7649,3699
9476,9789,7817,3682
9208,9624,7984,3681
8963,9447,8137,3678
8842,9346,8319,3681
8770,9224,8492,3672
8696,9069,8654,3664
8566,8882,8766,3649
8477,8791,8878,3647
8426,8768,8982,3643
8404,8791,9101,3647
8324,8777,9186,3637
8258,8791,9268,3630
8224,8799,9323,3616
8258,8791,9380,3612
8265,8693,9403,3601
8258,8606,9436,3595
8213,8567,9457,3582
8184,8606,9492,3578
8135,8614,9492,3567
8111,8606,9492,3560
8092,8577,9477,3547
8111,8606,9492,3543
8108,8667,9491,3534
8111,8791,9492,3526
8116,8904,9458,3504
8184,8976,9436,3491
8245,8914,9399,3478
8258,8791,9380,3474
8175,8705,9342,3456
8111,8791,9324,3439
8109,8931,9291,3417
8184,8976,9268,3405
8232,8837,9210,3386
8258,8698,9157,3370
8248,8655,9088,3348
8258,8698,9045,3336
8249,8696,8984,3318
8258,8698,8933,3301
8251,8728,8865,3276
8258,8791,8822,3267
8244,8789,8763,3258
8258,8791,8710,3249
8258,8843,8622,3220
8258,8976,8543,3197
8228,9058,8449,3177
8258,9069,8375,3163
8322,9006,8283,3134
8404,8976,8208,3111
8413,8958,8117,3091
8404,8976,8040,3076
8385,8996,7945,3047
8404,9069,7873,3025
8439,9129,7786,3004
8550,9161,7705,2990
8676,9135,7603,2961
8769,9161,7538,2938
8764,9242,7478,2918
8769,9346,7426,2904
8817,9361,7333,2875
8915,9346,7258,2852
8996,9351,7191,2831
9134,9439,7147,2817
9336,9529,7077,2789
9573,9624,7035,2765
9718,9701,7001,2745
9792,9809,6979,2731
9791,9882,6916,2703
9719,9901,6868,2679
9484,9801,6830,2658
9134,9624,6812,2644
8751,9357,6754,2618
8477,9069,6700,2593
8298,8782,6654,2569
8184,8606,6644,2558
8038,8522,6615,2540
7892,8513,6588,2523
7770,8497,6550,2502
7746,8513,6533,2489
7752,8523,6500,2469
7746,8513,6477,2454
7667,8420,6441,2434
7600,8328,6421,2420
7567,8256,6387,2400
7600,8236,6365,2385
7610,8211,6331,2366
7600,8236,6309,2351
7548,8278,6274,2329
7527,8328,6253,2316
7510,8315,6221,2304
7527,8328,6198,2299
7519,8388,6160,2283
7527,8513,6142,2264
7515,8584,6112,2240
7527,8606,6086,2230
7521,8565,6043,2221
7527,8513,6030,2212
7513,8416,6025,2192
7527,8328,6030,2178
7549,8272,6001,2166
7600,8328,5974,2160
7613,8452,5940,2143
7600,8606,5918,2126
7556,8654,5880,2106
7600,8606,5863,2091
7785,8551,5854,2071
8184,8698,5863,2057
8754,9029,5838,2045
9500,9439,5807,2039
10342,9807,5767,2023
11181,10179,5751,2005
11733,10407,5722,1984
11765,10272,5695,1970
11160,9680,5654,1953
10158,8976,5639,1936
9116,8464,5632,1914
8404,8236,5639,1901
8093,8173,5617,1890
8111,8328,5583,1884
8247,8649,5538,1868
8404,8976,5528,1849
8497,9107,5525,1826
8550,9161,5528,1815
8526,9246,5498,1805
8477,9346,5472,1797
8410,9293,5438,1779
8404,9161,5416,1763
8427,9060,5379,1744
8477,9069,5360,1728
8480,9072,5350,1707
8477,9069,5360,1694
8457,9048,5340,1684
8477,9069,5304,1676
8473,9087,5257,1658
8477,9161,5248,1642
8474,9275,5248,1629
8550,9439,5248,1625
8659,9532,5216,1616
8769,9531,5193,1607
8788,9427,5181,1596
8769,9346,5193,1590
8739,9311,5175,1580
8769,9346,5137,1573
8803,9377,5087,1563
8842,9439,5081,1556
8838,9484,5085,1544
8842,9531,5081,1538
8828,9546,5042,1529
8842,9624,5025,1521
8855,9723,5023,1508
8915,9809,5025,1504
8978,9801,4990,1503
9061,9809,4969,1504
9102,9842,4963,1494
9134,9901,4969,1486
9128,9919,4937,1482
9134,9994,4913,1486
9136,10095,4903,1486
9208,10179,4913,1486
9325,10183,4886,1484
9500,10272,4858,1486
9631,10455,4839,1485
9719,10642,4858,1486
9740,10686,4859,1486
9792,10734,4858,1486
9895,10882,4843,1483
10084,11104,4858,1486
10255,11225,4874,1493
10377,11289,4913,1504
10428,11359,4952,1504
10523,11475,5025,1504
10660,11530,5113,1501
10815,11567,5248,1504
10879,11600,5399,1503
10888,11660,5583,1504
10869,11645,5768,1502
10888,11567,5974,1504
10875,11400,6167,1503
10815,11197,6365,1504
10676,10949,6532,1502
10523,10734,6700,1504
10322,10510,6855,1503
10084,10272,7035,1504
9800,9998,7203,1501
9573,9809,7370,1504
9383,9671,7504,1503
9208,9531,7649,1504
8992,9315,7785,1501
8842,9161,7928,1504
8755,9094,8039,1505
8696,9069,8152,1504
8572,8938,8254,1493
8477,8791,8375,1486
8425,8696,8466,1484
8404,8698,8543,1486
8318,8666,8588,1479
8258,8606,8654,1469
8242,8527,8709,1463
8258,8513,8766,1469
8189,8505,8787,1473
8111,8513,8822,1469
8071,8497,8846,1456
8111,8513,8878,1452
8141,8538,8871,1452
8184,8606,8878,1452
8218,8657,8890,1441
8258,8698,8933,1435
8230,8668,8942,1433
8184,8606,8933,1435
8125,8523,8892,1425
8111,8513,8878,1417
8119,8546,8865,1415
8184,8606,8878,1417
8239,8609,8855,1408
8258,8606,8822,1400
8205,8593,8769,1396
8184,8606,8766,1400
8205,8596,8770,1399
8258,8606,8766,1400
8254,8603,8702,1400
8258,8606,8654,1400
8299,8582,8617,1391
8404,8606,8598,1383
8446,8649,8536,1378
8404,8698,8487,1383
8294,8692,8447,1383
8258,8698,8431,1383
8301,8697,8374,1380
8404,8698,8319,1383
8455,8690,8256,1382
8477,8791,8208,1383
8465,8957,8121,1381
8477,9069,8040,1383
8470,8969,7949,1381
8477,8791,7873,1383
8465,8695,7774,1381
8477,8791,7705,1383
8486,8942,7643,1381
8550,9069,7593,1383
8643,9117,7504,1381
8769,9161,7426,1383
8835,9170,7357,1381
8842,9161,7314,1383
8789,9126,7233,1381
8769,9161,7147,1383
8777,9244,7062,1381
8842,9346,7035,1383
8942,9387,7010,1381
9134,9439,6979,1383
9359,9512,6911,1381
9573,9624,6868,1383
9716,9709,6833,1381
9865,9809,6812,1383
9971,9884,6752,1381
9938,9901,6700,1383
9643,9761,6655,1381
9208,9531,6644,1383
8777,9272,6614,1381
8477,9069,6588,1383
8256,8869,6550,1381
8111,8698,6533,1383
7987,8562,6500,1381
7892,8513,6477,1383
7790,8447,6440,1382
7746,8328,6421,1383
7733,8195,6388,1381
7746,8236,6365,1383
7730,8402,6329,1382
7746,8513,6309,1383
7761,8402,6277,1380
7746,8236,6253,1383
7633,8170,6216,1384
7527,8236,6198,1383
7480,8280,6168,1372
7527,8328,6142,1365
7542,8400,6099,1363
7527,8513,6086,1365
7488,8540,6081,1364
7527,8513,6086,1365
7574,8476,6056,1366
7600,8513,6030,1365
7572,8559,5996,1355
7600,8606,5974,1348
7672,8606,5934,1346
7746,8606,5918,1348
7742,8592,5912,1341
7746,8606,5918,1331
7778,8582,5890,1319
7819,8513,5863,1314
7776,8386,5828,1304
7746,8328,5807,1296
7842,8382,5767,1286
8184,8606,5751,1279
8736,8957,5744,1269
9500,9439,5751,1262
10382,9895,5724,1253
11254,10179,5695,1244
11831,10151,5660,1232
11911,9901,5639,1227
11370,9506,5602,1226
10377,9069,5583,1227
9247,8618,5574,1220
8404,8328,5583,1210
8014,8289,5561,1199
8038,8513,5528,1193
8238,8805,5483,1183
8477,9069,5472,1175
8633,9254,5467,1165
8696,9439,5472,1158
8636,9549,5446,1149
8550,9531,5416,1141
8479,9345,5374,1131
8477,9161,5360,1123
8475,9084,5353,1114
8477,9161,5360,1106
8437,9261,5338,1096
8404,9346,5304,1089
8369,9357,5259,1080
8404,9346,5248,1072
8445,9313,5247,1061
8477,9346,5248,1054
8432,9397,5216,1046
8404,9439,5193,1037
8406,9415,5180,1024
8477,9439,5193,1020
8565,9517,5175,1020
8696,9624,5137,1020
8779,9639,5087,1010
8769,9624,5081,1002
8637,9602,5085,999
8550,9624,5081,1002
8572,9617,5042,1002
8696,9624,5025,1002
8781,9616,5023,1003
8842,9624,5025,1002
8873,9599,4990,993
8915,9624,4969,985
8907,9688,4965,981
8915,9809,4969,985
8952,9898,4936,986
9061,9994,4913,985
9147,10075,4906,983
9208,10179,4913,985
9222,10232,4882,985
9281,10272,4858,985
9367,10289,4848,984
9500,10364,4858,985
9609,10471,4829,984
9719,10642,4802,985
9789,10819,4785,984
9865,11012,4802,985
9941,11133,4799,984
10084,11197,4802,985
10239,11209,4807,984
10377,11289,4858,985
10442,11420,4924,984
10523,11567,5025,985
10623,11627,5125,984
10742,11660,5248,985
10789,11689,5384,984
10815,11752,5583,985
10836,11744,5805,984
10888,11660,6030,985
10882,11481,6214,984
10815,11289,6421,985
10671,11061,6641,984
10523,10827,6868,985
10343,10544,7038,984
10158,10272,7203,985
9931,10005,7363,984
9719,9809,7538,985
9491,9642,7675,984
9281,9531,7817,985
9064,9425,7952,984
8915,9346,8096,985
8817,9223,8203,985
8769,9069,8319,985
8670,8859,8431,982
8550,8698,8543,985
8430,8601,8599,992
8404,8606,8654,1002
8407,8612,8719,1004
8404,8606,8822,1002
8323,8546,8890,999
8258,8513,8933,1002
8225,8493,8946,1010
8258,8513,8989,1020
8262,8508,9022,1022
8258,8513,9045,1020
8236,8501,9029,1014
8258,8513,9045,1020
8262,8505,9072,1030
8258,8513,9101,1037
8227,8503,9071,1035
8258,8513,9045,1037
8322,8504,9030,1045
8404,8513,9045,1054
8415,8503,9020,1054
8404,8513,8989,1054
8382,8530,8947,1061
8404,8606,8933,1072
8406,8672,8900,1073
8404,8698,8878,1072
8381,8643,8840,1075
8404,8606,8822,1089
8435,8592,8785,1100
8477,8606,8766,1106
8475,8587,8734,1104
8477,8606,8710,1106
8465,8649,8651,1112
8477,8698,8598,1123
8468,8661,8533,1132
8477,8606,8487,1141
8471,8573,8408,1147
8477,8606,8319,1158
8441,8614,8198,1167
8404,8606,8096,1175
8369,8578,7981,1180
8404,8606,7873,1193
8444,8646,7744,1209
8477,8698,7649,1227
8478,8699,7561,1235
8550,8698,7482,1244
8662,8704,7363,1258
8769,8791,7258,1279
8798,8917,7160,1296
8842,9069,7091,1314
8893,9147,6999,1329
8915,9161,6923,1348
8850,9103,6851,1364
8842,9069,6812,1383
8948,9075,6754,1398
9134,9161,6700,1417
9277,9253,6631,1433
9427,9346,6588,1452
9579,9415,6546,1468
9719,9531,6533,1486
9800,9665,6506,1501
9938,9809,6477,1521
10090,9887,6413,1538
10084,9901,6365,1556
9734,9755,6323,1564
9208,9439,6309,1573
8741,9009,6278,1584
8477,8698,6253,1607
8305,8560,6217,1628
8184,8513,6198,1642
8084,8385,6164,1647
8038,8236,6142,1659
7971,8139,6107,1676
7892,8143,6086,1694
7792,8143,6052,1700
7746,8143,6030,1711
7727,8131,5996,1726
7746,8143,5974,1746
7742,8132,5939,1754
7746,8143,5918,1763
7732,8146,5887,1771
7746,8143,5863,1780
7759,8084,5825,1779
7819,8051,5807,1780
7864,8036,5781,1785
7892,8051,5751,1797
7849,8032,5689,1800
7819,8051,5639,1797
7797,8086,5599,1788
7819,8143,5583,1780
7833,8171,5552,1769
7892,8236,5528,1763
7963,8298,5494,1755
8038,8328,5472,1746
8046,8293,5436,1727
8038,8328,5416,1711
8024,8433,5389,1695
8038,8513,5360,1676
8024,8409,5299,1648
8038,8236,5248,1625
8144,8163,5207,1607
8477,8328,5193,1590
9030,8625,5163,1563
9792,8976,5137,1538
10657,9304,5101,1515
11546,9624,5081,1486
12215,9820,5049,1443
12423,9809,5025,1400
11977,9516,4991,1365
11034,9069,4969,1331
9925,8587,4937,1281
9061,8236,4913,1227
8604,8064,4879,1179
8550,8143,4858,1141
8682,8388,4826,1093
8842,8698,4802,1037
8904,8920,4767,980
8915,9069,4746,933
8878,9138,4716,891
8842,9161,4690,847
8786,9084,4651,795
8769,8976,4634,743
8760,8857,4627,691
8769,8791,4634,639
8749,8750,4612,581
8769,8791,4578,519
8801,8869,4535,455
8842,8976,4523,398
8806,9028,4519,344
8769,9069,4523,294
8761,9070,4498,238
8842,9069,4467,173
8902,9042,4426,103
8915,9069,4411,52
8876,9114,4405,26
8915,9161,4411,17
9016,9144,4390,8
9134,9161,4355,0
9152,9229,4311,-3
9134,9346,4299,0
9127,9378,4299,1
9208,9346,4299,0
9308,9295,4268,-1
9427,9346,4243,0
9486,9440,4232,0
9500,9531,4243,0
9443,9533,4226,-1
9427,9531,4188,0
9464,9544,4140,0
9573,9624,4132,0
9652,9702,4135,0
9719,9809,4132,0
9746,9895,4096,0
9792,9994,4076,0
9835,10090,4071,0
9938,10272,4076,0
10065,10473,4047,0
10231,10642,4020,0
10371,10716,4004,0
10523,10827,4020,0
10640,10972,4020,0
10742,11104,4020,0
10797,11136,4009,0
10888,11197,4020,0
11012,11321,4033,0
11181,11475,4076,0
11302,11553,4123,0
11400,11660,4188,0
11461,11812,4248,0
11546,11937,4355,0
11597,11861,4500,0
11619,11660,4690,0
11561,11442,4876,0
11473,11289,5081,0
11331,11087,5291,0
11181,10827,5528,0
10992,10522,5750,0
10815,10272,5974,0
10603,10033,6173,0
10377,9809,6365,0
10103,9555,6528,0
9865,9346,6700,0
9655,9176,6864,0
9500,9069,7035,0
9332,8933,7176,0
9208,8791,7314,0
9128,8650,7429,0
9134,8606,7538,0
9120,8578,7616,0
9061,8513,7705,0
8928,8353,7788,0
8842,8236,7873,0
8809,8196,7924,0
8842,8236,7984,0
8842,8238,8037,0
8842,8236,8096,0
8826,8222,8120,0
8842,8236,8152,0
8835,8223,8175,0
8842,8236,8208,0
8830,8237,8205,0
8842,8236,8208,0
8833,8199,8201,0
8842,8236,8208,0
8834,8353,8180,0
8842,8513,8152,0
8830,8565,8112,0
8842,8513,8096,0
8837,8396,8064,0
8842,8328,8040,0
8841,8296,8002,0
8915,8328,7984,0
9024,8395,7952,0
9134,8513,7928,0
9151,8566,7889,0
9134,8513,7873,0
9108,8372,7845,0
9134,8328,7817,0
9160,8401,7755,0
9208,8513,7705,0
9219,8523,7646,0
9208,8513,7593,0
9148,8537,7506,0
9134,8606,7426,0
9156,8614,7337,0
9208,8606,7258,0
9207,8593,7146,0
9208,8606,7035,0
9196,8588,6914,0
9208,8606,6812,0
9208,8643,6691,0
9281,8698,6588,0
9389,8716,6490,0
9500,8791,6421,0
9531,8922,6336,0
9573,9069,6253,0
9637,9100,6155,0
9719,9069,6086,0
9725,9035,6020,0
9719,9069,5974,0
9724,9080,5912,0
9792,9069,5863,0
9893,9056,5801,0
10084,9161,5751,0
10290,9338,5684,0
10450,9531,5639,0
10507,9663,5599,0
10596,9809,5583,0
10709,9940,5552,0
10742,9994,5528,0
10524,9863,5491,0
10158,9624,5472,0
9778,9314,5440,0
9500,8976,5416,0
9254,8598,5380,0
9061,8328,5360,0
8912,8215,5330,0
8842,8236,5304,0
8768,8239,5264,0
8696,8236,5248,0
8603,8225,5241,0
8550,8236,5248,0
8499,8192,5225,0
8477,8143,5193,0
8451,8108,5150,0
8477,8143,5137,0
8508,8182,5130,0
8550,8236,5137,0
8543,8272,5115,0
