II,MCL,PLETH,RESP
508,1819,4953,-1624
5,1668,4901,-1672
-266,1419,4849,-1707
-414,1228,4769,-1728
-653,1128,4709,-1748
-1008,993,4665,-1766
-1331,800,4639,-1790
-1509,614,4587,-1811
-1549,473,4535,-1832
-1546,380,4487,-1847
-1549,400,4465,-1873
-1555,492,4431,-1899
-1549,473,4395,-1915
-1549,143,4350,-1911
-1549,-473,4325,-1915
-1547,-1216,4293,-1932
-1549,-1856,4256,-1957
-1562,-2230,4196,-1962
-1549,-2292,4151,-1957
-1525,-2239,4111,-1951
-1549,-2292,4081,-1957
-1596,-2424,4038,-1958
-1549,-2292,4011,-1957
-1372,-1690,3991,-1952
-1137,-764,3977,-1957
-799,192,3938,-1958
-218,1092,3907,-1957
515,1931,3883,-1951
1040,2620,3872,-1957
1214,3033,3839,-1961
1282,3238,3802,-1957
1470,3377,3761,-1933
1621,3493,3732,-1915
1559,3524,3694,-1909
1452,3493,3663,-1915
1576,3472,3625,-1913
1815,3493,3593,-1915
1767,3507,3550,-1917
1282,3493,3523,-1915
701,3469,3502,-1893
387,3457,3488,-1873
296,3443,3453,-1865
169,3420,3418,-1873
94,3395,3379,-1875
339,3384,3349,-1873
693,3385,3308,-1869
460,3384,3279,-1873
-540,3354,3255,-1873
-1549,3311,3244,-1873
-1817,3274,3224,-1870
-1549,3275,3209,-1873
-1409,3281,3190,-1872
-1549,3275,3174,-1873
-1634,3246,3139,-1871
-1549,3238,3105,-1873
-1494,3241,3075,-1872
-1549,3238,3070,-1873
-1584,3219,3058,-1871
-1549,3238,3035,-1873
-1527,3285,2993,-1872
-1549,3311,2965,-1873
-1561,3273,2945,-1870
-1549,3238,2930,-1873
-1541,3247,2895,-1874
-1549,3275,2860,-1873
-1552,3240,2833,-1866
-1549,3165,2825,-1873
-1546,3105,2811,-1891
-1549,3093,2791,-1915
-1549,3073,2764,-1920
-1549,3020,2756,-1915
-1544,2937,2754,-1908
-1549,2874,2756,-1915
-1551,2832,2739,-1918
-1549,2802,2721,-1915
-1541,2760,2699,-1906
-1549,2729,2686,-1915
-1558,2706,2667,-1935
-1549,2692,2651,-1957
-1497,2658,2630,-1960
-1428,2620,2616,-1957
-1349,2578,2597,-1952
-1234,2547,2581,-1957
-1017,2507,2560,-1956
-726,2474,2546,-1957
-509,2437,2528,-1954
-532,2401,2512,-1957
-770,2356,2490,-1954
-1040,2329,2477,-1957
-1202,2309,2459,-1956
-1307,2292,2442,-1957
-1430,2271,2417,-1952
-1549,2292,2407,-1957
-1580,2348,2404,-1960
-1549,2401,2407,-1957
-1529,2405,2391,-1933
-1549,2401,2372,-1915
-1558,2432,2360,-1909
-1549,2511,2372,-1915
-1540,2588,2379,-1902
-1549,2656,2372,-1873
-1551,2709,2347,-1841
-1549,2765,2337,-1832
-1544,2807,2337,-1833
-1549,2838,2337,-1832
-1549,2835,2317,-1812
-1549,2802,2302,-1790
-1547,2747,2299,-1768
-1549,2729,2302,-1748
-1549,2764,2286,-1723
-1549,2838,2267,-1707
-1545,2882,2258,-1691
-1549,2874,2267,-1665
-1552,2829,2269,-1619
-1549,2802,2267,-1582
-1539,2796,2262,-1561
-1549,2802,2267,-1540
-1560,2794,2267,-1498
-1549,2802,2267,-1457
-1529,2821,2262,-1432
-1549,2838,2267,-1415
-1578,2823,2269,-1378
-1549,2802,2267,-1332
-1507,2780,2249,-1300
-1549,2765,2232,-1291
-1636,2747,2222,-1277
-1549,2765,2232,-1249
-1174,2817,2237,-1205
-702,2874,2232,-1166
-497,2884,2209,-1137
-653,2874,2198,-1124
-847,2877,2193,-1110
-750,2911,2198,-1082
-561,2937,2192,-1038
-702,2947,2198,-999
-1071,2932,2209,-973
-1137,2911,2232,-957
-878,2892,2254,-936
-774,2911,2302,-916
-668,2960,2366,-895
411,3020,2442,-874
2630,3047,2502,-849
4621,3056,2581,-833
5129,3065,2686,-829
4621,3093,2825,-833
4357,3106,2953,-819
4621,3093,3070,-791
4787,3049,3177,-761
4621,3020,3314,-749
4508,3011,3464,-748
4621,3020,3628,-749
4632,3009,3779,-746
4307,2984,3942,-749
3846,2943,4108,-754
3557,2911,4291,-749
3450,2893,4463,-728
3387,2911,4639,-708
3439,2926,4799,-701
3799,2911,4953,-708
4303,2859,5088,-709
4452,2838,5232,-708
4099,2856,5373,-706
3726,2874,5511,-708
3713,2841,5617,-707
3823,2802,5721,-708
3689,2788,5819,-708
3508,2802,5930,-708
3595,2800,6020,-703
3799,2802,6104,-708
3709,2806,6161,-725
3339,2802,6209,-749
3006,2772,6235,-758
2855,2765,6279,-749
2718,2787,6326,-738
2516,2802,6384,-749
2305,2763,6417,-774
2129,2729,6453,-791
1897,2744,6483,-789
1597,2802,6523,-791
1393,2833,6540,-808
1524,2838,6558,-833
1987,2844,6567,-838
2516,2874,6593,-833
2792,2888,6607,-840
2734,2874,6628,-874
2441,2843,6628,-907
2105,2838,6628,-916
1911,2831,6606,-905
1984,2802,6593,-916
2189,2731,6571,-954
2274,2656,6558,-999
2189,2609,6523,-1022
2202,2620,6488,-1041
2447,2616,6433,-1073
2662,2547,6384,-1124
2480,2482,6323,-1169
1984,2547,6279,-1207
1652,2631,6225,-1244
1791,2547,6174,-1291
2148,2405,6100,-1333
2250,2511,6035,-1374
1993,2707,5961,-1411
1718,2547,5895,-1457
1714,2209,5806,-1500
1911,2511,5721,-1540
2114,3529,5627,-1575
2299,4148,5546,-1624
2468,3554,5452,-1682
2468,2474,5372,-1748
2171,2086,5292,-1809
1742,2438,5232,-1873
1461,2709,5161,-1935
1331,2547,5093,-1998
1059,2267,5013,-2055
508,2074,4953,-2123
-61,1850,4894,-2190
-315,1565,4849,-2248
-337,1346,4791,-2285
-532,1201,4744,-2331
-1050,1022,4697,-2391
-1549,800,4674,-2456
-1680,587,4641,-2499
-1549,400,4605,-2539
-1480,248,4545,-2593
-1549,218,4500,-2664
-1591,294,4458,-2717
-1549,327,4430,-2748
-1522,134,4390,-2761
-1549,-291,4360,-2789
-1567,-864,4324,-2828
-1549,-1455,4291,-2872
-1537,-1972,4234,-2898
-1549,-2292,4186,-2914
-1555,-2373,4142,-2926
-1549,-2292,4116,-2956
-1545,-2249,4079,-2982
-1549,-2292,4046,-2997
-1548,-2229,4006,-2992
-1549,-1746,3977,-2997
-1549,-785,3938,-3014
-1549,400,3907,-3039
-1544,1458,3868,-3043
-1549,2256,3837,-3039
-1552,2823,3797,-3031
-1549,3202,3767,-3039
-1543,3392,3730,-3041
-1549,3457,3698,-3039
-1503,3484,3655,-3030
-1355,3529,3628,-3039
-1174,3572,3605,-3045
-1137,3602,3593,-3039
-1261,3601,3561,-3011
-1355,3566,3523,-2997
-1257,3522,3479,-2997
-1065,3529,3453,-2997
-959,3583,3432,-2973
-992,3602,3418,-2956
-1092,3540,3387,-2952
-1210,3457,3349,-2956
-1268,3420,3303,-2935
-1186,3420,3279,-2914
-1031,3405,3261,-2905
-1040,3384,3244,-2914
-1287,3377,3206,-2901
-1549,3384,3174,-2872
-1608,3365,3149,-2839
-1549,3347,3139,-2831
-1532,3350,3121,-2830
-1549,3384,3105,-2831
-1533,3405,3083,-2812
-1549,3420,3070,-2789
-1600,3430,3049,-2762
-1549,3457,3035,-2748
-1376,3476,3015,-2729
-1307,3493,3000,-2706
-1409,3486,2978,-2663
-1428,3457,2965,-2623
-1205,3390,2948,-2590
-968,3311,2930,-2581
-902,3228,2894,-2567
-847,3165,2860,-2539
-667,3116,2833,-2491
-581,3093,2825,-2456
-748,3074,2812,-2433
-919,3056,2791,-2415
-830,3020,2752,-2375
-653,2984,2721,-2331
-677,2943,2696,-2288
-823,2911,2686,-2248
-804,2881,2669,-2188
-605,2874,2651,-2123
-444,2866,2628,-2069
-411,2838,2616,-2040
-396,2777,2600,-2007
-363,2729,2581,-1957
-426,2694,2555,-1887
-629,2656,2546,-1832
-776,2591,2545,-1790
-653,2547,2546,-1748
-330,2529,2529,-1686
-121,2511,2512,-1624
-176,2451,2492,-1574
-315,2401,2477,-1540
-328,2390,2453,-1500
-290,2401,2442,-1457
-362,2374,2438,-1413
-484,2329,2442,-1374
-458,2304,2426,-1330
-266,2329,2407,-1291
-74,2365,2395,-1250
-24,2401,2407,-1207
-139,2432,2414,-1159
-363,2474,2407,-1124
-560,2510,2381,-1102
-581,2547,2372,-1082
-442,2586,2373,-1043
-339,2656,2372,-999
-396,2746,2350,-968
-532,2838,2337,-957
-642,2881,2335,-943
-750,2874,2337,-916
-865,2840,2318,-884
-871,2838,2302,-874
-727,2870,2298,-878
-653,2911,2302,-874
-892,2909,2286,-850
-1355,2874,2267,-833
-1645,2826,2258,-831
-1452,2802,2267,-833
-829,2794,2269,-814
-145,2802,2267,-791
207,2803,2263,-782
121,2802,2267,-791
-131,2792,2266,-795
-194,2802,2267,-791
-49,2828,2265,-787
0,2874,2267,-791
-202,2904,2264,-793
-436,2911,2267,-791
-431,2890,2267,-787
-242,2874,2267,-791
-111,2866,2252,-794
-145,2874,2232,-791
-290,2874,2208,-783
-484,2874,2198,-791
-647,2879,2192,-812
-653,2911,2198,-833
-465,2939,2196,-835
-242,2947,2198,-833
-145,2922,2191,-832
-145,2911,2198,-833
-87,2932,2206,-827
73,2984,2232,-833
235,3016,2259,-853
290,3020,2302,-874
208,2997,2356,-878
24,2984,2442,-874
-179,2987,2539,-873
-290,3020,2651,-874
-237,3049,2760,-870
-73,3056,2895,-874
40,3023,3044,-893
-24,2984,3209,-916
-217,2953,3361,-922
-387,2947,3523,-916
-464,2934,3690,-911
-532,2911,3872,-916
-698,2881,4043,-918
-919,2874,4221,-916
-1027,2867,4383,-912
-968,2838,4535,-916
-915,2775,4654,-918
-1040,2729,4779,-916
-1201,2715,4910,-909
-1089,2729,5058,-916
-696,2729,5184,-936
-387,2729,5302,-957
-390,2727,5413,-962
-508,2729,5546,-957
-500,2709,5673,-953
-460,2692,5791,-957
-553,2684,5876,-959
-653,2692,5965,-957
-535,2692,6048,-954
-266,2692,6139,-957
-112,2690,6209,-960
-169,2692,6279,-957
-316,2687,6341,-950
-436,2692,6418,-957
-490,2696,6476,-978
-460,2692,6523,-999
-355,2667,6549,-1003
-266,2656,6593,-999
-260,2675,6630,-996
-290,2729,6663,-999
-264,2775,6659,-998
-194,2802,6663,-999
-194,2802,6670,-1000
-315,2802,6697,-999
-426,2798,6701,-994
-363,2802,6697,-999
-157,2789,6675,-1018
-24,2765,6663,-1041
-64,2731,6638,-1047
-145,2729,6628,-1041
-110,2742,6608,-1035
0,2729,6593,-1041
11,2676,6544,-1044
-145,2656,6488,-1041
-333,2661,6422,-1033
-387,2620,6384,-1041
-306,2539,6336,-1061
-194,2547,6279,-1082
-14,2602,6187,-1087
290,2547,6104,-1082
491,2447,6026,-1078
290,2547,5965,-1082
-54,2708,5879,-1084
-24,2547,5791,-1082
153,2265,5692,-1078
-339,2620,5616,-1082
-1349,3613,5539,-1085
-1549,4148,5477,-1082
-377,3529,5403,-1075
895,2547,5337,-1082
974,2276,5248,-1102
266,2583,5163,-1124
-156,2624,5076,-1128
-315,2219,5023,-1124
-833,1851,4972,-1120
-1549,1710,4918,-1124
-1782,1539,4839,-1125
-1549,1237,4779,-1124
-1417,972,4734,-1122
-1549,800,4709,-1124
-1629,593,4658,-1124
-1549,327,4605,-1124
-1500,105,4554,-1122
-1549,0,4535,-1124
-1579,-42,4505,-1123
-1549,-73,4465,-1124
-1532,-170,4403,-1123
-1549,-400,4360,-1124
-1558,-814,4321,-1123
-1549,-1346,4291,-1124
-1544,-1895,4246,-1123
-1549,-2292,4221,-1124
-1553,-2419,4202,-1123
-1549,-2292,4186,-1124
-1553,-2179,4135,-1123
-1549,-2292,4081,-1124
-1444,-2488,4034,-1123
-1137,-2292,4011,-1124
-653,-1477,3978,-1123
-169,-291,3942,-1124
170,841,3898,-1123
387,1783,3872,-1124
600,2569,3839,-1122
847,3165,3802,-1124
1063,3473,3745,-1124
1186,3566,3698,-1124
1230,3607,3655,-1121
1234,3675,3628,-1124
1199,3713,3591,-1126
1113,3711,3558,-1124
1028,3705,3518,-1117
1016,3711,3488,-1124
1079,3690,3449,-1144
1137,3638,3418,-1166
1148,3597,3391,-1170
1137,3602,3384,-1166
1106,3632,3370,-1162
992,3638,3349,-1166
792,3595,3307,-1166
653,3529,3279,-1166
753,3489,3258,-1164
1065,3493,3244,-1166
1325,3501,3209,-1164
1331,3493,3174,-1166
1188,3474,3145,-1166
1161,3493,3139,-1166
1259,3523,3127,-1160
1234,3529,3105,-1166
994,3496,3064,-1184
774,3493,3035,-1207
726,3530,3011,-1214
702,3566,3000,-1207
577,3540,2981,-1199
532,3493,2965,-1207
706,3454,2943,-1227
895,3420,2930,-1249
851,3347,2910,-1255
726,3275,2895,-1249
838,3237,2874,-1240
1186,3238,2860,-1249
1423,3225,2841,-1270
1355,3202,2825,-1291
1154,3176,2804,-1293
1113,3165,2791,-1291
1283,3145,2771,-1300
1500,3129,2756,-1332
1619,3110,2734,-1363
1670,3093,2721,-1374
1710,3055,2703,-1367
1718,3020,2686,-1374
1658,2992,2661,-1396
1621,2984,2651,-1415
1719,2957,2649,-1414
1936,2911,2651,-1415
2152,2846,2635,-1432
2299,2802,2616,-1457
2359,2765,2595,-1462
2323,2729,2581,-1457
2203,2689,2559,-1464
2057,2692,2546,-1499
1901,2721,2541,-1530
1718,2729,2546,-1540
1555,2665,2535,-1532
1524,2583,2512,-1540
1600,2537,2482,-1563
1597,2547,2477,-1582
1408,2565,2479,-1579
1186,2583,2477,-1582
1125,2596,2454,-1600
1186,2620,2442,-1624
1120,2634,2440,-1625
847,2656,2442,-1624
595,2685,2422,-1637
629,2729,2407,-1665
855,2754,2402,-1675
944,2765,2407,-1665
764,2781,2392,-1653
557,2838,2372,-1665
540,2887,2350,-1687
605,2874,2337,-1707
499,2790,2316,-1709
242,2729,2302,-1707
89,2732,2297,-1703
169,2765,2302,-1707
309,2755,2290,-1706
315,2729,2267,-1707
245,2728,2241,-1705
290,2765,2232,-1707
434,2790,2230,-1705
460,2802,2232,-1707
312,2811,2228,-1705
218,2838,2232,-1707
321,2858,2234,-1704
436,2874,2232,-1707
346,2877,2213,-1707
169,2874,2198,-1707
158,2863,2190,-1702
315,2874,2198,-1707
414,2895,2197,-1711
315,2911,2198,-1707
36,2893,2194,-1684
-315,2874,2198,-1665
-528,2876,2195,-1658
-411,2911,2198,-1665
-94,2938,2195,-1666
0,2947,2198,-1665
-319,2928,2194,-1662
-750,2911,2198,-1665
-939,2899,2196,-1665
-895,2911,2198,-1665
-793,2939,2190,-1662
-653,2984,2198,-1665
-478,3001,2218,-1665
-411,2984,2267,-1665
-503,2954,2318,-1662
-532,2984,2372,-1665
-360,3063,2416,-1665
-218,3129,2477,-1665
-373,3104,2549,-1661
-702,3020,2651,-1665
-862,2949,2762,-1669
-750,2947,2895,-1665
-532,2962,3029,-1643
-363,2947,3174,-1624
-291,2898,3319,-1616
-315,2874,3488,-1624
-357,2876,3661,-1626
-290,2874,3837,-1624
-121,2844,3990,-1619
0,2838,4151,-1624
37,2860,4318,-1625
121,2874,4500,-1624
260,2837,4660,-1618
242,2802,4814,-1624
12,2797,4951,-1629
-145,2802,5093,-1624
-16,2765,5216,-1600
194,2729,5337,-1582
178,2721,5441,-1577
-24,2729,5546,-1582
-149,2707,5633,-1580
-97,2692,5721,-1582
45,2704,5789,-1585
194,2729,5860,-1582
283,2716,5921,-1560
218,2692,6000,-1540
48,2684,6070,-1534
0,2692,6139,-1540
170,2675,6185,-1540
363,2656,6244,-1540
417,2667,6297,-1541
436,2729,6349,-1540
530,2793,6364,-1521
581,2838,6384,-1499
485,2854,6407,-1488
363,2874,6453,-1499
311,2896,6476,-1505
218,2911,6488,-1499
45,2887,6480,-1476
-24,2838,6488,-1457
53,2775,6487,-1449
0,2729,6488,-1457
