II,III,PLETH
651,947,4620
644,957,4619
648,971,4612
660,989,4619
673,1011,4618
692,1038,4619
707,1055,4611
708,1054,4619
691,1036,4622
676,1022,4619
670,1017,4595
676,1022,4587
681,1023,4585
692,1022,4587
707,1020,4565
724,1022,4554
733,1022,4551
740,1022,4554
748,1020,4533
756,1022,4522
755,1021,4517
756,1022,4522
771,1025,4501
804,1038,4489
841,1055,4484
869,1071,4489
885,1069,4469
901,1054,4457
917,1033,4451
933,1022,4457
942,1019,4438
949,1022,4424
956,1020,4416
965,1022,4424
973,1027,4409
981,1038,4392
989,1042,4378
997,1038,4392
999,1027,4396
997,1022,4392
995,1019,4367
997,1022,4359
999,1026,4356
997,1038,4359
990,1049,4340
981,1054,4327
972,1050,4316
965,1054,4327
957,1068,4326
949,1087,4327
935,1100,4317
917,1119,4327
892,1144,4336
869,1168,4359
849,1173,4371
837,1168,4392
823,1166,4403
804,1184,4424
783,1208,4436
772,1233,4457
771,1253,4468
772,1281,4489
764,1305,4501
756,1314,4522
754,1298,4533
756,1281,4554
750,1275,4566
740,1281,4587
734,1287,4598
740,1298,4619
749,1308,4632
756,1314,4652
757,1305,4663
756,1298,4685
755,1296,4698
756,1298,4717
756,1288,4716
756,1281,4717
754,1281,4709
756,1281,4717
757,1267,4717
756,1249,4717
753,1236,4688
756,1233,4652
764,1228,4606
772,1233,4587
773,1242,4568
772,1249,4554
771,1241,4516
772,1233,4489
770,1229,4472
772,1233,4489
787,1231,4510
821,1233,4554
861,1234,4604
901,1233,4685
934,1224,4770
965,1233,4880
996,1270,4986
1030,1330,5107
1067,1385,5215
1110,1427,5335
1137,1447,5444
1126,1444,5563
1075,1414,5660
1014,1379,5758
962,1346,5844
917,1314,5953
866,1271,6062
821,1233,6181
790,1208,6276
772,1200,6376
749,1193,6465
724,1184,6571
704,1169,6665
692,1152,6767
681,1125,6847
676,1103,6929
675,1093,6989
676,1103,7059
668,1116,7119
660,1119,7189
656,1104,7238
660,1087,7287
660,1074,7315
660,1071,7352
657,1068,7368
660,1071,7385
659,1077,7379
660,1087,7385
657,1089,7379
660,1087,7385
665,1077,7375
676,1071,7385
685,1065,7384
692,1071,7385
692,1079,7351
692,1087,7320
692,1086,7278
692,1087,7254
681,1088,7216
660,1087,7189
637,1062,7142
644,1006,7092
705,903,7016
837,762,6962
1018,613,6908
1207,519,6864
1334,527,6792
1351,649,6734
1253,842,6676
1094,1054,6636
941,1219,6578
837,1298,6539
780,1286,6500
756,1233,6474
746,1176,6419
740,1135,6376
732,1103,6335
724,1087,6311
715,1085,6261
708,1087,6213
698,1074,6156
692,1054,6116
689,1040,6060
692,1038,6018
697,1037,5976
708,1038,5953
717,1042,5908
724,1054,5856
723,1069,5781
724,1087,5726
728,1102,5669
740,1119,5628
755,1129,5572
772,1135,5530
784,1134,5488
788,1135,5465
781,1135,5429
772,1135,5400
768,1128,5360
772,1119,5335
775,1109,5298
772,1103,5270
766,1094,5229
772,1087,5205
788,1081,5179
804,1087,5172
807,1091,5154
804,1087,5140
802,1064,5113
804,1038,5107
803,1021,5103
804,1022,5107
809,1028,5089
821,1038,5075
834,1050,5053
853,1071,5042
870,1086,5019
885,1087,5010
892,1069,5002
901,1054,5010
915,1050,4997
933,1054,4977
943,1054,4938
949,1054,4912
959,1054,4888
981,1054,4880
1008,1049,4852
1030,1054,4815
1039,1070,4757
1046,1087,4717
1052,1084,4681
1062,1071,4652
1069,1062,4600
1078,1071,4554
1086,1082,4512
1094,1087,4489
1095,1083,4455
1094,1087,4424
1092,1094,4385
1094,1103,4359
1090,1107,4322
1078,1119,4294
1059,1136,4265
1046,1152,4262
1036,1152,4259
1030,1152,4262
1020,1161,4242
1014,1184,4229
1008,1203,4218
997,1216,4229
974,1224,4231
949,1233,4229
929,1234,4207
917,1233,4197
906,1230,4189
901,1233,4197
900,1238,4194
901,1249,4197
893,1258,4191
885,1265,4197
876,1265,4193
869,1265,4197
863,1264,4192
869,1265,4197
880,1268,4192
885,1281,4197
874,1299,4193
869,1314,4197
880,1315,4191
901,1314,4197
912,1313,4195
917,1314,4197
918,1306,4188
917,1298,4197
907,1288,4209
901,1281,4229
905,1271,4228
917,1265,4229
920,1262,4224
917,1265,4229
914,1264,4223
917,1265,4229
922,1265,4238
933,1265,4262
943,1257,4267
949,1249,4262
942,1244,4238
933,1249,4229
929,1255,4222
933,1265,4229
935,1273,4225
933,1281,4229
924,1278,4226
917,1265,4229
912,1244,4212
917,1233,4197
934,1237,4181
965,1265,4197
1000,1304,4214
1030,1346,4229
1043,1377,4221
1046,1395,4229
1040,1392,4243
1030,1379,4262
1008,1359,4255
981,1346,4262
958,1332,4283
949,1314,4327
948,1286,4348
949,1265,4359
947,1256,4363
949,1265,4392
951,1275,4420
949,1281,4457
933,1285,4482
917,1298,4522
909,1311,4554
917,1314,4587
922,1297,4599
917,1281,4619
904,1276,4642
901,1281,4685
907,1281,4716
917,1281,4750
919,1284,4773
917,1298,4815
911,1308,4847
901,1314,4880
873,1305,4890
837,1281,4912
821,1233,4936
869,1168,4977
988,1081,5006
1158,989,5042
1344,924,5069
1512,941,5107
1607,1055,5134
1577,1233,5172
1425,1403,5202
1239,1525,5238
1105,1582,5260
1046,1590,5303
1019,1561,5346
997,1525,5400
977,1490,5431
965,1460,5465
956,1424,5492
949,1395,5530
942,1374,5556
933,1362,5595
921,1346,5626
917,1330,5660
918,1313,5671
917,1298,5693
906,1278,5718
901,1265,5758
906,1261,5774
917,1265,5791
919,1265,5798
917,1265,5823
915,1268,5837
917,1281,5856
916,1296,5854
917,1314,5856
917,1325,5846
917,1330,5856
909,1323,5856
901,1314,5856
897,1303,5831
901,1298,5823
902,1288,5817
901,1281,5823
898,1276,5805
901,1281,5791
904,1284,5768
901,1281,5758
885,1270,5733
869,1265,5726
860,1265,5719
869,1265,5726
885,1255,5708
901,1249,5693
909,1248,5669
917,1249,5660
928,1239,5639
949,1233,5628
968,1236,5607
981,1249,5595
987,1252,5570
997,1249,5563
1013,1241,5557
1030,1233,5563
1038,1215,5545
1046,1200,5530
1058,1193,5507
1078,1200,5498
1095,1208,5477
1110,1216,5465
1119,1218,5444
1126,1216,5433
1127,1207,5401
1126,1200,5368
1124,1197,5324
1126,1200,5303
1126,1200,5273
1126,1200,5238
1124,1197,5178
1126,1200,5140
1128,1206,5106
1126,1216,5075
1113,1224,5016
1094,1233,4977
1074,1238,4954
1062,1249,4945
1048,1257,4907
1030,1265,4880
1003,1269,4868
981,1281,4880
969,1298,4865
965,1314,4847
959,1316,4832
949,1314,4847
933,1310,4850
917,1314,4847
903,1319,4824
901,1330,4815
907,1344,4806
917,1362,4815
914,1370,4813
901,1362,4815
882,1342,4797
869,1330,4782
859,1328,4757
853,1330,4750
848,1326,4734
853,1330,4717
861,1340,4678
869,1346,4652
868,1332,4630
869,1314,4619
869,1306,4586
869,1314,4554
864,1322,4516
869,1330,4489
884,1332,4450
901,1330,4424
903,1324,4401
901,1330,4392
905,1342,4371
917,1346,4359
921,1329,4341
917,1314,4327
908,1310,4301
901,1314,4294
892,1306,4292
885,1298,4294
881,1294,4273
885,1298,4262
888,1290,4255
885,1281,4262
874,1276,4255
869,1281,4262
873,1282,4269
885,1281,4262
889,1279,4179
885,1281,4034
874,1281,3853
869,1281,3709
867,1279,3604
869,1281,3546
867,1281,3501
869,1281,3481
874,1279,3471
885,1281,3481
894,1282,3481
901,1281,3481
905,1277,3472
917,1281,3481
942,1294,3492
981,1314,3513
1015,1329,3525
1030,1346,3546
1031,1367,3560
1046,1395,3578
1073,1415,3586
1094,1427,3611
1093,1427,3639
1094,1427,3676
1110,1426,3693
1126,1427,3709
1113,1417,3719
1078,1395,3741
1041,1360,3755
1014,1330,3774
982,1304,3785
949,1281,3806
920,1253,3819
901,1233,3839
883,1226,3851
869,1233,3871
858,1240,3884
853,1249,3904
845,1257,3916
837,1265,3936
826,1266,3948
821,1265,3969
813,1259,3982
804,1249,4001
788,1230,4013
772,1216,4034
764,1211,4048
772,1216,4066
784,1217,4076
788,1216,4099
779,1214,4116
772,1216,4131
770,1217,4127
772,1216,4131
769,1212,4141
772,1216,4164
785,1224,4167
804,1233,4164
816,1234,4153
821,1233,4164
816,1221,4177
804,1200,4197
781,1180,4197
756,1184,4197
737,1188,4188
740,1152,4197
785,1055,4207
901,941,4229
1083,831,4232
1287,730,4229
1437,663,4217
1480,714,4229
1400,909,4245
1239,1168,4262
1061,1364,4255
933,1460,4262
876,1490,4274
869,1492,4294
871,1463,4291
869,1411,4294
860,1358,4304
853,1330,4327
843,1318,4328
837,1314,4327
829,1301,4321
821,1281,4327
809,1255,4322
804,1233,4327
804,1217,4326
804,1216,4327
800,1224,4307
804,1233,4294
819,1234,4278
837,1233,4262
840,1231,4223
837,1233,4197
833,1231,4176
837,1233,4164
837,1233,4129
837,1233,4099
839,1223,4074
853,1216,4066
865,1214,4045
869,1216,4034
864,1219,4027
869,1233,4034
884,1251,4019
901,1265,4001
905,1265,3986
901,1265,4001
898,1267,4018
901,1265,4034
902,1248,4028
901,1233,4034
898,1228,4044
901,1233,4066
906,1232,4069
917,1233,4066
927,1234,4056
933,1233,4066
932,1217,4079
933,1200,4099
938,1193,4101
949,1200,4099
961,1208,4088
981,1216,4099
1005,1223,4113
1030,1233,4131
1046,1239,4130
1062,1249,4131
1077,1257,4127
1094,1265,4131
1108,1265,4125
1126,1265,4131
1145,1268,4142
1158,1281,4164
1159,1297,4166
1158,1314,4164
1164,1323,4155
1174,1330,4164
1177,1331,4167
1174,1330,4164
1167,1321,4141
1158,1314,4131
1148,1309,4127
1142,1314,4131
1138,1317,4116
1126,1314,4099
1097,1297,4076
1062,1281,4066
1031,1274,4048
1014,1281,4034
997,1294,4013
981,1314,4001
963,1331,3982
949,1346,3969
933,1349,3948
917,1346,3936
902,1337,3916
901,1330,3904
904,1324,3884
901,1330,3871
888,1339,3850
885,1346,3839
893,1343,3820
901,1346,3806
893,1358,3782
885,1379,3774
889,1390,3769
901,1395,3774
899,1389,3758
885,1379,3741
870,1365,3717
869,1362,3709
874,1369,3701
885,1379,3709
893,1379,3709
901,1379,3709
902,1378,3689
901,1379,3676
899,1369,3667
901,1362,3676
901,1364,3676
901,1379,3676
894,1385,3668
885,1379,3676
874,1359,3687
869,1346,3709
866,1342,3712
869,1346,3709
869,1345,3696
869,1346,3709
865,1350,3725
869,1362,3741
880,1371,3735
901,1379,3741
923,1379,3754
949,1379,3774
973,1380,3770
997,1395,3774
1019,1418,3784
1046,1444,3806
1072,1456,3805
1094,1460,3806
1099,1458,3812
1094,1460,3839
1084,1454,3854
1078,1444,3871
1076,1426,3882
1078,1411,3904
1075,1395,3917
1062,1379,3936
1033,1354,3948
997,1330,3969
958,1299,3981
917,1265,4001
872,1230,4015
837,1216,4034
814,1221,4044
804,1233,4066
796,1232,4083
788,1233,4099
779,1239,4094
772,1249,4099
763,1244,4108
756,1233,4131
748,1221,4134
740,1216,4131
729,1208,4121
724,1200,4131
728,1194,4145
740,1200,4164
750,1209,4164
756,1216,4164
756,1211,4157
756,1200,4164
755,1188,4163
756,1184,4164
755,1184,4155
756,1184,4164
755,1176,4177
756,1168,4197
756,1163,4195
756,1168,4197
755,1170,4201
756,1168,4229
757,1157,4248
756,1152,4262
740,1148,4255
708,1135,4262
677,1094,4272
692,1022,4294
781,917,4296
949,795,4294
1158,682,4283
1351,633,4294
1457,680,4307
1432,827,4327
1285,1024,4326
1094,1216,4327
937,1350,4320
853,1411,4327
823,1408,4325
821,1379,4327
822,1344,4319
821,1314,4327
812,1280,4327
804,1249,4327
801,1225,4305
804,1216,4294
805,1209,4287
804,1200,4294
802,1188,4281
804,1184,4262
806,1184,4234
804,1184,4229
799,1179,4227
804,1184,4229
814,1195,4210
821,1200,4197
812,1185,4185
804,1168,4197
803,1161,4199
804,1168,4197
801,1170,4174
804,1168,4164
819,1169,4156
837,1184,4164
840,1198,4161
837,1200,4164
838,1189,4159
853,1184,4164
865,1189,4160
869,1200,4164
865,1206,4159
869,1216,4164
877,1228,4160
885,1233,4164
880,1213,4159
869,1184,4164
860,1163,4160
869,1168,4164
885,1184,4160
901,1200,4164
908,1204,4160
917,1200,4164
930,1190,4159
949,1184,4164
965,1181,4160
981,1184,4164
997,1184,4159
1014,1184,4164
1022,1181,4161
1030,1184,4164
1040,1185,4158
1062,1184,4164
1087,1175,4163
1110,1168,4164
1122,1160,4145
1126,1152,4131
1121,1134,4121
1110,1119,4131
1096,1113,4133
1094,1119,4131
1105,1126,4111
1126,1135,4099
1144,1142,4089
1158,1152,4099
1168,1154,4101
1174,1152,4099
1165,1147,4078
1142,1152,4066
1113,1160,4058
1094,1168,4066
1085,1167,4066
1078,1168,4066
1063,1168,4050
1046,1168,4034
1024,1159,4008
997,1152,4001
962,1149,3998
933,1152,4001
918,1145,3985
917,1135,3969
911,1128,3947
901,1135,3936
894,1145,3916
901,1152,3904
907,1150,3884
901,1152,3871
880,1157,3849
869,1168,3839
869,1175,3821
869,1184,3806
853,1192,3780
837,1200,3774
832,1200,3772
837,1200,3774
836,1204,3753
837,1216,3741
842,1226,3734
853,1233,3741
858,1232,3736
869,1233,3741
885,1236,3751
901,1249,3774
903,1260,3775
901,1265,3774
901,1256,3765
901,1249,3774
892,1246,3782
885,1249,3806
883,1244,3823
885,1233,3839
877,1216,3834
869,1200,3839
870,1182,3848
885,1168,3871
896,1160,3874
901,1168,3871
902,1182,3860
917,1200,3871
949,1219,3885
997,1249,3904
1048,1283,3904
1094,1314,3904
1124,1331,3896
1142,1346,3904
1151,1366,3912
1158,1395,3936
1162,1412,3953
1158,1411,3969
1142,1389,3966
1126,1362,3969
1119,1340,3974
1126,1330,4001
1133,1327,4021
1126,1330,4034
1094,1322,4027
1046,1298,4034
992,1255,4046
949,1216,4066
919,1190,4067
901,1184,4066
885,1187,4060
869,1200,4066
850,1212,4064
837,1216,4066
827,1202,4061
821,1184,4066
811,1170,4063
804,1168,4066
800,1166,4063
804,1168,4066
811,1171,4052
821,1184,4034
828,1199,4007
837,1216,4001
839,1228,4000
837,1233,4001
832,1230,3981
837,1233,3969
845,1235,3962
853,1233,3969
851,1216,3956
853,1200,3936
860,1193,3910
869,1200,3904
868,1212,3901
869,1233,3904
871,1248,3888
869,1249,3871
849,1232,3847
821,1216,3839
791,1200,3824
772,1168,3806
781,1106,3769
853,1038,3741
992,967,3719
1174,892,3709
1367,828,3679
1545,843,3644
1638,966,3602
1577,1152,3578
1365,1311,3549
1126,1411,3513
974,1455,3458
917,1460,3416
890,1426,3379
869,1379,3351
861,1342,3302
869,1330,3253
871,1323,3208
869,1314,3188
869,1296,3169
869,1281,3156
854,1270,3133
837,1265,3123
831,1258,3114
837,1249,3123
837,1237,3133
837,1233,3156
840,1232,3169
853,1233,3188
863,1229,3208
869,1233,3253
868,1241,3303
869,1249,3351
868,1248,3378
869,1249,3416
868,1250,3461
869,1249,3513
872,1238,3546
885,1233,3578
896,1234,3609
901,1233,3644
893,1216,3659
885,1200,3676
882,1195,3690
885,1200,3709
885,1195,3709
885,1184,3709
884,1173,3704
885,1168,3709
882,1159,3695
885,1152,3676
892,1142,3650
901,1135,3644
902,1125,3641
