II,V,ABP
2059,6629,7089
2077,6642,7199
1978,6660,7311
1904,6642,7441
1955,6577,7556
1962,6642,7683
1808,6735,7796
1789,6591,7925
1927,6333,8042
1789,6490,8167
1463,6792,8261
1673,6490,8348
2120,5986,8407
1673,6490,8469
911,7265,8502
1616,6490,8530
2796,5212,8526
1673,6439,8530
-276,8681,8521
1616,6490,8530
5923,-160,8523
5135,-3194,8530
-1372,2161,8523
-3635,9735,8530
3550,11257,8506
11078,7707,8469
9070,5528,8401
1558,6439,8348
-1336,7117,8286
1269,6287,8227
2807,5782,8133
1269,6338,8046
285,6661,7949
1269,6338,7864
1948,6175,7745
1385,6439,7622
1001,6560,7487
1385,6439,7380
1644,6377,7259
1442,6439,7138
1292,6412,7000
1385,6338,6896
1421,6308,6801
1385,6338,6715
1373,6372,6589
1269,6338,6473
1133,6252,6380
1269,6338,6352
1467,6459,6327
1212,6287,6291
822,6005,6219
1154,6236,6170
1697,6600,6133
1154,6186,6110
303,5564,6050
1154,6236,5989
2492,7239,5919
1096,6236,5868
-1358,4528,5799
1096,6236,5747
8222,10264,5701
11078,9735,5686
4688,2626,5656
-3635,-3194,5626
-4750,-918,5583
-173,5527,5565
2496,8160,5537
1442,6439,5505
642,5376,5456
1673,6591,5444
2347,7401,5446
1789,6794,5444
1484,6427,5404
2019,6997,5384
2418,7372,5381
2308,7149,5384
2270,7028,5347
2539,7352,5324
2798,7686,5318
2943,7859,5324
3051,7994,5288
3058,8163,5263
2876,8268,5256
2596,8315,5263
2228,8216,5231
1731,7910,5203
1182,7486,5192
750,7149,5203
466,6908,5175
231,6693,5142
58,6501,5122
173,6541,5142
642,6844,5149
1212,7250,5142
1604,7571,5106
1846,7859,5082
2044,8057,5065
2135,7960,5082
2007,7434,5090
1789,6794,5082
1670,6391,5039
1673,6287,5021
1677,6227,5019
1673,6135,5021
1699,6061,4986
1731,6084,4961
1707,6116,4949
1673,6135,4961
1688,6125,4954
1731,6135,4961
1739,6131,4963
1731,6135,4961
1749,6126,4922
1789,6135,4900
1800,6131,4895
1789,6135,4900
1779,6124,4867
1789,6135,4840
1791,6134,4829
1789,6135,4840
1784,6117,4814
1789,6135,4779
1789,6163,4757
1789,6186,4779
1785,6156,4790
1789,6135,4779
1789,6125,4737
1789,6135,4719
1783,6123,4714
1789,6135,4719
1792,6146,4690
1789,6135,4658
1776,6067,4637
1789,6034,4658
1820,6049,4670
1846,6084,4658
1845,6058,4613
1846,6034,4598
1852,6028,4598
1846,6034,4598
1825,5995,4560
1846,5983,4537
1910,6003,4531
1962,6034,4537
1958,6017,4504
1962,6034,4477
2014,6073,4465
2077,6084,4477
2085,6025,4450
2077,6034,4416
2114,6136,4391
2193,6236,4416
2242,6213,4444
2250,6186,4477
2241,6239,4492
2250,6338,4537
2272,6350,4604
2308,6338,4719
2326,6365,4850
2308,6439,5021
2262,6466,5209
2250,6490,5444
2281,6533,5701
2308,6591,5989
2268,6591,6248
2193,6591,6473
2138,6624,6631
2135,6693,6775
2127,6707,6897
2077,6693,7017
2002,6675,7103
1962,6693,7199
1954,6701,7303
1904,6642,7441
1799,6532,7563
1846,6591,7683
1987,6729,7788
1904,6642,7925
1667,6405,8070
1789,6541,8227
2096,6809,8336
1846,6490,8409
1349,5984,8434
1731,6490,8469
2436,7264,8497
1789,6490,8530
658,5213,8527
1673,6439,8530
3556,8679,8522
1731,6490,8530
-3158,-157,8521
-3635,-3194,8530
3553,2154,8528
11078,9735,8530
10905,11284,8496
5193,7757,8469
1453,5570,8434
1616,6439,8409
2051,7075,8350
1154,6236,8288
672,5755,8199
1269,6338,8106
1612,6670,7977
1269,6338,7864
1113,6154,7759
1385,6388,7683
1491,6477,7572
1327,6338,7441
1273,6288,7277
1385,6388,7138
1425,6398,7005
1385,6338,6896
1358,6305,6770
1385,6338,6654
1395,6380,6541
1269,6338,6473
1100,6223,6409
1212,6287,6352
1408,6406,6274
1154,6236,6231
756,5962,6198
1096,6236,6170
1676,6671,6103
1154,6287,6049
279,5623,6008
1096,6236,5989
2430,7225,5932
1039,6236,5868
-1423,4531,5796
1039,6236,5747
8200,10270,5682
11078,9735,5626
4680,2607,5575
-3635,-3194,5565
-4722,-853,5562
-173,5628,5565
2395,8220,5538
1269,6439,5505
490,5365,5460
1558,6591,5444
2206,7381,5437
1616,6743,5444
1336,6371,5420
1904,6946,5384
2295,7313,5336
2193,7098,5324
2223,7013,5321
2539,7352,5324
2752,7654,5291
2827,7808,5263
2940,7987,5246
3000,8214,5263
2834,8317,5268
2539,8315,5263
2189,8179,5228
1731,7859,5203
1160,7415,5185
635,7048,5203
306,6793,5211
173,6591,5203
172,6424,5160
346,6490,5142
711,6822,5139
1154,7250,5142
1519,7564,5107
1789,7808,5082
1988,7960,5070
2077,7859,5082
1986,7379,5075
1789,6794,5082
1635,6409,5084
1616,6287,5082
1658,6199,5043
1673,6084,5021
1637,6001,5016
1616,6034,5021
1636,6078,4988
1673,6084,4961
1681,6040,4950
1673,6034,4961
1670,6052,4935
1673,6084,4900
1669,6078,4877
1673,6084,4900
1680,6100,4913
1673,6135,4900
1652,6134,4856
1673,6135,4840
1739,6129,4839
1789,6135,4840
1766,6120,4804
1731,6135,4779
1742,6148,4770
1789,6135,4779
1804,6064,4753
1789,6034,4719
1777,6067,4697
1789,6135,4719
1794,6144,4730
1789,6135,4719
1781,6128,4677
1789,6135,4658
1792,6104,4653
1789,6084,4658
1780,6077,4629
1789,6084,4598
1796,6053,4577
1789,6034,4598
1772,6027,4609
1789,6034,4598
1827,6000,4553
1846,5983,4537
1831,5992,4535
1846,6034,4537
1908,6037,4501
1962,6034,4477
1959,6037,4467
1962,6084,4477
2011,6117,4449
2077,6135,4416
2107,6123,4391
2135,6135,4416
2176,6153,4444
2193,6186,4477
2153,6200,4492
2135,6236,4537
2184,6277,4602
2250,6338,4719
2258,6382,4868
2250,6439,5082
2277,6474,5316
2308,6490,5565
2270,6471,5795
2193,6490,6049
2139,6537,6300
2135,6591,6533
2137,6591,6695
2135,6591,6836
2118,6605,6957
2077,6642,7078
2009,6643,7162
1962,6642,7259
1949,6633,7368
1904,6642,7501
1788,6641,7614
1789,6591,7743
1877,6508,7883
1789,6591,8046
1590,6708,8174
1731,6541,8288
2009,6259,8376
1731,6490,8469
1253,6876,8532
1673,6490,8590
2387,5846,8620
1731,6439,8651
601,7387,8649
1616,6439,8651
3488,4862,8639
1673,6439,8651
-3177,9632,8650
-3635,7859,8651
3541,577,8618
11078,-3194,8590
10956,2120,8550
5251,9735,8530
1443,10644,8495
1558,6439,8469
2040,4521,8413
1212,6287,8348
723,7375,8251
1269,6338,8167
1597,5655,8072
1269,6338,7985
1113,6778,7864
1385,6388,7743
1522,6150,7611
1385,6439,7501
1312,6590,7376
1385,6439,7259
1399,6336,7127
1327,6388,7017
1254,6371,6894
1269,6338,6775
1317,6372,6637
1212,6338,6533
1008,6214,6452
1096,6287,6412
1342,6458,6371
1154,6338,6352
754,6043,6321
1039,6236,6291
1575,6595,6227
1039,6186,6170
174,5539,6104
1039,6186,6049
2432,7206,5976
1039,6236,5928
-1496,4534,5890
923,6236,5868
8133,10270,5810
11078,9735,5747
4687,2605,5691
-3635,-3194,5686
-4675,-849,5688
-58,5628,5686
2527,8212,5649
1385,6439,5626
619,5392,5614
1731,6642,5626
2415,7434,5605
1846,6794,5565
1598,6439,5513
2193,7048,5505
2569,7443,5507
2423,7250,5505
2446,7205,5466
2827,7605,5444
3128,7957,5437
3231,8112,5444
3311,8258,5415
3346,8467,5384
3190,8591,5365
2885,8619,5384
2490,8503,5391
2019,8214,5384
1491,7823,5347
981,7504,5324
591,7260,5307
404,7048,5324
428,6881,5330
635,6946,5324
956,7242,5284
1327,7605,5263
1677,7886,5254
1962,8163,5263
2125,8358,5255
2135,8214,5263
1992,7575,5266
1789,6794,5263
1638,6282,5225
1616,6135,5203
1659,6076,5195
1673,5983,5203
1613,5886,5173
1558,5881,5142
1563,5903,5123
1616,5932,5142
1654,5946,5148
1673,5983,5142
1681,5993,5107
1673,5983,5082
1639,5940,5064
1616,5932,5082
1631,5946,5090
1673,5983,5082
1688,5985,5039
1673,5983,5021
1657,5958,5019
1673,5932,5021
1687,5884,4986
1673,5881,4961
1649,5920,4952
1673,5983,4961
1722,5995,4932
1731,5983,4900
1685,5951,4881
1673,5932,4900
1713,5897,4907
1731,5881,4900
1686,5873,4865
1673,5881,4840
1737,5872,4823
1789,5881,4840
1737,5885,4849
1673,5881,4840
1701,5828,4797
1789,5780,4779
1816,5755,4777
1789,5780,4779
1773,5788,4743
1789,5780,4719
1790,5757,4710
1789,5780,4719
1809,5810,4688
1846,5831,4658
1871,5815,4640
1904,5831,4658
1941,5859,4659
1962,5881,4658
1966,5860,4645
2019,5881,4658
2102,5951,4674
2135,6034,4719
2105,6040,4765
2135,6034,4840
2245,6058,4929
2308,6135,5082
2246,6189,5272
2193,6236,5505
2244,6276,5735
2308,6338,5989
2262,6382,6234
2193,6439,6473
2205,6490,6661
2250,6541,6836
2211,6559,6988
2135,6591,7138
2114,6621,7239
2135,6642,7320
2098,6612,7388
2019,6591,7501
1978,6617,7620
1962,6642,7743
1898,6599,7846
1904,6642,7985
1956,6712,8137
1846,6591,8288
1657,6377,8381
1789,6541,8469
2043,6809,8555
1789,6490,8651
1374,5998,8693
1789,6490,8711
2414,7221,8703
1731,6439,8711
699,5207,8703
1789,6439,8711
3594,8614,8707
1673,6388,8711
-3195,-208,8696
-3635,-3194,8711
3523,2143,8720
11078,9735,8711
11047,11360,8644
5366,7859,8590
1425,5571,8552
1385,6338,8530
1823,6986,8449
981,6186,8348
416,5660,8239
923,6186,8167
1337,6538,8078
1096,6236,7985
898,6019,7861
1096,6236,7743
1269,6402,7611
1212,6338,7501
1134,6255,7380
1154,6287,7259
1178,6305,7102
1154,6287,6957
1072,6241,6817
1039,6236,6715
1088,6294,6611
1039,6287,6533
864,6159,6457
923,6186,6412
1126,6315,6369
923,6186,6352
543,5896,6322
865,6084,6291
1440,6432,6227
923,6034,6170
44,5432,6103
865,6135,6049
2231,7180,5980
865,6186,5928
-1602,4442,5866
865,6135,5807
8098,10210,5729
11078,9735,5686
4724,2634,5673
-3635,-3194,5686
-4781,-909,5664
-231,5527,5626
2383,8105,5578
1269,6338,5565
451,5289,5559
1500,6541,5565
2198,7356,5541
1673,6743,5505
1413,6398,5455
1962,6997,5444
2328,7374,5445
2193,7149,5444
2194,7052,5407
2539,7403,5384
2834,7737,5375
2943,7910,5384
3001,8087,5356
3000,8315,5324
2818,8428,5302
2481,8417,5324
2040,8261,5334
1558,7960,5324
1080,7565,5281
635,7200,5263
277,6880,5259
115,6642,5263
195,6538,5232
462,6693,5203
800,7033,5185
1154,7403,5203
1496,7685,5208
1789,7960,5203
1955,8143,5167
1962,8011,5142
1819,7425,5126
1616,6693,5142
1460,6186,5149
1442,6034,5142
1512,6011,5102
1558,5983,5082
1527,5929,5076
1500,5932,5082
1526,5953,5052
1558,5983,5021
1534,5981,5001
1500,5983,5021
1515,5972,5031
1558,5983,5021
1569,5982,4980
1558,5983,4961
1554,5968,4955
1558,5983,4961
1550,5987,4934
1558,5983,4900
1590,5957,4859
1616,5983,4840
1591,6023,4825
1558,6034,4840
1565,5971,4847
1616,5932,4840
1639,5943,4799
1616,5983,4779
1587,5978,4776
1616,5983,4779
1667,6006,4745
1673,6034,4719
1627,6004,4709
1616,5983,4719
1654,5982,4692
1673,5983,4658
1630,5924,4637
1616,5881,4658
1673,5888,4669
1731,5932,4658
1706,5918,4617
1673,5881,4598
1712,5857,4591
1789,5881,4598
1807,5888,4571
1789,5881,4537
1798,5863,4493
1846,5881,4477
1881,5902,4465
1904,5932,4477
1933,5946,4476
1962,5983,4477
1961,6010,4462
1962,6034,4477
2001,6023,4500
2077,6034,4537
2130,6065,4552
2135,6135,4598
2101,6187,4685
2077,6236,4840
2086,6274,5007
2135,6338,5203
2181,6390,5415
2193,6439,5686
2164,6459,5965
2135,6490,6231
2111,6510,6427
2077,6541,6594
2015,6556,6737
1962,6591,6896
1945,6618,7026
1962,6642,7138
1955,6635,7218
1904,6642,7320
1824,6640,7430
1789,6642,7562
1794,6633,7675
1731,6591,7804
1602,6519,7939
1673,6591,8106
1849,6677,8244
1673,6490,8348
1320,6225,8401
1558,6490,8469
2046,6890,8534
1616,6490,8590
853,5834,8590
1558,6439,8590
2722,7402,8603
1558,6439,8651
-406,4825,8664
1558,6388,8651
5987,9605,8606
5251,7859,8590
-1310,581,8581
-3635,-3194,8590
3550,2124,8566
11078,9735,8530
9009,10631,8463
1442,6439,8409
-1416,4561,8343
1269,6338,8288
2849,7391,8200
1327,6338,8106
377,5703,7981
1385,6439,7864
2038,6872,7734
1442,6439,7622
1061,6186,7496
1442,6490,7380
1665,6646,7249
1442,6490,7138
1323,6389,7014
1442,6439,6896
1452,6397,6761
1385,6338,6654
1395,6382,6553
1327,6388,6473
1174,6288,6390
1269,6338,6352
1473,6469,6323
1269,6338,6291
907,6068,6218
1212,6287,6170
1714,6649,6139
1154,6236,6110
305,5593,6020
1154,6236,5928
2485,7233,5853
1096,6236,5807
-1328,4528,5739
1154,6236,5686
8270,10271,5646
11078,9735,5626
4655,2610,5584
-3635,-3194,5565
-4674,-858,5561
-58,5628,5565
2572,8231,5530
1442,6439,5505
607,5344,5495
1673,6591,5505
2414,7445,5477
1904,6845,5444
1610,6449,5407
2135,6997,5384
2526,7384,5343
2423,7200,5324
2410,7114,5317
2712,7453,5324
2988,7788,5294
3116,7960,5263
3187,8100,5244
3173,8264,5263
2977,8334,5270
2654,8315,5263
2232,8161,5226
1731,7859,5203
1208,7478,5188
750,7149,5203
425,6854,5207
288,6591,5203
361,6439,5167
635,6591,5142
1014,6986,5127
1385,7403,5142
1690,7673,5146
1962,7910,5142
2160,8079,5108
2193,7960,5082
2034,7406,5064
1846,6743,5082
1768,6334,5089
1789,6236,5082
1798,6194,5041
1789,6135,5021
1786,6086,5015
1789,6084,5021
1775,6051,4993
1789,6034,4961
1832,6046,4939
1846,6084,4961
1804,6078,4973
1789,6084,4961
1829,6109,4916
1846,6135,4900
1796,6100,4901
1789,6084,4900
1878,6102,4862
1962,6135,4840
1924,6106,4835
1846,6084,4840
1829,6094,4806
1846,6135,4779
1817,6135,4770
1789,6135,4779
1812,6136,4752
1846,6135,4719
1820,6093,4699
1789,6084,4719
1808,6108,4727
1846,6135,4719
1843,6101,4682
1846,6084,4658
1885,6105,4643
1904,6135,4658
1846,6090,4664
1789,6034,4658
1800,6009,4621
1846,6034,4598
1850,6033,4588
1846,6034,4598
1887,6030,4577
1962,6034,4537
2002,5999,4486
2019,5983,4477
2044,5993,4478
2077,6034,4477
2082,6036,4439
2077,6034,4416
2091,6039,4406
2135,6084,4416
2170,6113,4407
2193,6135,4416
2213,6143,4436
2250,6186,4477
2286,6233,4496
2308,6287,4537
2308,6310,4602
2308,6338,4719
2308,6355,4847
2308,6388,5021
2301,6421,5233
2308,6490,5505
2317,6552,5778
2308,6591,6049
2273,6579,6274
2250,6591,6473
2234,6619,6627
2193,6642,6775
2117,6608,6898
2077,6591,7017
2083,6606,7103
2077,6642,7199
2025,6657,7301
1962,6642,7441
1913,6594,7566
1962,6642,7683
2001,6684,7781
1846,6541,7925
1661,6364,8082
1846,6591,8227
2112,6867,8298
1789,6490,8348
1321,5960,8396
1789,6490,8469
2464,7262,8508
1673,6439,8530
515,5149,8523
1731,6439,8530
3773,8731,8522
1789,6490,8530
-3324,-225,8525
-3635,-3194,8530
3872,2268,8501
11078,9735,8469
9888,10919,8424
3520,7149,8409
264,5130,8383
1442,6388,8348
2349,7235,8262
1269,6338,8167
612,5753,8061
1327,6338,7985
1789,6703,7895
1385,6338,7804
1149,6096,7679
1442,6338,7562
1596,6503,7432
1442,6439,7320
1390,6409,7192
1500,6490,7078
1515,6489,6949
1442,6439,6836
1408,6400,6706
1442,6388,6594
1454,6383,6483
1327,6338,6412
1158,6256,6345
1269,6338,6291
1481,6452,6218
1269,6287,6170
918,6028,6129
1269,6287,6110
1820,6663,6075
1269,6236,6049
394,5588,5998
1212,6236,5928
2518,7230,5822
1096,6236,5747
-1369,4553,5702
1096,6287,5686
8236,10310,5631
11078,9735,5565
4663,2590,5508
-3635,-3194,5505
-4675,-837,5508
-58,5628,5505
2566,8187,5467
1442,6388,5444
621,5328,5433
1673,6591,5444
2373,7417,5424
1846,6794,5384
1568,6421,5332
2077,6997,5324
2415,7368,5326
2308,7149,5324
2366,7057,5283
2712,7403,5263
2936,7717,5259
3000,7859,5263
3090,8004,5229
3116,8214,5203
2884,8327,5190
2481,8315,5203
2030,8125,5198
1558,7757,5203
1068,7337,5203
635,7048,5203
344,6833,5166
231,6591,5142
300,6379,5134
577,6490,5142
990,6927,5113
1385,7403,5082
1669,7681,5062
1904,7910,5082
2095,8093,5088
2135,7960,5082
1974,7339,5046
1789,6642,5021
1722,6282,5005
1731,6236,5021
1698,6173,5028
1673,6084,5021
1720,6076,4981
1789,6135,4961
1776,6095,4954
1731,6034,4961
1738,6051,4932
1789,6135,4900
1804,6132,4879
1789,6084,4900
1785,6075,4912
1789,6135,4900
1761,6153,4856
1731,6135,4840
1741,6110,4838
