II,MCL,PLETH
4056,3096,8351
4083,3282,8306
4123,3489,8295
4131,3502,8264
4123,3440,8239
4106,3508,8197
4123,3686,8183
4153,3744,8153
4189,3637,8127
4194,3520,8080
4189,3539,8071
4179,3616,8066
4189,3637,8071
4195,3589,8036
4189,3588,8015
4133,3648,7999
4056,3686,8015
4006,3622,8010
4056,3539,8015
4164,3525,8006
4256,3588,8015
4266,3642,8004
4256,3686,8015
4254,3724,8014
4256,3735,8015
4213,3657,7978
4189,3539,7959
4226,3462,7945
4322,3489,7959
4383,3562,7951
4389,3637,7959
4347,3686,7953
4322,3735,7959
4331,3757,7942
4389,3735,7959
4422,3656,7981
4389,3588,8015
4295,3575,8007
4256,3637,8015
4303,3701,8029
4389,3735,8071
4410,3731,8088
4389,3735,8127
4369,3738,8171
4389,3735,8239
4395,3718,8268
4389,3735,8295
4374,3772,8324
4389,3784,8407
4397,3721,8491
4389,3637,8576
4345,3571,8624
4322,3539,8688
4335,3503,8740
4389,3489,8800
4414,3499,8824
4389,3539,8856
4312,3593,8875
4256,3686,8912
4235,3756,8928
4256,3735,8968
4262,3617,9000
4256,3539,9024
4241,3554,8966
4256,3588,8856
4265,3513,8699
4256,3391,8576
4230,3359,8470
4256,3489,8407
4306,3655,8340
4322,3735,8295
4255,3700,8232
4189,3637,8183
4171,3555,8130
4189,3440,8127
4183,3323,8127
4189,3342,8127
4231,3500,8086
4256,3686,8071
4220,3737,8065
4256,3637,8071
4347,3503,8033
4322,3489,8015
4207,3501,8006
4322,3391,8015
4538,3308,7980
4389,3539,7959
4053,3784,7947
4256,3539,7959
4659,3162,7928
4256,3489,7903
3592,4024,7885
4322,3489,7903
5573,2531,7883
4256,3539,7847
380,6504,7795
-1463,7962,7791
1400,5798,7790
5453,2605,7791
6119,1840,7753
4123,3096,7735
3119,3680,7722
3857,2998,7735
4258,2503,7726
3657,2703,7735
3295,2720,7733
3657,2261,7735
3892,1905,7699
3657,1868,7679
3430,1758,7665
3458,1474,7679
3419,1259,7671
3192,1180,7679
2907,1060,7677
2660,885,7679
2371,758,7642
2061,737,7623
1794,757,7612
1662,786,7623
1694,758,7597
1862,688,7567
2040,638,7526
2194,688,7511
2344,782,7478
2593,836,7455
2994,827,7417
3591,885,7398
4316,1059,7365
5054,1278,7342
5624,1409,7305
5985,1474,7286
6216,1568,7253
6450,1769,7230
6624,2063,7193
6583,2457,7174
6275,2934,7142
5918,3440,7118
5727,3842,7076
5719,4079,7062
5717,4194,7054
5652,4325,7062
5598,4530,7035
5652,4767,7006
5737,4923,6964
5719,4964,6950
5544,4920,6936
5320,4866,6950
5114,4812,6951
4921,4767,6950
4696,4728,6916
4522,4718,6894
4446,4719,6863
4455,4718,6838
4438,4692,6793
4389,4669,6782
4315,4644,6780
4256,4620,6782
4199,4581,6745
4189,4571,6726
4199,4588,6719
4189,4620,6726
4115,4595,6693
4056,4522,6670
4042,4438,6657
4056,4423,6670
4024,4449,6645
3990,4472,6614
3994,4445,6590
4056,4423,6614
4087,4417,6624
4056,4423,6614
3974,4411,6569
3923,4423,6558
3910,4436,6557
3923,4423,6558
3921,4384,6520
3923,4423,6502
3900,4521,6496
3857,4571,6502
3833,4508,6466
3923,4472,6446
4049,4526,6453
4056,4571,6502
3900,4471,6515
3790,4325,6502
3832,4259,6461
3923,4276,6446
3922,4246,6434
3923,4178,6446
3995,4142,6446
4056,4178,6446
3991,4187,6415
3923,4128,6390
3963,4017,6354
4056,3932,6334
4067,3873,6298
4056,3833,6278
4087,3779,6246
4123,3735,6221
4079,3701,6180
4056,3686,6165
4133,3655,6159
4256,3637,6165
4284,3657,6139
4256,3735,6109
4260,3780,6070
4322,3735,6053
4346,3627,6039
4322,3588,6053
4293,3622,6059
4322,3637,6053
4365,3561,6013
4389,3489,5997
4377,3480,5994
4389,3489,5997
4419,3435,5963
4455,3391,5941
4473,3423,5933
4522,3489,5941
4575,3473,5914
4588,3391,5885
4537,3316,5851
4522,3293,5829
4560,3284,5788
4588,3293,5773
4523,3301,5769
4455,3293,5773
4459,3254,5740
4522,3244,5717
4540,3256,5708
4522,3244,5717
4488,3178,5689
4455,3145,5661
4400,3170,5643
4389,3195,5661
4439,3145,5665
4522,3096,5661
4544,3107,5630
4522,3145,5605
4481,3106,5568
4455,2998,5549
4415,2876,5520
4389,2801,5493
4377,2783,5450
4389,2851,5437
4384,2964,5434
4389,3047,5437
4405,3037,5404
4455,2998,5381
4497,2985,5368
4522,2998,5381
4499,2978,5377
4455,2949,5381
4400,2935,5376
4389,2949,5381
4411,2951,5368
4455,2949,5381
4464,2931,5402
4455,2900,5437
4437,2854,5436
4455,2851,5437
4487,2894,5443
4522,2949,5493
4517,2949,5544
4455,2949,5605
4381,2967,5651
4455,2949,5717
4601,2893,5771
4588,2949,5829
4442,3072,5870
4522,3047,5941
4723,2916,6018
4588,2998,6109
4287,3139,6180
4522,2900,6278
4916,2573,6384
4455,2900,6502
3751,3369,6581
4522,2752,6670
5830,1758,6768
4455,2801,6894
424,5873,6986
-1463,7470,7062
1590,5419,7110
5918,2261,7174
6711,1481,7240
4655,2752,7342
3555,3409,7433
4256,2801,7511
4642,2351,7551
3990,2605,7623
3551,2711,7707
3857,2310,7791
4077,1927,7817
3857,1818,7847
3659,1672,7889
3724,1376,7959
3745,1136,7990
3591,1032,8015
3364,918,8031
3125,737,8071
2808,552,8077
2460,442,8071
2113,397,8049
1795,393,8071
1544,381,8097
1463,393,8127
1558,422,8120
1795,442,8127
2046,453,8125
2261,541,8127
2451,663,8092
2726,688,8071
3066,579,8056
3325,541,8071
3287,683,8065
2992,885,8071
2763,962,8066
3059,983,8071
4016,1103,8038
5320,1376,8015
6348,1742,7996
6716,2212,8015
6513,2767,8017
6184,3293,8015
6031,3639,7980
6051,3833,7959
6071,3990,7939
6051,4178,7959
6036,4346,7965
6051,4472,7959
6021,4569,7915
5918,4669,7903
5756,4731,7899
5586,4718,7903
5392,4625,7865
5187,4522,7847
4988,4450,7839
4854,4423,7847
4754,4412,7814
4655,4423,7791
4548,4434,7777
4522,4423,7791
4559,4366,7766
4588,4325,7735
4528,4344,7692
4455,4423,7679
4410,4460,7647
4389,4423,7623
4338,4344,7584
4322,4325,7567
4353,4368,7533
4389,4423,7511
4336,4387,7472
4256,4276,7455
4223,4160,7422
4256,4128,7398
4227,4118,7357
4123,4079,7342
4064,4067,7333
4189,4227,7342
4335,4475,7318
4256,4571,7286
3953,4396,7240
3790,4178,7230
3940,4120,7225
4189,4178,7230
4225,4145,7201
4123,4030,7174
4097,3956,7136
4189,3981,7118
4226,4000,7085
4189,3981,7062
4160,3959,7025
4189,3981,7006
4200,3969,6973
4189,3883,6950
4175,3763,6913
4189,3735,6894
4208,3790,6862
4256,3833,6838
4284,3787,6797
4256,3735,6782
4180,3728,6773
4189,3735,6782
4290,3684,6758
4389,3637,6726
4393,3632,6679
4389,3637,6670
4404,3585,6666
4389,3539,6670
4292,3536,6640
4256,3539,6614
4358,3470,6578
4522,3391,6558
4587,3354,6522
4588,3342,6502
4603,3289,6470
4655,3244,6446
4680,3245,6403
4721,3293,6390
4789,3348,6384
4854,3440,6390
4851,3531,6359
4854,3539,6334
4908,3417,6316
4987,3293,6334
4984,3259,6336
4921,3293,6334
4854,3298,6303
4854,3293,6278
4901,3298,6240
4987,3293,6221
5051,3221,6192
5054,3145,6165
4961,3136,6122
4854,3195,6109
4805,3224,6105
4854,3195,6109
4914,3130,6080
4921,3096,6053
4851,3090,6020
4788,3096,5997
4745,3079,5956
4721,3047,5941
4695,2995,5936
4721,2949,5941
4772,2923,5912
4788,2949,5885
4717,2987,5853
4655,2998,5829
4644,2964,5787
4655,2949,5773
4614,2957,5771
4588,2949,5773
4611,2889,5737
4655,2851,5717
4634,2866,5711
4588,2900,5717
4547,2880,5684
4522,2851,5661
4492,2856,5651
4522,2900,5661
4580,2925,5633
4588,2949,5605
4501,2976,5587
4455,2998,5605
4509,2990,5606
4588,2998,5605
4568,3027,5593
4522,3047,5605
4540,3024,5604
4588,3047,5605
4554,3111,5590
4522,3096,5605
4535,2977,5625
4522,2949,5661
4476,3011,5679
4588,2949,5717
4731,2810,5761
4588,2949,5829
4337,3204,5881
4522,3047,5941
4805,2706,5990
4389,2998,6053
3788,3573,6100
4389,3195,6165
5458,2294,6235
4455,3047,6334
1373,5620,6418
-66,6979,6502
2271,5149,6556
5519,2359,6614
6008,1690,6660
4389,2801,6726
3609,3295,6779
4189,2654,6838
4404,2203,6882
3790,2408,6950
3431,2463,7008
3724,2064,7062
3952,1724,7082
3857,1671,7118
3812,1590,7164
3923,1376,7230
3843,1220,7262
3524,1180,7286
3197,1084,7299
2992,885,7342
2768,694,7374
2460,639,7398
2112,687,7392
1862,737,7398
1760,684,7395
1795,590,7398
1905,535,7385
2128,541,7398
2410,540,7406
2660,541,7398
2838,551,7337
3125,590,7286
3623,652,7248
4256,786,7230
4834,971,7175
5320,1130,7118
5689,1191,7056
5918,1229,7006
6030,1366,6921
6184,1671,6838
6367,2074,6762
6384,2507,6726
6113,2930,6674
5785,3342,6614
5636,3662,6522
5652,3833,6446
5658,3910,6372
5652,4079,6334
5703,4409,6296
5785,4767,6278
5769,4935,6244
5652,4866,6221
5492,4661,6184
5320,4472,6165
5074,4383,6150
4788,4423,6165
4547,4507,6168
4455,4522,6165
4472,4437,6129
4522,4374,6109
4510,4390,6096
4455,4423,6109
4377,4380,6106
4322,4325,6109
4275,4340,6100
4256,4423,6109
4230,4459,6105
4189,4423,6109
4113,4356,6101
4056,4325,6109
4017,4303,6105
3990,4276,6109
3942,4233,6101
3923,4227,6109
3924,4245,6106
3923,4276,6109
3879,4276,6097
3857,4276,6109
3879,4275,6128
3923,4276,6165
3909,4236,6171
3857,4178,6165
3803,4111,6147
3790,4079,6165
3785,4093,6190
3790,4178,6221
3788,4262,6220
3790,4276,6221
3781,4183,6214
3790,4079,6221
3795,4015,6214
3790,3981,6221
3768,3908,6220
3790,3833,6221
3853,3802,6190
3923,3833,6165
3935,3851,6147
3923,3833,6165
3910,3809,6171
3923,3833,6165
3941,3833,6128
3990,3735,6109
4036,3575,6098
4056,3539,6109
4036,3669,6104
4056,3833,6109
4122,3858,6104
4189,3784,6109
4191,3699,6100
4189,3637,6109
4215,3566,6111
4256,3539,6109
4252,3551,6074
4256,3539,6053
4301,3448,6044
4389,3391,6053
4456,3429,6030
4522,3489,5997
4589,3444,5955
4655,3342,5941
4666,3281,5930
4655,3293,5941
4641,3310,5941
4655,3342,5941
4672,3404,5910
4721,3489,5885
4787,3536,5867
4854,3539,5885
4868,3483,5892
4854,3391,5885
4836,3299,5846
4854,3293,5829
4865,3343,5822
4854,3342,5829
4810,3220,5802
4788,3096,5773
4783,3088,5752
4788,3195,5773
4758,3279,5783
4721,3293,5773
4681,3274,5731
4655,3293,5717
4614,3304,5715
4588,3244,5717
4573,3090,5683
4588,2949,5661
4611,2911,5651
4655,2998,5661
4677,3117,5637
4655,3195,5605
4556,3174,5565
4455,3096,5549
4410,3043,5519
4455,3096,5493
4509,3175,5456
4522,3145,5437
4480,2992,5405
4455,2900,5381
4434,2950,5344
4389,3047,5325
4298,3070,5294
4256,3096,5269
4280,3179,5229
4322,3244,5213
4298,3185,5201
4256,3096,5213
4239,3078,5209
4256,3096,5213
4252,3039,5205
4256,2949,5213
4271,2901,5206
4256,2949,5213
4182,3029,5221
4189,3096,5269
4267,3168,5320
4256,3293,5381
4142,3315,5424
4189,3096,5493
4318,2875,5568
4189,3047,5661
3956,3335,5734
4189,3145,5829
4574,2772,5932
4256,3096,6053
3662,3723,6141
4189,3342,6221
5228,2421,6292
4322,3244,6390
1375,5988,6474
-66,7470,6558
2108,5580,6625
5187,2605,6726
5634,1812,6833
4056,2949,6950
3290,3528,7033
3857,2900,7118
4127,2358,7194
3657,2457,7286
3423,2489,7362
3724,2162,7455
3877,1896,7536
3724,1818,7623
3676,1631,7675
3790,1327,7735
3681,1126,7785
3325,1032,7847
2974,896,7874
2726,786,7903
2422,819,7920
2061,934,7959
1766,944,7983
1662,836,8015
1720,683,8017
1862,590,8015
1990,552,7996
2128,541,8015
2291,512,8040
2527,491,8071
2864,500,8062
3391,590,8071
4079,759,8089
4788,983,8127
5298,1169,8127
5586,1278,8127
5784,1339,8117
6051,1474,8127
6309,1753,8116
6384,2162,8127
6194,2598,8142
5918,2998,8183
5745,3342,8190
5719,3637,8183
5707,3831,8145
5652,3932,8127
5607,4037,8110
5652,4276,8127
5721,4562,8129
5719,4669,8127
5636,4503,8089
5586,4276,8071
5563,4205,8057
5453,4276,8071
5152,4324,8065
4788,4325,8071
4514,4343,8062
4389,4423,8071
4312,4533,8062
4256,4669,8071
4210,4771,8065
4189,4767,8071
4134,4664,8057
4056,4620,8071
3970,4665,8089
3923,4669,8127
3903,4509,8128
3923,4325,8127
3937,4270,8112
3923,4325,8127
3855,4302,8127
3790,4178,8127
3741,4058,8092
3724,4079,8071
3708,4225,8052
3724,4423,8071
3754,4540,8074
3790,4522,8071
3793,4402,8033
3790,4325,8015
3786,4317,8002
3790,4325,8015
3760,4301,7993
3724,4325,7959
3719,4383,7908
3790,4374,7903
3858,4225,7903
3857,4079,7903
3792,4058,7862
3790,4128,7847
3861,4126,7841
3923,4030,7847
3913,3919,7811
3923,3883,7791
3977,3893,7780
3990,3932,7791
3884,3968,7761
3790,3981,7735
3816,3899,7715
3923,3735,7735
3975,3569,7736
3990,3539,7735
4015,3658,7704
4056,3833,7679
4053,3901,7635
4056,3833,7623
4106,3707,7615
4189,3637,7623
4211,3599,7594
4189,3539,7567
4186,3440,7527
4256,3391,7511
4320,3394,7477
4322,3391,7455
4265,3330,7417
4256,3293,7398
4312,3328,7364
4389,3391,7342
4421,3370,7305
4455,3293,7286
4499,3250,7253
4522,3293,7230
4480,3315,7192
4455,3244,7174
4481,3124,7144
4522,3096,7118
4496,3142,7074
4455,3145,7062
4439,3063,7057
4455,3047,7062
4466,3151,7029
4522,3244,7006
4607,3179,6991
4655,3047,7006
4595,2970,7002
4522,2949,7006
4501,2918,6998
4522,2949,7006
4497,3072,6998
4455,3195,7006
4418,3195,7003
4389,3145,7006
4336,3147,6974
4322,3195,6950
4354,3186,6931
4389,3145,6950
4357,3144,6955
4322,3195,6950
4315,3189,6911
4322,3096,6894
4285,2995,6883
4256,2998,6894
4252,3053,6886
4256,3047,6894
4215,2951,6891
4189,2900,6894
4209,2933,6877
4256,2949,6894
4240,2833,6919
4189,2703,6950
4155,2712,6941
4189,2851,6950
4232,2922,6969
4256,2851,7006
4248,2722,7003
4256,2703,7006
4259,2834,7017
4256,3047,7062
4235,3175,7087
4256,3145,7118
4308,3038,7137
4322,3047,7174
4257,3118,7192
4256,3047,7230
4328,2910,7272
4322,3096,7342
4234,3543,7394
4322,3686,7455
4474,3378,7499
4322,3195,7567
4064,3289,7632
4322,3145,7735
4701,2812,7839
4256,3047,7959
3567,3554,8043
4256,3096,8127
5530,2106,8194
4455,2851,8295
945,5533,8397
-798,6979,8519
1725,5082,8609
5320,2162,8688
5817,1477,8731
3923,2703,8800
3010,3312,8871
3724,2703,8968
4118,2216,9029
3591,2359,9080
3291,2353,9097
3657,1917,9136
3918,1554,9175
3790,1474,9248
3664,1410,9303
3657,1327,9360
3468,1356,9382
3125,1376,9416
2832,1162,9435
2593,836,9472
2260,659,9490
1928,688,9528
1726,748,9550
1662,737,9584
1673,626,9583
1795,491,9584
1992,420,9569
2194,491,9584
2366,637,9584
2660,737,9584
3157,736,9546
3790,737,9528
4406,786,9512
4987,836,9528
5490,845,9524
5852,934,9528
6060,1192,9499
6251,1573,9472
6395,1944,9424
6317,2310,9416
5968,2728,9411
5652,3195,9416
5607,3584,9378
5719,3833,9360
5712,3994,9348
5586,4178,9360
5502,4389,9330
5519,4571,9304
5500,4668,9280
5386,4718,9304
5215,4753,9309
5054,4767,9304
4868,4714,9261
4655,4620,9248
4446,4530,9238
4322,4472,9248
4252,4391,9218
4189,4276,9192
4099,4189,9151
4056,4227,9136
4057,4345,9101
4056,4423,9080
4005,4372,9041
3990,4276,9024
4028,4218,8988
4056,4227,8968
3992,4240,8929
3923,4276,8912
3910,4343,8877
3923,4423,8856
3863,4417,8816
3790,4325,8800
3782,4213,8767
3857,4178,8744
3913,4160,8698
3923,4079,8688
3891,3921,8680
3857,3833,8688
3812,3902,8656
3790,4079,8632
3783,4202,8595
3790,4227,8576
3784,4193,8533
3790,4178,8519
3795,4148,8510
3790,4079,8519
3750,3953,8491
3724,3833,8463
3736,3763,8423
3790,3784,8407
3812,3867,8372
3790,3981,8351
3757,4058,8315
3790,4079,8295
3846,4022,8257
3857,3932,8239
3801,3851,8208
3790,3833,8183
3852,3841,8121
3923,3833,8071
3921,3783,8023
3923,3735,8015
3996,3691,7989
4123,3637,7959
4188,3549,7909
4189,3489,7903
4171,3489,7902
4189,3539,7903
4215,3558,7862
4256,3539,7847
4309,3501,7841
4389,3489,7847
4440,3474,7810
4455,3440,7791
4440,3381,7781
4455,3342,7791
4488,3302,7758
4522,3244,7735
4520,3179,7721
4522,3195,7735
4525,3262,7710
4522,3293,7679
4480,3249,7636
4455,3244,7623
4470,3290,7591
4522,3293,7567
4537,3198,7528
4522,3145,7511
4501,3189,7478
4522,3195,7455
4537,3014,7415
4522,2801,7398
4470,2791,7383
4455,2998,7398
4482,3150,7399
4522,3096,7398
4504,2967,7364
4455,2998,7342
4403,3150,7324
4389,3195,7342
4383,3022,7346
4389,2851,7342
4387,2891,7304
4389,3096,7286
4360,3222,7275
4322,3195,7286
4295,3116,7263
4322,3096,7230
4346,3088,7182
4322,3047,7174
4237,2991,7171
4189,2998,7174
4208,3055,7142
4256,3096,7118
4240,3044,7084
4189,2949,7062
4157,2899,7020
4189,2949,7006
4230,3022,6999
4256,3047,7006
4251,3002,6975
4256,2949,6950
4253,2928,6931
4256,2949,6950
4266,2940,6950
4322,2900,6950
4376,2924,6933
4389,3096,6950
4355,3214,6968
4322,3096,7006
4301,2909,7025
4322,3047,7062
4303,3514,7099
4189,3833,7174
4120,3569,7248
4322,2949,7342
4531,2645,7419
4322,2949,7511
3971,3235,7586
4189,2900,7679
4609,2449,7755
4256,2752,7847
3642,3250,7922
4322,2703,8015
5517,1831,8092
4389,2949,8183
896,5963,8257
-798,7470,8351
1770,5440,8430
5453,2408,8519
6098,1765,8590
4322,3145,8688
3395,3857,8771
3990,3195,8856
4281,2601,8902
3724,2752,8968
3415,2844,9039
3724,2408,9136
3895,1910,9194
3724,1720,9248
3659,1638,9287
3790,1474,9360
3731,1282,9417
3458,1130,9472
3212,969,9492
3059,786,9528
2795,619,9551
2394,541,9584
1966,554,9581
1662,590,9584
1536,510,9572
1596,344,9584
1761,224,9577
1995,246,9584
2212,360,9573
2394,491,9584
2598,558,9579
2992,590,9584
3587,680,9555
4256,934,9528
4871,1256,9481
5453,1474,9472
5927,1526,9464
6184,1573,9472
6281,1740,9442
6450,2015,9416
6584,2314,9375
6317,2654,9360
5672,3005,9326
5320,3195,9304
5680,3018,9264
6317,2605,9248
6506,2407,9214
6184,2801,9192
5789,3625,9149
5586,4374,9136
5459,4736,9124
5320,4866,9136
5168,4973,9111
4987,5013,9080
4718,4825,9032
4455,4522,9024
4295,4356,8989
4256,4423,8912
4244,4554,8758
4256,4620,8632
4268,4630,8548
4256,4669,8519
4161,4715,8460
4056,4718,8407
4010,4649,8358
4056,4571,8351
4091,4509,8323
4056,4472,8295
3963,4435,8249
3923,4423,8239
3930,4425,8230
3923,4423,8239
3847,4386,8214
3790,4374,8183
3783,4396,8134
3790,4423,8127
3748,4384,8124
3724,4325,8127
3750,4301,8089
3790,4325,8071
3763,4292,8060
3724,4178,8071
3714,4060,8044
3724,4079,8015
3687,4196,7974
3657,4276,7959
3673,4230,7925
3724,4178,7903
3734,4208,7866
3724,4276,7847
3715,4228,7811
3724,4079,7791
3715,3956,7756
3724,3981,7735
3752,4090,7696
3790,4178,7679
3793,4161,7648
3790,4079,7623
3786,3971,7577
3790,3883,7567
3780,3797,7563
3790,3735,7567
3819,3706,7531
3857,3735,7511
3857,3786,7498
3857,3833,7511
3892,3842,7485
3990,3833,7455
4060,3797,7412
4056,3735,7398
4012,3624,7368
4056,3489,7342
4172,3335,7301
4256,3195,7286
4245,3095,7258
4256,3096,7230
4332,3178,7183
4389,3293,7174
4327,3381,7173
4256,3440,7174
4283,3407,7135
4389,3244,7118
4442,3019,7113
4455,2949,7118
4475,3094,7082
4522,3293,7062
4548,3318,7054
4588,3195,7062
4637,3095,7029
4655,3145,7006
4589,3276,6996
4522,3391,7006
4504,3423,6976
4522,3391,6950
4496,3313,6934
4455,3244,6950
4419,3197,6930
4389,3195,6894
4318,3224,6845
4256,3293,6838
4232,3349,6835
4256,3342,6838
4262,3236,6806
4256,3096,6782
4243,2983,6762
4256,2949,6782
4260,2977,6788
4256,3047,6782
4222,3082,6741
4189,3047,6726
4166,2968,6719
4189,2949,6726
4227,2998,6697
4256,3047,6670
4230,3025,6634
4189,2998,6614
4163,3016,6574
4189,3047,6558
4227,2986,6548
4256,2851,6558
4251,2740,6533
4256,2752,6502
4276,2846,6458
4322,2949,6446
4357,3004,6435
4389,3047,6446
4395,3108,6442
4389,3195,6446
4354,3232,6432
4322,3195,6446
4296,3109,6462
4256,3096,6502
4204,3134,6523
4256,3096,6558
4336,2993,6579
4256,3047,6614
4085,3215,6630
4189,3195,6670
4434,3001,6712
4322,3047,6782
4020,3251,6834
4256,3096,6894
4679,2774,6939
4256,3047,7006
3544,3508,7058
4256,2949,7118
5538,2011,7161
4256,3047,7230
383,6028,7303
-1463,7470,7398
1411,5281,7478
5453,2113,7567
6075,1469,7626
4056,2900,7679
3086,3610,7713
3857,2949,7791
4235,2419,7878
3591,2605,7959
3219,2612,7982
3591,2064,8015
3823,1569,8060
3591,1474,8127
3420,1441,8153
3524,1229,8183
3519,975,8207
3258,836,8239
2923,773,8232
2660,737,8239
2380,704,8256
2061,688,8295
1757,684,8296
1596,688,8295
1609,633,8285
1729,541,8295
1843,463,8286
1995,442,8295
2176,434,8294
2327,442,8295
2403,474,8257
2460,541,8239
2396,556,8229
2128,491,8239
1957,437,8209
2527,590,8183
3934,983,8161
5453,1474,8183
6272,1894,8188
6384,2261,8183
6244,2645,8143
6118,3047,8127
5965,3390,8113
5852,3686,8127
5864,3966,8121
5918,4227,8127
5848,4419,8117
5719,4571,8127
5658,4719,8119
5652,4866,8127
5561,4937,8119
5386,4915,8127
5186,4819,8118
4987,4718,8127
4766,4646,8121
4588,4620,8127
4491,4589,8115
4455,4522,8127
4414,4437,8126
4389,4423,8127
4364,4475,8091
4322,4522,8071
4236,4488,8055
4189,4423,8071
4189,4352,8068
4189,4276,8071
4120,4184,8044
4056,4178,8015
4041,4283,7967
4056,4423,7959
4006,4448,7957
3923,4374,7959
3878,4284,7920
3923,4276,7903
3960,4334,7895
3923,4423,7903
3827,4433,7869
3790,4325,7847
3821,4176,7834
3857,4178,7847
3824,4336,7821
3790,4472,7791
3784,4402,7749
3790,4227,7735
3768,4128,7702
3790,4178,7679
3863,4238,7641
3923,4227,7623
3893,4158,7587
3857,4128,7567
3875,4144,7532
3923,4178,7511
3920,4168,7472
3923,4128,7455
3976,4061,7423
4056,3981,7398
4072,3862,7354
4056,3735,7342
4064,3637,7337
4123,3637,7342
4166,3734,7311
4189,3883,7286
4188,3940,7252
4189,3833,7230
4178,3618,7188
4189,3489,7174
4216,3500,7168
4256,3539,7174
4263,3466,7142
4256,3342,7118
4241,3270,7104
4256,3293,7118
4280,3365,7098
4322,3489,7062
4353,3609,7012
4389,3637,7006
4415,3526,7005
4455,3391,7006
4487,3302,6972
4522,3244,6950
4546,3180,6918
4588,3195,6894
4627,3300,6849
4655,3391,6838
4630,3357,6835
4588,3293,6838
4558,3314,6801
4588,3391,6782
4633,3356,6775
4655,3195,6782
4620,3056,6749
4588,3096,6726
4575,3234,6715
4588,3293,6726
4587,3183,6698
4588,3047,6670
4567,3046,6649
