III,V,PLETH
4385,11178,9386
4491,11245,9360
4594,11204,9286
4722,11113,9229
4828,10999,9182
4894,10915,9164
4902,10789,9102
4894,10650,9033
4868,10476,8949
4837,10319,8902
4793,10141,8853
4779,9988,8837
4781,9835,8805
4779,9724,8771
4728,9606,8694
4664,9525,8640
4597,9442,8594
4549,9393,8575
4501,9319,8530
4491,9261,8509
4511,9198,8478
4549,9195,8444
4552,9190,8364
4549,9195,8313
4543,9170,8275
4549,9195,8248
4523,9227,8172
4491,9261,8117
4465,9239,8075
4491,9261,8051
4556,9333,7978
4664,9459,7920
4764,9533,7877
4837,9592,7855
4863,9639,7784
4894,9724,7724
4942,9769,7674
5010,9790,7658
5050,9776,7614
5067,9790,7593
5049,9774,7580
5010,9724,7593
4929,9607,7576
4837,9525,7593
4754,9471,7636
4722,9459,7724
4713,9375,7783
4722,9261,7855
4682,9089,7929
4606,8930,8051
4464,8760,8169
4319,8665,8313
4172,8616,8440
4088,8599,8575
4060,8569,8685
4088,8599,8837
4093,8608,8996
4031,8533,9164
3836,8417,9268
3512,8533,9360
3078,8901,9441
2649,9459,9557
2354,10365,9652
2418,12039,9753
3081,14238,9819
4491,16074,9884
6450,16868,9927
8580,16868,10015
10565,16329,10109
12207,15016,10211
13045,12767,10268
12553,10385,10342
10754,8827,10407
8522,8269,10473
6763,8124,10491
5701,8070,10538
4988,8095,10599
4434,8202,10669
4087,8188,10670
3973,8070,10669
3929,7955,10680
3858,7938,10735
3747,7926,10745
3628,7938,10735
3492,7970,10690
3397,8070,10669
3382,8144,10629
3455,8202,10604
3542,8194,10560
3628,8202,10538
3668,8207,10496
3685,8269,10473
3653,8324,10429
3628,8401,10408
3591,8459,10365
3570,8533,10342
3551,8571,10298
3570,8599,10277
3601,8605,10235
3628,8665,10211
3623,8753,10166
3628,8864,10146
3632,8912,10106
3628,8930,10080
3604,8914,10032
3628,8930,10015
3694,8944,9982
3743,8996,9949
3701,9061,9871
3628,9195,9818
3578,9349,9773
3570,9525,9753
3543,9641,9688
3512,9724,9622
3495,9768,9542
3512,9856,9491
3517,9950,9419
3512,10055,9360
3500,10111,9284
3512,10187,9229
3533,10287,9154
3570,10451,9098
3597,10594,9026
3628,10716,8968
3661,10797,8887
3743,10915,8837
3867,11025,8792
4031,11113,8771
4197,11117,8710
4376,11113,8640
4536,11106,8552
4664,11113,8509
4731,11039,8471
4779,10915,8444
4811,10755,8374
4837,10650,8313
4833,10550,8257
4837,10451,8248
4841,10307,8221
4837,10187,8182
4784,10075,8103
4722,9988,8051
4675,9855,8008
4664,9724,7986
4641,9593,7923
4606,9525,7855
4561,9454,7774
4549,9393,7724
4545,9306,7658
4549,9261,7593
4538,9217,7509
4549,9195,7462
4557,9145,7423
4549,9129,7397
4489,9119,7331
4434,9129,7266
4406,9072,7189
4434,8996,7135
4477,8936,7062
4549,8996,7004
4630,9101,6950
4722,9195,6938
4783,9212,6913
4837,9261,6873
4883,9350,6794
4952,9459,6742
5028,9479,6701
5125,9459,6677
5202,9418,6609
5240,9393,6546
5202,9306,6488
5125,9195,6480
5030,9067,6472
4952,8996,6480
4879,8938,6470
4837,8930,6480
4819,8900,6490
4837,8864,6546
4810,8742,6624
4722,8599,6742
4544,8436,6841
4376,8335,6938
4231,8275,7017
4146,8269,7135
4091,8240,7259
4088,8202,7397
4086,8126,7494
4031,8070,7593
3837,8063,7680
3512,8202,7789
3096,8471,7881
2706,8996,7986
2461,10035,8075
2591,11841,8182
3356,14040,8273
4894,15876,8378
6935,16797,8452
9040,16868,8509
10930,16086,8528
12495,14288,8575
13292,11657,8632
12725,9195,8706
10796,7743,8735
8464,7276,8771
6708,7159,8816
5701,7144,8902
5007,7263,8951
4434,7475,8968
4066,7534,8946
3915,7475,8968
3786,7433,9001
3628,7475,9033
3519,7476,9001
3512,7475,8968
3521,7509,8943
3512,7607,8968
3498,7649,8972
3512,7673,8968
3515,7677,8928
3512,7739,8902
3492,7794,8860
3512,7872,8837
3537,7910,8796
3570,7938,8771
3564,7942,8729
3570,8004,8706
3590,8095,8666
3628,8202,8640
3634,8261,8596
3628,8335,8575
3617,8421,8538
3628,8533,8509
3644,8581,8459
3685,8599,8444
3724,8600,8435
3743,8665,8444
3714,8754,8411
3685,8864,8378
3673,8913,8333
3685,8930,8313
3682,8924,8274
3685,8996,8248
3685,9114,8204
3685,9261,8182
3654,9356,8142
3628,9459,8117
3613,9569,8074
3628,9724,8051
3644,9872,8011
3685,10055,7986
3739,10227,7944
3800,10385,7920
3832,10462,7881
3858,10518,7855
3878,10564,7812
3915,10650,7789
3970,10714,7752
4088,10782,7724
4252,10834,7676
4434,10915,7658
4583,10963,7647
4722,10981,7658
4831,10906,7632
4894,10782,7593
4892,10605,7538
4894,10451,7527
4921,10301,7525
4952,10187,7527
4930,10071,7490
4894,9988,7462
4879,9869,7424
4894,9724,7397
4879,9548,7347
4837,9459,7331
4773,9422,7326
4722,9393,7331
4661,9285,7293
4606,9195,7266
4544,9141,7252
4491,9129,7266
4427,9058,7240
4376,8996,7200
4331,8965,7148
4319,8996,7135
4312,8978,7124
4319,8930,7135
4311,8862,7131
4319,8864,7135
4332,8886,7104
4376,8930,7069
4425,8945,7018
4491,8996,7004
4548,9071,6997
4606,9195,7004
4655,9298,6972
4722,9393,6938
4782,9434,6890
4837,9459,6873
4880,9450,6858
4952,9459,6873
5013,9440,6871
5010,9393,6873
4903,9281,6853
4779,9195,6873
4696,9136,6916
4664,9129,7004
4629,9071,7068
4606,8996,7135
4582,8881,7202
4549,8798,7331
4443,8676,7466
4319,8533,7593
4187,8362,7673
4088,8269,7789
4001,8242,7937
3973,8269,8117
3981,8265,8248
3973,8269,8378
3855,8256,8518
3628,8269,8706
3301,8341,8855
2937,8665,8968
2608,9345,9041
2476,10451,9164
2650,11905,9298
3225,13627,9426
4258,15290,9487
5816,16405,9557
7743,16403,9640
9616,15148,9753
10840,12979,9822
11056,10650,9884
10285,8790,9934
8925,7739,10015
7432,7385,10075
6161,7475,10146
5223,7686,10184
4606,7872,10211
4212,7937,10196
3973,7938,10211
3806,7892,10235
3685,7872,10277
3597,7853,10273
3570,7872,10277
3572,7890,10253
3570,7938,10211
3535,7962,10102
3512,8004,10015
3523,8018,9956
3570,8070,9949
3582,8117,9913
3570,8202,9884
3543,8245,9840
3570,8269,9818
3604,8268,9771
3628,8335,9753
3615,8433,9741
3628,8533,9753
3659,8561,9720
3685,8599,9688
3674,8670,9640
3685,8798,9622
3737,8883,9582
3800,8930,9557
3796,8924,9513
3743,8930,9491
3674,8919,9449
3628,8930,9426
3585,8938,9384
3570,8996,9360
3567,9073,9316
3570,9195,9295
3557,9296,9256
3570,9393,9229
3601,9447,9182
3628,9525,9164
3602,9625,9133
3570,9790,9098
3557,9938,9020
3570,10055,8968
3549,10106,8924
3512,10187,8902
3500,10298,8834
3570,10451,8771
3668,10561,8715
3743,10650,8706
3762,10686,8677
3800,10716,8640
3890,10724,8566
4031,10782,8509
4153,10853,8456
4261,10915,8444
4364,10872,8416
4491,10782,8378
4596,10685,8299
4664,10650,8248
4689,10582,8206
4722,10451,8182
4756,10252,8115
4779,10121,8051
4757,10046,7994
4722,9988,7986
4685,9851,7960
4664,9724,7920
4632,9630,7842
4606,9592,7789
4575,9517,7743
4549,9459,7724
4510,9411,7685
4491,9393,7658
4487,9323,7618
4491,9261,7593
4449,9205,7550
4376,9195,7527
4294,9155,7493
4261,9129,7462
4255,9104,7392
4261,9129,7331
4248,9129,7277
4261,9129,7266
4302,9122,7239
4376,9195,7200
4436,9294,7123
4491,9393,7069
4540,9422,7023
4606,9459,7004
4663,9509,6964
4722,9592,6938
4772,9649,6898
4837,9724,6873
4881,9758,6827
4894,9724,6807
4850,9579,6791
4779,9459,6807
4689,9399,6820
4606,9393,6873
4531,9327,6930
4491,9261,7004
4463,9187,7051
4434,9129,7135
4353,8976,7244
4261,8798,7397
4157,8626,7526
4088,8533,7658
4019,8454,7776
3973,8401,7920
3933,8348,8046
3915,8335,8182
3878,8301,8301
3800,8269,8444
3607,8236,8569
3282,8335,8706
2857,8638,8823
2476,9261,8968
2234,10204,9097
2246,11510,9229
2665,13075,9322
3685,14685,9426
5246,15844,9517
7082,16074,9622
8887,15087,9687
10422,13164,9753
11243,10948,9804
10883,9195,9884
9370,8201,9945
7486,7872,10015
6026,7866,10065
5182,8004,10146
4634,8135,10211
4203,8202,10277
3918,8144,10301
3800,8070,10342
3718,8018,10371
3628,8004,10408
3565,7970,10400
3570,8004,10408
3583,8094,10421
3570,8202,10473
3529,8209,10484
3512,8202,10473
3523,8208,10422
3570,8269,10408
3601,8288,10397
3628,8335,10408
3623,8412,10374
3628,8533,10342
3619,8588,10292
3628,8599,10277
3644,8595,10241
3685,8665,10211
3718,8760,10158
3743,8864,10146
3743,8904,10137
3743,8930,10146
3737,8940,10110
3743,8996,10080
3741,9053,10034
3743,9129,10015
3721,9181,9973
3685,9261,9949
3640,9325,9907
3628,9393,9884
3630,9417,9839
3628,9459,9818
3592,9503,9783
3570,9592,9753
3565,9674,9680
3570,9790,9622
3541,9906,9568
3512,10055,9557
3498,10183,9525
3512,10319,9491
3511,10418,9418
3512,10518,9360
3521,10597,9304
3570,10716,9295
3641,10823,9268
3743,10915,9229
3836,10940,9147
3915,10981,9098
3980,11034,9060
4088,11113,9033
4231,11129,8958
4376,11113,8902
4470,11065,8856
4549,11047,8837
4631,10995,8771
4722,10915,8706
4768,10774,8647
4779,10650,8640
4770,10516,8614
4779,10385,8575
4782,10207,8496
4779,10055,8444
4752,9925,8397
4722,9856,8378
4668,9778,8340
4606,9724,8313
4534,9650,8270
4491,9592,8248
4459,9505,8207
4434,9459,8182
4393,9434,8141
4376,9459,8117
4373,9458,8074
4376,9459,8051
4345,9424,8014
4319,9393,7986
4306,9318,7920
4319,9261,7855
4313,9220,7773
4319,9261,7724
4351,9319,7678
4434,9393,7658
4506,9439,7620
4549,9525,7593
4560,9621,7548
4606,9724,7527
4686,9762,7490
4779,9790,7462
4824,9809,7413
4837,9856,7397
4830,9848,7385
4837,9790,7397
4834,9675,7385
4837,9592,7397
4851,9496,7411
4894,9393,7462
4919,9237,7509
4894,9129,7593
4792,9025,7679
4664,8930,7789
4499,8773,7876
4319,8665,7986
4097,8613,8098
3915,8599,8248
3807,8545,8375
3800,8533,8509
3813,8546,8625
3800,8533,8771
3719,8431,8902
3570,8401,9033
3290,8510,9124
2879,8798,9229
2418,9323,9322
2130,10319,9426
2190,11710,9490
2706,13230,9557
3707,14682,9608
5240,16074,9688
7193,16884,9747
9213,16273,9818
10697,14038,9871
11171,11311,9949
10532,9369,10010
9155,8533,10080
7572,8220,10130
6219,8070,10211
5238,8060,10278
4606,8202,10342
4208,8266,10363
3973,8202,10408
3827,8074,10441
3743,8004,10473
3677,7965,10457
3628,8004,10473
3570,8087,10502
3512,8202,10538
3446,8248,10505
3397,8269,10473
3372,8253,10453
3397,8269,10473
3444,8254,10446
3512,8269,10408
3548,8295,10354
3570,8401,10342
3560,8512,10308
3570,8599,10277
3589,8617,10223
3628,8665,10211
3640,8751,10201
3628,8864,10211
3589,8888,10179
3570,8864,10146
3564,8844,10094
3570,8930,10080
3562,9042,10049
3570,9129,10015
3591,9125,9937
3628,9129,9884
3637,9145,9835
3628,9195,9818
3596,9212,9778
3570,9261,9753
3535,9334,9711
3512,9459,9688
3496,9575,9642
3512,9724,9622
3539,9862,9588
3570,9988,9557
3559,10046,9482
3512,10121,9426
3438,10225,9376
3397,10385,9360
3399,10516,9302
3455,10650,9229
3530,10774,9137
3628,10915,9098
3716,10979,9064
3800,10981,9033
3870,10942,8956
3973,10981,8902
4120,11053,8856
4319,11113,8837
4508,11081,8792
4664,11047,8771
4763,11015,8739
4837,10981,8706
4877,10858,8627
4894,10716,8575
4872,10570,8535
4837,10451,8509
4781,10300,8436
4722,10187,8378
4650,10104,8335
4606,10055,8313
4591,9934,8244
4606,9790,8182
4610,9648,8132
4606,9592,8117
4579,9551,8059
4549,9525,7986
4507,9473,7898
4491,9459,7855
4487,9431,7815
4491,9393,7789
4467,9304,7727
4434,9261,7658
4377,9246,7572
4319,9261,7527
4259,9237,7490
4261,9261,7462
4325,9334,7391
4434,9459,7331
4508,9533,7279
4549,9592,7266
4564,9640,7234
4606,9724,7200
4673,9768,7130
4779,9790,7069
4895,9777,7009
5010,9790,7004
5071,9770,7004
5067,9724,7004
4976,9632,6958
4837,9592,6938
4690,9579,6946
4606,9592,7004
4583,9531,7054
4606,9459,7135
4613,9353,7220
4606,9261,7331
4538,9115,7417
4434,8996,7527
4276,8900,7645
4146,8864,7789
4040,8823,7893
3973,8798,7986
3904,8736,8064
3858,8665,8182
3803,8588,8286
3685,8599,8378
3405,8671,8430
2994,8864,8509
2588,9347,8598
2418,10451,8706
2645,12176,8771
3397,14156,8837
4722,15809,8891
6622,16868,8968
8877,17239,9024
11056,16868,9098
12571,15539,9161
13013,13362,9229
12303,10894,9258
10768,8996,9295
8889,8055,9319
7140,7872,9360
5783,7909,9379
4894,7938,9426
4360,7927,9461
4031,7938,9491
3771,7904,9476
3570,7872,9491
3439,7851,9519
3397,7872,9557
3395,7862,9527
3397,7872,9491
3369,7888,9465
3340,7938,9491
3335,7949,9496
3397,8004,9491
3470,8082,9450
3512,8202,9426
3462,8252,9384
3397,8269,9360
3343,8251,9318
3340,8269,9295
3335,8268,9253
3340,8269,9229
3351,8263,9188
3397,8335,9164
3454,8435,9122
3512,8533,9098
3531,8562,9057
3512,8599,9033
3467,8632,8991
3455,8665,8968
3474,8644,8926
3512,8665,8902
3535,8740,8860
3570,8864,8837
3605,8935,8797
3628,8996,8771
3602,9048,8709
3570,9129,8640
3554,9179,8553
3570,9261,8509
3573,9369,8473
3570,9525,8444
3561,9653,8371
3570,9790,8313
3569,9931,8264
3570,10121,8248
3575,10292,8190
3628,10451,8117
3706,10555,8026
3800,10650,7986
3878,10710,7952
3973,10782,7920
4096,10838,7846
4261,10915,7789
4430,10957,7741
4606,10981,7724
4779,10947,7685
4952,10915,7658
5058,10856,7618
5067,10782,7593
4982,10631,7548
4894,10451,7527
4845,10239,7496
4837,10055,7462
4812,9869,7386
4779,9724,7331
4741,9577,7289
4722,9459,7266
4692,9335,7200
4664,9261,7135
4629,9189,7079
4606,9129,7069
4574,9036,7044
4549,8996,7004
4516,8983,6928
4491,8996,6873
4456,8956,6825
4434,8930,6807
4403,8911,6773
4376,8930,6742
4336,8921,6695
4319,8930,6677
4310,8926,6647
4319,8930,6611
4327,8902,6536
4376,8930,6480
4453,9007,6434
4549,9129,6415
4628,9200,6376
4722,9261,6349
4817,9312,6311
4894,9393,6284
4906,9437,6236
4894,9459,6218
4884,9430,6208
4894,9393,6218
4877,9320,6205
4837,9261,6218
4774,9185,6240
4722,9129,6284
4678,9047,6303
4664,8996,6349
4643,8925,6423
4606,8864,6546
4520,8736,6648
4434,8599,6742
4322,8443,6819
4203,8335,6938
4058,8245,7063
3973,8202,7200
3955,8177,7317
3973,8202,7462
3923,8212,7598
3800,8202,7724
3600,8171,7807
3340,8269,7920
3013,8573,8049
2706,9195,8182
2512,10181,8250
2591,11642,8313
3136,13441,8389
4319,15214,8509
6008,16368,8608
7889,16471,8706
9672,15312,8773
11171,13164,8837
11936,10665,8860
11459,8665,8902
9784,7573,8954
7773,7276,9033
6255,7323,9072
5355,7475,9098
4713,7620,9111
4203,7739,9164
3908,7755,9203
3800,7739,9229
3694,7723,9214
3570,7739,9229
3506,7724,9255
3512,7739,9295
3493,7784,9290
3455,7872,9295
3439,7905,9291
3455,7938,9295
3448,7971,9254
3455,8070,9229
3474,8143,9214
3512,8202,9229
3507,8221,9219
3512,8269,9229
3530,8304,9229
3570,8335,9229
3576,8338,9184
3570,8401,9164
3560,8497,9156
3570,8599,9164
3570,8628,9123
3570,8665,9098
3563,8738,9085
3570,8864,9098
3569,8926,9066
3570,8930,9033
3563,8895,8988
3570,8930,8968
3570,9009,8922
3570,9129,8902
3560,9202,8889
3570,9261,8902
3575,9300,8872
3570,9393,8837
3549,9489,8787
3570,9592,8771
3611,9666,8737
3628,9790,8706
3571,9925,8653
3512,10055,8640
3491,10115,8633
3512,10187,8640
3527,10273,8606
3570,10385,8575
3645,10449,8530
3743,10518,8509
3819,10579,8469
3915,10650,8444
4047,10676,8404
4203,10716,8378
4325,10734,8334
4434,10716,8313
4544,10610,8280
4664,10518,8248
4740,10447,8174
4779,10385,8117
4783,10248,8066
4779,10121,8051
4752,10029,8016
4722,9988,7986
4685,9896,7941
4664,9790,7920
4635,9672,7883
4606,9592,7855
4569,9502,7809
4549,9459,7789
4523,9422,7755
4491,9393,7724
4431,9311,7673
4376,9261,7658
4331,9240,7653
4319,9261,7658
4311,9230,7623
4319,9195,7593
4316,9144,7554
4319,9129,7527
4309,9106,7460
4319,9129,7397
4338,9136,7340
4376,9129,7331
4387,9084,7306
4376,9129,7266
4353,9250,7187
4376,9393,7135
4428,9438,7090
4491,9459,7069
4536,9499,7025
4606,9592,7004
4694,9655,6988
4779,9724,7004
4815,9770,6997
4837,9790,7004
4848,9708,7012
4837,9592,7069
4761,9466,7127
4664,9393,7200
4584,9312,7252
4549,9261,7331
4517,9189,7412
4491,9129,7527
4440,9001,7641
4376,8864,7789
4259,8710,7923
4146,8599,8051
4037,8485,8137
3973,8401,8248
3929,8333,8367
3915,8335,8509
3884,8341,8609
3800,8335,8706
3597,8284,8790
3282,8335,8902
2891,8612,8994
2534,9261,9098
2290,10251,9189
2303,11576,9295
2750,13131,9365
3800,14751,9426
5368,15951,9450
7198,16206,9491
9003,15196,9535
10537,13230,9622
11334,10966,9693
10940,9129,9753
9416,8035,9770
7543,7673,9818
6093,7713,9876
5240,7872,9949
4683,7953,9978
4261,8004,10015
3989,8036,10041
3858,8070,10080
3741,8040,10075
3628,8004,10080
3567,7976,10092
3570,8004,10146
3553,8024,10159
3512,8070,10146
3486,8114,10093
3512,8202,10080
3542,8245,10073
3570,8269,10080
3582,8262,10043
3628,8335,10015
3665,8438,9973
3685,8533,9949
3634,8536,9901
3570,8533,9884
3535,8564,9872
3570,8665,9884
3612,8742,9851
3628,8798,9818
3612,8818,9771
3628,8864,9753
3663,8892,9713
3685,8930,9688
3654,8944,9644
3628,8996,9622
3639,9067,9579
3685,9195,9557
3698,9304,9517
3685,9393,9491
3669,9419,9444
3685,9459,9426
3693,9502,9393
3685,9592,9360
3649,9693,9284
3628,9856,9229
3617,10008,9181
3628,10121,9164
3627,10142,9122
3628,10187,9098
3619,10284,9062
3628,10451,9033
3643,10588,8961
3685,10716,8902
3734,10814,8848
3800,10915,8837
3871,10954,8803
3973,10981,8771
4084,10995,8721
4203,11047,8706
4310,11060,8676
4434,11047,8640
4554,10993,8563
4664,10981,8509
4744,10965,8463
4837,10915,8444
4920,10740,8401
4952,10518,8378
4883,10303,8345
4779,10187,8313
4697,10091,8238
4664,9988,8182
4633,9835,8135
4606,9724,8117
4574,9639,8074
4549,9592,8051
4510,9512,8019
4491,9459,7986
4486,9413,7909
4491,9393,7855
4465,9323,7813
4434,9261,7789
4399,9202,7721
4376,9195,7658
4339,9164,7605
4319,9129,7593
4308,9051,7559
4319,8996,7527
4315,8954,7483
4319,8996,7462
4330,9076,7405
4376,9195,7331
4429,9287,7236
4491,9393,7200
4543,9469,7192
4606,9525,7200
4662,9536,7161
4722,9592,7135
4771,9665,7117
4837,9724,7135
4884,9675,7127
4894,9592,7135
4843,9502,7146
4779,9459,7200
4717,9410,7250
4664,9393,7331
4597,9344,7415
4549,9261,7527
4515,9100,7618
4491,8996,7724
4431,8926,7832
4376,8864,7986
4314,8718,8122
4261,8599,8248
4170,8543,8331
4088,8533,8444
4020,8444,8565
3973,8335,8706
3899,8274,8803
3800,8335,8902
3625,8419,8989
3340,8533,9098
2949,8742,9169
2591,9261,9229
2359,10175,9272
2361,11510,9360
2763,13076,9453
3800,14619,9557
5422,15687,9619
7313,15876,9688
9113,14928,9742
10595,13097,9818
11353,10971,9874
10940,9261,9949
9386,8270,10009
7486,7938,10080
6046,7919,10112
5240,8004,10146
4723,8052,10163
4319,8070,10211
4065,8031,10242
3973,8004,10277
3899,7986,10271
3800,8004,10277
3717,7996,10265
3685,8004,10277
3655,8012,10270
3628,8070,10277
3613,8123,10246
3628,8202,10211
3628,8238,10154
3628,8269,10146
3613,8269,10143
3628,8335,10146
3643,8430,10099
3685,8533,10080
3715,8550,10071
3743,8533,10080
3745,8522,10040
3743,8599,10015
3733,8699,9999
3743,8798,10015
3761,8834,9984
3800,8864,9949
3844,8863,9900
3915,8864,9884
4000,8838,9845
4088,8864,9818
4122,8915,9773
4088,8996,9753
3996,9044,9711
3915,9129,9688
3853,9240,9645
3800,9393,9622
3714,9497,9578
3628,9592,9557
3553,9672,9517
3512,9790,9491
3474,9886,9444
3455,9988,9426
3443,10070,9393
3455,10187,9360
3469,10305,9283
3512,10451,9229
3565,10560,9181
3628,10650,9164
3673,10700,9122
3743,10782,9098
3841,10853,9062
3973,10915,9033
4091,10928,8960
4203,10981,8902
4309,11051,8851
4434,11113,8837
4552,11069,8799
4664,10981,8771
4736,10871,8727
4779,10782,8706
4783,10632,8664
4779,10451,8640
4769,10250,8601
4779,10121,8575
4798,10032,8529
4837,9988,8509
4855,9900,8478
4837,9790,8444
4757,9655,8368
4664,9592,8313
4584,9554,8267
4549,9525,8248
4520,9441,8205
4491,9393,8182
4449,9376,8150
4434,9393,8117
4430,9340,8040
4434,9261,7986
4405,9165,7943
4376,9129,7920
4356,9104,7851
4376,9129,7789
4402,9169,7736
4434,9261,7724
4453,9332,7689
4491,9393,7658
4538,9412,7613
4606,9459,7593
4664,9512,7554
4722,9592,7527
4771,9647,7485
4837,9724,7462
4880,9788,7419
4894,9856,7397
4878,9866,7375
4894,9856,7397
4933,9797,7419
4952,9724,7462
4886,9604,7484
4779,9525,7527
4689,9488,7572
4664,9525,7658
4660,9499,7744
4664,9393,7855
4620,9162,7946
4549,8930,8051
4426,8737,8138
4319,8665,8248
4215,8631,8340
4146,8599,8444
4081,8553,8528
4031,8599,8640
3943,8646,8739
3800,8599,8837
3571,8503,8891
3282,8665,8968
2933,9121,9052
2591,9790,9164
2365,10819,9233
2534,12634,9295
3414,14942,9342
5125,16736,9426
7277,17271,9494
9328,16868,9557
11036,15932,9579
12437,14354,9622
13149,12054,9672
12495,9856,9753
10429,8604,9796
8004,8269,9818
6291,8166,9802
5413,8070,9818
4826,8086,9841
4319,8202,9884
4015,8157,9885
3915,8004,9884
3796,7906,9867
3628,7938,9884
3524,7959,9884
3512,8004,9884
3473,8087,9845
3397,8202,9818
3342,8216,9776
3340,8202,9753
3330,8197,9709
3340,8269,9688
3370,8307,9649
3455,8335,9622
3536,8340,9571
3628,8401,9557
3677,8464,9547
3685,8533,9557
3631,8575,9522
3570,8665,9491
3522,8768,9446
3512,8864,9426
3522,8873,9384
3570,8864,9360
3633,8846,9321
3685,8864,9295
3675,8871,9247
3628,8930,9229
3575,9016,9200
3570,9129,9164
3593,9192,9082
3628,9261,9033
3633,9317,8995
3628,9393,8968
3618,9455,8891
3628,9592,8837
3616,9779,8796
3570,9988,8771
3475,10107,8697
3397,10187,8640
3364,10257,8598
3397,10385,8575
3448,10510,8502
3512,10650,8444
3580,10773,8399
3685,10915,8378
3815,11000,8310
3973,11047,8248
4121,11052,8196
4261,11113,8182
4377,11189,8143
4491,11245,8117
4583,11195,8081
4664,11113,8051
4735,11026,7978
4837,10981,7920
4940,10895,7871
5010,10782,7855
4998,10615,7815
4952,10451,7789
4908,10268,7753
4894,10121,7724
4870,9976,7654
4837,9856,7593
4794,9709,7541
4779,9592,7527
4774,9493,7495
4779,9459,7462
4758,9421,7414
4722,9393,7397
4659,9321,7366
4606,9261,7331
4561,9200,7258
4549,9195,7200
4542,9171,7150
4549,9129,7135
4543,9037,7102
4549,8996,7069
4544,8984,7022
4549,8996,7004
4556,8972,6975
4606,8996,6938
4669,9053,6863
4722,9129,6807
4724,9129,6761
4722,9129,6742
4732,9159,6703
4779,9261,6677
4828,9337,6638
4894,9393,6611
4972,9417,6563
5067,9459,6546
5123,9453,6536
5125,9393,6546
5069,9254,6530
5010,9129,6546
4950,9026,6588
4894,8996,6677
4825,8976,6744
4779,8996,6807
4746,8977,6855
4722,8930,6938
4644,8777,7025
4549,8599,7135
4425,8425,7226
4319,8335,7331
4209,8281,7420
4146,8269,7527
4126,8255,7620
4146,8269,7724
4114,8249,7793
3973,8202,7855
3676,8129,7899
3282,8202,7986
2872,8589,8081
2591,9459,8182
2562,10765,8242
2937,12436,8313
3806,14294,8377
5240,16074,8444
7164,17140,8469
9328,16868,8509
11198,15075,8562
12207,12436,8640
12039,9911,8677
10883,8202,8706
9215,7356,8722
7543,7144,8771
6156,7243,8804
5182,7475,8837
4568,7655,8834
4203,7739,8837
3957,7709,8824
3800,7673,8837
3698,7650,8836
3628,7673,8837
3554,7689,8798
3512,7739,8771
3503,7793,8750
3512,7872,8771
3503,7902,8775
3512,7938,8771
3536,7952,8727
3570,8004,8706
3560,8026,8692
3570,8070,8706
3607,8115,8680
3685,8202,8640
3728,8273,8582
3743,8335,8575
3734,8357,8574
3743,8401,8575
3743,8452,8530
3743,8533,8509
3734,8574,8500
3743,8599,8509
3746,8603,8474
3743,8665,8444
3727,8755,8404
3743,8864,8378
