II,MCL,PLETH
2699,1519,7926
2826,1552,7889
2896,1571,7873
2918,1595,7843
2962,1622,7819
3016,1644,7760
3028,1648,7712
2946,1645,7666
2830,1648,7658
2757,1661,7634
2765,1674,7605
2818,1675,7542
2896,1674,7498
2972,1672,7456
3028,1674,7444
3037,1671,7414
3028,1674,7391
3020,1683,7349
3028,1700,7337
3027,1704,7325
3028,1700,7337
3040,1692,7331
3094,1700,7337
3161,1712,7327
3225,1726,7337
3260,1733,7331
3291,1751,7337
3318,1775,7327
3357,1803,7337
3406,1824,7333
3489,1854,7337
3557,1891,7323
3554,1932,7337
3459,1959,7355
3357,1983,7391
3300,2006,7392
3291,2035,7391
3311,2052,7375
3423,2060,7391
3637,2058,7392
3884,2060,7391
4038,2061,7370
4081,2060,7391
4036,2050,7419
3949,2035,7444
3835,2004,7414
3752,1957,7391
3709,1899,7376
3686,1854,7391
3626,1818,7384
3554,1777,7391
3502,1712,7389
3489,1648,7391
3465,1601,7355
3423,1571,7337
3372,1528,7328
3357,1468,7337
3358,1398,7307
3357,1339,7283
3340,1285,7268
3357,1236,7283
3399,1190,7264
3423,1159,7230
3355,1133,7181
3225,1107,7176
3093,1074,7175
3028,1056,7176
3012,1053,7142
3028,1056,7123
3033,1044,7109
3028,1030,7123
2997,1024,7117
2962,1030,7123
2918,1038,7116
2896,1056,7123
2918,1081,7113
3028,1107,7123
3192,1121,7123
3357,1133,7123
3453,1147,7087
3489,1159,7069
3471,1158,7059
3423,1159,7069
3348,1168,7044
3291,1185,7016
3252,1196,6975
3225,1210,6962
3200,1225,6948
3225,1236,6962
3292,1234,6964
3357,1236,6962
3364,1248,6925
3357,1262,6909
3375,1263,6899
3423,1262,6909
3439,1263,6895
3423,1262,6909
3388,1248,6930
3357,1236,6962
3301,1234,6956
3225,1236,6962
3141,1226,6978
3094,1210,7016
3078,1195,7017
3094,1185,7016
3116,1169,7004
3160,1159,7016
3198,1155,7009
3225,1159,7016
3220,1158,7010
3225,1159,7016
3250,1160,7001
3291,1159,7016
3304,1146,7036
3291,1133,7069
3253,1127,7065
3225,1133,7069
3224,1143,7078
3291,1159,7123
3393,1181,7150
3489,1210,7176
3547,1230,7186
3620,1236,7230
3718,1232,7275
3818,1236,7337
3882,1249,7381
3949,1262,7444
4013,1257,7496
4015,1236,7551
3887,1207,7571
3686,1185,7605
3492,1161,7642
3357,1133,7712
3261,1102,7764
3225,1082,7819
3242,1068,7846
3291,1056,7873
3325,1038,7868
3357,1030,7873
3371,1030,7864
3357,1030,7873
3289,1017,7863
3225,1004,7873
3181,1002,7869
3160,1004,7873
3114,997,7856
3094,979,7873
3126,971,7894
3225,979,7926
3312,995,7919
3357,1004,7926
3374,1013,7938
3423,1030,7980
3478,1069,8000
3489,1133,8033
3439,1217,8053
3423,1313,8087
3517,1421,8099
3752,1519,8140
4125,1518,8186
4674,1313,8247
5360,880,8269
6056,283,8301
6580,-443,8337
6846,-1262,8408
6794,-2014,8445
6385,-2447,8462
5607,-2518,8445
4608,-2447,8462
3599,-2409,8482
2765,-2292,8515
2140,-1931,8511
1711,-1391,8515
1439,-887,8507
1316,-489,8515
1292,-136,8503
1316,206,8515
1336,485,8516
1382,695,8515
1494,870,8476
1711,1030,8462
1995,1156,8455
2304,1262,8462
2566,1358,8426
2765,1442,8408
2863,1501,8398
2896,1545,8408
2882,1588,8376
2896,1622,8354
2960,1640,8339
3094,1648,8354
3241,1661,8346
3357,1674,8354
3388,1677,8353
3357,1674,8354
3304,1672,8316
3291,1674,8301
3316,1673,8294
3357,1674,8301
3384,1673,8266
3423,1674,8247
3480,1671,8237
3554,1674,8247
3618,1675,8216
3686,1674,8194
3752,1666,8178
3818,1674,8194
3869,1696,8172
3949,1726,8140
4065,1739,8094
4213,1751,8087
4334,1769,8079
4410,1803,8087
4394,1831,8062
4279,1854,8033
4072,1873,7986
3884,1906,7980
3787,1944,7977
3818,1983,7980
3910,2010,7943
4015,2035,7926
4073,2058,7916
4081,2086,7926
4056,2111,7899
4081,2138,7873
4182,2156,7835
4344,2163,7819
4475,2145,7784
4542,2112,7765
4543,2070,7734
4542,2035,7712
4558,1997,7669
4608,1957,7658
4648,1907,7654
4674,1854,7658
4654,1798,7623
4608,1751,7605
4521,1702,7594
4410,1648,7605
4256,1582,7577
4081,1519,7551
3909,1464,7530
3818,1416,7551
3818,1364,7555
3884,1313,7551
3916,1267,7514
3884,1236,7498
3781,1208,7482
3686,1185,7498
3641,1156,7498
3686,1133,7498
3775,1113,7452
3884,1107,7391
3996,1113,7298
4147,1133,7230
4269,1149,7179
4279,1159,7176
4130,1156,7172
3949,1159,7176
3856,1168,7162
3884,1185,7176
3927,1197,7194
3949,1210,7230
3987,1222,7231
4147,1236,7230
4427,1247,7215
4739,1262,7230
4894,1282,7232
4805,1313,7230
4512,1342,7193
4213,1365,7176
4036,1377,7164
4015,1391,7176
4067,1403,7169
4147,1416,7176
4199,1419,7172
4213,1416,7176
4174,1412,7161
4147,1416,7176
4154,1427,7198
4213,1442,7230
4292,1448,7223
4410,1442,7230
4543,1426,7245
4674,1416,7283
4769,1414,7286
4871,1416,7283
4960,1407,7270
5003,1391,7283
4948,1372,7280
4871,1365,7283
4834,1364,7272
4871,1365,7283
4914,1355,7280
4937,1339,7283
4897,1321,7268
4805,1313,7283
4664,1311,7303
4542,1313,7337
4452,1312,7335
4410,1313,7337
4403,1312,7340
4476,1313,7391
4602,1318,7441
4739,1339,7498
4850,1367,7518
5003,1391,7551
5199,1394,7586
5398,1391,7658
5536,1388,7714
5661,1391,7765
5748,1383,7782
5727,1365,7819
5527,1338,7858
5266,1313,7926
5040,1286,7975
4871,1262,8033
4690,1235,8077
4542,1210,8140
4468,1182,8173
4476,1159,8194
4499,1140,8181
4542,1133,8194
4583,1130,8212
4608,1133,8247
4571,1134,8247
4542,1133,8247
4550,1123,8235
4608,1107,8247
4638,1092,8242
4674,1082,8247
4737,1079,8237
4871,1082,8247
5000,1091,8243
5068,1107,8247
5013,1132,8220
4871,1159,8194
4686,1189,8150
4542,1236,8140
4474,1310,8133
4542,1416,8140
4774,1534,8112
5200,1622,8087
5760,1595,8048
6385,1365,8033
6994,896,8001
7570,232,7980
8037,-566,7942
8294,-1391,7926
8189,-2076,7895
7701,-2447,7873
6908,-2514,7832
5990,-2447,7819
5058,-2360,7793
4213,-2163,7765
3521,-1758,7701
3094,-1210,7658
2918,-697,7622
2896,-283,7605
2861,67,7549
2765,386,7498
2617,646,7450
2501,850,7444
2479,1022,7420
2633,1185,7391
2931,1323,7342
3291,1442,7337
3587,1541,7337
3818,1622,7337
3972,1681,7298
4081,1726,7283
4150,1759,7279
4279,1777,7283
4467,1779,7247
4674,1777,7230
4805,1785,7223
4871,1803,7230
4838,1819,7196
4674,1829,7176
4388,1830,7167
4147,1829,7176
4050,1824,7145
4081,1829,7123
4149,1839,7111
4279,1854,7123
4472,1857,7096
4674,1854,7069
4793,1848,7049
4871,1854,7069
4941,1866,7073
5003,1880,7069
5002,1881,7035
5003,1880,7016
5049,1883,6998
5134,1906,7016
5145,1934,7020
5068,1957,7016
4944,1967,6977
4871,1983,6962
4847,2006,6955
4871,2035,6962
4915,2055,6933
5003,2086,6909
5090,2124,6890
5134,2163,6909
5100,2188,6911
5068,2215,6909
5094,2244,6890
5200,2266,6909
5328,2261,6932
5463,2241,6962
5561,2215,6957
5595,2189,6962
5524,2151,6958
5398,2112,6962
5250,2073,6946
5134,2035,6962
5059,1983,6988
5068,1932,7016
5118,1880,6990
5134,1829,6962
5018,1764,6944
4805,1700,6962
4571,1642,6961
4410,1597,6962
4317,1547,6951
4279,1494,6962
4244,1437,6957
4213,1391,6962
4153,1349,6954
4081,1313,6962
3997,1272,6955
3949,1236,6962
3928,1204,6955
3949,1185,6962
3995,1162,6953
4081,1133,6962
4131,1099,6958
4081,1082,6962
3914,1078,6949
3752,1082,6962
3657,1078,6980
3620,1082,7016
3571,1093,7018
3554,1107,7016
3614,1108,6998
3752,1107,7016
3875,1107,7036
3949,1107,7069
3959,1102,7070
3949,1107,7069
3949,1121,7054
4015,1133,7069
4108,1130,7087
4147,1133,7123
4052,1153,7127
3884,1185,7123
3720,1202,7103
3620,1210,7123
3563,1218,7150
3554,1236,7176
3573,1251,7150
3620,1262,7123
3690,1263,7103
3818,1262,7123
3968,1258,7127
4081,1262,7123
4101,1266,7088
4081,1262,7069
4050,1246,7053
4015,1236,7069
3961,1236,7071
3949,1236,7069
3987,1223,7034
4015,1210,7016
3928,1206,7002
3752,1210,7016
3573,1209,7012
3489,1210,7016
3492,1212,7006
3554,1210,7016
3606,1196,7010
3620,1185,7016
3584,1182,7006
3554,1185,7016
3562,1182,7011
3620,1185,7016
3670,1196,7003
3686,1210,7016
3654,1219,7029
3620,1236,7069
3607,1264,7091
3620,1288,7123
3593,1284,7139
3489,1262,7176
3314,1235,7198
3160,1210,7230
3064,1182,7243
3028,1159,7283
3011,1136,7325
3028,1107,7391
3063,1065,7438
3094,1030,7498
3090,1011,7542
3094,1004,7605
3106,991,7651
3094,979,7712
2989,972,7758
2830,979,7819
2670,982,7864
2567,979,7926
2492,968,7973
2435,953,8033
2346,939,8076
2238,927,8140
2147,923,8192
2172,927,8247
2318,939,8269
2501,953,8301
2593,973,8322
2567,1004,8354
2481,1048,8353
2435,1107,8354
2493,1192,8343
2699,1313,8354
3040,1438,8349
3489,1494,8354
4010,1392,8346
4608,1082,8354
5265,538,8333
5924,-206,8301
6438,-1041,8236
6648,-1777,8194
6418,-2255,8156
5727,-2447,8140
4675,-2473,8091
3489,-2447,8033
2400,-2362,7959
1580,-2112,7926
1059,-1668,7896
790,-1133,7873
678,-651,7811
658,-258,7765
664,72,7723
658,361,7712
619,589,7680
592,773,7658
631,932,7622
790,1082,7605
1036,1206,7570
1316,1313,7551
1547,1409,7518
1711,1494,7498
1795,1555,7460
1843,1597,7444
1885,1629,7416
1975,1648,7391
2085,1653,7330
2172,1648,7283
2191,1647,7242
2172,1648,7230
2139,1648,7199
2106,1648,7176
2083,1648,7140
2106,1648,7123
2157,1646,7089
2172,1648,7069
2109,1649,7036
2041,1648,7016
2055,1641,6980
2172,1648,6962
2317,1662,6931
2435,1674,6909
2496,1669,6870
2501,1674,6855
2445,1694,6831
2370,1726,6801
2327,1742,6737
2370,1751,6694
2466,1753,6661
2567,1751,6641
2617,1742,6583
2633,1751,6534
2631,1784,6493
2633,1829,6480
2626,1857,6433
2633,1880,6373
2672,1910,6300
2765,1957,6266
2873,2000,6236
2962,2035,6212
3004,2052,6156
3028,2060,6105
3051,2059,6057
3094,2060,6052
3148,2054,6050
3225,2035,6052
3302,1995,6020
3357,1957,5998
3368,1922,5982
3357,1880,5998
3312,1817,6001
3225,1751,5998
3104,1695,5964
3028,1648,5945
3018,1588,5930
3028,1519,5945
2964,1450,5946
2830,1391,5945
2678,1335,5913
2567,1288,5891
2485,1245,5873
2435,1210,5891
2415,1172,5898
2435,1133,5891
2451,1091,5851
2435,1056,5837
2385,1024,5850
2370,1004,5891
2413,990,5899
2501,979,5891
2556,963,5872
2567,953,5891
2555,949,5915
2567,953,5945
2578,953,5943
2567,953,5945
2540,950,5937
2567,953,5945
2655,960,5938
2765,979,5945
2838,1003,5941
2896,1030,5945
2942,1047,5934
2962,1056,5945
2928,1062,5947
2896,1082,5945
2926,1108,5910
3028,1133,5891
3122,1146,5883
3160,1159,5891
3135,1172,5865
3094,1185,5837
3035,1186,5818
2962,1185,5837
2876,1184,5845
2830,1185,5837
2840,1173,5799
2896,1159,5784
2957,1151,5778
3028,1159,5784
3100,1165,5758
3160,1159,5730
3154,1141,5694
3094,1133,5677
3011,1134,5646
2962,1133,5623
2928,1119,5590
2896,1107,5570
2868,1105,5537
2896,1107,5516
2963,1096,5485
3028,1082,5463
3050,1075,5425
3094,1082,5409
3203,1084,5397
3357,1082,5409
3445,1077,5406
3423,1082,5409
3319,1091,5398
3225,1107,5409
3170,1128,5421
3160,1159,5463
3172,1190,5506
3225,1210,5570
3293,1213,5620
3357,1210,5677
3407,1210,5721
3489,1210,5784
3580,1193,5835
3620,1159,5891
3549,1123,5931
3423,1107,5998
3306,1099,6071
3225,1082,6159
3148,1049,6214
3094,1030,6266
3075,1029,6308
3094,1030,6373
3101,1007,6424
3094,979,6480
3065,967,6522
3028,979,6587
2960,986,6642
2896,979,6694
2858,963,6713
2896,953,6748
2983,953,6789
3094,953,6855
3159,952,6903
3160,953,6962
3077,963,7009
2962,979,7069
2874,1001,7113
2896,1030,7176
3034,1072,7230
3225,1133,7283
3363,1222,7302
3423,1339,7337
3480,1451,7379
3686,1494,7444
4132,1390,7475
4805,1082,7498
5566,530,7508
6253,-232,7551
6714,-1078,7581
6846,-1803,7605
6541,-2260,7596
5793,-2447,7605
4729,-2481,7605
3620,-2447,7605
2659,-2324,7569
1909,-2035,7551
1340,-1588,7541
987,-1082,7551
862,-623,7526
922,-232,7498
1048,103,7459
1185,386,7444
1294,601,7413
1382,773,7391
1454,929,7354
1580,1082,7337
1782,1207,7305
2041,1313,7283
2267,1408,7247
2435,1494,7230
2524,1556,7198
2567,1597,7176
2579,1628,7138
2633,1648,7123
2740,1654,7094
2896,1648,7069
3043,1644,7025
3160,1648,7016
3223,1660,7013
3225,1674,7016
3150,1678,6980
3028,1674,6962
2904,1667,6954
2830,1674,6962
2791,1688,6931
2765,1700,6909
2741,1697,6896
2765,1700,6909
2843,1710,6886
2962,1726,6855
3086,1733,6812
3225,1751,6801
3351,1777,6792
3423,1803,6801
3404,1806,6783
3357,1803,6748
3333,1807,6680
3357,1829,6641
3386,1843,6611
3423,1854,6587
3456,1869,6524
3489,1906,6480
3492,1948,6462
3489,1983,6480
3485,2004,6465
3489,2035,6427
3463,2074,6361
3423,2112,6319
3409,2129,6281
3489,2138,6266
3642,2142,6238
3818,2138,6212
3961,2106,6158
4081,2060,6105
4135,2015,6041
4081,1983,5998
3929,1947,5942
3818,1906,5891
3819,1854,5825
3884,1803,5784
3886,1748,5748
3818,1700,5730
3699,1649,5695
3554,1597,5677
3392,1533,5663
3291,1468,5677
3275,1401,5676
3291,1339,5677
3246,1280,5664
3160,1236,5677
3077,1204,5694
3028,1185,5730
2981,1160,5752
2962,1133,5784
2976,1103,5804
3028,1082,5837
3081,1065,5858
3160,1056,5891
3255,1050,5913
3357,1056,5945
3411,1067,5964
3423,1082,5998
3379,1092,6023
3291,1107,6052
3156,1121,6051
3028,1133,6052
2934,1133,6042
2896,1133,6052
2900,1140,6049
2962,1159,6052
3055,1174,6042
3160,1185,6052
3249,1192,6052
3357,1210,6052
3468,1228,6022
3554,1236,5998
3584,1232,5966
3620,1236,5945
3702,1249,5910
3818,1262,5891
3866,1260,5864
3818,1262,5837
3705,1273,5779
3620,1288,5730
3574,1289,5689
3554,1288,5677
3538,1289,5650
3554,1288,5623
3573,1266,5585
3554,1236,5570
3489,1214,5543
3489,1210,5516
3613,1210,5473
3818,1210,5463
3951,1208,5460
3949,1210,5463
3813,1211,5430
3620,1210,5409
3436,1199,5398
3357,1185,5409
3389,1175,5387
3489,1185,5355
3566,1200,5328
3620,1210,5355
3653,1208,5388
3686,1210,5409
3706,1222,5395
3752,1236,5409
3833,1237,5436
3949,1236,5463
4036,1243,5450
4081,1262,5463
4099,1278,5505
4147,1288,5570
4197,1288,5594
4213,1288,5623
4168,1278,5664
4147,1262,5730
4200,1244,5774
4344,1236,5837
4535,1228,5912
4739,1210,5998
4838,1180,6046
4739,1159,6105
4478,1148,6176
4279,1133,6266
4244,1102,6318
4279,1082,6373
4198,1079,6436
4015,1082,6534
3802,1069,6613
3620,1056,6694
3477,1055,6764
3489,1056,6855
3676,1044,6931
3949,1030,7016
4118,1037,7086
4147,1056,7176
4069,1072,7254
3949,1082,7337
3816,1101,7389
3752,1133,7444
3798,1168,7486
3949,1210,7551
4148,1281,7603
4410,1391,7658
4756,1508,7682
5200,1571,7712
5702,1499,7729
6253,1236,7765
6809,753,7787
7306,77,7819
7614,-726,7835
7636,-1519,7873
7299,-2133,7898
6648,-2447,7926
5781,-2506,7921
4871,-2447,7926
4036,-2341,7919
3357,-2112,7926
2824,-1704,7915
