II,III,PLETH,ABP
-355,-242,5934,4449
-175,-225,6006,4372
-9,-281,6137,4286
-45,-353,6291,4205
-347,-398,6375,4109
-713,-440,6471,4018
-860,-498,6615,3917
-773,-554,6793,3828
-724,-584,6907,3732
-932,-613,7013,3649
-1253,-658,7149,3567
-1359,-710,7329,3507
-1169,-753,7462,3453
-980,-812,7576,3421
-1085,-890,7688,3395
-1432,-941,7837,3392
-1711,-915,7954,3395
-1743,-843,8055,3419
-1618,-800,8133,3449
-1485,-823,8233,3499
-1318,-880,8312,3546
-1054,-936,8385,3595
-818,-977,8428,3628
-858,-1008,8489,3665
-1190,-1022,8539,3693
-1524,-1014,8593,3720
-1606,-996,8614,3722
-1514,-1001,8650,3714
-1468,-1045,8678,3692
-1520,-1105,8718,3674
-1573,-1135,8728,3642
-1611,-1125,8761,3609
-1687,-1094,8789,3564
-1785,-1073,8827,3526
-1832,-1066,8833,3484
-1826,-1059,8871,3450
-1792,-1032,8916,3411
-1718,-998,8973,3386
-1595,-992,8988,3363
-1477,-1036,9030,3358
-1372,-1073,9086,3352
-1255,-1030,9162,3354
-1179,-921,9192,3349
-1261,-850,9241,3353
-1434,-854,9300,3352
-1462,-859,9381,3361
-1289,-800,9416,3362
-1176,-734,9461,3368
-1299,-743,9507,3361
-1452,-804,9579,3356
-1337,-818,9607,3340
-1003,-767,9639,3327
-756,-742,9664,3306
-763,-808,9716,3290
-910,-896,9735,3262
-1028,-884,9759,3238
-1041,-749,9769,3206
-969,-597,9804,3183
-895,-531,9813,3155
-910,-543,9829,3134
-991,-553,9827,3105
-1014,-512,9855,3085
-918,-423,9868,3062
-802,-287,9890,3047
-767,-111,9880,3027
-778,59,9882,3018
-714,161,9864,3008
-525,207,9863,3007
-256,291,9835,2997
-16,503,9818,2993
88,817,9782,2984
22,1111,9770,2981
-69,1281,9736,2972
73,1369,9706,2968
594,1535,9651,2959
1298,1862,9625,2956
1751,2216,9584,2946
1642,2360,9542,2943
1119,2230,9464,2935
599,1985,9418,2932
322,1793,9371,2918
187,1655,9325,2908
103,1519,9230,2895
126,1420,9163,2892
193,1418,9107,2884
34,1449,9061,2881
-384,1398,8962,2871
-712,1271,8884,2867
-724,1220,8825,2858
-630,1329,8792,2855
-599,1475,8708,2846
-475,1414,8637,2842
-250,1028,8581,2833
-364,426,8565,2829
-1050,-164,8514,2821
-1814,-581,8473,2818
-2037,-806,8437,2807
-1809,-907,8440,2800
-1693,-981,8421,2784
-1898,-1078,8418,2772
-2117,-1174,8408,2757
-2043,-1183,8424,2752
-1693,-1098,8415,2744
-1275,-1003,8420,2741
-975,-974,8412,2731
-896,-978,8423,2727
-1023,-954,8412,2722
-1216,-902,8420,2725
-1305,-863,8415,2722
-1247,-836,8425,2726
-1149,-809,8411,2723
-1176,-805,8418,2725
-1338,-841,8417,2721
-1462,-878,8430,2727
-1353,-862,8407,2730
-1032,-804,8389,2739
-697,-763,8357,2735
-565,-773,8345,2731
-701,-789,8308,2719
-994,-765,8275,2717
-1165,-703,8224,2708
-1018,-668,8196,2705
-658,-694,8153,2693
-416,-755,8117,2691
-404,-779,8059,2681
-440,-742,8028,2684
-397,-680,7989,2678
-443,-664,7958,2687
-714,-726,7897,2692
-1038,-850,7861,2720
-1161,-982,7824,2755
-1148,-1075,7797,2824
-1248,-1104,7735,2911
-1516,-1099,7694,3041
-1725,-1121,7656,3201
-1705,-1212,7637,3417
-1520,-1311,7587,3670
-1366,-1328,7555,3976
-1339,-1251,7529,4306
-1397,-1187,7525,4673
-1439,-1224,7492,5047
-1411,-1326,7474,5435
-1331,-1387,7457,5803
-1245,-1377,7461,6156
-1171,-1355,7436,6464
-1128,-1371,7422,6737
-1144,-1392,7402,6950
-1193,-1370,7405,7112
-1142,-1331,7389,7202
-907,-1335,7394,7246
-646,-1355,7394,7235
-648,-1298,7402,7189
-938,-1155,7379,7095
-1192,-1048,7370,6986
-1113,-1032,7358,6857
-793,-1005,7356,6736
-535,-856,7320,6613
-466,-647,7297,6512
-433,-506,7272,6421
-259,-454,7260,6356
72,-425,7216,6297
410,-401,7187,6266
560,-391,7162,6245
411,-376,7153,6248
59,-339,7106,6246
-220,-315,7053,6260
-186,-308,6994,6262
93,-264,6961,6272
272,-166,6896,6258
92,-102,6804,6244
-272,-131,6673,6207
-419,-185,6568,6168
-230,-163,6484,6103
-15,-78,6447,6040
-35,-1,6420,5958
-154,40,6428,5878
-91,71,6424,5781
127,86,6409,5694
242,82,6343,5601
177,78,6284,5517
148,105,6231,5416
316,133,6210,5326
531,117,6166,5237
506,49,6125,5166
158,-39,6087,5086
-329,-128,6110,5012
-744,-208,6149,4926
-1045,-270,6204,4850
-1273,-311,6236,4760
-1392,-357,6290,4676
-1321,-418,6321,4577
-1103,-477,6322,4487
-921,-509,6283,4385
-898,-517,6309,4292
-934,-504,6388,4186
-875,-479,6478,4089
-778,-487,6513,3981
-848,-570,6592,3888
-1060,-670,6719,3792
-1130,-671,6855,3717
-935,-572,6918,3647
-706,-515,7007,3605
-648,-573,7153,3570
-671,-642,7333,3558
-695,-624,7440,3549
-824,-583,7543,3564
-1004,-615,7681,3587
-900,-668,7856,3631
-489,-643,7968,3671
-297,-557,8062,3721
-688,-527,8164,3762
-1275,-568,8303,3808
-1466,-606,8400,3838
-1264,-578,8481,3867
-1110,-535,8550,3879
-1172,-528,8651,3886
-1259,-564,8726,3873
-1207,-594,8792,3857
-1060,-613,8833,3823
-873,-636,8897,3786
-631,-679,8948,3731
-345,-677,9003,3684
-68,-548,9017,3636
209,-255,9027,3602
577,157,9013,3561
1068,649,9015,3526
1562,1234,8995,3489
1886,1953,8975,3469
2023,2792,8935,3451
2104,3638,8923,3448
2188,4304,8898,3442
2194,4670,8871,3445
2153,4798,8811,3443
2288,4849,8779,3447
2706,4879,8747,3443
3105,4803,8712,3443
3061,4605,8632,3435
2500,4406,8576,3432
1780,4272,8532,3419
1313,4110,8499,3410
1236,3865,8418,3388
1335,3618,8355,3364
1231,3397,8305,3327
691,3054,8281,3299
-102,2512,8216,3271
-699,1968,8166,3257
-840,1667,8126,3234
-713,1583,8111,3213
-691,1489,8055,3184
-917,1273,8005,3167
-1220,1008,7958,3149
-1359,789,7943,3141
-1260,612,7899,3126
-1016,476,7863,3120
-776,408,7822,3110
-629,427,7817,3105
-587,427,7798,3089
-566,285,7796,3081
-450,-3,7783,3071
-214,-281,7794,3071
-58,-444,7791,3060
-244,-528,7809,3056
-758,-629,7813,3047
-1254,-744,7835,3052
-1419,-828,7839,3049
-1276,-883,7861,3052
-1052,-938,7870,3045
-905,-965,7893,3052
-882,-938,7892,3053
-997,-906,7904,3070
-1157,-933,7903,3079
-1188,-997,7916,3101
-1016,-1021,7901,3120
-796,-994,7887,3160
-698,-970,7852,3208
-711,-997,7838,3288
-709,-1056,7809,3384
-709,-1109,7782,3522
-848,-1127,7727,3684
-1129,-1121,7692,3890
-1307,-1120,7652,4120
-1204,-1151,7628,4394
-1012,-1195,7580,4686
-1070,-1228,7553,5003
-1326,-1253,7526,5319
-1361,-1312,7517,5643
-1017,-1385,7475,5945
-722,-1426,7443,6227
-919,-1431,7409,6457
-1428,-1482,7410,6650
-1652,-1595,7397,6790
-1383,-1697,7394,6891
-1056,-1724,7380,6930
-1159,-1741,7397,6926
-1571,-1818,7404,6872
-1775,-1927,7420,6795
-1570,-1980,7415,6681
-1279,-1981,7441,6557
-1178,-1992,7477,6417
-1141,-2052,7544,6283
-989,-2135,7591,6141
-848,-2217,7640,6011
-856,-2277,7672,5880
-879,-2294,7722,5773
-802,-2252,7748,5676
-841,-2193,7771,5600
-1170,-2185,7775,5521
-1508,-2255,7807,5454
-1450,-2341,7831,5382
-1074,-2370,7848,5325
-854,-2325,7826,5257
-1027,-2273,7824,5191
-1315,-2252,7826,5105
-1352,-2238,7828,5020
-1147,-2178,7774,4919
-1010,-2084,7714,4823
-1105,-2002,7656,4709
-1260,-1948,7620,4599
-1239,-1879,7526,4475
-1064,-1756,7374,4360
-923,-1589,7174,4235
-851,-1429,7009,4119
-694,-1311,6866,3997
-387,-1236,6749,3891
-74,-1154,6625,3784
46,-1033,6545,3695
-75,-890,6483,3604
-309,-772,6421,3535
-450,-682,6320,3470
-374,-583,6246,3430
-149,-449,6195,3397
71,-312,6153,3394
277,-197,6067,3402
549,-84,6002,3432
794,73,5963,3462
826,257,5931,3507
771,399,5849,3552
991,450,5783,3613
1447,457,5744,3667
1591,483,5713,3727
1146,516,5631,3774
564,484,5564,3819
374,390,5525,3845
477,332,5495,3868
494,381,5413,3871
415,464,5345,3867
455,461,5308,3843
571,364,5277,3818
563,313,5187,3782
454,395,5104,3748
409,522,5054,3703
416,528,5014,3661
377,416,4916,3613
359,345,4816,3573
515,395,4744,3528
800,451,4694,3494
978,410,4596,3458
909,346,4492,3432
704,372,4410,3402
549,446,4358,3384
458,442,4275,3366
322,341,4184,3357
158,219,4104,3338
118,122,4060,3324
181,53,4001,3301
101,22,3933,3284
-189,18,3858,3262
-425,-38,3814,3247
-430,-191,3774,3227
-405,-371,3742,3209
-550,-460,3693,3180
-707,-429,3665,3159
-668,-360,3648,3136
-543,-339,3659,3121
-529,-374,3658,3099
-567,-417,3663,3082
-538,-429,3673,3062
-555,-419,3725,3050
-771,-413,3779,3033
-1058,-424,3826,3024
-1176,-454,3858,3014
-1121,-495,3941,3011
-1064,-519,4051,2998
-1047,-497,4151,2987
-950,-451,4211,2973
-737,-443,4308,2973
-552,-490,4444,2971
-551,-535,4573,2974
-718,-528,4641,2964
-881,-495,4733,2959
-862,-480,4871,2949
-649,-478,5016,2947
-404,-448,5090,2938
-321,-409,5166,2934
-428,-426,5286,2925
-609,-522,5427,2922
-759,-598,5502,2913
-865,-554,5561,2909
-925,-429,5639,2900
-929,-375,5735,2897
-937,-448,5779,2887
-1042,-536,5811,2884
-1189,-533,5858,2879
-1185,-479,5930,2882
-985,-452,5967,2877
-794,-443,5992,2873
-760,-421,6019,2862
-766,-430,6068,2858
-664,-502,6093,2854
-555,-567,6114,2857
-616,-548,6128,2852
-809,-490,6159,2848
-928,-480,6172,2838
-874,-498,6186,2835
-706,-438,6189,2827
-512,-275,6210,2821
-352,-122,6224,2805
-279,-99,6245,2797
-318,-193,6244,2787
-396,-280,6244,2784
-372,-276,6226,2770
-197,-208,6219,2758
-7,-133,6201,2743
36,-67,6192,2734
-37,-20,6170,2718
-63,-18,6164,2708
-55,-50,6147,2697
-204,-29,6133,2695
-503,76,6096,2686
-647,189,6074,2681
-494,207,6047,2674
-285,143,6029,2671
-222,88,5989,2658
-129,89,5962,2647
176,117,5934,2633
500,172,5922,2633
563,307,5885,2631
434,544,5850,2633
366,784,5814,2624
424,919,5817,2618
531,978,5818,2609
720,1126,5826,2607
1049,1430,5822,2598
1383,1766,5852,2593
1511,1969,5883,2584
1492,2073,5912,2581
1668,2256,5912,2572
2214,2595,5947,2568
2799,2928,6004,2560
2895,3038,6071,2556
2431,2890,6099,2547
1867,2651,6150,2543
1566,2475,6222,2535
1403,2365,6311,2531
1159,2252,6357,2522
934,2133,6414,2518
894,2065,6486,2510
921,2056,6581,2507
852,2060,6636,2496
809,2064,6693,2492
928,2101,6751,2487
1044,2186,6823,2490
924,2257,6855,2485
644,2214,6888,2481
406,1970,6925,2474
200,1532,6994,2475
-106,1013,7040,2473
-445,577,7092,2477
-620,292,7137,2474
-563,125,7209,2476
-393,18,7259,2473
-211,-16,7313,2472
-46,18,7355,2462
79,78,7432,2456
102,116,7501,2448
49,152,7571,2450
84,197,7618,2448
337,233,7705,2447
706,253,7799,2437
930,302,7891,2432
894,370,7941,2424
783,383,8027,2424
821,318,8136,2420
955,280,8255,2423
883,329,8320,2424
485,379,8398,2433
47,306,8497,2433
-69,140,8616,2438
82,2,8677,2432
120,-48,8726,2436
-68,-62,8776,2431
-183,-90,8857,2436
-60,-125,8894,2431
17,-142,8909,2435
-207,-147,8906,2430
-496,-166,8937,2435
-478,-210,8946,2433
-198,-263,8937,2451
0,-302,8886,2474
21,-317,8861,2525
49,-331,8833,2592
170,-355,8803,2707
216,-368,8722,2861
60,-335,8651,3075
-192,-262,8585,3331
-317,-199,8544,3647
-223,-170,8463,4003
12,-144,8383,4407
253,-90,8300,4830
458,-20,8260,5283
657,35,8203,5737
838,79,8152,6190
923,149,8085,6599
923,261,8060,6963
995,388,8036,7253
1270,486,8033,7485
1629,528,8006,7639
1793,511,8007,7732
1653,457,8018,7749
1390,401,8071,7718
1205,366,8108,7630
1080,356,8160,7517
884,364,8206,7374
654,382,8297,7232
599,398,8380,7087
819,397,8465,6969
1130,390,8520,6863
1259,399,8612,6790
1149,420,8706,6732
993,427,8804,6711
977,420,8855,6703
1088,440,8928,6724
1191,509,9008,6741
1215,586,9101,6774
1181,607,9143,6793
1161,566,9197,6821
1231,529,9260,6825
1435,551,9347,6826
1679,604,9386,6794
1730,616,9417,6759
1423,572,9436,6699
872,521,9478,6641
389,462,9485,6558
176,343,9491,6474
154,180,9484,6372
147,86,9505,6285
141,105,9503,6190
259,135,9503,6108
499,91,9477,6015
642,38,9475,5936
506,57,9460,5854
209,96,9456,5790
45,67,9421,5717
121,-5,9401,5653
227,-37,9367,5578
117,-29,9356,5515
-189,-52,9323,5438
-459,-109,9310,5365
-571,-146,9286,5274
-606,-138,9287,5188
-631,-118,9265,5086
-554,-111,9257,4989
-331,-111,9232,4874
-134,-107,9230,4763
-169,-111,9210,4638
-394,-129,9204,4524
-562,-139,9177,4399
-517,-110,9172,4283
-312,-52,9155,4160
-106,-17,9162,4057
-20,-38,9151,3957
-80,-92,9162,3880
-207,-139,9151,3805
-267,-168,9152,3756
-186,-188,9126,3717
-31,-192,9119,3707
60,-173,9102,3700
-1,-150,9107,3715
-192,-146,9095,3731
-417,-160,9105,3762
-570,-181,9098,3788
-581,-212,9101,3824
-429,-243,9074,3852
-185,-245,9067,3885
-34,-205,9050,3904
-130,-157,9049,3925
-406,-140,9020,3930
-606,-152,9012,3930
-562,-170,8995,3909
-367,-184,8995,3886
-226,-186,8965,3849
-207,-156,8956,3813
-221,-84,8940,3765
-168,9,8940,3725
-20,96,8910,3683
222,170,8901,3651
527,235,8887,3608
762,289,8886,3572
731,339,8854,3537
407,395,8846,3520
89,430,8836,3502
153,394,8834,3495
579,299,8792,3483
899,234,8770,3484
721,245,8750,3481
210,284,8739,3486
-131,298,8682,3482
-16,325,8644,3484
398,396,8611,3481
750,472,8591,3487
789,504,8521,3481
534,511,8461,3476
231,483,8411,3457
148,391,8385,3442
298,306,8301,3419
464,383,8188,3402
484,590,8053,3374
464,689,7952,3352
556,537,7842,3322
737,330,7742,3301
853,303,7633,3273
882,437,7563,3251
925,549,7495,3221
1035,621,7434,3200
1110,766,7350,3177
1029,1005,7300,3166
799,1192,7255,3152
618,1263,7216,3143
736,1343,7137,3126
1210,1599,7079,3116
1751,1980,7033,3102
2005,2281,7004,3092
1980,2403,6940,3075
2042,2510,6896,3065
2364,2796,6861,3054
2684,3228,6839,3051
2718,3568,6777,3039
2555,3645,6731,3030
2425,3486,6697,3014
2354,3229,6676,3004
2273,2980,6614,2988
2228,2790,6566,2978
2205,2682,6532,2964
2016,2665,6512,2960
1607,2708,6458,2951
1270,2758,6424,2948
1254,2774,6406,2939
1434,2777,6396,2936
1574,2820,6341,2926
1677,2913,6296,2922
1785,2954,6264,2914
1758,2804,6242,2912
1505,2390,6180,2901
1222,1804,6132,2894
1072,1230,6101,2878
943,828,6080,2872
718,600,6012,2862
558,455,5948,2857
586,336,5900,2842
631,291,5868,2831
500,345,5794,2815
313,449,5717,2806
266,528,5650,2791
350,577,5605,2782
484,599,5528,2772
734,574,5440,2770
1072,488,5349,2762
1211,401,5285,2758
907,349,5208,2747
365,311,5128,2744
37,243,5041,2737
114,182,4986,2737
348,159,4927,2735
430,155,4861,2738
320,110,4770,2736
215,36,4706,2739
209,-7,4652,2735
219,13,4601,2735
162,47,4521,2726
115,51,4460,2721
158,39,4417,2707
264,61,4387,2700
405,118,4327,2682
659,164,4278,2669
1002,184,4243,2647
1246,231,4223,2634
1280,339,4177,2616
1266,458,4141,2609
1364,506,4117,2592
1511,505,4109,2584
1578,567,4069,2571
1636,759,4032,2579
1792,994,4004,2595
1995,1124,3999,2639
2119,1100,3974,2696
2174,1019,3950,2789
2225,980,3929,2909
2248,984,3933,3078
2169,984,3920,3278
2048,977,3900,3523
2037,982,3871,3791
2168,990,3872,4096
2235,963,3879,4417
2064,915,3890,4760
1783,888,3885,5093
1701,899,3905,5419
1854,911,3935,5710
2000,903,3967,5975
2058,899,3973,6188
2254,934,3996,6359
2585,980,4042,6469
2667,984,4108,6537
2319,938,4146,6552
1980,919,4190,6533
2079,975,4255,6472
2427,1070,4368,6395
2537,1131,4481,6294
2346,1152,4587,6191
2114,1149,4663,6077
1982,1130,4731,5979
1928,1099,4769,5885
2012,1092,4799,5814
2242,1111,4812,5746
2408,1110,4844,5704
2284,1059,4874,5669
1977,1016,4910,5658
1774,1032,4924,5643
1814,1093,4942,5643
1985,1153,4947,5633
2112,1210,4953,5629
2061,1257,4941,5604
1792,1254,4953,5577
1400,1173,4965,5530
1145,1068,4979,5485
1239,991,4973,5419
1635,940,5011,5352
1985,890,5070,5266
1962,862,5128,5181
1557,875,5149,5079
1117,906,5212,4982
981,905,5303,4876
1183,887,5380,4781
1433,903,5401,4676
1478,970,5473,4579
1338,1015,5604,4474
1230,983,5737,4382
1239,910,5792,4290
1272,896,5883,4214
1243,948,6046,4129
1230,989,6224,4046
1288,972,6312,3951
1376,970,6416,3872
1455,1035,6587,3792
1577,1100,6788,3722
1687,1065,6904,3639
1610,973,7013,3571
1336,963,7170,3506
1164,1094,7363,3458
1333,1251,7483,3404
1698,1289,7586,3368
1900,1198,7711,3341
1829,1103,7870,3340
1666,1098,7970,3344
1585,1161,8055,3363
1554,1212,8153,3383
1510,1225,8297,3419
1517,1213,8407,3451
1682,1182,8504,3489
1903,1133,8588,3518
1947,1096,8711,3551
1742,1079,8817,3572
1496,1055,8916,3591
1368,1002,8982,3595
1265,955,9071,3598
1033,923,9151,3584
770,878,9231,3565
691,816,9272,3531
823,802,9336,3501
932,847,9400,3466
854,867,9475,3439
700,787,9506,3404
705,675,9552,3379
892,635,9599,3350
1067,674,9666,3329
1055,684,9689,3301
887,618,9714,3290
669,543,9728,3284
475,547,9764,3290
383,589,9768,3286
499,577,9778,3287
766,520,9772,3286
959,538,9790,3297
974,654,9782,3298
1015,730,9786,3301
1271,662,9773,3294
1564,554,9787,3289
1502,533,9781,3272
987,581,9788,3258
354,594,9773,3237
42,580,9786,3221
164,593,9783,3193
493,634,9791,3167
724,660,9767,3136
766,691,9762,3114
721,716,9744,3086
732,689,9743,3064
798,594,9714,3036
859,536,9707,3016
903,569,9689,2993
985,633,9689,2979
1076,661,9659,2961
1075,735,9651,2949
954,937,9636,2933
825,1191,9640,2927
768,1311,9598,2918
803,1271,9547,2913
1000,1257,9468,2897
1431,1479,9415,2888
1865,1900,9351,2878
1919,2303,9313,2876
1617,2528,9267,2866
1545,2668,9253,2863
2128,2913,9223,2855
3028,3297,9203,2851
3529,3623,9159,2836
3343,3684,9144,2827
2773,3488,9117,2814
2225,3219,9092,2812
1906,3014,9033,2804
1854,2868,9002,2800
2007,2739,8967,2790
2172,2659,8929,2787
2106,2667,8846,2779
1742,2710,8797,2775
1279,2690,8758,2765
1040,2608,8714,2761
1201,2569,8612,2754
1611,2626,8545,2751
1880,2652,8502,2738
1713,2452,8448,2729
1166,1978,8316,2715
547,1382,8209,2710
61,821,8142,2701
-340,335,8078,2698
-775,-103,7931,2690
-1202,-460,7798,2687
-1489,-700,7714,2676
-1544,-829,7650,2668
-1363,-881,7512,2653
-995,-839,7385,2646
-641,-734,7305,2638
-545,-655,7255,2636
-726,-675,7134,2628
-912,-726,7009,2623
-901,-726,6918,2612
-755,-677,6864,2610
-613,-651,6760,2605
-462,-649,6655,2607
-313,-627,6569,2604
-299,-563,6520,2607
-445,-499,6437,2605
-467,-456,6360,2608
-163,-436,6298,2603
247,-420,6268,2600
344,-393,6206,2590
36,-340,6133,2586
-339,-268,6053,2577
-396,-194,6004,2573
-62,-117,5940,2558
417,-20,5878,2547
734,94,5805,2529
804,193,5762,2522
813,276,5714,2506
981,369,5664,2497
1273,473,5589,2478
1414,527,5539,2470
1218,479,5495,2458
880,369,5450,2463
857,295,5373,2469
1322,301,5316,2497
1813,338,5274,2534
1700,326,5240,2604
1034,257,5176,2696
545,188,5132,2835
665,162,5105,3006
989,159,5076,3230
983,159,5009,3488
724,160,4967,3793
577,144,4946,4122
575,70,4913,4482
599,-35,4827,4843
740,-82,4767,5207
1029,-58,4743,5547
1174,-65,4701,5867
999,-150,4589,6140
771,-215,4497,6373
709,-168,4455,6541
614,-84,4394,6661
346,-94,4235,6720
203,-201,4071,6739
377,-297,3966,6707
516,-343,3876,6647
284,-410,3703,6549
-47,-547,3509,6444
-43,-691,3368,6324
206,-737,3274,6214
280,-671,3125,6102
105,-587,2942,6010
-2,-573,2782,5926
114,-617,2689,5873
198,-638,2597,5831
-18,-602,2491,5817
-408,-551,2381,5804
-607,-540,2328,5806
-511,-557,2315,5797
-374,-554,2331,5798
-404,-497,2340,5785
-499,-418,2373,5779
-508,-381,2430,5752
-487,-413,2525,5720
-514,-455,2612,5660
-495,-430,2697,5598
-381,-351,2780,5519
-360,-323,2901,5445
-553,-392,3023,5354
-716,-487,3126,5264
-540,-521,3207,5158
-149,-509,3331,5064
11,-517,3482,4962
-251,-559,3616,4872
-620,-587,3699,4772
-702,-584,3806,4686
-526,-574,3947,4597
-486,-587,4081,4520
-796,-621,4152,4433
-1191,-656,4235,4359
-1251,-649,4353,4280
-920,-576,4465,4208
-524,-470,4512,4119
-380,-405,4572,4035
-487,-402,4685,3942
-648,-412,4816,3858
-720,-408,4884,3764
-699,-428,4948,3682
-623,-484,5043,3596
-517,-519,5147,3524
-432,-494,5190,3449
-448,-455,5235,3395
-571,-442,5315,3352
-705,-419,5417,3336
-752,-352,5466,3321
-689,-297,5511,3324
-502,-295,5579,3335
-186,-299,5667,3371
135,-240,5707,3406
202,-146,5745,3449
-86,-82,5800,3483
-477,-53,5880,3528
-608,-25,5926,3566
-393,-4,5969,3605
-49,-11,6016,3622
155,-38,6083,3634
101,-65,6118,3631
-131,-103,6151,3627
-327,-149,6185,3604
-311,-165,6243,3579
-120,-136,6281,3541
38,-110,6318,3506
47,-129,6348,3462
-8,-162,6409,3425
-16,-155,6465,3382
-12,-111,6526,3350
-82,-81,6562,3315
-180,-85,6606,3295
-154,-100,6637,3278
-2,-101,6674,3277
55,-81,6689,3273
-136,-54,6709,3275
-345,-50,6723,3271
-198,-92,6752,3279
250,-161,6760,3286
477,-205,6760,3300
180,-203,6739,3301
-340,-188,6739,3300
-667,-199,6728,3289
-771,-233,6709,3284
-762,-255,6657,3268
-564,-255,6624,3252
