II,III,PLETH
6391,4898,7384
5919,5814,7338
5022,6445,7322
3990,6710,7315
3120,6573,7322
2535,6076,7286
2207,5478,7259
2020,5019,7241
1902,4769,7259
1812,4599,7257
1750,4447,7259
1711,4317,7248
1712,4253,7259
1744,4217,7253
1788,4189,7259
1802,4150,7250
1788,4125,7259
1759,4095,7252
1750,4060,7259
1748,4014,7252
1750,3996,7259
1730,3993,7250
1712,3996,7259
1688,3979,7253
1674,3996,7259
1661,4031,7248
1674,4060,7259
1708,4030,7256
1750,3996,7259
1774,3982,7242
1788,3996,7259
1791,3991,7284
1788,3996,7322
1779,4020,7320
1788,4060,7322
1810,4051,7313
1826,3996,7322
1810,3917,7309
1788,3867,7322
1779,3828,7341
1788,3802,7384
1779,3781,7407
1750,3802,7447
1717,3840,7478
1712,3867,7509
1717,3840,7501
1712,3802,7509
1687,3764,7527
1674,3738,7572
1673,3696,7595
1674,3673,7634
1662,3667,7665
1674,3673,7697
1721,3661,7690
1788,3673,7697
1833,3723,7698
1864,3802,7697
1895,3846,7655
1940,3867,7634
1979,3882,7628
2016,3931,7634
2042,3992,7597
2054,4060,7572
2039,4102,7560
2016,4125,7572
2002,4120,7543
2016,4125,7509
2046,4125,7468
2092,4125,7447
2134,4113,7404
2169,4125,7384
2186,4137,7373
2207,4125,7384
2228,4059,7357
2245,3996,7322
2233,3953,7275
2207,3931,7259
2187,3892,7227
2207,3867,7196
2246,3859,7148
2283,3867,7134
2289,3857,7127
2283,3867,7134
2276,3896,7104
2283,3931,7071
2284,3911,7027
2283,3867,7009
2277,3837,6993
2283,3867,7009
2276,3908,7013
2245,3931,7009
2182,3923,6966
2130,3931,6946
2098,3959,6938
2092,3996,6946
2083,3998,6917
2092,3996,6884
2107,4006,6826
2130,4060,6758
2133,4103,6651
2130,4125,6571
2116,4111,6520
2092,4125,6508
2049,4172,6474
2016,4253,6446
2003,4296,6408
2016,4253,6383
2044,4048,6339
2130,3673,6320
2337,3160,6313
2739,2642,6320
3359,2231,6288
4185,2062,6258
5114,2250,6238
5973,2900,6258
6513,3908,6263
6544,5027,6258
6025,5977,6219
5136,6638,6195
4158,6916,6177
3348,6767,6195
2807,6239,6201
2511,5607,6195
2350,5115,6153
2245,4833,6133
2153,4631,6123
2092,4447,6133
2063,4299,6105
2054,4253,6070
2038,4259,6023
2016,4253,6007
1992,4192,5995
1978,4125,6007
1961,4079,6005
1940,4060,6007
1892,4029,5992
1826,3996,6007
1739,3955,6029
1674,3931,6070
1626,3912,6089
1598,3931,6133
1558,3947,6183
1522,3931,6258
1503,3856,6312
1522,3802,6383
1558,3791,6458
1598,3802,6571
1621,3772,6681
1636,3738,6821
1630,3723,6964
1598,3738,7134
1528,3734,7285
1446,3738,7447
1372,3758,7594
1332,3802,7760
1318,3815,7909
1332,3802,8073
1361,3764,8204
1408,3738,8323
1450,3720,8404
1484,3738,8511
1500,3769,8623
1522,3802,8761
1553,3804,8877
1598,3802,9011
1638,3797,9135
1674,3802,9262
1696,3797,9349
1712,3802,9449
1712,3803,9542
1712,3802,9637
1717,3787,9674
1750,3802,9700
1801,3851,9714
1864,3931,9762
1911,3997,9793
1940,4060,9825
1954,4119,9822
1978,4189,9825
2012,4233,9793
2054,4253,9762
2090,4248,9714
2130,4253,9700
2168,4257,9671
2207,4253,9637
2236,4223,9561
2283,4189,9512
2325,4153,9471
2359,4125,9449
2356,4084,9385
2359,4060,9324
2371,4030,9252
2397,3996,9199
2393,3925,9122
2359,3867,9074
2310,3821,9032
2283,3802,9011
2264,3790,8948
2245,3802,8886
2241,3753,8810
2321,3544,8761
2515,3133,8690
2853,2642,8636
3388,2159,8565
4185,1740,8511
5155,1473,8434
6087,1611,8385
6803,2304,8340
7266,3480,8323
7400,4857,8284
7038,6187,8260
6118,7199,8222
4908,7669,8198
3816,7498,8152
3082,6896,8135
2646,6169,8124
2359,5542,8135
2116,5051,8107
1902,4705,8073
1711,4467,8022
1560,4318,8010
1454,4218,8001
1408,4189,8010
1398,4195,7981
1408,4189,7947
1406,4142,7896
1408,4125,7885
1404,4156,7879
1408,4189,7885
1398,4161,7850
1408,4125,7822
1434,4115,7800
1484,4125,7822
1512,4091,7828
1522,4060,7822
1516,4050,7778
1522,4060,7760
1527,4030,7749
1522,3996,7760
1498,3982,7732
1484,3996,7697
1480,3976,7647
1484,3931,7634
1489,3882,7626
1522,3867,7634
1578,3848,7607
1636,3802,7572
1662,3707,7519
1674,3609,7509
1680,3525,7506
1674,3480,7509
1637,3443,7470
1598,3416,7447
1583,3379,7431
1598,3351,7447
1604,3315,7439
1598,3287,7447
1587,3249,7458
1598,3222,7509
1626,3203,7540
1674,3222,7572
1725,3254,7584
1788,3287,7634
1869,3303,7688
1978,3351,7760
2070,3435,7808
2092,3544,7885
2028,3620,7966
1940,3673,8073
1882,3723,8155
1864,3802,8260
1857,3876,8369
1864,3931,8511
1881,3958,8631
1902,3996,8761
1914,4033,8875
1940,4060,9011
1977,4056,9130
2016,4060,9262
2030,4085,9360
2054,4125,9449
2080,4134,9502
2092,4125,9574
2045,4110,9636
1978,4125,9700
1922,4128,9721
1902,4125,9762
1884,4106,9810
1864,4125,9887
1849,4157,9925
1864,4189,9950
1895,4177,9942
1940,4125,9950
2021,3961,9939
2207,3609,9950
2547,3020,9945
3082,2320,9950
3831,1695,9916
4794,1353,9887
5840,1419,9843
6734,1998,9825
7240,3074,9789
7266,4511,9762
6816,5985,9699
5973,7153,9637
4895,7732,9555
3842,7669,9512
3028,7097,9472
2511,6316,9449
2194,5575,9385
1978,5027,9324
1807,4647,9248
1674,4382,9199
1574,4178,9130
1522,4060,9074
1499,4008,8999
1484,3996,8949
1447,3964,8880
1408,3931,8823
1378,3916,8748
1370,3931,8698
1352,3938,8632
1332,3931,8573
1301,3915,8491
1294,3931,8448
1290,3962,8410
1294,3996,8385
1288,3977,8317
1294,3931,8260
1306,3876,8210
1332,3867,8198
1361,3871,8164
1408,3867,8135
1456,3827,8090
1484,3802,8073
1461,3799,8037
1408,3802,8010
1355,3753,7965
1332,3673,7947
1326,3608,7914
1332,3609,7885
1331,3625,7835
1332,3609,7822
1328,3537,7817
1332,3480,7822
1332,3462,7785
1332,3480,7760
1324,3481,7741
1332,3480,7760
1368,3477,7756
1446,3480,7760
1532,3451,7748
1598,3416,7760
1633,3392,7753
1674,3416,7760
1739,3448,7751
1826,3480,7760
1907,3499,7751
1978,3544,7760
2029,3604,7753
2054,3673,7760
2042,3729,7747
2016,3802,7760
1992,3874,7775
1978,3931,7822
1957,3956,7851
1940,3996,7885
1942,4042,7900
1978,4060,7947
2012,4022,7999
2016,3996,8073
1975,4017,8109
1940,4060,8135
1926,4062,8143
1940,4060,8198
1941,4061,8260
1940,4060,8323
1938,4015,8326
1940,3996,8323
1935,4016,8326
1940,4060,8385
1945,4066,8430
1940,4060,8448
1940,4002,8408
2016,3802,8385
2193,3365,8372
2473,2771,8385
2912,2144,8377
3614,1611,8385
4513,1263,8384
5402,1289,8385
6161,1845,8346
6810,2964,8323
7177,4433,8310
6886,5929,8323
5822,7082,8296
4451,7669,8260
3354,7634,8212
2701,7153,8198
2298,6463,8168
2016,5800,8135
1848,5282,8067
1750,4962,8010
1632,4773,7939
1522,4640,7885
1488,4497,7813
1522,4382,7760
1536,4321,7709
1522,4318,7697
1510,4305,7671
1522,4253,7634
1522,4174,7560
1522,4125,7509
1517,4111,7467
1522,4125,7447
1504,4124,7405
1484,4125,7384
1468,4100,7355
1484,4060,7322
1506,3986,7246
1522,3931,7196
1519,3892,7177
1522,3867,7196
1526,3824,7175
1522,3802,7134
1498,3800,7080
1484,3802,7071
1483,3751,7068
1484,3673,7071
1464,3610,7039
1446,3609,7009
1430,3621,6965
1408,3609,6946
1362,3544,6930
1332,3480,6946
1337,3433,6950
1370,3416,6946
1391,3385,6905
1408,3351,6884
1427,3308,6873
1446,3287,6884
1435,3274,6855
1408,3287,6821
1389,3309,6791
1408,3351,6821
1453,3382,6856
1522,3416,6884
1596,3458,6871
1674,3544,6884
1737,3643,6908
1788,3738,6946
1814,3818,6942
1826,3931,6946
1834,4050,6960
1864,4125,7009
1905,4121,7037
1940,4125,7071
1957,4176,7094
1978,4253,7134
2003,4272,7154
2016,4253,7196
1997,4237,7244
1978,4253,7322
1983,4258,7380
2016,4253,7447
2051,4243,7499
2092,4253,7572
2133,4256,7629
2169,4253,7697
2185,4225,7750
2207,4189,7822
2229,4146,7881
2245,4125,7947
2225,4118,7980
2207,4125,8010
2197,4122,8025
2207,4125,8073
2192,4119,8108
2169,4125,8135
2141,4116,8123
2130,4125,8135
2115,4142,8158
2092,4189,8198
2064,4209,8197
2054,4189,8198
2062,4127,8190
2092,4060,8198
2151,3888,8169
2283,3480,8135
2528,2786,8090
2929,1998,8073
3497,1351,8039
4223,1031,8010
5022,1108,7964
5745,1676,7947
6187,2729,7918
6201,4125,7885
5726,5531,7813
4870,6638,7760
3867,7209,7716
3005,7218,7697
2424,6785,7641
2092,6187,7572
1898,5648,7488
1788,5285,7447
1737,5033,7411
1712,4833,7384
1662,4662,7318
1598,4576,7259
1544,4544,7204
1522,4511,7196
1512,4435,7192
1522,4382,7196
1549,4379,7164
1598,4382,7134
1638,4327,7090
1674,4253,7071
1693,4204,7037
1712,4189,7009
1704,4153,6962
1674,4125,6946
1615,4112,6938
1560,4125,6946
1525,4101,6918
1522,4060,6884
1526,4015,6835
1522,3996,6821
1501,3965,6811
1484,3931,6821
1477,3888,6813
1484,3867,6821
1486,3840,6815
1484,3802,6821
1467,3734,6811
1446,3673,6821
1420,3625,6818
1408,3609,6821
1404,3599,6805
1408,3609,6821
1405,3611,6845
1408,3609,6884
1408,3593,6882
1408,3609,6884
1400,3642,6891
1408,3673,6946
1435,3667,7001
1484,3673,7071
1535,3699,7124
1598,3738,7196
1669,3740,7254
1750,3738,7322
1825,3752,7372
1902,3802,7447
1978,3856,7527
2054,3931,7634
2115,4021,7709
2169,4125,7760
2210,4197,7774
2245,4253,7822
2264,4304,7881
2283,4382,7947
2299,4456,7971
2321,4511,8010
2337,4518,8059
2359,4511,8135
2378,4500,8171
2397,4511,8198
2401,4518,8212
2397,4511,8260
2380,4460,8294
2359,4382,8323
2333,4298,8317
2321,4253,8323
2305,4246,8316
2283,4253,8323
2236,4229,8313
2207,4189,8323
2196,4160,8320
2207,4189,8323
2195,4230,8289
2169,4253,8260
2138,4221,8218
2130,4189,8198
2121,4156,8160
2092,4125,8135
2031,4061,8097
1978,3996,8073
1981,3872,8013
2092,3609,7947
2325,3130,7865
2701,2513,7822
3238,1859,7786
3957,1289,7760
4807,921,7694
5669,967,7634
6336,1549,7581
6620,2642,7572
6397,4020,7547
5707,5413,7509
4727,6493,7434
3728,7025,7384
2921,6955,7342
2397,6509,7322
2100,5938,7281
1940,5413,7259
1832,4981,7226
1750,4705,7196
1682,4570,7143
1636,4511,7134
1606,4438,7153
1598,4382,7196
1596,4369,7195
1598,4382,7196
1582,4360,7209
1560,4318,7259
1531,4280,7273
1522,4253,7259
1516,4213,7212
1522,4189,7196
1517,4183,7188
1522,4189,7196
1531,4157,7186
1560,4125,7196
1585,4106,7197
1598,4125,7196
1595,4131,7157
1598,4125,7134
1602,4094,7120
1598,4060,7134
1574,4001,7127
1560,3931,7134
1559,3851,7129
1560,3802,7134
1541,3784,7117
1522,3802,7134
1505,3810,7161
1484,3802,7196
1442,3766,7189
1408,3738,7196
1397,3705,7215
1408,3673,7259
1410,3628,7278
1408,3609,7322
1405,3606,7374
1408,3609,7447
1402,3578,7494
1408,3544,7572
1443,3507,7660
1522,3480,7760
1607,3455,7813
1674,3480,7885
1711,3540,7969
1750,3609,8073
1802,3656,8130
1864,3738,8198
1909,3846,8276
1940,3931,8385
1959,3935,8453
1978,3931,8511
1993,3975,8557
2016,4060,8636
2039,4108,8696
2054,4125,8761
2042,4124,8809
2016,4125,8886
1986,4113,8949
1978,4125,9011
1985,4159,9037
2016,4189,9074
2040,4164,9099
2054,4125,9136
2036,4103,9136
2016,4125,9136
2003,4130,9122
2016,4125,9136
2034,4108,9135
2054,4125,9136
2068,4136,9102
2092,4125,9074
2123,4052,9030
2169,3931,9011
2233,3709,8976
2359,3351,8949
2595,2848,8902
3005,2320,8886
3624,1885,8858
4451,1676,8823
5394,1794,8746
6277,2384,8698
6853,3451,8661
6924,4833,8636
6419,6207,8565
5478,7282,8511
4378,7813,8466
3424,7733,8448
2769,7168,8387
2397,6445,8323
2177,5810,8248
2016,5349,8198
1871,5003,8125
1750,4769,8073
1656,4619,8025
1598,4511,8010
1556,4378,7974
1522,4253,7947
1479,4168,7906
1446,4125,7885
1418,4082,7846
1408,4060,7822
1408,4078,7783
1446,4125,7760
1491,4122,7719
1522,4060,7697
1494,3968,7660
1446,3931,7634
1408,3928,7589
1408,3931,7572
1414,3895,7560
1408,3867,7572
1375,3840,7547
1332,3802,7509
1285,3727,7455
1255,3673,7447
1244,3643,7445
1255,3609,7447
1273,3531,7407
1294,3480,7384
1308,3476,7370
1332,3480,7384
1363,3419,7377
1408,3351,7384
1447,3344,7381
1484,3416,7384
1507,3471,7348
1522,3480,7322
1523,3445,7303
1522,3416,7322
1517,3381,7321
1522,3351,7322
1542,3326,7307
1598,3351,7322
1674,3409,7322
1750,3480,7322
1806,3519,7301
1864,3544,7322
1935,3564,7350
2016,3609,7384
2082,3679,7375
2130,3802,7384
2158,3942,7403
2169,4060,7447
2154,4106,7465
2130,4125,7509
2106,4145,7563
2092,4189,7634
2084,4221,7663
2092,4253,7697
2110,4283,7740
2130,4318,7822
2134,4308,7884
2130,4253,7947
2123,4170,7996
2130,4125,8073
2156,4131,8134
2207,4189,8198
2248,4236,8227
2245,4253,8260
2177,4225,8279
2092,4189,8323
2033,4147,8353
2016,4125,8385
2015,4111,8383
2016,4125,8385
2003,4130,8374
1978,4125,8385
1947,4102,8382
1940,4125,8385
1946,4184,8356
1940,4253,8323
1901,4267,8273
1864,4253,8260
1852,4236,8254
1864,4253,8260
1866,4278,8228
1864,4318,8198
1862,4349,8156
1864,4382,8135
1857,4403,8096
1864,4447,8073
1891,4489,8037
1940,4511,8010
1982,4481,7946
2016,4447,7885
2027,4434,7809
2016,4447,7760
1974,4432,7711
1940,4382,7697
1922,4305,7670
1940,4253,7634
1968,4228,7560
2016,4253,7509
2060,4286,7468
2092,4318,7447
2096,4298,7401
2092,4253,7384
2089,4201,7377
2092,4189,7384
2086,4180,7349
2092,4125,7322
2141,3936,7304
2283,3609,7322
2544,3166,7301
2967,2707,7259
3575,2312,7201
4375,2127,7196
5281,2286,7199
6125,2900,7196
6670,3866,7152
6734,4962,7134
6265,5931,7129
5402,6638,7134
4393,6941,7095
3500,6767,7071
2858,6176,7061
2473,5478,7071
2247,4938,7039
2092,4640,7009
1951,4473,6989
1826,4382,7009
1727,4335,7008
1674,4318,7009
1649,4263,6997
1636,4189,7009
1614,4128,7004
1598,4125,7009
1590,4149,6999
1598,4189,7009
1596,4222,7003
1598,4253,7009
1591,4259,7000
1598,4253,7009
1597,4236,7003
1598,4253,7009
1580,4284,7000
1560,4318,7009
1545,4300,7004
1560,4253,7009
1585,4201,6995
1598,4189,7009
1580,4190,7029
1560,4189,7071
1552,4156,7078
1560,4125,7071
1569,4091,7049
1598,4060,7071
1648,3998,7102
1712,3931,7134
1767,3876,7125
1826,3867,7134
1886,3869,7155
1940,3867,7196
1967,3833,7199
1978,3802,7196
1970,3767,7185
1940,3738,7196
1888,3695,7190
1864,3673,7196
1887,3665,7190
1940,3673,7196
1981,3668,7185
2016,3673,7196
2053,3675,7199
2092,3673,7196
2113,3655,7155
2130,3673,7134
2158,3729,7125
2207,3802,7134
2261,3839,7102
2321,3867,7071
2360,3893,7050
2359,3931,7071
2315,3956,7077
2283,3996,7071
2278,4036,7032
2283,4060,7009
2253,4030,6991
2207,3996,7009
2162,3981,7013
2130,3996,7009
2100,3994,6968
2092,3996,6946
2106,4011,6934
2130,4060,6946
2133,4099,6922
2130,4125,6884
2129,4123,6831
2130,4125,6821
2113,4120,6819
2092,4125,6821
2082,4118,6786
2092,4125,6758
2096,4141,6721
2092,4189,6696
2083,4231,6651
2092,4253,6633
2111,4226,6625
2130,4189,6633
2131,4165,6602
2130,4189,6571
2137,4223,6547
2169,4253,6571
2206,4254,6580
2245,4253,6571
2267,4250,6525
2283,4253,6508
2272,4247,6503
2245,4253,6508
2195,4276,6473
2169,4318,6446
2168,4332,6429
2207,4318,6446
2246,4271,6444
2283,4253,6446
2293,4266,6435
2283,4318,6446
2254,4354,6441
2245,4382,6446
2246,4405,6437
2245,4447,6446
2239,4426,6440
2283,4253,6446
2384,3868,6438
2549,3351,6446
2851,2796,6439
3424,2320,6446
4223,2021,6439
5060,2062,6446
5806,2517,6439
6468,3351,6446
6860,4365,6438
6620,5349,6446
5640,6065,6439
4375,6380,6446
3383,6276,6437
2815,5929,6446
2465,5514,6440
2207,5156,6446
2050,4858,6436
1978,4640,6446
1892,4483,6443
1788,4382,6446
1731,4298,6430
1750,4253,6446
1780,4239,6469
1788,4253,6508
1778,4255,6507
1788,4253,6508
1808,4248,6514
1826,4253,6571
1801,4250,6629
1750,4253,6696
1691,4251,6743
1674,4253,6821
1673,4226,6904
1674,4189,7009
1662,4142,7091
1674,4125,7196
1710,4118,7306
1750,4125,7447
1758,4119,7568
1750,4125,7697
1742,4125,7811
1750,4125,7947
1771,4095,8066
1826,4060,8198
1895,4020,8313
1940,3996,8448
1920,3961,8568
1864,3931,8698
1802,3909,8795
1750,3931,8886
1688,3968,8942
1636,3996,9011
1614,3972,9066
1636,3931,9136
1673,3888,9188
1712,3867,9262
1736,3834,9321
1750,3802,9387
1749,3763,9415
1750,3738,9449
1758,3703,9470
1788,3673,9512
1835,3651,9536
1902,3673,9574
1967,3725,9581
2016,3802,9574
2038,3866,9528
2054,3931,9512
2069,3991,9503
2092,4060,9512
2120,4104,9478
2169,4125,9449
2216,4118,9411
2245,4125,9387
2252,4128,9321
2283,4125,9262
2332,4090,9206
2359,4060,9199
2325,4028,9173
2283,3996,9136
2270,3947,9060
2283,3931,9011
2271,3951,8968
2245,3996,8949
2221,4023,8890
2207,4060,8823
2172,4097,8739
2130,4125,8698
2109,4116,8661
2130,4125,8636
2158,4156,8569
2169,4189,8511
2160,4164,8454
2169,4125,8448
2189,4104,8425
2207,4125,8385
2201,4130,8302
2207,4125,8260
2236,4111,8246
2283,4125,8260
2298,4147,8230
2283,4189,8198
2257,4221,8154
2245,4253,8135
2210,4274,8094
2130,4318,8073
2018,4359,8055
1940,4382,8073
1921,4353,8070
1940,4318,8073
1944,4300,8059
1940,4318,8073
1945,4343,8072
1978,4382,8073
2002,4417,8035
2016,4447,8010
2010,4466,7988
2016,4511,8010
2025,4538,8016
2054,4511,8010
2088,4424,7964
2130,4382,7947
2157,4385,7940
2169,4382,7947
2153,4343,7913
2130,4382,7885
2113,4493,7864
2130,4511,7885
2187,4238,7888
2321,3738,7885
2602,3200,7846
3120,2771,7822
3857,2437,7802
4717,2256,7822
5585,2363,7828
6353,2900,7822
6806,3761,7776
6696,4705,7760
5975,5478,7754
4946,5993,7760
3992,6175,7721
3310,5993,7697
2853,5503,7684
2549,4962,7697
2344,4577,7668
2207,4382,7634
2094,4244,7605
2016,4125,7634
1974,4033,7665
1940,3996,7697
1872,3960,7688
1788,3931,7697
1706,3914,7708
1636,3931,7760
1563,3958,7808
1522,3996,7885
1510,4009,7944
1522,3996,8010
1517,3966,8055
1522,3996,8135
1534,4064,8220
1560,4125,8323
1574,4122,8400
1598,4125,8511
1624,4153,8628
1636,4189,8761
1604,4183,8850
1560,4189,8949
1529,4221,9038
1522,4253,9136
1515,4226,9191
1522,4189,9262
1559,4178,9340
1636,4189,9449
1709,4163,9519
1750,4125,9574
1751,4089,9598
1750,4060,9637
1772,3995,9658
1826,3931,9700
1875,3886,9725
1902,3867,9762
1913,3831,9778
1940,3802,9825
1970,3787,9861
1978,3802,9887
1953,3807,9852
1940,3802,9825
1965,3773,9808
2016,3738,9825
2047,3691,9785
2054,3673,9700
2060,3686,9559
2092,3738,9449
2132,3778,9362
2169,3802,9324
2199,3798,9264
2245,3802,9199
2282,3802,9113
2283,3802,9074
2229,3790,9040
2169,3802,9011
2133,3830,8937
2130,3867,8886
2129,3871,8844
2130,3867,8823
2130,3859,8757
2130,3867,8698
2112,3863,8645
2092,3867,8636
2082,3882,8604
2092,3931,8573
2095,3992,8524
2092,4060,8511
2080,4105,8482
2092,4125,8448
2108,4116,8373
2130,4125,8323
2130,4145,8278
2130,4189,8260
2128,4220,8220
2130,4253,8198
2124,4257,8162
2130,4253,8135
2156,4254,8084
2207,4318,8073
2258,4398,8069
2321,4382,8073
2430,4102,8030
2663,3544,8010
3082,2850,8002
3728,2256,8010
4576,1850,7971
5554,1676,7947
6516,1848,7936
7266,2578,7947
7566,3813,7914
7266,5220,7885
6406,6421,7864
5250,7282,7885
4117,7681,7883
3234,7476,7885
2640,6704,7874
2283,5800,7885
2070,5162,7860
1940,4833,7822
1840,4591,7768
1750,4382,7760
1663,4267,7759
1598,4253,7760
1552,4213,7719
1522,4125,7697
1482,4035,7686
1446,3996,7697
1414,3966,7666
1408,3931,7634
1393,3889,7610
1370,3867,7634
1321,3855,7643
1294,3867,7634
1293,3867,7588
1332,3867,7572
1373,3852,7565
1408,3867,7572
1416,3893,7539
1408,3931,7509
1383,3938,7468
1370,3931,7447
1375,3917,7404
1408,3931,7384
1446,3940,7369
1484,3931,7384
1506,3892,7379
1522,3867,7384
1534,3842,7375
1560,3802,7384
1594,3726,7374
1636,3673,7384
1683,3661,7395
1750,3673,7447
1818,3648,7498
1864,3609,7572
1869,3586,7628
1864,3609,7697
1862,3623,7746
1864,3609,7822
1856,3564,7899
1864,3544,8010
1895,3539,8103
1940,3544,8198
1976,3549,8254
2016,3609,8323
2059,3705,8394
2092,3802,8511
2094,3858,8611
2092,3931,8698
2104,4031,8744
2130,4125,8823
2149,4140,8914
2169,4125,9011
2180,4131,9046
2169,4189,9074
2125,4233,9110
2092,4253,9199
2086,4268,9269
2092,4318,9324
2073,4366,9341
2054,4382,9387
2046,4366,9438
2054,4382,9512
2037,4441,9548
2016,4511,9574
1991,4521,9566
1978,4511,9574
1956,4516,9567
1940,4576,9574
1941,4623,9563
1978,4640,9574
2022,4611,9571
2054,4576,9574
2075,4509,9540
2130,4382,9512
2238,4094,9468
2435,3609,9449
2798,2963,9414
3424,2320,9387
4266,1801,9324
5174,1547,9262
6036,1724,9180
6810,2513,9136
7281,3797,9097
7114,5220,9074
6218,6422,9011
4984,7282,8949
3913,7677,8870
3196,7476,8823
2711,6727,8775
2359,5865,8761
2123,5266,8731
1978,4962,8698
1854,4726,8625
1750,4511,8573
1691,4388,8527
1674,4382,8511
