II,MCL,PLETH,RESP
3663,32767,6182,4817
3543,32767,6097,4759
3497,32767,6020,4706
3490,32767,5951,4640
3497,32767,5911,4595
3490,32767,5854,4546
3497,32767,5803,4484
3492,32767,5739,4391
3497,32767,5694,4318
3525,32767,5650,4262
3663,32767,5640,4208
3797,32767,5621,4119
3830,32767,5586,4042
3715,32767,5514,3982
3663,32767,5477,3931
3736,32767,5470,3845
3830,32767,5477,3765
3819,32767,5444,3703
3830,32767,5423,3654
3957,32767,5417,3572
4163,32767,5423,3488
4383,32767,5389,3420
4663,32767,5369,3377
4869,32767,5379,3321
4829,32767,5423,3266
4822,32767,5431,3209
5662,32767,5423,3156
7793,32767,5407,3089
10824,32767,5423,3045
14009,32767,5440,3017
16818,32767,5477,2990
18565,32767,5506,2930
18317,32767,5532,2879
15761,32767,5526,2846
11989,25317,5532,2824
8699,20594,5548,2770
6827,21604,5586,2713
6113,26989,5594,2672
5828,32767,5586,2657
5399,32767,5567,2632
4663,32767,5586,2602
3796,32767,5613,2569
3164,32767,5640,2547
2903,32767,5636,2518
2831,32767,5640,2491
2687,32767,5640,2461
2498,32767,5640,2436
2418,32767,5607,2405
2498,32767,5586,2381
2558,32767,5576,2352
2498,32767,5586,2325
2355,32767,5579,2290
2331,32767,5586,2270
2411,32767,5588,2264
2498,32767,5586,2270
2439,32767,5550,2252
2331,32767,5532,2215
2288,32767,5527,2172
2331,32767,5532,2159
2309,32767,5500,2161
2165,32767,5477,2159
1998,32767,5469,2131
1998,32767,5477,2104
2159,32767,5450,2092
2331,32767,5423,2104
2372,32767,5409,2107
2331,32767,5423,2104
2305,32767,5407,2096
2331,32767,5369,2104
2344,32767,5320,2108
2331,32767,5315,2104
2317,32767,5318,2091
2331,32767,5315,2104
2338,32767,5278,2132
2331,32767,5260,2159
2320,32767,5256,2158
2331,32767,5260,2159
2340,32767,5231,2178
2331,32767,5206,2215
2305,32767,5193,2227
2331,32767,5206,2215
2456,32767,5203,2197
2664,32767,5206,2215
2821,32767,5203,2246
2831,32767,5206,2270
2724,32767,5178,2266
2664,32767,5152,2270
2720,32767,5134,2290
2831,32767,5152,2325
2866,32767,5158,2351
2831,32767,5152,2381
2799,32767,5117,2410
2831,32767,5098,2436
2857,32767,5087,2436
2831,32767,5098,2436
2783,32767,5095,2452
2831,32767,5098,2491
2983,32767,5091,2523
3164,32767,5098,2547
3270,32767,5094,2566
3330,32767,5098,2602
3396,32767,5092,2635
3497,32767,5098,2657
3587,32767,5093,2656
3663,32767,5098,2657
3735,32767,5092,2672
3830,32767,5098,2713
3918,32767,5093,2749
3996,32767,5098,2768
4066,32767,5092,2763
4163,32767,5098,2768
4257,32767,5093,2789
4330,32767,5098,2824
4388,32767,5093,2834
4496,32767,5098,2824
4612,32767,5093,2807
4663,32767,5098,2824
4640,32767,5093,2854
4663,32767,5098,2879
4714,32767,5093,2875
4663,32767,5098,2879
4462,32767,5093,2899
4330,32767,5098,2934
4386,32767,5093,2943
4496,32767,5098,2934
4451,32767,5093,2921
4330,32767,5098,2934
4284,32767,5093,2959
4330,32767,5098,2990
4346,32767,5093,2997
4330,32767,5098,2990
4276,32767,5093,2975
4163,32767,5098,2990
4014,32767,5093,3019
3996,32767,5098,3045
4107,32767,5093,3042
4163,32767,5098,3045
4058,32767,5093,3064
3996,32767,5098,3100
4086,32767,5093,3110
4163,32767,5098,3100
4028,32767,5093,3085
3830,32767,5098,3100
3769,32767,5093,3127
3830,32767,5098,3156
3846,32767,5093,3159
3830,32767,5098,3156
3835,32767,5093,3147
3830,32767,5098,3156
3741,32767,5093,3174
3663,32767,5098,3211
3659,32767,5093,3242
3663,32767,5098,3266
3575,32767,5093,3265
3497,32767,5098,3266
3542,32767,5093,3279
3663,32767,5098,3322
3659,32767,5093,3358
3497,32767,5098,3377
3328,32767,5092,3370
3330,32767,5098,3377
3445,32767,5093,3398
3497,32767,5098,3433
3364,32767,5092,3456
3164,32767,5098,3488
3072,32767,5093,3517
3164,32767,5098,3543
3297,32767,5091,3541
3330,32767,5098,3543
3242,32767,5094,3559
3164,32767,5098,3599
3148,32767,5090,3627
3164,32767,5098,3654
3155,32767,5095,3675
3164,32767,5098,3709
3179,32767,5085,3735
3164,32767,5098,3765
3121,32767,5118,3787
3164,32767,5152,3820
3279,32767,5153,3845
3330,32767,5152,3875
3239,32767,5155,3898
3164,32767,5206,3931
3219,32767,5260,3956
3330,32767,5315,3986
3347,32767,5349,4008
3330,32767,5423,4042
3390,32767,5520,4068
3497,32767,5640,4097
3483,32767,5737,4116
3330,32767,5857,4152
3176,32767,5985,4184
3164,32767,6128,4208
3252,32767,6247,4202
3330,32767,6399,4208
3336,32767,6577,4225
3330,32767,6779,4263
3338,32767,6939,4287
3330,32767,7104,4318
3254,32767,7278,4345
3164,32767,7484,4374
3123,32767,7655,4373
3164,32767,7809,4374
3240,32767,7937,4385
3330,32767,8081,4429
3377,32767,8209,4464
3330,32767,8352,4484
3170,32767,8482,4477
2997,32767,8623,4484
2881,32767,8734,4504
2831,32767,8840,4540
2799,32767,8916,4548
2831,32767,9002,4540
2961,32767,9076,4522
3164,32767,9165,4540
3308,32767,9226,4568
3330,32767,9274,4595
3245,32767,9274,4590
3164,32767,9274,4595
3137,32767,9261,4614
3164,32767,9274,4651
3120,32767,9270,4658
2997,32767,9274,4651
2839,32767,9246,4635
2831,32767,9219,4651
2963,32767,9162,4674
3164,32767,9111,4706
3285,32767,9045,4710
3330,32767,9002,4706
3373,32767,8946,4691
3497,32767,8894,4706
3615,32767,8809,4730
3663,32767,8731,4761
3740,32767,8639,4763
3996,32767,8569,4761
4261,32767,8481,4753
4330,32767,8406,4761
4570,32767,8314,4758
5828,32767,8243,4761
8357,32767,8155,4755
11490,32767,8081,4761
14467,32767,7989,4757
16985,32767,7918,4761
18464,32767,7832,4756
17818,32767,7755,4761
14684,29437,7659,4757
10491,21604,7592,4761
7316,17851,7529,4756
5995,19916,7484,4761
5749,26111,7402,4756
5495,32767,7321,4761
4794,32767,7241,4756
3830,32767,7213,4761
2931,32767,7187,4756
2331,32767,7159,4761
2012,32767,7093,4756
1832,32767,7050,4761
1699,32767,7015,4756
1665,32767,6996,4761
1692,32767,6939,4757
1665,32767,6887,4761
1545,32767,6841,4756
1499,32767,6833,4761
1569,32767,6808,4757
1665,32767,6779,4761
1606,32767,6733,4755
1499,32767,6725,4761
1494,32767,6721,4758
1665,32767,6725,4761
1826,32767,6692,4754
1832,32767,6671,4761
1720,32767,6654,4761
1665,32767,6671,4761
1677,32767,6670,4747
1665,32767,6671,4761
1616,32767,6656,4786
1665,32767,6671,4817
1797,32767,6674,4816
1832,32767,6671,4817
1710,32767,6633,4813
1665,32767,6616,4817
1827,32767,6606,4804
1998,32767,6616,4817
1951,32767,6607,4842
1832,32767,6616,4872
1904,32767,6618,4867
2165,32767,6616,4872
2347,32767,6579,4891
2331,32767,6562,4927
2218,32767,6557,4929
2165,32767,6562,4927
2208,32767,6529,4937
2331,32767,6508,4983
2453,32767,6498,5016
2498,32767,6508,5038
2426,32767,6481,5032
2331,32767,6454,5038
2336,32767,6419,5050
2498,32767,6399,5093
2706,32767,6360,5127
2831,32767,6345,5149
2834,32767,6340,5139
2831,32767,6345,5149
2892,32767,6313,5170
2997,32767,6291,5204
3083,32767,6280,5205
3164,32767,6291,5204
3209,32767,6267,5212
3164,32767,6237,5260
3041,32767,6197,5296
2997,32767,6182,5315
3077,32767,6153,5303
3164,32767,6128,5315
3153,32767,6092,5338
3164,32767,6074,5370
3299,32767,6043,5370
3497,32767,6020,5370
3608,32767,5983,5365
3663,32767,5966,5370
3734,32767,5936,5360
3830,32767,5911,5370
3897,32767,5871,5391
3996,32767,5857,5426
4161,32767,5851,5429
4330,32767,5857,5426
4377,32767,5830,5416
4330,32767,5803,5426
4286,32767,5782,5423
4330,32767,5803,5426
4414,32767,5812,5418
4496,32767,5803,5426
4524,32767,5761,5421
4496,32767,5749,5426
4406,32767,5747,5419
4330,32767,5749,5426
4345,32767,5713,5420
4496,32767,5694,5426
4651,32767,5689,5420
4663,32767,5694,5426
4496,32767,5663,5420
4330,32767,5640,5426
4286,32767,5630,5420
4330,32767,5640,5426
4295,32767,5615,5421
4163,32767,5586,5426
4027,32767,5566,5419
3996,32767,5586,5426
4015,32767,5592,5422
3996,32767,5586,5426
3904,32767,5551,5417
3830,32767,5532,5426
3811,32767,5519,5425
3830,32767,5532,5426
3826,32767,5532,5411
3830,32767,5532,5426
3835,32767,5519,5450
3830,32767,5532,5481
3805,32767,5537,5480
3830,32767,5532,5481
3867,32767,5493,5476
3830,32767,5477,5481
3705,32767,5474,5468
3663,32767,5477,5481
3753,32767,5445,5504
3830,32767,5423,5536
3714,32767,5414,5533
3497,32767,5423,5536
3349,32767,5397,5552
3330,32767,5369,5592
3331,32767,5350,5599
3330,32767,5369,5592
3375,32767,5375,5575
3497,32767,5369,5592
3565,32767,5335,5614
3497,32767,5315,5647
3357,32767,5300,5651
3330,32767,5315,5647
3422,32767,5319,5631
3497,32767,5315,5647
3477,32767,5280,5672
3497,32767,5260,5702
3599,32767,5249,5701
3663,32767,5260,5702
3579,32767,5257,5696
3497,32767,5260,5702
3546,32767,5253,5693
3663,32767,5260,5702
3683,32767,5255,5721
3663,32767,5260,5758
3714,32767,5254,5764
3830,32767,5260,5758
3861,32767,5252,5741
3830,32767,5260,5758
3792,32767,5271,5782
3830,32767,5315,5813
3841,32767,5360,5814
3830,32767,5423,5813
3800,32767,5471,5803
3830,32767,5532,5813
3903,32767,5593,5811
3996,32767,5694,5813
4066,32767,5798,5802
4163,32767,5911,5813
4306,32767,6004,5815
4496,32767,6128,5813
4678,32767,6258,5779
4829,32767,6399,5758
4926,32767,6518,5745
5162,32767,6671,5758
6055,32767,6847,5755
8159,32767,7050,5758
11332,32767,7215,5750
14654,32767,7376,5758
17073,32767,7527,5753
17984,32767,7701,5758
17055,32767,7842,5752
14321,27343,7972,5758
10657,20381,8089,5751
7660,18904,8243,5758
6272,22404,8388,5754
5995,28356,8514,5758
5699,32767,8590,5748
4996,32767,8677,5758
4223,32767,8759,5757
3663,32767,8840,5758
3217,32767,8868,5741
2831,32767,8894,5758
2583,32767,8915,5784
2498,32767,8948,5813
2430,32767,8945,5805
2331,32767,8948,5813
2267,32767,8943,5834
2331,32767,8948,5869
2439,32767,8917,5866
2498,32767,8894,5869
2421,32767,8863,5881
2331,32767,8840,5924
2289,32767,8780,5949
2331,32767,8731,5979
2350,32767,8674,6000
2331,32767,8623,6035
2306,32767,8533,6054
2331,32767,8460,6090
2351,32767,8394,6119
2331,32767,8352,6145
2293,32767,8272,6138
2331,32767,8189,6145
2426,32767,8095,6164
2498,32767,8026,6201
2498,32767,7940,6204
2498,32767,7864,6201
2512,32767,7772,6189
2498,32767,7701,6201
2450,32767,7613,6199
2498,32767,7538,6201
2676,32767,7448,6191
2831,32767,7376,6201
2749,32767,7287,6200
2498,32767,7213,6201
2353,32767,7123,6172
2498,32767,7050,6145
2746,32767,6962,6108
2831,32767,6887,6090
2761,32767,6797,6060
2831,32767,6725,6035
3106,32767,6639,5997
3330,32767,6562,5979
3292,32767,6468,5954
3164,32767,6399,5924
3141,32767,6334,5862
3164,32767,6291,5813
3078,32767,6231,5774
2997,32767,6182,5758
3052,32767,6121,5713
3164,32767,6074,5647
3170,32767,6010,5554
3164,32767,5966,5481
3286,32767,5924,5416
3497,32767,5911,5370
3619,32767,5884,5311
3663,32767,5857,5260
3722,32767,5815,5198
3830,32767,5803,5149
3917,32767,5797,5089
3996,32767,5803,5038
4079,32767,5776,4977
4163,32767,5749,4927
4223,32767,5710,4868
4330,32767,5694,4817
4498,32767,5680,4755
4663,32767,5694,4706
4708,32767,5699,4647
4663,32767,5694,4595
4619,32767,5657,4532
4663,32767,5640,4484
4752,32767,5634,4428
4829,32767,5640,4374
4842,32767,5611,4305
4829,32767,5586,4263
4819,32767,5570,4232
4829,32767,5586,4208
4788,32767,5588,4152
4663,32767,5586,4097
4470,32767,5558,4053
4330,32767,5532,4042
4293,32767,5492,4018
4330,32767,5477,3986
4298,32767,5471,3943
4163,32767,5477,3931
4010,32767,5454,3929
3996,32767,5423,3931
4094,32767,5383,3902
4163,32767,5369,3875
4091,32767,5344,3860
3996,32767,5315,3875
4013,32767,5270,3880
4163,32767,5260,3875
4297,32767,5262,3860
4330,32767,5260,3875
4252,32767,5224,3903
4163,32767,5206,3931
4117,32767,5203,3929
4163,32767,5206,3931
4255,32767,5173,3929
4330,32767,5152,3931
4292,32767,5146,3918
4163,32767,5152,3931
4024,32767,5122,3958
3996,32767,5098,3986
4068,32767,5089,3980
4163,32767,5098,3986
4189,32767,5071,4009
4163,32767,5044,4042
4093,32767,5027,4040
3996,32767,5044,4042
3883,32767,5046,4060
3830,32767,5044,4097
3828,32767,5018,4101
3830,32767,4989,4097
3801,32767,4948,4104
3830,32767,4935,4152
3925,32767,4933,4191
3996,32767,4935,4208
3937,32767,4903,4197
3830,32767,4881,4208
3786,32767,4872,4232
3830,32767,4881,4263
3853,32767,4859,4263
3830,32767,4827,4263
3803,32767,4787,4274
3830,32767,4772,4318
3851,32767,4761,4353
3830,32767,4772,4374
3788,32767,4775,4368
3830,32767,4772,4374
3933,32767,4739,4389
3996,32767,4718,4429
3932,32767,4707,4461
3830,32767,4718,4484
3789,32767,4714,4481
3830,32767,4718,4484
3854,32767,4714,4497
3830,32767,4718,4540
3755,32767,4707,4574
3663,32767,4718,4595
3559,32767,4739,4588
3497,32767,4772,4595
3482,32767,4773,4613
3497,32767,4772,4651
3490,32767,4777,4675
3497,32767,4827,4706
3549,32767,4878,4730
3663,32767,4935,4761
3769,32767,4975,4781
3830,32767,5044,4817
3832,32767,5118,4847
3830,32767,5206,4872
3827,32767,5275,4866
3830,32767,5369,4872
3821,32767,5485,4889
3830,32767,5640,4927
3836,32767,5778,4951
3830,32767,5911,4983
3809,32767,6031,5009
3830,32767,6182,5038
3857,32767,6339,5037
3830,32767,6508,5038
3724,32767,6646,5048
3663,32767,6779,5093
3716,32767,6900,5128
3830,32767,7050,5149
3867,32767,7190,5142
3830,32767,7321,5149
3797,32767,7420,5150
3830,32767,7538,5149
3855,32767,7651,5132
3830,32767,7755,5149
3787,32767,7809,5180
3830,32767,7864,5204
3933,32767,7914,5177
3996,32767,7972,5149
3933,32767,7995,5136
3830,32767,8026,5149
3787,32767,8053,5144
3830,32767,8081,5149
3854,32767,8056,5150
3830,32767,8026,5149
3798,32767,8006,5114
3830,32767,8026,5093
3864,32767,8015,5088
3830,32767,7972,5093
3720,32767,7897,5063
3663,32767,7864,5038
3718,32767,7841,5027
3830,32767,7809,5038
3866,32767,7723,5016
3830,32767,7647,4983
3795,32767,7583,4944
3830,32767,7538,4927
3867,32767,7454,4899
3830,32767,7376,4872
3676,32767,7307,4836
3497,32767,7267,4817
3408,32767,7192,4788
3497,32767,7104,4761
3682,32767,7005,4723
3830,32767,6942,4706
3853,32767,6881,4698
3830,32767,6833,4706
3819,32767,6755,4686
3830,32767,6671,4651
3821,32767,6570,4604
3830,32767,6508,4595
3845,32767,6453,4597
3830,32767,6399,4595
3748,32767,6308,4560
3663,32767,6237,4540
3585,32767,6176,4534
3497,32767,6128,4540
3424,32767,6043,4512
3497,32767,5966,4484
3693,32767,5897,4469
3830,32767,5857,4484
3769,32767,5797,4487
3663,32767,5749,4484
3690,32767,5707,4474
3830,32767,5694,4484
3886,32767,5665,4486
3830,32767,5640,4484
3777,32767,5604,4470
3830,32767,5586,4484
3886,32767,5554,4509
3830,32767,5532,4540
3646,32767,5496,4539
3497,32767,5477,4540
3504,32767,5461,4550
3663,32767,5477,4595
3804,32767,5485,4631
3830,32767,5477,4651
3788,32767,5435,4642
3830,32767,5423,4651
3940,32767,5440,4670
3996,32767,5477,4706
3920,32767,5480,4728
3830,32767,5477,4761
3807,32767,5470,4789
3830,32767,5477,4817
3819,32767,5467,4814
3830,32767,5477,4817
3902,32767,5498,4829
3996,32767,5532,4872
4016,32767,5533,4904
3996,32767,5532,4927
3986,32767,5524,4923
3996,32767,5532,4927
3983,32767,5525,4938
3996,32767,5532,4983
4065,32767,5532,5019
4163,32767,5532,5038
4192,32767,5499,5026
4163,32767,5477,5038
4133,32767,5466,5064
4163,32767,5477,5093
4191,32767,5473,5087
4163,32767,5477,5093
4068,32767,5475,5115
3996,32767,5477,5149
3977,32767,5449,5147
3996,32767,5423,5149
3997,32767,5406,5164
3996,32767,5423,5204
3994,32767,5429,5213
3996,32767,5423,5204
3982,32767,5389,5187
3996,32767,5369,5204
4019,32767,5341,5228
3996,32767,5315,5260
3850,32767,5272,5263
3663,32767,5260,5260
3565,32767,5260,5244
3663,32767,5260,5260
3796,32767,5226,5284
3830,32767,5206,5315
3715,32767,5201,5315
3663,32767,5206,5315
3728,32767,5176,5308
3830,32767,5152,5315
3839,32767,5141,5310
3830,32767,5152,5315
3877,32767,5130,5311
3996,32767,5098,5315
4137,32767,5058,5306
4330,32767,5044,5315
4534,32767,5031,5318
4663,32767,5044,5315
4733,32767,5049,5280
5162,32767,5044,5260
6550,32767,5005,5250
9159,32767,4989,5260
12460,32767,4987,5254
15486,32767,4989,5260
17447,32767,4956,5261
17984,32767,4935,5260
16866,32767,4930,5226
14154,30381,4935,5204
10704,24247,4904,5195
7993,22954,4881,5204
6792,25752,4872,5182
6494,30719,4881,5149
5993,32767,4855,5109
4996,32767,4827,5093
3935,32767,4809,5067
3164,32767,4827,5038
2644,32767,4830,4998
2331,32767,4827,4983
2205,32767,4814,4961
2165,32767,4827,4927
2071,32767,4831,4863
1998,32767,4827,4817
2046,32767,4794,4785
2165,32767,4772,4761
2143,32767,4760,4704
1998,32767,4772,4651
1883,32767,4772,4610
1998,32767,4772,4595
2214,32767,4763,4551
2331,32767,4772,4484
2211,32767,4772,4409
1998,32767,4772,4374
1851,32767,4760,4349
1832,32767,4772,4318
1879,32767,4794,4257
1998,32767,4827,4208
2170,32767,4831,4173
2331,32767,4827,4152
2378,32767,4814,4102
2331,32767,4827,4042
2292,32767,4832,3974
2331,32767,4827,3931
2367,32767,4792,3894
2331,32767,4772,3875
2275,32767,4763,3851
2331,32767,4772,3820
2459,32767,4769,3762
2498,32767,4772,3709
2394,32767,4755,3669
2331,32767,4718,3654
2404,32767,4650,3628
2498,32767,4610,3599
2487,32767,4599,3561
2498,32767,4610,3543
2644,32767,4586,3521
2831,32767,4555,3488
2877,32767,4536,3428
2831,32767,4555,3377
2810,32767,4564,3340
2831,32767,4555,3322
2820,32767,4520,3293
2831,32767,4501,3266
2902,32767,4491,3235
2997,32767,4501,3211
3061,32767,4499,3178
3164,32767,4501,3156
3289,32767,4495,3130
3330,32767,4501,3100
3271,32767,4498,3059
3330,32767,4501,3045
3583,32767,4495,3047
3830,32767,4501,3045
3868,32767,4498,3012
3830,32767,4501,2990
3880,32767,4494,2987
3996,32767,4501,2990
4068,32767,4500,2961
4163,32767,4501,2934
4288,32767,4490,2927
4330,32767,4501,2934
4262,32767,4522,2911
4330,32767,4555,2879
4604,32767,4561,2861
4829,32767,4555,2879
4775,32767,4541,2889
4663,32767,4555,2879
4760,32767,4578,2845
4996,32767,4610,2824
5077,32767,4614,2815
4996,32767,4610,2824
4934,32767,4595,2823
4996,32767,4610,2824
5087,32767,4633,2818
5162,32767,4664,2824
5191,32767,4666,2823
5162,32767,4664,2824
5064,32767,4654,2818
4996,32767,4664,2824
4990,32767,4664,2824
4996,32767,4664,2824
4925,32767,4652,2814
4829,32767,4664,2824
4746,32767,4685,2846
4663,32767,4718,2879
4512,32767,4724,2888
4330,32767,4718,2879
4147,32767,4703,2863
3996,32767,4718,2879
3869,32767,4743,2908
3830,32767,4772,2934
3892,32767,4773,2934
3996,32767,4772,2934
3986,32767,4765,2933
3830,32767,4772,2934
3614,32767,4769,2924
3497,32767,4772,2934
3482,32767,4767,2960
3497,32767,4772,2990
3478,32767,4768,2989
3497,32767,4772,2990
3579,32767,4768,3007
3663,32767,4772,3045
3624,32767,4766,3056
3497,32767,4772,3045
3413,32767,4770,3028
3497,32767,4772,3045
3682,32767,4764,3074
3830,32767,4772,3100
3815,32767,4775,3100
3663,32767,4772,3100
3464,32767,4740,3098
3330,32767,4718,3100
3291,32767,4706,3092
3330,32767,4718,3100
3360,32767,4717,3123
3330,32767,4718,3156
3233,32767,4711,3162
3164,32767,4718,3156
3193,32767,4714,3146
3330,32767,4718,3156
3464,32767,4713,3159
3497,32767,4718,3156
3374,32767,4713,3144
3164,32767,4718,3156
2952,32767,4714,3180
2831,32767,4718,3211
2799,32767,4711,3216
2831,32767,4718,3211
2843,32767,4716,3202
2831,32767,4718,3211
2792,32767,4706,3213
2831,32767,4718,3211
2909,32767,4737,3200
2997,32767,4772,3211
3007,32767,4790,3234
2997,32767,4827,3266
2946,32767,4869,3273
2831,32767,4935,3266
2722,32767,4983,3253
2831,32767,5044,3266
3114,32767,5107,3290
3330,32767,5206,3322
3435,32767,5304,3343
3663,32767,5423,3377
3940,32767,5542,3408
3996,32767,5694,3433
4226,32767,5847,3429
5662,32767,6020,3433
8535,32767,6190,3449
11823,32767,6399,3488
14601,32767,6613,3515
16818,32767,6833,3543
18044,32767,7017,3565
16985,32767,7213,3599
13317,27301,7416,3623
8992,20592,7647,3654
6302,17264,7845,3679
5495,19916,8026,3709
5225,27428,8179,3731
4663,32767,8352,3765
3918,32767,8514,3793
3164,32767,8677,3820
2391,32767,8793,3835
1832,32767,8894,3875
1668,32767,8967,3929
1665,32767,9057,3986
1513,32767,9135,4014
1332,32767,9219,4042
1305,32767,9273,4068
1332,32767,9328,4097
1277,32767,9355,4096
1332,32767,9382,4097
1541,32767,9378,4110
1665,32767,9382,4152
1489,32767,9374,4183
1332,32767,9382,4208
1444,32767,9359,4225
1665,32767,9328,4263
1656,32767,9265,4295
1499,32767,9219,4318
1482,32767,9161,4314
1665,32767,9111,4318
1824,32767,9026,4334
1832,32767,8948,4374
1700,32767,8856,4404
1499,32767,8786,4429
1327,32767,8697,4431
1332,32767,8623,4429
1505,32767,8532,4417
1665,32767,8460,4429
1681,32767,8371,4451
1665,32767,8297,4484
1738,32767,8207,4490
1832,32767,8135,4484
1791,32767,8046,4470
1665,32767,7972,4484
1651,32767,7882,4508
1832,32767,7809,4540
2013,32767,7721,4544
1998,32767,7647,4540
1844,32767,7556,4527
1832,32767,7484,4540
2059,32767,7396,4562
2331,32767,7321,4595
2408,32767,7228,4601
2331,32767,7159,4595
2278,32767,7090,4579
2331,32767,7050,4595
2420,32767,6993,4621
2498,32767,6942,4651
2532,32767,6872,4650
2498,32767,6833,4651
2392,32767,6796,4646
2331,32767,6779,4651
2381,32767,6743,4641
2498,32767,6725,4651
2586,32767,6694,4671
2664,32767,6671,4706
2755,32767,6627,4712
2831,32767,6616,4706
2837,32767,6612,4692
2831,32767,6616,4706
2876,32767,6583,4728
2997,32767,6562,4761
3153,32767,6548,4768
3330,32767,6562,4761
3463,32767,6556,4742
3497,32767,6562,4761
3458,32767,6559,4792
3497,32767,6562,4817
3658,32767,6531,4807
3830,32767,6508,4817
3872,32767,6491,4842
3830,32767,6508,4872
3805,32767,6507,4865
3830,32767,6508,4872
3838,32767,6496,4895
3830,32767,6508,4927
3823,32767,6509,4922
3830,32767,6508,4927
3824,32767,6475,4949
3830,32767,6454,4983
3844,32767,6437,4979
3830,32767,6454,4983
3708,32767,6457,5002
3497,32767,6454,5038
3275,32767,6421,5038
3164,32767,6399,5038
3193,32767,6369,5053
3330,32767,6345,5093
3458,32767,6305,5102
3497,32767,6291,5093
3424,32767,6284,5077
3330,32767,6291,5093
3290,32767,6265,5116
3330,32767,6237,5149
3365,32767,6199,5153
3330,32767,6182,5149
3226,32767,6151,5132
3164,32767,6128,5149
3203,32767,6093,5175
3330,32767,6074,5204
3441,32767,6041,5200
3497,32767,6020,5204
3499,32767,5986,5220
3497,32767,5966,5260
3492,32767,5932,5269
3497,32767,5911,5260
3495,32767,5879,5238
3497,32767,5857,5260
3500,32767,5822,5291
3497,32767,5803,5315
3396,32767,5772,5304
3164,32767,5749,5315
2903,32767,5710,5341
2831,32767,5694,5370
2976,32767,5686,5363
3164,32767,5694,5370
3209,32767,5673,5394
3164,32767,5640,5426
3140,32767,5595,5419
3164,32767,5586,5426
3166,32767,5583,5448
