II,III,PLETH,ABP
633,162,11236,3030
552,147,11262,3012
516,150,11263,2993
516,168,11293,2986
574,188,11306,2976
815,200,11340,2975
1106,194,11341,2968
1029,167,11346,2968
510,154,11317,2965
94,195,11312,2970
207,262,11288,2968
573,287,11279,2966
726,268,11243,2953
695,284,11237,2946
737,338,11216,2931
818,350,11201,2921
787,290,11145,2900
748,270,11118,2886
802,360,11084,2868
791,465,11062,2855
610,434,10999,2832
505,294,10967,2813
645,204,10936,2790
801,245,10916,2775
723,326,10840,2756
600,355,10783,2745
684,373,10731,2730
840,492,10704,2721
790,704,10634,2702
594,883,10590,2689
503,944,10554,2673
606,995,10547,2666
858,1203,10499,2653
1245,1574,10475,2644
1646,1878,10457,2630
1836,1957,10461,2623
1805,1965,10408,2609
1851,2196,10356,2600
2106,2637,10293,2586
2312,2936,10264,2581
2287,2868,10208,2573
2233,2609,10179,2571
2332,2420,10152,2563
2328,2290,10155,2559
1883,2081,10119,2552
1150,1845,10088,2550
650,1760,10040,2540
623,1826,10022,2537
784,1871,9982,2531
789,1821,9961,2534
715,1804,9928,2529
864,1938,9925,2528
1177,2139,9897,2520
1225,2186,9874,2516
846,1935,9822,2507
385,1429,9797,2505
109,810,9761,2499
-157,223,9744,2494
-562,-211,9705,2481
-822,-402,9694,2473
-731,-413,9675,2464
-569,-417,9670,2461
-636,-520,9634,2449
-725,-625,9621,2441
-597,-633,9600,2430
-457,-584,9596,2427
-577,-571,9560,2419
-727,-557,9547,2417
-549,-485,9528,2409
-153,-386,9519,2405
72,-342,9466,2396
60,-333,9432,2395
51,-300,9397,2394
165,-240,9383,2397
294,-206,9337,2392
362,-191,9319,2394
389,-158,9302,2395
413,-93,9299,2402
462,-32,9249,2402
598,17,9212,2407
826,86,9175,2406
1053,189,9162,2411
1205,290,9117,2407
1268,344,9095,2409
1194,361,9076,2403
957,396,9076,2405
737,467,9033,2398
800,517,8997,2398
1095,495,8956,2389
1242,430,8941,2393
1060,390,8898,2394
823,388,8875,2414
814,381,8850,2441
922,338,8850,2497
930,288,8814,2569
944,265,8783,2679
1203,271,8737,2812
1599,268,8717,2991
1703,238,8677,3202
1337,199,8655,3462
846,188,8625,3749
709,211,8620,4069
963,251,8593,4394
1224,276,8568,4732
1223,269,8518,5057
1099,226,8492,5376
1064,174,8457,5659
1086,152,8438,5909
1047,166,8401,6101
1000,175,8391,6248
998,134,8371,6334
914,38,8355,6378
660,-90,8303,6370
414,-229,8270,6337
347,-356,8236,6269
350,-447,8221,6185
262,-494,8180,6075
168,-525,8162,5968
203,-562,8143,5862
262,-598,8142,5780
165,-616,8109,5703
-46,-623,8089,5644
-216,-638,8067,5588
-275,-659,8067,5558
-192,-675,8037,5535
63,-676,8016,5529
321,-657,7988,5515
279,-613,7992,5513
-85,-555,7981,5503
-398,-515,7983,5499
-427,-506,7972,5472
-389,-509,7985,5445
-513,-502,7970,5397
-623,-489,7952,5350
-470,-475,7910,5279
-190,-458,7911,5213
-111,-440,7918,5137
-255,-443,7938,5071
-358,-469,7927,4991
-276,-488,7956,4915
-131,-470,7995,4829
-89,-432,8041,4759
-168,-400,8042,4685
-277,-380,8078,4619
-334,-360,8145,4542
-304,-352,8251,4473
-197,-365,8317,4399
-93,-381,8399,4339
-125,-372,8490,4268
-335,-343,8613,4200
-548,-317,8692,4116
-508,-312,8772,4039
-211,-320,8854,3951
30,-331,8989,3867
-17,-335,9102,3769
-225,-333,9209,3678
-334,-325,9290,3581
-316,-319,9419,3497
-316,-314,9544,3405
-365,-312,9663,3324
-353,-320,9736,3241
-224,-345,9851,3176
-44,-366,9982,3113
95,-345,10117,3071
134,-271,10187,3038
85,-175,10273,3031
64,-93,10368,3031
182,-32,10472,3048
335,13,10512,3067
284,33,10575,3103
9,22,10660,3140
-204,-2,10767,3188
-140,-3,10811,3225
66,25,10868,3264
175,47,10938,3292
172,32,11028,3317
187,-4,11055,3324
238,-18,11098,3325
244,4,11156,3310
218,39,11246,3297
267,65,11280,3272
402,92,11322,3249
493,124,11363,3212
441,134,11430,3177
320,107,11446,3135
277,71,11478,3101
332,69,11519,3061
377,101,11606,3031
369,136,11653,2999
400,160,11699,2981
500,165,11721,2964
535,144,11769,2957
421,103,11784,2947
283,72,11806,2945
265,62,11801,2942
332,48,11824,2946
377,33,11819,2945
391,52,11828,2947
377,87,11809,2941
276,75,11820,2940
107,29,11817,2932
45,46,11833,2928
170,117,11808,2914
323,124,11788,2900
334,42,11741,2875
283,25,11722,2857
316,141,11679,2835
392,236,11649,2818
336,157,11592,2790
156,14,11570,2767
53,-15,11532,2742
175,59,11507,2724
417,78,11446,2701
574,39,11419,2680
579,94,11384,2654
557,319,11363,2635
614,589,11300,2614
709,753,11268,2602
747,821,11235,2588
755,951,11218,2582
843,1235,11154,2569
1036,1583,11118,2557
1231,1813,11085,2537
1359,1893,11075,2525
1495,2000,11024,2511
1771,2306,11006,2504
2207,2728,10992,2490
2646,2986,10990,2480
2873,2922,10932,2468
2795,2656,10899,2464
2502,2411,10871,2457
2131,2271,10855,2454
1714,2164,10779,2446
1215,2028,10723,2443
705,1891,10678,2435
338,1785,10650,2432
131,1677,10549,2424
-69,1533,10446,2421
-317,1422,10349,2413
-425,1436,10294,2410
-251,1513,10211,2402
20,1444,10154,2399
25,1091,10106,2391
-379,545,10098,2388
-1021,-21,10052,2380
-1566,-492,10012,2377
-1740,-804,9960,2369
-1481,-891,9944,2366
-1076,-820,9907,2357
-918,-775,9886,2355
-1062,-851,9849,2348
-1138,-898,9845,2343
-904,-771,9822,2330
-530,-540,9812,2321
-254,-385,9778,2312
-3,-328,9770,2310
328,-266,9748,2303
610,-147,9741,2299
723,-27,9706,2291
795,57,9696,2292
915,123,9675,2290
947,207,9669,2293
859,306,9633,2291
910,409,9621,2293
1193,504,9601,2290
1387,583,9596,2293
1278,636,9559,2291
1155,654,9548,2291
1338,640,9529,2282
1617,597,9519,2278
1581,538,9466,2270
1255,468,9432,2269
1033,401,9397,2257
1063,348,9383,2250
1079,320,9337,2234
846,305,9319,2227
539,297,9302,2211
526,289,9299,2205
890,276,9249,2194
1306,243,9212,2199
1401,197,9175,2203
1146,158,9162,2229
811,138,9118,2261
622,118,9095,2321
584,84,9075,2400
598,50,9076,2524
612,33,9034,2679
617,13,8997,2879
576,-39,8955,3106
456,-132,8940,3376
291,-259,8899,3672
160,-412,8876,3998
99,-566,8848,4325
65,-680,8847,4658
0,-746,8820,4972
-100,-798,8804,5272
-195,-851,8776,5530
-256,-884,8773,5751
-294,-910,8742,5913
-325,-980,8716,6032
-365,-1091,8665,6094
-417,-1157,8639,6117
-471,-1136,8606,6089
-479,-1097,8602,6032
-383,-1108,8589,5941
-229,-1130,8600,5844
-215,-1111,8591,5735
-469,-1086,8587,5633
-780,-1107,8555,5525
-786,-1139,8545,5434
-479,-1122,8524,5350
-262,-1072,8517,5291
-368,-1037,8483,5237
-548,-1015,8469,5202
-521,-962,8448,5165
-415,-882,8444,5145
-469,-810,8412,5122
-591,-759,8395,5112
-541,-713,8370,5091
-363,-676,8371,5075
-295,-661,8343,5040
-379,-656,8321,5005
-427,-622,8288,4951
-345,-548,8297,4899
-240,-469,8293,4828
-242,-442,8293,4759
-340,-473,8267,4675
-416,-519,8287,4598
-355,-541,8308,4512
-157,-542,8327,4432
29,-526,8308,4344
22,-484,8345,4267
-194,-423,8399,4186
-444,-387,8441,4113
-547,-387,8418,4032
-483,-383,8463,3958
-363,-346,8603,3878
-284,-317,8809,3809
-250,-339,8958,3730
-195,-378,9113,3654
-54,-357,9278,3567
152,-262,9452,3487
292,-156,9540,3400
248,-87,9625,3323
84,-39,9731,3237
25,29,9885,3164
211,106,9985,3085
523,135,10077,3018
709,97,10171,2949
660,55,10315,2900
491,87,10428,2861
385,185,10534,2845
415,263,10610,2831
523,256,10716,2836
614,195,10796,2847
640,163,10877,2880
587,192,10924,2915
478,239,11001,2958
383,253,11062,2993
388,238,11130,3035
495,236,11160,3071
617,263,11222,3110
691,290,11281,3133
735,294,11354,3152
762,290,11384,3152
746,306,11440,3149
696,331,11498,3131
705,331,11579,3114
805,304,11611,3087
882,290,11655,3063
790,311,11692,3029
590,338,11755,2999
516,339,11774,2964
704,333,11803,2939
984,352,11818,2915
1079,391,11863,2904
944,410,11871,2891
810,399,11888,2882
833,391,11889,2868
889,410,11932,2864
787,440,11949,2863
570,449,11967,2872
428,411,11942,2873
442,345,11941,2878
527,308,11922,2876
619,350,11915,2879
716,425,11867,2868
809,443,11839,2856
858,388,11798,2836
854,340,11781,2822
791,323,11734,2800
693,291,11716,2779
628,241,11691,2747
672,271,11691,2721
745,373,11651,2692
714,409,11623,2668
603,299,11577,2637
620,196,11560,2611
802,255,11512,2583
934,428,11479,2563
867,549,11426,2538
787,616,11406,2520
922,750,11367,2501
1201,992,11350,2492
1347,1209,11312,2479
1303,1304,11306,2472
1309,1346,11282,2462
1567,1509,11275,2459
1982,1859,11240,2452
2313,2301,11234,2449
2458,2673,11210,2441
2562,2942,11194,2438
2804,3205,11140,2430
3165,3528,11114,2427
3423,3807,11078,2419
3383,3870,11054,2416
3065,3689,10991,2408
2649,3415,10963,2405
2271,3189,10933,2397
1970,3015,10908,2394
1786,2848,10827,2386
1743,2711,10775,2383
1694,2636,10731,2375
1426,2576,10697,2372
975,2447,10606,2364
686,2285,10549,2361
761,2219,10510,2353
1010,2317,10477,2350
1126,2439,10372,2342
1046,2360,10287,2339
816,1968,10225,2331
437,1376,10188,2328
-5,777,10093,2320
-219,316,10027,2317
-89,20,9989,2309
114,-122,9964,2306
56,-176,9844,2298
-166,-189,9700,2295
-196,-153,9561,2287
128,8,9477,2284
597,261,9377,2276
968,482,9309,2273
1205,597,9259,2265
1434,703,9253,2262
1678,861,9209,2254
1847,990,9167,2251
1885,988,9115,2243
1879,925,9099,2239
1895,920,9063,2233
1912,984,9041,2234
1915,1027,9005,2233
1963,1021,9000,2236
2004,984,8978,2233
1877,924,8968,2230
1579,849,8934,2221
1371,813,8925,2218
1418,846,8904,2211
1546,899,8896,2207
1533,909,8862,2194
1453,884,8851,2186
1482,878,8831,2171
1574,894,8824,2164
1569,892,8790,2149
1477,855,8777,2141
1425,798,8757,2126
1462,753,8751,2120
1540,737,8716,2104
1616,741,8703,2098
1595,707,8685,2092
1378,572,8674,2108
1029,362,8622,2129
809,182,8588,2173
843,105,8555,2228
944,80,8536,2322
879,6,8477,2447
689,-135,8437,2619
561,-271,8402,2816
528,-338,8390,3053
447,-342,8347,3318
260,-342,8323,3623
63,-405,8304,3942
-7,-533,8304,4276
92,-633,8262,4597
279,-611,8222,4915
369,-521,8179,5204
246,-517,8167,5461
38,-632,8131,5662
-12,-726,8106,5818
85,-717,8073,5919
65,-707,8073,5982
-174,-793,8059,5991
-392,-899,8062,5964
-414,-921,8051,5897
-381,-906,8062,5814
-436,-932,8055,5708
-454,-955,8063,5605
-323,-900,8053,5496
-219,-825,8061,5401
-317,-839,8054,5308
-437,-919,8063,5237
-303,-934,8053,5174
7,-842,8059,5131
139,-730,8053,5088
-53,-685,8072,5066
-347,-688,8082,5045
-478,-663,8110,5035
-430,-587,8117,5009
-360,-515,8136,4987
-345,-494,8131,4953
-295,-498,8139,4924
-136,-473,8129,4874
30,-422,8139,4820
24,-384,8132,4746
-181,-383,8138,4675
-408,-400,8125,4591
-474,-408,8143,4511
-362,-391,8154,4421
-205,-350,8178,4338
-135,-311,8178,4245
-162,-308,8210,4160
-181,-326,8232,4069
-103,-300,8254,3993
22,-196,8244,3914
74,-62,8285,3847
47,32,8345,3771
81,72,8411,3703
254,101,8427,3629
458,150,8487,3560
533,191,8574,3478
458,188,8668,3401
348,155,8697,3318
305,141,8767,3245
347,156,8878,3165
448,167,8999,3092
573,166,9040,3014
657,189,9116,2949
600,235,9272,2887
387,247,9499,2847
167,202,9666,2815
136,164,9813,2804
293,195,9944,2797
443,265,10085,2808
466,307,10151,2825
469,325,10206,2864
575,360,10262,2903
742,412,10356,2951
866,439,10406,2989
951,433,10453,3032
997,421,10491,3066
929,425,10569,3101
746,445,10624,3119
636,486,10683,3132
708,541,10711,3126
838,588,10755,3119
871,609,10770,3100
865,614,10796,3079
925,613,10803,3046
1015,611,10843,3015
1054,613,10872,2977
1101,640,10921,2948
1198,676,10940,2916
1239,691,10976,2895
1121,694,10992,2873
957,743,11027,2863
942,836,11032,2854
1102,894,11050,2854
1292,860,11043,2850
1415,797,11060,2857
1465,800,11051,2863
1471,880,11056,2874
1429,944,11041,2875
1356,935,11058,2879
1263,900,11054,2876
1184,921,11056,2875
1176,984,11019,2862
1302,1011,11012,2848
1503,977,10994,2826
1635,954,10986,2807
1619,959,10933,2778
1539,940,10902,2752
1465,876,10867,2721
1388,863,10851,2697
1310,935,10792,2666
1324,999,10754,2642
1416,943,10715,2616
1459,842,10703,2596
1420,832,10658,2572
1471,960,10636,2556
1656,1140,10612,2540
1791,1321,10614,2532
1747,1481,10573,2519
1681,1602,10541,2513
1707,1652,10495,2504
1708,1680,10479,2503
1602,1770,10438,2495
1601,1974,10417,2491
1862,2233,10386,2483
2177,2465,10384,2481
2242,2622,10356,2473
2147,2780,10344,2468
2242,3051,10313,2456
2645,3444,10310,2446
3055,3771,10280,2432
3164,3825,10257,2425
2997,3610,10206,2416
2831,3357,10182,2413
2798,3239,10144,2406
2777,3208,10127,2402
2600,3127,10088,2394
2317,3006,10081,2392
2088,2957,10059,2384
1974,3012,10044,2381
1893,3055,9990,2373
1816,3019,9959,2370
1807,2986,9924,2362
1914,3070,9910,2359
2025,3186,9867,2350
2001,3101,9853,2347
1805,2667,9835,2340
1554,2029,9827,2337
1338,1452,9774,2328
1192,1089,9738,2325
1126,874,9703,2318
1211,715,9691,2315
1438,603,9645,2306
1678,601,9625,2303
1753,683,9607,2296
1668,782,9608,2293
1553,857,9569,2284
1540,958,9553,2276
1631,1099,9536,2262
1769,1227,9533,2258
1876,1254,9484,2255
1929,1202,9449,2259
1952,1158,9414,2257
1999,1180,9400,2258
2056,1210,9338,2256
2072,1194,9281,2258
2048,1155,9218,2257
2078,1184,9188,2259
2183,1285,9136,2253
2290,1374,9106,2250
2354,1379,9076,2241
2438,1342,9077,2239
2537,1332,9051,2231
2518,1343,9035,2226
2304,1301,9005,2212
2003,1178,9001,2203
1724,1027,8976,2189
1476,907,8963,2182
1317,820,8931,2165
1389,729,8925,2152
1621,619,8901,2132
1680,511,8891,2124
1410,432,8858,2114
1093,378,8849,2118
1017,309,8827,2120
1072,201,8819,2140
967,75,8785,2167
697,-21,8774,2226
456,-76,8754,2303
341,-120,8748,2417
331,-176,8713,2556
428,-230,8700,2742
569,-263,8680,2963
587,-286,8674,3228
410,-327,8639,3512
227,-388,8626,3828
227,-447,8608,4155
352,-483,8597,4494
408,-491,8546,4814
349,-475,8511,5116
271,-465,8476,5381
229,-495,8461,5614
177,-552,8418,5792
117,-588,8398,5922
130,-597,8380,5992
251,-619,8377,6023
344,-657,8331,6008
253,-650,8292,5968
32,-584,8250,5892
-55,-531,8239,5804
135,-541,8212,5697
444,-553,8210,5594
612,-497,8208,5486
588,-404,8221,5398
503,-353,8197,5317
469,-337,8181,5262
478,-284,8156,5211
510,-179,8154,5177
563,-91,8126,5143
614,-72,8109,5126
613,-72,8081,5107
558,-7,8078,5096
488,112,8053,5072
465,189,8038,5053
519,178,8007,5020
653,155,8002,4990
805,198,7980,4936
913,294,7966,4878
965,386,7932,4801
1005,479,7923,4732
1029,590,7905,4651
1023,685,7897,4574
1058,725,7859,4481
1266,747,7842,4394
1609,803,7827,4303
1860,881,7848,4225
1844,935,7851,4142
1678,970,7866,4069
1575,1016,7876,3993
1612,1085,7935,3930
1714,1154,7988,3860
1831,1219,8042,3795
1926,1273,8069,3720
1948,1307,8153,3651
1880,1325,8253,3572
1830,1368,8354,3501
1888,1451,8405,3419
2058,1543,8502,3343
2293,1597,8621,3257
2586,1624,8733,3179
2836,1658,8774,3096
2883,1714,8865,3027
2676,1753,9004,2958
2414,1757,9150,2907
2296,1749,9208,2862
2335,1781,9297,2840
2423,1833,9439,2825
2531,1856,9595,2829
2636,1827,9657,2837
2678,1814,9739,2866
2616,1859,9875,2901
2570,1931,10037,2949
2652,1949,10104,2991
2825,1918,10183,3037
2915,1898,10332,3076
2870,1947,10552,3118
2788,2025,10705,3146
2831,2072,10829,3171
3017,2062,10943,3181
3241,2051,11082,3190
3333,2072,11153,3182
3246,2121,11207,3169
3051,2145,11256,3140
2914,2143,11350,3113
2907,2142,11409,3077
3007,2186,11460,3047
3091,2247,11480,3009
3113,2287,11526,2981
3108,2286,11546,2951
3170,2289,11574,2931
3273,2314,11570,2908
3340,2357,11587,2893
3344,2387,11586,2879
3409,2416,11604,2877
3596,2452,11584,2874
3819,2509,11564,2878
3894,2559,11516,2875
3799,2607,11498,2878
3656,2650,11460,2874
3633,2705,11422,2875
3733,2752,11345,2867
3866,2791,11302,2859
3923,2825,11252,2843
3943,2882,11209,2830
4022,2932,11124,2807
4253,2963,11076,2785
4562,2987,11031,2753
4767,3058,10989,2730
4655,3097,10884,2706
4239,2995,10803,2688
3727,2737,10739,2662
3407,2516,10702,2642
3330,2456,10614,2619
3353,2520,10549,2605
3296,2569,10497,2586
3204,2627,10475,2573
3200,2764,10406,2558
3322,2972,10359,2555
3399,3099,10322,2549
3359,3120,10316,2546
3347,3180,10260,2536
3583,3459,10215,2534
3967,3878,10172,2531
4218,4222,10166,2534
4269,4389,10124,2528
4471,4557,10099,2525
5071,4894,10070,2515
5818,5325,10074,2513
6161,5578,10046,2505
5940,5542,10028,2502
5529,5351,9998,2494
5400,5219,9998,2491
5542,5172,9971,2483
5611,5122,9958,2481
5416,5035,9924,2472
5140,4995,9921,2468
4944,5009,9897,2462
4742,4979,9887,2464
4414,4847,9851,2462
4120,4732,9841,2460
4043,4719,9822,2450
4103,4712,9830,2446
4028,4515,9817,2440
3709,4081,9825,2442
3171,3476,9816,2438
2505,2804,9829,2437
1899,2168,9819,2431
1626,1721,9826,2426
1659,1487,9816,2413
1656,1350,9835,2405
1398,1173,9841,2396
1137,1008,9871,2393
1139,953,9877,2381
1321,1020,9899,2373
1448,1099,9896,2362
1534,1142,9907,2358
1667,1162,9894,2350
1808,1191,9904,2350
1892,1215,9896,2348
2011,1232,9906,2351
2151,1229,9892,2347
2089,1205,9905,2349
1712,1134,9908,2349
1306,1020,9938,2357
1189,872,9945,2358
1278,725,9969,2361
1194,593,9970,2359
822,478,9983,2366
459,365,9970,2369
412,254,9979,2374
570,147,9979,2365
571,46,10009,2361
292,-49,10017,2351
-11,-130,10042,2351
-118,-194,10049,2341
-129,-247,10082,2339
-212,-296,10094,2331
-301,-344,10119,2336
-262,-399,10117,2335
-180,-470,10134,2349
-230,-541,10130,2366
-381,-582,10140,2410
-483,-593,10119,2469
-488,-609,10110,2564
-442,-650,10081,2679
-357,-690,10076,2837
-286,-710,10050,3023
-344,-734,10039,3262
-522,-788,10005,3535
-621,-855,9996,3848
-543,-895,9976,4175
-455,-906,9982,4525
-529,-919,9971,4872
-685,-951,9982,5219
-750,-983,9971,5534
-741,-996,9970,5822
-788,-981,9937,6061
-886,-953,9924,6263
-897,-937,9901,6407
-760,-951,9909,6503
-578,-980,9897,6536
-488,-994,9903,6532
-515,-986,9891,6482
-579,-981,9910,6410
-577,-989,9916,6308
-491,-989,9944,6205
-393,-967,9949,6095
-373,-948,9977,5999
-440,-960,9988,5901
-499,-984,10020,5821
-453,-965,10027,5744
-322,-887,10049,5691
-243,-793,10045,5643
-318,-741,10060,5619
-442,-729,10050,5595
-402,-707,10057,5586
-136,-637,10045,5566
160,-539,10057,5556
269,-447,10051,5533
201,-369,10059,5518
139,-285,10044,5481
175,-193,10056,5445
219,-106,10054,5390
157,-38,10063,5341
11,1,10028,5278
-96,6,9998,5219
-94,-8,9950,5144
-27,-10,9935,5073
22,8,9900,4990
35,18,9879,4920
54,11,9838,4845
101,12,9836,4779
138,32,9827,4702
143,45,9834,4634
157,43,9810,4560
231,66,9817,4499
324,133,9826,4428
341,199,9867,4362
280,220,9881,4283
267,222,9918,4210
400,254,9953,4124
614,311,10026,4045
745,355,10072,3952
702,380,10127,3864
538,401,10166,3765
382,418,10249,3675
352,419,10321,3578
482,419,10400,3492
689,439,10449,3403
832,473,10544,3332
845,493,10642,3264
805,487,10750,3218
825,474,10808,3176
897,477,10894,3153
888,500,10982,3136
733,529,11084,3142
561,543,11129,3155
567,536,11188,3185
730,528,11253,3212
815,541,11344,3249
672,561,11380,3278
445,551,11412,3314
371,507,11431,3340
493,471,11481,3368
640,461,11492,3379
691,456,11503,3390
680,434,11494,3385
687,427,11519,3377
714,450,11518,3352
727,478,11518,3329
731,472,11494,3297
763,452,11513,3268
824,472,11523,3228
857,544,11527,3192
796,607,11471,3153
694,618,11429,3123
730,620,11379,3090
997,688,11345,3072
1285,791,11265,3056
1296,826,11208,3050
1080,774,11151,3035
1013,747,11121,3029
1238,807,11048,3022
1449,883,10989,3027
1373,901,10927,3025
1181,913,10896,3026
1132,956,10829,3022
1155,953,10771,3027
1035,823,10703,3024
831,647,10671,3021
722,555,10607,3004
683,553,10540,2992
556,527,10442,2973
361,450,10381,2958
222,398,10316,2933
181,432,10275,2915
210,471,10211,2895
345,417,10183,2881
529,261,10149,2858
587,123,10128,2839
450,92,10067,2817
323,177,10033,2803
361,312,9999,2784
478,484,9989,2774
539,692,9945,2760
608,911,9927,2750
756,1070,9908,2730
951,1192,9909,2717
1198,1393,9871,2705
1608,1765,9856,2704
2080,2190,9836,2695
2316,2485,9831,2687
2294,2648,9780,2671
2464,2910,9744,2662
3112,3395,9707,2651
3867,3916,9695,2648
4120,4170,9650,2638
3803,4095,9629,2631
3387,3886,9609,2618
3238,3736,9609,2613
3242,3649,9564,2605
3112,3541,9527,2603
2798,3391,9485,2596
2503,3259,9473,2593
2369,3187,9433,2584
2310,3162,9409,2578
2193,3167,9380,2564
2047,3217,9382,2558
1976,3295,9356,2550
1968,3309,9340,2548
1903,3140,9307,2540
1720,2755,9303,2537
1447,2215,9285,2528
1152,1645,9291,2526
921,1177,9281,2518
834,907,9291,2515
837,814,9280,2507
789,783,9289,2503
661,707,9281,2489
597,603,9294,2481
625,527,9279,2472
579,493,9272,2470
373,443,9241,2463
200,354,9234,2460
218,241,9212,2450
308,143,9202,2447
255,73,9168,2441
72,25,9159,2441
-96,-37,9138,2438
-207,-129,9132,2442
-297,-234,9096,2440
-332,-299,9084,2442
-286,-326,9063,2438
-242,-356,9059,2441
-282,-407,9024,2441
-356,-438,9009,2450
-403,-434,8987,2451
-473,-444,8986,2452
-602,-496,8953,2442
-694,-543,8935,2439
-654,-535,8909,2430
-534,-507,8913,2429
-428,-527,8899,2418
-357,-593,8904,2417
-346,-644,8896,2412
-481,-656,8907,2423
-736,-665,8897,2429
-929,-708,8905,2451
-946,-769,8898,2479
-906,-817,8908,2539
-925,-851,8895,2619
-950,-905,8904,2737
-916,-971,8901,2879
-928,-1009,8911,3067
-1058,-1013,8886,3288
-1197,-1039,8873,3559
-1227,-1110,8848,3856
-1223,-1179,8844,4188
-1276,-1200,8817,4527
-1313,-1213,8802,4878
-1236,-1265,8772,5213
-1131,-1339,8766,5536
-1137,-1391,8748,5822
-1239,-1429,8753,6076
-1312,-1470,8745,6274
-1334,-1500,8756,6425
-1392,-1499,8741,6511
-1503,-1504,8733,6555
-1554,-1544,8702,6548
-1468,-1594,8692,6512
-1344,-1608,8672,6438
-1354,-1596,8677,6350
-1482,-1588,8667,6244
-1529,-1584,8677,6146
-1368,-1554,8667,6041
-1107,-1497,8664,5950
-889,-1427,8632,5862
-731,-1347,8620,5800
-623,-1244,8599,5747
-633,-1134,8603,5715
-756,-1045,8591,5679
-833,-995,8600,5662
-748,-958,8593,5644
-629,-899,8594,5642
-648,-811,8564,5626
-758,-727,8550,5614
-770,-665,8526,5584
-654,-619,8524,5561
-580,-569,8495,5519
-659,-525,8475,5476
-766,-494,8444,5413
-706,-475,8451,5357
-477,-447,8445,5291
-299,-411,8446,5231
-326,-384,8424,5152
-453,-377,8442,5079
-456,-365,8459,4998
