I,V,ABP,RESP
5293,3324,4584,510
5395,3280,4503,484
5447,3206,4455,478
5422,3138,4405,482
5370,3089,4368,478
5278,3037,4328,458
5140,3011,4325,446
4956,3010,4324,447
4833,3011,4325,446
4801,2974,4307,429
4833,2933,4325,414
4839,2895,4364,413
4833,2855,4411,414
4807,2786,4424,400
4756,2737,4455,382
4662,2726,4509,377
4603,2737,4584,382
4592,2719,4628,383
4603,2698,4671,382
4585,2701,4712,384
4603,2737,4757,382
4650,2739,4772,367
4679,2698,4801,350
4629,2646,4840,345
4603,2659,4887,350
4655,2706,4902,353
4756,2737,4930,350
4780,2712,4972,348
4756,2698,5017,350
4731,2716,5018,351
4756,2737,5017,350
4760,2714,5029,349
4756,2698,5060,350
4735,2729,5062,351
4756,2776,5060,350
4785,2791,5056,349
4833,2815,5060,350
4862,2889,5037,351
4910,3011,5017,350
4965,3202,4994,349
5063,3519,4974,350
5215,3876,4925,352
5447,4145,4887,350
5660,4425,4859,346
5830,4966,4844,350
6090,5590,4801,365
6674,5709,4757,382
7493,5044,4710,387
8285,4028,4671,382
9029,3088,4617,377
10049,2151,4584,382
11288,1062,4561,397
12121,156,4541,414
11986,-236,4492,420
11123,-313,4455,414
10113,-496,4429,406
9206,-743,4411,414
8238,-752,4363,433
7211,-469,4325,446
6309,-138,4298,444
5677,156,4282,446
5249,500,4235,461
4986,938,4195,478
4839,1369,4166,480
4756,1760,4152,478
4641,2127,4109,487
4526,2503,4065,510
4451,2830,4030,529
4449,3089,4022,542
4452,3256,4002,553
4449,3363,3979,573
4407,3416,3949,594
4373,3441,3936,605
4344,3441,3913,604
4373,3441,3892,605
4409,3441,3863,616
4449,3441,3849,637
4447,3433,3828,655
4449,3441,3806,669
4443,3463,3772,682
4449,3480,3763,701
4438,3463,3762,719
4449,3441,3763,733
4476,3443,3737,743
4526,3480,3719,765
4560,3511,3713,796
4603,3519,3719,828
4639,3497,3699,847
4679,3480,3676,860
4706,3481,3661,873
4756,3519,3676,892
4803,3550,3682,908
4833,3558,3676,924
4822,3542,3648,947
4833,3558,3633,988
4867,3599,3625,1027
4910,3637,3633,1051
4929,3620,3631,1060
4986,3597,3633,1083
5075,3609,3628,1127
5140,3676,3633,1179
5109,3730,3630,1212
5063,3754,3633,1242
5069,3754,3629,1283
5140,3793,3633,1338
5192,3852,3629,1387
5216,3910,3633,1434
5194,3948,3630,1478
5140,4028,3633,1529
5068,4145,3627,1576
5063,4262,3633,1625
5089,4324,3632,1671
5063,4380,3633,1720
4936,4452,3610,1765
4833,4536,3590,1816
4794,4590,3572,1865
4756,4653,3590,1911
4653,4733,3611,1951
4603,4810,3633,2007
4641,4846,3628,2072
4679,4888,3633,2134
4625,4932,3642,2179
4603,4927,3676,2230
4676,4822,3706,2291
4756,4692,3763,2357
4719,4589,3833,2404
4679,4497,3936,2453
4734,4349,4035,2511
4833,4184,4152,2580
4844,4037,4279,2631
4833,3910,4455,2676
4865,3753,4654,2719
4910,3597,4887,2772
4870,3465,5118,2817
4833,3363,5363,2867
4879,3254,5598,2913
4986,3167,5839,2963
5020,3101,6056,3004
4986,3050,6271,3058
4935,2989,6464,3118
4910,2972,6660,3186
4867,2992,6836,3236
4833,3011,7006,3281
4816,2974,7144,3322
4833,2933,7266,3377
4832,2919,7356,3425
4833,2933,7439,3473
4848,2928,7491,3513
4910,2933,7525,3568
4962,2951,7524,3619
4986,2972,7525,3664
4974,2962,7521,3688
4986,2972,7525,3727
5000,3021,7494,3773
4986,3089,7439,3823
4905,3106,7361,3851
4833,3089,7309,3887
4807,3072,7264,3929
4833,3089,7223,3982
4838,3111,7141,4014
4833,3128,7050,4046
4822,3117,6939,4075
4833,3089,6833,4110
4831,3052,6703,4123
4833,3050,6574,4142
4827,3071,6436,4164
4833,3089,6314,4205
4825,3070,6181,4236
4833,3050,6055,4269
4854,3054,5918,4296
4910,3089,5795,4333
4957,3103,5661,4351
4986,3089,5536,4365
4961,3058,5399,4369
4910,3050,5276,4396
4848,3050,5143,4426
4833,3050,5017,4460
4854,3038,4877,4472
4910,3050,4757,4492
4952,3083,4640,4515
4986,3128,4541,4556
4989,3160,4428,4576
4986,3206,4325,4588
4989,3256,4222,4589
5063,3285,4152,4619
5201,3256,4082,4652
5370,3206,4022,4683
5461,3159,3958,4691
5447,3128,3936,4715
5337,3097,3931,4744
5216,3089,3936,4779
5095,3094,3909,4789
4986,3089,3892,4811
4880,3037,3895,4837
4833,2972,3936,4874
4827,2909,3974,4887
4833,2855,4022,4906
4794,2785,4062,4930
4756,2737,4109,4970
4740,2723,4142,4986
4756,2737,4195,5002
4755,2739,4255,5018
4756,2737,4325,5065
4752,2733,4368,5102
4756,2737,4411,5129
4743,2730,4449,5134
4756,2737,4498,5161
4787,2741,4535,5191
4833,2737,4584,5225
4838,2706,4629,5234
4833,2698,4671,5257
4820,2712,4686,5283
4833,2737,4714,5320
4829,2736,4751,5332
4833,2737,4801,5352
4826,2752,4824,5375
4833,2776,4844,5416
4795,2771,4860,5432
4756,2737,4887,5448
4745,2710,4891,5464
4833,2737,4887,5511
4938,2812,4876,5547
4986,2933,4887,5575
4929,3153,4891,5581
4910,3519,4887,5607
5055,3909,4861,5635
5370,4184,4844,5671
5637,4459,4823,5682
5753,5005,4801,5703
5871,5693,4753,5725
6290,5983,4714,5766
7002,5533,4684,5784
7748,4614,4671,5798
8374,3571,4634,5802
9129,2424,4584,5830
10208,1160,4527,5848
11353,156,4498,5862
11904,-268,4475,5852
11507,-313,4455,5862
10407,-461,4409,5873
9206,-782,4368,5894
8227,-976,4333,5888
7441,-821,4325,5894
6700,-438,4308,5901
6060,0,4282,5926
5597,410,4231,5926
5293,821,4195,5926
5030,1240,4166,5915
4833,1681,4152,5926
4746,2098,4126,5924
4756,2464,4109,5926
4716,2753,4084,5915
4603,3011,4065,5926
4478,3219,4035,5926
4449,3363,4022,5926
4457,3420,4005,5901
4449,3441,3979,5894
4388,3446,3926,5889
4373,3441,3892,5894
4399,3427,3883,5873
4449,3441,3892,5862
4445,3484,3875,5853
4449,3519,3849,5862
4478,3507,3820,5846
4526,3480,3806,5830
4526,3472,3781,5805
4526,3480,3763,5798
4550,3476,3739,5778
4603,3480,3719,5766
4612,3498,3688,5743
4603,3519,3676,5734
4612,3515,3673,5713
4679,3519,3676,5703
4737,3537,3653,5680
4756,3558,3633,5671
4738,3551,3622,5649
4756,3558,3633,5639
4798,3590,3633,5617
4833,3637,3633,5607
4823,3643,3627,5585
4833,3637,3633,5575
4870,3639,3630,5553
4910,3676,3633,5543
4903,3700,3628,5522
4910,3715,3633,5511
4944,3720,3630,5490
4986,3754,3633,5480
4982,3793,3628,5458
4986,3832,3633,5448
5021,3858,3629,5426
5063,3910,3633,5416
5038,3971,3628,5394
4986,4028,3633,5384
4940,4068,3629,5362
4910,4145,3633,5352
4840,4248,3627,5331
4756,4340,3633,5320
4671,4389,3630,5299
4603,4458,3633,5288
4518,4559,3623,5267
4449,4653,3633,5257
4398,4689,3647,5235
4373,4731,3676,5225
4329,4810,3691,5203
4296,4888,3719,5193
4276,4888,3751,5172
4296,4849,3806,5161
4324,4810,3859,5140
4373,4771,3936,5129
4412,4672,4012,5108
4449,4536,4109,5097
4471,4393,4213,5076
4526,4262,4368,5065
4599,4107,4551,5044
4679,3949,4757,5034
4721,3801,4955,5012
4756,3676,5190,5002
4789,3537,5445,4981
4833,3402,5709,4970
4841,3282,5928,4949
4833,3206,6141,4938
4817,3145,6352,4917
4833,3089,6574,4906
4840,3009,6756,4885
4833,2933,6920,4874
4810,2871,7064,4853
4833,2855,7223,4842
4878,2854,7359,4822
4910,2855,7482,4811
4875,2830,7572,4790
4833,2815,7655,4779
4814,2818,7706,4758
4833,2855,7742,4747
4834,2881,7743,4726
4833,2894,7742,4715
4826,2897,7720,4695
4833,2933,7698,4683
4824,2968,7652,4661
4833,2972,7612,4651
4858,2936,7563,4632
4910,2933,7525,4619
4948,2971,7463,4596
4986,3011,7396,4588
4998,3006,7305,4572
4986,3011,7223,4556
4936,3049,7130,4518
4910,3089,7050,4492
4926,3063,6947,4469
4986,3011,6833,4460
5012,2987,6681,4439
4986,3011,6531,4428
4904,3023,6382,4411
4833,3011,6271,4396
4796,2984,6160,4360
4833,2972,6055,4333
4903,2952,5923,4308
4986,2933,5795,4301
5032,2917,5658,4281
5063,2933,5536,4269
5068,2957,5401,4250
5063,2972,5276,4237
5026,2953,5140,4203
4986,2933,5017,4173
4936,2933,4880,4146
4910,2972,4757,4142
4915,3003,4635,4128
4986,3011,4541,4110
5055,3007,4447,4072
5063,3050,4368,4046
4996,3130,4286,4023
4986,3206,4238,4014
5098,3224,4205,3995
5293,3206,4195,3982
5423,3170,4169,3962
5447,3128,4152,3950
5378,3065,4136,3930
5293,3011,4152,3919
5203,2980,4169,3899
5140,2972,4195,3887
5069,2942,4208,3865
4986,2894,4238,3855
4885,2841,4272,3837
4833,2815,4325,3823
4825,2787,4365,3799
4833,2737,4411,3791
4795,2664,4449,3787
4756,2620,4498,3791
4739,2610,4537,3774
4756,2620,4584,3759
4756,2615,4623,3748
4756,2620,4671,3759
4753,2637,4710,3763
4756,2659,4757,3759
4721,2644,4783,3737
4679,2620,4801,3727
4651,2605,4807,3722
4679,2620,4844,3727
4720,2622,4890,3723
4756,2620,4930,3727
4752,2609,4929,3727
4756,2620,4930,3727
4752,2638,4943,3708
4756,2659,4974,3696
4734,2663,4978,3687
4756,2659,4974,3696
4791,2654,4964,3694
4833,2659,4974,3696
4826,2678,4974,3690
4833,2737,4974,3696
4832,2857,4952,3693
4833,3050,4930,3696
4856,3313,4899,3691
4986,3637,4887,3696
5128,3974,4869,3693
5140,4340,4844,3696
5055,4844,4792,3690
5216,5514,4757,3696
5829,6005,4732,3694
6751,5826,4714,3696
7666,4878,4667,3689
8592,3637,4628,3696
9757,2557,4598,3698
11200,1681,4584,3696
12449,878,4545,3674
12964,274,4498,3664
12602,15,4444,3660
11737,-39,4411,3664
10730,-199,4381,3646
9666,-469,4368,3632
8468,-612,4348,3624
7288,-469,4325,3632
6372,-154,4277,3620
5830,196,4238,3600
5495,539,4207,3573
5216,938,4195,3568
4948,1386,4172,3566
4756,1838,4152,3568
4625,2208,4125,3552
4526,2503,4109,3536
4405,2743,4083,3514
4296,2972,4065,3504
4217,3134,4040,3488
4219,3206,4022,3473
4250,3203,3994,3449
4296,3206,3979,3441
4297,3241,3957,3427
4296,3285,3936,3409
4278,3294,3903,3371
4296,3285,3892,3345
4322,3279,3891,3325
4373,3285,3892,3313
4386,3283,3867,3290
4373,3285,3849,3281
4345,3298,3842,3281
4373,3324,3849,3281
4421,3331,3832,3251
4449,3324,3806,3218
4429,3312,3774,3191
4449,3324,3763,3186
4523,3341,3754,3170
4603,3363,3763,3154
4612,3365,3765,3132
4603,3363,3763,3122
4602,3353,3737,3104
4603,3363,3719,3090
4575,3377,3710,3070
4603,3402,3719,3058
4709,3419,3718,3039
4833,3441,3719,3026
4861,3446,3713,3008
4833,3441,3719,2995
4812,3424,3717,2975
4833,3441,3719,2963
4837,3488,3714,2945
4833,3558,3719,2931
4825,3604,3717,2909
4833,3637,3719,2899
4829,3662,3713,2894
4833,3715,3719,2899
4812,3772,3718,2887
4756,3832,3719,2867
4659,3881,3709,2840
4603,3949,3719,2835
4597,4024,3735,2836
4603,4106,3763,2835
4539,4176,3763,2816
4449,4262,3763,2803
4382,4346,3765,2799
4373,4419,3806,2803
4349,4467,3848,2789
4296,4536,3892,2772
4227,4611,3919,2760
4219,4653,3979,2772
4252,4623,4067,2778
4296,4575,4195,2772
4317,4538,4315,2748
4373,4497,4455,2740
4451,4396,4617,2740
4526,4262,4844,2740
4555,4121,5096,2720
4603,3989,5363,2708
4680,3842,5600,2705
4756,3715,5839,2708
4763,3600,6067,2691
4756,3480,6314,2676
4777,3328,6550,2669
4833,3206,6790,2676
4847,3133,6996,2665
4833,3089,7179,2644
4815,3023,7325,2619
4833,2972,7482,2612
4840,2946,7635,2610
4833,2933,7785,2612
4814,2888,7884,2599
4833,2855,7958,2580
4869,2847,8001,2556
4910,2855,8044,2549
4916,2832,8064,2547
4910,2815,8088,2549
4874,2825,8092,2534
4833,2855,8088,2517
4797,2845,8045,2496
4833,2815,8001,2485
4917,2807,7949,2468
4986,2855,7915,2453
4942,2897,7865,2433
4833,2894,7828,2421
4744,2853,7781,2405
4756,2855,7742,2389
4807,2897,7675,2369
4833,2933,7612,2357
4791,2913,7539,2343
4756,2894,7482,2326
4767,2906,7401,2292
4833,2933,7309,2262
4862,2917,7179,2238
4833,2894,7050,2230
4766,2898,6909,2216
4756,2933,6790,2198
4791,2941,6658,2175
4833,2933,6531,2166
4828,2924,6387,2155
4833,2933,6271,2134
4864,2933,6158,2097
4910,2933,6055,2071
4891,2929,5922,2055
4833,2933,5795,2039
4789,2927,5659,2004
4833,2933,5536,1975
4916,2947,5396,1957
4986,2972,5276,1943
4992,2986,5160,1911
4986,3011,5060,1880
4997,3055,4942,1859
5063,3128,4844,1848
5161,3187,4760,1819
5293,3206,4714,1784
5400,3174,4665,1758
5447,3128,4628,1752
5392,3084,4577,1742
5293,3050,4541,1720
5175,3007,4503,1685
5063,2972,4498,1657
4934,2945,4507,1635
4833,2933,4541,1625
4771,2902,4561,1609
4756,2855,4584,1593
4726,2789,4596,1573
4679,2737,4628,1561
4621,2704,4660,1546
4603,2698,4714,1529
4599,2686,4758,1507
4603,2659,4801,1497
4591,2621,4818,1496
4603,2620,4844,1497
4609,2642,4874,1484
4603,2659,4930,1465
4575,2647,4976,1444
4603,2659,5017,1434
4680,2688,5035,1428
4756,2698,5060,1434
4740,2650,5078,1437
4679,2620,5103,1434
4637,2632,5118,1416
4679,2659,5147,1402
4729,2652,5168,1396
4756,2659,5190,1402
4738,2701,5188,1402
4756,2737,5190,1402
4763,2709,5186,1399
4756,2659,5190,1402
4741,2660,5170,1402
4833,2737,5147,1402
4957,2843,5115,1399
4986,2972,5103,1402
4881,3173,5084,1402
4833,3480,5060,1402
4904,3817,5013,1398
4986,4145,4974,1402
4989,4565,4928,1405
5140,5162,4887,1402
5662,5639,4834,1384
6521,5514,4801,1370
7454,4667,4775,1365
8438,3558,4757,1370
9664,2598,4713,1369
11200,1760,4671,1370
12620,891,4635,1371
13348,196,4628,1370
13153,-75,4610,1355
12351,-39,4584,1338
11300,-88,4536,1330
10126,-313,4498,1338
8821,-474,4464,1344
7595,-352,4455,1338
6666,-33,4437,1319
6060,313,4411,1306
5596,620,4361,1303
5216,978,4325,1306
4935,1415,4295,1296
4756,1877,4282,1274
4591,2250,4255,1251
4449,2542,4238,1242
4345,2786,4216,1243
4296,3011,4195,1242
4244,3151,4149,1228
4219,3206,4109,1211
4206,3216,4075,1192
4219,3246,4065,1179
4206,3289,4045,1162
4219,3324,4022,1147
4244,3327,3990,1130
4296,3324,3979,1115
4304,3332,3973,1097
4296,3363,3979,1083
4275,3390,3962,1068
4296,3402,3936,1051
4329,3387,3899,1031
4373,3363,3892,1019
4381,3346,3893,1018
4373,3363,3892,1019
4354,3390,3864,1008
4373,3402,3849,988
4407,3389,3845,967
4449,3402,3849,956
4476,3430,3827,943
4526,3441,3806,924
4574,3409,3794,901
4603,3402,3806,892
4590,3436,3806,892
4603,3480,3806,892
4641,3478,3799,877
4679,3480,3806,860
4673,3513,3804,853
4679,3558,3806,860
4714,3548,3800,865
4756,3519,3806,860
4752,3514,3803,843
4756,3558,3806,828
4790,3598,3801,822
4833,3637,3806,828
4811,3679,3803,833
4756,3754,3806,828
4704,3831,3799,811
4679,3910,3806,796
4640,3971,3806,792
4603,4028,3806,796
4563,4075,3782,797
4526,4145,3763,796
4452,4232,3747,795
4373,4340,3763,796
4308,4429,3779,796
4296,4497,3806,796
4296,4545,3819,795
4296,4614,3849,796
4260,4684,3881,796
4219,4731,3936,796
4189,4723,3989,795
4219,4692,4065,796
4286,4643,4141,796
4373,4575,4238,796
4422,4463,4345,796
4449,4340,4498,796
4467,4208,4676,796
4526,4067,4887,796
4601,3899,5093,796
4679,3754,5320,796
4722,3644,5549,795
4756,3558,5795,796
4763,3445,6016,796
4756,3324,6228,796
4734,3211,6418,795
4756,3128,6617,796
4802,3054,6795,797
4833,3011,6963,796
4795,2986,7107,794
4756,2972,7266,796
4766,2944,7408,799
4833,2933,7525,796
4863,2920,7590,781
4833,2894,7655,765
4768,2848,7719,758
4756,2855,7785,765
4787,2903,7809,769
4833,2933,7828,765
4837,2890,7832,749
4833,2855,7828,733
4827,2877,7781,725
4833,2933,7742,733
4802,2942,7712,740
4756,2933,7698,733
4723,2941,7641,712
4756,2972,7569,701
4807,2975,7489,702
4833,2972,7439,701
4795,2982,7377,684
4756,3011,7309,669
4739,3015,7204,668
4756,3011,7093,669
4757,3006,6958,655
4756,3011,6833,637
4746,2993,6698,632
4756,2972,6574,637
4776,2958,6437,629
4833,2972,6314,605
4886,2977,6180,582
4910,2972,6055,573
4870,2970,5914,574
4833,3011,5795,573
4819,3054,5679,562
4833,3050,5579,542
4825,2992,5452,520
4833,2972,5320,510
4882,3019,5174,509
4986,3089,5060,510
5056,3113,4948,499
5063,3128,4844,478
5030,3163,4722,456
5063,3206,4628,446
5167,3221,4549,446
5293,3246,4498,446
5354,3282,4429,435
5370,3285,4368,414
5346,3198,4309,393
5293,3089,4282,382
5183,3026,4252,381
5063,3011,4238,382
4942,2979,4224,372
4833,2933,4238,350
4723,2887,4254,327
4679,2855,4282,319
4705,2810,4295,321
4756,2776,4325,319
4739,2754,4357,302
4679,2737,4411,287
4618,2707,4454,283
4603,2698,4498,287
4596,2715,4531,287
4603,2737,4584,287
4600,2720,4631,289
4603,2698,4671,287
4591,2699,4685,271
4603,2737,4714,255
4628,2753,4752,250
4679,2737,4801,255
4718,2698,4823,257
4756,2698,4844,255
4739,2719,4859,254
4679,2737,4887,255
4596,2718,4903,254
4603,2698,4930,255
4674,2703,4952,256
4756,2737,4974,255
4735,2755,4971,251
4679,2737,4974,255
4666,2707,4972,270
4756,2737,4974,287
4826,2866,4950,291
4833,3089,4930,287
4858,3369,4907,284
5063,3676,4887,287
5352,3963,4841,288
5523,4262,4801,287
5554,4697,4769,286
5753,5318,4757,287
6299,5796,4722,287
7058,5631,4671,287
7807,4674,4611,286
8669,3363,4584,287
9837,2180,4565,287
11200,1251,4541,287
12228,487,4490,287
12504,-39,4455,287
12000,-269,4430,286
11047,-352,4411,287
9936,-508,4364,287
8822,-665,4325,287
7729,-617,4296,286
6751,-313,4282,287
5973,71,4240,288
5447,430,4195,287
5084,788,4158,284
4833,1212,4152,287
4664,1647,4136,290
4603,2033,4109,287
4577,2347,4058,271
4526,2659,4022,255
4404,2961,3992,250
4296,3206,3979,255
4249,3323,3956,258
4296,3363,3936,255
4343,3393,3908,252
4373,3441,3892,255
4359,3458,3869,258
4373,3441,3849,255
4374,3424,3820,249
4373,3441,3806,255
4348,3467,3785,272
4373,3480,3763,287
4416,3476,3729,288
4449,3480,3719,287
4433,3484,3719,287
4449,3480,3719,287
4517,3454,3693,282
4603,3441,3676,287
4619,3450,3670,304
4603,3480,3676,319
4587,3486,3656,319
4603,3480,3633,319
4621,3480,3618,331
4679,3519,3633,350
4761,3554,3639,355
4833,3558,3633,350
4839,3512,3605,356
4833,3480,3590,382
4831,3492,3581,408
4833,3558,3590,414
4811,3612,3590,407
4833,3637,3590,414
4906,3639,3582,444
4986,3676,3590,478
4997,3723,3592,497
4986,3754,3590,510
4981,3742,3564,525
4986,3754,3546,542
4969,3813,3537,552
4986,3910,3546,573
5034,3979,3545,607
5063,4028,3546,637
4999,4072,3540,651
4910,4145,3546,669
4852,4221,3543,700
4833,4301,3546,733
4771,4373,3540,749
4679,4458,3546,765
4583,4547,3543,794
4526,4653,3546,828
4476,4745,3539,847
4449,4810,3546,860
4435,4832,3556,885
4449,4849,3590,924
4451,4847,3623,958
4449,4810,3676,988
4434,4715,3729,1016
4449,4614,3806,1051
4498,4509,3882,1084
4603,4380,3979,1115
4700,4200,4084,1144
4756,4028,4238,1179
4750,3883,4418,1211
4756,3754,4628,1242
4787,3603,4832,1271
4833,3480,5060,1306
4838,3395,5293,1340
4833,3324,5536,1370
4825,3216,5750,1386
4833,3128,5968,1402
4826,3091,6181,1426
4833,3089,6401,1465
4837,3043,6585,1503
4833,2972,6747,1529
4789,2920,6877,1542
4756,2933,7006,1561
4745,2959,7115,1589
4756,2972,7223,1625
4748,2950,7311,1646
4756,2933,7396,1657
4785,2922,7448,1664
4833,2933,7482,1688
4841,2946,7483,1721
4833,2972,7482,1752
4819,2991,7462,1769
4833,3011,7439,1784
4837,3022,7392,1798
4833,3050,7352,1816
4795,3077,7305,1829
4756,3089,7266,1848
4728,3065,7203,1866
4756,3050,7136,1880
4803,3059,7047,1878
4833,3089,6963,1880
4799,3096,6857,1890
4756,3089,6747,1911
4734,3068,6613,1927
4756,3050,6487,1943
4764,3022,6351,1958
4756,3011,6228,1975
4735,3007,6092,1987
4756,3011,5968,2007
4794,3015,5834,2026
