II,V,ABP
7897,17989,5651
7770,17928,5641
7665,17989,5651
7491,17879,5629
7317,17701,5592
7150,17559,5545
6968,17557,5533
6708,17489,5531
6504,17413,5533
6403,17349,5503
6387,17413,5475
6289,17438,5438
6155,17413,5416
6080,17341,5380
6155,17413,5357
6221,17525,5324
6155,17557,5298
6012,17415,5257
6039,17413,5239
6230,17704,5232
6387,18277,5239
6401,18826,5214
6504,19284,5180
6824,19531,5139
7317,19716,5121
7998,20070,5092
9175,20867,5063
10826,21493,5019
12427,21011,5004
13375,19101,4998
13588,16837,5004
13083,15236,4979
11730,14391,4945
9542,13607,4901
7200,12808,4886
5489,12334,4879
4645,12520,4886
4279,13125,4864
4065,13959,4827
3923,14782,4778
3949,15542,4768
4150,16125,4771
4529,16694,4768
4968,17226,4730
5342,17701,4709
5552,17952,4705
5691,18133,4709
5810,18270,4676
5923,18420,4650
5942,18434,4641
5923,18420,4650
5891,18385,4625
5923,18420,4592
5968,18415,4571
6039,18420,4592
6060,18395,4602
6039,18420,4592
5998,18413,4552
6039,18420,4533
6122,18394,4525
6155,18420,4533
6081,18415,4527
6039,18420,4533
6113,18384,4534
6271,18420,4533
6364,18429,4500
6387,18420,4474
6376,18354,4460
6387,18420,4474
6379,18522,4475
6387,18564,4474
6423,18437,4465
6504,18420,4474
6534,18547,4473
6504,18708,4474
6452,18649,4464
6504,18564,4474
6625,18574,4478
6736,18708,4474
6743,18727,4439
6736,18708,4415
6767,18677,4403
6852,18708,4415
6909,18678,4412
6968,18708,4415
7025,18765,4409
7084,18852,4415
7084,18835,4408
7084,18852,4415
7114,18861,4412
7200,18852,4415
7268,18730,4400
7317,18708,4415
7321,18772,4454
7317,18852,4533
7294,18764,4609
7317,18708,4709
7367,18743,4813
7433,18852,4945
7442,18802,5074
7433,18708,5239
7415,18645,5427
7433,18708,5651
7438,18717,5859
7433,18708,6063
7377,18672,6253
7317,18708,6475
7276,18665,6704
7317,18564,6946
7353,18413,7157
7317,18420,7358
7180,18497,7533
7084,18564,7712
7066,18481,7863
7084,18420,8006
7031,18359,8121
6968,18277,8241
6943,18073,8337
6968,17989,8418
6934,18038,8452
6852,18133,8477
6759,18056,8478
6736,17989,8477
6733,17974,8447
6736,17989,8418
6718,17876,8364
6736,17845,8300
6745,17911,8204
6736,17989,8124
6699,17888,8037
6736,17845,7947
6812,17908,7819
6852,17989,7712
6782,17885,7616
6736,17845,7535
6771,17920,7414
6852,17989,7299
6861,17824,7194
6852,17701,7123
6849,17737,7032
6852,17845,6946
6820,17763,6849
6852,17701,6770
6932,17749,6672
6968,17845,6593
6888,17754,6519
6852,17701,6475
6910,17799,6415
6968,17989,6358
6903,17963,6284
6852,17845,6240
6897,17776,6199
6968,17845,6181
6917,17809,6147
6852,17701,6122
6875,17603,6084
6968,17701,6063
6985,17814,6029
6968,17845,6004
6962,17727,5966
6968,17701,5946
6902,17759,5913
6852,17845,5887
6876,17775,5846
6968,17701,5828
6997,17662,5801
6968,17701,5769
6899,17674,5703
6852,17701,5651
6818,17761,5609
6852,17845,5592
6914,17781,5559
6968,17701,5533
6962,17650,5499
6968,17701,5475
6978,17697,5434
6968,17701,5416
6890,17678,5405
6852,17701,5416
6888,17678,5410
6968,17701,5416
6946,17697,5413
6852,17701,5416
6782,17650,5402
6852,17701,5416
6949,17778,5440
6968,17845,5475
6880,17801,5473
6852,17845,5475
6908,17933,5487
6968,17989,5533
6913,17879,5565
6852,17845,5592
6866,17905,5608
6968,17989,5651
7064,17934,5686
7200,17989,5710
7371,18191,5700
7549,18420,5710
7658,18425,5732
7781,18420,5769
7918,18524,5772
8013,18708,5769
7998,18719,5759
8013,18708,5769
8145,18793,5766
8362,18996,5769
8509,19017,5762
8594,18852,5769
8623,18578,5763
8594,18420,5769
8442,18316,5767
8246,18277,5769
8054,18189,5741
7897,18133,5710
7717,18041,5670
7549,17989,5651
7377,17895,5622
7200,17845,5592
6958,17757,5548
6736,17701,5533
6566,17598,5529
6504,17557,5533
6442,17530,5506
6387,17557,5475
6342,17540,5436
6387,17557,5416
6426,17550,5382
6387,17557,5357
6309,17547,5322
6387,17701,5298
6562,17997,5261
6620,18420,5239
6496,18829,5208
6504,19284,5180
6806,19656,5136
7317,20003,5121
8002,20473,5118
9175,21299,5121
10857,21879,5091
12543,21299,5063
13602,19215,5030
13936,16694,5004
13587,14856,4960
12427,13959,4945
10380,13314,4944
8013,12664,4945
6123,12216,4908
5110,12376,4886
4704,13026,4882
4529,13959,4886
4374,14859,4851
4297,15686,4827
4367,16353,4820
4645,16981,4827
5012,17514,4796
5342,17989,4768
5542,18265,4758
5691,18420,4768
5815,18460,4743
5923,18564,4709
5936,18646,4688
5923,18708,4709
5931,18668,4720
6039,18708,4709
6133,18789,4669
6155,18852,4650
6078,18763,4643
6039,18708,4650
6073,18741,4644
6155,18852,4650
6207,18859,4652
6271,18852,4650
6339,18834,4617
6387,18852,4592
6374,18809,4579
6387,18852,4592
6443,18929,4591
6504,18996,4592
6495,18903,4585
6504,18852,4592
6555,18884,4587
6620,18996,4592
6614,18995,4588
6620,18996,4592
6667,18985,4583
6736,18996,4592
6735,18939,4594
6736,18996,4592
6774,19094,4557
6852,19140,4533
6899,19012,4520
6968,18996,4533
7041,19127,4530
7084,19284,4533
7057,19213,4527
7084,19140,4533
7192,19171,4525
7317,19284,4533
7332,19222,4531
7317,19140,4533
7341,19144,4515
7433,19284,4533
7495,19313,4576
7549,19284,4650
7603,19238,4702
7665,19284,4768
7637,19243,4855
7549,19140,5004
7482,18992,5170
7549,18996,5357
7648,19063,5526
7665,19140,5710
7573,19071,5896
7549,18996,6122
7616,18943,6351
7665,18996,6593
7561,19002,6818
7433,18996,7064
7393,18914,7302
7433,18852,7535
7399,18751,7717
7317,18708,7888
7237,18633,8052
7200,18564,8241
7133,18443,8402
7084,18420,8536
7067,18420,8623
7084,18420,8712
7044,18315,8780
6968,18277,8830
6850,18275,8831
6736,18277,8830
6664,18123,8825
6736,17989,8830
6846,17929,8786
6852,17989,8712
6735,17987,8610
6736,17989,8536
6879,17966,8452
6968,17989,8359
6845,17960,8229
6736,17989,8124
6776,17998,8029
6852,17989,7947
6783,17873,7825
6736,17845,7712
6837,17896,7606
6968,17989,7535
6892,17929,7443
6736,17845,7358
6710,17787,7262
6852,17845,7182
6953,17894,7082
6968,17989,7005
6948,18019,6932
6968,17989,6887
6966,17857,6823
6968,17845,6770
6996,17916,6703
7084,17989,6652
7125,17897,6583
7084,17845,6534
6985,17883,6489
6968,17989,6475
7027,17937,6446
7084,17845,6416
7036,17788,6371
6968,17845,6358
6940,17805,6351
6968,17701,6358
6967,17602,6330
6968,17701,6299
6968,17822,6257
6968,17845,6240
6907,17708,6209
6852,17701,6181
6829,17832,6139
6852,17989,6122
6850,17935,6096
6852,17845,6063
6847,17804,5996
6852,17845,5946
6833,17775,5904
6852,17701,5887
6901,17656,5852
6968,17701,5828
6977,17684,5794
6968,17701,5769
6953,17745,5727
6968,17845,5710
6963,17806,5704
6968,17701,5710
6961,17604,5680
6968,17701,5651
6956,17816,5630
6968,17845,5651
6970,17720,5676
6968,17701,5710
6944,17772,5715
6968,17845,5710
6989,17746,5691
6968,17701,5710
6878,17752,5740
6852,17845,5769
6902,17767,5760
6968,17701,5769
6952,17723,5793
6968,17845,5828
7094,17884,5824
7317,17989,5828
7471,18179,5845
7549,18420,5887
7620,18506,5893
7781,18564,5887
7939,18623,5872
8013,18708,5887
7987,18684,5888
8013,18708,5887
8147,18777,5872
8362,18852,5887
8521,18736,5893
8594,18564,5887
8535,18389,5846
8362,18277,5828
8097,18104,5824
7897,17989,5828
7808,17900,5795
7781,17845,5769
7654,17680,5757
7433,17557,5769
7170,17499,5746
6968,17557,5710
6780,17554,5667
6620,17557,5651
6460,17537,5623
6387,17557,5592
6363,17530,5548
6387,17557,5533
6385,17568,5528
6387,17557,5533
6378,17487,5507
6387,17557,5475
6408,17696,5433
6504,17845,5416
6628,18032,5388
6736,18564,5357
6801,19209,5311
6968,19572,5298
7310,19648,5296
7897,20147,5298
8819,21015,5266
10220,21299,5239
11870,20165,5207
13240,18277,5180
13838,16604,5136
13588,15398,5121
12483,14152,5121
10568,12952,5121
8186,12187,5084
6155,12088,5063
5024,12326,5059
4645,12808,5063
4461,13489,5027
4297,14391,5004
4288,15269,4998
4529,16118,5004
4837,16870,4970
5110,17557,4945
5336,18008,4938
5575,18277,4945
5771,18354,4913
5923,18420,4886
5994,18460,4876
6039,18564,4886
6067,18629,4860
6155,18708,4827
6231,18712,4807
6271,18708,4827
6246,18666,4835
6271,18708,4827
6333,18771,4791
6387,18852,4768
6376,18845,4754
6387,18852,4768
6442,18839,4773
6504,18852,4768
6494,18814,4733
6504,18852,4709
6591,18911,4697
6736,18996,4709
6784,18983,4709
6736,18996,4709
6677,18989,4701
6736,18996,4709
6859,18942,4708
6968,18996,4709
6980,19083,4699
6968,19140,4709
6987,19032,4713
7084,18996,4709
7166,19090,4674
7200,19284,4650
7180,19319,4638
7200,19284,4650
7249,19234,4649
7317,19284,4650
7360,19283,4643
7433,19284,4650
7502,19252,4645
7549,19284,4650
7531,19272,4644
7549,19284,4650
7638,19259,4642
7781,19284,4650
7831,19268,4663
7781,19284,4709
7717,19262,4757
7781,19284,4827
7882,19267,4896
7897,19284,5004
7800,19261,5130
7781,19284,5298
7855,19270,5465
7897,19284,5651
7808,19256,5837
7781,19284,6063
7894,19282,6295
8013,19284,6534
7932,19198,6737
7781,19140,6946
7728,19054,7162
7781,18996,7417
7756,18886,7660
7665,18852,7888
7579,18837,8069
7549,18852,8241
7492,18772,8388
7433,18708,8536
7369,18622,8655
7317,18564,8771
7235,18451,8845
7200,18420,8889
7199,18412,8885
7200,18420,8889
7134,18324,8889
7084,18277,8889
7072,18258,8836
7084,18277,8771
7031,18189,8699
6968,18133,8653
6936,18105,8577
6968,18133,8477
6978,18056,8343
6968,17989,8241
6945,17941,8149
6968,17989,8065
6979,17985,7941
6968,17989,7829
6933,17960,7725
6968,17989,7653
7038,17976,7561
7084,17989,7476
7030,17966,7378
6968,17989,7299
6944,17972,7202
6968,17989,7123
6964,17969,7046
6968,17989,7005
6968,17971,6947
6968,17989,6887
6938,17970,6809
6968,17989,6770
7039,17970,6738
7084,17989,6711
7024,17970,6644
6968,17989,6593
6956,17970,6552
6968,17989,6534
6941,17970,6494
6968,17989,6475
7042,17970,6466
7084,17989,6475
7012,17970,6448
6968,17989,6416
7015,17971,6376
7084,17989,6358
7036,17968,6323
6968,17989,6299
6983,17974,6263
7084,17989,6240
7117,17963,6201
7084,17989,6181
7048,17981,6152
7084,17989,6122
7107,17952,6058
7084,17989,6004
7007,18002,5960
6968,17989,5946
6957,17879,5915
6968,17845,5887
6955,17842,5846
6968,17845,5828
6975,17735,5797
6968,17701,5769
6932,17748,5725
6968,17845,5710
7045,17788,5701
7084,17701,5710
7011,17643,5702
6968,17701,5710
7012,17705,5709
7084,17701,5710
7043,17665,5693
6968,17701,5710
6937,17698,5738
6968,17701,5769
6963,17663,5761
6968,17701,5769
7000,17744,5792
7084,17845,5828
7205,17941,5824
7433,18133,5828
7670,18301,5846
7781,18420,5887
7741,18402,5891
7781,18420,5887
7932,18468,5876
8013,18564,5887
7909,18600,5883
7897,18708,5887
8149,18816,5881
8478,18852,5887
8536,18655,5878
8362,18420,5887
8154,18228,5888
8013,18133,5887
7838,17973,5851
7665,17845,5828
7532,17738,5817
7433,17701,5828
7266,17603,5806
7084,17557,5769
6905,17531,5722
6736,17557,5710
6525,17482,5706
6387,17413,5710
6315,17366,5682
6271,17413,5651
6178,17415,5611
6155,17413,5592
6210,17383,5562
6271,17413,5533
6248,17443,5490
6271,17557,5475
6415,17711,5468
6620,17989,5475
6715,18358,5449
6736,18852,5416
6811,19211,5374
7084,19428,5357
7570,19757,5329
8362,20579,5298
9531,21326,5252
11033,21011,5239
12437,19260,5237
13240,17125,5239
13159,15591,5206
12310,14679,5180
10814,13651,5167
8826,12520,5180
6732,11812,5162
5226,11945,5121
4604,12540,5070
4529,13240,5063
4444,13883,5066
4297,14679,5063
4298,15556,5023
4529,16406,5004
4813,16991,5000
5110,17413,5004
5414,17707,4970
5691,17989,4945
5835,18147,4936
5923,18277,4945
5990,18341,4918
6039,18420,4886
6011,18411,4866
6039,18420,4886
6144,18409,4893
6271,18420,4886
6284,18382,4850
6271,18420,4827
6305,18488,4813
6387,18564,4827
6408,18542,4832
6387,18564,4827
6365,18620,4791
6387,18708,4768
6424,18692,4756
6504,18708,4768
6579,18754,4767
6620,18852,4768
6598,18850,4760
6620,18852,4768
6682,18834,4767
6736,18852,4768
6715,18813,4758
6736,18852,4768
6838,18914,4771
6968,18996,4768
6991,18971,4733
6968,18996,4709
6982,19054,4696
7084,19140,4709
7166,19074,4708
7200,18996,4709
7185,18982,4700
7200,19140,4709
7239,19256,4707
7317,19284,4709
7380,19180,4700
7433,19140,4709
7434,19122,4708
7433,19140,4709
7449,19097,4695
7549,19140,4709
7675,19211,4730
7781,19284,4768
7795,19209,4802
7781,19140,4886
7765,19098,4995
7781,19140,5121
7777,19123,5221
7781,19140,5357
7774,19137,5537
7781,19140,5769
7768,19042,5978
7781,18996,6181
7787,18978,6372
7781,18996,6593
7719,18907,6815
7665,18852,7064
7606,18825,7304
7549,18852,7535
7464,18779,7714
7433,18708,7888
7434,18618,8056
7433,18564,8241
7363,18454,8397
7317,18420,8536
7308,18410,8631
7317,18420,8712
7257,18325,8765
7200,18277,8830
7181,18258,8872
7200,18277,8889
7156,18189,8854
7084,18133,8830
7038,18105,8804
7084,18133,8771
7117,18056,8684
7084,17989,8595
6988,17941,8502
6968,17989,8418
7021,17985,8294
7084,17989,8182
7077,17960,8081
7084,17989,8006
7102,17976,7891
7084,17989,7770
6990,17966,7656
6968,17989,7594
7035,17972,7517
7084,17989,7417
7010,17969,7278
6968,17989,7182
7024,17971,7113
7084,17989,7064
7016,17970,6972
6968,17989,6887
7020,17970,6812
7084,17989,6770
7020,17970,6705
6968,17989,6652
7015,17970,6605
7084,17989,6593
7026,17970,6563
6968,17989,6534
7006,17970,6492
7084,17989,6475
7042,17970,6445
6968,17989,6416
6948,17970,6370
6968,17989,6358
6908,17970,6353
6852,17989,6358
6875,17970,6327
6968,17989,6299
6992,17970,6262
6968,17989,6240
6943,17970,6201
6968,17989,6181
6972,17970,6153
6968,17989,6122
6954,17969,6055
6968,17989,6004
6966,17972,5966
6968,17989,5946
6956,17967,5888
6968,17989,5828
6967,17975,5774
6968,17989,5769
6952,17962,5768
6968,17989,5769
6974,17982,5739
6968,17989,5710
6939,17950,5669
6968,17989,5651
6997,18005,5637
6968,17989,5651
6865,17869,5652
6852,17845,5651
6925,17897,5634
6968,17989,5651
6886,17928,5678
6852,17845,5710
6915,17791,5705
6968,17845,5710
6885,17844,5727
6852,17845,5769
6985,17853,5777
7200,17989,5769
7317,18130,5750
7433,18277,5769
7614,18335,5795
7781,18420,5828
7791,18520,5829
7781,18708,5828
7864,18821,5818
8013,18852,5828
8109,18791,5826
8246,18852,5828
8446,18960,5817
8594,18996,5828
8526,18756,5831
8362,18420,5828
8227,18118,5791
8130,17989,5769
7957,17890,5758
7781,17845,5769
7654,17762,5747
7549,17701,5710
7338,17589,5662
7084,17557,5651
6863,17541,5649
6736,17557,5651
6606,17474,5621
6504,17413,5592
6415,17373,5556
6387,17413,5533
6366,17410,5498
6387,17413,5475
6397,17388,5442
6387,17413,5416
6383,17429,5374
6504,17557,5357
6671,17818,5350
6736,18277,5357
6674,18700,5331
6736,18996,5298
7009,19170,5257
7433,19572,5239
8048,20227,5210
9175,20867,5180
10774,20861,5137
12310,20003,5121
13188,18425,5115
13356,16694,5121
12900,15174,5096
11730,14103,5063
9774,13290,5019
7549,12664,5004
5792,12252,4997
4878,12376,5004
4539,12977,4982
4413,13815,4945
4311,14541,4896
4297,15254,4886
4401,15978,4888
4645,16694,4886
4966,17181,4847
5342,17557,4827
5679,17857,4823
5923,18133,4827
6012,18227,4794
6039,18277,4768
6067,18316,4759
6155,18420,4768
6186,18431,4742
6155,18420,4709
6099,18387,4688
6155,18420,4709
6248,18416,4720
6271,18420,4709
6182,18395,4670
6155,18420,4650
6255,18414,4642
6387,18420,4650
6405,18390,4644
6387,18420,4650
6422,18418,4651
6504,18420,4650
6515,18415,4618
6504,18564,4592
6530,18705,4577
6620,18708,4592
6685,18498,4594
6736,18420,4592
6750,18535,4580
6736,18708,4592
6693,18652,4597
6736,18564,4592
6855,18574,4555
6968,18708,4533
6973,18723,4522
6968,18708,4533
7010,18685,4528
7084,18708,4533
7089,18663,4530
7084,18708,4533
7115,18793,4521
7200,18852,4533
7258,18744,4540
7317,18708,4533
7373,18769,4486
7433,18852,4474
7435,18759,4495
7433,18708,4533
7428,18757,4526
7433,18852,4533
7410,18773,4570
7433,18708,4650
7489,18739,4721
7549,18852,4827
7546,18802,4961
7549,18708,5121
7553,18651,5256
7549,18708,5416
7512,18706,5605
7549,18708,5828
7634,18688,6026
7665,18708,6240
7548,18676,6465
7433,18708,6711
7406,18726,6919
7433,18708,7123
7380,18542,7321
7317,18420,7535
7298,18375,7716
7317,18420,7888
7267,18364,8035
7200,18277,8182
7138,18166,8300
7084,18133,8418
6997,18052,8512
6968,17989,8595
6980,17929,8629
6968,17989,8653
6876,18017,8655
6852,17989,8653
6919,17863,8603
6968,17845,8536
6858,17861,8457
6736,17845,8418
6736,17708,8370
6852,17701,8300
6893,17790,8176
6852,17845,8065
6805,17714,7965
6852,17701,7888
6918,17847,7772
6968,17989,7653
6969,17892,7538
6968,17845,7476
6925,17927,7400
6852,17989,7299
6755,17800,7160
6736,17701,7064
6782,17825,6997
6852,17989,6946
6857,17851,6852
6852,17701,6770
6847,17773,6697
6852,17989,6652
6828,17928,6582
6852,17701,6534
6911,17564,6496
6968,17701,6475
6959,17828,6414
6968,17845,6358
6987,17735,6310
6968,17701,6299
6873,17681,6269
6852,17701,6240
6918,17710,6199
6968,17845,6181
6895,17969,6148
6852,17989,6122
6905,17808,6083
6968,17701,6063
6907,17731,6031
6852,17845,6004
6893,17793,5964
6968,17701,5946
6922,17646,5918
6852,17701,5887
6867,17697,5821
6968,17701,5769
6997,17685,5727
6968,17701,5710
6940,17659,5676
6968,17701,5651
6973,17774,5616
6968,17845,5592
6953,17766,5552
6968,17701,5533
6965,17668,5523
6968,17701,5533
6959,17667,5527
6968,17701,5533
6961,17768,5531
6968,17845,5533
6960,17771,5518
6968,17701,5533
6960,17663,5560
6968,17701,5592
6961,17676,5587
6968,17701,5592
6955,17750,5610
6968,17845,5651
7029,17876,5674
7200,17989,5710
7396,18133,5741
7549,18277,5769
7641,18308,5761
7781,18420,5769
7904,18580,5792
7897,18708,5828
7763,18669,5825
7781,18708,5828
8042,18855,5844
8362,18996,5887
8480,18886,5895
8478,18708,5887
8480,18549,5870
8478,18420,5887
8332,18166,5893
8130,17989,5887
7979,17944,5848
7897,17989,5828
7749,17862,5819
7549,17701,5828
7315,17620,5805
7084,17701,5769
6816,17679,5721
6620,17557,5710
6514,17396,5707
6504,17413,5710
6451,17494,5681
6387,17557,5651
6343,17476,5614
6387,17413,5592
6417,17424,5558
6387,17557,5533
6360,17627,5499
6504,17701,5475
6704,17902,5437
6736,18420,5416
6586,18964,5385
6620,19284,5357
6983,19406,5313
7549,19860,5298
8312,20669,5294
9639,21299,5298
11470,20970,5268
13123,19716,5239
13959,18002,5205
14052,16406,5180
13507,15030,5139
12078,13959,5121
9730,13104,5117
7317,12520,5121
5718,12196,5092
4994,12376,5063
4587,13058,5029
4297,14103,5004
4203,15069,4961
4297,15830,4945
4418,16389,4943
4645,16981,4945
5039,17534,4909
5458,17989,4886
5651,18182,4880
5691,18277,4886
5757,18322,4854
5923,18420,4827
6024,18425,4815
6039,18420,4827
6002,18426,4822
6039,18564,4827
6095,18677,4830
6155,18708,4827
6158,18603,4789
6155,18564,4768
6147,18603,4764
6155,18708,4768
6146,18716,4735
6155,18708,4709
6189,18680,4701
6271,18708,4709
6342,18690,4681
6387,18708,4650
6386,18698,4634
6387,18708,4650
6378,18665,4652
6387,18708,4650
6411,18774,4642
6504,18852,4650
6624,18825,4648
6736,18852,4650
6759,18910,4644
6736,18996,4650
6704,18973,4646
6736,18996,4650
6787,19050,4646
6852,19140,4650
6897,19122,4644
6968,19140,4650
7030,19151,4649
7084,19140,4650
7118,19009,4621
7200,18996,4592
7282,19113,4567
7317,19284,4592
7282,19289,4624
7317,19284,4650
7432,19284,4638
7549,19284,4650
7555,19161,4690
7549,19140,4768
7590,19217,4823
7665,19284,4886
7670,19127,4969
7665,18996,5121
7668,19010,5292
7665,19140,5475
7593,19098,5636
7549,18996,5828
7548,18930,6043
7549,18996,6299
7472,19004,6536
7433,18996,6770
7476,18922,6989
7549,18852,7241
7514,18727,7484
7433,18708,7712
7360,18721,7887
7317,18708,8065
7241,18537,8239
7200,18420,8418
7197,18386,8546
7200,18420,8653
7134,18337,8737
7084,18277,8830
7075,18250,8896
7084,18277,8948
7023,18194,8956
6968,18133,8948
6953,18102,8912
6968,18133,8889
6916,18059,8842
6852,17989,8771
6819,17940,8646
6852,17989,8536
6861,17986,8437
6852,17989,8359
6831,17960,8243
6852,17989,8124
6859,17976,7995
6852,17989,7888
6823,17966,7762
6852,17989,7653
6910,17972,7547
6968,17989,7476
6967,17969,7387
6968,17989,7299
6968,17971,7195
6968,17989,7123
6940,17970,7053
6968,17989,7005
7035,17970,6938
7084,17989,6887
7030,17970,6823
6968,17989,6770
6946,17970,6698
6968,17989,6652
6959,17970,6611
6968,17989,6593
6980,17970,6557
6968,17989,6534
6887,17971,6500
6852,17989,6475
6895,17969,6432
6968,17989,6416
6936,17972,6409
6852,17989,6416
6803,17966,6389
6852,17989,6358
6881,17977,6317
6852,17989,6299
6801,17959,6266
6852,17989,6240
6942,17989,6200
6968,17989,6181
6883,17940,6150
6852,17989,6122
6910,18026,6063
6968,17989,6004
6907,17795,5933
6852,17701,5887
6884,17735,5845
6968,17845,5828
6975,17830,5796
6968,17845,5769
6975,17905,5727
6968,17989,5710
6882,17914,5699
6852,17845,5710
6909,17818,5706
6968,17845,5710
6905,17757,5702
6852,17701,5710
6888,17678,5705
6968,17701,5710
6963,17650,5702
6968,17701,5710
7026,17796,5722
7084,17845,5769
7026,17719,5805
6968,17701,5828
6989,17831,5816
7084,17989,5828
7164,17957,5853
7317,17989,5887
7551,18176,5883
7781,18420,5887
7867,18440,5903
7897,18420,5946
7947,18502,5954
8013,18708,5946
8004,18796,5928
8013,18852,5946
8130,18911,5954
8362,18996,5946
8540,18902,5904
8594,18708,5887
8508,18458,5883
8362,18277,5887
8174,18083,5854
8013,17989,5828
7878,17955,5815
7781,17989,5828
7636,17883,5808
7433,17701,5769
7172,17519,5720
6968,17557,5710
6823,17659,5709
6736,17701,5710
6610,17543,5679
6504,17413,5651
6414,17408,5615
6387,17557,5592
6368,17610,5557
6387,17557,5533
6396,17469,5501
6387,17557,5475
6383,17697,5433
6504,17845,5416
6670,18049,5409
6736,18564,5416
6701,19130,5390
6852,19428,5357
7281,19502,5316
7897,20003,5298
8733,20882,5268
10104,21299,5239
11874,20422,5197
13356,18708,5180
13939,16999,5172
13704,15686,5180
12808,14427,5159
11149,13240,5121
8812,12370,5071
6620,12088,5063
5326,12209,5066
4878,12664,5063
4648,13341,5023
4413,14247,5004
4334,15148,5001
4529,15974,5004
4818,16596,4968
5110,17125,4945
5394,17555,4940
5691,17989,4945
5904,18276,4911
6039,18420,4886
6103,18393,4878
6155,18420,4886
6155,18476,4857
6155,18564,4827
6168,18550,4812
6271,18564,4827
6365,18607,4825
6387,18708,4827
6307,18720,4824
6271,18708,4827
6318,18676,4797
6387,18708,4768
6383,18701,4750
6387,18708,4768
6439,18682,4776
6504,18708,4768
6497,18696,4731
6504,18708,4709
6555,18679,4698
6620,18708,4709
6612,18740,4708
6620,18852,4709
6672,18928,4702
6736,18996,4709
6726,18978,4707
6736,18996,4709
6791,18985,4702
6852,18996,4709
6835,18954,4708
6852,18996,4709
6952,19055,4699
7084,19140,4709
7107,19129,4713
7084,19140,4709
7102,19129,4672
7200,19140,4650
7271,19094,4640
7317,19140,4650
7352,19215,4641
7433,19284,4650
7499,19200,4668
7549,19140,4709
7548,19155,4731
7549,19284,4768
7569,19311,4811
7665,19284,4886
7755,19227,4958
7781,19284,5063
7711,19312,5188
7665,19284,5357
7657,19118,5524
7665,18996,5710
7637,18936,5897
7665,18996,6122
7738,19009,6349
7781,18996,6593
7681,18900,6820
7549,18852,7064
7493,18816,7296
7549,18852,7535
7578,18812,7743
7549,18708,7947
7473,18511,8124
7433,18420,8300
7381,18397,8447
7317,18420,8595
7228,18336,8717
7200,18277,8830
7202,18244,8897
7200,18277,8948
7135,18213,8972
7084,18133,9007
7065,18023,9015
7084,17989,9007
