II,MCL,PLETH
2751,5549,5831
2864,5449,5861
3092,5447,5860
3341,5490,5861
3572,5459,5861
3818,5449,5861
4073,5500,5830
4391,5531,5798
4795,5427,5763
5250,5326,5735
5540,5326,5674
5536,5367,5608
5362,5298,5537
5345,5203,5481
5499,5185,5404
5536,5244,5323
5301,5256,5233
5059,5244,5164
4965,5238,5088
4868,5244,5006
4681,5208,4902
4677,5203,4816
4893,5262,4741
4963,5367,4689
4750,5421,4624
4773,5449,4562
5347,5468,4492
6013,5490,4436
6152,5448,4368
5918,5367,4309
5811,5269,4241
5918,5203,4182
5912,5137,4114
5727,5080,4055
5513,5019,3989
5345,4998,3929
5163,4988,3858
5059,4998,3802
5064,5026,3748
5059,5121,3707
4859,5196,3656
4582,5162,3612
4402,5038,3561
4391,4998,3517
4456,5047,3463
4582,5039,3422
4685,4933,3383
4677,4916,3358
4530,4995,3325
4391,4957,3295
4259,4766,3259
4009,4793,3232
3633,5193,3197
3436,5653,3168
3629,5841,3133
4200,5981,3105
5107,6341,3070
6395,6678,3042
7699,6382,3007
8304,5285,2978
7891,3736,2943
7063,2253,2915
6585,1116,2880
6586,451,2851
6660,187,2814
6586,205,2788
6334,397,2764
5823,819,2756
4924,1463,2741
3818,2253,2725
2808,3063,2699
2100,3851,2693
1723,4473,2690
1718,4793,2693
2004,4821,2683
2386,4834,2693
2673,4976,2716
2864,5162,2756
2966,5209,2783
2959,5203,2820
2854,5265,2867
2864,5408,2947
3091,5487,3033
3436,5490,3137
3650,5462,3239
3723,5449,3358
3824,5445,3476
4104,5490,3612
4402,5556,3748
4486,5571,3897
4309,5486,4036
4104,5408,4182
4005,5416,4321
3914,5490,4467
3672,5499,4596
3341,5449,4721
3041,5406,4829
2864,5449,4943
2869,5498,5041
3150,5490,5133
3545,5420,5205
3723,5408,5291
3547,5453,5373
3341,5490,5449
3379,5437,5496
3532,5367,5545
3452,5295,5591
3150,5203,5640
2917,5063,5657
2959,4998,5671
3150,5032,5683
3341,5080,5703
3518,5026,5695
3818,4957,5671
4248,4929,5623
4677,4916,5576
4892,4848,5520
4868,4834,5481
4732,4932,5436
4677,5080,5386
4719,5138,5305
4773,5162,5228
4720,5234,5155
4582,5367,5101
4414,5453,5035
4295,5490,4974
4219,5500,4907
4200,5531,4847
4243,5570,4768
4391,5653,4689
4614,5740,4601
4868,5776,4531
5079,5709,4460
5250,5612,4404
5390,5525,4340
5536,5449,4277
5655,5326,4196
5727,5203,4119
5710,5127,4043
5632,5121,3992
5497,5088,3942
5345,4998,3897
5183,4876,3832
5059,4834,3770
4949,4852,3711
4868,4875,3675
4796,4844,3635
4773,4834,3580
4745,4873,3481
4677,4916,3358
4555,4878,3212
4486,4793,3073
4481,4730,2944
4486,4711,2851
4404,4673,2781
4295,4629,2725
4226,4642,2657
4200,4793,2598
4114,5044,2544
4009,5326,2503
4098,5556,2453
4677,5776,2408
5768,6025,2367
7063,6227,2345
8053,6020,2315
8400,5080,2281
8079,3468,2240
7445,1762,2218
6948,509,2202
6873,-123,2186
7069,-347,2151
7159,-328,2123
6826,-124,2101
6109,287,2091
5214,878,2071
4295,1639,2059
3318,2438,2053
2386,3113,2059
1854,3554,2047
2004,3851,2028
2463,4072,2010
2577,4220,2028
2286,4251,2058
2291,4261,2091
2923,4296,2110
3627,4342,2154
3755,4335,2222
3532,4342,2313
3451,4386,2398
3532,4424,2503
3490,4389,2622
3436,4342,2756
3559,4358,2876
3723,4424,3010
3690,4448,3159
3627,4424,3327
3688,4415,3474
3723,4465,3612
3589,4486,3736
3532,4424,3865
3650,4342,3985
3627,4383,4119
3260,4492,4258
2959,4506,4404
3095,4383,4531
3436,4342,4657
3487,4476,4772
3245,4629,4879
2994,4606,4959
2864,4506,5038
2766,4476,5114
2768,4506,5196
2926,4468,5252
3150,4424,5291
3293,4483,5307
3436,4629,5323
3664,4691,5323
3914,4629,5323
4053,4517,5307
4200,4465,5291
4553,4454,5259
5154,4465,5228
5725,4474,5182
6013,4506,5133
6001,4524,5066
5918,4506,5006
5849,4447,4940
5727,4424,4879
5507,4444,4799
5345,4465,4721
5268,4414,4635
5154,4342,4562
4981,4307,4480
4963,4342,4404
5083,4399,4319
5059,4465,4246
4861,4504,4163
4963,4506,4087
5564,4458,4003
6204,4424,3929
6385,4408,3847
6300,4383,3770
6322,4291,3684
6395,4179,3612
6226,4093,3542
5918,4056,3485
5695,4000,3417
5536,3933,3358
5283,3888,3302
5059,3933,3263
4958,4022,3218
4868,4097,3168
4641,4073,3101
4486,3974,3042
4546,3876,2985
4677,3851,2947
4653,3838,2900
4582,3769,2851
4557,3701,2795
4486,3769,2756
4263,3897,2723
4104,3892,2693
4143,3770,2644
4200,3851,2598
4011,4239,2558
3723,4670,2535
3696,4889,2504
4200,5080,2471
5248,5439,2432
6682,5735,2408
8006,5428,2388
8591,4342,2376
8166,2788,2357
7254,1270,2345
6673,96,2326
6777,-615,2313
7117,-931,2292
7063,-942,2281
6422,-709,2265
5536,-205,2249
4700,497,2225
3914,1270,2218
3080,2002,2216
2386,2704,2218
2082,3316,2199
2195,3728,2186
2484,3870,2187
2768,3892,2218
2961,3964,2247
3054,4138,2281
3046,4260,2315
3054,4261,2376
3149,4197,2447
3341,4220,2535
3536,4304,2620
3723,4342,2725
3857,4291,2831
3914,4261,2947
3869,4293,3050
3818,4302,3168
3809,4226,3299
3818,4179,3453
3724,4220,3598
3532,4261,3739
3355,4187,3870
3341,4097,4024
3448,4087,4182
3532,4138,4341
3473,4160,4470
3341,4220,4594
3221,4337,4714
3150,4424,4847
3060,4375,4965
2959,4302,5069
2880,4322,5147
2864,4424,5228
2836,4471,5305
2768,4465,5386
2702,4463,5442
2768,4506,5481
2970,4537,5496
3245,4547,5513
3538,4508,5515
3914,4424,5513
4353,4307,5493
4773,4261,5481
5081,4312,5465
5345,4424,5449
5585,4489,5406
5727,4506,5354
5647,4498,5288
5441,4506,5228
5302,4501,5149
5345,4506,5069
5413,4540,4981
5345,4629,4911
5165,4703,4834
5059,4711,4752
5010,4650,4650
4868,4629,4562
4650,4688,4479
4677,4793,4404
5062,4841,4307
5536,4834,4214
5791,4802,4123
5918,4793,4055
6076,4776,3986
6204,4752,3929
6142,4706,3864
6013,4670,3802
5960,4640,3720
5918,4629,3644
5714,4575,3570
5441,4465,3517
5250,4322,3455
5154,4261,3390
5015,4288,3307
4868,4342,3232
4754,4310,3160
4677,4220,3105
4572,4154,3042
4486,4179,2978
4379,4235,2905
4200,4261,2851
3999,4238,2803
4009,4220,2756
4227,4200,2691
4391,4179,2630
4267,4196,2574
4009,4383,2535
3839,4752,2486
3818,5203,2440
3949,5589,2396
4486,5940,2376
5636,6286,2361
7159,6514,2345
8328,6268,2312
8591,5326,2281
8001,3819,2247
7159,2253,2218
6561,1055,2181
6300,369,2154
6140,49,2134
5918,0,2123
5564,211,2094
5059,737,2059
4356,1501,2019
3532,2376,1996
2719,3196,1977
2100,3892,1964
1802,4415,1944
1909,4793,1933
2284,5026,1924
2673,5162,1933
2902,5211,1943
3054,5244,1964
3210,5296,1987
3341,5408,2028
3357,5481,2071
3341,5449,2123
3338,5320,2174
3341,5244,2249
3308,5261,2337
3341,5285,2440
3448,5227,2539
3532,5162,2661
3515,5165,2798
3532,5203,2947
3640,5167,3073
3723,5080,3200
3649,5010,3332
3532,4998,3485
3475,4980,3631
3436,4957,3770
3328,4927,3895
3245,4916,4024
3218,4892,4139
3150,4875,4246
2972,4850,4335
2864,4834,4436
2909,4815,4534
2959,4834,4626
2832,4862,4682
2673,4875,4721
2682,4834,4749
2864,4793,4784
3047,4765,4805
3245,4752,4816
3556,4696,4812
4009,4629,4816
4469,4591,4807
4868,4629,4784
5181,4659,4735
5441,4629,4689
5622,4553,4641
5727,4547,4594
5720,4601,4519
5632,4629,4436
5502,4571,4348
5441,4547,4277
5470,4627,4199
5536,4752,4119
5473,4774,4022
5250,4711,3929
5034,4651,3829
5059,4670,3739
5224,4721,3649
5250,4793,3580
5107,4869,3515
5154,4957,3453
5524,5001,3374
5918,4998,3295
6050,4941,3211
6109,4875,3137
6276,4815,3055
6395,4793,2978
6240,4764,2895
6013,4711,2820
5943,4639,2737
5918,4629,2661
5679,4647,2580
5345,4629,2503
5131,4543,2419
5059,4506,2345
4960,4523,2275
4868,4506,2218
4798,4402,2155
4677,4342,2091
4472,4385,2022
4391,4424,1964
4470,4364,1912
4486,4302,1869
4282,4302,1821
4104,4302,1774
4132,4269,1724
4200,4383,1679
4071,4712,1631
3914,5080,1584
4035,5291,1533
4582,5490,1489
5517,5858,1442
6777,6268,1394
7977,6242,1341
8495,5490,1299
8004,4121,1264
6968,2581,1236
6110,1248,1202
5727,328,1172
5533,-184,1141
5250,-328,1109
4859,-206,1070
4486,123,1046
4083,618,1030
3532,1311,1014
2821,2125,980
2195,2909,950
1899,3494,939
2004,3892,950
2353,4156,954
2768,4342,950
3085,4440,943
3245,4506,950
3281,4543,963
3341,4547,982
3446,4505,1003
3532,4506,1046
3524,4554,1101
3532,4588,1172
3589,4556,1243
3627,4547,1331
3567,4617,1432
3532,4711,1552
3608,4734,1674
3723,4711,1806
3690,4678,1942
3532,4629,2091
3404,4555,2242
3436,4547,2408
3553,4612,2571
3627,4670,2725
3567,4641,2852
3436,4629,2978
3332,4698,3103
3341,4793,3232
3378,4793,3343
3341,4752,3453
3190,4747,3562
3054,4793,3675
3011,4794,3773
3054,4752,3865
3093,4686,3947
3150,4629,4024
3278,4554,4076
3532,4506,4119
3851,4500,4150
4200,4547,4182
4559,4591,4201
4963,4629,4214
5344,4636,4204
5632,4629,4182
5793,4608,4146
5918,4629,4119
6008,4674,4090
6013,4711,4055
5883,4680,3993
5727,4629,3929
5616,4610,3870
5536,4670,3834
5424,4746,3790
5345,4793,3739
5333,4776,3671
5345,4752,3612
5298,4748,3548
5250,4793,3485
5259,4849,3404
5345,4916,3327
5484,4965,3253
5727,4998,3200
6011,4974,3141
6204,4916,3073
6222,4849,2988
6204,4834,2915
6221,4843,2848
6204,4834,2788
6039,4745,2718
5823,4629,2661
5652,4545,2611
5536,4547,2566
5383,4562,2502
5250,4547,2440
5151,4497,2383
5059,4506,2345
4872,4563,2307
4677,4588,2281
4596,4526,2252
4677,4465,2218
4743,4471,2166
4677,4506,2123
4530,4483,2089
4486,4424,2059
4501,4384,2011
4391,4424,1964
4082,4584,1926
3818,4916,1901
3827,5316,1867
4200,5653,1838
4965,5919,1817
6204,6268,1806
7638,6575,1779
8591,6391,1743
8488,5329,1702
7541,3646,1679
6466,2011,1663
5823,942,1648
5580,378,1617
5441,41,1584
5141,-166,1556
4677,-41,1552
4192,495,1554
3818,1270,1552
3421,2005,1533
2864,2663,1521
2312,3308,1515
2195,3933,1521
2551,4353,1518
2959,4506,1521
3087,4501,1529
3150,4547,1552
3400,4667,1576
3723,4793,1616
3836,4841,1668
3818,4875,1743
3844,4918,1818
3914,4957,1901
3878,4939,1985
3818,4916,2091
3847,4928,2208
3914,4957,2345
3851,4944,2481
3723,4916,2630
3695,4904,2773
3818,4916,2915
3923,4933,3039
3914,4998,3168
3838,5072,3300
3818,5080,3453
3813,4984,3608
3723,4916,3770
3512,4936,3917
3341,4998,4055
3298,5000,4178
3341,4998,4309
3345,5034,4437
3341,5080,4562
3348,5037,4661
3341,4957,4752
3269,4918,4831
3245,4957,4911
3341,4967,4975
3532,4916,5038
3735,4839,5087
4009,4834,5133
4372,4867,5153
4773,4875,5164
5144,4820,5161
5536,4793,5164
5848,4811,5152
5918,4834,5133
5769,4790,5095
5727,4752,5069
5870,4768,5039
5918,4834,5006
5655,4876,4941
5345,4916,4879
5243,4950,4821
5250,4957,4784
5151,4891,4727
5059,4834,4657
5074,4832,4575
5059,4875,4531
4899,4880,4532
4868,4875,4594
5177,4882,4664
5632,4916,4721
5872,4934,4728
5918,4957,4721
5950,4957,4701
6013,4916,4689
6011,4820,4657
6013,4752,4626
6051,4714,4587
6013,4670,4562
5764,4581,4529
5441,4547,4499
5198,4585,4451
5059,4629,4404
4902,4575,4348
4773,4506,4309
4702,4502,4272
4677,4547,4246
4619,4535,4209
4582,4465,4182
4580,4387,4150
4582,4342,4119
4497,4326,4068
4391,4342,4024
4351,4338,3983
4391,4302,3960
4312,4336,3927
4009,4629,3897
3671,5123,3859
3723,5571,3834
4324,5815,3800
5345,6022,3770
6602,6274,3732
7922,6309,3707
8709,5676,3684
8304,4342,3675
6889,2741,3658
5632,1434,3644
5292,597,3621
5441,123,3612
5288,-127,3596
4868,-82,3580
4592,300,3544
4391,942,3517
3827,1645,3492
2959,2335,3485
2255,2983,3467
2004,3564,3453
2088,3985,3431
2386,4261,3422
2819,4439,3412
3245,4588,3422
3454,4675,3431
3436,4711,3453
3334,4712,3473
3341,4752,3517
3488,4824,3571
3723,4916,3644
3856,4974,3703
3818,4998,3770
3707,4974,3836
3723,4916,3929
3822,4848,4028
3818,4834,4150
3645,4882,4271
3532,4957,4404
3606,4990,4526
3723,4998,4657
3668,4994,4779
3532,4998,4911
3506,4978,5032
3627,4957,5164
3724,4930,5288
3723,4916,5418
3615,4897,5528
3436,4916,5640
3210,4966,5734
3054,5039,5830
3010,5075,5908
3054,5080,5988
3146,5041,6051
3341,4998,6115
3577,4967,6160
3723,4998,6210
3729,5042,6244
3818,5039,6273
4158,4938,6273
4677,4834,6273
5102,4805,6266
5345,4875,6273
5506,4930,6262
5727,4916,6242
5938,4834,6192
6013,4793,6146
5900,4825,6092
5727,4916,6051
5567,4967,6000
5441,4957,5956
5342,4897,5894
5345,4875,5830
5392,4909,5744
5345,4998,5671
5166,5061,5599
5059,5080,5545
5120,5060,5477
5250,5080,5418
5342,5135,5348
5536,5203,5291
5885,5218,5222
6204,5203,5164
6272,5174,5105
6204,5162,5069
6181,5128,5023
6204,5080,4974
6106,5024,4903
5918,4998,4847
5771,4939,4795
5727,4834,4752
5640,4728,4687
5441,4752,4626
5167,4862,4566
4963,4916,4531
4815,4798,4484
4677,4629,4436
4532,4565,4376
4486,4629,4341
4508,4674,4307
4486,4629,4277
4361,4556,4225
4295,4547,4182
4347,4548,4143
4391,4506,4119
4251,4497,4083
4009,4711,4055
3802,5125,4021
3723,5531,3992
3860,5752,3951
4486,5940,3929
5702,6257,3911
7159,6555,3897
8142,6303,3860
8209,5203,3834
7464,3541,3814
6491,2007,3802
5843,965,3766
5727,328,3739
5850,-87,3717
5823,-164,3707
5506,167,3673
5059,737,3644
4502,1292,3619
3723,1884,3612
2803,2619,3591
2195,3400,3580
2161,3958,3572
2482,4261,3580
2764,4444,3576
2959,4629,3580
3157,4750,3585
3341,4793,3612
3426,4792,3635
3532,4834,3675
3703,4884,3715
3818,4916,3770
3736,4906,3821
3627,4916,3897
3647,4956,3981
3723,4998,4087
3661,4988,4188
3532,4957,4309
3505,4952,4430
3627,4998,4562
3724,5045,4680
3723,5080,4816
3689,5087,4953
3723,5080,5101
3740,5027,5225
3627,4957,5354
3394,4898,5477
3245,4916,5608
3258,4989,5718
3341,5080,5830
3352,5117,5927
3341,5121,6020
3326,5107,6082
3245,5121,6146
3058,5138,6205
2959,5162,6273
3075,5152,6319
3341,5121,6368
3609,5067,6411
3914,5039,6463
4239,5015,6487
4486,4998,6495
4624,4984,6476
4868,5039,6463
5269,5123,6443
5632,5162,6432
5788,5077,6392
5918,4957,6337
6121,4887,6259
6204,4916,6210
5941,4974,6173
5536,5039,6146
5318,5073,6085
5345,5080,6020
5357,5034,5947
5250,4998,5893
5133,5005,5825
5154,5080,5766
5253,5155,5698
5345,5203,5640
5431,5200,5568
5632,5203,5513
5934,5226,5459
6204,5285,5418
6279,5312,5354
6204,5285,5291
6087,5207,5219
6013,5162,5164
5954,5144,5099
5918,5121,5038
5857,5026,4965
5727,4916,4911
5511,4837,4856
5345,4834,4816
5273,4850,4763
5250,4875,4721
5165,4867,4669
5059,4834,4626
4903,4780,4570
4677,4752,4531
4461,4738,4492
4486,4711,4467
4664,4658,4430
4677,4629,4404
4428,4625,4371
4295,4629,4341
4427,4648,4289
4486,4793,4246
4176,5088,4204
3818,5449,4182
3834,5722,4150
4295,5940,4119
5124,6197,4079
6395,6473,4055
7787,6430,4024
8495,5735,3992
8055,4362,3949
7063,2745,3929
6382,1370,3912
6204,492,3897
6141,38,3858
6013,-82,3834
5840,73,3815
5536,492,3802
4923,1066,3764
4104,1721,3739
3307,2401,3729
2673,3113,3739
2253,3765,3724
2195,4261,3707
2506,4529,3692
2959,4670,3707
3247,4781,3719
3341,4916,3739
3373,4983,3747
3436,4957,3770
3435,4876,3798
3341,4875,3865
3221,4965,3960
3245,5080,4087
3417,5116,4201
3627,5080,4309
3730,5022,4396
3723,4998,4499
3610,5003,4602
3436,5039,4721
3287,5081,4835
3341,5121,4974
3584,5136,5114
3818,5162,5259
3869,5188,5373
3818,5203,5481
3744,5154,5573
3627,5080,5671
3466,5009,5758
3436,4998,5861
3531,5035,5967
3532,5121,6083
3317,5186,6169
3150,5203,6242
3188,5167,6296
3245,5162,6368
3102,5186,6433
2959,5203,6495
3056,5148,6528
3341,5080,6558
3610,5038,6573
3914,5039,6590
4301,5019,6587
4677,4998,6590
4971,4994,6577
5345,5039,6558
5736,5060,6509
5823,5039,6463
5527,4988,6411
5345,4998,6368
5582,5046,6312
5918,5080,6273
5893,5051,6228
5632,5039,6178
5445,5057,6093
5345,5080,6020
5172,5062,5951
5059,5080,5893
5131,5141,5808
5250,5203,5735
5253,5219,5666
5345,5285,5608
5668,5408,5523
6013,5490,5449
6115,5403,5382
6109,5244,5323
6164,5136,5227
6204,5121,5133
6101,5091,5051
6013,5039,5006
5981,4995,4955
5823,4998,4911
5494,4963,4857
5345,4875,4816
5454,4791,4763
5441,4834,4721
5036,4934,4669
4677,4957,4626
4761,4836,4570
5059,4711,4531
5050,4683,4492
4773,4711,4467
4577,4683,4422
4582,4629,4372
4544,4646,4313
4391,4752,4277
4216,4822,4243
4104,4834,4214
3977,4912,4163
3818,5203,4119
3692,5578,4078
3818,5858,4055
4452,6057,4022
5727,6391,3992
7283,6720,3954
8400,6514,3929
8497,5362,3895
7732,3605,3865
6815,1985,3826
6395,983,3802
6442,456,3779
6491,123,3770
6209,-82,3751
5727,41,3739
5227,560,3718
4677,1352,3707
3941,2179,3686
3150,2950,3675
2553,3612,3654
2291,4138,3644
2289,4456,3630
2482,4629,3644
2803,4733,3665
3150,4834,3707
3340,4887,3743
3341,4916,3802
3277,4937,3861
3341,4998,3929
3474,5050,3981
3532,5080,4055
3461,5064,4149
3436,5039,4277
3499,5024,4400
3532,5039,4531
3476,5060,4652
3532,5080,4784
3726,5079,4896
3818,5080,5006
3662,5087,5113
3532,5121,5259
3615,5134,5417
3723,5121,5576
3610,5101,5701
3436,5162,5830
3378,5255,5954
3341,5285,6083
3198,5184,6180
3150,5080,6273
3279,5073,6353
3341,5162,6432
3139,5215,6479
2959,5203,6527
3050,5148,6569
3245,5121,6622
3236,5107,6644
3150,5121,6653
3270,5140,6646
3627,5162,6653
4005,5123,6643
4391,5039,6622
4885,4963,6571
5441,4998,6527
5757,5099,6475
5727,5162,6432
5571,5085,6366
5632,4957,6305
5855,4880,6236
5918,4916,6178
5652,5006,6099
5345,5121,6020
5264,5195,5929
5345,5203,5861
5340,5130,5793
5250,5080,5735
5184,5092,5654
5154,5162,5576
5083,5220,5487
5059,5285,5418
5158,5340,5347
5345,5367,5291
5542,5325,5222
5823,5285,5164
6164,5272,5105
6395,5285,5069
6361,5254,5024
6204,5203,4974
6087,5140,4902
6013,5080,4847
5878,4976,4796
5727,4875,4752
5566,4813,4685
5345,4834,4626
5043,4865,4569
4868,4875,4531
4866,4847,4479
4868,4834,4436
4693,4848,4384
4486,4875,4341
4363,4845,4284
4295,4752,4246
4254,4654,4210
4391,4629,4182
4586,4633,4132
4486,4629,4087
4004,4683,4046
3627,4957,4024
3713,5390,3991
4104,5776,3960
4561,5997,3922
5345,6227,3897
6675,6505,3862
8113,6514,3834
8809,5765,3806
8495,4261,3802
7677,2544,3790
7063,1270,3770
6868,572,3729
6873,205,3707
6745,-35,3691
6395,0,3675
5879,433,3634
5250,1147,3612
4421,1868,3605
3436,2540,3612
2570,3204,3591
2195,3851,3580
2333,4334,3583
2673,4629,3612
2880,4772,3623
2959,4834,3644
3061,4825,3675
3245,4834,3739
3359,4882,3798
3341,4957,3865
3276,4985,3931
3341,4998,4024
3475,5002,4113
3532,4998,4214
3460,4978,4310
3436,4998,4436
3522,5049,4570
3627,5080,4721
3660,5062,4858
3723,5080,5006
3819,5153,5147
3818,5203,5291
3677,5125,5414
3627,4998,5545
3751,4936,5671
3818,4998,5798
3610,5089,5894
3341,5162,5988
3268,5189,6077
3341,5203,6178
3298,5185,6260
3150,5162,6337
3030,5128,6397
2959,5121,6463
2800,5126,6507
2577,5162,6527
2420,5188,6486
2482,5203,6400
2822,5181,6268
3436,5162,6146
4082,5136,6046
4486,5121,5988
4635,5102,5928
4868,5121,5861
5336,5148,5773
5823,5162,5703
6026,5133,5636
6013,5121,5576
5960,5120,5493
5918,5121,5418
5814,5098,5337
5727,5121,5259
5703,5173,5158
5632,5203,5069
5321,5164,4984
4868,5162,4911
4581,5223,4814
4677,5285,4721
4991,5249,4631
5250,5203,4562
5372,5228,4482
5536,5326,4404
5790,5376,4318
6013,5367,4246
6105,5321,4164
6204,5285,4087
6351,5237,4002
6395,5203,3929
6187,5153,3847
5918,5080,3770
5786,4972,3684
5727,4916,3612
5473,4922,3541
5059,4957,3485
4753,4940,3420
4773,4916,3358
4929,4909,3290
4963,4916,3232
4804,4883,3167
4677,4834,3105
4697,4797,3035
4773,4793,2978
4687,4805,2925
4486,4834,2883
4350,4821,2832
4391,4752,2788
4432,4710,2748
4295,4875,2725
3998,5233,2696
3818,5612,2661
4005,5877,2610
4677,6145,2566
5739,6460,2528
6968,6596,2503
7950,6140,2471
8304,4998,2440
7935,3456,2402
7254,2007,2376
6818,940,2344
6873,328,2313
7110,74,2273
7063,123,2249
6483,406,2230
5536,901,2218
4515,1540,2196
3627,2294,2186
2873,3070,2181
2291,3769,2186
2020,4260,2180
2195,4547,2186
2645,4699,2204
3054,4834,2249
3248,4952,2293
3341,5039,2345
3396,5060,2395
3341,5080,2471
3114,5100,2556
2959,5121,2661
3114,5099,2773
3532,5080,2915
3829,5086,3067
3818,5121,3232
3680,5143,3384
3723,5162,3548
3841,5180,3717
3723,5203,3897
3348,5203,4057
3150,5203,4214
3340,5188,4364
3627,5162,4531
3650,5118,4691
3532,5121,4847
3513,5161,4978
3532,5203,5101
3351,5182,5200
3054,5162,5291
2847,5189,5365
2768,5285,5449
2695,5356,5530
2673,5367,5608
2749,5306,5658
2864,5244,5703
2931,5200,5735
3054,5203,5766
3260,5206,5779
3436,5203,5798
3516,5171,5804
3723,5162,5798
4217,5170,5753
4868,5203,5703
5362,5210,5650
5632,5203,5608
5782,5162,5546
5918,5121,5481
5972,5078,5402
5918,5080,5323
5775,5111,5223
5632,5162,5133
5511,5173,5045
5441,5162,4974
5391,5140,4891
5345,5162,4816
5238,5213,4734
5059,5285,4657
4830,5308,4560
4677,5285,4467
4703,5245,4376
4963,5285,4309
5353,5378,4233
5727,5449,4150
5946,5399,4048
6013,5285,3960
5996,5170,3876
6013,5121,3802
6046,5117,3716
6013,5162,3644
5816,5178,3576
5536,5121,3517
5307,4979,3437
5250,4875,3358
5303,4837,3284
5345,4834,3232
5189,4797,3171
4868,4793,3105
4616,4851,3030
4677,4916,2978
4828,4884,2932
4677,4793,2883
4223,4736,2813
4009,4752,2756
4263,4754,2708
4582,4711,2661
4477,4679,2592
4104,4793,2535
3853,5060,2496
3818,5408,2471
3895,5721,2425
4295,6022,2376
5281,6327,2335
6682,6555,2313
7848,6388,2282
8304,5571,2249
8037,4130,2213
7445,2499,2186
6943,1155,2151
6777,369,2123
6846,53,2099
6873,41,2091
6598,206,2076
6013,574,2059
5231,1141,2035
4391,1884,2028
3541,2683,2024
2768,3441,2028
2205,4034,2021
2004,4424,2028
2122,4624,2047
2386,4752,2091
2653,4857,2134
2959,4957,2186
3293,5004,2239
3532,5039,2313
3516,5059,2396
3341,5080,2503
3196,5097,2619
3245,5162,2756
3453,5226,2893
3723,5203,3042
3872,5078,3191
3818,4998,3358
3626,5026,3519
3532,5080,3675
3586,5058,3812
3627,5039,3960
3477,5088,4104
3245,5162,4246
3116,5152,4365
3150,5121,4499
3246,5138,4640
3341,5203,4784
3327,5218,4897
3150,5203,5006
2905,5188,5113
2864,5203,5228
3031,5209,5314
3150,5244,5386
3055,5304,5445
2959,5367,5513
3000,5350,5564
3054,5285,5608
3026,5215,5627
3150,5203,5640
3525,5203,5627
3914,5203,5608
4111,5199,5574
4391,5244,5545
5002,5279,5500
5727,5244,5449
6082,5110,5381
6013,4998,5323
5842,4964,5259
5823,4998,5196
5835,5014,5113
5727,5039,5038
5509,5089,4957
5345,5162,4879
5230,5179,4781
5059,5162,4689
4810,5153,4601
4677,5203,4531
4735,5242,4440
4868,5244,4341
4967,5226,4232
5154,5285,4150
5459,5388,4072
5727,5449,3992
5855,5384,3890
6013,5285,3802
6211,5232,3720
6204,5244,3644
5885,5224,3544
5632,5162,3453
5716,5071,3378
