II,MCL,PLETH,RESP
4200,6971,3758,3717
4183,6866,3920,3696
4194,6817,4073,3674
4236,6866,4219,3658
4256,6917,4335,3626
4289,6919,4451,3601
4345,6850,4561,3575
4447,6813,4684,3563
4549,6807,4796,3542
4659,6813,4916,3525
4727,6759,5029,3501
4765,6707,5149,3487
4747,6674,5250,3465
4765,6655,5348,3449
4836,6560,5428,3427
4977,6391,5514,3411
5113,6170,5592,3388
5242,5968,5680,3373
5348,5800,5750,3352
5453,5704,5813,3335
5511,5654,5855,3311
5506,5651,5913,3298
5424,5652,5974,3283
5347,5704,6046,3279
5358,5852,6094,3261
5612,6179,6145,3241
6247,6641,6189,3214
7412,7183,6245,3203
9054,7697,6280,3192
10907,8081,6311,3184
12449,8042,6323,3161
13183,7341,6344,3146
12794,5993,6356,3132
11436,4436,6378,3127
9633,3098,6380,3109
8048,2218,6378,3089
6966,1841,6354,3064
6300,2060,6344,3051
5811,2806,6329,3032
5506,3803,6311,3013
5470,4653,6260,2987
5718,5229,6212,2975
6044,5591,6158,2965
6300,5862,6112,2956
6417,6018,6043,2934
6459,6074,5979,2919
6440,6076,5909,2905
6406,6126,5846,2900
6357,6181,5761,2881
6353,6179,5680,2862
6366,6072,5592,2838
6406,5968,5514,2824
6419,5904,5413,2803
6459,5862,5315,2786
6498,5747,5217,2763
6565,5598,5149,2748
6609,5480,5070,2727
6671,5440,4983,2710
6740,5433,4871,2687
6830,5440,4783,2672
6872,5425,4708,2652
6883,5387,4650,2634
6878,5304,4577,2610
6936,5229,4518,2596
7016,5164,4461,2579
7095,5123,4418,2558
7132,5062,4360,2525
7200,5017,4318,2502
7286,4996,4281,2483
7359,5017,4252,2464
7345,5023,4198,2425
7306,5017,4152,2388
7280,4995,4112,2355
7306,5017,4086,2331
7326,5080,4035,2294
7359,5176,3986,2255
7383,5227,3941,2214
7412,5229,3920,2179
7406,5201,3888,2139
7412,5229,3853,2104
7440,5289,3811,2066
7518,5334,3787,2028
7579,5294,3756,1979
7624,5229,3720,1933
7639,5177,3664,1891
7677,5176,3621,1857
7693,5185,3583,1818
7677,5229,3554,1781
7610,5295,3505,1743
7571,5387,3455,1706
7548,5449,3399,1659
7518,5493,3355,1611
7430,5500,3301,1561
7359,5493,3255,1516
7323,5457,3213,1462
7306,5440,3189,1402
7218,5431,3157,1340
7095,5440,3122,1289
6967,5443,3079,1242
6883,5493,3056,1194
6795,5570,3037,1136
6724,5651,3023,1080
6659,5676,2998,1030
6618,5704,2990,985
6534,5773,2988,937
6406,5915,2990,891
6233,6046,2970,845
6089,6126,2956,796
5968,6128,2951,738
5877,6126,2956,682
5767,6166,2941,634
5665,6285,2923,587
5556,6385,2910,531
5453,6391,2923,474
5318,6263,2939,422
5189,6126,2956,379
5079,6067,2957,333
5030,6126,2956,284
4984,6209,2950,229
4924,6285,2956,171
4828,6330,2958,115
4765,6391,2956,76
4745,6429,2937,54
4765,6443,2923,38
4739,6421,2907,17
4659,6443,2890,0
4535,6520,2855,-5
4447,6655,2823,0
4400,6770,2799,2
4394,6866,2790,0
4385,6907,2774,-2
4394,6919,2757,0
4411,6896,2735,1
4447,6919,2724,0
4455,6996,2707,-1
4447,7130,2691,0
4442,7230,2668,0
4500,7288,2657,0
4586,7289,2652,0
4659,7288,2657,0
4669,7275,2647,0
4659,7288,2624,0
4636,7315,2585,0
4606,7394,2558,0
4541,7477,2537,0
4500,7552,2525,0
4520,7563,2503,0
4606,7552,2491,0
4668,7532,2485,0
4659,7552,2491,0
4577,7576,2490,0
4500,7605,2491,0
4454,7590,2487,0
4447,7552,2491,0
4442,7468,2489,0
4447,7394,2491,0
4447,7347,2488,0
4447,7394,2491,0
4425,7488,2488,0
4394,7605,2491,0
4318,7684,2489,0
4183,7764,2491,0
3984,7807,2486,0
3812,7817,2491,0
3703,7770,2500,0
3653,7764,2525,0
3596,7790,2541,0
3547,7817,2558,0
3522,7750,2565,0
3547,7658,2591,0
3591,7594,2629,0
3653,7605,2691,0
3694,7609,2752,0
3706,7605,2823,0
3675,7585,2895,0
3653,7605,2990,0
3646,7629,3086,0
3653,7658,3189,0
3642,7638,3281,0
3653,7605,3388,0
3693,7570,3499,0
3759,7605,3621,0
3780,7674,3731,0
3759,7764,3853,0
3728,7818,3979,0
3759,7869,4119,0
3833,7870,4248,0
3918,7817,4385,0
3968,7691,4514,0
4024,7605,4650,0
4077,7565,4776,0
4130,7552,4916,0
4128,7475,5052,0
4130,7394,5182,0
4139,7338,5280,0
4183,7341,5381,0
4209,7337,5479,0
4236,7341,5580,0
4252,7354,5650,0
4289,7394,5713,0
4343,7392,5773,-1
4447,7341,5846,0
4554,7240,5891,1
4606,7183,5913,0
4553,7196,5905,-2
4500,7341,5913,0
4598,7619,5923,3
5030,8081,5946,0
5880,8648,5947,-7
7200,9243,5946,0
8862,9721,5936,19
10536,9982,5946,38
11639,9760,5946,49
11701,8873,5946,76
10655,7393,5924,133
9001,5810,5913,208
7374,4534,5894,277
6195,3750,5879,341
5462,3440,5843,407
5030,3697,5813,474
4745,4443,5776,530
4606,5387,5747,587
4637,6129,5695,651
4871,6602,5647,720
5188,6898,5592,779
5453,7130,5547,834
5584,7248,5482,889
5665,7288,5414,948
5719,7278,5337,1002
5718,7288,5282,1061
5610,7310,5226,1126
5506,7394,5182,1194
5469,7473,5116,1253
5506,7500,5049,1308
5508,7428,4971,1361
5506,7394,4916,1421
5497,7443,4862,1478
5506,7552,4816,1535
5490,7605,4758,1589
5506,7605,4717,1649
5553,7561,4679,1706
5612,7500,4650,1762
5629,7401,4600,1809
5665,7341,4551,1857
5736,7339,4495,1903
5824,7394,4451,1952
5856,7409,4396,1991
5877,7394,4351,2028
5899,7353,4301,2061
5930,7341,4252,2104
5909,7329,4181,2143
5877,7341,4119,2179
5839,7351,4060,2205
5824,7394,4019,2236
5814,7453,3967,2271
5877,7552,3920,2312
5997,7614,3865,2341
6142,7605,3820,2369
6230,7498,3766,2393
6300,7394,3720,2426
6355,7321,3667,2453
6406,7288,3621,2483
6420,7229,3564,2507
6459,7183,3521,2539
6526,7159,3481,2568
6618,7183,3455,2596
6671,7188,3419,2613
6724,7183,3388,2634
6775,7150,3350,2656
6830,7130,3322,2691
6832,7095,3285,2720
6830,7077,3255,2748
6852,7047,3227,2764
6936,7024,3222,2786
7021,6972,3221,2809
7095,6919,3222,2843
7128,6825,3204,2870
7148,6707,3189,2900
7115,6542,3178,2923
7042,6391,3189,2956
6936,6257,3193,2985
6883,6179,3189,3013
6875,6124,3167,3029
6883,6126,3156,3051
6825,6175,3150,3074
6724,6285,3156,3108
6591,6364,3143,3134
6459,6391,3122,3165
6299,6378,3096,3190
6142,6443,3089,3222
5978,6557,3088,3246
5824,6655,3089,3279
5639,6671,3073,3310
5453,6707,3056,3354
5272,6775,3035,3391
5136,6813,3023,3430
5002,6722,3003,3462
4871,6602,2990,3506
4723,6537,2972,3544
4606,6549,2956,3582
4506,6544,2925,3605
4447,6549,2890,3639
4428,6584,2849,3672
4500,6655,2823,3714
4602,6672,2802,3746
4659,6655,2790,3790
4595,6630,2772,3835
4500,6655,2757,3885
4440,6668,2736,3917
4447,6655,2724,3961
4447,6592,2716,4011
4447,6549,2724,4075
4452,6527,2726,4121
4500,6549,2724,4169
4564,6568,2713,4217
4659,6602,2724,4283
4760,6610,2743,4339
4871,6602,2757,4397
4954,6559,2742,4447
5030,6549,2724,4510
5084,6563,2716,4565
5136,6602,2724,4624
5162,6617,2714,4674
5189,6655,2691,4738
5210,6690,2662,4791
5242,6707,2657,4833
5236,6654,2659,4836
5189,6602,2657,4833
5096,6580,2638,4825
5030,6602,2624,4833
5003,6588,2619,4830
5030,6549,2624,4833
5085,6486,2613,4827
5189,6443,2591,4833
5292,6387,2556,4829
5347,6338,2525,4833
5308,6288,2488,4827
5242,6285,2458,4833
5182,6299,2423,4828
5136,6338,2392,4833
5043,6359,2354,4828
4924,6391,2325,4833
4786,6412,2292,4828
4659,6443,2259,4833
4529,6446,2216,4828
4447,6443,2192,4833
4420,6415,2183,4828
4447,6391,2192,4833
4472,6338,2199,4828
4500,6285,2226,4833
4509,6217,2267,4828
4500,6179,2325,4833
4446,6157,2372,4828
4394,6179,2425,4833
4367,6216,2481,4828
4394,6285,2558,4833
4440,6342,2634,4828
4500,6391,2724,4833
4522,6406,2815,4828
4500,6443,2923,4833
4433,6490,3031,4828
4394,6549,3156,4833
4384,6562,3281,4828
4394,6549,3421,4833
4394,6494,3552,4828
4447,6443,3687,4833
4563,6406,3814,4828
4712,6443,3953,4833
4811,6502,4085,4828
4871,6549,4219,4833
4884,6537,4333,4828
4871,6549,4451,4833
4806,6561,4564,4828
4765,6549,4684,4833
4748,6466,4786,4828
4765,6443,4883,4833
4761,6537,4964,4828
4765,6707,5049,4833
4766,6804,5118,4828
4765,6813,5182,4833
4742,6759,5228,4828
4765,6707,5282,4833
4845,6665,5328,4828
4924,6707,5381,4833
4847,6826,5423,4828
4606,7024,5481,4833
4367,7303,5533,4828
4447,7764,5580,4833
5027,8366,5597,4828
6142,9031,5614,4833
7633,9702,5626,4828
9265,10404,5647,4833
10600,10849,5646,4828
11171,10563,5647,4833
10690,9308,5641,4828
9371,7552,5647,4833
7756,5982,5632,4828
6406,5017,5614,4833
5518,4596,5587,4828
5030,4595,5580,4833
4775,4887,5565,4828
4712,5387,5547,4833
4792,5912,5508,4828
4977,6391,5481,4833
5194,6772,5447,4828
5453,7077,5414,4833
5702,7256,5359,4828
5877,7341,5315,4833
5908,7342,5267,4828
5877,7341,5215,4833
5842,7344,5130,4828
5824,7394,5049,4833
5751,7439,4975,4828
5665,7500,4916,4833
5571,7540,4834,4828
5506,7605,4750,4833
5437,7642,4660,4828
5453,7658,4584,4833
5584,7627,4497,4828
5824,7605,4418,4833
6038,7581,4331,4828
6142,7552,4252,4833
6067,7473,4161,4828
5877,7394,4086,4833
5671,7349,4013,4828
5612,7394,3953,4833
5707,7470,3880,4828
5877,7552,3820,4833
5970,7584,3763,4828
5983,7605,3720,4833
5945,7602,3665,4828
5930,7605,3621,4833
5902,7591,3579,4828
5877,7605,3554,4833
5860,7624,3519,4828
5930,7658,3488,4833
6055,7660,3450,4828
6195,7658,3421,4833
6267,7617,3384,4828
6300,7552,3355,4833
6297,7451,3329,4828
6300,7394,3322,4833
6313,7378,3308,4828
6406,7394,3289,4833
6543,7370,3250,4828
6671,7341,3222,4833
6709,7320,3200,4828
6724,7341,3189,4833
6769,7346,3158,4828
6883,7341,3122,4833
6995,7309,3081,4828
7095,7288,3056,4833
7139,7227,3025,4828
7148,7130,2990,4833
7123,6997,2936,4828
7148,6919,2890,4833
7219,6869,2848,4828
7306,6813,2823,4833
7323,6682,2791,4828
7306,6549,2757,4833
7301,6441,2715,4828
7359,6391,2691,4833
7414,6358,2670,4828
7412,6391,2657,4833
7290,6464,2635,4828
7095,6549,2624,4833
6878,6560,2618,4828
6724,6549,2624,4833
6598,6550,2621,4828
6459,6602,2624,4833
6240,6633,2632,4828
5983,6655,2657,4833
5719,6661,2677,4828
5506,6707,2691,4833
5322,6758,2688,4828
5189,6813,2691,4833
5087,6822,2689,4828
5030,6813,2691,4833
4957,6792,2685,4828
4871,6813,2691,4833
4766,6827,2693,4828
4712,6813,2691,4833
4698,6743,2670,4828
4712,6707,2657,4833
4689,6729,2653,4828
4659,6813,2657,4833
4622,6876,2644,4828
4606,6919,2624,4833
4558,6908,2602,4828
4500,6866,2591,4833
4456,6774,2574,4828
4500,6707,2558,4833
4603,6680,2537,4828
4712,6707,2525,4833
4738,6714,2508,4828
4712,6707,2491,4833
4693,6686,2459,4828
4765,6707,2425,4833
4882,6747,2385,4828
4977,6813,2358,4833
4972,6862,2337,4828
4924,6919,2325,4833
4898,6963,2308,4828
4977,7024,2292,4833
5139,7061,2272,4828
5347,7077,2259,4833
5489,7022,2241,4828
5506,6919,2226,4833
5375,6768,2203,4828
5189,6655,2192,4833
5016,6607,2187,4828
4924,6655,2192,4833
4916,6690,2191,4828
5030,6655,2192,4833
5218,6532,2189,4828
5400,6443,2192,4833
5445,6419,2190,4828
5347,6443,2192,4833
5168,6436,2190,4828
5030,6443,2192,4833
4966,6480,2190,4828
4977,6549,2192,4833
4988,6565,2190,4828
4977,6549,2192,4833
4926,6525,2189,4828
4871,6549,2192,4833
4782,6562,2190,4828
4659,6549,2192,4833
4513,6488,2187,4828
