II,V,ABP
2846,2433,2888
2880,2453,2888
2912,2463,2879
2964,2480,2888
3028,2508,2890
3106,2561,2888
3174,2606,2861
3247,2642,2842
3314,2669,2831
3388,2723,2842
3454,2789,2854
3529,2857,2888
3601,2907,2925
3670,2965,2978
3724,3031,3028
3783,3100,3113
3833,3142,3230
3868,3181,3384
3877,3227,3535
3896,3289,3700
3919,3328,3869
3924,3343,4061
3877,3338,4242
3811,3343,4422
3758,3347,4579
3727,3343,4737
3671,3309,4886
3586,3262,5053
3480,3205,5213
3388,3154,5369
3302,3091,5500
3219,3019,5640
3120,2935,5774
3021,2857,5911
2918,2777,6021
2823,2696,6136
2721,2599,6247
2626,2507,6362
2532,2419,6439
2456,2345,6497
2382,2265,6534
2315,2183,6587
2248,2103,6632
2174,2022,6678
2090,1941,6700
2061,1914,6723
2051,1905,6725
1976,1833,6723
1874,1729,6696
1920,1752,6678
2010,1815,6652
1892,1698,6632
1704,1527,6587
1863,1671,6542
2122,1904,6490
1863,1671,6452
1436,1289,6391
1863,1671,6317
2650,2362,6217
1920,1671,6136
-445,-496,6060
-1779,-1725,6001
-338,-431,5915
2061,1752,5820
2747,2408,5714
1892,1671,5640
1422,1274,5570
1835,1671,5504
2084,1918,5411
1807,1671,5324
1630,1496,5230
1807,1644,5144
1923,1753,5041
1835,1671,4963
1795,1611,4892
1892,1671,4828
1946,1715,4733
1920,1698,4647
1909,1683,4571
1948,1698,4512
1972,1711,4423
1976,1725,4331
1982,1741,4245
2005,1752,4196
2044,1768,4148
2061,1779,4106
2046,1774,4052
2089,1806,4016
2154,1840,3983
2089,1779,3970
1966,1691,3948
2061,1779,3925
2225,1908,3891
2033,1752,3880
1725,1515,3876
1976,1725,3880
2388,2049,3859
1920,1671,3835
1159,1085,3804
1863,1671,3790
3411,2869,3780
2823,2264,3790
-219,-350,3793
-1779,-1725,3790
580,165,3762
3783,2857,3745
3860,3097,3736
1638,1456,3745
539,636,3742
1186,1159,3745
1576,1467,3743
1016,1024,3745
627,719,3723
847,890,3700
920,943,3684
536,647,3700
156,371,3708
0,270,3700
-177,137,3666
-452,-81,3655
-662,-250,3655
-762,-350,3655
-853,-472,3626
-960,-620,3609
-1031,-740,3607
-1016,-809,3609
-892,-827,3582
-678,-809,3564
-446,-790,3561
-226,-782,3564
-21,-778,3538
169,-755,3519
321,-712,3516
423,-647,3519
466,-578,3493
452,-512,3474
374,-478,3471
254,-485,3474
116,-529,3448
0,-566,3429
-67,-565,3425
-56,-512,3429
28,-422,3403
169,-297,3384
333,-138,3380
508,54,3384
694,270,3358
903,512,3339
1134,774,3335
1383,1051,3339
1637,1327,3313
1892,1590,3294
2122,1824,3290
2315,2022,3294
2456,2182,3268
2569,2318,3249
2668,2428,3245
2767,2507,3249
2848,2553,3223
2908,2588,3203
2943,2619,3200
2964,2642,3203
2969,2643,3179
2964,2642,3158
2956,2650,3153
2964,2669,3158
2980,2675,3135
2993,2669,3113
2981,2652,3105
2964,2642,3113
2954,2636,3095
2964,2642,3068
2970,2644,3051
2964,2642,3068
2935,2625,3079
2908,2615,3068
2884,2609,3035
2880,2615,3023
2876,2606,3024
2880,2588,3023
2876,2563,2996
2880,2561,2978
2877,2563,2974
2880,2561,2978
2875,2540,2955
2880,2534,2933
2885,2542,2923
2908,2561,2933
2939,2567,2930
2993,2588,2933
3055,2623,2932
3134,2669,2933
3204,2694,2907
3275,2723,2888
3337,2764,2877
3416,2830,2888
3498,2888,2884
3586,2938,2888
3656,2983,2896
3727,3046,2933
3794,3112,2982
3868,3181,3068
3928,3235,3170
3981,3289,3294
4014,3331,3414
4037,3370,3564
4040,3395,3733
4037,3423,3925
4016,3442,4103
3981,3450,4286
3923,3438,4463
3868,3423,4647
3812,3401,4806
3755,3370,4963
3674,3315,5112
3586,3262,5279
3487,3210,5437
3388,3154,5595
3273,3066,5729
3162,2965,5865
3056,2863,5993
2964,2777,6136
2864,2684,6259
2767,2588,6362
2664,2486,6427
2569,2399,6497
2475,2315,6564
2400,2237,6632
2328,2153,6674
2259,2076,6723
2186,2009,6768
2117,1941,6813
2052,1864,6817
2033,1833,6813
2020,1820,6803
1948,1752,6813
1864,1660,6798
1920,1698,6768
1997,1777,6714
1863,1671,6678
1684,1504,6633
1863,1644,6587
2119,1865,6514
1835,1617,6452
1392,1227,6383
1835,1617,6317
2656,2334,6221
1948,1671,6136
-421,-484,6058
-1779,-1725,6001
-360,-452,5915
2033,1725,5820
