III,V,ABP,RESP
587,4198,2160,2566
262,4650,2147,2570
235,5358,2144,2576
612,6108,2147,2587
1042,6994,2130,2585
1137,8190,2112,2587
1226,8996,2102,2592
2186,8190,2112,2605
4196,5604,2114,2605
6297,2776,2112,2605
7520,1219,2105,2600
7958,902,2112,2605
8201,855,2116,2603
8308,763,2112,2605
7911,947,2090,2601
6996,1458,2076,2605
5926,1898,2071,2602
4898,2152,2076,2605
3838,2447,2074,2602
2799,2915,2076,2605
2007,3353,2077,2602
1574,3609,2076,2605
1347,3719,2059,2602
1137,3817,2041,2605
919,3906,2032,2601
787,3956,2041,2605
771,3942,2046,2604
787,3956,2041,2605
752,4019,2021,2594
700,4095,2006,2587
684,4062,1998,2581
700,3956,2006,2587
691,3896,2010,2588
700,3956,2006,2587
742,4035,1986,2575
787,4026,1971,2570
757,3952,1963,2566
700,3956,1971,2570
678,4042,1975,2562
700,4095,1971,2552
684,4047,1951,2538
612,4026,1936,2535
539,4093,1928,2532
525,4165,1936,2535
543,4131,1939,2527
525,4095,1936,2517
444,4145,1916,2502
350,4234,1900,2500
291,4242,1891,2499
262,4234,1900,2500
223,4285,1904,2488
175,4373,1900,2482
154,4391,1878,2479
175,4373,1865,2482
194,4365,1858,2472
175,4373,1865,2465
126,4353,1863,2459
87,4373,1865,2465
57,4445,1860,2464
0,4512,1865,2465
-97,4488,1870,2460
-175,4442,1900,2465
-171,4429,1941,2464
-87,4442,2006,2465
-8,4410,2093,2459
0,4373,2252,2465
-51,4360,2490,2472
-87,4373,2815,2482
-67,4365,3184,2481
0,4373,3590,2482
82,4386,3999,2480
175,4373,4399,2482
268,4295,4744,2477
350,4234,5033,2482
422,4223,5249,2489
525,4234,5420,2500
662,4196,5546,2497
787,4165,5666,2500
851,4180,5772,2505
875,4234,5877,2517
904,4246,5963,2517
962,4234,6053,2517
1039,4221,6140,2518
1137,4234,6229,2535
1238,4233,6280,2546
1312,4234,6299,2552
1350,4231,6283,2547
1399,4234,6264,2552
1484,4203,6232,2560
1574,4165,6194,2570
1627,4138,6134,2566
1662,4165,6088,2570
1705,4205,6057,2576
1749,4234,6053,2587
1760,4209,6037,2584
1749,4165,6018,2587
1742,4113,5978,2593
1749,4095,5948,2605
1750,4106,5908,2603
1749,4165,5877,2605
1748,4219,5825,2609
1749,4234,5772,2622
1745,4189,5707,2622
1749,4165,5666,2622
1753,4184,5627,2619
1749,4234,5596,2622
1735,4262,5540,2619
1749,4303,5490,2622
1792,4347,5442,2627
1837,4373,5420,2640
1844,4356,5387,2640
1837,4373,5349,2640
1833,4418,5289,2635
1837,4442,5244,2640
1832,4414,5202,2640
1837,4442,5173,2640
1845,4529,5123,2629
1837,4581,5068,2622
1792,4527,4993,2616
1749,4512,4927,2622
1737,4608,4852,2623
1749,4720,4786,2622
1751,4686,4701,2610
1749,4581,4610,2605
1747,4537,4498,2601
1749,4581,4399,2605
1743,4599,4303,2597
1749,4581,4223,2587
1758,4564,4130,2572
1749,4581,4047,2570
1702,4583,3965,2568
1662,4581,3906,2570
1655,4571,3847,2560
1662,4581,3801,2552
1609,4616,3755,2541
1487,4720,3730,2535
1358,4829,3707,2523
1312,4859,3695,2517
1345,4780,3673,2508
1399,4720,3660,2500
1431,4721,3639,2480
1487,4720,3625,2465
1598,4624,3601,2451
1749,4512,3590,2447
1890,4451,3572,2437
2011,4442,3554,2430
2090,4406,3517,2418
2099,4373,3484,2412
2043,4367,3456,2401
2011,4373,3449,2395
2047,4296,3434,2384
2099,4165,3414,2377
2082,4071,3384,2366
2011,4095,3378,2360
1948,4136,3379,2349
1924,4095,3378,2342
1921,3982,3355,2330
1924,3956,3343,2325
1903,4028,3341,2316
1837,4095,3343,2307
1734,4054,3323,2287
1662,4026,3308,2273
1647,4064,3302,2259
1662,4095,3308,2255
1627,4026,3293,2245
1574,3956,3273,2238
1546,3974,3250,2227
1574,4026,3238,2220
1584,4003,3216,2207
1574,3956,3203,2203
1565,3947,3186,2199
1574,3956,3167,2203
1495,3926,3128,2195
1224,3956,3097,2185
762,4177,3074,2171
350,4650,3062,2168
316,5332,3029,2165
700,6247,2991,2168
1034,7339,2959,2160
962,8260,2956,2150
988,8281,2957,2136
2099,6941,2956,2133
4369,4623,2937,2131
6647,2429,2921,2133
7920,1120,2901,2123
8396,625,2886,2115
8710,480,2864,2109
8833,555,2851,2115
8350,878,2833,2117
7346,1319,2815,2115
6244,1670,2788,2103
5160,2013,2780,2098
4003,2461,2780,2094
2974,2915,2780,2098
2365,3179,2758,2096
2099,3332,2745,2098
1838,3524,2742,2096
1487,3748,2745,2098
1201,3857,2726,2094
1049,3887,2710,2098
930,3912,2702,2103
787,3956,2710,2115
687,3950,2708,2117
700,3956,2710,2115
769,3993,2710,2109
787,4026,2710,2115
675,4011,2690,2123
525,4026,2675,2133
453,4100,2668,2132
525,4165,2675,2133
637,4158,2663,2130
700,4165,2639,2133
692,4216,2612,2129
700,4234,2604,2133
746,4153,2602,2138
787,4095,2604,2150
764,4124,2598,2152
700,4165,2604,2150
645,4120,2617,2144
612,4095,2639,2150
552,4156,2645,2158
437,4234,2639,2168
312,4210,2619,2167
262,4165,2604,2168
320,4162,2584,2165
437,4165,2569,2168
526,4103,2546,2165
525,4095,2534,2168
397,4211,2515,2172
175,4373,2499,2185
-26,4434,2472,2189
-87,4442,2463,2185
-57,4470,2460,2171
-87,4512,2463,2168
-210,4488,2443,2167
-262,4442,2428,2168
-154,4408,2425,2157
0,4373,2463,2150
63,4287,2518,2147
87,4234,2604,2150
145,4274,2715,2142
175,4373,2886,2133
113,4389,3104,2121
87,4303,3378,2115
245,4192,3679,2105
525,4165,4012,2098
705,4178,4337,2088
700,4165,4645,2080
638,4106,4905,2062
700,4095,5138,2045
903,4117,5330,2031
1137,4095,5490,2028
1279,3997,5601,2021
1312,3956,5701,2010
1294,3999,5800,1990
1312,4026,5912,1975
1412,3964,5996,1964
1574,3956,6053,1958
1687,4044,6083,1942
1662,4095,6124,1923
1559,4008,6152,1901
1574,3956,6159,1888
1778,4031,6124,1872
2011,4095,6088,1853
2055,3995,6051,1825
1924,3887,6018,1801
1831,3906,5959,1779
1924,3956,5912,1766
2083,3885,5881,1748
2099,3817,5877,1731
1947,3871,5858,1705
1837,3956,5842,1678
1915,3905,5819,1648
2099,3817,5807,1626
2182,3840,5771,1602
2099,3956,5736,1573
1916,4013,5693,1535
1749,4026,5666,1503
1702,4054,5627,1477
1837,4095,5596,1451
2036,4067,5555,1409
2099,4026,5525,1364
1990,4037,5484,1323
1924,4095,5455,1294
2012,4092,5416,1260
2099,4026,5384,1224
2006,3952,5342,1185
1837,3956,5314,1154
1776,4036,5278,1120
1837,4165,5244,1084
1889,4244,5187,1044
1924,4234,5138,1014
2001,4164,5084,988
2099,4165,5033,961
2085,4258,4959,925
1924,4373,4892,892
1708,4400,4819,863
1574,4373,4751,839
1543,4350,4660,812
1574,4373,4575,787
1617,4381,4485,762
1662,4373,4399,734
1659,4374,4290,697
1574,4442,4188,664
1443,4529,4081,643
1399,4581,3977,629
1477,4574,3857,607
1574,4581,3766,577
1584,4597,3701,546
1574,4581,3660,524
1656,4501,3602,506
1837,4442,3554,489
2002,4415,3523,471
2099,4373,3519,455
2145,4276,3503,437
2186,4234,3484,420
2226,4272,3458,401
2274,4303,3449,385
2321,4234,3431,368
2361,4165,3414,350
2375,4161,3387,329
2361,4165,3378,315
2301,4068,3374,306
2186,3956,3378,297
2037,3921,3363,280
1924,3956,3343,262
1892,3958,3317,250
1924,3956,3308,245
1948,3957,3294,237
1924,3956,3273,227
1868,3904,3231,217
1837,3887,3203,210
1830,3927,3181,207
1837,3956,3167,210
1802,3892,3143,213
1749,3817,3132,210
1686,3824,3129,200
1662,3887,3132,192
1657,3902,3113,191
1662,3887,3097,192
1598,3892,3089,191
1399,3956,3097,192
1030,4091,3086,200
612,4373,3062,210
344,4820,3032,212
350,5483,3027,210
527,6461,3027,207
700,7704,3027,210
875,8572,3006,216
1399,8190,2991,227
2665,6351,2985,237
4635,3956,2991,245
6653,2106,2980,250
7958,1180,2956,262
8366,833,2927,281
8308,763,2921,297
8152,911,2922,305
7784,1249,2921,315
6950,1594,2900,330
5772,1874,2886,350
4615,2181,2880,366
3673,2638,2886,385
2879,3128,2873,409
2186,3470,2851,437
1655,3617,2823,457
1312,3748,2815,472
1073,3938,2814,487
875,4095,2815,507
737,4105,2799,525
700,4095,2780,542
716,4154,2756,558
700,4234,2745,577
613,4208,2739,595
525,4165,2745,612
494,4190,2745,628
525,4234,2745,647
536,4201,2739,665
525,4165,2745,682
508,4193,2748,697
525,4234,2745,717
533,4197,2724,736
525,4165,2710,752
510,4215,2703,759
525,4303,2710,769
545,4297,2708,785
525,4234,2710,804
444,4219,2709,815
350,4303,2710,822
290,4376,2693,828
262,4373,2675,839
228,4313,2653,848
175,4303,2639,857
123,4338,2618,864
87,4373,2604,874
49,4362,2584,882
0,4373,2569,892
-30,4413,2544,900
0,4442,2534,909
63,4404,2528,911
87,4373,2534,909
46,4391,2528,905
0,4442,2534,909
-6,4467,2533,918
0,4512,2534,926
-32,4566,2521,927
-87,4581,2534,926
-137,4525,2570,927
-175,4512,2639,926
-181,4560,2719,918
-87,4581,2851,909
120,4499,3043,905
350,4442,3308,909
487,4476,3597,911
525,4512,3906,909
523,4424,4215,900
525,4303,4540,892
522,4246,4849,882
525,4234,5138,874
555,4184,5371,865
612,4165,5560,857
666,4203,5704,847
700,4234,5842,839
730,4163,5966,829
787,4095,6088,822
871,4108,6182,812
962,4165,6264,804
1042,4149,6321,794
1137,4095,6370,787
1238,4074,6391,778
1312,4095,6405,769
1327,4075,6393,758
1312,4026,6370,752
1304,3999,6317,745
1312,4026,6264,734
1352,4020,6204,716
1399,3956,6159,699
1356,3909,6112,688
1137,4026,6088,682
871,4313,6066,667
787,4720,6053,647
900,5223,6017,625
962,5830,5983,612
873,6261,5940,603
962,6039,5912,594
1611,4916,5873,579
2711,3332,5842,559
3633,2059,5800,539
3848,1596,5772,524
3343,1778,5732,514
2449,2152,5701,507
1338,2390,5659,498
0,2499,5631,489
-1418,2548,5592,480
-2449,2568,5560,472
-2773,2528,5517,463
-2624,2499,5490,455
-2570,2530,5454,445
-2799,2638,5420,437
-2887,2775,5362,428
-2274,2985,5314,420
-948,3277,5259,409
525,3609,5208,402
1526,3843,5135,394
1924,3956,5068,385
2007,4005,4995,373
2099,4095,4927,367
2249,4189,4836,367
2361,4234,4751,367
2375,4219,4661,359
2361,4234,4575,350
2357,4283,4466,346
2361,4303,4364,350
2351,4254,4266,353
2361,4234,4188,350
2405,4272,4096,340
2449,4303,4012,332
2456,4258,3930,329
2449,4234,3871,332
2477,4292,3811,335
2536,4373,3766,332
2566,4355,3720,322
2536,4303,3695,315
2477,4325,3671,312
2449,4442,3660,315
2468,4521,3640,315
2536,4512,3625,315
2621,4449,3600,314
2711,4442,3590,315
2772,4494,3572,314
2799,4581,3554,315
2790,4650,3526,315
2799,4720,3519,315
2856,4768,3518,312
2974,4789,3519,315
3086,4774,3497,323
3148,4789,3484,332
3150,4827,3479,335
3148,4859,3484,332
3176,4867,3468,329
3236,4928,3449,332
3287,5003,3426,339
3323,4997,3414,350
3333,4891,3391,360
3323,4859,3378,367
3283,4942,3372,367
3236,4997,3378,367
3188,4895,3364,372
3148,4789,3343,385
3105,4802,3315,396
3061,4859,3308,402
2989,4805,3304,401
2886,4720,3308,402
2774,4702,3293,408
2711,4720,3273,420
2682,4656,3244,429
2624,4581,3238,437
2494,4566,3236,445
2361,4581,3238,455
2291,4521,3227,463
2274,4442,3238,472
2216,4396,3264,480
2099,4373,3308,489
1977,4317,3348,498
1924,4303,3414,507
1901,4344,3496,515
1837,4373,3590,524
1699,4305,3660,533
1574,4234,3730,542
1533,4220,3800,549
1574,4234,3871,559
1605,4194,3921,570
1574,4165,3977,577
1486,4189,4032,577
1399,4234,4082,577
1338,4208,4101,582
1312,4165,4118,594
1304,4170,4136,605
1312,4234,4153,612
1315,4258,4138,617
1312,4234,4118,629
1304,4204,4098,646
1312,4234,4082,664
1322,4280,4037,674
1312,4303,3977,682
1264,4271,3903,689
1224,4234,3836,699
1237,4195,3761,708
1312,4165,3695,717
1383,4136,3626,724
1399,4165,3554,734
1356,4218,3462,743
1312,4234,3378,752
1298,4163,3302,758
1312,4095,3238,769
1317,4079,3162,785
1312,4095,3097,804
1306,4085,3039,816
1312,4095,2991,822
1315,4114,2932,826
1312,4095,2886,839
1306,4023,2856,857
1312,4026,2851,874
1319,4113,2835,883
1312,4165,2815,892
1276,4088,2789,900
1224,4026,2780,909
1169,4057,2775,910
1137,4095,2780,909
1151,4024,2778,913
1224,3956,2780,926
1302,3978,2776,939
1312,4026,2780,944
1231,3985,2778,941
1137,3956,2780,944
1104,4017,2776,952
1137,4095,2780,961
1159,4051,2778,963
1137,3956,2780,961
1111,3922,2775,960
1137,3956,2780,961
1169,3960,2781,961
1137,3956,2780,961
1057,3982,2761,961
1049,4026,2745,961
1139,4007,2735,960
1224,3956,2745,961
1227,3929,2749,963
1224,3956,2745,961
1275,3969,2724,952
1312,3956,2710,944
1244,3935,2702,941
1137,3956,2710,944
1098,3975,2710,944
1137,3956,2710,944
1182,3898,2704,942
1224,3887,2710,944
1276,3923,2712,944
1312,3956,2710,944
1307,3922,2690,942
1312,3887,2675,944
1358,3901,2666,944
1399,3956,2675,944
1371,3971,2677,942
1312,3956,2675,944
1289,3942,2656,945
1312,3956,2639,944
1324,3958,2617,940
1312,3956,2604,944
1297,3950,2595,952
1312,3956,2604,961
1350,3951,2609,961
1399,3956,2604,961
1422,3957,2581,967
1399,3956,2569,979
1342,3943,2567,983
1312,3956,2569,979
1335,3969,2552,973
1399,3956,2534,979
1473,3922,2514,989
1574,3956,2499,996
1709,4040,2475,994
1837,4095,2463,996
1860,4077,2461,1004
1749,4095,2463,1014
1581,4177,2445,1014
1487,4234,2428,1014
1508,4170,2420,1020
1574,4095,2428,1031
1571,4105,2428,1035
1487,4165,2428,1031
1400,4131,2425,1027
1399,4026,2428,1031
1476,3946,2425,1040
1574,3956,2428,1049
1659,3976,2429,1050
1749,3956,2428,1049
1827,3886,2410,1046
1837,3817,2393,1049
1737,3759,2374,1051
1574,3748,2358,1049
1420,3786,2334,1038
1312,3887,2323,1031
1238,3961,2320,1030
1224,3956,2323,1031
1310,3847,2316,1024
1487,3748,2323,1014
1610,3742,2339,1008
1574,3817,2358,1014
1386,3877,2357,1018
1224,3887,2358,1014
1201,3836,2369,1001
1312,3748,2393,996
1383,3685,2400,997
1312,3748,2393,996
1134,3858,2373,986
962,3887,2358,979
747,3932,2338,977
437,4303,2323,979
216,4993,2303,971
350,5761,2288,961
672,6642,2265,957
787,7843,2252,961
878,8733,2245,963
1749,8051,2252,961
3662,5539,2255,958
5772,2707,2252,961
7138,1114,2235,963
7784,763,2217,961
8178,703,2195,951
8308,625,2182,944
7854,806,2174,941
6909,1249,2182,944
5828,1605,2186,944
4723,1874,2182,944
3581,2274,2161,942
2624,2776,2147,944
2037,3108,2141,943
1662,3262,2147,944
1276,3408,2145,943
962,3609,2147,944
846,3730,2147,943
787,3748,2147,944
612,3744,2129,943
437,3817,2112,944
462,3886,2102,943
612,3887,2112,944
620,3821,2116,943
437,3817,2112,944
281,3895,2092,942
350,3956,2076,944
502,3924,2059,945
525,3887,2041,944
426,3913,2017,935
437,3956,2006,926
552,3928,2004,921
525,3887,2006,926
294,3901,1989,930
175,3956,1971,926
347,3963,1961,915
525,3956,1971,909
386,3997,1976,909
87,4095,1971,909
5,4156,1949,899
175,4165,1936,892
288,4148,1929,890
175,4165,1936,892
-14,4196,1935,884
-87,4234,1936,874
-70,4239,1929,864
-87,4234,1936,857
-151,4240,1936,846
-175,4303,1936,839
-176,4363,1915,837
-262,4373,1900,839
-413,4339,1890,833
-437,4373,1900,822
-286,4462,1901,809
-175,4512,1900,804
-255,4445,1897,799
-350,4373,1936,787
-240,4381,2014,766
0,4442,2147,752
125,4432,2320,743
87,4373,2569,734
25,4357,2886,716
0,4442,3273,699
-63,4518,3685,689
-175,4512,4118,682
-218,4443,4527,665
-87,4442,4892,647
150,4517,5169,634
350,4581,5384,629
454,4514,5550,622
525,4373,5701,612
571,4273,5827,601
525,4303,5948,594
393,4390,6061,586
350,4442,6194,577
517,4396,6322,567
787,4303,6440,559
950,4225,6512,551
962,4234,6546,542
934,4279,6536,532
962,4303,6511,524
1040,4267,6461,516
1137,4234,6405,507
1230,4209,6330,496
1312,4165,6264,489
1363,4097,6200,487
1399,4095,6159,489
1464,4128,6116,489
1574,4095,6088,489
1665,3983,6051,489
1662,3956,6018,489
1648,4007,5963,489
1749,3956,5912,489
1891,3784,5852,489
1837,3817,5807,489
1610,4208,5750,487
1487,4720,5701,489
1464,5065,5641,496
1224,5275,5596,507
798,5281,5540,515
787,4789,5490,524
1484,3739,5427,533
2361,2707,5384,542
2750,2224,5344,549
2624,2221,5314,559
2189,2290,5260,569
1312,2360,5208,577
-171,2524,5149,582
-1837,2707,5103,594
-3051,2716,5045,613
-3673,2638,4997,629
-4012,2632,4942,637
-4110,2707,4892,647
-3611,2750,4820,663
-2274,2846,4751,682
-460,3101,4674,691
1137,3470,4610,699
2051,3749,4527,713
2361,3887,4434,734
2412,3967,4321,751
2449,4095,4223,769
2493,4205,4129,787
2536,4234,4047,804
2580,4182,3953,813
2624,4165,3871,822
2629,4201,3792,835
2624,4234,3730,857
2626,4216,3666,875
2624,4234,3625,892
2580,4311,3596,907
2536,4373,3590,926
2552,4340,3572,944
2624,4303,3554,961
2690,4327,3529,977
2711,4373,3519,996
2707,4365,3502,1019
2711,4373,3484,1049
2716,4420,3456,1077
2711,4442,3449,1101
2693,4382,3447,1117
2711,4373,3449,1136
2757,4470,3428,1159
2799,4581,3414,1189
2796,4586,3407,1215
2799,4581,3414,1241
2855,4642,3400,1264
2974,4720,3378,1294
3080,4716,3351,1321
3148,4720,3343,1346
3186,4788,3340,1362
3236,4859,3343,1381
3286,4827,3329,1403
3323,4789,3308,1433
3325,4836,3280,1461
3323,4928,3273,1486
3350,4925,3272,1502
3411,4859,3273,1521
3419,4820,3252,1543
3323,4859,3238,1573
3187,4902,3230,1601
3148,4928,3238,1626
3185,4909,3225,1642
3148,4859,3203,1661
2969,4792,3172,1677
2799,4789,3167,1696
2763,4834,3167,1709
2799,4859,3167,1731
2750,4794,3145,1755
2624,4720,3132,1783
2513,4695,3124,1801
2449,4720,3132,1818
2347,4703,3128,1833
2186,4650,3132,1853
2024,4595,3149,1868
1924,4581,3203,1888
1847,4557,3267,1905
1749,4512,3343,1923
1634,4451,3418,1936
1574,4442,3519,1958
1573,4452,3625,1983
1574,4442,3730,2010
1505,4390,3814,2026
1399,4373,3906,2045
1324,4381,3997,2063
1312,4373,4082,2080
1316,4314,4136,2086
1312,4303,4188,2098
1303,4349,4241,2113
1312,4373,4293,2133
1320,4296,4315,2140
1312,4234,4329,2150
1270,4271,4342,2164
1224,4373,4364,2185
1203,4402,4358,2195
1224,4373,4329,2203
1245,4349,4274,2208
1224,4373,4223,2220
1167,4380,4168,2227
1137,4373,4118,2238
1163,4361,4052,2244
1224,4373,3977,2255
1272,4373,3883,2260
1312,4373,3801,2273
1357,4365,3725,2282
1399,4373,3660,2290
1386,4372,3576,2287
1312,4373,3484,2290
1234,4366,3385,2297
1224,4373,3308,2307
1272,4353,3236,2307
1312,4303,3167,2307
1309,4237,3087,2306
1312,4234,3027,2307
1354,4275,2981,2297
1399,4303,2956,2290
1381,4266,2920,2286
1312,4234,2886,2290
1248,4230,2845,2283
1224,4234,2815,2273
1223,4211,2786,2258
1224,4234,2780,2255
1196,4290,2780,2248
1137,4303,2780,2238
1094,4220,2759,2217
1137,4165,2745,2203
1218,4192,2739,2191
1224,4234,2745,2185
1148,4195,2740,2168
1137,4165,2745,2150
1238,4198,2758,2129
1312,4234,2780,2115
1244,4169,2783,2097
1137,4095,2780,2080
1113,4103,2774,2059
1137,4165,2780,2045
1128,4153,2780,2029
1137,4095,2780,2010
1196,4063,2775,1981
1224,4095,2780,1958
1165,4130,2779,1938
1137,4165,2780,1923
1222,4179,2775,1897
1312,4165,2780,1870
1260,4110,2781,1847
1137,4095,2780,1836
1091,4129,2761,1820
1137,4165,2745,1801
1162,4133,2735,1771
1137,4095,2745,1748
1118,4084,2750,1728
1137,4095,2745,1713
1149,4082,2723,1689
1137,4095,2710,1661
1121,4136,2705,1628
1137,4165,2710,1608
1179,4126,2697,1591
1224,4095,2675,1573
1240,4113,2647,1544
1224,4165,2639,1521
1205,4173,2639,1502
1224,4165,2639,1486
1273,4141,2621,1459
1312,4095,2604,1433
1314,4003,2594,1411
1312,3956,2604,1398
1315,3999,2609,1382
1312,4095,2604,1364
1298,4126,2582,1342
1312,4095,2569,1329
1334,4062,2564,1317
1312,4095,2569,1311
1244,4143,2557,1303
1224,4165,2534,1294
1273,4148,2505,1276
1312,4165,2499,1259
1297,4223,2500,1244
1312,4303,2499,1241
1383,4347,2478,1241
1399,4373,2463,1241
1273,4380,2458,1232
1137,4373,2463,1224
1178,4332,2461,1214
1399,4303,2463,1206
1602,4275,2465,1194
1662,4234,2463,1189
1639,4173,2443,1187
1662,4165,2428,1189
1728,4186,2423,1181
1749,4165,2428,1171
1696,4069,2416,1165
1662,4026,2393,1171
1701,4067,2366,1175
1749,4095,2358,1171
1702,3998,2355,1159
1574,3887,2358,1154
1458,3876,2355,1154
1399,3956,2358,1154
1358,3981,2356,1143
1312,3956,2358,1136
1284,3932,2354,1135
1312,3956,2358,1136
1359,3969,2358,1128
1399,3956,2358,1119
1402,3918,2352,1115
1399,3887,2358,1119
1365,3868,2362,1113
1312,3887,2358,1101
1265,3923,2335,1088
1312,3956,2323,1084
1387,3953,2322,1083
1312,3956,2323,1084
971,4026,2303,1077
525,4234,2288,1066
221,4596,2283,1053
175,5206,2288,1049
333,6176,2271,1049
612,7427,2252,1049
934,8355,2242,1041
1399,8190,2252,1031
