II,MCL,ABP,RESP
1149,1124,5425,4928
1131,1124,5366,4923
1090,1124,5300,4928
1065,1122,5228,4923
1061,1124,5175,4928
1050,1124,5116,4923
1031,1124,5050,4928
1020,1121,4958,4923
1031,1124,4863,4928
1049,1126,4762,4923
1061,1124,4676,4928
1061,1113,4582,4923
1061,1104,4489,4928
1068,1093,4378,4923
1090,1083,4271,4928
1113,1069,4156,4923
1120,1063,4053,4928
1097,1062,3940,4923
1061,1063,3835,4928
1034,1052,3719,4922
1031,1042,3616,4928
1038,1038,3513,4924
1031,1042,3429,4928
987,1043,3345,4921
914,1042,3273,4928
830,1040,3201,4926
766,1042,3149,4928
726,1042,3098,4913
707,1042,3055,4908
698,1041,3000,4896
707,1042,2962,4889
733,1043,2934,4864
766,1042,2930,4850
779,1041,2925,4836
766,1042,2930,4831
740,1045,2929,4808
737,1042,2930,4793
768,1038,2922,4774
825,1042,2930,4773
870,1059,2944,4761
884,1083,2962,4754
868,1115,2959,4738
855,1165,2962,4735
865,1218,2970,4721
914,1226,2993,4715
990,1143,3007,4699
1090,960,3024,4696
1203,688,3037,4683
1326,347,3055,4677
1450,-32,3057,4659
1562,-409,3055,4657
1627,-789,3049,4652
1621,-1185,3055,4657
1544,-1554,3055,4645
1444,-1778,3055,4638
1372,-1822,3049,4621
1356,-1778,3055,4619
1386,-1768,3057,4611
1444,-1778,3055,4619
1498,-1724,3035,4617
1532,-1553,3024,4619
1546,-1311,3019,4603
1562,-1042,3024,4599
1574,-770,3011,4593
1562,-490,2993,4599
1510,-220,2970,4593
1444,41,2962,4599
1376,288,2947,4603
1297,531,2930,4619
1184,756,2907,4617
1061,960,2899,4619
956,1145,2896,4611
884,1328,2899,4619
828,1510,2894,4622
796,1676,2899,4638
792,1809,2902,4643
825,1921,2899,4657
878,2025,2878,4661
943,2125,2868,4677
998,2201,2868,4683
1031,2248,2868,4696
1035,2276,2840,4698
1031,2309,2806,4715
1038,2349,2771,4730
1061,2391,2743,4754
1080,2422,2705,4760
1090,2452,2681,4773
1089,2486,2673,4784
1090,2534,2681,4812
1090,2584,2670,4829
1090,2636,2650,4850
1087,2682,2627,4862
1090,2738,2619,4889
1093,2797,2604,4908
1090,2861,2588,4928
1082,2919,2564,4926
1090,2984,2556,4928
1118,3052,2554,4921
1149,3127,2556,4928
1164,3191,2543,4924
1179,3249,2525,4928
1203,3294,2503,4922
1238,3331,2494,4928
1267,3353,2488,4923
1297,3372,2494,4928
1327,3379,2494,4923
1356,3372,2494,4928
1370,3338,2479,4923
1385,3290,2463,4928
1410,3226,2441,4923
1444,3147,2432,4928
1465,3042,2424,4923
1473,2922,2432,4928
1482,2791,2432,4923
1503,2657,2432,4928
1524,2506,2413,4923
1532,2350,2401,4928
1521,2191,2390,4923
1503,2044,2401,4928
1478,1898,2410,4923
1444,1757,2432,4928
1389,1615,2451,4923
1326,1492,2494,4928
1263,1387,2553,4923
1208,1308,2650,4928
1150,1233,2763,4923
1090,1165,2899,4928
1028,1096,3040,4923
973,1042,3211,4928
922,1002,3400,4923
884,981,3616,4928
851,961,3830,4923
825,940,4053,4928
802,913,4268,4923
796,899,4489,4928
805,895,4693,4923
825,899,4895,4928
832,896,5082,4923
825,899,5269,4928
814,913,5423,4923
825,940,5549,4928
847,956,5642,4923
855,960,5736,4928
821,956,5821,4923
766,960,5892,4928
719,971,5917,4923
707,981,5923,4928
726,981,5917,4923
766,981,5923,4928
812,986,5913,4923
855,1001,5892,4928
885,1014,5855,4923
914,1022,5830,4928
950,1021,5799,4923
1002,1022,5767,4928
1047,1028,5716,4923
1061,1042,5674,4928
1037,1055,5627,4923
1002,1063,5580,4928
978,1062,5512,4923
973,1063,5456,4928
979,1063,5404,4923
1002,1063,5362,4928
1035,1052,5291,4923
1061,1042,5206,4928
1060,1044,5106,4923
1090,1042,5019,4928
1155,1027,4923,4923
1149,1042,4832,4928
1097,1061,4731,4923
1179,1001,4645,4928
1306,914,4551,4923
1179,960,4458,4928
953,1052,4346,4923
1120,940,4240,4928
1394,772,4126,4923
1031,940,4022,4928
486,1200,3905,4923
943,940,3803,4928
1718,516,3710,4923
855,940,3648,4928
-879,1768,3584,4923
-29,1206,3523,4928
3709,-822,3450,4923
5629,-1778,3398,4928
2616,-116,3357,4923
-1886,2207,3336,4928
-2904,2582,3311,4923
-707,1349,3305,4928
930,608,3300,4923
766,899,3305,4928
519,1133,3297,4923
1031,858,3305,4928
1381,671,3315,4923
1179,817,3336,4928
1067,889,3344,4923
1297,715,3367,4928
1456,539,3395,4923
1444,450,3429,4928
1544,283,3443,4923
1827,0,3460,4928
2120,-288,3476,4923
2387,-531,3492,4928
2672,-779,3486,4923
2918,-1042,3492,4928
3023,-1291,3506,4923
3006,-1492,3523,4928
2915,-1638,3509,4923
2800,-1737,3492,4928
2684,-1798,3482,4923
2564,-1778,3492,4928
2440,-1659,3482,4923
2328,-1471,3460,4928
2232,-1272,3433,4923
2151,-1063,3429,4928
2082,-831,3429,4923
2033,-572,3429,4928
2001,-315,3411,4923
1974,-61,3398,4928
1936,186,3390,4923
1886,429,3398,4928
1822,657,3399,4923
1739,879,3398,4928
1620,1090,3382,4923
1473,1287,3367,4928
1317,1459,3346,4923
1179,1614,3336,4928
1054,1751,3320,4923
943,1860,3305,4928
841,1937,3280,4923
766,2003,3273,4928
715,2068,3272,4923
678,2125,3273,4928
641,2161,3255,4923
619,2187,3242,4928
615,2220,3228,4923
619,2268,3211,4928
608,2314,3175,4923
589,2350,3149,4928
572,2378,3131,4923
560,2411,3118,4928
538,2449,3083,4923
501,2493,3055,4928
446,2533,3036,4923
383,2575,3024,4928
325,2613,2990,4923
295,2657,2962,4928
290,2697,2942,4923
295,2738,2930,4928
285,2775,2898,4923
265,2820,2868,4928
238,2863,2854,4923
206,2902,2868,4928
163,2924,2873,4923
118,2943,2868,4928
80,2955,2847,4923
59,2963,2837,4928
49,2954,2830,4923
59,2943,2837,4928
91,2926,2838,4923
147,2902,2837,4928
217,2851,2819,4923
295,2779,2806,4928
369,2690,2787,4923
442,2595,2775,4928
520,2486,2752,4923
619,2371,2743,4928
727,2247,2737,4923
825,2125,2743,4928
901,2000,2739,4923
973,1880,2743,4928
1048,1757,2749,4923
1120,1635,2775,4928
1170,1512,2806,4923
1208,1410,2868,4928
1242,1323,2947,4922
1267,1247,3055,4928
1273,1166,3168,4924
1267,1104,3305,4928
1256,1063,3449,4922
1238,1042,3616,4928
1207,1014,3789,4926
1179,981,3990,4928
1169,950,4193,4919
1179,940,4396,4928
1185,939,4576,4931
1179,940,4770,4928
1161,930,4962,4896
1149,920,5144,4870
1144,913,5285,4842
1149,920,5425,4812
1151,928,5564,4746
1149,940,5705,4677
1133,947,5807,4605
1120,960,5892,4541
1110,971,5958,4455
1120,981,6017,4367
1133,980,6037,4281
1149,981,6048,4213
1157,986,6056,4136
1179,1001,6079,4058
1203,1013,6075,3968
1238,1022,6048,3884
1276,1020,6003,3798
1356,1022,5986,3730
1471,1025,5974,3660
1621,1042,5955,3594
1778,1070,5902,3513
1974,1124,5861,3440
2216,1202,5828,3368
2505,1308,5799,3305
2801,1428,5735,3227
3094,1553,5674,3150
3376,1669,5621,3069
3654,1778,5580,2995
3931,1884,5507,2909
4214,2003,5425,2821
4490,2133,5338,2728
4745,2268,5269,2647
4979,2406,5178,2567
5216,2554,5082,2493
5451,2708,4968,2412
5629,2841,4863,2338
5681,2916,4748,2267
5629,2922,4645,2203
5586,2856,4535,2129
5629,2718,4427,2048
5641,2497,4298,1958
5393,2207,4178,1874
4793,1887,4059,1795
4008,1594,3959,1720
3276,1354,3856,1635
2682,1165,3772,1546
2148,1001,3690,1454
1621,858,3616,1372
1124,739,3530,1288
707,654,3460,1198
367,594,3402,1098
88,552,3367,1005
-137,515,3328,916
-295,490,3305,831
-392,475,3283,740
-442,470,3273,657
-483,462,3253,579
-530,450,3242,502
-594,433,3234,421
-648,429,3242,348
-695,430,3241,281
-737,429,3242,213
-793,412,3237,136
-855,388,3242,77
-920,366,3240,49
-973,347,3242,39
-1017,322,3238,20
-1061,286,3242,0
-1123,250,3240,-7
-1208,225,3242,0
-1305,201,3237,3
-1385,163,3242,0
-1435,110,3242,-3
-1473,61,3242,0
-1525,23,3225,1
-1591,-20,3211,0
-1650,-82,3201,-1
-1680,-143,3211,0
-1684,-190,3214,0
-1680,-225,3211,0
-1674,-261,3190,0
-1650,-286,3180,0
-1593,-292,3175,0
-1503,-286,3180,0
-1392,-287,3167,0
-1267,-286,3149,0
-1136,-268,3124,0
-1002,-225,3118,0
-863,-169,3115,0
-707,-102,3118,0
-533,-27,3103,0
-354,61,3086,0
-186,158,3064,0
-29,266,3055,0
123,378,3040,0
265,490,3024,0
390,594,2998,0
501,695,2993,0
607,797,2993,0
707,899,2993,0
800,989,2970,0
884,1063,2962,0
962,1118,2968,0
1031,1165,2993,0
1101,1206,3004,0
1179,1247,3024,0
1253,1282,3057,0
1297,1308,3118,0
1302,1321,3175,0
1297,1328,3242,0
1298,1336,3319,0
1297,1349,3429,0
1288,1361,3542,0
1297,1369,3648,0
1330,1370,3733,0
1356,1369,3835,0
1336,1368,3944,0
1297,1369,4053,0
1278,1368,4132,0
1297,1369,4209,0
1326,1368,4285,0
1356,1369,4365,0
1376,1368,4416,0
1385,1369,4458,0
1373,1368,4490,0
1356,1369,4520,0
1339,1362,4525,0
1326,1349,4520,0
1308,1331,4505,0
1297,1328,4489,0
1293,1336,4448,0
1297,1349,4396,0
1295,1350,4331,0
1297,1349,4271,0
1298,1347,4197,0
1297,1349,4115,0
1281,1346,4018,0
1267,1349,3928,0
1269,1361,3834,0
1297,1390,3741,0
1330,1421,3630,0
1356,1451,3523,0
1361,1466,3418,0
1356,1471,3336,0
1339,1462,3255,0
1326,1451,3180,0
1319,1439,3096,0
1326,1430,3024,0
1333,1408,2954,0
1326,1369,2899,0
1297,1324,2844,0
1267,1308,2806,0
1246,1329,2769,0
1238,1369,2743,0
1224,1392,2709,0
1208,1390,2681,0
1199,1364,2655,0
1208,1328,2650,0
1224,1288,2647,0
1238,1267,2650,0
1238,1268,2643,0
1238,1287,2650,0
1245,1300,2661,0
1267,1308,2681,0
1287,1313,2684,0
1297,1328,2681,0
1294,1341,2672,0
1297,1349,2681,0
1299,1352,2694,0
1297,1369,2712,0
1287,1397,2714,0
1297,1430,2712,0
1325,1448,2705,0
1356,1451,2712,0
1362,1440,2715,0
1356,1430,2712,0
1351,1431,2692,0
1356,1451,2681,0
1361,1467,2677,0
1385,1451,2681,0
1435,1391,2677,0
1503,1328,2681,0
1542,1297,2683,0
1532,1308,2681,0
1486,1331,2661,0
1444,1349,2650,0
1415,1346,2647,0
1385,1328,2650,0
1339,1300,2634,-1
1297,1287,2619,0
1265,1292,2612,6
1238,1308,2619,19
1202,1317,2609,39
1179,1328,2588,58
1175,1341,2562,71
1179,1349,2556,77
1164,1340,2556,83
1149,1328,2556,97
1145,1325,2540,116
1149,1328,2525,135
1138,1329,2516,147
1120,1328,2525,155
1101,1330,2529,163
1090,1328,2525,174
1081,1324,2507,184
1090,1328,2494,193
1117,1345,2479,203
1149,1369,2463,213
1165,1401,2439,222
1179,1451,2432,232
1199,1490,2432,242
1238,1451,2432,251
1291,1281,2413,258
1385,1001,2401,271
1529,664,2397,289
1709,307,2401,309
1865,-69,2385,322
1945,-450,2369,329
1932,-817,2361,336
1857,-1144,2369,348
1752,-1420,2371,359
1650,-1614,2369,367
1577,-1715,2355,373
1562,-1717,2338,386
1588,-1645,2315,406
1621,-1512,2307,425
1633,-1338,2306,437
1650,-1124,2307,444
1681,-888,2289,452
1709,-634,2276,464
1712,-379,2270,475
1709,-123,2276,483
1706,130,2274,491
1680,388,2276,502
1601,633,2276,514
1503,858,2276,522
1419,1056,2258,527
1356,1247,2245,541
1290,1433,2238,562
1238,1614,2245,580
1209,1776,2244,582
1208,1921,2245,580
1223,2051,2242,585
1267,2166,2245,599
1324,2258,2241,611
1356,2330,2245,618
1333,2385,2247,619
1297,2432,2245,618
1283,2465,2226,616
1297,2493,2213,618
1300,2519,2210,621
1297,2554,2213,618
1301,2593,2200,607
1326,2636,2182,599
1347,2674,2171,598
1356,2718,2182,599
1351,2764,2189,592
1356,2820,2182,580
1367,2871,2160,569
1385,2922,2151,560
1390,2969,2151,550
1385,3024,2151,541
1376,3081,2133,533
1385,3147,2120,522
1401,3208,2116,503
1415,3270,2120,483
1412,3321,2106,464
1415,3372,2089,444
1425,3409,2079,423
1444,3433,2089,406
1456,3435,2093,389
1473,3433,2089,367
1499,3429,2069,336
1532,3433,2058,309
1560,3434,2050,290
1591,3433,2058,271
1631,3408,2059,242
1680,3351,2058,213
1716,3255,2040,192
1739,3147,2026,174
1750,3030,2016,147
1768,2902,2026,116
1794,2749,2038,92
1827,2595,2058,77
1844,2447,2067,61
1827,2309,2089,39
1772,2163,2111,14
1709,2023,2151,0
1657,1892,2197,-3
1621,1778,2276,0
1579,1661,2380,1
1532,1553,2525,0
1484,1452,2684,-1
1444,1369,2868,0
1403,1297,3068,0
1356,1247,3305,0
1296,1204,3551,0
1238,1165,3803,0
1185,1116,4035,0
1149,1083,4271,0
1117,1066,4503,0
1090,1063,4739,0
1066,1050,4949,0
1061,1042,5144,0
1061,1038,5309,0
1061,1042,5456,0
1052,1038,5570,0
1061,1042,5674,0
1078,1051,5757,0
1090,1063,5830,0
1073,1061,5877,0
1061,1063,5923,0
1065,1069,5958,0
1090,1083,5986,0
1102,1084,5985,0
1120,1083,5986,0
1155,1079,5983,0
1238,1083,5986,0
1358,1086,5960,0
1532,1104,5923,0
1747,1140,5872,0
2004,1206,5830,0
2274,1295,5778,0
2564,1410,5736,0
2857,1540,5687,0
3153,1676,5643,0
3443,1801,5580,0
3743,1921,5518,0
4045,2034,5439,0
4332,2146,5362,0
4587,2254,5275,0
4833,2371,5206,0
5088,2499,5131,0
5334,2636,5050,0
5525,2761,4939,0
5629,2861,4832,0
5648,2918,4730,0
5629,2922,4645,0
5624,2852,4540,0
5629,2698,4427,0
5525,2459,4296,0
5157,2166,4178,0
4491,1863,4059,0
3684,1594,3959,0
2943,1377,3859,0
2358,1206,3772,0
1873,1056,3684,0
1415,920,3616,0
958,800,3549,0
530,715,3492,0
146,657,3430,0
-177,613,3398,0
-430,574,3378,0
-589,552,3367,0
-664,541,3332,0
-678,531,3305,0
-685,507,3290,0
-707,490,3305,0
-752,487,3308,0
-796,490,3305,0
-841,475,3292,0
-884,450,3305,0
-934,425,3320,0
-973,409,3336,0
-995,390,3331,0
-1002,368,3336,0
-1020,346,3347,0
-1061,327,3367,0
-1113,302,3368,0
-1149,266,3367,0
-1173,217,3362,0
-1208,163,3367,0
-1266,110,3363,0
-1326,61,3367,0
-1370,17,3366,0
-1415,-20,3367,0
-1482,-58,3350,0
-1562,-102,3336,0
-1616,-156,3327,-1
-1621,-204,3336,0
-1594,-242,3337,6
-1562,-266,3336,19
-1520,-282,3328,37
-1444,-286,3336,58
-1330,-280,3339,79
-1208,-266,3336,97
-1095,-245,3314,114
-973,-204,3305,135
-819,-141,3302,158
-648,-61,3305,174
-490,18,3286,181
-354,102,3273,193
-232,198,3267,213
-118,307,3273,232
-6,418,3261,241
118,531,3242,251
264,645,3219,270
413,756,3211,290
534,854,3195,301
619,940,3180,309
691,1021,3156,320
766,1104,3149,329
837,1181,3143,329
884,1247,3149,329
911,1293,3145,336
943,1328,3149,348
991,1360,3153,352
1031,1390,3180,348
1034,1407,3207,339
1002,1410,3242,329
972,1405,3276,317
973,1410,3336,309
999,1422,3408,302
1031,1430,3492,290
1052,1423,3563,269
1061,1410,3648,251
1053,1403,3737,241
1031,1410,3835,232
1015,1420,3913,215
1031,1430,3990,193
1069,1434,4064,174
1090,1430,4146,155
1068,1418,4213,128
1031,1410,4271,97
1009,1407,4307,66
1002,1410,4333,39
988,1402,4345,15
973,1390,4365,0
967,1380,4374,-3
973,1390,4365,0
972,1404,4318,1
973,1410,4271,0
990,1399,4225,-1
1031,1390,4178,0
1071,1387,4101,0
1090,1390,4022,0
1088,1380,3942,0
1090,1369,3866,0
1104,1364,3769,0
1120,1369,3679,0
1115,1370,3596,0
1090,1369,3523,0
1057,1366,3428,0
1031,1369,3336,0
1020,1369,3248,0
1031,1369,3180,0
1050,1367,3109,0
1061,1369,3055,0
1049,1368,3005,0
1031,1369,2962,0
1016,1368,2905,0
1002,1369,2868,0
973,1368,2846,0
943,1369,2837,0
936,1368,2815,0
973,1369,2806,0
1033,1368,2804,0
1090,1369,2806,0
1109,1368,2785,0
1090,1369,2775,0
1053,1368,2781,0
1031,1369,2806,0
1028,1368,2810,0
1031,1369,2806,0
1028,1368,2798,0
1031,1369,2806,0
1044,1368,2807,0
1061,1369,2806,0
1064,1367,2798,0
1061,1369,2806,0
1066,1369,2818,0
1090,1369,2837,0
1121,1366,2841,0
1149,1369,2837,0
1167,1376,2818,0
1179,1390,2806,0
1174,1400,2798,0
1149,1410,2806,0
1111,1412,2808,0
1090,1410,2806,0
1096,1399,2787,0
1120,1390,2775,0
1138,1385,2768,0
1149,1390,2775,0
1160,1392,2775,0
1179,1390,2775,0
1195,1378,2761,0
1208,1369,2743,0
1212,1359,2719,0
1208,1349,2712,0
1194,1334,2712,0
1179,1328,2712,0
1164,1328,2694,0
1149,1328,2681,0
1123,1318,2676,0
1090,1308,2681,0
1057,1303,2667,0
1031,1308,2650,0
1003,1308,2638,0
973,1308,2650,0
937,1306,2656,0
914,1308,2650,0
905,1308,2627,0
914,1308,2619,0
918,1307,2618,0
914,1308,2619,0
904,1308,2601,0
914,1308,2588,0
932,1308,2582,0
943,1308,2588,0
929,1307,2576,0
914,1308,2556,0
908,1314,2533,0
914,1328,2525,0
911,1354,2512,0
914,1390,2494,0
930,1425,2469,0
973,1430,2463,0
1032,1361,2463,0
1120,1185,2463,0
1238,907,2444,0
1385,572,2432,0
1539,216,2428,0
1680,-143,2432,0
1767,-514,2417,0
1768,-879,2401,0
1681,-1212,2390,0
1562,-1471,2401,0
1471,-1642,2405,0
1444,-1717,2401,0
1463,-1711,2380,0
1503,-1635,2369,0
1537,-1507,2364,0
1562,-1328,2369,0
1575,-1117,2368,0
1591,-879,2369,0
1609,-636,2367,0
1621,-388,2369,0
1606,-139,2366,0
1562,123,2369,0
1500,376,2370,0
1444,613,2369,0
1390,821,2353,0
1326,1022,2338,0
1246,1224,2329,0
1179,1430,2338,0
1136,1617,2343,0
1120,1778,2338,0
1112,1916,2318,0
1120,2044,2307,0
1144,2156,2302,0
1179,2248,2307,0
1207,2315,2305,0
1238,2371,2307,0
1269,2416,2307,0
1297,2452,2307,0
1303,2479,2292,0
1297,2514,2276,0
1282,2555,2266,0
1267,2595,2276,0
1246,2622,2282,0
1238,2657,2276,0
1245,2703,2253,0
1267,2759,2245,0
1284,2800,2245,0
1297,2841,2245,0
1300,2885,2226,0
1297,2943,2213,0
1288,2998,2211,0
1297,3065,2213,0
1322,3136,2198,0
1356,3208,2182,0
1381,3268,2175,0
1415,3331,2182,0
1458,3389,2181,0
1503,3433,2182,0
1526,3440,2181,0
1532,3433,2182,0
1522,3427,2166,0
1503,3433,2151,0
1486,3434,2142,0
1503,3433,2151,0
1556,3427,2154,0
1621,3413,2151,0
1668,3361,2132,0
1709,3270,2120,0
1754,3146,2110,0
1798,3024,2120,0
1819,2904,2130,0
1827,2779,2151,0
1829,2630,2163,-1
1827,2473,2182,0
1804,2314,2200,0
1768,2166,2245,0
1733,2018,2306,-1
1709,1880,2401,0
1676,1749,2508,1
1621,1635,2650,0
1544,1525,2807,-4
1473,1430,2993,0
1411,1348,3192,21
1356,1287,3429,58
1292,1232,3677,98
1238,1185,3928,135
1199,1138,4156,171
1179,1104,4396,213
1142,1075,4634,254
1090,1063,4863,290
1039,1050,5053,317
1031,1042,5237,348
1054,1027,5415,386
1090,1022,5580,425
1112,1018,5698,456
1149,1022,5799,483
1192,1019,5892,511
1238,1022,5986,541
1259,1021,6042,569
1297,1022,6079,599
1371,1015,6105,629
1503,1022,6142,657
1668,1046,6161,677
1886,1104,6173,696
2153,1188,6160,715
2475,1308,6142,734
2821,1453,6106,750
3183,1614,6079,773
3549,1772,6046,803
3919,1921,6017,831
4263,2057,5967,844
4568,2187,5923,850
4864,2315,5872,863
5187,2452,5830,889
5476,2591,5776,912
5629,2718,5736,928
5642,2815,5689,935
5629,2881,5643,947
5642,2911,5566,965
5629,2902,5487,986
5589,2846,5401,998
5629,2738,5331,1005
5727,2563,5251,1010
5629,2309,5175,1024
5125,1994,5081,1037
4332,1676,4988,1044
3531,1401,4876,1040
2859,1185,4770,1044
2256,1007,4655,1053
1680,858,4552,1063
1154,738,4437,1062
707,654,4333,1063
329,593,4229,1070
29,552,4146,1082
-184,523,4063,1084
-324,511,3990,1082
-437,502,3906,1080
-530,490,3835,1082
-603,469,3762,1081
-648,450,3710,1082
-699,435,3656,1084
-766,429,3616,1082
-849,421,3575,1071
-914,409,3554,1063
-961,389,3533,1061
-1002,368,3523,1063
-1060,346,3502,1055
-1120,327,3492,1044
-1176,308,3481,1032
-1238,286,3492,1024
-1321,258,3503,1013
-1415,225,3523,1005
-1503,187,3525,997
-1591,143,3523,986
-1684,92,3512,965
-1768,41,3523,947
-1825,-10,3537,935
-1857,-61,3554,928
-1876,-115,3552,911
-1886,-163,3554,889
-1886,-207,3553,867
-1886,-245,3554,850
-1890,-282,3536,832
-1886,-307,3523,812
-1857,-320,3515,784
-1798,-327,3523,754
-1710,-335,3512,722
-1591,-327,3492,696
-1440,-296,3464,670
-1267,-245,3460,638
-1098,-189,3461,592
-943,-123,3460,541
-789,-41,3440,497
-619,61,3429,464
-437,171,3424,430
-265,286,3429,386
-106,405,3416,335
59,531,3398,290
241,651,3375,251
413,756,3367,213
539,848,3350,170
619,940,3336,135
687,1029,3314,109
766,1104,3305,77
849,1157,3289,34
914,1206,3273,0
967,1258,3248,-9
1031,1308,3242,0
1103,1337,3239,4
1149,1349,3242,0
1163,1356,3232,-3
1179,1369,3242,0
1221,1381,3266,1
1267,1390,3305,0
1287,1391,3330,-1
1297,1390,3367,0
1329,1387,3418,0
1385,1390,3492,0
1430,1391,3555,-1
1444,1390,3616,0
1425,1378,3672,0
1385,1369,3741,0
1333,1365,3804,0
1297,1369,3866,0
1287,1369,3911,0
1297,1369,3959,0
1300,1367,4002,0
1297,1369,4053,0
1291,1369,4090,0
1297,1369,4115,0
1300,1367,4115,0
1297,1369,4115,0
1290,1370,4113,0
1297,1369,4115,0
1305,1359,4094,0
1297,1349,4053,0
1263,1341,3988,0
1238,1349,3928,0
1240,1360,3865,0
1267,1369,3803,0
1295,1368,3724,0
1326,1369,3648,0
1350,1370,3566,0
1356,1369,3492,0
1329,1357,3408,0
1297,1349,3336,0
1276,1346,3267,0
1267,1349,3211,0
1251,1345,3145,0
1238,1349,3086,0
1234,1358,3029,0
1238,1369,2993,0
1228,1369,2957,0
1208,1369,2930,0
1187,1371,2895,0
1179,1369,2868,0
1175,1355,2843,0
1179,1349,2837,0
1188,1355,2833,0
1208,1369,2837,0
1227,1370,2831,0
1238,1369,2837,0
1228,1369,2846,0
1208,1369,2868,0
1187,1358,2874,-1
1179,1349,2868,0
1177,1346,2846,1
1179,1349,2837,0
1176,1345,2832,-2
1179,1349,2837,0
1188,1358,2840,13
1208,1369,2868,39
1225,1368,2911,69
1238,1369,2962,97
1239,1378,2985,122
1238,1390,2993,155
1226,1389,2990,194
1208,1390,2993,232
1186,1396,2981,262
1179,1410,2962,290
1188,1413,2937,320
1208,1410,2930,348
1224,1406,2929,368
1238,1410,2930,386
1242,1410,2915,412
1238,1410,2899,444
1228,1408,2880,475
1238,1410,2868,502
1267,1410,2850,524
1297,1410,2837,541
1303,1402,2819,557
1297,1390,2806,580
1293,1374,2786,609
1297,1369,2775,638
1296,1369,2760,658
1297,1369,2743,676
1298,1359,2718,696
1297,1349,2712,715
1274,1343,2723,725
1238,1349,2743,734
1200,1351,2746,749
1179,1349,2743,773
1164,1337,2732,794
1149,1328,2712,812
1130,1324,2666,828
1120,1328,2619,850
1109,1331,2578,871
1090,1328,2556,889
1056,1318,2534,904
1031,1308,2525,928
1024,1304,2522,956
1031,1308,2525,986
1031,1317,2512,1006
1031,1328,2494,1024
1039,1334,2472,1047
1061,1328,2463,1082
1078,1321,2457,1115
1090,1328,2463,1140
1100,1349,2465,1156
1120,1369,2463,1179
1138,1397,2445,1207
1149,1451,2432,1237
1153,1498,2424,1256
1179,1451,2432,1275
1243,1251,2432,1299
1356,940,2432,1333
1498,593,2426,1365
1650,245,2432,1391
1771,-123,2434,1414
1827,-511,2432,1449
1789,-893,2413,1489
1680,-1226,2401,1527
1546,-1494,2394,1553
1444,-1676,2401,1585
1393,-1771,2400,1621
1385,-1778,2401,1662
1395,-1723,2397,1691
1415,-1614,2401,1720
1440,-1465,2399,1747
1473,-1267,2401,1778
1496,-1040,2397,1803
1503,-797,2401,1836
1507,-556,2398,1872
1532,-307,2401,1913
1563,-53,2398,1942
1562,204,2401,1971
1510,444,2398,1998
1444,674,2401,2029
1393,892,2398,2054
1356,1104,2401,2087
1300,1300,2398,2124
1238,1492,2401,2164
1190,1680,2398,2193
1179,1860,2401,2222
1187,2016,2399,2250
1208,2146,2401,2280
1235,2248,2397,2299
1267,2330,2401,2319
1288,2388,2400,2341
1297,2432,2401,2377
1294,2470,2395,2407
1297,2514,2401,2435
1298,2556,2404,2452
1297,2595,2401,2474
1289,2624,2380,2491
1297,2657,2369,2512
