II,III,PLETH,ABP
3510,5711,9020,4021
3449,5700,9057,4015
3381,5682,9079,4000
3336,5700,9128,3979
3310,5705,9163,3938
3336,5700,9199,3908
3387,5682,9195,3883
3449,5700,9199,3873
3479,5712,9190,3851
3505,5700,9199,3837
3529,5640,9188,3816
3562,5603,9199,3801
3566,5591,9197,3766
3562,5603,9199,3730
3564,5592,9159,3696
3618,5603,9128,3695
3698,5640,9085,3695
3788,5700,9057,3695
3864,5709,9008,3670
3957,5700,8987,3659
4049,5712,8953,3652
4127,5797,8916,3659
4173,5871,8832,3651
4240,5893,8774,3659
4327,5863,8730,3680
4410,5893,8703,3730
4443,5986,8629,3775
4466,6086,8562,3837
4495,6099,8505,3908
4523,6086,8491,4015
4502,6106,8454,4127
4466,6183,8420,4263
4447,6215,8372,4407
4466,6183,8350,4583
4475,6110,8308,4759
4466,6086,8279,4938
4435,6088,8233,5095
4410,6086,8208,5258
4378,6034,8165,5414
4353,5990,8137,5578
4319,5971,8093,5721
4297,5990,8067,5862
4281,5990,8023,5977
4297,5990,7996,6075
4306,5980,7953,6142
4297,5990,7925,6217
4257,5985,7881,6291
4240,5990,7854,6359
4241,5985,7812,6384
4240,5990,7784,6395
4189,5980,7738,6403
4127,5990,7713,6431
4080,5993,7673,6439
4071,5990,7642,6431
4048,5939,7591,6393
4014,5893,7571,6359
3970,5869,7561,6319
3957,5893,7571,6288
3954,5902,7541,6239
3957,5893,7501,6182
3948,5867,7445,6104
3957,5893,7430,6040
3978,5944,7422,5969
4014,5990,7430,5898
4037,5984,7399,5792
4071,5990,7359,5684
4101,6024,7304,5569
4127,6086,7288,5471
4109,6104,7281,5362
4071,6086,7288,5258
4027,6035,7256,5134
4014,5990,7218,5009
3995,5930,7166,4872
3957,5893,7147,4761
3890,5874,7114,4662
3844,5893,7076,4583
3828,5898,7018,4489
3844,5893,7005,4405
3847,5874,7006,4322
3844,5893,7005,4263
3834,5906,6958,4202
3844,5893,6934,4157
3845,5828,6928,4111
3844,5797,6934,4086
3813,5791,6893,4059
3788,5797,6864,4050
3768,5744,6852,4031
3788,5700,6864,4015
3800,5683,6829,3986
3788,5700,6793,3979
3745,5695,6770,3977
3731,5700,6793,3979
3740,5706,6794,3957
3731,5700,6793,3944
3683,5664,6776,3935
3675,5700,6793,3944
3763,5845,6814,3939
3957,6086,6864,3944
4246,6368,6898,3943
4692,6763,6934,3944
5311,7286,6950,3921
6049,7922,7005,3908
6792,8600,7071,3901
7463,9275,7147,3908
7903,9675,7178,3903
7915,9468,7218,3908
7367,8537,7268,3909
6388,7246,7359,3908
5216,6008,7430,3885
4071,5024,7501,3873
3067,4277,7556,3868
2318,3864,7642,3873
1855,3850,7716,3853
1640,4154,7784,3837
1561,4521,7811,3828
1583,4830,7854,3837
1672,5054,7906,3825
1809,5217,7996,3801
1945,5263,8068,3771
2092,5217,8137,3766
2250,5134,8170,3765
2431,5120,8208,3766
2601,5158,8232,3747
2770,5217,8279,3730
2903,5223,8313,3708
2996,5217,8350,3695
3027,5203,8349,3673
3053,5217,8350,3659
3079,5213,8338,3640
3109,5217,8350,3624
3094,5213,8346,3599
3053,5217,8350,3588
3008,5208,8337,3574
2996,5217,8350,3553
2997,5224,8350,3509
2996,5217,8350,3482
2970,5164,8310,3474
2940,5120,8279,3482
2921,5103,8236,3467
2940,5120,8208,3446
2969,5120,8162,3422
2996,5120,8137,3411
3012,5114,8102,3390
3053,5120,8067,3375
3111,5112,7989,3354
3166,5120,7925,3340
3174,5122,7872,3314
3166,5120,7854,3304
3171,5100,7816,3299
3222,5120,7784,3304
3282,5168,7736,3288
3336,5217,7713,3269
3377,5216,7672,3241
3449,5217,7642,3233
3535,5218,7596,3225
3618,5217,7571,3233
3670,5190,7530,3231
3731,5217,7501,3233
3811,5306,7454,3222
3901,5410,7430,3233
3961,5430,7389,3255
4014,5410,7359,3304
4067,5420,7310,3357
4127,5507,7288,3446
4161,5583,7254,3564
4184,5603,7218,3730
4188,5552,7152,3912
4184,5507,7147,4121
4154,5486,7229,4338
4127,5507,7430,4583
4099,5512,7651,4827
4071,5507,7854,5080
4013,5489,7979,5312
3957,5507,8067,5542
3916,5519,8105,5754
3901,5507,8137,5969
3875,5447,8135,6156
3844,5410,8137,6324
3805,5399,8125,6451
3788,5410,8137,6573
3780,5398,8135,6680
3788,5410,8137,6786
3786,5449,8122,6861
3788,5507,8137,6928
3781,5517,8143,6978
3788,5507,8137,7035
3787,5492,8088,7071
3788,5507,8067,7106
3779,5508,8061,7121
3788,5507,8067,7141
3793,5495,8025,7142
3788,5507,7996,7141
3752,5508,7981,7121
3731,5507,7996,7106
3741,5490,7967,7071
3788,5507,7925,7035
3823,5545,7873,6976
3844,5603,7854,6928
3841,5618,7818,6872
3844,5603,7784,6821
3857,5576,7733,6747
3901,5603,7713,6679
3941,5656,7678,6603
3957,5700,7642,6537
3927,5669,7585,6448
3901,5603,7571,6359
3893,5532,7569,6252
3901,5507,7571,6146
3879,5497,7527,6018
3844,5507,7501,5898
3805,5504,7489,5767
3788,5507,7501,5649
3778,5497,7466,5517
3788,5507,7430,5400
3792,5507,7404,5283
3788,5507,7430,5187
3771,5492,7438,5077
3788,5507,7430,4974
3822,5518,7385,4867
3844,5507,7359,4796
3816,5446,7321,4736
3788,5410,7288,4690
3780,5402,7234,4628
3788,5410,7218,4583
3763,5391,7211,4541
3731,5410,7218,4512
3714,5462,7178,4468
3731,5507,7147,4441
3738,5468,7123,4417
3731,5410,7147,4405
3702,5383,7169,4379
3675,5410,7218,4370
3638,5415,7250,4365
3618,5410,7288,4370
3605,5395,7301,4349
3618,5410,7359,4334
3618,5408,7446,4325
3618,5410,7571,4334
3606,5398,7668,4321
3618,5410,7784,4299
3625,5411,7906,4268
3618,5410,8067,4263
3582,5397,8204,4261
3562,5410,8350,4263
3559,5418,8480,4244
3562,5410,8633,4228
3546,5405,8765,4205
3562,5507,8916,4192
3651,5691,9049,4170
3844,5893,9199,4157
4140,6099,9328,4137
4579,6473,9482,4121
5168,7050,9622,4095
5880,7729,9765,4086
6623,8378,9865,4082
7293,8985,9977,4086
7693,9336,10077,4068
7632,9081,10189,4050
7034,8088,10259,4027
6049,6763,10331,4015
4885,5562,10388,3992
3731,4637,10472,3979
2729,3904,10536,3961
2035,3478,10614,3944
1670,3488,10674,3904
1526,3864,10756,3873
1460,4301,10799,3846
1470,4637,10826,3837
1577,4835,10811,3817
1753,4927,10826,3801
1903,4899,10849,3780
2035,4830,10897,3766
2198,4765,10901,3742
2431,4734,10897,3730
2658,4707,10856,3714
2827,4734,10826,3695
2902,4784,10776,3654
2940,4830,10756,3624
2959,4819,10719,3600
2996,4830,10685,3588
3025,4873,10604,3564
3053,4927,10543,3553
3057,4927,10490,3548
3053,4927,10472,3553
3039,4961,10410,3536
3053,5024,10331,3517
3097,5039,10230,3495
3166,5024,10189,3482
3210,5006,10154,3458
3222,5024,10119,3446
3212,5031,10032,3440
3222,5024,9977,3446
3248,4979,9934,3432
3279,4927,9906,3411
3282,4863,9826,3383
3279,4830,9765,3375
3286,4818,9716,3371
3336,4830,9694,3375
3395,4828,9623,3360
3449,4830,9553,3340
3473,4824,9470,3311
3505,4830,9411,3304
3550,4826,9324,3302
3618,4830,9270,3304
3676,4822,9225,3283
3731,4830,9199,3269
3780,4855,9123,3258
3844,4927,9057,3269
3901,4993,9000,3268
3957,5024,8987,3269
4005,5004,8948,3259
4071,5024,8916,3269
4132,5102,8866,3277
4184,5217,8845,3304
4208,5281,8804,3338
4240,5314,8774,3411
4272,5343,8726,3503
4297,5410,8703,3624
4291,5468,8662,3748
4297,5507,8633,3908
4320,5507,8584,4099
4353,5507,8562,4334
4356,5499,8525,4567
4353,5507,8491,4796
4350,5503,8434,5003
4353,5507,8420,5223
4327,5499,8417,5435
4297,5507,8420,5649
4263,5503,8376,5831
4240,5507,8350,6004
4187,5495,8337,6151
4127,5507,8350,6288
4057,5508,8317,6396
4014,5507,8279,6502
3975,5459,8230,6592
3957,5410,8208,6679
3931,5380,8167,6735
3901,5410,8137,6786
3859,5459,8094,6820
3844,5507,8067,6857
3845,5512,8019,6873
3844,5507,7996,6892
3826,5517,7962,6894
3844,5603,7925,6892
3920,5729,7845,6868
4071,5893,7784,6857
4318,6133,7732,6840
4749,6569,7713,6821
5368,7164,7671,6768
6106,7825,7642,6715
6848,8495,7601,6656
7519,9178,7571,6608
7933,9584,7519,6536
7858,9275,7501,6466
7167,8106,7493,6388
6049,6569,7501,6324
4806,5248,7463,6238
3675,4347,7430,6146
2727,3702,7407,6035
2035,3285,7430,5933
1638,3197,7435,5810
1526,3478,7430,5684
1578,3923,7387,5545
1696,4347,7359,5436
1824,4641,7337,5329
1979,4830,7359,5223
2144,4939,7368,5088
2318,5024,7359,4974
2482,5056,7307,4874
2657,5024,7288,4796
2815,4915,7284,4700
2940,4830,7288,4619
2999,4799,7245,4551
3053,4830,7218,4512
3109,4839,7206,4457
3166,4830,7218,4405
3157,4783,7182,4354
3109,4734,7147,4334
3059,4672,7123,4314
3053,4637,7147,4299
3059,4624,7149,4271
3053,4637,7147,4263
3020,4638,7127,4259
2996,4637,7147,4263
2990,4628,7171,4244
2996,4637,7218,4228
2976,4636,7242,4214
2940,4637,7288,4228
2911,4626,7337,4233
2940,4637,7430,4228
3014,4667,7525,4201
3109,4734,7642,4192
3177,4792,7738,4190
3222,4830,7854,4192
3248,4828,7972,4171
3279,4830,8137,4157
3303,4829,8306,4149
3336,4830,8491,4157
3376,4818,8634,4142
3449,4830,8774,4121
3531,4840,8897,4094
3618,4830,9057,4086
3695,4797,9202,4068
3788,4830,9340,4050
3882,4928,9436,4021
3957,5024,9553,4015
3974,5036,9659,4012
3957,5024,9765,4015
3939,5020,9824,3994
3957,5024,9906,3979
3989,5002,10001,3968
4014,5024,10119,3979
3999,5086,10189,3979
3957,5120,10260,3979
3896,5037,10321,3968
3844,4927,10402,3979
3788,4884,10439,4000
3731,4927,10472,4050
3664,4946,10492,4108
3618,4927,10543,4192
3585,4902,10575,4275
3562,4927,10614,4370
3526,4944,10616,4462
3505,4927,10614,4583
3498,4892,10572,4708
3505,4927,10543,4832
3485,4998,10498,4930
3449,5024,10472,5045
3407,4937,10425,5167
3392,4830,10402,5294
3372,4764,10363,5384
3336,4734,10331,5471
3271,4677,10256,5557
3222,4637,10189,5649
3186,4630,10107,5708
3166,4637,10048,5756
3144,4588,9967,5791
3166,4541,9906,5827
3218,4524,9829,5832
3279,4541,9765,5827
3272,4506,9677,5806
3222,4444,9623,5791
3168,4378,9576,5756
3166,4347,9553,5720
3178,4331,9484,5667
3166,4347,9411,5613
3110,4366,9319,5540
3053,4347,9270,5471
3012,4251,9221,5386
2996,4154,9199,5294
3009,4133,9156,5179
3109,4251,9128,5080
3328,4485,9081,4987
3675,4830,9057,4903
4124,5237,9014,4793
4692,5700,8987,4690
5364,6213,8939,4589
6049,6763,8916,4512
6544,7135,8875,4431
6671,7053,8845,4370
6350,6373,8792,4310
5654,5314,8774,4263
4692,4206,8763,4201
3618,3285,8774,4157
2598,2581,8743,4125
1809,2125,8703,4121
1301,1959,8649,4105
1018,2125,8633,4086
881,2542,8602,4056
905,3092,8562,4050
1057,3600,8479,4046
1244,3961,8420,4050
1351,4098,8371,4040
1413,4058,8350,4050
1499,3907,8305,4064
1640,3768,8279,4086
1781,3708,8241,4083
1922,3768,8208,4086
2047,3847,8131,4093
2148,3864,8067,4121
2173,3774,8011,4137
2148,3671,7996,4157
2089,3576,7959,4169
2035,3478,7925,4192
1999,3346,7873,4206
2035,3285,7854,4228
2148,3387,7838,4242
2318,3671,7854,4263
2504,4018,7852,4274
2714,4347,7854,4299
2916,4619,7835,4318
3053,4830,7854,4334
3066,4908,7879,4328
2996,4830,7925,4334
2914,4651,7946,4347
2883,4541,7996,4370
2894,4554,8052,4370
2940,4637,8137,4370
2995,4663,8198,4363
3053,4637,8279,4370
3087,4607,8367,4365
3109,4637,8491,4370
3125,4708,8576,4367
3166,4830,8633,4370
3231,4975,8649,4349
3336,5120,8703,4334
3453,5203,8769,4321
3562,5217,8845,4334
3614,5143,8877,4335
3618,5024,8916,4334
3612,4912,8946,4319
3675,4927,8987,4334
3806,5083,8985,4360
3957,5314,8987,4405
4045,5467,8977,4432
4071,5507,8987,4477
4062,5458,8974,4538
4071,5410,8987,4654
4078,5362,8988,4785
4071,5314,8987,4938
4024,5247,8939,5094
3957,5217,8916,5294
3869,5210,8906,5513
3788,5217,8916,5756
3729,5201,8879,5980
3731,5217,8845,6217
3765,5261,8802,6447
3788,5314,8774,6679
3732,5291,8721,6876
3618,5217,8703,7070
3499,5134,8698,7248
3449,5120,8703,7425
3442,5150,8659,7558
3449,5217,8633,7674
3437,5295,8620,7762
3449,5410,8633,7852
3462,5491,8597,7909
3449,5507,8562,7958
3377,5463,8537,7987
3336,5507,8562,8029
3375,5666,8564,8052
3505,5893,8562,8065
3630,6059,8542,8044
3731,6183,8562,8029
3776,6258,8568,8007
3788,6280,8562,7994
3756,6196,8511,7957
3731,6086,8491,7923
3723,6010,8483,7868
3731,5990,8491,7816
3726,5975,8451,7739
3731,5990,8420,7674
3766,6054,8400,7600
3844,6183,8420,7532
3952,6339,8418,7427
4127,6569,8420,7319
4427,6918,8408,7199
4919,7439,8420,7106
5576,8081,8414,6999
6332,8792,8420,6892
7087,9428,8412,6761
7745,9854,8420,6644
8121,9891,8410,6515
8028,9468,8420,6395
7398,8571,8415,6258
6388,7342,8420,6146
5190,5954,8406,6044
3957,4637,8420,5969
2809,3514,8422,5886
1922,2705,8420,5827
1379,2300,8374,5766
1131,2415,8350,5720
1053,2978,8336,5655
1131,3768,8350,5613
1348,4490,8317,5583
1640,5024,8279,5578
1877,5339,8225,5555
2035,5507,8208,5542
2121,5592,8170,5520
2148,5700,8137,5507
2083,5790,8080,5477
1979,5797,8067,5471
1899,5707,8073,5468
1922,5700,8137,5471
2015,5805,8196,5447
2148,5893,8279,5436
2248,5770,8355,5430
2318,5507,8491,5436
2362,5235,8646,5414
2431,5024,8845,5400
2515,4817,9035,5392
2601,4637,9270,5400
2659,4508,9505,5383
2714,4444,9765,5365
2770,4440,9996,5339
2827,4541,10260,5329
2846,4658,10528,5306
2827,4637,10826,5294
2770,4402,11078,5273
2714,4154,11322,5258
2681,4066,11528,5229
2714,4154,11746,5223
2789,4282,11924,5221
2883,4444,12100,5223
2963,4636,12237,5186
3053,4830,12383,5152
3143,4945,12490,5121
3222,5024,12595,5116
3270,5082,12658,5096
3336,5120,12737,5080
3437,5105,12797,5054
3562,5120,12878,5045
3656,5177,12918,5023
3731,5217,12949,5009
3804,5165,12938,4983
3901,5120,12949,4974
4004,5169,12943,4961
4127,5314,12949,4974
4249,5436,12909,4984
4353,5507,12878,5009
4386,5494,12827,5028
4353,5410,12808,5080
4268,5273,12766,5152
4184,5217,12737,5258
4124,5303,12664,5356
4127,5507,12595,5471
4174,5689,12501,5592
4240,5797,12454,5756
4265,5792,12407,5927
4240,5700,12383,6111
4160,5537,12310,6268
4071,5410,12241,6431
4006,5368,12152,6583
4014,5410,12100,6750
4052,5430,12022,6895
4071,5410,11958,7035
4021,5370,11869,7143
3957,5410,11817,7248
3912,5531,11742,7332
3901,5700,11675,7425
3878,5801,11579,7500
3844,5797,11534,7567
3787,5668,11493,7602
3731,5507,11463,7638
3678,5390,11378,7659
3675,5410,11322,7674
3717,5512,11273,7654
3788,5603,11251,7638
3826,5582,11174,7617
3844,5507,11109,7603
3857,5451,11049,7554
3901,5507,11039,7496
3939,5663,10999,7419
3957,5893,10968,7354
3936,6038,10919,7277
3901,5990,10897,7212
3828,5769,10831,7128
3731,5603,10756,7035
3644,5598,10656,6905
3675,5700,10614,6786
3842,5787,10576,6670
4071,5893,10543,6573
4185,5991,10460,6449
4127,5990,10402,6324
3961,5830,10353,6188
3844,5700,10331,6075
3818,5739,10258,5958
3844,5893,10189,5862
3847,5953,10126,5762
3844,5893,10119,5684
3840,5779,10090,5602
3844,5700,10048,5542
3849,5658,9963,5479
3901,5700,9906,5436
3963,5777,9854,5387
3957,5797,9836,5365
3824,5668,9795,5341
3675,5507,9765,5329
3619,5436,9701,5301
3675,5507,9623,5294
3728,5591,9466,5287
3731,5603,9270,5294
3692,5485,9032,5274
3675,5314,8845,5258
3682,5178,8682,5242
3731,5217,8562,5258
3804,5421,8432,5273
3901,5700,8350,5294
3963,5875,8289,5292
3957,5893,8279,5294
3858,5768,8261,5285
3731,5603,8279,5294
3631,5430,8299,5291
3618,5314,8350,5294
3676,5287,8373,5284
3788,5410,8420,5294
3875,5586,8468,5295
3901,5700,8562,5294
3840,5659,8652,5267
3788,5603,8774,5258
3797,5663,8878,5254
3901,5893,8987,5258
4010,6117,9049,5236
4071,6183,9128,5223
4022,6005,9211,5214
3901,5700,9340,5223
3785,5442,9449,5206
3788,5410,9553,5187
3895,5600,9614,5160
4014,5893,9694,5152
4072,6101,9778,5131
4127,6183,9906,5116
4226,6187,10015,5091
4410,6280,10119,5080
4764,6574,10180,5060
5427,7149,10260,5045
6317,7911,10328,5019
7180,8695,10402,5009
7859,9261,10432,4991
8424,9468,10472,4974
8769,9208,10500,4933
8537,8502,10543,4903
7516,7424,10543,4875
6049,6183,10543,4867
4639,4958,10527,4848
3505,3961,10543,4832
2583,3352,10540,4806
1922,3285,10543,4796
1621,3693,10506,4776
1640,4347,10472,4761
1745,4933,10420,4733
1809,5314,10402,4725
1838,5446,10368,4720
1922,5410,10331,4725
2080,5289,10248,4709
2318,5217,10189,4690
2567,5180,10139,4661
2770,5120,10119,4654
2875,4987,10053,4648
2940,4927,9977,4654
3004,5016,9882,4639
3109,5217,9836,4619
3191,5334,9793,4587
3222,5314,9765,4583
3175,5176,9692,4583
3109,5024,9623,4583
3056,4886,9538,4558
3053,4830,9482,4548
3090,4879,9406,4543
3166,5024,9340,4548
3226,5135,9253,4526
3222,5120,9199,4512
3136,4966,9147,4504
3053,4830,9128,4512
3053,4835,9087,4495
3166,5024,9057,4477
3318,5278,9009,4461
3449,5507,8987,4477
3519,5639,8946,4482
3562,5700,8916,4477
3587,5677,8863,4447
3618,5603,8845,4441
3626,5489,8832,4438
3618,5410,8845,4441
3598,5376,8815,4417
3618,5410,8774,4405
3683,5484,8714,4397
3788,5603,8703,4405
3881,5689,8700,4395
3957,5700,8703,4405
4012,5632,8662,4426
4071,5603,8633,4477
4110,5643,8592,4516
4127,5700,8562,4583
4114,5669,8506,4677
4127,5603,8491,4832
4187,5593,8488,5007
4297,5700,8491,5223
4398,5825,8444,5452
4466,5893,8420,5720
4477,5860,8412,5992
4466,5797,8420,6288
4451,5730,8378,6572
4466,5700,8350,6857
4479,5682,8337,7108
4466,5700,8350,7354
4393,5713,8313,7572
4297,5700,8279,7781
4200,5590,8256,7947
4127,5410,8279,8100
4028,5190,8278,8216
3901,5024,8279,8314
3788,4926,8266,8359
3788,4927,8279,8385
3873,4993,8272,8379
3957,5120,8279,8385
3961,5231,8269,8378
3957,5314,8279,8385
3994,5374,8270,8377
4071,5507,8279,8385
4125,5696,8272,8379
4184,5893,8279,8385
4232,6009,8267,8375
4240,6086,8279,8385
4156,6138,8276,8381
4071,6183,8279,8385
4036,6173,8258,8371
4071,6183,8279,8385
4091,6241,8309,8391
4127,6376,8350,8385
4191,6495,8342,8318
4297,6569,8350,8242
4358,6577,8369,8160
4353,6569,8420,8100
4322,6558,8427,8013
4353,6569,8420,7923
4424,6574,8398,7821
4466,6569,8420,7745
4463,6544,8447,7647
4523,6569,8491,7532
4681,6687,8496,7380
4919,6956,8491,7248
5270,7357,8467,7118
5880,7922,8491,6999
6701,8636,8525,6850
7519,9468,8562,6715
8203,10193,8551,6580
8819,10530,8562,6466
9196,10219,8585,6331
8876,9275,8633,6217
7632,7885,8634,6112
5936,6376,8633,6040
4457,4996,8619,5958
3449,3961,8633,5898
2716,3347,8625,5836
2148,3188,8633,5791
1795,3394,8625,5727
1696,3864,8633,5684
1728,4414,8616,5651
1809,4927,8633,5649
1907,5337,8654,5630
2035,5700,8703,5613
2140,5993,8726,5584
2205,6183,8774,5578
2212,6215,8827,5569
2205,6183,8916,5578
2188,6155,8977,5574
2205,6183,9057,5578
2254,6190,9137,5560
2374,6183,9270,5542
2517,6139,9402,5512
2657,6086,9553,5507
2743,5968,9660,5503
2827,5797,9765,5507
2929,5584,9847,5486
3053,5410,9977,5471
3148,5286,10112,5449
3222,5217,10260,5436
3280,5156,10360,5398
3336,5120,10472,5365
3367,5127,10591,5333
3392,5217,10756,5329
3414,5328,10878,5315
3449,5410,10968,5294
3474,5417,11013,5249
3505,5410,11109,5223
3530,5403,11216,5200
3562,5410,11322,5187
3584,5398,11354,5149
3618,5410,11392,5116
3662,5444,11443,5076
3731,5507,11534,5045
3808,5550,11578,5000
3901,5603,11605,4974
3989,5658,11595,4951
4071,5700,11605,4938
4111,5642,11593,4900
4127,5507,11605,4867
4149,5385,11599,4828
4240,5410,11605,4796
4366,5526,11565,4749
4466,5603,11534,4725
4482,5532,11483,4706
4466,5410,11463,4690
4455,5326,11418,4644
4466,5314,11392,4619
4478,5302,11323,4610
4523,5314,11251,4619
4570,5349,11134,4596
4579,5410,11039,4583
4517,5423,10915,4585
4466,5410,10756,4619
4460,5392,10512,4644
4466,5410,10260,4690
4414,5412,10041,4748
4353,5410,9906,4832
4329,5418,9822,4897
4353,5507,9836,4974
4374,5646,9996,5062
4410,5797,10402,5187
4449,5873,11030,5299
4466,5893,11817,5400
4416,5878,12601,5478
4353,5893,13303,5578
4309,5924,13844,5682
4297,5990,14152,5791
4281,6069,13968,5866
4297,6183,13020,5933
4331,6287,11185,5984
4353,6376,8774,6040
4306,6425,6334,6075
4240,6473,4387,6111
4194,6489,3057,6130
4184,6473,2194,6146
4157,6410,1550,6132
4127,6376,1061,6111
4109,6371,711,6074
4127,6376,495,6040
4136,6331,332,5986
4127,6280,212,5933
4092,6227,120,5863
4071,6183,71,5791
4044,6117,23,5699
4014,6086,0,5613
3968,6081,-15,5521
3957,6086,0,5436
3979,6063,-3,5328
4014,6086,0,5223
4002,6145,-9,5108
3957,6183,0,5009
3893,6106,-3,4899
3844,5990,0,4796
3786,5905,-2,4692
3731,5893,0,4619
3682,5886,-1,4546
3675,5893,0,4477
3693,5892,-1,4391
3731,5893,0,4334
3757,5873,0,4293
3788,5893,0,4263
3813,5940,0,4205
3844,5990,0,4157
3865,5985,0,4124
3901,5990,0,4121
3931,6023,0,4104
3957,6086,0,4086
3954,6097,0,4060
3957,6086,0,4050
3954,6067,0,4030
3957,6086,0,4015
3944,6092,0,3990
3957,6086,0,3979
3972,6043,0,3969
3957,5990,0,3979
