II,V,ABP
-387,-135,8027
-346,-119,8027
-324,-90,8046
-295,-44,8042
-243,21,8053
-164,97,8045
-80,177,8051
-12,255,8042
20,327,8043
12,390,8030
-28,438,8027
-88,463,8013
-154,456,8012
-215,417,7999
-263,358,7998
-295,301,7981
-319,266,7977
-342,256,7955
-368,262,7956
-388,257,7941
-384,225,7959
-349,160,7955
-287,69,7984
-234,-39,7980
-222,-171,8008
-274,-316,7994
-382,-487,8017
-504,-638,7996
-608,-766,8020
-653,-831,7998
-656,-851,8026
-618,-841,8007
-569,-817,8036
-512,-779,8016
-453,-704,8039
-385,-580,8018
-308,-403,8032
-211,-200,8007
-84,-1,8013
88,161,7987
294,258,7991
502,237,7968
645,35,7971
648,-405,7951
451,-1064,7945
52,-1824,7913
-491,-2485,7883
-1065,-2847,7826
-1534,-2795,7772
-1798,-2357,7704
-1821,-1689,7651
-1643,-988,7597
-1364,-410,7565
-1088,-26,7533
-895,181,7520
-801,266,7504
-777,287,7506
-772,280,7497
-741,261,7503
-671,230,7491
-580,192,7489
-496,139,7457
-444,77,7437
-428,4,7385
-435,-70,7351
-437,-146,7279
-409,-211,7227
-350,-255,7133
-278,-265,7067
-209,-211,6959
-190,-99,6891
-198,73,6784
-246,268,6723
-284,439,6618
-308,554,6559
-305,600,6460
-276,600,6405
-230,587,6319
-180,597,6279
-142,637,6215
-135,697,6193
-158,758,6148
-193,817,6137
-203,878,6108
-174,947,6112
-135,1018,6111
-168,1075,6149
-356,1102,6197
-720,1095,6289
-1166,1062,6392
-1512,1010,6530
-1585,941,6670
-1315,843,6825
-782,722,6965
-168,597,7109
341,506,7235
635,480,7374
717,523,7502
659,596,7652
552,645,7789
455,629,7940
383,548,8058
307,443,8179
201,368,8255
54,364,8338
-104,427,8382
-236,511,8456
-302,558,8501
-293,532,8585
-230,431,8631
-164,301,8707
-137,179,8725
-175,95,8773
-246,34,8764
-335,-26,8799
-398,-110,8789
-433,-201,8829
-456,-268,8827
-489,-271,8865
-551,-204,8857
-633,-93,8880
-714,-1,8860
-759,32,8870
-754,-10,8847
-704,-95,8853
-637,-173,8832
-575,-199,8834
-528,-162,8811
-491,-81,8803
-449,11,8771
-406,98,8751
-376,178,8716
-376,261,8693
-414,347,8658
-478,423,8634
-543,471,8600
-583,484,8576
-574,473,8539
-511,454,8514
-401,433,8476
-274,398,8454
-167,337,8414
-124,250,8395
-163,164,8356
-274,117,8344
-413,131,8308
-535,190,8305
-603,256,8277
-617,282,8289
-594,253,8265
-567,183,8284
-555,100,8264
-565,37,8292
-583,4,8272
-601,9,8304
-606,45,8286
-600,103,8323
-581,161,8307
-568,204,8342
-560,210,8331
-570,184,8365
-580,134,8355
-582,84,8384
-559,38,8376
-516,-4,8401
-466,-51,8392
-432,-94,8410
-421,-109,8404
-431,-70,8420
-443,26,8415
-451,154,8429
-457,261,8427
-478,309,8439
-533,289,8435
-628,238,8443
-751,212,8438
-874,249,8445
-973,352,8441
-1029,484,8451
-1045,593,8452
-1029,642,8469
-1001,632,8470
-975,579,8485
-954,536,8481
-945,503,8495
-925,495,8485
-899,479,8498
-850,448,8484
-794,406,8501
-737,374,8486
-699,386,8509
-680,435,8494
-673,511,8520
-650,568,8501
-585,597,8528
-448,602,8504
-244,611,8529
9,616,8503
249,569,8530
416,372,8507
432,-45,8534
263,-693,8516
-101,-1460,8543
-595,-2167,8526
-1124,-2610,8546
-1559,-2661,8530
-1807,-2295,8547
-1819,-1609,8534
-1634,-765,8551
-1334,46,8545
-1023,675,8564
-775,1039,8562
-620,1145,8577
-544,1072,8574
-518,938,8584
-509,844,8580
-510,839,8589
-515,898,8588
-534,964,8599
-565,973,8597
-602,913,8605
-634,802,8600
-647,708,8608
-643,659,8600
-621,678,8608
-596,734,8597
-575,788,8606
-557,813,8589
-537,801,8597
-501,766,8577
-454,736,8588
-404,719,8564
-373,734,8578
-374,757,8555
-403,802,8575
-440,851,8551
-457,922,8573
-433,1005,8547
-372,1109,8570
-285,1217,8538
-193,1336,8559
-104,1447,8530
-23,1560,8552
58,1653,8528
133,1720,8548
199,1743,8529
242,1732,8548
266,1705,8530
270,1697,8545
273,1722,8528
284,1780,8536
312,1841,8519
345,1872,8524
371,1847,8510
370,1778,8516
334,1688,8507
265,1609,8514
178,1553,8507
87,1515,8513
7,1474,8507
-67,1410,8514
-142,1311,8510
-227,1184,8520
-320,1046,8519
-412,922,8532
-487,826,8527
-538,770,8539
-565,737,8531
-584,717,8543
-608,691,8531
-647,665,8544
-690,653,8527
-729,681,8541
-747,746,8518
-741,838,8531
-714,911,8505
-683,945,8522
-659,919,8492
-649,860,8512
-650,786,8483
-657,741,8508
-662,726,8480
-666,755,8505
-670,803,8481
-681,867,8504
-697,922,8482
-718,964,8502
-733,971,8483
-741,945,8501
-735,880,8484
-727,788,8499
-722,678,8484
-730,572,8496
-748,491,8484
-771,459,8495
-782,484,8487
-770,565,8499
-732,676,8496
-676,778,8507
-611,846,8504
-557,860,8512
-516,844,8507
-499,816,8514
-493,802,8507
-499,823,8514
-508,870,8507
-521,938,8515
-544,993,8507
-588,1031,8518
-650,1041,8508
-719,1054,8519
-755,1097,8505
-710,1202,8516
-548,1341,8495
-278,1440,8507
35,1372,8486
271,1041,8504
319,419,8482
101,-391,8503
-356,-1208,8478
-944,-1802,8499
-1493,-2024,8469
-1864,-1824,8490
-1983,-1295,8460
-1881,-591,8483
-1645,101,8458
-1392,654,8480
-1188,996,8459
-1055,1148,8479
-962,1157,8460
-877,1101,8478
-782,1027,8464
-688,978,8482
-613,957,8473
-579,966,8490
-572,990,8484
-578,1024,8500
-570,1040,8499
-540,1041,8515
-505,1007,8516
-476,961,8529
-478,918,8527
-506,897,8536
-549,909,8531
-589,938,8536
-607,974,8527
-602,1006,8531
-573,1042,8519
-530,1093,8522
-485,1154,8510
-454,1209,8519
-447,1220,8507
-468,1176,8520
-500,1076,8507
-521,968,8523
-502,893,8510
-429,896,8532
-305,969,8523
-157,1096,8557
-9,1235,8551
113,1374,8590
212,1503,8579
289,1633,8613
363,1747,8593
424,1832,8623
471,1849,8599
481,1799,8628
456,1691,8609
391,1578,8636
311,1493,8618
231,1469,8640
172,1491,8623
133,1536,8638
110,1559,8618
90,1545,8623
66,1479,8597
28,1370,8595
-21,1229,8569
-89,1085,8563
-179,969,8539
-299,907,8531
-441,900,8510
-594,934,8505
-731,972,8490
-830,979,8491
-879,940,8481
-883,874,8482
-869,811,8470
-856,788,8468
-861,811,8450
-884,873,8446
-914,942,8426
-937,994,8425
-941,1010,8403
-928,999,8405
-903,978,8383
-876,978,8392
-850,1009,8374
-834,1078,8392
-830,1151,8375
-841,1203,8396
-854,1204,8371
-857,1162,8388
-822,1094,8357
-746,1041,8375
-632,1014,8345
-523,1024,8367
-447,1047,8339
-444,1076,8358
-496,1085,8328
-584,1075,8341
-656,1032,8312
-695,971,8323
-689,902,8302
-660,856,8316
-621,842,8300
-591,867,8311
-568,903,8294
-555,922,8296
-552,900,8273
-567,850,8267
-604,795,8244
-664,768,8239
-740,769,8221
-821,795,8219
-891,818,8209
-943,827,8213
-965,820,8207
-965,813,8212
-952,818,8206
-941,838,8214
-939,861,8207
-942,876,8216
-937,872,8207
-913,855,8217
-864,832,8204
-805,821,8214
-751,825,8199
-721,846,8213
-712,868,8198
-725,890,8217
-742,904,8199
-762,922,8218
-775,944,8193
-787,981,8210
-794,1009,8180
-805,1016,8198
-807,972,8165
-814,894,8181
-809,797,8146
-798,730,8158
-766,709,8126
-726,741,8140
-677,788,8116
-642,823,8131
-627,815,8114
-647,779,8129
-690,731,8115
-749,701,8126
-798,698,8111
-824,725,8117
-814,770,8103
-781,828,8106
-751,889,8094
-755,948,8098
-805,996,8091
-884,1034,8097
-954,1061,8094
-976,1089,8104
-937,1128,8106
-863,1172,8120
-786,1223,8123
-748,1256,8137
-737,1266,8135
-749,1232,8146
-749,1148,8138
-743,1030,8148
-742,879,8135
-768,739,8145
-817,623,8126
-862,566,8136
-854,570,8113
-767,644,8126
-591,769,8101
-363,921,8116
-121,1039,8091
78,1055,8113
195,878,8087
179,473,8112
9,-151,8087
-338,-872,8112
-817,-1524,8088
-1348,-1905,8110
-1799,-1894,8089
-2054,-1458,8109
-2046,-720,8090
-1812,132,8107
-1456,871,8091
-1119,1360,8107
-899,1551,8097
-829,1507,8117
-866,1332,8117
-941,1136,8140
-985,977,8143
-982,872,8160
-939,806,8158
-886,764,8167
-835,732,8161
-793,716,8167
-753,714,8161
-703,744,8165
-644,801,8158
-576,889,8160
-516,987,8149
-471,1071,8151
-454,1125,8138
-473,1137,8140
-513,1124,8123
-553,1116,8125
-561,1135,8106
-514,1205,8113
-421,1301,8094
-312,1407,8107
-235,1475,8090
-228,1505,8108
-288,1488,8089
-383,1456,8110
-457,1418,8088
-473,1400,8111
-419,1388,8084
-319,1391,8105
-201,1392,8073
-97,1406,8089
-12,1423,8056
50,1454,8071
101,1485,8045
141,1520,8063
180,1550,8046
219,1591,8068
266,1646,8059
313,1726,8082
357,1813,8077
378,1889,8095
373,1920,8088
339,1893,8100
285,1814,8091
220,1720,8099
147,1650,8091
69,1637,8098
-7,1668,8091
-79,1707,8096
-137,1698,8088
-183,1613,8090
-223,1458,8079
-274,1280,8082
-343,1125,8074
-429,1032,8084
-516,1000,8083
-586,1007,8101
-625,1009,8100
-636,980,8118
-628,900,8109
-620,784,8121
-622,649,8103
-642,543,8115
-673,492,8096
-712,521,8117
-748,608,8103
-775,731,8133
-788,833,8120
-794,900,8151
-799,913,8131
-815,903,8159
-835,872,8134
-855,847,8157
-856,811,8132
-831,779,8150
-778,753,8124
-716,760,8138
-665,802,8114
-644,877,8123
-651,940,8100
-677,961,8104
-698,914,8083
-700,820,8087
-677,725,8071
-646,684,8077
-622,721,8068
-621,823,8076
-643,935,8071
-679,1005,8081
-713,1001,8079
-738,944,8090
-748,874,8088
-750,834,8096
-745,832,8091
-734,856,8098
-710,874,8091
-683,874,8099
-656,857,8091
-646,836,8101
-652,812,8092
-674,775,8104
-696,706,8092
-709,618,8106
-700,535,8091
-682,502,8108
-660,534,8090
-649,623,8108
-643,728,8083
-644,819,8096
-638,869,8062
-630,896,8073
-614,902,8039
-610,905,8059
-616,889,8033
-645,848,8057
-683,769,8033
-728,678,8049
-764,595,8020
-789,558,8029
-798,567,8004
-802,615,8014
-804,664,7993
-809,692,7996
-808,685,7970
-798,666,7963
-769,655,7933
-728,670,7922
-684,702,7897
-654,732,7891
-647,735,7874
-663,705,7873
-690,652,7865
-713,605,7873
-723,599,7874
-720,637,7889
-706,728,7892
-699,831,7905
-696,921,7900
-703,965,7907
-702,946,7895
-692,890,7900
-667,815,7886
-634,772,7896
-600,761,7884
-564,791,7897
-509,839,7880
-411,912,7891
-246,1009,7864
-24,1123,7871
224,1189,7837
424,1115,7848
505,787,7819
400,170,7843
98,-671,7824
-371,-1533,7858
-910,-2181,7845
-1410,-2400,7878
-1755,-2127,7866
-1890,-1434,7894
-1807,-531,7882
-1569,356,7905
-1259,1033,7894
-966,1428,7914
-740,1553,7904
-603,1499,7919
-536,1360,7910
-519,1212,7923
-524,1087,7918
-537,999,7930
-546,944,7926
-551,932,7935
-548,962,7929
-536,1036,7935
-519,1112,7929
-492,1170,7935
-467,1167,7929
-441,1106,7934
-426,1018,7926
-416,943,7930
-406,924,7918
-389,951,7921
-353,994,7909
-302,1014,7918
-241,987,7906
-177,951,7918
-116,943,7903
-55,1014,7915
8,1152,7894
77,1335,7906
147,1506,7884
211,1642,7902
262,1726,7880
299,1781,7902
331,1805,7879
367,1804,7904
416,1758,7879
471,1684,7904
525,1595,7880
562,1537,7901
580,1526,7878
582,1581,7894
582,1675,7870
585,1780,7882
597,1852,7863
606,1875,7875
605,1838,7860
587,1762,7871
553,1666,7860
509,1572,7871
465,1484,7863
419,1399,7875
369,1304,7872
310,1199,7882
239,1092,7877
160,1009,7881
80,961,7872
11,959,7872
-41,983,7863
-79,1012,7867
-113,1012,7860
-154,966,7867
-209,867,7860
-272,734,7869
-330,597,7860
-370,498,7871
-383,456,7860
-376,474,7873
-362,515,7860
-353,555,7875
-352,568,7859
-356,568,7877
-358,571,7858
-354,605,7878
-344,663,7857
-333,734,7880
-327,786,7857
-325,811,7880
-328,800,7853
-335,782,7874
-344,767,7845
-352,777,7862
-351,801,7838
-339,838,7855
-318,866,7835
-295,879,7852
-275,866,7837
-268,838,7851
-269,800,7837
-273,759,7848
-267,707,7837
-249,642,7846
-223,568,7837
-196,502,7844
-175,468,7837
-161,489,7843
-149,561,7837
-133,656,7842
-110,732,7837
-86,763,7842
-69,744,7837
-68,702,7843
-85,667,7837
-115,663,7844
-148,693,7837
-178,742,7846
-200,782,7837
-220,790,7848
-243,749,7837
-277,668,7852
-318,568,7840
-360,493,7859
-389,467,7847
-397,501,7870
-384,562,7855
-359,615,7877
-338,620,7857
-331,584,7880
-342,524,7856
-364,480,7880
-385,458,7856
-400,462,7880
-403,468,7857
-396,475,7878
-378,479,7858
-355,498,7878
-327,529,7859
-298,571,7874
-268,607,7857
-239,639,7868
-209,665,7852
-176,704,7862
-137,761,7852
-97,839,7862
-56,920,7854
-21,984,7859
2,1013,7848
7,997,7850
-12,941,7840
-51,867,7843
-102,800,7836
-150,756,7842
-186,739,7837
-198,741,7843
-194,746,7837
-181,745,7844
-173,746,7837
-182,746,7846
-204,771,7837
-246,806,7848
-285,853,7837
-319,895,7851
-326,915,7837
-313,917,7852
-284,879,7836
-255,813,7854
-236,706,7835
-220,584,7856
-185,464,7834
-100,404,7857
59,425,7833
287,531,7857
544,646,7833
757,666,7857
848,463,7834
752,-9,7855
453,-701,7835
-9,-1431,7853
-541,-1977,7836
-1019,-2145,7852
-1330,-1878,7837
-1412,-1260,7850
-1274,-494,7837
-990,215,7848
-665,719,7837
-391,993,7845
-218,1086,7837
-146,1086,7844
-143,1048,7837
-170,1003,7842
-198,950,7834
-212,901,7836
-210,874,7825
-194,890,7826
-168,947,7817
-133,1031,7821
-99,1101,7813
-63,1143,7821
-36,1144,7814
-8,1125,7825
20,1103,7817
50,1088,7832
81,1082,7826
108,1084,7845
129,1084,7834
147,1096,7851
166,1103,7833
202,1126,7848
256,1147,7823
335,1186,7839
421,1226,7814
504,1283,7835
566,1330,7810
607,1372,7834
636,1384,7810
671,1382,7833
727,1368,7811
805,1374,7831
892,1400,7812
967,1457,7830
1012,1524,7813
1025,1597,7828
1018,1660,7814
1009,1726,7827
1008,1793,7814
1014,1870,7824
1015,1947,7814
995,2026,7822
950,2094,7814
886,2142,7821
820,2147,7814
760,2093,7819
709,1968,7814
658,1781,7821
595,1558,7817
518,1341,7825
432,1160,7822
354,1031,7830
294,945,7822
256,900,7827
232,878,7817
208,873,7825
173,867,7814
124,859,7825
67,836,7814
12,811,7830
-34,785,7816
-71,780,7836
-104,786,7824
-140,806,7848
-184,813,7831
-228,811,7855
-265,785,7834
-283,759,7858
-281,730,7833
-260,726,7857
-235,744,7834
-212,795,7857
-199,868,7835
-195,965,7854
-198,1072,7832
-204,1193,7846
-216,1309,7825
-232,1410,7835
-250,1463,7818
-266,1452,7826
-274,1367,7811
-272,1231,7816
-260,1077,7802
-240,941,7806
-217,839,7794
-192,769,7796
-167,710,7784
-141,656,7783
-116,604,7767
-96,570,7763
-79,565,7751
-68,596,7751
-60,651,7741
-57,712,7743
-58,759,7730
-65,789,7729
-78,804,7713
-94,817,7716
-112,833,7701
-131,851,7710
-150,859,7695
-171,858,7706
-188,844,7686
-203,843,7697
-211,862,7674
-217,912,7687
-220,972,7661
-229,1024,7676
-240,1038,7649
-255,1013,7666
-268,952,7634
-279,878,7647
-285,802,7615
-284,744,7625
-278,700,7592
-262,680,7598
-244,667,7566
-226,668,7569
-218,678,7539
-226,699,7541
-244,739,7517
-271,791,7518
-292,847,7496
-305,895,7491
-306,917,7467
-298,920,7458
-289,906,7435
-282,886,7428
-277,864,7409
-260,853,7402
-210,864,7383
-103,922,7373
72,1031,7352
293,1160,7341
504,1214,7320
623,1074,7311
575,648,7291
319,-49,7283
-122,-880,7259
