II,MCL,ABP,RESP
4547,-32768,7424,2111
4658,-32768,7443,2092
4738,-32768,7440,2089
4819,-32768,7443,2092
4896,-32768,7430,2070
4947,-32768,7443,2048
4940,-32768,7436,2042
4915,-32768,7443,2048
4880,-32768,7431,2029
4819,-32768,7443,2003
4689,-32768,7435,1990
4530,-32768,7443,2003
4366,-32768,7448,2011
4208,-32768,7513,2003
4028,-32768,7600,1977
3855,-32768,7724,1959
3700,-32768,7837,1950
3566,-32768,8005,1959
3416,-32768,8214,1963
3277,-32768,8496,1959
3162,-32768,8790,1935
3084,-32768,9128,1914
2996,-32768,9489,1903
2891,-32768,9901,1914
2768,-32768,10276,1922
2666,-32768,10603,1914
2578,-32768,10851,1887
2506,-32768,11094,1869
2430,-32768,11297,1865
2377,-32768,11446,1869
2337,-32768,11492,1865
2313,-32768,11516,1869
2286,-32768,11521,1875
2281,-32768,11516,1869
2281,-32768,11445,1842
2281,-32768,11375,1825
2268,-32768,11304,1824
2281,-32768,11235,1825
2305,-32768,11099,1801
2313,-32768,10954,1780
2286,-32768,10804,1776
2281,-32768,10673,1780
2312,-32768,10496,1761
2345,-32768,10322,1736
2330,-32768,10138,1726
2313,-32768,9971,1736
2332,-32768,9758,1739
2377,-32768,9550,1736
2389,-32768,9328,1732
2377,-32768,9128,1736
2366,-32768,8901,1735
2377,-32768,8707,1736
2379,-32768,8535,1734
2377,-32768,8426,1736
2365,-32768,8328,1733
2345,-32768,8286,1736
2308,-32768,8262,1736
2281,-32768,8286,1736
2275,-32768,8302,1729
2281,-32768,8356,1736
2279,-32768,8413,1756
2281,-32768,8496,1780
2285,-32768,8537,1785
2281,-32768,8567,1780
2264,-32768,8559,1774
2281,-32768,8567,1780
2365,-32768,8557,1782
2538,-32768,8567,1780
2800,-32768,8558,1773
3148,-32768,8567,1780
3477,-32768,8557,1799
3630,-32768,8567,1825
3511,-32768,8559,1833
3180,-32768,8567,1825
2713,-32768,8556,1811
2120,-32768,8567,1825
1386,-32768,8562,1852
610,-32768,8567,1869
-70,-32768,8533,1863
-546,-32768,8496,1869
-787,-32768,8442,1892
-771,-32768,8426,1914
-558,-32768,8417,1910
-257,-32768,8426,1914
17,-32768,8395,1935
257,-32768,8356,1959
477,-32768,8299,1956
675,-32768,8286,1959
807,-32768,8279,1979
899,-32768,8286,2003
993,-32768,8250,2001
1124,-32768,8215,2003
1256,-32768,8166,2023
1381,-32768,8145,2048
1502,-32768,8127,2046
1670,-32768,8145,2048
1882,-32768,8150,2067
2120,-32768,8145,2092
2339,-32768,8098,2091
2538,-32768,8075,2092
2703,-32768,8064,2110
2827,-32768,8075,2137
2901,-32768,8040,2138
2955,-32768,8005,2137
3004,-32768,7978,2150
3052,-32768,8005,2181
3082,-32768,8016,2190
3116,-32768,8005,2181
3148,-32768,7953,2169
3180,-32768,7935,2181
3209,-32768,7929,2203
3277,-32768,7935,2226
3375,-32768,7894,2230
3469,-32768,7864,2226
3518,-32768,7847,2217
3566,-32768,7864,2226
3646,-32768,7840,2245
3759,-32768,7794,2270
3857,-32768,7732,2276
3951,-32768,7724,2270
4054,-32768,7724,2258
4176,-32768,7724,2270
4282,-32768,7678,2293
4369,-32768,7654,2315
4434,-32768,7641,2315
4497,-32768,7654,2315
4541,-32768,7619,2313
4562,-32768,7584,2315
4544,-32768,7552,2308
4497,-32768,7584,2315
4413,-32768,7616,2334
4305,-32768,7654,2359
4174,-32768,7647,2362
4048,-32768,7654,2359
3911,-32768,7663,2367
3759,-32768,7724,2404
3578,-32768,7784,2436
3405,-32768,7864,2448
3250,-32768,7938,2439
3116,-32768,8075,2448
2971,-32768,8254,2471
2827,-32768,8496,2493
2686,-32768,8751,2490
2570,-32768,9058,2493
2464,-32768,9372,2510
2377,-32768,9690,2537
2301,-32768,9945,2540
2249,-32768,10182,2537
2197,-32768,10390,2545
2152,-32768,10603,2582
2107,-32768,10761,2612
2088,-32768,10884,2626
2082,-32768,10936,2620
2088,-32768,10954,2626
2075,-32768,10917,2642
2056,-32768,10884,2671
2031,-32768,10843,2691
2024,-32768,10814,2715
2020,-32768,10727,2735
2024,-32768,10603,2760
2021,-32768,10444,2778
2024,-32768,10322,2804
2022,-32768,10192,2826
2024,-32768,10041,2849
2021,-32768,9823,2863
2024,-32768,9620,2893
2022,-32768,9432,2921
2024,-32768,9269,2938
2019,-32768,9056,2929
2024,-32768,8847,2938
2025,-32768,8646,2973
2024,-32768,8496,3027
2007,-32768,8339,3055
1992,-32768,8215,3071
1984,-32768,8110,3085
1992,-32768,8075,3116
1998,-32768,8055,3138
1992,-32768,8075,3160
1971,-32768,8093,3177
1960,-32768,8145,3205
1967,-32768,8179,3226
1992,-32768,8215,3249
2024,-32768,8212,3266
2088,-32768,8215,3294
2207,-32768,8203,3315
2409,-32768,8215,3338
2695,-32768,8209,3353
3020,-32768,8215,3383
3238,-32768,8204,3421
3212,-32768,8215,3472
2935,-32768,8209,3500
2538,-32768,8215,3516
2073,-32768,8204,3525
1478,-32768,8215,3561
739,-32768,8214,3606
32,-32768,8215,3650
-485,-32768,8177,3668
-803,-32768,8145,3694
-982,-32768,8120,3731
-964,-32768,8145,3783
-720,-32768,8155,3812
-353,-32768,8145,3828
-39,-32768,8092,3836
193,-32768,8075,3873
382,-32768,8072,3916
546,-32768,8075,3962
652,-32768,8030,3983
739,-32768,8005,4006
842,-32768,7995,4024
964,-32768,8005,4051
1066,-32768,7966,4068
1189,-32768,7935,4095
1357,2022,7915,4116
1574,2006,7935,4140
1795,2001,7931,4151
2024,2006,7935,4184
2248,1984,7928,4226
2441,1963,7935,4273
2572,1970,7899,4294
2666,2006,7864,4318
2750,2022,7837,4338
2827,2006,7864,4362
2869,1974,7876,4360
2891,1963,7864,4362
2913,1952,7810,4372
2955,1921,7794,4407
3000,1866,7792,4430
3052,1835,7794,4451
3107,1834,7748,4464
3180,1835,7724,4496
3257,1798,7716,4521
3341,1750,7724,4540
3427,1719,7684,4535
3534,1707,7654,4540
3646,1674,7640,4552
3759,1622,7654,4585
3854,1567,7621,4607
3951,1536,7584,4629
4048,1513,7557,4631
4144,1494,7584,4629
4223,1468,7593,4616
4305,1451,7584,4629
4387,1440,7535,4649
4465,1451,7513,4674
4502,1480,7499,4670
4497,1536,7513,4674
4437,1610,7507,4686
4337,1707,7513,4718
4214,1810,7505,4725
4112,1921,7513,4718
4005,2024,7503,4703
3855,2134,7513,4718
3651,2240,7508,4739
3469,2347,7513,4763
3335,2439,7496,4760
3212,2518,7513,4763
3058,2571,7538,4759
2923,2603,7584,4763
2827,2620,7603,4753
2731,2646,7654,4763
2573,2672,7731,4780
2409,2689,7864,4807
2299,2684,7993,4808
2249,2689,8145,4807
2189,2708,8301,4800
2120,2731,8496,4807
2057,2733,8676,4803
2024,2731,8847,4807
1989,2731,8983,4803
1960,2731,9128,4807
1934,2710,9246,4798
1927,2689,9339,4807
1921,2679,9375,4823
1927,2689,9409,4852
1947,2690,9420,4855
1992,2689,9409,4852
2022,2684,9337,4839
2024,2689,9269,4852
1998,2675,9198,4868
1992,2646,9128,4896
2007,2609,8995,4901
2024,2603,8847,4896
2007,2610,8695,4880
1992,2603,8567,4896
2006,2558,8398,4920
2056,2518,8215,4941
2087,2503,8018,4932
2088,2518,7864,4941
2065,2520,7716,4960
2056,2518,7584,4985
2064,2511,7428,4979
2088,2518,7303,4985
2099,2515,7199,5003
2088,2518,7162,5030
2064,2518,7145,5024
2056,2518,7162,5030
2059,2506,7177,5047
2056,2518,7232,5074
2053,2586,7293,5069
2088,2731,7373,5074
2155,2917,7414,5091
2217,3115,7443,5119
2271,3285,7437,5114
2409,3414,7443,5119
2683,3503,7435,5136
3020,3585,7443,5163
3240,3663,7434,5158
3245,3798,7443,5163
3059,4112,7437,5180
2763,4652,7443,5208
2338,5114,7433,5202
1735,5036,7443,5208
983,4277,7440,5225
257,3244,7443,5252
-300,2418,7429,5247
-642,1963,7443,5252
-805,1806,7448,5269
-771,1921,7443,5297
-551,2194,7396,5291
-225,2347,7373,5297
70,2169,7365,5314
289,1835,7373,5341
454,1662,7336,5336
610,1750,7303,5341
738,1923,7282,5358
835,2049,7303,5386
916,2095,7303,5381
1028,2091,7303,5386
1156,2044,7288,5402
1285,2006,7303,5430
1404,1997,7302,5426
1574,2006,7303,5430
1812,1973,7287,5446
2088,1921,7303,5475
2324,1890,7308,5472
2506,1921,7303,5475
2645,1973,7256,5488
2763,2006,7232,5519
2843,2005,7224,5521
2891,2006,7232,5519
2919,2013,7197,5512
2955,2006,7162,5519
2998,1962,7139,5511
3052,1921,7162,5519
3108,1910,7169,5534
3180,1921,7162,5564
3248,1908,7118,5565
3309,1878,7092,5564
3360,1848,7073,5555
3437,1835,7092,5564
3532,1818,7097,5560
3630,1792,7092,5564
3714,1752,7047,5557
3823,1707,7022,5564
3954,1657,7006,5559
4080,1622,7022,5564
4162,1597,7018,5558
4240,1579,7022,5564
4334,1553,7012,5558
4433,1536,7022,5564
4492,1530,7014,5558
4530,1536,7022,5564
4555,1533,7014,5558
4562,1536,7022,5564
4514,1557,7010,5559
4433,1622,7022,5564
4328,1717,7018,5557
4208,1835,7022,5564
4061,1946,7003,5560
3919,2049,7022,5564
3781,2134,7048,5556
3630,2219,7092,5564
3445,2301,7107,5563
3277,2390,7162,5564
3149,2463,7243,5538
3052,2518,7373,5519
2931,2556,7511,5504
2795,2603,7724,5519
2656,2640,7986,5523
2538,2646,8286,5519
2427,2615,8554,5489
2345,2603,8847,5475
2277,2636,9158,5466
2217,2689,9479,5475
2142,2705,9718,5469
2088,2689,9901,5475
2051,2662,10038,5473
2024,2646,10182,5475
1981,2625,10273,5449
1960,2603,10322,5430
1965,2578,10318,5417
1992,2561,10322,5430
2004,2547,10299,5430
2024,2561,10252,5430
2053,2585,10145,5420
2088,2603,10041,5430
2093,2598,9933,5432
2088,2603,9830,5430
2091,2624,9667,5402
2120,2646,9479,5386
2143,2632,9281,5374
2152,2603,9128,5386
2147,2575,8962,5384
2152,2561,8777,5386
2154,2536,8550,5376
2152,2518,8356,5386
2142,2508,8172,5385
2152,2518,8005,5386
2172,2518,7806,5373
2184,2518,7654,5386
2168,2512,7549,5404
2152,2518,7513,5430
2159,2520,7466,5428
2184,2518,7443,5430
2204,2506,7443,5425
2217,2518,7513,5430
2221,2584,7584,5420
2217,2731,7654,5430
2211,2923,7682,5446
2249,3115,7724,5475
2348,3262,7754,5475
2506,3372,7794,5475
2717,3458,7795,5467
2988,3542,7794,5475
3238,3608,7779,5470
3341,3713,7794,5475
3226,3983,7793,5470
2955,4481,7794,5475
2566,4955,7777,5465
2024,4993,7794,5475
1314,4415,7801,5489
578,3500,7794,5519
-22,2640,7744,5523
-418,2049,7724,5519
-648,1769,7720,5504
-707,1835,7724,5519
-587,2116,7681,5539
-321,2305,7654,5564
-20,2185,7643,5561
257,1921,7654,5564
484,1780,7618,5559
675,1835,7584,5564
809,1949,7562,5554
899,2049,7584,5564
965,2105,7584,5580
1060,2091,7584,5608
1180,1993,7570,5609
1317,1921,7584,5608
1455,1930,7581,5599
1638,1963,7584,5608
1869,1914,7570,5605
2120,1835,7584,5608
2341,1815,7585,5601
2538,1878,7584,5608
2706,1951,7542,5603
2827,2006,7513,5608
2884,2038,7493,5603
2923,2049,7513,5608
2970,2026,7518,5603
3020,2006,7513,5608
3045,2004,7470,5603
3084,2006,7443,5608
3146,1973,7424,5602
3212,1921,7443,5608
3245,1871,7447,5604
3277,1835,7443,5608
3330,1791,7400,5601
3405,1750,7373,5608
3474,1718,7354,5607
3566,1707,7373,5608
3687,1691,7377,5583
3823,1664,7373,5564
3934,1620,7331,5548
4048,1579,7303,5564
4174,1546,7282,5570
4305,1536,7303,5564
4396,1534,7308,5530
4465,1536,7303,5519
4526,1531,7257,5516
4594,1536,7232,5519
4639,1551,7216,5492
4658,1579,7232,5475
4632,1599,7228,5467
4562,1622,7232,5475
4439,1661,7221,5453
4305,1750,7232,5430
4172,1872,7226,5413
4048,2006,7232,5430
3896,2118,7219,5436
3726,2219,7232,5430
3552,2310,7247,5399
3405,2390,7303,5386
3265,2441,7359,5377
3116,2475,7443,5386
2946,2498,7524,5380
2795,2518,7654,5386
2668,2519,7804,5383
2570,2518,8005,5386
2476,2537,8222,5361
2409,2603,8496,5341
2358,2670,8778,5325
2313,2689,9058,5341
2244,2657,9276,5347
2184,2646,9479,5341
2151,2671,9656,5309
2152,2689,9830,5297
2151,2650,9949,5292
2152,2603,10041,5297
2148,2589,10086,5273
2152,2603,10111,5252
2148,2601,10083,5237
2152,2603,10041,5252
2152,2623,9970,5256
2152,2646,9901,5252
2144,2630,9797,5223
2152,2603,9690,5208
2161,2592,9552,5197
2152,2603,9409,5208
2112,2591,9230,5206
2088,2561,9058,5208
2096,2526,8875,5198
2120,2518,8707,5208
2112,2515,8501,5209
2088,2518,8286,5208
2073,2514,8050,5180
2088,2518,7864,5163
2105,2514,7702,5152
2120,2518,7584,5163
2131,2513,7458,5161
2152,2518,7373,5163
2174,2531,7308,5155
2184,2561,7303,5163
2172,2581,7313,5160
2152,2603,7373,5163
2150,2664,7435,5155
2184,2817,7513,5163
2233,3022,7550,5162
2281,3201,7584,5163
2347,3300,7602,5151
2506,3372,7654,5163
2785,3468,7691,5182
3116,3585,7724,5208
3338,3661,7718,5206
3341,3756,7724,5208
3139,4037,7718,5203
2827,4567,7724,5208
2409,5026,7710,5197
1831,4951,7724,5208
1101,4210,7729,5226
385,3201,7724,5252
-174,2383,7675,5249
-546,1921,7654,5252
-761,1758,7648,5264
-771,1878,7654,5297
-564,2156,7612,5302
-225,2305,7584,5297
96,2120,7572,5282
353,1792,7584,5297
552,1639,7549,5315
707,1750,7513,5341
807,1935,7490,5343
899,2049,7513,5341
1006,2058,7516,5328
1124,2006,7513,5341
1222,1933,7497,5359
1349,1921,7513,5386
1532,1967,7517,5386
1767,2006,7513,5386
1996,1968,7470,5378
2217,1921,7443,5386
2420,1933,7426,5382
2602,2006,7443,5386
2733,2054,7442,5380
2827,2049,7443,5386
2896,2016,7429,5381
2955,2006,7443,5386
3002,2009,7445,5380
3052,2006,7443,5386
3092,1971,7401,5380
3116,1921,7373,5386
3118,1868,7353,5381
3148,1835,7373,5386
3217,1823,7378,5379
3309,1835,7373,5386
3377,1845,7330,5383
3437,1835,7303,5386
3515,1793,7284,5376
3630,1750,7303,5386
3748,1719,7306,5389
3855,1707,7303,5386
3945,1689,7260,5353
4048,1664,7232,5341
4158,1625,7213,5339
4273,1579,7232,5341
4362,1527,7236,5312
4433,1494,7232,5297
4483,1470,7188,5293
4530,1451,7162,5297
4557,1431,7143,5269
4562,1451,7162,5252
4517,1521,7161,5247
4433,1622,7162,5252
4319,1709,7143,5225
4208,1792,7162,5208
4089,1887,7187,5203
3951,2006,7232,5208
3778,2120,7234,5180
3598,2219,7232,5163
3416,2291,7231,5158
3245,2347,7303,5163
3079,2388,7398,5136
2955,2433,7513,5119
2858,2475,7618,5113
2763,2518,7794,5119
2640,2554,8022,5092
2538,2603,8286,5074
2466,2653,8517,5068
2409,2689,8777,5074
2334,2691,9054,5049
2281,2689,9339,5030
2257,2688,9558,5021
2249,2689,9760,5030
2220,2681,9943,5009
2217,2689,10111,4985
2247,2699,10200,4969
2281,2689,10252,4985
2259,2652,10262,4990
2217,2646,10252,4985
2189,2674,10180,4957
2184,2689,10111,4941
2166,2646,10041,4928
2152,2603,9971,4941
2149,2596,9837,4943
2152,2603,9690,4941
2124,2565,9538,4912
2088,2518,9409,4896
2069,2500,9240,4886
2088,2518,9058,4896
2107,2521,8844,4894
2120,2518,8637,4896
2128,2512,8409,4889
2152,2518,8215,4896
2177,2511,8028,4893
2184,2518,7864,4896
2168,2538,7673,4890
2152,2561,7513,4896
2148,2566,7377,4893
2152,2603,7303,4896
2158,2714,7242,4889
2184,2902,7232,4896
2236,3104,7244,4894
2313,3286,7303,4896
2420,3417,7358,4886
2602,3500,7443,4896
2876,3552,7513,4913
3180,3628,7584,4941
3361,3726,7612,4942
3309,3884,7654,4941
3032,4205,7685,4931
2634,4737,7724,4941
2138,5153,7721,4939
1510,4951,7724,4941
774,3999,7716,4930
96,2817,7724,4941
-400,2021,7711,4956
-707,1792,7724,4985
-861,1904,7728,4990
-803,2134,7724,4985
-522,2318,7675,4969
-128,2305,7654,4985
197,2041,7649,5008
418,1750,7654,5030
583,1677,7611,5023
739,1835,7584,5030
852,2003,7573,5046
932,2049,7584,5074
1006,1999,7547,5075
1124,1963,7513,5074
1272,1968,7493,5068
1446,2006,7513,5074
1626,2021,7511,5066
1831,2006,7513,5074
2051,1967,7504,5090
2281,1963,7513,5119
2480,1998,7503,5121
2634,2049,7513,5119
2741,2066,7515,5110
2827,2049,7513,5119
2898,2016,7469,5116
2955,2006,7443,5119
2990,2009,7429,5111
3020,2006,7443,5119
3047,1971,7434,5116
3084,1921,7443,5119
3113,1868,7444,5111
3148,1835,7443,5119
3196,1822,7399,5118
3277,1835,7373,5119
3371,1847,7362,5094
3469,1835,7373,5074
3550,1789,7339,5058
3630,1750,7303,5074
3723,1726,7277,5081
3855,1707,7303,5074
3994,1664,7312,5040
4112,1622,7303,5030
4201,1594,7254,5029
4305,1579,7232,5030
4405,1542,7219,5000
4465,1494,7232,4985
4472,1454,7225,4981
4497,1451,7232,4985
4549,1477,7225,4959
4562,1536,7232,4941
4470,1614,7218,4933
4337,1707,7232,4941
4221,1792,7254,4918
4112,1878,7303,4896
3938,1971,7309,4883
3726,2091,7303,4896
3528,2209,7278,4883
3373,2305,7303,4852
3224,2367,7333,4811
3084,2433,7373,4807
2950,2502,7385,4810
2827,2561,7443,4807
2700,2583,7549,4775
2602,2603,7724,4763
2531,2640,7893,4761
2474,2689,8075,4763
2400,2717,8258,4734
2345,2731,8496,4718
2318,2735,8741,4714
2313,2731,8988,4718
2293,2707,9175,4691
2281,2689,9339,4674
2277,2683,9472,4669
2281,2689,9620,4674
2254,2684,9739,4647
2217,2689,9830,4629
2187,2695,9846,4624
2184,2689,9830,4629
2174,2645,9786,4603
2152,2603,9760,4585
2132,2587,9705,4578
2152,2603,9620,4585
2183,2610,9476,4561
2184,2603,9339,4540
2133,2580,9196,4528
2088,2561,9058,4540
2076,2534,8878,4537
2088,2518,8707,4540
2084,2507,8529,4539
2088,2518,8356,4540
2105,2521,8139,4514
2120,2518,7935,4496
2114,2508,7739,4485
2120,2518,7584,4496
2154,2536,7422,4493
2184,2561,7303,4496
2182,2608,7207,4491
2184,2731,7162,4496
2223,2918,7129,4487
2281,3115,7162,4496
2335,3263,7223,4511
2441,3372,7303,4540
2647,3453,7333,4543
2923,3500,7373,4540
3159,3482,7426,4530
3277,3500,7513,4540
3235,3738,7559,4541
3020,4268,7584,4540
2608,4794,7575,4527
2024,4865,7584,4540
1324,4306,7576,4560
610,3414,7584,4585
-22,2583,7576,4584
-482,2006,7584,4585
-743,1724,7574,4580
-803,1792,7584,4585
-699,2094,7580,4576
-450,2305,7584,4585
-118,2180,7569,4600
225,1878,7584,4629
493,1700,7588,4632
675,1750,7584,4629
790,1886,7536,4619
899,2006,7513,4629
1018,2078,7506,4630
1156,2091,7513,4629
1293,2027,7475,4617
1446,1963,7443,4629
1608,1960,7423,4648
1799,2006,7443,4674
2001,2009,7442,4674
2217,1963,7443,4674
2420,1914,7432,4667
2602,1921,7443,4674
2746,1964,7437,4669
2859,2006,7443,4674
2937,2014,7435,4671
2988,2006,7443,4674
3016,1999,7435,4665
3052,2006,7443,4674
3097,1998,7437,4677
3148,1963,7443,4674
3180,1911,7432,4643
3212,1878,7443,4629
3250,1859,7443,4627
3309,1835,7443,4629
3377,1789,7403,4602
3469,1750,7373,4585
3576,1725,7351,4579
3694,1707,7373,4585
3804,1679,7380,4560
3919,1664,7373,4540
4031,1653,7326,4531
4144,1622,7303,4540
4250,1552,7289,4522
4369,1494,7303,4496
4478,1467,7295,4465
4562,1451,7303,4451
4607,1406,7297,4426
4658,1366,7303,4407
4708,1364,7286,4380
4722,1408,7303,4362
4659,1462,7327,4333
4562,1536,7373,4318
4464,1633,7374,4297
4369,1750,7373,4273
4235,1856,7356,4224
4080,1963,7373,4184
3925,2071,7388,4154
3791,2177,7443,4140
3647,2250,7499,4101
3502,2305,7584,4051
3360,2347,7662,3992
3245,2390,7794,3962
3131,2426,7950,3938
3020,2475,8145,3917
2916,2536,8333,3872
2859,2603,8567,3828
2827,2652,8827,3779
2795,2689,9128,3739
2728,2713,9407,3690
2666,2731,9690,3650
2615,2732,9944,3604
2570,2731,10182,3561
2501,2728,10343,3507
2441,2731,10462,3472
2401,2730,10534,3446
2377,2731,10603,3427
2339,2719,10621,3385
2313,2689,10603,3338
2296,2637,10529,3287
2281,2603,10462,3249
2241,2595,10388,3203
2217,2603,10322,3160
2213,2588,10218,3111
2217,2561,10111,3071
2195,2530,9974,3023
2184,2518,9830,2982
2196,2511,9647,2948
2217,2518,9479,2938
2211,2531,9302,2923
2217,2561,9128,2893
2244,2584,8909,2840
2281,2603,8707,2804
2285,2602,8514,2781
2281,2603,8356,2760
2283,2599,8170,2713
2281,2603,8005,2671
2259,2603,7860,2643
2249,2603,7794,2626
2264,2594,7745,2585
2281,2603,7724,2537
2276,2653,7696,2500
2281,2774,7724,2493
2315,2931,7775,2480
2377,3073,7864,2448
2480,3133,7930,2396
2698,3115,8005,2359
3053,3069,8045,2334
3437,3073,8075,2315
3654,3156,8062,2285
3598,3372,8075,2270
3283,3803,8098,2268
2795,4438,8145,2270
2164,4940,8149,2249
1413,4865,8145,2226
608,4131,8128,2202
-96,3201,8145,2181
-582,2580,8145,2151
-803,2390,8145,2137
-793,2444,8127,2136
-578,2603,8145,2137
-246,2742,8152,2113
96,2689,8145,2092
370,2357,8094,2087
610,1963,8075,2092
835,1785,8071,2074
1028,1878,8075,2048
1158,2044,8031,2033
1285,2134,8005,2048
1433,2115,7995,2057
1574,2049,8005,2048
1661,1991,7966,2019
1767,2006,7935,2003
1944,2053,7916,1999
2184,2049,7935,2003
2405,1942,7929,1999
2602,1835,7935,2003
2787,1815,7931,2007
2955,1878,7935,2003
3063,1925,7895,1977
3116,1921,7864,1959
3144,1889,7844,1955
3180,1878,7864,1959
3221,1879,7863,1940
3277,1878,7864,1914
3338,1858,7851,1900
3405,1835,7864,1914
3455,1823,7861,1923
3502,1835,7864,1914
3544,1846,7850,1886
3598,1835,7864,1869
3654,1794,7866,1865
3726,1750,7864,1869
3802,1696,7821,1868
3887,1622,7794,1869
3973,1524,7776,1871
4080,1451,7794,1869
4193,1407,7792,1849
4305,1366,7794,1825
4397,1295,7780,1813
4497,1238,7794,1825
4597,1222,7792,1834
4690,1238,7794,1825
4746,1237,7755,1797
4787,1238,7724,1780
4804,1262,7694,1778
4787,1323,7724,1780
4688,1397,7757,1762
4530,1494,7794,1736
4351,1612,7783,1722
4208,1750,7794,1736
4083,1877,7811,1747
3951,2006,7864,1736
3788,2135,7907,1705
3630,2262,8005,1691
3490,2360,8144,1694
3373,2433,8356,1691
3252,2480,8577,1665
3148,2518,8847,1647
3058,2552,9138,1647
2988,2603,9479,1647
2914,2656,9818,1623
2859,2689,10182,1602
2809,2688,10513,1600
2763,2689,10814,1602
2703,2706,11034,1580
2666,2731,11235,1558
2639,2735,11392,1553
2602,2731,11516,1558
2528,2729,11559,1539
2474,2731,11586,1513
2451,2714,11589,1503
2441,2689,11586,1513
2394,2661,11522,1517
2345,2646,11446,1513
2318,2625,11342,1509
2313,2603,11235,1513
2284,2575,11085,1514
2249,2561,10954,1513
2219,2552,10817,1511
2217,2561,10673,1513
2222,2574,10459,1513
2249,2603,10252,1513
2275,2613,10058,1511
2281,2603,9901,1513
2248,2582,9696,1512
2217,2603,9479,1513
2211,2652,9245,1511
2217,2689,9058,1513
2202,2691,8886,1513
2184,2731,8777,1513
2187,2829,8687,1510
2217,2945,8637,1513
2269,3029,8575,1514
2377,3115,8567,1513
