I,MCL,ABP,RESP
23546,8631,3406,-652
22201,8201,3381,-651
19451,6459,3359,-652
17025,3846,3345,-652
15484,1879,3359,-652
14218,1525,3366,-652
13053,2173,3359,-652
12235,2657,3328,-652
11901,2760,3312,-652
11788,2880,3306,-652
11901,3053,3312,-652
12209,2994,3307,-652
12541,2818,3312,-652
12594,2819,3314,-652
12541,2936,3312,-652
12627,2895,3283,-652
12925,2760,3264,-652
13107,2738,3259,-652
13053,2818,3264,-652
12815,2813,3244,-652
12669,2760,3217,-652
12585,2761,3201,-652
12541,2818,3217,-652
12464,2804,3226,-652
12541,2760,3217,-652
12664,2764,3185,-651
12669,2818,3170,-652
12475,2821,3166,-652
12413,2760,3170,-652
12550,2713,3148,-651
12669,2760,3122,-652
12528,2826,3107,-653
12413,2818,3122,-652
12503,2735,3132,-649
12669,2701,3122,-652
12620,2738,3089,-657
12541,2760,3075,-652
12579,2711,3075,-632
12669,2701,3075,-614
12593,2769,3048,-608
12541,2818,3028,-614
12603,2758,3022,-616
12669,2701,3028,-614
12530,2725,3007,-612
12413,2760,2981,-614
12448,2717,2965,-614
12541,2701,2981,-614
12465,2767,2989,-613
12413,2818,2981,-614
12508,2771,2950,-614
12669,2760,2933,-614
12636,2856,2926,-613
12541,2936,2933,-614
12504,2875,2931,-613
12541,2818,2933,-614
12473,2889,2929,-613
12413,2995,2933,-614
12432,2981,2929,-613
12541,2936,2933,-614
12554,2974,2931,-614
12541,3053,2933,-614
12552,3057,2926,-613
12669,3053,2933,-614
12779,3125,2934,-614
12925,3229,2933,-614
13055,3251,2919,-612
13181,3229,2933,-614
13193,3240,2971,-615
13181,3288,3028,-614
13179,3311,3068,-611
13309,3347,3122,-614
13520,3429,3198,-618
13820,3523,3312,-614
14057,3527,3425,-594
14204,3464,3548,-576
14238,3437,3676,-570
14332,3523,3832,-576
14498,3626,3992,-578
14716,3640,4163,-576
14819,3576,4325,-573
14844,3582,4494,-576
14815,3683,4644,-576
14844,3758,4778,-576
14853,3694,4877,-574
14844,3582,4968,-576
14768,3528,5039,-575
14716,3523,5109,-576
14613,3475,5156,-575
14460,3406,5204,-576
14260,3347,5245,-575
14204,3288,5299,-576
14224,3188,5344,-575
14204,3112,5393,-576
14076,3081,5420,-575
14076,3053,5441,-576
14143,2994,5449,-575
14076,2995,5488,-576
13795,3053,5535,-575
13692,3053,5583,-576
13807,2925,5601,-574
13820,2818,5630,-576
13500,2829,5655,-576
13309,2877,5677,-576
13473,2846,5668,-573
13692,2818,5677,-576
13529,2851,5699,-578
13309,2877,5724,-576
13400,2825,5703,-570
13692,2818,5677,-576
13644,2914,5664,-594
13309,2995,5677,-614
13101,2939,5661,-618
13309,2877,5630,-614
13564,2937,5592,-611
13564,3053,5583,-614
13343,3059,5564,-615
13309,2995,5535,-614
13465,2984,5479,-612
13564,3053,5441,-614
13406,3084,5410,-614
13309,3053,5393,-614
13415,3039,5350,-613
13564,3112,5299,-614
13460,3185,5239,-614
13309,3171,5204,-614
13271,3100,5160,-613
13309,3112,5109,-614
13249,3199,5031,-613
13309,3229,4968,-614
13490,3149,4912,-613
13564,3112,4873,-614
13367,3181,4809,-613
13309,3229,4731,-614
13524,3142,4630,-613
13692,3053,4542,-614
13488,3073,4459,-613
13309,3112,4400,-614
13412,3050,4331,-613
13564,2995,4258,-614
13418,3028,4170,-613
13309,3053,4116,-614
13471,2960,4083,-613
13692,2877,4069,-614
13657,2902,4038,-614
13692,2936,4021,-614
13945,2864,4013,-613
14076,2818,4021,-614
13717,2884,4014,-614
13309,2936,4021,-614
13231,2844,4038,-612
13309,2760,4069,-614
13124,2806,4073,-615
12925,2877,4069,-614
12955,2823,4058,-611
13053,2760,4069,-614
12868,2804,4070,-618
12669,2877,4069,-614
12718,2848,4058,-595
12925,2818,4069,-576
12951,2877,4074,-569
12925,2936,4069,-576
12942,2878,4036,-579
12925,2818,4021,-576
12730,2846,4019,-571
12669,2877,4021,-576
12854,2807,3995,-580
13053,2760,3974,-576
12906,2832,3965,-556
12669,2936,3974,-537
12658,2919,3969,-530
12925,2877,3974,-537
13031,2913,3976,-543
12925,2995,3974,-537
12828,2967,3943,-518
13053,2877,3927,-499
13292,2874,3924,-491
13181,2995,3927,-499
12770,3082,3900,-506
12669,3053,3879,-499
12930,2980,3873,-478
13053,2995,3879,-460
12771,3061,3856,-457
12669,3053,3832,-460
12951,2915,3821,-450
13181,2877,3832,-422
13240,3299,3817,-394
14076,4345,3785,-384
16089,5715,3745,-386
18555,6987,3737,-384
20769,7992,3738,-367
22906,8690,3737,-345
24261,8624,3711,-326
23162,7222,3690,-307
19403,4732,3678,-284
15612,2466,3690,-269
13962,1537,3694,-267
13692,1820,3690,-269
12844,2367,3664,-257
11517,2642,3643,-230
10970,2764,3629,-205
11389,2936,3643,-192
11777,3047,3651,-180
11901,2995,3643,-153
12138,2878,3609,-113
12541,2877,3596,-77
12654,2961,3596,-54
12541,2995,3596,-38
12476,2924,3566,-20
12541,2877,3548,0
12485,2905,3546,17
12413,2936,3548,38
12425,2871,3520,74
12541,2818,3501,115
12508,2839,3497,143
12413,2877,3501,153
12384,2823,3474,164
12541,2760,3454,192
12603,2774,3448,233
12413,2818,3454,269
12115,2794,3429,290
12157,2760,3406,307
12444,2780,3399,326
12541,2818,3406,345
12273,2791,3386,361
12157,2760,3359,384
12374,2780,3343,420
12541,2818,3359,460
12317,2795,3366,487
12157,2760,3359,499
12309,2773,3330,510
12413,2818,3312,537
12107,2807,3301,576
11901,2760,3312,614
12132,2748,3315,638
12413,2818,3312,652
12238,2885,3285,665
12029,2877,3264,691
12179,2802,3252,727
12413,2760,3264,767
12251,2775,3270,794
12029,2818,3264,806
12068,2857,3235,814
12157,2936,3217,844
11964,3025,3208,887
11901,3053,3217,921
12217,3015,3215,936
12541,3053,3217,959
12388,3190,3213,998
12157,3288,3217,1036
12263,3236,3212,1054
12541,3171,3217,1074
12521,3209,3215,1110
12413,3288,3217,1151
12492,3273,3207,1173
12669,3229,3217,1190
12613,3243,3234,1221
12541,3288,3264,1266
12669,3283,3281,1295
12925,3288,3312,1305
13007,3332,3349,1312
13053,3347,3406,1343
13174,3287,3462,1384
13309,3288,3548,1420
13270,3406,3654,1437
13309,3523,3785,1458
13611,3524,3914,1491
14076,3523,4069,1535
14282,3610,4232,1562
14204,3699,4400,1573
14082,3675,4539,1582
14204,3640,4684,1612
14399,3690,4826,1651
14460,3758,4968,1688
14341,3718,5069,1708
14332,3640,5157,1727
14431,3608,5229,1744
14460,3582,5299,1765
14288,3470,5343,1780
14204,3347,5393,1803
14245,3296,5440,1837
14204,3288,5488,1880
13933,3217,5507,1907
13820,3112,5535,1919
13974,3052,5574,1926
14076,3053,5630,1957
13811,3022,5657,1998
13564,2936,5677,2034
13596,2844,5691,2050
13692,2818,5724,2072
13494,2826,5747,2107
13309,2818,5772,2149
13389,2775,5787,2172
13564,2760,5819,2187
13456,2769,5842,2201
13309,2760,5866,2226
13376,2695,5865,2244
13564,2642,5866,2264
13496,2619,5858,2280
13309,2584,5866,2302
13227,2503,5865,2318
13309,2466,5866,2341
13319,2497,5843,2360
13309,2525,5819,2379
13304,2484,5784,2391
13309,2466,5772,2417
13211,2520,5751,2453
13181,2584,5724,2494
13240,2577,5669,2516
13309,2584,5630,2533
13191,2666,5600,2546
13053,2760,5583,2571
13035,2753,5537,2589
13181,2701,5488,2609
13238,2700,5433,2625
13181,2760,5393,2648
13094,2783,5341,2665
13181,2760,5299,2686
13301,2738,5249,2702
13309,2760,5204,2724
13137,2774,5133,2741
13053,2760,5062,2763
13098,2735,4983,2779
13181,2760,4920,2801
13149,2805,4846,2817
13181,2818,4778,2840
13276,2778,4700,2856
13309,2760,4636,2878
13142,2786,4563,2894
13053,2818,4494,2916
13119,2811,4414,2932
13181,2818,4352,2955
13024,2856,4294,2971
12925,2877,4258,2993
13024,2837,4222,3009
13181,2818,4211,3031
13122,2851,4203,3047
13053,2877,4211,3070
13102,2838,4206,3086
13181,2818,4211,3108
13086,2854,4207,3124
13053,2877,4211,3146
13179,2829,4203,3162
13309,2818,4211,3185
13186,2887,4212,3202
13053,2936,4211,3223
13078,2873,4182,3238
13181,2818,4163,3262
13113,2864,4154,3280
13053,2936,4163,3300
13102,2914,4147,3313
13181,2877,4116,3338
13092,2917,4075,3360
13053,2995,4069,3377
13162,3005,4071,3372
13309,2995,4069,3377
13253,3021,4039,3391
13181,3053,4021,3415
13215,3022,4016,3418
13309,2995,4021,3415
13246,3018,3999,3409
13181,3053,3974,3415
13212,3041,3958,3413
13309,3053,3974,3415
13257,3120,3981,3412
13181,3171,3974,3415
13188,3138,3944,3411
13309,3112,3927,3415
13338,3144,3917,3415
13309,3171,3927,3415
13268,3112,3927,3397
13309,3053,3927,3377
13319,3051,3905,3352
13309,3053,3879,3338
13231,2986,3845,3318
13181,2936,3832,3300
13173,2961,3827,3276
13309,2995,3832,3262
13464,2922,3813,3241
13564,2818,3785,3223
13541,2816,3749,3198
13564,2936,3737,3185
13637,3021,3734,3168
13692,2995,3737,3146
13543,2922,3717,3105
13309,2936,3690,3070
13140,2999,3656,3044
13181,2995,3643,3031
13232,2886,3637,3000
13181,2818,3643,2955
13034,2863,3626,2904
13053,2936,3596,2878
13198,2921,3556,2860
13309,2877,3548,2840
13229,2869,3551,2798
13181,2877,3548,2763
13233,2854,3517,2738
13309,2877,3501,2724
13230,2957,3499,2691
13181,2995,3501,2648
13225,2919,3473,2599
13309,2877,3454,2571
13230,2934,3449,2549
13181,2995,3454,2533
13217,2932,3428,2498
13309,2877,3406,2456
13247,2924,3399,2408
13181,2995,3406,2379
13202,2969,3386,2359
13309,2936,3359,2341
13279,2983,3344,2303
13181,3053,3359,2264
13152,3036,3366,2234
13309,2995,3359,2226
13403,2989,3331,2213
13309,2995,3312,2187
13128,3002,3300,2144
13309,3229,3312,2110
14055,3907,3317,2087
15484,5050,3312,2072
17609,6403,3282,2050
20347,7692,3264,2034
22760,8635,3258,2016
23546,8866,3264,1995
22104,7960,3260,1956
19451,5930,3264,1919
17027,3545,3266,1892
15484,1938,3264,1880
14370,1598,3238,1862
13309,2055,3217,1842
12327,2530,3207,1819
11773,2760,3217,1803
11705,2869,3216,1784
12029,2936,3217,1765
12374,2894,3213,1743
12541,2818,3217,1727
12537,2821,3213,1706
12669,2877,3217,1688
12877,2864,3218,1667
12925,2818,3217,1650
12688,2824,3192,1629
12541,2877,3170,1612
12593,2869,3158,1591
12669,2818,3170,1573
12543,2768,3174,1552
12541,2760,3170,1535
12745,2750,3144,1515
12925,2760,3122,1497
12789,2771,3109,1475
12669,2760,3122,1458
12778,2715,3131,1439
12925,2701,3122,1420
12764,2731,3089,1397
12541,2760,3075,1381
12491,2731,3076,1366
12541,2701,3075,1343
12447,2715,3047,1303
12413,2760,3028,1266
12510,2770,3025,1241
12541,2760,3028,1228
12302,2752,3003,1210
12157,2760,2981,1190
12307,2754,2974,1168
12541,2760,2981,1151
12504,2784,2960,1132
12413,2818,2933,1113
12463,2823,2918,1092
12541,2818,2933,1074
12357,2814,2940,1055
12157,2818,2933,1036
12228,2813,2905,1015
12541,2818,2886,998
12631,2823,2875,978
12413,2818,2886,959
12133,2800,2891,938
12157,2818,2886,921
12368,2859,2857,902
12541,2877,2839,883
12526,2839,2829,860
12541,2818,2839,844
12614,2858,2838,829
12669,2936,2839,806
12573,2977,2833,768
12541,2995,2839,729
12609,3016,2835,703
12669,3053,2839,691
12557,3061,2846,676
12541,3053,2886,652
12747,3058,2932,626
13053,3112,2981,614
13158,3178,3013,614
13181,3229,3075,614
13224,3255,3172,599
13309,3288,3312,576
13351,3307,3450,552
13564,3288,3596,537
13922,3235,3745,521
14204,3229,3927,499
14234,3283,4113,474
14332,3347,4305,460
14605,3369,4474,458
14844,3406,4636,460
14818,3471,4777,449
14844,3523,4920,422
15056,3517,5044,394
15228,3523,5157,384
15087,3565,5234,387
14972,3582,5299,384
15088,3502,5344,364
15228,3406,5393,345
15055,3361,5434,342
14844,3347,5488,345
14822,3290,5533,334
14844,3229,5583,307
14560,3197,5620,280
14204,3171,5677,269
14081,3103,5728,269
14204,3053,5772,269
14210,3050,5787,255
14076,3053,5819,230
13904,2997,5861,205
13820,2936,5914,192
13726,2918,5936,191
13692,2936,5961,192
13692,2932,5982,179
13692,2936,6008,153
13524,2964,6005,128
13309,2995,6008,115
13186,2970,6007,115
13309,2936,6008,115
13485,2940,5979,102
13564,2995,5961,77
13439,3037,5953,51
13309,3053,5961,38
13253,3049,5939,39
13309,3053,5914,38
13316,3052,5882,25
13309,3053,5866,0
13281,3049,5836,-25
13309,3053,5819,-38
13303,3051,5795,-40
13309,3053,5772,-38
13290,3049,5719,-49
13309,3053,5677,-77
13296,3053,5645,-106
13309,3053,5630,-115
13296,3045,5587,-110
13309,3053,5535,-115
13290,3058,5476,-138
13309,3053,5441,-153
13303,3037,5396,-151
13309,3053,5346,-153
13281,3073,5271,-174
13309,3053,5204,-192
13320,2996,5130,-191
13309,2995,5062,-192
13215,3042,4968,-211
13181,3053,4873,-230
13211,2980,4767,-230
13309,2936,4684,-230
13325,2969,4603,-249
13309,2995,4542,-269
13273,2913,4469,-268
13309,2818,4400,-269
13315,2815,4317,-287
13309,2877,4258,-307
13272,2875,4217,-307
13309,2818,4211,-307
13327,2786,4206,-325
13309,2818,4211,-345
13241,2840,4205,-347
13309,2818,4211,-345
13458,2772,4207,-362
13564,2760,4211,-384
13456,2780,4204,-387
13309,2818,4211,-384
13245,2831,4209,-396
13309,2818,4211,-422
13321,2783,4202,-433
13309,2760,4211,-422
13281,2749,4214,-411
13309,2760,4211,-422
13300,2763,4180,-446
13309,2760,4163,-460
13296,2748,4157,-459
13309,2760,4163,-460
13285,2771,4142,-476
13309,2760,4116,-499
13318,2716,4099,-506
13309,2701,4116,-499
13214,2726,4125,-491
13181,2760,4116,-499
13215,2742,4082,-518
13309,2701,4069,-537
13317,2678,4067,-543
13309,2701,4069,-537
13287,2733,4042,-529
13309,2760,4021,-537
13293,2764,4013,-558
13309,2760,4021,-576
13306,2748,4004,-578
13309,2760,3974,-576
13271,2769,3937,-576
13309,2760,3927,-576
13339,2749,3923,-571
13309,2818,3927,-576
13182,2950,3908,-594
13181,3053,3879,-614
13269,3064,3842,-618
13309,3053,3832,-614
13187,3060,3832,-612
13181,3053,3832,-614
13364,3003,3805,-613
13564,2995,3785,-614
13489,3041,3776,-615
13309,3053,3785,-614
13227,2960,3769,-608
13309,2877,3737,-614
13324,2889,3698,-633
13309,2936,3690,-652
13359,2897,3691,-655
13564,2818,3690,-652
13697,2790,3662,-652
13692,2818,3643,-652
13645,2823,3635,-648
13820,2818,3643,-652
14066,2838,3626,-670
14076,2877,3596,-691
13662,2867,3558,-695
13181,2818,3548,-691
12919,2771,3547,-688
12925,2760,3548,-691
12963,2757,3524,-690
13053,2760,3501,-691
13145,2757,3487,-691
13181,2760,3501,-691
13070,2755,3508,-686
13053,2760,3501,-691
13177,2762,3469,-709
13309,2760,3454,-729
13241,2732,3450,-734
13181,2701,3454,-729
13225,2679,3432,-726
13309,2701,3406,-729
13223,2732,3390,-730
13181,2760,3406,-729
13235,2752,3416,-727
13309,2760,3406,-729
13172,2779,3373,-729
13053,2818,3359,-729
13077,2867,3358,-728
13181,2936,3359,-729
13163,2985,3332,-729
13181,2995,3312,-729
13232,2976,3303,-728
13181,2995,3312,-729
12997,3040,3308,-728
13053,3053,3312,-729
13239,2983,3314,-728
13181,2995,3312,-729
13095,3403,3283,-728
14076,4404,3264,-729
16346,5737,3261,-728
18939,6987,3264,-729
21043,8008,3240,-728
22906,8808,3217,-729
24059,8895,3207,-728
23034,7575,3217,-729
19469,5055,3215,-729
15612,2760,3217,-729
13615,1888,3217,-728
13181,2231,3217,-729
12632,2745,3191,-729
11773,2936,3170,-729
11499,2999,3160,-727
12029,3112,3170,-729
12460,3139,3169,-731
12413,3053,3170,-729
12288,2998,3166,-723
12541,3053,3170,-729
12869,3097,3165,-747
12925,3053,3170,-767
12716,2950,3171,-772
12669,2877,3170,-767
12816,2853,3145,-764
12925,2877,3122,-767
12765,2870,3110,-768
12669,2818,3122,-767
12776,2750,3127,-766
12925,2760,3122,-767
12767,2808,3096,-767
12541,2818,3075,-767
12516,2771,3063,-766
12669,2760,3075,-767
12660,2801,3082,-767
12541,2818,3075,-767
12474,2754,3044,-767
12541,2701,3028,-767
12555,2705,3025,-767
12541,2701,3028,-767
12519,2627,3005,-767
12541,2584,2981,-767
12521,2633,2967,-767
12541,2701,2981,-767
12555,2680,2987,-767
12541,2642,2981,-767
12436,2661,2953,-767
12413,2701,2933,-767
12471,2675,2923,-767
12541,2642,2933,-767
12472,2662,2937,-767
12413,2701,2933,-767
12433,2677,2907,-767
12541,2642,2886,-767
12560,2656,2874,-767
12541,2701,2886,-767
12510,2705,2891,-767
12541,2701,2886,-767
12537,2722,2858,-767
12541,2760,2839,-767
12523,2761,2829,-767
12541,2760,2839,-767
12526,2781,2839,-767
12541,2818,2839,-767
12533,2820,2831,-767
12541,2818,2839,-767
12504,2851,2839,-767
12541,2936,2839,-767
12671,3011,2828,-766
12925,3053,2839,-767
13078,3055,2858,-767
13053,3053,2886,-767
12900,3047,2901,-766
12925,3053,2933,-767
13117,3085,2973,-768
13309,3171,3028,-767
13302,3257,3080,-764
13309,3288,3170,-767
13444,3265,3296,-772
13692,3288,3454,-767
13874,3376,3594,-747
14076,3464,3737,-729
14256,3490,3889,-723
14332,3523,4069,-729
14255,3592,4239,-731
14332,3640,4400,-729
14606,3608,4540,-727
14844,3582,4684,-729
14793,3628,4809,-729
14716,3699,4920,-729
14767,3694,4994,-728
14844,3640,5062,-729
14746,3584,5125,-729
14716,3523,5204,-729
14820,3423,5262,-728
14844,3347,5299,-729
14534,3319,5311,-728
14204,3288,5346,-729
14083,3196,5392,-729
14076,3112,5441,-729
13917,3077,5460,-728
13820,3053,5488,-729
13924,2984,5527,-729
14076,2936,5583,-729
13909,2937,5610,-727
13564,2936,5630,-729
13315,2869,5643,-731
13309,2818,5677,-729
13321,2836,5701,-723
13309,2877,5724,-729
13272,2854,5724,-747
13309,2818,5724,-767
13306,2831,5715,-772
13309,2877,5724,-767
13360,2867,5726,-764
13564,2818,5724,-767
13682,2790,5695,-769
13564,2818,5677,-767
13294,2836,5667,-765
13309,2818,5677,-767
13599,2792,5662,-768
13820,2818,5630,-767
13693,2847,5574,-765
13564,2818,5535,-767
13623,2747,5502,-770
13692,2760,5488,-767
13487,2860,5463,-761
13309,2936,5441,-767
13384,2905,5395,-786
13564,2877,5346,-806
13483,2928,5287,-810
13309,2995,5251,-806
13252,2973,5209,-802
13309,2936,5157,-806
13239,2971,5075,-807
13181,3053,5015,-806
13224,3075,4968,-804
13309,3053,4920,-806
13235,3041,4827,-806
13181,3053,4731,-806
13228,3045,4647,-805
13309,3053,4589,-806
13232,3101,4515,-805
13181,3171,4447,-806
13229,3205,4373,-806
13309,3229,4305,-806
13233,3260,4221,-804
13181,3288,4163,-806
13225,3284,4128,-807
13309,3288,4116,-806
13273,3302,4087,-802
13309,3288,4069,-806
13450,3204,4059,-810
13564,3112,4069,-806
13446,3060,4063,-786
13309,3053,4069,-767
13276,3047,4083,-762
13309,3053,4116,-767
13255,3064,4122,-769
13309,3053,4116,-767
13497,2975,4102,-765
13692,2877,4116,-767
13724,2816,4123,-768
13820,2818,4116,-767
14013,2827,4082,-766
14076,2818,4069,-767
13739,2801,4068,-767
13309,2818,4069,-767
13114,2836,4040,-766
13181,2818,4021,-767
13128,2766,4017,-767
12925,2760,4021,-767
12779,2797,3996,-767
12925,2818,3974,-767
13101,2780,3964,-767
13053,2760,3974,-767
12773,2789,3970,-767
12669,2818,3974,-767
12828,2785,3976,-767
13053,2760,3974,-767
13067,2785,3944,-767
13053,2818,3927,-767
13114,2790,3923,-767
13181,2760,3927,-767
13049,2777,3900,-767
12925,2818,3879,-767
12931,2813,3872,-767
13053,2818,3879,-767
13047,2849,3859,-766
13053,2877,3832,-767
13104,2839,3802,-767
13181,2818,3785,-767
13109,2854,3755,-766
13053,2877,3737,-767
13122,2831,3730,-768
13309,2818,3737,-767
13331,2868,3721,-764
13181,2877,3690,-767
13049,2810,3652,-772
13181,2818,3643,-767
13307,2887,3642,-747
13181,2877,3643,-729
13047,2968,3619,-723
13692,3640,3596,-729
15282,4854,3581,-731
17403,6048,3596,-729
19723,7063,3603,-727
22266,8279,3596,-729
24101,9290,3563,-729
23674,8749,3548,-729
20677,6214,3545,-728
17148,3288,3548,-729
15060,1817,3525,-729
14332,1879,3501,-729
13548,2303,3487,-728
12413,2525,3501,-729
11670,2758,3507,-728
11773,3053,3501,-729
12173,3122,3472,-729
12413,2995,3454,-729
12450,2954,3443,-727
12541,3053,3454,-729
12698,3079,3457,-730
12925,2995,3454,-729
13061,2927,3428,-726
13053,2936,3406,-729
12854,2924,3392,-733
12669,2877,3406,-729
12546,2838,3415,-709
12541,2877,3406,-691
12520,2927,3373,-685
12541,2936,3359,-691
12530,2872,3359,-693
12541,2818,3359,-691
12519,2810,3330,-688
12541,2818,3312,-691
12541,2805,3308,-692
12541,2818,3312,-691
12502,2862,3287,-688
12541,2877,3264,-691
12610,2814,3256,-692
12669,2760,3264,-691
12606,2773,3245,-687
12541,2818,3217,-691
12507,2803,3199,-695
12541,2760,3217,-691
12533,2742,3228,-671
12541,2760,3217,-652
12533,2761,3182,-646
12541,2760,3170,-652
12508,2763,3171,-655
12541,2760,3170,-652
12605,2722,3141,-649
12669,2701,3122,-652
12611,2720,3119,-654
12541,2760,3122,-652
12499,2764,3099,-648
12541,2760,3075,-652
12545,2774,3064,-657
12541,2818,3075,-652
12514,2850,3074,-632
12541,2877,3075,-614
12539,2902,3074,-608
12541,2936,3075,-614
12513,2960,3052,-616
12541,2995,3028,-614
12546,3027,3014,-612
12541,3053,3028,-614
12495,3049,3033,-614
12541,3053,3028,-614
12614,3088,3013,-613
12669,3171,3028,-614
12625,3246,3053,-614
12669,3288,3075,-614
12828,3286,3069,-613
13053,3288,3075,-614
13145,3305,3093,-613
13181,3347,3122,-614
13205,3396,3135,-613
13309,3464,3170,-614
13443,3514,3227,-613
13692,3523,3312,-614
13935,3499,3392,-613
14076,3523,3501,-614
14075,3608,3633,-613
14204,3699,3785,-614
14477,3718,3919,-613
14716,3699,4069,-614
14721,3704,4231,-613
14716,3758,4400,-614
14788,3788,4527,-613
14844,3758,4636,-614
14736,3669,4744,-613
14716,3582,4873,-614
14822,3511,4980,-613
14844,3464,5062,-614
14571,3409,5108,-613
14332,3347,5157,-614
14302,3278,5200,-613
14332,3229,5251,-614
14171,3177,5279,-613
14076,3112,5299,-614
14155,3034,5309,-613
14204,2995,5346,-614
13946,2974,5391,-613
13692,2936,5441,-614
13688,2860,5464,-613
13820,2818,5488,-614
13725,2819,5505,-613
13564,2818,5535,-614
13591,2775,5554,-613
13820,2760,5583,-614
13834,2791,5603,-613
13564,2818,5630,-614
13267,2783,5631,-614
13309,2760,5630,-614
13508,2787,5619,-613
13564,2818,5630,-614
13374,2786,5631,-614
13309,2760,5630,-614
13445,2784,5603,-612
13564,2818,5583,-614
13420,2790,5555,-616
13309,2760,5535,-614
13405,2779,5503,-608
13564,2818,5488,-614
13468,2798,5467,-632
13309,2760,5441,-652
13264,2766,5386,-657
13309,2818,5346,-652
13257,2837,5317,-649
13309,2818,5299,-652
13478,2799,5252,-653
13564,2818,5204,-652
13388,2831,5152,-651
13309,2818,5109,-652
13450,2795,5040,-652
13564,2818,4968,-652
13397,2863,4889,-651
13309,2877,4826,-652
13452,2836,4750,-652
13564,2818,4684,-652
13376,2862,4610,-652
13309,2936,4542,-652
13570,2972,4447,-652
13820,2995,4352,-652
13610,3024,4263,-652
13309,3053,4211,-652
13323,3050,4162,-652
13564,3053,4116,-652
