II,MCL,PLETH
5870,3405,5716
5786,3412,5720
5497,3359,5709
5165,3296,5720
4983,3265,5738
5126,3296,5773
5525,3353,5778
5981,3412,5773
6257,3430,5757
6330,3412,5773
6270,3355,5796
6175,3296,5827
6042,3232,5827
5903,3181,5827
5803,3148,5818
5825,3181,5827
5938,3262,5822
6058,3354,5827
6060,3398,5820
5942,3412,5827
5761,3408,5821
5631,3412,5827
5560,3421,5822
5553,3470,5827
5617,3534,5819
5786,3585,5827
5926,3603,5824
5825,3643,5827
5360,3695,5816
4699,3701,5827
4063,3603,5830
3612,3470,5827
3378,3361,5791
3417,3296,5773
3664,3241,5767
3961,3238,5773
4132,3306,5745
4194,3412,5720
4187,3453,5703
4116,3412,5720
3936,3318,5721
3728,3238,5720
3558,3184,5707
3456,3181,5720
3392,3217,5723
3417,3296,5720
3514,3370,5686
3612,3412,5666
3595,3379,5654
3495,3296,5666
3352,3206,5664
3223,3181,5666
3137,3204,5659
3184,3238,5666
3362,3236,5662
3573,3238,5666
3677,3274,5660
3689,3354,5666
3675,3425,5660
3689,3470,5666
3682,3476,5662
3650,3470,5666
3605,3442,5658
3612,3412,5666
3688,3375,5664
3845,3354,5666
4010,3323,5653
4116,3296,5666
4105,3273,5687
4000,3296,5720
3828,3351,5721
3650,3412,5720
3535,3430,5710
3573,3412,5720
3761,3365,5716
4000,3296,5720
4163,3188,5713
4233,3065,5720
4287,2983,5715
4388,3007,5720
4497,3140,5714
4544,3354,5720
4509,3612,5714
4466,3932,5720
4425,4305,5715
4311,4684,5720
3980,4940,5713
3417,4973,5720
2718,4723,5716
2058,4221,5720
1505,3507,5710
1049,2660,5720
571,1759,5721
0,925,5720
-699,229,5687
-1437,-289,5666
-2086,-644,5653
-2447,-810,5666
-2373,-762,5665
-1786,-463,5666
-806,46,5658
350,694,5666
1408,1362,5663
2252,1966,5666
2875,2421,5659
3379,2718,5666
3798,2884,5663
4155,3007,5666
4430,3106,5657
4660,3181,5666
4844,3193,5667
4971,3181,5666
4989,3170,5635
4932,3181,5613
4874,3184,5598
4893,3181,5613
4939,3177,5616
4932,3181,5613
4855,3168,5581
4815,3123,5560
4874,3039,5543
4971,2949,5560
4969,2888,5566
4854,2891,5560
4711,2942,5522
4660,3007,5506
4694,3028,5501
4777,3007,5506
4849,2962,5477
4932,2949,5453
5012,2968,5438
5087,3007,5453
5111,3020,5452
5126,3007,5453
5185,2958,5444
5359,2891,5453
5587,2800,5449
5786,2718,5453
5885,2662,5446
5942,2660,5453
6001,2684,5448
6097,2718,5453
6187,2723,5447
6252,2718,5453
6232,2721,5447
6097,2776,5453
5843,2860,5447
5592,2949,5453
5456,3010,5447
5476,3065,5453
5520,3105,5447
5476,3123,5453
5307,3094,5447
5126,3065,5453
5001,3070,5447
4932,3123,5453
4825,3152,5447
4660,3123,5453
4443,3046,5447
4233,3007,5453
4024,3037,5447
3845,3123,5453
3702,3194,5446
3650,3238,5453
3677,3245,5448
3767,3238,5453
3845,3210,5445
3883,3181,5453
3851,3148,5450
3767,3123,5453
3638,3107,5443
3495,3123,5453
3365,3157,5455
3301,3181,5453
3358,3161,5419
3573,3123,5399
3902,3112,5388
4233,3181,5399
4427,3337,5395
4427,3585,5399
4240,3879,5397
3961,4164,5399
3666,4352,5371
3417,4395,5346
3149,4224,5328
2757,3817,5346
2136,3170,5352
1320,2371,5346
405,1506,5310
-466,694,5292
-1231,32,5282
-1864,-405,5292
-2434,-690,5288
-2951,-925,5292
-3336,-1109,5287
-3340,-1041,5292
-2765,-591,5285
-1592,173,5292
-90,1017,5290
1398,1793,5292
2585,2439,5279
3417,2949,5292
3952,3283,5315
4311,3470,5346
4517,3547,5343
4582,3585,5346
4507,3605,5356
4388,3643,5399
4312,3680,5427
4349,3701,5453
4473,3678,5466
4621,3643,5506
4710,3625,5537
4699,3643,5560
4595,3673,5551
4466,3701,5560
4381,3725,5577
4388,3759,5613
4481,3778,5632
4621,3759,5666
4732,3694,5695
4777,3643,5720
4750,3629,5712
4738,3643,5720
4786,3628,5740
4932,3585,5773
5125,3520,5772
5320,3470,5773
5406,3442,5783
5320,3470,5827
5047,3525,5856
4738,3585,5880
4566,3613,5879
4660,3643,5880
4945,3675,5869
5281,3701,5880
5526,3681,5898
5670,3643,5934
5722,3603,5939
5709,3585,5934
5612,3571,5916
5476,3585,5934
5336,3628,5959
5243,3701,5987
5163,3750,5983
5087,3759,5987
4998,3726,5986
4932,3701,5987
4876,3690,5955
4815,3701,5934
4689,3719,5920
4505,3759,5934
4278,3781,5930
4078,3759,5934
3913,3687,5928
3806,3643,5934
3741,3640,5909
3728,3643,5880
3706,3593,5840
3650,3527,5827
3580,3469,5818
3612,3412,5827
3749,3317,5808
3883,3238,5773
3838,3226,5718
3612,3296,5720
3331,3371,5802
3184,3412,5987
3227,3395,6189
3417,3354,6361
3604,3306,6456
3689,3296,6522
3645,3317,6556
3573,3354,6575
3530,3363,6549
3534,3354,6522
3538,3326,6490
3573,3296,6468
3672,3242,6415
3845,3181,6361
3985,3126,6315
4000,3123,6308
3857,3149,6289
3650,3181,6254
3451,3180,6189
3301,3181,6148
3184,3198,6116
3146,3238,6094
3220,3254,6039
3417,3238,5987
3651,3183,5942
3845,3123,5934
3931,3073,5910
3922,3065,5880
3838,3070,5835
3728,3065,5827
3584,3029,5826
3417,3007,5827
3254,3004,5792
3184,3007,5773
3221,2979,5765
3340,2949,5773
3484,2935,5747
3650,2949,5720
3749,2966,5699
3689,3007,5720
3463,3063,5741
3262,3123,5773
3235,3121,5791
3379,3065,5827
3553,2984,5864
3689,2949,5934
3751,2948,5992
3728,2949,6041
3623,2906,6056
3534,2834,6094
3534,2747,6143
3612,2660,6201
3704,2580,6223
3806,2544,6254
3937,2587,6297
4078,2718,6361
4173,2930,6393
4233,3238,6415
4312,3636,6428
4466,4106,6468
4624,4593,6496
4660,5031,6522
4419,5263,6520
3883,5147,6522
3139,4653,6512
2369,3932,6522
1680,3108,6519
1087,2197,6522
469,1156,6510
-272,58,6522
-1158,-968,6525
-2019,-1793,6522
-2620,-2334,6485
-2718,-2487,6468
-2245,-2224,6462
-1282,-1619,6468
-78,-850,6438
1126,-58,6415
2147,633,6400
2951,1157,6415
3530,1481,6397
3922,1677,6361
4153,1805,6313
4311,1908,6308
4418,1956,6309
4466,1966,6308
4389,1970,6272
4233,2024,6254
4113,2111,6247
4155,2197,6254
4322,2255,6226
4466,2313,6201
4438,2396,6183
4272,2487,6201
4135,2543,6203
4194,2544,6201
4453,2499,6187
4777,2429,6201
4983,2355,6206
5010,2313,6201
4889,2320,6164
4738,2371,6148
4589,2417,6141
4466,2429,6148
4382,2385,6121
4427,2313,6094
4613,2237,6059
4893,2197,6041
5141,2188,6007
5320,2197,5987
5403,2195,5960
5398,2197,5934
5285,2211,5875
5126,2255,5827
4976,2311,5788
4932,2371,5773
5049,2394,5728
5359,2371,5666
5722,2304,5593
5942,2255,5560
5882,2253,5534
5631,2313,5506
5325,2409,5445
5087,2544,5399
4973,2678,5366
5048,2776,5346
5243,2809,5292
5398,2834,5239
5385,2893,5195
5281,3007,5185
5181,3127,5164
5087,3238,5132
4906,3328,5074
4660,3412,5025
4424,3461,4967
4272,3470,4918
4176,3438,4859
4116,3412,4811
4039,3401,4754
3922,3412,4704
3743,3431,4643
3573,3470,4597
3455,3491,4544
3417,3470,4490
3392,3412,4408
3340,3412,4330
3229,3488,4260
3107,3585,4223
3009,3610,4176
2990,3585,4116
3028,3550,4042
3107,3527,4009
3161,3492,4004
3184,3470,4009
3167,3463,3981
3146,3470,3956
3110,3459,3943
3068,3470,3956
3018,3500,3955
3029,3527,3956
3137,3503,3951
3340,3470,3956
3524,3467,3949
3573,3527,3956
3404,3626,3958
3107,3759,3956
2880,3863,3923
2951,3874,3902
3340,3737,3893
3845,3527,3902
4140,3351,3896
4078,3296,3902
3746,3334,3919
3417,3412,3956
3267,3458,3977
3301,3470,4009
3358,3457,4050
3340,3470,4116
3257,3497,4170
3223,3527,4223
3268,3529,4265
3340,3527,4330
3347,3524,4401
3301,3527,4490
3252,3504,4569
3262,3470,4651
3311,3430,4722
3379,3412,4811
3416,3389,4893
3417,3354,4972
3379,3290,5023
3340,3238,5078
3297,3213,5128
3262,3238,5185
3234,3289,5215
3262,3354,5239
3339,3379,5254
3417,3354,5292
3405,3297,5322
3301,3296,5346
3153,3366,5340
3068,3470,5346
3088,3524,5360
3223,3527,5399
3403,3482,5425
3573,3412,5453
3668,3313,5470
3689,3238,5506
3635,3212,5532
3534,3238,5560
3384,3267,5574
3223,3296,5613
3094,3322,5660
3068,3354,5720
3146,3366,5751
3301,3354,5773
3465,3321,5786
3612,3296,5827
3680,3286,5861
3650,3296,5880
3534,3315,5855
3456,3354,5827
3488,3423,5795
3612,3527,5773
3681,3622,5725
3612,3643,5666
3414,3531,5585
3223,3296,5506
3133,3000,5416
3184,2718,5346
3312,2444,5268
3456,2140,5185
3555,1772,5072
3612,1388,4972
3627,995,4882
3650,578,4811
3724,110,4724
3922,-347,4651
4260,-743,4585
4699,-1041,4544
5087,-1238,4502
5281,-1272,4490
5184,-1134,4488
4854,-867,4490
4422,-580,4460
4039,-289,4437
3740,9,4425
3534,347,4437
3432,706,4419
3495,1099,4383
3678,1504,4337
3845,1908,4330
3844,2257,4331
3689,2544,4330
3471,2762,4297
3301,2949,4277
3211,3133,4267
3223,3354,4277
3294,3594,4270
3379,3817,4277
3424,3982,4291
3456,4106,4330
3471,4202,4355
3456,4279,4383
3367,4319,4404
3262,4337,4437
3200,4354,4458
3223,4395,4490
3275,4433,4529
3301,4453,4597
3257,4445,4656
3184,4453,4704
3139,4476,4724
3184,4511,4758
3276,4518,4802
3340,4511,4865
3298,4483,4900
3184,4453,4918
3048,4412,4911
2951,4395,4918
2908,4392,4932
2951,4395,4972
3070,4365,5002
3223,4337,5025
3304,4337,5020
3262,4395,5025
3113,4458,5039
2951,4511,5078
2805,4550,5106
2680,4626,5132
2583,4707,5147
2602,4742,5185
2754,4675,5217
2990,4568,5239
3207,4480,5231
3379,4453,5239
3464,4445,5258
3417,4453,5292
3196,4467,5296
2913,4511,5292
2717,4548,5281
2718,4568,5292
2875,4546,5293
3107,4511,5292
3313,4470,5281
3456,4453,5292
3507,4431,5296
3495,4395,5292
3438,4315,5260
3379,4221,5239
3328,4122,5214
3301,4048,5185
3256,3983,5125
3184,3932,5078
3123,3858,5045
3184,3759,5025
3388,3632,4971
3650,3527,4918
3810,3452,4875
3806,3412,4865
3651,3375,4840
3456,3354,4811
3334,3328,4773
3379,3296,4758
3528,3250,4734
3650,3238,4704
3641,3259,4662
3573,3296,4651
3540,3301,4651
3573,3296,4651
3593,3275,4618
3573,3238,4597
3513,3168,4591
3456,3123,4597
3393,3127,4572
3340,3181,4544
3299,3219,4529
3301,3238,4544
3328,3237,4534
3379,3238,4490
3431,3231,4422
3495,3238,4383
3534,3259,4359
3534,3296,4330
3481,3311,4256
3417,3296,4170
3345,3242,4083
3262,3181,4009
3159,3131,3910
3107,3123,3795
3150,3127,3674
3301,3123,3582
3494,3091,3498
3689,3065,3421
3820,3039,3334
3845,3007,3261
3705,2957,3182
3456,2949,3101
3198,3010,3005
3068,3123,2940
3101,3191,2902
3262,3181,2887
3441,3094,2853
3573,3007,2833
3623,2952,2837
3612,2949,2887
3539,2956,2937
3417,2949,2994
3252,2919,3038
3107,2891,3101
3087,2850,3166
3301,2776,3261
3751,2686,3360
4311,2660,3475
4791,2738,3574
5048,2891,3689
5028,3068,3808
4777,3296,3956
4383,3597,4091
3961,3932,4223
3531,4173,4339
3068,4221,4490
2521,4018,4662
1942,3585,4865
1400,2981,5048
971,2313,5239
635,1634,5431
350,983,5666
-7,396,5903
-544,-58,6148
-1332,-407,6373
-2252,-694,6629
-3036,-874,6888
-3301,-752,7163
-2798,-255,7416
-1515,463,7698
206,1122,7985
1903,1619,8286
3184,1992,8547
3961,2313,8820
4319,2557,9101
4427,2718,9408
4382,2808,9667
4272,2891,9890
4128,2976,10065
4000,3065,10264
3917,3116,10466
3922,3123,10691
3982,3090,10884
4039,3065,11066
4052,3073,11200
4078,3123,11333
4163,3171,11435
4311,3181,11547
4463,3133,11627
4582,3065,11707
4644,3014,11738
4621,3007,11761
4478,3029,11749
4272,3065,11761
4114,3082,11753
4155,3065,11761
4384,2992,11744
4699,2891,11761
4945,2801,11760
5087,2776,11761
5129,2796,11718
5126,2834,11707
5111,2858,11698
5165,2891,11707
5299,2912,11669
5476,2891,11654
5583,2803,11640
5592,2718,11654
5527,2687,11622
5476,2718,11600
5467,2738,11563
5514,2718,11547
5563,2658,11485
5592,2602,11440
5572,2556,11392
5514,2544,11386
5381,2574,11353
5165,2660,11333
4889,2743,11292
4660,2776,11279
4522,2742,11243
4466,2718,11226
4412,2748,11187
4349,2834,11173
4262,2919,11135
4155,3007,11119
3993,3095,11080
3806,3181,11066
3620,3210,11028
3495,3181,11012
3426,3097,10974
3417,3007,10959
3424,2941,10921
3417,2949,10905
3335,3020,10867
3184,3123,10852
3005,3198,10816
2913,3238,10798
2951,3228,10743
3107,3181,10691
3262,3107,10616
3340,3065,10585
3294,3070,10550
3184,3123,10531
3082,3180,10469
3068,3238,10424
3119,3280,10378
3184,3296,10371
3198,3254,10339
3184,3181,10317
3173,3117,10275
3184,3123,10264
3167,3176,10231
3107,3238,10210
3034,3255,10166
3029,3238,10157
3076,3202,10145
3107,3181,10157
3042,3183,10129
2913,3238,10103
2752,3325,10059
2602,3412,10050
2494,3440,10023
2524,3412,9997
2719,3333,9930
3029,3238,9890
3332,3134,9848
3573,3065,9836
3701,3054,9801
3689,3123,9783
3511,3219,9747
3262,3296,9729
3070,3314,9689
3029,3296,9676
3090,3246,9663
3184,3181,9676
3283,3103,9650
3417,3065,9622
3525,3072,9592
3495,3123,9622
3258,3193,9653
2951,3296,9676
2774,3376,9654
2835,3354,9676
3023,3179,9717
3184,2949,9729
3234,2776,9567
3223,2718,9248
3179,2724,8838
3107,2776,8500
2985,2847,8257
2835,2949,8126
2615,3060,8025
2330,3181,7965
2134,3256,7899
2291,3238,7858
2824,3097,7810
3417,2891,7805
3731,2692,7800
3767,2544,7805
3760,2450,7769
3845,2429,7751
3966,2510,7736
4039,2718,7751
4039,3026,7743
4000,3412,7751
3968,3854,7747
4000,4337,7751
4020,4753,7717
3883,4973,7698
3485,4915,7683
2913,4626,7698
2277,4154,7692
1631,3527,7698
940,2760,7690
233,1966,7698
-477,1242,7687
-1204,636,7698
-1998,117,7698
-2757,-289,7698
-3268,-540,7660
-3262,-578,7644
-2647,-401,7636
-1515,0,7644
-151,567,7615
1165,1214,7591
2223,1815,7557
2990,2313,7537
3498,2682,7496
3845,2949,7484
4073,3105,7479
4233,3181,7484
4317,3202,7449
4349,3238,7431
4341,3294,7421
4349,3354,7431
4410,3371,7401
4544,3354,7377
4691,3320,7360
4777,3296,7377
4751,3284,7374
4660,3296,7377
4583,3326,7367
4582,3354,7377
4646,3344,7369
4738,3296,7377
4806,3242,7373
4854,3238,7377
4875,3300,7347
4893,3412,7324
4881,3502,7303
4854,3527,7324
4823,3464,7331
4854,3354,7324
4938,3227,7282
5048,3123,7270
5118,3042,7267
5165,3007,7270
5207,2997,7234
5281,3007,7217
5356,3007,7209
5437,3007,7217
5513,2986,7185
5631,2949,7163
5777,2902,7151
5942,2891,7163
6045,2898,7137
6058,2891,7110
5964,2848,7088
5825,2834,7110
5672,2875,7116
5553,2949,7110
5478,2988,7071
5476,3007,7056
5504,3026,7047
5514,3065,7056
5432,3094,7047
5281,3123,7056
5104,3134,7055
4971,3123,7056
4872,3079,7022
4815,3065,7003
4797,3116,6990
4854,3238,7003
4928,3367,6997
4932,3470,7003
4756,3503,6999
4427,3470,7003
4026,3378,6972
3689,3296,6949
3471,3246,6931
3417,3238,6949
3503,3249,6953
3689,3296,6949
3846,3343,6915
3883,3354,6896
3761,3297,6880
3573,3238,6896
3389,3216,6898
3262,3238,6896
3181,3258,6862
3184,3296,6843
3260,3365,6827
3379,3470,6843
3458,3562,6843
3495,3643,6843
3484,3703,6810
3456,3759,6789
3407,3790,6771
3379,3817,6789
3378,3838,6794
3417,3874,6789
3477,3917,6750
3573,3990,6736
3670,4074,6728
3728,4164,6736
3685,4210,6706
3573,4221,6682
3446,4192,6663
3379,4164,6682
3381,4146,6684
3456,4164,6682
3583,4196,6663
3728,4221,6682
3800,4195,6706
3728,4106,6736
3539,3963,6729
3379,3817,6736
3386,3716,6748
3573,3701,6789
3843,3775,6812
4078,3932,6843
4178,4140,6861
4116,4395,6896
3921,4683,6915
3689,4973,6949
3432,5132,6971
3107,5031,7003
2645,4601,7017
2097,3932,7056
1517,3143,7101
932,2313,7163
273,1425,7193
-466,520,7217
-1255,-286,7228
-2019,-867,7270
-2756,-1278,7300
-3379,-1619,7324
-3685,-1853,7313
-3379,-1735,7324
-2398,-1170,7340
-971,-347,7377
501,423,7380
1786,1041,7377
2811,1531,7361
3612,1908,7377
4168,2115,7395
4505,2197,7431
4655,2212,7436
4699,2197,7431
4670,2133,7393
4621,2082,7377
4577,2100,7365
4582,2197,7377
4628,2299,7371
4699,2371,7377
4759,2423,7370
4815,2487,7377
4872,2553,7368
4932,2602,7377
4977,2631,7374
5010,2660,7377
5031,2694,7347
5048,2718,7324
5047,2716,7303
5048,2718,7324
5052,2738,7331
5087,2776,7324
5135,2788,7281
5204,2776,7270
5240,2745,7268
5243,2718,7270
5217,2685,7233
5243,2660,7217
5323,2645,7211
5437,2660,7217
5518,2687,7182
5592,2718,7163
5676,2724,7156
5786,2718,7163
5865,2705,7130
5903,2718,7110
5901,2743,7100
5903,2776,7110
5883,2783,7080
5825,2776,7056
5698,2762,7043
5553,2776,7056
5417,2800,7034
5320,2834,7003
5225,2872,6962
5126,2949,6949
4996,3044,6922
4854,3123,6896
4692,3153,6856
4544,3181,6843
4401,3229,6817
4272,3296,6789
4120,3333,6728
3961,3354,6682
3792,3373,6642
3650,3412,6629
3531,3442,6598
3456,3470,6575
3402,3491,6539
3379,3527,6522
3366,3558,6490
3379,3585,6468
3373,3591,6433
3340,3585,6415
3259,3557,6381
3184,3527,6361
3128,3507,6341
3107,3527,6361
3091,3560,6385
3107,3585,6415
3149,3580,6410
3223,3585,6415
3286,3608,6425
3340,3643,6468
3377,3649,6496
3417,3643,6522
3441,3634,6533
3456,3643,6575
3454,3643,6623
3456,3643,6682
3455,3637,6710
3456,3643,6736
3438,3641,6751
3417,3643,6789
3400,3654,6816
3417,3701,6843
3442,3746,6841
3456,3759,6843
3436,3708,6819
3417,3643,6789
3410,3596,6730
3417,3585,6682
3412,3563,6625
3417,3527,6575
3441,3483,6493
3495,3470,6415
3532,3469,6339
3534,3470,6308
3483,3442,6280
3417,3412,6254
3347,3378,6196
3301,3354,6148
3267,3319,6103
3262,3296,6094
3270,3299,6085
3301,3354,6094
3334,3420,6088
3379,3470,6094
3404,3474,6099
3417,3470,6148
3420,3463,6200
3456,3470,6254
3514,3464,6273
3573,3470,6308
3585,3468,6352
3573,3470,6415
3548,3442,6441
3534,3412,6468
3512,3378,6501
3495,3354,6575
3485,3306,6636
3495,3238,6682
3517,3153,6696
3573,3065,6736
3701,2957,6783
3922,2834,6843
4194,2737,6869
4427,2776,6896
4542,3049,6914
4544,3585,6949
4477,4272,6969
4388,4973,7003
4233,5602,7027
3961,6130,7056
3538,6408,7054
3029,6245,7056
2491,5579,7048
1981,4626,7056
1476,3635,7049
971,2718,7056
413,1845,7053
-233,1041,7056
-1018,325,7027
-1864,-289,7003
-2581,-775,6983
-2874,-983,7003
-2578,-822,7010
-1709,-347,7003
-504,256,6962
777,867,6949
1905,1413,6946
2796,1850,6949
3422,2134,6915
3845,2313,6896
4105,2436,6886
4272,2544,6896
4364,2612,6869
4427,2660,6843
4467,2690,6822
4505,2718,6843
4527,2722,6847
4544,2718,6843
4544,2713,6807
4544,2718,6789
4540,2706,6774
4544,2660,6789
4545,2591,6790
4544,2544,6789
4537,2535,6756
4544,2544,6736
4557,2544,6719
4582,2544,6736
4595,2545,6739
4621,2544,6736
4659,2532,6700
4738,2544,6682
4828,2576,6669
4932,2602,6682
5013,2581,6678
5087,2544,6682
5140,2511,6674
5204,2487,6682
5270,2448,6675
5359,2429,6682
5439,2442,6676
5514,2487,6682
5569,2518,6673
5631,2544,6682
5677,2567,6679
5709,2602,6682
5716,2642,6668
5747,2718,6682
5791,2825,6702
5825,2949,6736
5801,3045,6736
5747,3123,6736
5674,3184,6725
5592,3238,6736
5465,3268,6731
5320,3296,6736
5172,3322,6727
5048,3354,6736
4916,3377,6730
4777,3412,6736
4626,3443,6728
4505,3470,6736
4399,3484,6730
4311,3527,6736
4209,3590,6727
4116,3643,6736
4018,3648,6730
3922,3643,6736
3802,3643,6726
3689,3643,6736
3590,3611,6733
3534,3585,6736
3489,3579,6721
3456,3585,6736
3411,3561,6757
3379,3527,6789
3349,3495,6787
3340,3470,6789
3319,3430,6783
3301,3412,6789
3280,3425,6777
3301,3470,6789
3350,3499,6809
3417,3527,6843
3450,3551,6842
3456,3585,6843
3434,3591,6834
3417,3585,6843
3406,3572,6834
3417,3585,6843
3436,3597,6841
3456,3585,6843
3459,3516,6809
3456,3412,6789
3481,3290,6776
3573,3181,6789
3750,3094,6769
4000,3065,6736
4283,3120,6688
4544,3296,6682
4690,3601,6681
4660,4048,6682
4443,4588,6648
4116,5147,6629
3711,5581,6615
3223,5783,6629
2623,5671,6624
1981,5262,6629
1355,4592,6621
777,3759,6629
182,2847,6619
-466,1966,6629
-1205,1156,6641
-1981,463,6682
-2670,-76,6707
-3029,-347,6736
-2880,-284,6749
-2175,116,6789
-1087,735,6818
155,1446,6843
1317,2109,6834
2291,2660,6843
3017,3062,6857
3534,3354,6896
3876,3555,6916
4116,3701,6949
4276,3794,6972
4388,3874,7003
4452,3922,6999
4505,3932,7003
4547,3882,7011
4582,3817,7056
4588,3754,7087
4582,3701,7110
4575,3638,7100
4582,3585,7110
4596,3551,7123
4621,3527,7163
4655,3480,7186
4699,3412,7217
4727,3340,7234
4738,3296,7270
4717,3265,7292
4699,3238,7324
4684,3186,7340
4699,3123,7377
4726,3053,7401
4777,3007,7431
4816,2972,7429
4854,2949,7431
4891,2915,7419
4971,2891,7431
5069,2878,7427
5165,2891,7431
5221,2898,7418
5281,2891,7431
5352,2858,7431
5437,2834,7431
5497,2821,7396
5553,2834,7377
5589,2855,7365
5592,2891,7377
5526,2908,7356
5437,2891,7324
5349,2844,7277
5281,2834,7270
5192,2877,7268
5087,2949,7270
4965,2988,7237
4854,3007,7217
4735,3026,7201
4621,3065,7217
4499,3095,7214
4388,3123,7217
4269,3148,7206
4155,3181,7217
4032,3192,7213
3922,3181,7217
3814,3131,7205
3728,3065,7217
3643,2993,7216
3573,2949,7217
3492,2919,7184
3417,2891,7163
3342,2852,7146
3301,2834,7163
3273,2830,7166
3262,2834,7163
3245,2822,7128
3262,2834,7110
3297,2862,7095
3340,2891,7110
3345,2871,7110
3340,2834,7110
3332,2795,7077
3340,2776,7056
3338,2743,7038
3340,2718,7056
3348,2706,7062
3379,2718,7056
3415,2708,7017
3456,2660,7003
3511,2587,6997
3612,2544,7003
3796,2565,6971
4078,2660,6949
4410,2820,6936
4699,3065,6949
4842,3409,6930
4815,3874,6896
4635,4433,6849
4349,5031,6843
3955,5542,6841
3456,5841,6843
2833,5809,6811
2136,5436,6789
1436,4772,6758
816,3932,6736
218,2985,6694
-427,2024,6682
-1128,1163,6677
-1786,520,6682
-2419,62,6650
-3029,-289,6629
-3406,-497,6615
-3107,-347,6629
-2009,232,6623
-505,1041,6629
841,1768,6624
1864,2313,6629
2671,2712,6613
3340,3007,6629
