I,MCL,ABP,RESP
4719,2072,3099,2877
4677,2580,3094,2874
4780,2990,3099,2877
4914,3321,3096,2869
5022,3602,3099,2861
5074,3793,3096,2848
5143,3908,3099,2845
5214,3968,3094,2840
5264,4026,3099,2845
5220,4065,3098,2844
5143,4097,3099,2845
5075,4097,3091,2834
5082,4097,3099,2829
5107,4089,3104,2823
5143,4097,3099,2829
5143,4097,3067,2827
5143,4097,3046,2829
5128,4093,3040,2824
5143,4097,3046,2829
5181,4096,3041,2829
5264,4097,3046,2829
5338,4090,3051,2817
5385,4097,3046,2812
5367,4104,3013,2809
5324,4120,2994,2812
5273,4127,2993,2809
5264,4144,2994,2812
5277,4155,2963,2812
5324,4167,2941,2812
5358,4163,2939,2800
5385,4167,2941,2796
5381,4167,2911,2794
5385,4167,2889,2796
5381,4142,2885,2784
5385,4120,2889,2780
5372,4107,2858,2778
5385,4120,2836,2780
5409,4124,2830,2763
5445,4120,2836,2747
5431,4099,2807,2733
5385,4097,2784,2731
5325,4108,2774,2721
5324,4144,2784,2715
5366,4176,2773,2705
5445,4215,2784,2698
5505,4238,2820,2680
5566,4262,2889,2666
5618,4270,2948,2654
5687,4285,3046,2650
5728,4287,3210,2633
5748,4285,3466,2617
5734,4272,3762,2598
5748,4285,4097,2585
5788,4308,4462,2561
5869,4332,4884,2536
5936,4327,5315,2506
5990,4332,5725,2487
5998,4350,6064,2469
5990,4379,6355,2455
5968,4374,6586,2430
5990,4356,6775,2406
6039,4337,6899,2378
6111,4356,6985,2357
6150,4391,7025,2331
6171,4450,7038,2308
6163,4500,7011,2281
6171,4544,6985,2260
6201,4557,6956,2235
6292,4568,6933,2211
6381,4571,6895,2177
6413,4591,6880,2146
6319,4608,6877,2111
6171,4638,6880,2081
6039,4661,6851,2046
5990,4685,6828,2016
5962,4686,6817,1981
5929,4685,6828,1951
5875,4670,6809,1916
5869,4662,6775,1886
5879,4650,6717,1852
5869,4662,6670,1821
5797,4673,6611,1785
5748,4685,6565,1756
5737,4672,6509,1723
5748,4662,6460,1691
5711,4646,6383,1653
5687,4638,6303,1626
5697,4611,6212,1601
5748,4591,6145,1577
5790,4578,6069,1542
5869,4591,5987,1512
5948,4595,5878,1486
5990,4591,5777,1463
5964,4564,5671,1429
5990,4544,5567,1398
6069,4516,5433,1370
6111,4497,5305,1349
6004,4479,5186,1322
5869,4497,5095,1300
5818,4523,4977,1283
5869,4544,4832,1268
5901,4522,4658,1243
5929,4497,4517,1219
5991,4475,4401,1199
6111,4474,4307,1187
6181,4457,4180,1170
6171,4450,4044,1154
6081,4442,3913,1137
5990,4450,3834,1122
5907,4450,3776,1102
5869,4474,3729,1089
5848,4511,3665,1080
5869,4568,3624,1073
5909,4604,3607,1057
5990,4638,3624,1040
6058,4660,3627,1027
6111,4685,3624,1024
6130,4692,3610,1019
6171,4709,3624,1008
6223,4727,3647,989
6292,4756,3676,975
6345,4761,3679,965
6413,4756,3676,959
6463,4726,3667,950
6474,4685,3676,943
6396,4615,3679,934
6292,4544,3676,927
6201,4472,3649,916
6171,4426,3624,910
6158,4391,3608,909
6171,4379,3624,910
6191,4372,3634,904
6232,4379,3624,894
6228,4371,3586,882
6171,4356,3571,878
6061,4316,3573,877
5990,4285,3571,878
5968,4258,3539,871
5990,4262,3519,862
5955,4260,3517,850
5869,4262,3519,845
5746,4243,3488,844
5687,4238,3466,845
5667,4231,3463,839
5687,4238,3466,829
5697,4237,3436,817
5748,4238,3414,813
5809,4234,3410,812
5869,4238,3414,813
5872,4230,3384,806
5869,4215,3361,797
5863,4206,3358,786
5869,4262,3361,780
5863,4382,3332,773
5929,4591,3309,764
6120,4920,3305,754
6474,5392,3309,748
6935,5820,3280,741
7502,6004,3256,732
8152,5968,3252,719
8894,6004,3256,715
9656,6148,3228,716
10346,6004,3204,715
10739,5099,3198,706
10648,3508,3204,699
9991,1775,3178,698
8954,494,3151,699
7800,-87,3140,691
6776,0,3151,683
5945,502,3150,679
5324,1154,3151,683
4870,1757,3151,684
4598,2307,3151,683
4487,2812,3124,681
4538,3249,3099,683
4658,3542,3088,683
4780,3720,3099,683
4827,3830,3099,681
4840,3932,3099,683
4847,4001,3094,683
4901,4050,3099,683
4959,4070,3095,681
5022,4097,3099,683
5050,4109,3098,683
5082,4120,3099,683
5085,4114,3090,680
5082,4120,3099,683
5043,4131,3106,690
5022,4144,3099,699
5025,4136,3064,701
5082,4120,3046,699
5129,4101,3047,697
5143,4097,3046,699
5105,4091,3015,704
5082,4097,2994,715
5076,4102,2992,725
5082,4120,2994,732
5068,4136,2964,730
5082,4167,2941,732
5112,4199,2939,738
5143,4238,2941,748
5132,4255,2911,749
5143,4262,2889,748
5189,4245,2885,751
5264,4238,2889,764
5302,4237,2858,776
5324,4262,2836,780
5311,4279,2832,777
5264,4285,2836,780
5174,4259,2805,788
5143,4238,2784,797
5187,4225,2779,796
5264,4238,2784,797
5275,4234,2751,802
5264,4215,2731,813
5270,4176,2741,816
5324,4167,2784,813
5375,4182,2804,809
5445,4215,2836,813
5513,4226,2905,815
5566,4238,3046,813
5563,4251,3226,808
5566,4285,3466,813
5586,4310,3767,823
5627,4332,4149,829
5645,4332,4563,822
5687,4332,4989,813
5730,4323,5390,809
5748,4332,5777,813
5701,4346,6118,814
5687,4379,6408,813
5750,4403,6617,806
5869,4426,6775,797
5926,4435,6874,785
5929,4450,6933,780
5927,4451,6937,780
5990,4450,6933,780
6061,4437,6926,773
6111,4450,6933,764
6124,4471,6912,756
6171,4497,6880,748
6224,4494,6839,736
6232,4497,6828,732
6113,4515,6824,732
5929,4568,6828,732
5756,4617,6804,722
5687,4662,6775,715
5691,4679,6738,714
5748,4685,6723,715
5804,4670,6698,707
5869,4662,6670,699
5904,4648,6614,696
5929,4638,6565,699
5943,4610,6509,699
5990,4591,6460,699
6014,4579,6382,698
5990,4591,6303,699
5907,4593,6214,696
5869,4591,6145,699
5872,4574,6066,706
5869,4568,5987,715
5794,4554,5882,715
5748,4544,5777,715
5779,4516,5663,719
5869,4497,5567,732
5896,4477,5462,741
5869,4474,5357,748
5803,4466,5225,753
5748,4474,5095,764
5707,4473,4955,778
5748,4474,4832,797
5826,4455,4698,813
5869,4450,4569,829
5808,4452,4428,843
5748,4474,4307,862
5733,4477,4191,883
5748,4474,4097,910
5725,4455,3991,934
5748,4450,3887,959
5844,4435,3769,982
5990,4426,3676,1008
6089,4418,3605,1032
6171,4450,3571,1057
6215,4509,3539,1079
6171,4591,3519,1105
5972,4654,3501,1130
5748,4709,3519,1154
5633,4745,3545,1175
5687,4780,3571,1203
5803,4785,3568,1235
5929,4780,3571,1268
6025,4760,3586,1292
6111,4756,3624,1317
6150,4740,3637,1345
6171,4709,3624,1382
6168,4639,3587,1414
6171,4568,3571,1447
6161,4504,3567,1476
6171,4474,3571,1512
6172,4446,3564,1545
6171,4426,3571,1577
6140,4396,3577,1601
6111,4379,3571,1626
6042,4361,3537,1647
5929,4356,3519,1674
5776,4341,3518,1703
5687,4332,3519,1739
5668,4305,3487,1773
5687,4285,3466,1804
5673,4261,3464,1826
5687,4262,3466,1853
5721,4259,3437,1883
5748,4262,3414,1918
5687,4250,3410,1948
5627,4262,3414,1983
5615,4277,3386,2016
5687,4285,3361,2048
5768,4268,3354,2070
5869,4262,3361,2097
5950,4271,3337,2126
5990,4285,3309,2162
5938,4276,3296,2187
5869,4285,3309,2211
5831,4353,3295,2231
5869,4544,3256,2260
5975,4872,3211,2283
6232,5321,3204,2308
6663,5746,3209,2330
7260,6004,3204,2357
7927,6037,3169,2380
8652,6004,3151,2406
9399,6030,3150,2427
10104,6004,3151,2455
10545,5503,3122,2477
10527,4262,3099,2503
9947,2519,3093,2525
8954,989,3099,2552
7786,199,3074,2574
6716,165,3046,2601
5861,526,3033,2622
5264,1036,3046,2650
4850,1603,3049,2673
4598,2190,3046,2698
4485,2690,3040,2712
4538,3084,3046,2731
4667,3383,3045,2750
4780,3626,3046,2780
4808,3791,3042,2803
4840,3908,3046,2829
4917,3979,3043,2848
5022,4026,3046,2877
5046,4034,3043,2906
5022,4050,3046,2942
5004,4069,3042,2967
5082,4097,3046,2991
5187,4096,3044,3009
5264,4097,3046,3040
5214,4103,3041,3071
5082,4120,3046,3105
4937,4123,3048,3127
4901,4120,3046,3154
4951,4114,3020,3177
5022,4120,2994,3202
5028,4119,2978,3215
5022,4120,2994,3235
5034,4114,3005,3255
5082,4120,2994,3284
5110,4125,2957,3300
5143,4144,2941,3316
5187,4156,2943,3327
5264,4167,2941,3349
5311,4156,2909,3363
5324,4144,2889,3381
5291,4131,2886,3393
5264,4144,2889,3414
5245,4157,2859,3429
5264,4167,2836,3446
5288,4159,2829,3451
5324,4167,2836,3462
5346,4186,2810,3468
5385,4215,2784,3479
5417,4217,2769,3482
5445,4215,2784,3495
5423,4206,2784,3503
5385,4215,2784,3511
5350,4213,2775,3506
5385,4215,2784,3511
5463,4208,2791,3518
5566,4215,2836,3528
5634,4212,2915,3518
5687,4215,3046,3511
5717,4209,3204,3506
5748,4215,3414,3511
5749,4211,3669,3503
5748,4215,3992,3495
5734,4213,4358,3482
5748,4238,4779,3479
5784,4277,5209,3467
5869,4332,5620,3462
5945,4357,5959,3452
5990,4356,6250,3446
5979,4336,6482,3427
5990,4356,6670,3414
6036,4399,6792,3395
6111,4450,6880,3381
6130,4464,6924,3359
6111,4474,6933,3349
6083,4480,6899,3340
6111,4497,6880,3332
6148,4494,6877,3306
6171,4497,6880,3284
6157,4508,6849,3262
6171,4544,6828,3251
6203,4568,6821,3227
6232,4591,6828,3202
6187,4607,6801,3173
6111,4638,6775,3154
6029,4649,6762,3128
5990,4638,6775,3105
5965,4601,6759,3076
5990,4591,6723,3056
6056,4605,6663,3030
6171,4638,6618,3007
6258,4643,6561,2978
6292,4638,6513,2959
6243,4628,6453,2934
6171,4638,6408,2910
6107,4639,6352,2873
6111,4638,6303,2845
6140,4614,6228,2818
6171,4591,6145,2796
6150,4571,6036,2762
6111,4591,5935,2731
6047,4620,5825,2702
5990,4638,5725,2682
5915,4613,5613,2651
5869,4591,5515,2617
5846,4575,5408,2578
5869,4568,5305,2552
5892,4529,5174,2526
5929,4497,5042,2503
5955,4480,4901,2469
5990,4497,4779,2438
5994,4514,4647,2408
5990,4544,4517,2390
5969,4563,4374,2365
5990,4568,4254,2341
6036,4531,4142,2310
6111,4497,4044,2292
6153,4473,3931,2275
6171,4474,3834,2260
6143,4459,3758,2232
6111,4450,3729,2211
6082,4445,3704,2192
6111,4474,3676,2178
6148,4516,3633,2153
6171,4591,3624,2130
6153,4673,3642,2108
6171,4756,3676,2097
6210,4795,3680,2080
6232,4803,3676,2064
6188,4784,3668,2045
6171,4780,3676,2032
6214,4770,3674,2014
6292,4756,3676,1999
6307,4711,3672,1982
6292,4662,3676,1967
6277,4600,3671,1947
6292,4544,3676,1934
6288,4494,3677,1924
6292,4497,3676,1918
6293,4531,3650,1903
6292,4568,3624,1886
6239,4547,3607,1866
6171,4497,3624,1853
6084,4432,3634,1837
5990,4379,3624,1821
5855,4312,3587,1800
5748,4262,3571,1788
5685,4222,3572,1779
5687,4215,3571,1772
5683,4205,3541,1755
5687,4215,3519,1739
5675,4221,3514,1721
5687,4238,3519,1707
5694,4247,3494,1688
5748,4285,3466,1674
5823,4326,3454,1663
5929,4332,3466,1658
5987,4282,3453,1644
5990,4238,3414,1626
5925,4230,3368,1604
5869,4238,3361,1593
5838,4235,3367,1584
5869,4285,3361,1577
5947,4415,3326,1561
6111,4638,3309,1544
6341,4963,3309,1525
6655,5415,3309,1512
7060,5830,3278,1500
7623,6004,3256,1496
8299,5960,3253,1488
9015,6004,3256,1479
9683,6165,3228,1462
10285,6004,3204,1447
10645,5022,3198,1434
10527,3343,3204,1431
9806,1582,3178,1424
8712,353,3151,1414
7550,-147,3140,1396
6534,0,3151,1382
5704,539,3150,1370
5143,1224,3151,1365
4855,1862,3151,1357
4780,2425,3151,1349
4777,2905,3124,1339
4840,3296,3099,1333
4951,3553,3088,1324
5082,3720,3099,1317
5140,3831,3099,1307
5143,3932,3099,1300
5091,3998,3094,1291
5022,4050,3099,1284
4928,4075,3095,1274
4901,4097,3099,1268
4940,4094,3098,1264
5022,4097,3099,1268
5038,4098,3090,1270
5022,4120,3099,1268
4996,4138,3106,1258
5022,4144,3099,1252
5065,4131,3064,1249
5143,4120,3046,1252
5230,4115,3047,1250
5324,4120,3046,1252
5358,4118,3015,1252
5324,4120,2994,1252
5226,4117,2992,1243
5143,4120,2994,1235
5089,4115,2964,1232
5082,4120,2941,1235
5092,4119,2938,1236
5143,4120,2941,1235
5203,4116,2912,1233
5264,4144,2889,1235
5290,4182,2884,1235
5324,4215,2889,1235
5340,4198,2860,1233
5324,4167,2836,1235
5265,4140,2828,1236
5264,4144,2836,1235
5338,4149,2811,1227
5445,4167,2784,1219
5473,4185,2768,1215
5445,4215,2784,1219
5399,4227,2785,1221
5385,4238,2784,1219
5371,4235,2772,1209
5385,4238,2784,1203
5409,4237,2810,1201
5445,4262,2889,1203
5443,4294,3001,1197
5445,4332,3151,1187
5475,4345,3322,1174
5566,4356,3571,1170
5647,4354,3901,1170
5687,4356,4307,1170
5672,4339,4723,1163
5687,4332,5147,1154
5752,4325,5552,1145
5869,4332,5935,1138
5952,4334,6250,1128
5990,4356,6513,1122
5965,4385,6715,1114
5929,4426,6880,1105
5883,4441,6981,1089
5869,4450,7038,1073
5861,4457,7044,1060
5869,4497,7038,1057
5859,4543,7010,1051
5869,4591,6985,1040
5886,4614,6951,1022
5929,4638,6933,1008
5958,4650,6920,999
5990,4662,6933,992
5994,4656,6936,977
5990,4662,6933,959
5968,4669,6902,941
5990,4685,6880,927
6043,4682,6851,910
6111,4685,6828,894
6095,4690,6789,877
5990,4709,6775,862
5816,4711,6756,844
5687,4709,6723,829
5638,4693,6640,814
5687,4685,6565,797
5769,4663,6504,771
5869,4638,6460,748
5939,4604,6383,729
5990,4591,6303,715
5995,4584,6218,698
5990,4591,6145,683
5959,4600,6042,667
5929,4638,5935,650
5882,4666,5821,631
5869,4662,5725,618
5896,4606,5615,610
5990,4568,5515,601
6090,4559,5407,584
6171,4568,5305,569
6171,4535,5174,560
6111,4497,5042,553
6004,4470,4902,537
5929,4474,4779,520
5881,4461,4645,508
5869,4450,4517,504
5854,4440,4378,497
5869,4450,4254,488
5892,4448,4134,477
5929,4450,4044,471
5947,4445,3960,465
5990,4450,3887,455
6042,4449,3798,443
6111,4474,3729,439
6161,4511,3681,440
6232,4568,3676,439
6285,4611,3675,430
6292,4662,3676,423
6205,4708,3665,420
6111,4756,3676,423
6066,4773,3697,422
6111,4780,3729,423
6171,4767,3735,428
6232,4756,3729,439
6264,4723,3716,443
6292,4685,3729,439
6293,4627,3737,434
6292,4568,3729,439
6264,4504,3693,449
6232,4474,3676,455
6185,4457,3675,453
6171,4450,3676,455
6153,4427,3647,464
6111,4426,3624,471
6009,4439,3616,470
5929,4450,3624,471
5917,4411,3602,479
5990,4356,3571,488
6031,4302,3552,487
5990,4285,3571,488
5856,4274,3584,495
5748,4285,3571,504
5688,4288,3533,504
5687,4285,3519,504
5674,4252,3520,511
5687,4238,3519,520
5706,4235,3487,521
5748,4238,3466,520
5750,4234,3462,526
5748,4262,3466,536
5738,4306,3440,539
5748,4332,3414,536
5724,4322,3404,535
5687,4332,3414,536
5667,4379,3397,536
5748,4474,3361,536
5916,4648,3321,536
6171,5015,3309,536
6508,5539,3306,534
7018,6004,3309,536
7693,6140,3289,543
8470,6004,3256,553
9212,5903,3215,555
9862,6004,3204,553
10302,5907,3206,550
10406,5039,3204,553
10053,3325,3173,554
9317,1483,3151,553
8328,300,3146,549
7260,0,3151,553
6242,241,3128,562
5445,706,3099,569
4908,1272,3082,568
4598,1907,3099,569
4441,2491,3108,576
4477,2967,3099,585
4667,3323,3066,586
4901,3602,3046,585
5015,3788,3039,590
5022,3908,3046,601
4961,3972,3044,610
4901,4026,3046,618
4853,4061,3043,625
4901,4097,3046,634
5004,4108,3042,641
5082,4120,3046,650
5019,4118,3047,659
4901,4120,3046,666
4802,4106,3021,671
4780,4097,2994,683
4767,4092,2978,699
4780,4097,2994,715
4802,4095,3005,723
4840,4097,2994,732
4859,4094,2956,744
4901,4097,2941,764
4960,4097,2943,780
5022,4120,2941,797
5029,4146,2909,812
5022,4167,2889,829
5015,4161,2887,844
5022,4167,2889,862
4977,4185,2858,883
4901,4215,2836,910
4827,4216,2833,935
4840,4215,2836,959
4918,4216,2807,981
5022,4238,2784,1008
5070,4242,2778,1034
5082,4238,2784,1057
5083,4219,2755,1071
5143,4215,2731,1089
5249,4209,2722,1111
5385,4215,2731,1138
5459,4211,2706,1161
5445,4215,2679,1187
5345,4216,2661,1211
5264,4238,2679,1235
5234,4254,2695,1252
5264,4262,2731,1268
5304,4243,2785,1286
5385,4238,2889,1317
5479,4242,3019,1349
5566,4262,3204,1382
5598,4267,3447,1406
5627,4285,3782,1431
5655,4305,4164,1453
5687,4332,4569,1479
5697,4339,4958,1502
5748,4356,5357,1528
5821,4382,5742,1552
5869,4426,6092,1577
5818,4445,6358,1592
5748,4450,6565,1609
5718,4441,6716,1629
5748,4450,6828,1658
5755,4450,6870,1684
5748,4450,6880,1707
5735,4443,6874,1721
5748,4474,6880,1739
5746,4520,6861,1761
5748,4568,6828,1788
5741,4579,6784,1806
5748,4591,6775,1821
5739,4608,6776,1831
5748,4638,6775,1853
5748,4641,6744,1877
5748,4638,6723,1902
5731,4636,6712,1917
5748,4662,6723,1934
5759,4680,6705,1949
5748,4685,6670,1967
5710,4660,6612,1975
5748,4638,6565,1983
5830,4622,6508,1993
5869,4638,6460,2016
5796,4659,6401,2035
5748,4685,6355,2048
5790,4687,6299,2052
5869,4685,6250,2064
5840,4676,6175,2080
5748,4685,6092,2097
5678,4689,5984,2102
5687,4685,5882,2113
5706,4643,5772,2128
5748,4591,5672,2146
5818,4531,5560,2152
5929,4497,5462,2162
5993,4473,5356,2176
5990,4474,5252,2195
5921,4470,5121,2201
5869,4474,4989,2211
5846,4465,4850,2223
5869,4474,4727,2243
5876,4481,4593,2252
5869,4497,4464,2260
5846,4495,4324,2269
5869,4497,4202,2292
5904,4486,4085,2310
5929,4474,3992,2325
5898,4442,3886,2329
5869,4426,3782,2341
5853,4417,3678,2353
5869,4426,3624,2373
5867,4434,3593,2388
5869,4474,3571,2406
5862,4527,3530,2419
5869,4591,3519,2438
5859,4635,3537,2452
5869,4685,3571,2471
5887,4728,3571,2485
5929,4756,3571,2503
5957,4728,3587,2516
5990,4685,3624,2536
5997,4660,3632,2552
5990,4685,3624,2568
5962,4702,3612,2574
5990,4685,3624,2585
6068,4627,3628,2596
6171,4591,3624,2617
6220,4576,3595,2632
6232,4568,3571,2650
6189,4521,3556,2663
6111,4474,3571,2682
5997,4438,3581,2696
5929,4426,3571,2715
5898,4394,3534,2728
5869,4356,3519,2747
5775,4311,3520,2761
5687,4285,3519,2780
5635,4252,3487,2793
5627,4238,3466,2812
5590,4228,3463,2826
5566,4238,3466,2845
5569,4235,3438,2858
5627,4238,3414,2877
5660,4231,3407,2891
5687,4238,3414,2910
5700,4243,3390,2922
5748,4262,3361,2942
5769,4289,3347,2957
5748,4332,3361,2975
5671,4354,3365,2985
5627,4332,3361,3007
5616,4279,3338,3030
5627,4285,3309,3056
5639,4402,3269,3069
5748,4662,3256,3089
5968,5053,3258,3109
6292,5533,3256,3137
6726,5901,3225,3153
7381,6004,3204,3170
8197,5936,3200,3181
9015,6004,3204,3202
9731,6181,3177,3216
10406,6004,3151,3235
10847,5020,3140,3247
10648,3390,3151,3267
9627,1693,3150,3280
8228,471,3151,3300
6997,-83,3152,3313
6111,24,3151,3332
5396,579,3124,3345
4840,1295,3099,3365
4531,1915,3087,3379
4477,2425,3099,3397
4498,2874,3100,3408
4538,3273,3099,3430
4617,3547,3092,3451
4780,3720,3099,3479
4931,3832,3098,3493
5022,3932,3099,3511
5028,3990,3094,3523
5022,4026,3099,3544
5011,4037,3098,3557
5022,4050,3099,3576
5012,4045,3093,3589
5022,4050,3099,3609
5037,4048,3101,3620
5082,4050,3099,3641
5092,4041,3072,3656
5082,4050,3046,3674
5054,4078,3032,3677
5082,4120,3046,3690
5175,4147,3055,3702
5324,4167,3046,3723
5416,4172,3012,3729
5385,4167,2994,3739
5227,4140,2990,3743
5082,4120,2994,3755
5031,4110,2970,3759
5082,4120,2941,3771
5129,4119,2924,3778
5143,4120,2941,3788
5128,4115,2952,3783
5143,4120,2941,3788
5151,4116,2904,3793
5143,4120,2889,3804
5114,4117,2887,3795
5143,4120,2889,3788
5207,4114,2859,3780
5264,4120,2836,3788
5260,4126,2825,3787
5264,4144,2836,3788
5274,4150,2833,3776
5264,4167,2836,3771
5184,4184,2833,3759
5143,4215,2836,3755
5211,4230,2823,3744
5385,4238,2836,3739
5534,4224,2871,3726
5627,4215,2941,3723
5660,4204,3019,3712
5687,4215,3151,3706
5702,4223,3347,3688
5748,4238,3624,3674
5804,4243,3940,3654
5869,4262,4307,3641
5897,4273,4707,3621
5929,4285,5147,3609
5958,4277,5563,3590
5990,4285,5935,3576
5985,4308,6239,3551
5990,4356,6513,3528
6022,4379,6729,3498
6111,4379,6880,3479
6201,4361,6946,3454
6292,4379,6985,3430
6372,4422,7013,3394
6474,4474,7038,3365
6539,4490,7018,3335
6534,4497,6985,3316
6424,4493,6949,3290
6292,4497,6933,3267
6192,4487,6903,3239
6171,4497,6880,3219
6170,4523,6864,3192
6171,4568,6880,3170
6141,4587,6886,3137
6111,4591,6880,3105
6051,4574,6846,3066
5990,4568,6828,3040
5945,4559,6803,3013
5990,4568,6775,2991
6068,4576,6716,2957
6111,4591,6670,2926
6054,4588,6619,2890
5990,4591,6565,2861
5947,4601,6477,2826
5929,4638,6408,2796
5896,4662,6353,2761
5929,4662,6303,2731
6023,4621,6201,2694
6111,4591,6092,2666
6077,4573,5997,2638
5990,4568,5935,2617
5924,4534,5844,2585
5929,4497,5725,2552
5946,4466,5580,2515
5990,4474,5462,2487
6046,4485,5353,2454
6111,4497,5252,2422
6121,4491,5122,2384
6111,4497,4989,2357
6096,4497,4849,2331
6111,4497,4727,2308
6105,4478,4594,2274
6111,4474,4464,2243
6157,4470,4323,2214
6292,4474,4202,2195
6410,4457,4084,2170
6413,4450,3992,2146
6265,4439,3902,2117
6111,4426,3834,2097
6019,4384,3769,2073
5990,4356,3729,2048
5944,4362,3692,2018
5929,4426,3676,1999
5950,4498,3664,1983
5990,4568,3676,1967
5981,4621,3679,1940
5990,4685,3676,1918
6035,4733,3660,1900
6111,4756,3676,1886
6155,4733,3707,1860
6232,4709,3729,1837
6335,4689,3704,1817
6413,4685,3676,1804
6373,4662,3663,1785
6292,4638,3676,1772
6250,4603,3676,1762
6292,4568,3676,1756
6349,4507,3674,1738
6413,4450,3676,1723
6438,4399,3652,1712
6413,4379,3624,1707
6316,4363,3606,1691
6232,4356,3624,1674
6169,4339,3635,1660
6111,4332,3624,1658
6005,4309,3586,1652
5929,4285,3571,1642
5908,4255,3573,1623
5929,4262,3571,1609
5903,4275,3538,1597
5869,4285,3519,1593
5845,4257,3517,1586
5869,4238,3519,1577
5868,4228,3488,1558
5869,4238,3466,1544
5855,4230,3463,1533
5869,4215,3466,1528
5865,4201,3436,1519
5869,4215,3414,1512
5860,4230,3410,1502
5869,4238,3414,1496
5864,4240,3384,1485
5869,4285,3361,1479
5886,4381,3358,1471
5990,4568,3361,1463
6193,4898,3332,1450
6534,5392,3309,1447
7004,5834,3305,1447
7623,6004,3309,1447
8311,5950,3280,1436
9015,6004,3256,1431
9693,6177,3251,1429
10346,6004,3256,1431
10759,5004,3229,1421
10648,3343,3204,1414
9890,1639,3196,1412
8773,447,3204,1414
7651,-80,3181,1406
6716,0,3151,1398
5930,489,3136,1394
