II,III,PLETH
2484,2640,4165
2552,2670,4072
2633,2722,3996
2713,2786,3907
2783,2846,3826
2813,2868,3747
2832,2887,3691
2850,2907,3635
2882,2928,3589
2902,2932,3535
2932,2969,3488
2992,3055,3431
3130,3176,3386
3320,3278,3343
3528,3382,3319
3696,3498,3285
3826,3629,3251
3911,3736,3206
3975,3836,3183
4031,3944,3165
4124,4083,3149
4257,4216,3112
4422,4330,3082
4577,4415,3058
4720,4495,3048
4835,4562,3027
4919,4619,3014
4956,4659,2998
4969,4702,2980
4956,4723,2941
4919,4702,2912
4848,4614,2901
4770,4495,2912
4670,4359,2904
4522,4207,2878
4292,4011,2837
4025,3794,2811
3746,3574,2790
3478,3382,2777
3221,3213,2756
3031,3093,2743
2924,3015,2725
2882,2969,2709
2836,2901,2684
2783,2804,2675
2713,2697,2673
2633,2640,2675
2527,2627,2657
2435,2640,2641
2368,2626,2633
2335,2598,2641
2301,2555,2641
2286,2516,2641
2279,2465,2637
2286,2433,2641
2279,2419,2639
2286,2433,2641
2290,2448,2639
2286,2475,2641
2266,2497,2638
2286,2516,2641
2339,2504,2640
2385,2475,2641
2381,2439,2636
2385,2433,2641
2439,2455,2644
2534,2516,2641
2615,2605,2620
2683,2722,2607
2740,2823,2604
2783,2887,2607
2809,2927,2593
2882,3011,2574
3021,3150,2552
3180,3299,2540
3269,3380,2520
3279,3382,2506
3227,3309,2487
3130,3176,2472
2985,2988,2448
2832,2804,2438
2695,2658,2435
2584,2557,2438
2475,2466,2422
2385,2392,2404
2310,2339,2382
2236,2310,2370
2137,2272,2349
2037,2227,2337
1951,2177,2327
1888,2145,2337
1839,2117,2345
1838,2103,2370
1904,2105,2405
2037,2145,2472
2199,2212,2547
2385,2310,2641
2597,2433,2742
2832,2598,2878
3017,2750,3035
3081,2804,3217
2983,2694,3394
2783,2475,3589
2557,2259,3798
2385,2145,4030
2280,2121,4243
2236,2145,4436
2201,2176,4600
2137,2227,4775
2008,2281,4954
1838,2310,5147
1643,2262,5321
1441,2145,5486
1229,1971,5626
1043,1773,5757
919,1559,5861
894,1361,5960
960,1192,6035
1093,1072,6095
1231,995,6127
1342,990,6163
1412,1067,6186
1491,1237,6197
1597,1456,6176
1739,1691,6163
1887,1895,6149
2037,2062,6129
2157,2181,6074
2236,2268,6028
2276,2330,5990
2335,2392,5960
2430,2452,5893
2534,2516,5824
2584,2564,5763
2584,2598,5723
2567,2605,5660
2584,2598,5587
2626,2585,5498
2683,2598,5418
2734,2634,5327
2783,2681,5249
2799,2707,5164
2783,2722,5079
2757,2734,4972
2783,2763,4876
2828,2788,4785
2832,2804,4707
2780,2800,4605
2783,2804,4504
2886,2828,4405
3031,2887,4334
3105,2940,4255
3130,2969,4165
3163,2972,4053
3230,3011,3962
3266,3087,3885
3279,3176,3826
3301,3223,3755
3379,3258,3691
3477,3303,3623
3578,3382,3556
3653,3460,3467
3727,3547,3386
3793,3639,3311
3876,3753,3251
3976,3860,3178
4124,3959,3115
4298,4027,3058
4472,4083,3014
4604,4141,2958
4720,4248,2912
4850,4390,2871
5019,4537,2844
5170,4634,2807
5267,4702,2777
5297,4758,2751
5317,4825,2743
5344,4866,2726
5366,4867,2709
5324,4813,2684
5217,4743,2675
5065,4672,2670
4919,4619,2675
4774,4542,2673
4621,4413,2675
4419,4204,2672
4174,3959,2675
3892,3711,2672
3627,3506,2675
3412,3338,2672
3279,3217,2675
3181,3110,2672
3081,3011,2675
2948,2898,2673
2832,2804,2675
2744,2739,2672
2683,2722,2675
2617,2720,2673
2584,2722,2675
2589,2702,2671
2633,2681,2675
2664,2653,2676
2683,2640,2675
2671,2630,2657
2633,2640,2641
2553,2641,2631
2484,2640,2641
2455,2626,2646
2484,2640,2641
2520,2663,2619
2534,2681,2607
2500,2662,2604
2435,2640,2607
2346,2628,2593
2286,2640,2574
2301,2662,2551
2435,2722,2540
2640,2807,2522
2832,2887,2506
2924,2916,2485
2932,2928,2472
2924,2974,2455
2981,3093,2438
3110,3245,2416
3279,3382,2404
3417,3456,2388
3478,3464,2370
3427,3393,2344
3279,3258,2337
3048,3071,2337
2783,2887,2337
2524,2737,2315
2335,2640,2303
2228,2558,2300
2186,2475,2303
2148,2381,2283
2087,2310,2269
2003,2259,2262
1938,2227,2269
1898,2194,2261
1888,2186,2269
1895,2210,2291
1938,2268,2337
2019,2319,2376
2137,2351,2438
2271,2372,2522
2435,2433,2641
2629,2543,2765
2832,2681,2912
2956,2782,3079
2932,2804,3285
2745,2719,3498
2484,2557,3725
2256,2379,3942
2137,2268,4165
2101,2231,4371
2087,2227,4571
2020,2205,4754
1888,2186,4944
1700,2184,5128
1491,2186,5316
1279,2135,5487
1093,2021,5655
928,1849,5799
795,1650,5926
704,1443,6015
696,1279,6095
769,1170,6163
894,1114,6231
1009,1074,6272
1093,1072,6298
1129,1143,6300
1143,1320,6298
1175,1552,6280
1292,1773,6265
1484,1933,6232
1689,2062,6197
1835,2184,6142
1938,2310,6095
2033,2406,6042
2137,2475,5994
2207,2508,5924
2236,2516,5858
2233,2504,5786
2236,2516,5723
2251,2554,5639
2286,2598,5553
2319,2607,5459
2335,2598,5384
2303,2592,5300
2236,2598,5215
2176,2596,5108
2186,2598,5012
2256,2609,4909
2335,2640,4809
2370,2673,4686
2385,2722,4571
2401,2768,4460
2435,2804,4368
2470,2819,4266
2534,2846,4165
2613,2884,4055
2683,2928,3962
2708,2947,3869
2733,2969,3793
2777,3002,3716
2832,3052,3657
2845,3088,3590
2832,3134,3522
2827,3198,3433
2882,3299,3352
2998,3403,3275
3180,3506,3217
3373,3590,3159
3528,3671,3115
3612,3733,3064
3677,3794,3014
3761,3860,2954
3876,3959,2912
3980,4067,2876
4074,4165,2844
4165,4239,2801
4273,4330,2777
4377,4448,2761
4472,4578,2743
4547,4663,2701
4621,4702,2675
4682,4705,2669
4720,4702,2675
4701,4676,2657
4621,4619,2641
4471,4501,2636
4273,4330,2641
4046,4118,2625
3826,3918,2607
3606,3742,2599
3379,3588,2607
3124,3414,2606
2882,3217,2607
2678,2999,2607
2534,2804,2607
2409,2650,2589
2286,2557,2574
2151,2491,2566
2037,2433,2574
1945,2360,2573
1888,2310,2574
1848,2290,2571
1838,2310,2574
1836,2329,2570
1838,2351,2574
1828,2366,2574
1838,2392,2574
1861,2399,2555
1888,2392,2540
1887,2364,2531
1888,2351,2540
1901,2344,2541
1938,2351,2540
1969,2360,2533
1988,2392,2540
1960,2423,2543
1888,2433,2540
1814,2405,2519
1838,2392,2506
1972,2429,2501
2137,2516,2506
2238,2593,2494
2286,2640,2472
2312,2664,2445
2335,2722,2438
2370,2836,2438
2484,3011,2438
2697,3195,2421
2932,3341,2404
3056,3401,2385
3031,3382,2370
2887,3285,2348
2683,3134,2337
2448,2944,2330
2236,2763,2337
2077,2615,2335
1988,2516,2337
1931,2431,2323
1888,2351,2303
1837,2271,2273
1789,2227,2269
1750,2217,2272
1739,2227,2269
1739,2216,2240
1739,2186,2235
1731,2150,2259
1739,2145,2303
1760,2170,2326
1789,2227,2370
1827,2307,2451
1938,2433,2574
2164,2604,2688
2484,2804,2811
2780,2970,2953
2932,3052,3149
2880,3013,3364
2683,2887,3589
2450,2726,3795
2286,2598,3996
2198,2516,4178
2137,2475,4368
2023,2446,4560
1838,2433,4775
1596,2411,4992
1342,2351,5215
1100,2214,5411
894,2021,5587
711,1805,5728
547,1608,5858
409,1417,5974
348,1237,6095
381,1088,6192
497,1031,6265
639,1073,6299
795,1196,6332
972,1358,6353
1193,1567,6366
1413,1798,6348
1590,2021,6332
1699,2185,6314
1789,2310,6298
1898,2414,6250
2037,2516,6197
2156,2587,6139
2236,2640,6095
2284,2677,6031
2335,2722,5960
2375,2760,5871
2385,2804,5791
2358,2845,5700
2335,2887,5621
2330,2911,5534
2335,2928,5452
2328,2942,5349
2335,2969,5249
2372,2993,5140
2435,3011,5046
2473,3009,4940
2484,3011,4842
2489,3020,4735
2534,3052,4639
2605,3088,4533
2683,3134,4436
2735,3173,4328
2783,3217,4233
2829,3253,4137
2882,3299,4064
2913,3339,3990
2932,3382,3928
2928,3414,3855
2932,3464,3793
2953,3520,3722
3031,3588,3657
3147,3644,3581
3279,3712,3522
3383,3785,3465
3478,3877,3420
3572,3959,3363
3677,4042,3319
3757,4116,3278
3826,4207,3251
3916,4302,3213
4074,4413,3183
4249,4517,3147
4373,4619,3115
4418,4714,3073
4472,4825,3048
4582,4936,3028
4720,5032,3014
4800,5083,2979
4820,5114,2946
4815,5135,2920
4820,5155,2912
4809,5138,2896
4770,5073,2878
4674,4945,2855
4522,4784,2844
4320,4608,2828
4124,4454,2811
3936,4299,2785
3727,4124,2777
3458,3912,2775
3180,3712,2777
2946,3534,2759
2783,3382,2743
2636,3225,2724
2484,3093,2709
2334,2983,2685
2236,2887,2675
2177,2773,2673
2137,2681,2675
2092,2633,2658
2087,2640,2641
2109,2644,2632
2137,2640,2641
2145,2624,2642
2186,2640,2641
2237,2673,2635
2236,2722,2641
2136,2739,2642
2037,2722,2641
2012,2671,2634
2037,2640,2641
2012,2630,2645
1938,2640,2641
1863,2635,2619
1838,2640,2607
1870,2663,2606
1988,2722,2607
2179,2796,2588
2385,2887,2574
2521,2963,2569
2584,3011,2574
2607,3034,2560
2633,3093,2540
2668,3202,2518
2733,3341,2506
2842,3467,2486
2981,3588,2472
3068,3662,2455
3031,3629,2438
2858,3463,2402
2633,3258,2370
2434,3092,2345
2286,2969,2337
2141,2827,2319
1988,2681,2303
1853,2568,2280
1789,2516,2269
1783,2488,2250
1789,2475,2235
1755,2458,2212
1689,2433,2201
1610,2387,2191
1540,2351,2201
1476,2326,2221
1441,2310,2269
1468,2290,2325
1590,2310,2404
1779,2385,2491
1988,2516,2607
2175,2675,2742
2335,2846,2912
2422,2945,3089
2385,2887,3285
2223,2667,3489
2037,2433,3725
1907,2312,3955
1838,2310,4165
1773,2332,4341
1689,2351,4538
1569,2369,4754
1391,2392,4978
1144,2374,5166
894,2310,5350
708,2200,5536
596,2062,5723
501,1887,5868
398,1691,5994
297,1479,6100
248,1279,6197
279,1111,6253
398,1031,6298
554,1049,6333
696,1155,6366
795,1302,6369
894,1485,6366
1012,1674,6351
1143,1856,6332
1263,2006,6282
1391,2145,6231
1523,2262,6176
1640,2351,6129
1705,2393,6061
1739,2433,5994
1763,2490,5921
1789,2557,5858
1809,2579,5774
1838,2557,5689
1873,2519,5595
1888,2516,5520
1851,2535,5435
1789,2557,5350
1755,2557,5245
1789,2557,5147
1863,2568,5040
1938,2598,4944
1974,2620,4837
1988,2640,4741
1998,2666,4636
2037,2722,4538
2089,2775,4428
2137,2804,4334
2148,2797,4243
2137,2804,4165
2120,2835,4075
2137,2887,3996
2177,2924,3919
2236,2969,3860
2296,3025,3791
2385,3093,3725
2501,3137,3649
2633,3176,3589
2730,3221,3531
2783,3299,3488
2800,3381,3435
2832,3464,3386
2887,3538,3328
2981,3629,3285
3108,3728,3244
3279,3836,3217
3463,3933,3181
3627,4042,3149
3750,4158,3110
3876,4289,3082
4033,4415,3047
4224,4537,3014
4395,4631,2972
4522,4702,2946
4581,4755,2926
4571,4825,2912
4489,4880,2879
4373,4867,2844
4259,4745,2814
4174,4578,2811
4076,4421,2811
3925,4289,2811
3695,4136,2792
3429,3959,2777
3177,3758,2758
2981,3547,2743
2811,3313,2719
2633,3093,2709
2426,2912,2706
2236,2804,2709
2100,2746,2692
2037,2722,2675
1997,2688,2664
1938,2640,2675
1837,2568,2680
1739,2516,2675
1668,2484,2654
1640,2475,2641
1618,2453,2635
1590,2433,2641
1541,2407,2641
1491,2392,2641
1434,2368,2636
1391,2351,2641
1366,2327,2641
1391,2310,2641
1457,2295,2635
1540,2310,2641
1591,2334,2645
1590,2351,2641
1529,2333,2619
1441,2310,2607
1375,2297,2605
1391,2310,2607
1481,2335,2589
1590,2392,2574
1655,2470,2567
1689,2557,2574
1738,2632,2562
1838,2722,2540
1977,2838,2514
2137,2969,2506
2295,3061,2493
2435,3093,2472
2498,3056,2434
2435,2969,2404
2228,2837,2381
1938,2681,2370
1638,2499,2352
1391,2310,2337
1221,2133,2315
1143,2021,2303
1130,1979,2283
1143,1980,2269
1145,1968,2248
1143,1938,2235
1131,1906,2214
1093,1897,2201
1018,1897,2189
944,1897,2201
900,1878,2223
894,1856,2269
930,1838,2323
1043,1856,2404
1244,1926,2495
1491,2062,2607
1717,2226,2727
1888,2351,2878
1959,2356,3049
1888,2227,3251
1681,2013,3460
1441,1815,3691
1273,1701,3915
1193,1691,4131
1107,1731,4315
944,1773,4504
715,1784,4697
497,1773,4910
329,1733,5112
199,1650,5316
73,1504,5507
-50,1320,5689
-174,1112,5834
-298,907,5960
-396,728,6063
-398,619,6163
-281,577,6237
-99,577,6298
50,592,6335
149,660,6366
232,798,6372
348,990,6366
491,1191,6334
646,1402,6298
783,1608,6247
894,1773,6197
975,1859,6128
1043,1897,6061
1099,1919,5986
1143,1938,5926
1185,1948,5858
1242,1980,5791
1291,2028,5702
1292,2062,5621
1251,2057,5533
1242,2062,5452
1304,2100,5350
1391,2145,5249
1422,2150,5139
1391,2145,5046
1349,2158,4942
1342,2186,4842
1360,2189,4731
1391,2186,4639
1417,2208,4550
1441,2268,4470
1459,2309,4367
1491,2310,4267
1531,2287,4167
1590,2310,4097
1673,2380,4028
1789,2475,3962
1878,2543,3884
1888,2598,3826
1834,2652,3773
1838,2722,3725
1956,2784,3655
2137,2846,3589
2264,2903,3529
2335,2969,3488
2406,3027,3437
2534,3093,3386
2687,3177,3328
2832,3299,3285
2942,3429,3234
3031,3547,3183
3103,3632,3123
3180,3712,3082
3268,3791,3046
3379,3877,3014
3500,3955,2961
3627,4042,2912
3751,4141,2869
3876,4248,2844
3976,4316,2811
4025,4330,2777
4000,4293,2736
3925,4248,2709
3829,4196,2685
3727,4124,2675
3597,4001,2658
3429,3836,2641
3204,3636,2616
2932,3423,2607
2626,3192,2605
2335,2969,2607
2083,2765,2591
1888,2598,2574
1739,2446,2563
1640,2310,2574
1562,2185,2579
1491,2103,2574
1408,2063,2551
1342,2062,2540
1289,2064,2536
1242,2062,2540
1182,2031,2534
1143,1980,2540
1131,1908,2553
1143,1856,2574
1141,1834,2576
1143,1856,2574
1157,1892,2569
1193,1938,2574
1219,1964,2572
1242,1980,2574
1263,1988,2572
1292,2021,2574
1304,2055,2569
1292,2062,2574
1259,2019,2576
1242,1980,2574
1266,2001,2553
1342,2103,2540
1440,2213,2536
1540,2268,2540
1632,2271,2526
1739,2310,2506
1873,2426,2484
2037,2598,2472
2217,2760,2454
2385,2887,2438
2475,2949,2417
2435,2928,2404
2272,2830,2386
2087,2722,2370
1959,2627,2350
1888,2516,2337
1796,2340,2317
1640,2145,2303
1434,1989,2282
1242,1897,2269
1103,1827,2250
1043,1773,2235
1061,1750,2211
1143,1773,2201
1235,1804,2194
1292,1815,2201
1298,1793,2198
1292,1773,2201
1303,1764,2204
1342,1773,2235
1409,1802,2285
1540,1897,2370
1746,2077,2463
1988,2310,2574
2168,2482,2689
2236,2516,2844
2203,2413,3030
2137,2268,3251
2080,2156,3469
2037,2103,3691
1966,2087,3895
1838,2103,4097
1652,2131,4290
1441,2145,4504
1219,2095,4721
994,1980,4944
763,1819,5146
547,1650,5350
353,1470,5543
199,1279,5723
101,1067,5863
99,866,5994
192,702,6113
348,619,6231
503,628,6310
646,742,6366
784,937,6399
944,1196,6434
1115,1471,6443
1292,1732,6434
1450,1933,6397
1590,2062,6366
1700,2118,6331
1789,2145,6298
1848,2173,6235
1888,2227,6163
1910,2278,6083
1938,2310,6028
1977,2319,5965
2037,2351,5892
2109,2408,5786
2186,2475,5689
2235,2519,5597
2236,2557,5520
2200,2585,5418
2186,2598,5316
2219,2590,5207
2286,2598,5113
2341,2623,5008
2385,2640,4910
2414,2625,4803
2435,2640,4707
2445,2708,4600
2484,2804,4504
2554,2859,4408
2633,2887,4334
2669,2915,4251
2683,2969,4165
2707,3025,4066
2783,3093,3996
2880,3158,3939
2981,3217,3894
3058,3249,3825
3130,3299,3759
3196,3375,3697
3279,3464,3657
3371,3515,3606
3478,3547,3556
3566,3585,3498
3627,3671,3454
3660,3782,3401
3727,3918,3352
3862,4056,3295
4074,4207,3251
4294,4352,3209
4472,4495,3183
4583,4612,3150
4671,4702,3115
4761,4750,3072
4869,4784,3048
4959,4814,3029
5019,4867,3014
5032,4918,2978
5019,4949,2946
4977,4927,2921
4919,4867,2912
4832,4771,2895
4720,4660,2878
4563,4522,2857
4373,4372,2844
4149,4195,2825
3925,4001,2811
3700,3785,2791
3478,3588,2777
3245,3410,2755
3031,3258,2743
2851,3115,2726
2733,3011,2709
2650,2936,2684
2584,2887,2675
2491,2834,2674
2385,2804,2675
2281,2794,2657
2236,2804,2641
2242,2802,2633
2286,2804,2641
2329,2804,2641
2385,2804,2641
2426,2770,2637
2435,2722,2641
2387,2668,2640
2335,2640,2641
2298,2624,2637
2286,2640,2641
2274,2672,2640
2286,2722,2641
2312,2752,2638
2335,2763,2641
2327,2766,2640
2335,2804,2641
2404,2878,2636
2534,2969,2641
2656,3027,2643
2733,3052,2641
2773,3070,2622
2832,3134,2607
2935,3242,2600
3081,3382,2607
3225,3526,2608
3329,3671,2607
3349,3752,2593
3279,3712,2574
3124,3539,2547
2932,3341,2540
2739,3191,2539
2584,3093,2540
2451,2979,2520
2335,2846,2506
2226,2711,2490
2137,2598,2472
2056,2497,2432
1988,2433,2404
1937,2414,2384
1938,2433,2370
1986,2440,2342
2037,2433,2337
2007,2421,2349
1888,2433,2370
1769,2462,2373
1789,2516,2404
1971,2596,2473
2236,2722,2574
2481,2863,2663
2683,2969,2777
2803,2967,2926
2783,2846,3115
2606,2649,3296
2385,2475,3488
2227,2371,3694
2137,2351,3928
2030,2366,4141
1888,2392,4334
1748,2408,4509
1640,2433,4707
1515,2459,4908
1342,2475,5113
1131,2433,5297
944,2310,5486
801,2087,5661
696,1815,5824
616,1562,5948
596,1402,6061
649,1310,6164
745,1237,6265
814,1171,6327
845,1196,6366
866,1343,6381
944,1567,6400
1089,1780,6403
1292,1980,6400
1503,2173,6371
1689,2351,6332
1816,2460,6275
1888,2516,6231
1917,2551,6181
1938,2598,6129
1958,2628,6046
1988,2640,5960
2028,2634,5868
2087,2640,5791
2121,2642,5703
2087,2640,5621
1994,2628,5522
1938,2640,5418
1980,2675,5293
2087,2722,5181
2151,2749,5073
2137,2763,4978
2089,2764,4861
2087,2763,4741
2130,2765,4612
2186,2804,4504
2217,2858,4395
2236,2887,4301
2241,2851,4196
2236,2804,4097
2217,2795,3988
2236,2846,3894
2313,2907,3800
2435,2969,3725
2516,3025,3648
2534,3093,3589
2512,3142,3532
2534,3176,3488
2612,3198,3434
2733,3258,3386
2852,3350,3330
2981,3464,3285
3109,3555,3231
3230,3629,3183
3311,3686,3136
3379,3753,3115
3459,3834,3099
3578,3959,3082
3704,4117,3042
3826,4289,3014
3941,4419,2993
4074,4495,2980
4209,4532,2945
4323,4578,2912
4402,4637,2887
4472,4702,2878
4523,4737,2860
4522,4743,2844
4429,4692,2825
4273,4578,2811
4084,4397,2788
3876,4207,2777
3630,4031,2773
3379,3877,2777
3156,3710,2762
2981,3547,2743
2815,3393,2720
2633,3258,2709
2427,3113,2692
2236,2969,2675
2082,2831,2653
1988,2722,2641
1929,2627,2624
1888,2557,2607
1824,2491,2584
1739,2433,2574
1632,2366,2570
1540,2310,2574
1471,2258,2560
1441,2227,2540
1430,2199,2514
1441,2186,2506
1446,2177,2503
1441,2186,2506
1411,2186,2501
1391,2186,2506
1398,2189,2507
1441,2227,2506
1479,2268,2486
1491,2268,2472
1466,2205,2465
1441,2145,2472
1444,2136,2472
1491,2186,2472
1549,2248,2468
1590,2310,2472
1608,2357,2470
1640,2392,2472
1715,2426,2469
1838,2516,2472
1973,2660,2470
2087,2804,2472
2158,2877,2469
2186,2887,2472
2163,2849,2470
2087,2763,2472
1955,2611,2468
1789,2433,2472
1606,2259,2470
1441,2103,2472
1317,1958,2467
1242,1856,2472
1167,1804,2473
1043,1773,2472
877,1716,2453
745,1650,2438
695,1608,2418
696,1608,2404
682,1615,2380
646,1608,2370
622,1585,2374
646,1567,2404
730,1554,2432
894,1567,2472
1132,1633,2520
1391,1773,2607
1583,1923,2714
1640,1980,2844
1530,1881,2979
1292,1691,3149
1023,1511,3341
845,1402,3556
791,1355,3756
795,1361,3962
757,1410,4162
646,1485,4368
484,1534,4553
298,1526,4741
96,1448,4923
-99,1320,5113
-266,1149,5284
-398,949,5452
-523,721,5605
-646,495,5757
-723,299,5881
-696,165,5994
-580,93,6081
-447,82,6163
-350,129,6219
-248,247,6265
-96,430,6284
99,660,6298
272,896,6297
398,1114,6298
496,1285,6284
596,1402,6265
686,1460,6216
745,1485,6163
774,1498,6102
795,1526,6061
818,1564,6014
845,1608,5960
881,1638,5874
944,1650,5791
1015,1646,5701
1043,1650,5621
1005,1667,5520
944,1691,5418
918,1698,5308
944,1691,5215
1004,1692,5112
1093,1732,5012
1188,1786,4892
1242,1815,4775
1214,1795,4647
1143,1773,4538
1089,1778,4429
1093,1815,4334
1134,1852,4229
1193,1897,4131
1244,1942,4025
1292,1980,3928
1334,1982,3819
1391,1980,3725
1460,1998,3641
1540,2062,3589
1612,2143,3539
1689,2227,3488
1779,2294,3415
1888,2351,3352
1993,2389,3295
2087,2433,3251
2175,2508,3195
2286,2640,3149
2412,2794,3108
2534,2928,3082
2632,3014,3045
2733,3093,3014
2865,3190,2976
3031,3299,2946
3195,3388,2907
3329,3464,2878
3421,3530,2854
3478,3588,2844
3498,3628,2826
3478,3671,2811
3405,3698,2789
3279,3671,2777
3112,3553,2768
2932,3382,2777
2739,3196,2781
2534,3011,2777
2320,2804,2753
2137,2598,2743
1998,2415,2741
1888,2268,2743
1757,2126,2724
1590,1980,2709
1392,1827,2703
1193,1691,2709
1001,1571,2696
845,1485,2675
737,1437,2652
696,1443,2641
690,1470,2624
696,1485,2607
690,1453,2586
696,1402,2574
716,1350,2555
745,1320,2540
752,1293,2519
745,1279,2506
738,1269,2488
745,1279,2472
737,1293,2449
696,1320,2438
632,1344,2434
596,1361,2438
605,1348,2426
646,1320,2404
703,1308,2378
795,1361,2370
922,1464,2370
1043,1567,2370
1114,1623,2353
1143,1650,2337
1172,1688,2327
1242,1773,2337
1366,1902,2341
1540,2062,2337
1723,2203,2316
1838,2268,2303
1821,2224,2296
1689,2103,2303
1521,1955,2302
1391,1815,2303
1296,1681,2298
1193,1567,2303
1050,1476,2302
894,1402,2303
756,1322,2297
646,1237,2303
554,1159,2304
497,1114,2303
495,1101,2282
547,1114,2269
609,1109,2261
646,1072,2269
646,1026,2266
646,1031,2269
700,1098,2273
845,1196,2303
1046,1290,2341
1242,1402,2404
1402,1538,2477
1540,1650,2574
1626,1662,2677
1590,1567,2811
1425,1426,2962
1242,1320,3149
1136,1274,3345
1093,1279,3556
1036,1300,3747
944,1320,3928
819,1314,4088
646,1279,4267
409,1209,4459
149,1114,4673
-101,976,4877
-348,784,5079
-591,539,5257
-745,289,5418
-728,73,5552
-547,-82,5689
-307,-171,5815
-99,-165,5926
42,-62,5997
149,124,6061
267,356,6116
447,619,6163
675,870,6169
894,1072,6163
1034,1208,6154
1093,1320,6163
1111,1419,6153
1143,1485,6129
1206,1491,6078
1292,1485,6028
1360,1509,5970
1391,1567,5926
1403,1616,5874
1441,1650,5824
1503,1673,5755
1540,1691,5689
1523,1691,5607
1491,1691,5520
1478,1715,5411
1491,1773,5316
1518,1830,5226
1590,1856,5147
1695,1850,5046
1789,1856,4944
1838,1888,4834
1888,1938,4741
1936,1966,4638
1938,1980,4538
1883,2000,4427
1888,2062,4334
2014,2145,4233
2186,2227,4131
2273,2276,4016
2286,2310,3928
2291,2338,3855
2335,2392,3793
2393,2464,3706
2484,2557,3623
2605,2643,3546
2733,2722,3488
2830,2782,3416
2932,2846,3352
3054,2904,3292
3180,2969,3251
3276,3049,3199
3379,3176,3149
3502,3326,3091
3627,3464,3048
3722,3565,3005
3826,3671,2980
3966,3796,2958
4124,3918,2946
4241,3993,2926
4323,4042,2912
4395,4087,2893
4472,4124,2878
4507,4109,2855
4472,4042,2844
4351,3941,2838
4174,3836,2844
3968,3717,2843
3776,3588,2844
3599,3434,2840
3429,3258,2844
3235,3052,2843
3031,2846,2844
2822,2657,2840
2633,2516,2844
2464,2413,2843
2335,2351,2844
2228,2293,2839
2137,2227,2844
2046,2140,2847
1988,2062,2844
