II,V,ABP
-13,1555,6119
108,1601,6341
226,1647,6494
325,1708,6604
419,1780,6657
542,1921,6669
669,2129,6628
758,2348,6571
830,2511,6491
975,2668,6406
1202,2864,6300
1409,3095,6209
1527,3283,6140
1625,3415,6111
1749,3516,6086
1842,3629,6078
1875,3735,6077
1950,3842,6111
2118,3973,6153
2275,4162,6209
2338,4326,6253
2384,4376,6308
2465,4338,6354
2492,4376,6406
2415,4507,6430
2384,4589,6439
2489,4532,6413
2601,4482,6374
2572,4533,6299
2492,4589,6209
2481,4537,6092
2492,4482,5979
2435,4495,5851
2384,4482,5717
2397,4356,5552
2384,4269,5388
2265,4314,5219
2167,4376,5059
2198,4320,4880
2275,4269,4698
2249,4293,4507
2167,4269,4337
2140,4089,4165
2167,3949,4008
2137,3981,3848
2059,4056,3712
2022,3973,3583
2059,3842,3482
2055,3810,3396
1950,3842,3351
1830,3794,3324
1842,3735,3318
1937,3764,3307
1950,3842,3318
1851,3820,3342
1842,3735,3384
2033,3724,3406
2275,3842,3417
2372,3944,3411
2384,3949,3417
2462,3937,3418
2601,4056,3417
2656,4201,3389
2601,4162,3351
2494,3914,3299
2384,3735,3253
2291,3766,3200
2275,3842,3154
2307,3755,3101
2275,3629,3055
2147,3637,3003
2059,3735,2957
2068,3725,2904
2059,3629,2858
1943,3582,2815
1842,3629,2793
1839,3652,2774
1842,3629,2760
1768,3606,2736
1734,3629,2727
1805,3646,2724
1842,3629,2727
1706,3544,2710
1517,3415,2694
1428,3275,2684
1409,3202,2694
1347,3192,2698
1300,3202,2694
1343,3161,2675
1409,3095,2661
1372,3053,2643
1300,3095,2628
1307,3123,2606
1409,3095,2595
1448,3032,2582
1409,3095,2563
1360,3209,2525
1409,3202,2497
1496,3076,2476
1517,3095,2464
1449,3271,2442
1409,3308,2431
1458,3130,2429
1517,3095,2431
1488,3292,2413
1409,3308,2398
1353,2978,2392
1409,2882,2398
1799,3568,2395
2817,5016,2398
4454,7138,2400
6393,10032,2398
8400,13011,2377
10294,14408,2365
11365,13164,2364
10619,10139,2365
8005,7010,2346
4876,4589,2333
2648,2778,2330
1517,1601,2333
899,1215,2314
542,1387,2300
519,1608,2297
650,1708,2300
608,1776,2282
433,1814,2267
376,1753,2262
433,1708,2267
416,1762,2252
325,1814,2234
292,1754,2224
325,1708,2234
329,1757,2237
325,1814,2234
333,1751,2227
325,1708,2234
251,1754,2237
217,1814,2234
262,1762,2214
325,1708,2201
328,1755,2195
325,1814,2201
379,1738,2201
433,1601,2201
404,1581,2197
325,1708,2201
293,1818,2199
325,1814,2201
351,1743,2197
325,1708,2201
269,1714,2198
217,1708,2201
166,1654,2196
108,1601,2201
78,1586,2198
108,1601,2201
147,1606,2194
108,1601,2201
17,1569,2208
0,1494,2234
75,1404,2265
108,1387,2333
40,1420,2434
0,1387,2595
65,1254,2806
108,1174,3088
13,1220,3423
-108,1281,3811
-131,1234,4214
-108,1174,4632
-128,1203,5034
-108,1281,5421
8,1320,5756
108,1387,6045
98,1509,6267
108,1601,6439
251,1616,6545
433,1708,6604
540,1929,6603
650,2134,6571
830,2217,6506
975,2348,6439
1011,2621,6357
1084,2882,6275
1296,2986,6181
1517,3095,6111
1593,3320,6061
1625,3522,6045
1761,3565,6035
1950,3629,6045
2042,3845,6063
2059,4056,6111
2131,4073,6167
2275,4056,6242
2374,4188,6298
2384,4376,6341
2395,4412,6353
2492,4376,6374
2599,4439,6381
2601,4589,6374
2514,4646,6315
2492,4589,6242
2563,4513,6157
2601,4482,6078
2533,4436,5969
2492,4376,5848
2554,4344,5702
2601,4376,5552
2507,4370,5383
2384,4269,5224
2360,4144,5059
2384,4162,4895
2339,4269,4709
2275,4269,4534
2238,4088,4362
2167,3949,4205
2048,3977,4033
2059,4056,3877
2266,4039,3731
2492,4056,3614
2568,4179,3500
2601,4269,3417
2680,4172,3352
2709,4056,3318
2624,4081,3289
2601,4162,3285
2700,4096,3293
2709,3949,3318
2487,3862,3331
2275,3842,3351
2290,3784,3365
2384,3735,3384
2314,3736,3384
2167,3735,3384
2133,3664,3370
2167,3629,3351
2094,3682,3313
1950,3735,3285
1867,3686,3256
1842,3629,3220
1783,3629,3153
1734,3629,3088
1764,3555,3032
1842,3522,2990
1869,3581,2936
1842,3629,2891
1768,3540,2852
1625,3415,2825
1425,3351,2788
1300,3308,2760
1324,3193,2738
1409,3095,2727
1398,3112,2706
1300,3202,2694
1238,3188,2688
1300,3095,2694
1356,3059,2691
1300,3202,2694
1173,3336,2694
1192,3308,2694
1338,3148,2675
1409,3095,2661
1326,3205,2654
1300,3308,2661
1397,3236,2652
1409,3095,2628
1284,3084,2590
1300,3202,2563
1471,3170,2540
1409,2882,2530
1096,2678,2513
1192,3095,2497
2094,4278,2476
3467,6083,2464
5097,8492,2447
7260,11420,2431
9599,13878,2408
10727,14301,2398
9833,12125,2394
7802,8645,2398
5864,5640,2396
4118,3735,2398
2248,2481,2398
758,1601,2398
305,1269,2382
542,1494,2365
629,1832,2355
433,1921,2365
351,1798,2372
433,1708,2365
420,1710,2342
325,1708,2333
316,1639,2333
325,1601,2333
211,1647,2313
108,1708,2300
179,1666,2297
325,1601,2300
316,1576,2282
217,1601,2267
204,1588,2262
325,1601,2267
396,1663,2253
325,1708,2234
214,1658,2223
217,1601,2234
304,1633,2239
325,1708,2234
249,1694,2213
217,1601,2201
284,1544,2195
325,1601,2201
261,1690,2199
217,1708,2201
278,1646,2197
325,1601,2201
263,1601,2197
217,1601,2201
283,1579,2197
325,1601,2201
223,1643,2195
108,1601,2201
108,1462,2207
108,1387,2234
-8,1414,2275
-108,1387,2365
-66,1239,2499
0,1174,2694
-51,1288,2928
-108,1387,3220
-57,1293,3555
0,1174,3942
-58,1205,4337
-108,1281,4731
-20,1230,5097
108,1174,5454
125,1253,5773
108,1387,6045
189,1431,6237
325,1494,6374
392,1689,6456
433,1921,6505
558,2038,6502
758,2134,6472
936,2327,6410
1084,2561,6341
1243,2722,6254
1409,2882,6177
1531,3105,6100
1625,3308,6045
1728,3378,5996
1842,3415,5979
1947,3542,5981
2059,3735,6012
2176,3867,6039
2275,3949,6078
2334,4044,6116
2384,4162,6177
2443,4233,6228
2492,4269,6275
2499,4311,6292
2492,4376,6308
2523,4400,6309
2601,4376,6308
2645,4347,6269
2601,4376,6209
2514,4407,6114
2492,4376,6012
2519,4291,5894
2492,4269,5782
2402,4296,5655
2384,4269,5519
2462,4169,5355
2492,4162,5191
2382,4257,5021
2275,4269,4862
2273,4092,4684
2275,3949,4501
2164,3984,4308
2059,4056,4140
2084,3967,3971
2167,3842,3811
2145,3822,3644
2059,3842,3515
2026,3774,3416
2059,3735,3351
2068,3800,3288
2059,3842,3253
2059,3729,3238
2059,3629,3253
2035,3668,3262
2059,3735,3285
2160,3676,3312
2275,3629,3351
2332,3716,3371
2384,3842,3384
2483,3848,3382
2601,3842,3384
2668,3940,3369
2709,4056,3351
2736,4002,3318
2709,3842,3285
2569,3737,3237
2384,3735,3187
2267,3708,3130
2275,3629,3088
2341,3578,3043
2384,3629,2990
2357,3677,2917
2275,3629,2858
2160,3522,2816
2059,3522,2793
2018,3612,2758
2059,3629,2727
2100,3498,2700
2059,3415,2694
1962,3498,2690
1950,3629,2694
2032,3619,2692
2059,3522,2694
1919,3424,2690
1734,3308,2694
1638,3146,2694
1625,3095,2694
1614,3207,2678
1625,3308,2661
1655,3226,2641
1625,3095,2628
1523,3060,2610
1517,3095,2595
1637,3073,2576
1734,3095,2563
1672,3168,2544
1625,3202,2530
1687,3119,2511
1734,3095,2497
1654,3210,2478
1625,3308,2464
1749,3222,2446
1842,3095,2431
1774,3143,2410
1734,3308,2398
1795,3254,2391
1734,2882,2398
1524,2574,2400
1625,2882,2398
2360,3949,2381
3576,5656,2365
5161,8027,2356
7260,10993,2365
9466,13542,2371
10619,14088,2365
10004,12094,2342
8235,8858,2333
6327,6023,2333
4551,4056,2333
2765,2584,2312
1300,1601,2300
669,1344,2298
758,1601,2300
934,1841,2281
867,1921,2267
739,1954,2263
758,1921,2267
821,1770,2251
758,1708,2234
605,1834,2227
542,1921,2234
603,1798,2233
650,1708,2234
587,1814,2234
542,1921,2234
589,1805,2217
650,1708,2201
599,1802,2194
542,1921,2201
548,1833,2202
542,1708,2201
457,1743,2197
433,1814,2201
551,1751,2200
650,1708,2201
601,1825,2198
542,1921,2201
600,1816,2198
650,1708,2201
553,1796,2197
433,1921,2201
456,1852,2197
542,1708,2201
523,1680,2197
433,1708,2201
407,1652,2197
433,1601,2201
405,1627,2196
325,1601,2201
289,1451,2205
325,1387,2234
355,1512,2278
325,1601,2365
262,1457,2494
217,1281,2694
171,1295,2954
108,1387,3285
96,1320,3657
217,1174,4074
358,1158,4500
325,1281,4928
147,1365,5321
108,1387,5684
289,1421,5988
433,1494,6242
369,1545,6428
325,1601,6571
508,1693,6658
758,1814,6702
841,1912,6684
867,2028,6636
1041,2208,6558
1300,2455,6472
1445,2689,6366
1517,2882,6275
1656,3038,6195
1842,3202,6144
1964,3364,6097
2059,3522,6078
2180,3672,6077
2275,3842,6111
2307,3985,6150
2384,4056,6209
2527,4076,6268
2601,4162,6341
2561,4301,6393
2601,4376,6439
2789,4350,6458
2926,4376,6472
2871,4501,6460
2817,4589,6439
2921,4533,6384
3034,4482,6308
2956,4538,6195
2817,4589,6078
2822,4495,5945
2926,4376,5815
2920,4355,5666
2817,4376,5519
2768,4319,5356
2817,4269,5191
2817,4284,5005
2709,4269,4829
2591,4110,4656
2601,3949,4501
2684,3914,4334
2709,3949,4172
2634,3901,4000
2601,3842,3844
2682,3895,3694
2817,4056,3581
2921,4160,3486
3034,4162,3417
3140,4101,3350
3142,4056,3318
3039,4032,3307
3034,4056,3318
3178,4079,3316
3251,4056,3318
3071,3951,3323
2817,3842,3351
2707,3770,3370
2709,3735,3384
2690,3681,3380
2709,3629,3384
2799,3604,3384
2817,3629,3384
2656,3643,3358
2492,3629,3318
2474,3606,3264
2492,3629,3220
2391,3623,3171
2275,3522,3121
2259,3388,3054
2275,3415,2990
2241,3571,2930
2275,3629,2891
2395,3470,2855
2384,3308,2825
2116,3291,2788
1842,3308,2760
1786,3201,2735
1842,3095,2727
1800,3123,2721
1734,3202,2727
1768,3160,2726
1842,3095,2727
1798,3118,2721
1734,3202,2727
1757,3169,2728
1842,3095,2727
1817,3070,2707
1734,3095,2694
1734,3088,2688
1842,3095,2694
1899,3120,2684
1842,3095,2661
1784,3034,2623
1842,3095,2595
1920,3202,2573
1842,3095,2563
1627,2815,2545
1625,2882,2530
2242,3660,2509
3576,5123,2497
5338,7255,2480
7260,10139,2464
9329,13104,2441
11377,14621,2431
12526,13614,2427
11702,10672,2431
8902,7347,2428
5526,4696,2431
3064,2850,2431
1842,1708,2431
1285,1262,2414
975,1387,2398
892,1681,2388
975,1814,2398
990,1760,2404
867,1708,2398
754,1718,2376
758,1708,2365
789,1629,2363
758,1601,2365
717,1665,2350
758,1708,2333
814,1636,2323
758,1601,2333
593,1659,2337
542,1708,2333
650,1626,2312
758,1601,2300
710,1717,2294
650,1814,2300
703,1753,2299
758,1708,2300
701,1818,2296
650,1921,2300
712,1834,2297
758,1708,2300
658,1730,2296
542,1814,2300
568,1782,2296
650,1708,2300
622,1736,2296
542,1814,2300
562,1793,2295
650,1708,2300
618,1680,2296
433,1708,2300
285,1679,2294
325,1601,2300
443,1564,2305
433,1601,2333
290,1598,2366
217,1494,2431
283,1375,2528
325,1387,2694
219,1484,2911
108,1494,3187
137,1366,3501
217,1281,3877
186,1329,4283
108,1387,4698
123,1329,5071
217,1281,5421
278,1362,5744
325,1494,6045
420,1545,6275
542,1601,6439
638,1748,6536
758,1921,6604
930,2017,6624
1084,2134,6604
1177,2344,6528
1300,2561,6439
1484,2703,6347
1625,2882,6275
1666,3134,6201
1734,3308,6144
1901,3301,6095
2059,3308,6078
2110,3491,6068
2167,3735,6078
2328,3833,6093
2492,3842,6144
2524,3915,6203
2492,4056,6275
2524,4135,6324
2601,4162,6374
2618,4204,6406
2601,4269,6439
2634,4285,6443
2709,4269,6439
2703,4258,6410
2601,4269,6374
2528,4265,6300
2601,4269,6209
2718,4279,6093
2709,4269,5979
2567,4175,5849
2492,4056,5717
2553,4027,5556
2601,4162,5388
2503,4303,5202
2384,4269,5027
2365,4068,4842
2384,3949,4665
2324,3996,4477
2275,4056,4304
2325,3960,4130
2384,3842,3975
2307,3853,3816
2167,3949,3680
2084,3945,3559
2059,3842,3482
2029,3718,3422
2059,3629,3384
2170,3573,3351
2275,3629,3351
2311,3760,3363
2384,3842,3384
2522,3815,3391
2601,3842,3417
2567,3973,3449
2601,4056,3482
2752,3957,3484
2817,3842,3482
2660,3834,3480
2492,3842,3482
2482,3733,3455
2492,3629,3417
2371,3623,3367
2275,3629,3318
2336,3548,3251
2384,3522,3187
2238,3601,3128
2059,3629,3088
2032,3496,3040
2059,3415,2990
1961,3518,2933
1842,3629,2891
1859,3540,2852
1950,3415,2825
1962,3470,2801
1950,3629,2793
2012,3614,2788
2059,3415,2793
1909,3233,2790
1625,3202,2793
1452,3189,2789
1517,3095,2793
1645,3007,2789
1625,3095,2793
1475,3269,2792
1409,3308,2793
1470,3158,2778
1517,3095,2760
1441,3202,2737
1409,3308,2727
1477,3208,2712
1517,3095,2694
1405,3132,2659
1300,3202,2628
1338,3137,2604
1409,3095,2595
1365,3207,2580
1300,3308,2563
1347,3221,2538
1409,3095,2530
1293,3018,2528
1084,2882,2530
1133,2844,2515
1734,3522,2497
2922,5203,2475
4659,7577,2464
6928,10355,2456
9427,13341,2464
11251,15413,2477
11377,14835,2497
9654,11343,2501
7043,7044,2497
4645,4161,2478
2817,2882,2464
1404,2142,2455
433,1601,2464
84,1578,2469
217,1921,2464
382,2055,2441
325,1921,2431
167,1855,2431
108,1921,2431
131,1898,2412
108,1814,2398
27,1834,2395
0,1921,2398
59,1896,2382
108,1814,2365
57,1812,2357
0,1921,2365
23,1967,2366
108,1921,2365
100,1831,2361
0,1814,2365
-65,1864,2365
0,1921,2365
103,1932,2362
108,1921,2365
32,1916,2364
0,1921,2365
28,1917,2361
0,1921,2365
-96,1928,2364
-108,1921,2365
20,1902,2358
108,1921,2365
24,1952,2376
-108,1921,2398
-130,1831,2401
-108,1814,2398
-160,1890,2386
-217,1921,2398
-173,1816,2413
-108,1708,2431
-141,1696,2433
-217,1708,2464
-229,1646,2533
-217,1601,2661
-264,1621,2826
-325,1601,3055
-330,1469,3346
-325,1387,3712
-378,1441,4112
-433,1494,4534
-437,1424,4946
-433,1387,5355
-459,1489,5723
-433,1601,6045
-321,1586,6296
-217,1601,6505
-180,1756,6659
-108,1921,6768
59,1955,6805
217,2028,6801
272,2275,6757
325,2561,6702
474,2690,6621
650,2775,6538
756,2967,6447
867,3202,6374
1070,3323,6307
1300,3415,6275
1440,3603,6260
1517,3842,6275
1616,3982,6294
1734,4056,6341
1801,4150,6398
1842,4269,6472
1930,4332,6524
2059,4376,6571
2116,4464,6598
2059,4589,6636
1993,4634,6657
2059,4589,6669
2209,4572,6644
2275,4696,6604
2211,4834,6528
2167,4803,6439
2225,4630,6323
2275,4589,6209
2219,4728,6080
2167,4803,5947
2217,4644,5783
2275,4482,5618
2200,4507,5446
2059,4589,5289
1977,4507,5123
1950,4376,4961
1895,4350,4780
1842,4376,4600
1838,4314,4407
1842,4269,4238
1788,4298,4079
1734,4269,3942
1730,4081,3801
1734,3949,3680
1677,3996,3566
1625,4056,3482
1652,3944,3413
1734,3842,3384
1792,3917,3374
1842,4056,3384
1930,4062,3380
2059,4056,3384
2179,4160,3390
2275,4269,3417
2321,4199,3435
2275,4056,3450
2123,3982,3447
1950,3949,3450
1850,3835,3437
1842,3735,3417
1856,3756,3378
1842,3842,3351
1792,3829,3322
1734,3735,3285
1676,3656,3218
1625,3629,3154
1571,3577,3098
1517,3522,3055
1458,3529,3002
1409,3629,2957
1383,3689,2918
1409,3629,2891
1468,3513,2854
1517,3522,2825
1499,3622,2803
1409,3629,2793
1254,3458,2772
1084,3308,2760
967,3294,2753
975,3308,2760
1054,3235,2758
1084,3202,2760
1019,3272,2758
975,3308,2760
1012,3179,2744
1084,3095,2727
1088,3176,2706
1084,3308,2694
1091,3273,2676
1084,3202,2661
1017,3242,2641
975,3308,2628
1014,3254,2609
1084,3202,2595
1100,3260,2576
1084,3308,2563
1086,3243,2544
1084,3202,2530
993,3168,2511
867,2988,2497
978,2956,2477
1625,3842,2464
2858,5833,2455
4551,8325,2464
6635,10904,2469
8885,13554,2464
10455,15316,2441
10294,14408,2431
8330,10555,2431
5743,6083,2431
3660,3381,2411
2167,2455,2398
933,1922,2397
108,1387,2398
-58,1365,2379
108,1814,2365
114,2054,2363
0,1921,2365
34,1816,2347
108,1921,2333
-20,1989,2329
-217,1921,2333
-219,1865,2316
-108,1921,2300
-125,1965,2292
-217,1921,2300
-208,1823,2298
-108,1814,2300
-84,1871,2300
-108,1921,2300
-112,1869,2281
-108,1814,2267
-165,1843,2261
-217,1921,2267
-181,1945,2265
-108,1921,2267
-88,1909,2267
-108,1921,2267
-112,1919,2249
-108,1921,2234
-117,1929,2225
-108,1921,2234
-82,1897,2233
-108,1921,2234
-189,1964,2228
-217,1921,2234
-151,1780,2232
-108,1708,2234
-160,1766,2226
-217,1814,2234
-207,1723,2243
-217,1601,2267
-323,1575,2288
-433,1601,2333
-449,1560,2393
-433,1494,2497
-483,1481,2650
-542,1494,2891
-511,1447,3196
-433,1387,3548
-443,1375,3908
-542,1387,4304
-602,1341,4716
-542,1281,5125
-448,1287,5475
-433,1387,5782
-473,1504,6046
-433,1601,6275
-278,1659,6433
-108,1708,6538
-2,1774,6588
108,1921,6604
275,2131,6566
433,2348,6505
529,2512,6422
650,2668,6341
863,2861,6249
1084,3095,6177
1212,3287,6114
1300,3415,6078
1417,3536,6046
1517,3735,6045
1559,3946,6063
1625,4056,6111
1754,4071,6154
1842,4162,6209
1830,4351,6255
1842,4482,6308
1957,4470,6340
2059,4482,6374
2053,4604,6391
2059,4696,6406
2171,4637,6385
2275,4589,6341
2244,4654,6261
2167,4696,6177
2159,4580,6076
2167,4482,5979
2107,4531,5856
2059,4589,5717
2079,4487,5549
2059,4376,5388
1898,4408,5221
1734,4482,5059
1731,4404,4877
1842,4269,4698
1857,4234,4512
1734,4269,4337
1612,4197,4149
1625,4056,3975
1708,3991,3810
1734,4056,3680
1670,4099,3555
1625,4056,3450
1654,3994,3358
1734,4056,3318
1853,4191,3308
2059,4269,3318
2260,4216,3312
2275,4162,3318
2115,4191,3339
2059,4269,3384
2228,4289,3409
2384,4269,3417
2285,4199,3408
2059,4056,3417
1916,3874,3422
1842,3842,3417
1750,3969,3382
1734,4056,3351
1827,3957,3320
1842,3842,3285
1666,3837,3221
1517,3842,3154
1559,3725,3095
1625,3629,3055
1530,3667,3007
1409,3735,2957
1406,3683,2901
1409,3629,2858
1314,3676,2817
1300,3735,2793
1449,3680,2772
1517,3629,2760
1318,3651,2739
1084,3629,2727
1048,3452,2720
1084,3308,2727
980,3337,2726
867,3415,2727
936,3368,2722
1084,3308,2727
1074,3343,2727
975,3415,2727
969,3363,2711
1084,3308,2694
1129,3338,2672
1084,3415,2661
1048,3388,2646
1084,3308,2628
1109,3310,2593
1084,3415,2563
1052,3438,2538
1084,3308,2530
1189,3235,2515
1300,3415,2497
1272,3512,2472
1084,3095,2464
1028,2552,2463
1517,2988,2464
2619,4811,2447
4118,7364,2431
5957,10079,2422
8127,12914,2431
9958,15018,2435
10294,14621,2431
8771,11265,2411
6393,7044,2398
4347,4277,2392
2817,3095,2398
1438,2301,2398
325,1601,2398
-90,1473,2385
108,1814,2365
320,1990,2340
217,1921,2333
15,1934,2333
0,2028,2333
106,1952,2313
108,1814,2300
-24,1833,2296
-108,1921,2300
-59,1876,2285
0,1814,2267
-53,1857,2256
-108,1921,2267
-71,1850,2273
0,1814,2267
-37,1913,2245
-108,2028,2234
-118,1992,2230
-108,1921,2234
-164,1957,2231
-217,2028,2234
-174,1990,2235
-108,1921,2234
-134,1948,2215
-217,2028,2201
-245,2012,2193
-217,1921,2201
-202,1879,2200
-217,1921,2201
-223,1949,2196
-217,1921,2201
-217,1890,2197
-217,1921,2201
-208,1959,2197
-217,1921,2201
-266,1800,2194
-325,1708,2201
-343,1694,2216
-325,1708,2267
-342,1667,2341
-433,1601,2464
-535,1545,2628
-542,1494,2858
-468,1422,3138
-433,1387,3482
-488,1393,3861
-542,1387,4271
-540,1350,4671
-542,1387,5059
-578,1509,5414
-542,1601,5749
-383,1585,6037
-217,1601,6275
-150,1740,6434
-108,1921,6538
-7,2024,6585
108,2134,6604
188,2332,6581
325,2561,6538
559,2721,6460
758,2882,6374
822,3098,6278
867,3308,6209
1016,3421,6153
1192,3522,6111
1268,3678,6062
1300,3842,6045
1394,3939,6058
1517,4056,6111
1582,4232,6158
1625,4376,6209
1721,4387,6250
1842,4376,6308
1913,4455,6356
1950,4589,6406
2004,4660,6429
2059,4696,6439
2070,4748,6412
2059,4803,6374
2059,4804,6309
2059,4803,6242
2014,4818,6148
1950,4803,6045
1926,4695,5914
1950,4589,5782
1939,4560,5633
1842,4589,5487
1731,4562,5322
1734,4482,5158
1821,4404,4976
1842,4376,4797
1732,4334,4607
1625,4269,4435
1614,4223,4265
1625,4269,4107
1564,4320,3935
1517,4269,3778
1561,4119,3629
1625,4056,3515
1594,4115,3417
1517,4162,3351
1463,4065,3301
1409,3949,3285
1323,3925,3277
1300,3949,3285
1365,3899,3292
1409,3842,3318
1374,3836,3347
1409,3842,3384
1580,3805,3403
1734,3842,3417
1738,3972,3416
1734,4056,3417
1870,3993,3402
2059,3949,3384
2118,4012,3350
2059,4056,3318
1966,3947,3272
1842,3842,3220
1689,3845,3151
1625,3842,3088
1689,3715,3030
1734,3629,2990
1640,3684,2943
1517,3735,2891
1497,3626,2831
1517,3522,2793
1435,3564,2769
1300,3629,2760
1281,3533,2740
1409,3415,2727
1495,3464,2719
1409,3629,2727
1269,3688,2727
1300,3629,2727
1468,3558,2721
1517,3522,2727
1322,3432,2727
1084,3308,2727
989,3248,2711
975,3308,2694
911,3363,2673
867,3308,2661
919,3194,2644
975,3202,2628
915,3292,2606
867,3308,2595
943,3162,2581
1084,3095,2563
1115,3191,2526
1084,3308,2497
1081,3273,2475
1084,3202,2464
1022,3230,2445
975,3308,2431
1022,3316,2423
1084,3308,2431
1053,3339,2433
975,3308,2431
907,3086,2424
867,2882,2431
1029,3192,2435
1734,4376,2431
3089,6289,2409
4876,8645,2398
6907,11356,2396
8994,14088,2398
10400,15501,2381
10077,14088,2365
7898,10075,2358
5093,5763,2365
2950,3201,2356
1625,2348,2333
654,1969,2304
0,1601,2300
-111,1579,2302
108,1921,2300
173,2128,2279
0,2028,2267
-128,1896,2265
-108,1921,2267
-116,1963,2250
-217,1921,2234
-249,1842,2227
-108,1814,2234
40,1840,2233
0,1921,2234
-176,1962,2233
-217,1921,2234
-89,1816,2218
0,1814,2201
-77,1890,2191
-108,1921,2201
21,1851,2206
108,1814,2201
-3,1873,2181
-108,1921,2168
-11,1865,2162
108,1814,2168
31,1859,2167
-108,1921,2168
-89,1915,2164
0,1921,2168
-30,1964,2166
-108,1921,2168
-74,1763,2163
0,1708,2168
-30,1838,2166
-108,1921,2168
-117,1775,2161
-108,1601,2168
-165,1614,2176
-217,1708,2201
-204,1677,2230
-217,1601,2300
-301,1602,2404
-325,1601,2563
-240,1484,2768
-217,1387,3055
-345,1429,3407
-433,1494,3811
-338,1440,4217
-217,1387,4632
-249,1440,5035
-325,1494,5421
-290,1429,5752
-217,1387,6045
-225,1480,6284
-217,1601,6472
-74,1627,6579
108,1708,6636
182,1955,6648
217,2241,6636
347,2376,6580
542,2455,6505
673,2634,6415
758,2882,6341
894,3029,6265
1084,3095,6209
1227,3208,6161
1300,3415,6144
1377,3605,6133
1517,3735,6144
1662,3863,6160
1734,4056,6209
1758,4224,6268
1842,4269,6341
1980,4224,6391
2059,4269,6439
2044,4437,6470
2059,4589,6505
2141,4604,6513
2167,4589,6505
2084,4639,6460
2059,4696,6406
2176,4652,6328
2275,4589,6242
2225,4582,6128
2167,4589,6012
2225,4527,5880
2275,4482,5749
2176,4495,5600
2059,4482,5454
2053,4365,5290
2059,4269,5125
1944,4264,4939
1842,4269,4764
1879,4193,4590
1950,4162,4435
1907,4229,4268
1842,4269,4107
1851,4163,3944
1842,4056,3811
1719,4051,3686
1625,4056,3581
1667,3939,3479
1734,3842,3417
1711,3903,3383
1734,4056,3384
1898,4102,3381
2059,4056,3384
2065,4024,3378
2059,4056,3384
2199,4066,3390
2384,4056,3417
2402,4051,3438
2275,4056,3450
2145,3979,3432
2059,3842,3417
1979,3759,3400
1950,3842,3384
2004,3969,3338
2059,3949,3285
1992,3758,3230
1842,3629,3187
1738,3663,3135
1734,3735,3088
1724,3689,3037
1625,3629,2990
1509,3665,2933
1517,3735,2891
