II,MCL,ABP,RESP
3438,3477,6259,5338
3827,3767,6261,5333
4813,3775,6259,5338
6003,3075,6221,5333
7182,1589,6196,5338
8357,-149,6183,5333
9627,-1291,6196,5338
11024,-1528,6193,5333
12454,-1291,6196,5338
13424,-1183,6189,5333
13370,-1291,6196,5338
12305,-1383,6189,5333
11002,-1291,6196,5338
10082,-998,6195,5333
9398,-397,6196,5338
8419,510,6163,5333
7105,1490,6134,5338
5864,2237,6113,5333
5043,2732,6134,5338
4611,3093,6142,5333
4431,3378,6134,5338
4353,3550,6091,5333
4279,3676,6071,5338
4131,3792,6064,5333
3973,3874,6071,5338
3863,3886,6041,5332
3820,3924,6009,5338
3752,4018,5986,5333
3667,4073,6009,5338
3610,4023,6019,5332
3667,3974,6009,5338
3741,4012,5963,5334
3744,4073,5946,5338
3640,4058,5943,5331
3591,4023,5946,5338
3625,4041,5910,5337
3667,4073,5884,5338
3621,4047,5869,5316
3591,4023,5884,5296
3627,4044,5880,5268
3667,4073,5884,5254
3621,4040,5881,5229
3591,4023,5884,5213
3652,4067,5851,5186
3744,4123,5821,5171
3731,4087,5801,5145
3667,4023,5821,5129
3642,4013,5828,5102
3667,4073,5821,5087
3668,4112,5780,5061
3667,4123,5758,5045
3673,4116,5746,5019
3667,4123,5758,5003
3637,4116,5755,4977
3667,4123,5758,4961
3737,4139,5750,4935
3744,4172,5758,4919
3640,4190,5754,4893
3591,4222,5758,4878
3685,4264,5751,4852
3820,4321,5758,4836
3820,4350,5753,4809
3744,4371,5758,4794
3752,4399,5751,4769
3897,4470,5758,4752
4005,4535,5753,4725
3973,4570,5758,4710
3876,4572,5751,4686
3897,4619,5758,4668
4004,4700,5754,4633
4049,4768,5758,4605
3979,4783,5749,4575
3973,4818,5758,4564
4093,4891,5757,4543
4202,4967,5758,4522
4166,5002,5742,4484
4126,5066,5758,4459
4192,5163,5785,4434
4279,5215,5821,4417
4246,5152,5817,4383
4202,5066,5821,4354
4237,5017,5835,4325
4279,4967,5884,4312
4224,4844,5913,4290
4202,4719,5946,4271
4284,4628,5964,4242
4355,4520,6009,4229
4301,4322,6051,4208
4279,4123,6134,4187
4390,3986,6237,4148
4508,3874,6384,4124
4474,3700,6513,4101
4431,3527,6635,4082
4522,3409,6735,4046
4661,3328,6885,4019
4663,3204,7060,3995
4584,3080,7261,3977
4516,2992,7418,3942
4431,2931,7573,3915
4261,2829,7733,3890
4126,2732,7949,3873
4085,2683,8167,3837
4049,2682,8387,3810
3939,2648,8570,3785
3897,2583,8763,3768
3963,2527,8945,3733
3973,2533,9138,3705
3805,2561,9297,3680
3667,2583,9451,3663
3714,2591,9575,3629
3820,2633,9702,3601
3774,2679,9796,3575
3667,2682,9889,3559
3639,2622,9953,3527
3667,2583,10014,3496
3648,2598,10044,3461
3667,2633,10077,3433
3761,2629,10082,3396
3820,2633,10077,3370
3737,2661,10021,3347
3667,2682,9952,3329
3727,2651,9852,3293
3820,2633,9764,3266
3772,2656,9661,3241
3667,2682,9576,3224
3658,2655,9478,3190
3744,2633,9389,3161
3752,2654,9264,3134
3667,2682,9138,3119
3605,2656,8997,3095
3667,2633,8888,3077
3750,2665,8766,3055
3744,2732,8637,3035
3662,2749,8469,3001
3667,2732,8325,2973
3784,2720,8188,2946
3897,2732,8074,2931
3883,2732,7937,2906
3820,2732,7824,2889
3777,2731,7701,2874
3744,2732,7573,2868
3678,2720,7403,2849
3667,2732,7261,2826
3721,2762,7131,2798
3744,2782,7010,2784
3677,2755,6840,2771
3667,2732,6697,2763
3760,2743,6587,2742
3820,2782,6509,2721
3735,2791,6383,2695
3667,2782,6259,2680
3731,2785,6162,2666
3820,2831,6134,2659
3786,2874,6102,2639
3744,2881,6071,2617
3807,2848,6023,2588
3897,2831,6009,2575
3850,2832,5997,2564
3744,2831,6009,2554
3708,2800,6002,2530
3744,2782,6009,2512
3722,2781,6015,2498
3667,2782,6071,2491
3664,2750,6131,2470
3744,2732,6196,2449
3808,2746,6239,2431
3820,2782,6322,2428
3784,2800,6416,2420
3744,2831,6509,2407
3692,2868,6557,2383
3667,2881,6635,2366
3702,2846,6746,2350
3820,2831,6885,2345
3915,2857,6980,2333
3897,2881,7073,2324
3781,2851,7161,2309
3744,2831,7261,2303
3839,2851,7319,2293
3973,2881,7386,2282
4027,2872,7466,2259
4049,2881,7573,2240
4048,2918,7644,2224
3973,2931,7699,2219
3836,2871,7726,2208
3820,2831,7761,2198
3932,2868,7780,2184
3973,2931,7824,2177
3830,2921,7861,2167
3744,2881,7886,2156
3870,2883,7854,2134
4049,2931,7824,2114
4050,2931,7807,2097
3973,2881,7824,2093
3964,2844,7805,2086
3973,2881,7761,2072
3881,2929,7685,2047
3820,2931,7636,2031
3886,2885,7593,2019
3973,2881,7573,2010
3934,2932,7538,1988
3897,2980,7511,1968
3968,2947,7452,1952
4049,2881,7386,1947
3987,2851,7302,1936
3897,2881,7261,1926
3909,2899,7228,1913
3973,2881,7198,1905
3943,2840,7125,1892
3897,2831,7073,1884
3944,2850,7034,1874
4049,2881,7010,1863
4056,2873,6944,1841
3973,2831,6885,1821
3892,2794,6837,1806
3897,2831,6822,1800
3974,2903,6786,1789
4126,2931,6760,1779
4260,2890,6724,1766
4279,2881,6697,1758
4155,2932,6649,1747
4049,2980,6635,1738
4056,2955,6631,1725
4126,2931,6635,1717
4117,2952,6595,1705
4049,2980,6572,1696
4013,2951,6563,1683
4049,2931,6572,1675
4048,2954,6539,1663
3973,2980,6509,1654
3877,2953,6491,1642
3897,2931,6509,1633
3988,2958,6509,1621
4049,2980,6509,1612
3975,2934,6499,1600
3897,2881,6509,1591
3918,2891,6504,1579
4049,2931,6509,1570
4107,2917,6502,1558
4049,2881,6509,1549
3974,2902,6502,1537
4049,2980,6509,1528
4174,3003,6505,1516
4126,2980,6509,1507
3821,3078,6499,1495
3591,3427,6509,1486
3873,3767,6510,1474
4813,3576,6509,1465
6057,2532,6472,1454
7182,944,6447,1444
8111,-507,6431,1432
9168,-1291,6447,1424
10515,-1434,6447,1412
11842,-1291,6447,1403
12533,-1220,6434,1390
12301,-1291,6447,1382
11397,-1385,6449,1371
10391,-1291,6447,1361
9622,-900,6410,1346
9016,-199,6384,1340
8203,672,6367,1339
7029,1540,6384,1340
5762,2250,6388,1330
4890,2782,6384,1319
4537,3157,6347,1307
4431,3427,6322,1298
4277,3587,6303,1284
4126,3676,6322,1277
4076,3734,6328,1275
4049,3825,6322,1277
3881,3916,6279,1268
3667,3974,6259,1256
3582,3992,6252,1243
3667,4023,6259,1235
3719,4066,6229,1224
3667,4073,6196,1214
3572,4032,6173,1202
3591,4023,6196,1193
3657,4075,6207,1181
3667,4123,6196,1172
3552,4102,6150,1162
3438,4073,6134,1151
3398,4088,6131,1137
3438,4123,6134,1130
3496,4103,6097,1130
3591,4073,6071,1130
3673,4078,6058,1121
3667,4123,6071,1110
3561,4133,6066,1098
3515,4123,6071,1089
3567,4111,6070,1075
3591,4123,6071,1068
3472,4121,6035,1067
3362,4123,6009,1068
3394,4119,5994,1058
3515,4123,6009,1047
3568,4111,6006,1035
3591,4123,6009,1026
3635,4159,6001,1012
3667,4222,6009,1005
3621,4256,6001,1004
3591,4272,6009,1005
3628,4279,6008,994
3667,4321,6009,984
3622,4358,5974,981
3591,4371,5946,984
3629,4351,5929,977
3667,4371,5946,963
3616,4436,5949,947
3591,4520,5946,942
3679,4553,5929,941
3820,4570,5946,942
3877,4600,5973,935
3897,4669,6009,921
3955,4725,6009,905
4049,4768,6009,900
4076,4803,5998,901
4049,4868,6009,900
4026,4942,6004,888
4049,5017,6009,879
4078,5051,6000,878
4126,5066,6009,879
4195,5089,6004,870
4279,5166,6009,858
4285,5232,5997,852
4202,5215,6009,858
4106,5093,6022,862
4126,4967,6071,858
4224,4872,6123,846
4279,4768,6196,837
4228,4597,6251,833
4202,4421,6322,837
4265,4272,6392,840
4355,4123,6509,837
4384,3918,6629,826
4431,3725,6760,816
4525,3585,6866,812
4584,3477,7010,816
4536,3341,7178,819
4508,3229,7386,816
4560,3166,7570,804
4584,3129,7761,795
4453,3051,7938,792
4279,2980,8137,795
4160,2946,8318,796
4049,2931,8512,795
3869,2864,8691,794
3744,2782,8888,795
3738,2731,9067,795
3744,2732,9263,795
3651,2717,9447,794
3591,2682,9639,795
3635,2653,9780,796
3667,2682,9889,795
3575,2724,9965,793
3515,2732,10077,795
3565,2694,10185,798
3591,2682,10265,795
3482,2707,10266,784
3438,2732,10265,775
3560,2706,10262,771
3667,2682,10265,775
3589,2694,10206,775
3515,2732,10140,775
3569,2738,10068,773
3591,2732,10014,775
3442,2730,9920,774
3362,2732,9827,775
3506,2703,9724,773
3667,2682,9639,775
3609,2693,9515,774
3515,2732,9389,775
3578,2743,9250,774
3667,2732,9138,775
3569,2717,9007,774
3438,2732,8888,775
3475,2768,8754,774
3591,2831,8637,775
3554,2877,8503,774
3438,2881,8387,775
3448,2844,8256,773
3591,2831,8137,775
3635,2840,7998,774
3515,2831,7886,775
3389,2785,7762,773
3438,2782,7636,775
3566,2834,7470,775
3591,2881,7323,775
3484,2857,7183,771
3438,2831,7073,775
3517,2849,6939,785
3591,2881,6822,795
3546,2859,6711,797
3515,2831,6635,795
3587,2845,6537,794
3667,2881,6447,795
3631,2867,6357,793
3591,2831,6322,795
3633,2829,6290,804
3667,2881,6259,816
3580,2922,6203,820
3515,2931,6196,816
3599,2906,6219,812
3744,2881,6259,816
3751,2849,6252,826
3667,2831,6259,837
3629,2836,6295,841
3667,2881,6384,837
3678,2922,6451,831
3667,2931,6509,837
3683,2898,6552,850
3744,2881,6635,858
3790,2881,6720,856
3820,2881,6822,858
3808,2863,6906,869
3744,2881,7010,879
3637,2922,7101,878
3591,2931,7198,879
3620,2871,7278,889
3667,2831,7386,900
3663,2850,7484,900
3667,2881,7573,900
3709,2855,7623,909
3744,2831,7699,921
3684,2849,7789,922
3591,2881,7886,921
3571,2872,7925,928
3667,2881,7949,942
3754,2933,7969,946
3744,2980,8012,942
3669,2957,8017,936
3667,2931,8012,942
3725,2949,7994,952
3744,2980,8012,963
3679,2957,8016,965
3667,2931,8012,963
3750,2946,7972,959
3820,2980,7949,963
3757,2961,7917,972
3667,2931,7886,984
3670,2938,7819,987
3744,2980,7761,984
3762,2977,7695,979
3744,2931,7636,984
3738,2882,7556,995
3744,2881,7511,1005
3702,2903,7477,1005
3667,2931,7448,1005
3663,2936,7375,1004
3667,2931,7323,1005
3644,2919,7285,1002
3667,2931,7261,1005
3726,2954,7191,1014
3744,2980,7135,1026
3701,2983,7094,1028
3744,2980,7073,1026
3886,2974,7007,1023
3973,2980,6948,1026
3891,2979,6899,1025
3820,2980,6885,1026
3907,2976,6847,1025
4049,2980,6822,1026
4010,2979,6808,1024
3820,2980,6822,1026
3688,2975,6800,1026
3744,2980,6760,1026
3857,2980,6706,1022
3897,2980,6697,1026
3844,2974,6696,1035
3820,2980,6697,1047
3876,2982,6660,1048
3973,2980,6635,1047
3985,2967,6617,1044
3897,2980,6635,1047
3792,3011,6635,1046
3820,3030,6635,1047
3923,3011,6620,1046
3973,2980,6635,1047
3887,2967,6638,1045
3820,2980,6635,1047
3835,2991,6595,1047
3897,2980,6572,1047
3894,2964,6558,1043
3897,2980,6572,1047
3925,3002,6568,1056
3973,2980,6572,1068
4004,2938,6564,1070
4049,2980,6572,1068
3976,3083,6565,1065
3667,3179,6572,1068
3340,3317,6567,1068
3591,3527,6572,1068
4681,3329,6561,1065
6189,2136,6572,1068
7437,198,6575,1068
8328,-1291,6572,1068
9263,-1616,6532,1065
10467,-1291,6509,1068
11493,-1171,6499,1070
11766,-1291,6509,1068
11272,-1320,6500,1056
10620,-1291,6509,1047
10214,-1369,6513,1043
9856,-1192,6509,1047
9105,-373,6467,1047
7946,844,6447,1047
6675,1822,6443,1045
5577,2384,6447,1047
4790,2781,6408,1046
4431,3179,6384,1047
4391,3458,6376,1046
4355,3576,6384,1047
4125,3628,6350,1045
3897,3725,6322,1047
3834,3835,6309,1048
3820,3924,6322,1047
3666,3978,6295,1036
3515,4023,6259,1026
3512,4060,6233,1021
3591,4073,6259,1026
3541,4049,6272,1029
3438,4023,6259,1026
3402,4032,6211,1014
3438,4073,6196,1005
3387,4092,6196,1001
3285,4073,6196,1005
3253,4049,6157,1006
3362,4073,6134,1005
3458,4112,6127,1002
3438,4123,6134,1005
3331,4086,6100,1007
3285,4073,6071,1005
3299,4095,6055,993
3285,4123,6071,984
3211,4099,6068,980
3209,4073,6071,984
3300,4080,6068,984
3362,4123,6071,984
3307,4134,6039,982
3285,4123,6009,984
3369,4106,5989,983
3438,4123,6009,984
3364,4142,6015,982
3285,4172,6009,984
3313,4195,5969,983
3362,4222,5946,984
3311,4222,5932,982
3285,4222,5946,984
3366,4227,5946,984
3438,4272,5946,984
3386,4323,5933,982
3362,4371,5946,984
3449,4389,5951,985
3515,4421,5946,984
3446,4462,5906,979
3438,4520,5884,984
3597,4563,5872,994
3744,4619,5884,1005
3705,4672,5877,1005
3667,4719,5884,1005
3778,4750,5883,1011
3897,4818,5884,1026
3851,4902,5847,1030
3820,4967,5821,1026
3955,4996,5805,1019
4126,5066,5821,1026
4140,5165,5819,1038
4126,5215,5821,1047
4210,5177,5811,1044
4279,5166,5821,1047
4172,5213,5816,1056
4049,5215,5821,1068
4087,5065,5811,1068
4202,4868,5821,1068
4169,4728,5832,1073
4049,4619,5884,1089
4065,4436,5939,1100
4279,4222,6009,1110
4453,4050,6056,1117
4431,3924,6134,1130
4317,3773,6235,1141
4355,3626,6384,1151
4540,3499,6514,1160
4661,3378,6635,1172
4574,3216,6734,1182
4431,3080,6885,1193
4374,2995,7062,1201
4355,2931,7261,1214
4228,2824,7416,1225
4049,2732,7573,1235
3911,2689,7737,1242
3820,2682,7949,1256
3715,2651,8162,1275
3667,2633,8387,1298
3704,2634,8579,1310
3744,2633,8763,1319
3678,2593,8912,1326
3591,2583,9076,1340
3547,2612,9230,1351
3515,2633,9389,1361
3442,2582,9496,1367
3438,2533,9576,1382
3525,2541,9626,1401
3591,2583,9702,1424
3542,2585,9768,1436
3515,2583,9827,1444
3585,2616,9833,1451
3667,2682,9827,1465
3659,2718,9794,1478
3667,2732,9764,1486
3716,2735,9701,1484
3667,2732,9639,1486
3447,2701,9548,1493
3285,2682,9451,1507
3332,2696,9317,1517
3438,2732,9201,1528
3389,2740,9093,1536
3285,2732,9013,1549
3289,2724,8898,1558
3362,2732,8763,1570
3346,2731,8593,1579
3285,2732,8450,1591
3270,2729,8311,1600
3285,2732,8199,1612
3243,2726,8071,1621
3209,2732,7949,1633
3238,2736,7795,1641
3285,2732,7636,1654
3255,2702,7459,1663
3209,2682,7323,1675
3224,2691,7195,1682
3285,2732,7073,1696
3276,2751,6908,1706
3209,2732,6760,1717
3186,2689,6620,1722
3285,2682,6509,1738
3384,2705,6375,1757
3362,2732,6259,1779
3264,2730,6150,1790
3285,2732,6071,1800
3407,2737,5970,1814
3438,2732,5884,1842
3317,2697,5801,1867
3285,2682,5758,1884
3446,2701,5714,1890
3591,2732,5696,1905
3510,2730,5680,1925
3362,2732,5696,1947
3333,2754,5696,1956
3362,2782,5696,1968
3306,2764,5676,1983
3285,2732,5696,2010
3400,2716,5739,2031
3515,2732,5821,2052
3457,2736,5883,2069
3362,2732,5946,2093
3379,2724,5994,2114
3438,2732,6071,2135
3397,2733,6152,2152
3362,2732,6259,2177
3430,2725,6350,2199
3515,2732,6447,2219
3484,2733,6528,2227
3438,2732,6635,2240
3452,2737,6731,2256
3438,2782,6822,2282
3325,2827,6878,2301
3285,2831,6948,2324
3401,2787,7028,2342
3515,2782,7135,2366
3455,2830,7207,2384
3362,2881,7261,2407
3381,2879,7302,2427
3438,2881,7386,2449
3375,2911,7463,2465
3285,2931,7511,2491
3313,2897,7501,2520
3438,2881,7511,2554
3502,2910,7539,2575
3515,2931,7573,2596
3565,2892,7547,2613
3667,2881,7511,2638
3686,2934,7490,2657
3591,2980,7511,2680
3488,2935,7497,2697
3515,2881,7448,2721
3596,2891,7367,2740
3591,2931,7323,2763
3477,2911,7290,2781
3438,2881,7261,2805
3543,2894,7194,2823
3667,2931,7135,2847
3654,2914,7069,2865
3591,2881,7010,2889
3598,2871,6931,2907
3667,2881,6885,2931
3683,2870,6851,2948
3667,2881,6822,2973
3665,2917,6752,2991
3667,2931,6697,3014
3620,2876,6657,3031
3591,2831,6635,3056
3619,2843,6569,3076
3667,2881,6509,3098
3665,2880,6462,3106
3667,2881,6447,3119
3684,2907,6411,3133
3667,2931,6384,3161
3595,2903,6348,3183
3591,2881,6322,3203
3676,2900,6274,3209
3744,2931,6259,3224
3721,2894,6256,3239
3744,2831,6259,3266
3848,2815,6220,3284
3897,2881,6196,3308
3778,2952,6188,3325
3667,2980,6196,3349
3708,2956,6164,3366
3820,2931,6134,3391
3812,2907,6115,3411
3744,2881,6134,3433
3717,2863,6134,3441
3744,2881,6134,3454
3702,2918,6123,3467
3667,2931,6134,3496
3705,2904,6131,3517
3820,2881,6134,3538
3879,2895,6124,3545
3897,2931,6134,3559
3915,2926,6131,3572
3973,2881,6134,3601
3966,2871,6123,3622
3820,2980,6134,3643
3525,3135,6135,3648
3285,3278,6134,3663
3403,3491,6097,3679
4126,3775,6071,3705
5368,3591,6055,3722
6800,2334,6071,3747
8082,293,6072,3767
9245,-1291,6071,3789
10554,-1652,6057,3795
12072,-1291,6071,3810
13234,-1132,6077,3827
13370,-1291,6071,3852
12490,-1384,6030,3860
11384,-1291,6009,3873
10608,-1155,5998,3886
9932,-795,6009,3915
8864,30,6001,3934
7487,1142,6009,3957
6238,2049,6010,3972
5348,2583,6009,3998
4748,2919,5970,4016
4431,3229,5946,4040
4343,3459,5937,4057
4279,3576,5946,4082
4058,3618,5917,4099
3820,3676,5884,4124
3709,3764,5861,4141
3667,3874,5884,4166
3563,3935,5894,4182
3515,3924,5884,4208
3561,3894,5839,4226
3591,3924,5821,4250
3485,3979,5816,4263
3438,3974,5821,4291
3519,3914,5788,4318
3591,3924,5758,4354
3500,4019,5739,4373
3438,4073,5758,4396
3515,4016,5765,4411
3591,3974,5758,4438
3484,4021,5720,4455
3362,4073,5696,4480
3401,4023,5680,4496
3515,3974,5696,4522
3476,4011,5700,4538
3362,4073,5696,4564
3387,4035,5658,4579
3591,3974,5633,4605
3730,3977,5618,4622
3667,4023,5633,4647
3499,4007,5633,4663
3438,3974,5633,4689
3488,3982,5621,4706
3515,4023,5633,4731
3433,4022,5637,4746
3362,4023,5633,4773
3377,4062,5595,4790
3438,4123,5571,4815
3464,4131,5557,4828
3515,4123,5571,4857
3587,4118,5569,4883
3591,4123,5571,4919
3482,4104,5562,4938
3438,4123,5571,4961
3541,4188,5566,4976
3667,4272,5571,5003
3671,4301,5564,5020
3667,4321,5571,5045
3746,4372,5565,5061
3820,4470,5571,5087
3776,4554,5565,5102
3744,4619,5571,5129
3816,4666,5563,5146
3897,4719,5571,5171
3855,4761,5566,5177
3820,4818,5571,5192
3910,4885,5561,5202
4049,4967,5571,5233
4077,5026,5569,5255
4049,5066,5571,5275
4048,5075,5554,5278
4049,5066,5571,5296
3989,5024,5598,5313
3973,4967,5633,5338
4050,4893,5629,5338
4126,4818,5633,5338
4089,4712,5647,5330
4049,4570,5696,5338
4103,4390,5724,5334
4202,4222,5758,5338
4236,4068,5796,5332
4279,3924,5884,5338
4409,3765,5974,5333
4584,3626,6071,5338
4665,3499,6147,5332
4661,3378,6259,5338
4625,3240,6395,5333
4584,3129,6572,5338
4483,3033,6729,5333
4355,2931,6885,5338
4251,2804,7024,5333
4202,2732,7198,5338
4139,2724,7376,5333
4049,2732,7573,5338
3971,2684,7752,5333
3973,2633,7949,5338
3977,2604,8133,5333
3897,2583,8325,5338
3759,2522,8498,5333
3744,2484,8700,5338
3849,2498,8894,5333
3897,2533,9076,5338
3776,2516,9200,5333
3667,2484,9326,5338
3689,2472,9448,5333
3744,2484,9576,5338
3695,2477,9650,5333
3667,2484,9702,5338
3745,2510,9728,5333
3820,2533,9764,5338
3750,2524,9767,5333
3667,2533,9764,5338
3690,2567,9733,5333
3744,2583,9702,5338
3700,2546,9638,5333
3667,2533,9576,5338
3738,2579,9486,5333
3820,2633,9389,5338
3764,2617,9254,5333
3667,2583,9138,5338
3646,2589,9031,5333
3667,2633,8950,5338
3623,2643,8835,5333
3591,2633,8700,5338
3650,2638,8531,5333
3744,2682,8387,5338
3736,2717,8248,5333
3667,2732,8137,5338
3634,2728,8009,5333
3667,2732,7886,5338
3681,2732,7731,5333
3667,2732,7573,5338
3652,2726,7398,5333
3667,2732,7261,5338
3673,2734,7130,5333
3667,2732,7010,5338
3657,2722,6849,5333
3667,2732,6697,5338
3648,2741,6551,5333
3591,2732,6447,5338
3540,2707,6341,5333
3591,2732,6259,5338
3676,2794,6162,5333
3667,2831,6071,5338
3549,2802,5959,5333
3515,2782,5884,5338
3627,2804,5833,5333
3744,2831,5821,5338
3717,2804,5786,5333
3667,2782,5758,5338
3698,2801,5734,5333
3744,2831,5758,5338
3698,2809,5785,5333
3667,2782,5821,5338
3713,2794,5838,5333
3744,2831,5884,5338
3678,2819,5935,5333
3667,2782,6009,5338
3767,2776,6062,5333
3820,2831,6134,5338
3718,2878,6212,5333
3667,2881,6322,5338
3785,2844,6414,5333
3897,2831,6509,5338
3823,2848,6591,5333
3744,2881,6697,5338
3811,2888,6791,5333
3897,2881,6885,5338
3823,2857,6944,5333
3744,2831,7010,5338
3806,2810,7082,5333
3897,2831,7198,5338
3831,2869,7304,5333
3744,2881,7386,5338
3794,2844,7412,5332
3897,2831,7448,5338
3856,2858,7497,5333
3744,2881,7573,5338
3704,2850,7615,5332
3744,2831,7636,5338
3766,2867,7628,5334
3820,2931,7636,5338
3918,2945,7632,5331
3973,2931,7636,5338
3919,2922,7627,5337
3897,2931,7636,5338
3976,2924,7616,5321
4049,2931,7573,5317
3985,2956,7495,5307
3897,2980,7448,5296
3907,2960,7415,5260
3973,2931,7386,5233
3932,2919,7314,5207
3820,2931,7261,5192
3764,2929,7221,5155
3820,2931,7198,5129
3861,2932,7132,5102
3820,2931,7073,5087
3742,2915,7027,5051
3744,2931,7010,5024
3798,2965,6955,4997
3820,2980,6885,4982
3766,2947,6804,4948
3744,2931,6760,4919
3803,2952,6718,4890
3897,2980,6697,4878
3938,2958,6661,4847
3973,2931,6635,4815
4019,2939,6592,4773
4049,2980,6572,4752
4028,2991,6540,4727
4049,2980,6509,4710
4113,2970,6459,4676
4126,2980,6447,4647
4029,2966,6445,4609
3973,2931,6447,4585
4017,2902,6407,4556
4049,2931,6384,4543
3962,2972,6376,4521
3897,2980,6384,4501
3951,2943,6351,4464
4049,2931,6322,4438
4028,2961,6303,4411
3973,2980,6322,4396
3977,2949,6321,4370
4049,2931,6322,4354
4056,2960,6311,4332
4049,2980,6322,4312
4073,2946,6318,4275
4126,2931,6322,4250
4096,2966,6313,4225
4049,2980,6322,4208
4066,2944,6317,4172
4126,2980,6322,4145
4012,3100,6313,4119
3667,3229,6322,4103
3337,3424,6318,4069
3515,3775,6322,4040
4461,3804,6311,4013
5959,2782,6322,3998
7408,812,6323,3973
8481,-894,6322,3957
9430,-1465,6285,3934
10696,-1291,6259,3915
12057,-1205,6243,3878
12759,-1291,6259,3852
12411,-1291,6259,3828
11537,-1291,6259,3810
10800,-1433,6247,3774
10238,-1291,6259,3747
9422,-465,6260,3722
8251,745,6259,3705
7003,1697,6224,3671
5959,2285,6196,3643
5168,2770,6177,3617
4661,3229,6196,3601
4423,3485,6204,3567
4355,3576,6196,3538
4270,3671,6153,3510
4126,3825,6134,3496
3978,3911,6128,3473
3897,3924,6134,3454
3824,3945,6101,3430
3744,4023,6071,3412
3662,4085,6052,3379
3667,4073,6071,3349
3693,4021,6077,3320
3667,4023,6071,3308
3555,4082,6034,3289
3515,4123,6009,3266
3558,4097,5990,3228
3591,4073,6009,3203
3526,4094,6016,3180
3515,4123,6009,3161
3623,4097,5966,3127
3744,4073,5946,3098
3706,4089,5940,3072
3591,4123,5946,3056
3544,4101,5913,3031
3591,4073,5884,3014
3609,4080,5865,3000
3591,4123,5884,2994
3600,4130,5886,2973
3667,4123,5884,2952
3678,4116,5870,2926
3591,4123,5884,2910
3489,4112,5888,2887
3515,4123,5884,2868
3620,4148,5845,2843
3667,4172,5821,2826
3604,4160,5807,2803
3591,4172,5821,2784
3700,4216,5819,2760
3820,4272,5821,2742
3784,4289,5812,2720
3667,4321,5821,2700
3616,4372,5817,2675
3667,4421,5821,2659
3695,4429,5813,2644
3667,4470,5821,2638
3631,4549,5816,2619
3667,4619,5821,2596
3764,4631,5813,2567
3897,4669,5821,2554
3980,4751,5817,2543
3973,4818,5821,2533
3901,4807,5811,2509
3897,4818,5821,2491
3973,4907,5819,2477
4049,5017,5821,2470
4047,5048,5805,2450
4049,5066,5821,2428
4090,5133,5846,2402
4126,5215,5884,2386
4107,5214,5882,2371
4126,5166,5884,2366
4189,5116,5892,2357
4202,5066,5946,2345
4107,4969,5984,2320
4049,4868,6009,2303
4092,4777,6012,2290
4126,4669,6071,2282
4059,4496,6157,2259
4049,4321,6259,2240
4189,4173,6332,2225
4355,4023,6447,2219
4398,3817,6592,2200
4431,3626,6760,2177
4530,3502,6879,2151
4584,3427,7010,2135
4496,3313,7170,2115
4431,3179,7386,2093
4462,3073,7577,2066
4431,3030,7761,2052
4222,2990,7931,2040
4049,2931,8137,2031
4048,2845,8345,2009
4049,2782,8575,1989
