II,V,ABP
1906,10332,6179
1875,10322,6146
1848,10332,6119
1834,10320,6106
1848,10332,6119
1862,10322,6099
1848,10332,6059
1806,10320,6009
1790,10332,5999
1814,10323,5997
1848,10332,5999
1850,10318,5970
1848,10332,5939
1869,10327,5900
1906,10332,5879
1916,10309,5847
1906,10332,5820
1896,10372,5780
1906,10443,5760
1910,10455,5728
1906,10443,5700
1898,10410,5657
1906,10443,5640
1911,10493,5615
1906,10554,5580
1895,10554,5509
1906,10554,5460
1919,10539,5425
1906,10554,5400
1863,10543,5336
1848,10554,5280
1876,10546,5238
1906,10554,5220
1885,10536,5167
1848,10554,5100
1835,10557,5023
1848,10554,4980
1850,10518,4942
1848,10554,4920
1849,10619,4886
1848,10665,4860
1820,10605,4823
1790,10554,4800
1779,10535,4767
1790,10554,4740
1794,10530,4698
1790,10554,4680
1785,10611,4672
1790,10665,4680
1791,10608,4657
1790,10554,4620
1787,10566,4572
1790,10665,4560
1790,10698,4558
1790,10665,4560
1786,10582,4528
1790,10554,4500
1792,10538,4483
1790,10554,4500
1783,10544,4507
1790,10554,4500
1798,10542,4463
1790,10554,4440
1757,10543,4427
1733,10554,4440
1727,10543,4441
1733,10554,4440
1727,10542,4429
1733,10554,4440
1758,10545,4445
1790,10554,4440
1779,10541,4403
1733,10554,4380
1700,10546,4370
1733,10554,4380
1785,10563,4376
1790,10665,4380
1746,10818,4380
1733,10998,4380
1751,11111,4348
1733,11221,4320
1664,11326,4304
1675,11443,4320
1840,11448,4326
2079,11332,4320
2256,11068,4286
2368,10776,4260
2451,10527,4243
2483,10443,4260
2418,10440,4270
2310,10443,4260
2220,10364,4218
2137,10332,4200
2015,10363,4198
1906,10443,4200
1853,10450,4166
1848,10443,4140
1820,10433,4131
1790,10443,4140
1782,10420,4115
1790,10443,4080
1768,10499,4058
1733,10554,4080
1699,10539,4093
1675,10554,4080
1657,10574,4036
1675,10554,4020
1684,10463,4020
1617,10554,4020
1500,10935,3985
1502,11554,3960
1725,12155,3952
2195,12554,3960
2979,12338,3934
4158,11221,3900
5452,9382,3878
6237,7666,3900
6093,6618,3913
5255,6110,3900
4271,5632,3857
3465,5221,3840
2852,5231,3839
2426,5888,3840
2179,6907,3806
2021,7999,3780
1829,8955,3769
1617,9776,3780
1451,10376,3776
1328,10776,3780
1199,10974,3782
1097,11110,3780
1070,11214,3746
1097,11332,3720
1108,11359,3709
1097,11332,3720
1088,11277,3716
1097,11332,3720
1096,11441,3722
1097,11554,3720
1093,11570,3686
1097,11554,3660
1094,11531,3649
1097,11554,3660
1099,11556,3656
1097,11554,3660
1087,11531,3661
1097,11554,3660
1126,11557,3627
1155,11554,3600
1158,11519,3588
1155,11554,3600
1172,11608,3599
1213,11665,3600
1232,11650,3595
1213,11665,3600
1187,11705,3594
1213,11776,3600
1279,11775,3602
1328,11776,3600
1329,11795,3567
1328,11887,3540
1355,11948,3526
1386,11998,3540
1386,12026,3541
1386,12109,3540
1410,12172,3530
1444,12221,3540
1463,12237,3540
1502,12332,3540
1567,12452,3526
1617,12554,3540
1616,12549,3564
1617,12554,3600
1663,12592,3619
1733,12665,3660
1768,12639,3726
1790,12554,3840
1836,12425,3971
1906,12332,4140
1965,12215,4332
2021,12109,4560
2083,11955,4775
2137,11776,4980
2148,11532,5157
2137,11332,5340
2129,11182,5500
2137,11110,5640
2139,11004,5732
2137,10887,5820
2117,10746,5904
2079,10665,5999
2033,10595,6066
2021,10554,6119
2030,10481,6148
2021,10443,6179
1978,10416,6201
1964,10443,6239
1993,10442,6271
2021,10443,6299
1994,10416,6297
1964,10443,6299
1992,10483,6295
2079,10554,6299
2137,10565,6289
2137,10554,6299
2114,10519,6304
2137,10554,6299
2194,10606,6259
2252,10665,6239
2280,10658,6234
2310,10665,6239
2358,10691,6206
2426,10776,6179
2482,10835,6167
2541,10887,6179
2600,10888,6156
2657,10887,6119
2671,10859,6075
2657,10887,6059
2638,10931,6032
2657,10998,5999
2672,11003,5953
2657,10998,5939
2592,10943,5936
2541,10887,5939
2520,10802,5909
2541,10776,5879
2573,10737,5842
2657,10665,5820
2801,10544,5783
3003,10554,5760
3188,10728,5729
3350,10998,5700
3514,11211,5637
3754,11443,5580
4077,11766,5531
4447,12221,5520
4776,12673,5496
5024,13109,5460
5229,13491,5394
5487,13887,5340
5844,14293,5278
6295,14776,5220
6804,15186,5145
7335,15331,5100
7775,14967,5067
7970,14109,5040
7835,12803,4977
7450,11221,4920
6943,9530,4875
6353,8110,4860
5605,7226,4828
4678,6999,4800
3677,7211,4763
2772,7666,4740
2023,8186,4703
1386,8777,4680
810,9326,4649
347,9776,4620
45,10038,4575
-116,10221,4560
-231,10338,4559
-347,10443,4560
-472,10509,4524
-578,10665,4500
-648,10856,4492
-635,10998,4500
-559,10934,4472
-462,10776,4440
-401,10591,4420
-347,10443,4440
-283,10285,4448
-231,10221,4440
-255,10252,4402
-347,10332,4380
-437,10334,4368
-462,10332,4380
-446,10363,4380
-462,10443,4380
-539,10456,4370
-635,10443,4380
-702,10419,4384
-751,10443,4380
-805,10440,4345
-866,10443,4320
-920,10427,4306
-982,10443,4320
-1066,10435,4321
-1155,10443,4320
-1221,10430,4310
-1271,10443,4320
-1327,10430,4322
-1386,10443,4320
-1428,10466,4287
-1444,10554,4260
-1448,10625,4242
-1444,10665,4260
-1428,10639,4268
-1386,10665,4260
-1316,10748,4220
-1213,10887,4200
-1083,10963,4192
-924,10998,4200
-738,10988,4190
-520,10998,4200
-286,10987,4221
-58,10998,4260
149,10993,4279
347,10998,4320
545,10951,4386
751,10887,4500
955,10774,4613
1155,10665,4740
1341,10534,4871
1502,10443,5040
1630,10362,5214
1733,10332,5400
1823,10308,5557
1906,10332,5700
1974,10338,5816
2021,10332,5939
2053,10264,6040
2079,10221,6119
2090,10196,6167
2079,10221,6239
2064,10217,6312
2079,10221,6359
2118,10206,6352
2137,10221,6359
2111,10212,6390
2079,10221,6419
2073,10208,6391
2079,10221,6359
2057,10210,6348
2021,10221,6359
2004,10211,6333
2021,10221,6299
2034,10208,6266
2021,10221,6239
1985,10213,6177
1964,10221,6119
1958,10205,6078
1964,10221,6059
1961,10219,6007
1964,10221,5939
1966,10193,5866
1964,10221,5820
1939,10269,5761
1906,10332,5700
1872,10331,5626
1848,10332,5580
1817,10322,5525
1790,10332,5460
1777,10310,5360
1790,10332,5280
1799,10376,5213
1790,10443,5160
1775,10446,5070
1790,10443,4980
1796,10431,4901
1733,10443,4860
1598,10393,4805
1502,10332,4740
1502,10282,4662
1559,10332,4620
1592,10396,4588
1617,10443,4560
1667,10423,4498
1733,10443,4440
1752,10490,4392
1733,10554,4380
1717,10551,4355
1733,10554,4320
1742,10552,4271
1733,10554,4260
1717,10489,4262
1733,10443,4260
1765,10421,4222
1790,10443,4200
1789,10427,4194
1790,10443,4200
1794,10482,4170
1790,10554,4140
1774,10562,4124
1790,10554,4140
1847,10533,4141
1906,10554,4140
1917,10549,4132
1906,10554,4140
1902,10539,4137
1906,10554,4140
1883,10545,4135
1848,10554,4140
1831,10542,4135
1848,10554,4140
1860,10544,4137
1848,10554,4140
1814,10543,4132
1790,10554,4140
1783,10543,4143
1790,10554,4140
1791,10543,4107
1790,10554,4080
1787,10543,4066
1790,10554,4080
1789,10543,4082
1790,10554,4080
1789,10543,4068
1790,10554,4080
1787,10543,4086
1790,10554,4080
1791,10542,4043
1790,10554,4020
1782,10545,4010
1790,10554,4020
1815,10541,4016
1848,10554,4020
1856,10547,4020
1848,10554,4020
1837,10537,3989
1848,10554,3960
1872,10553,3943
1906,10554,3960
1934,10525,3967
1964,10554,3960
1991,10603,3925
2021,10665,3900
2031,10661,3886
2021,10665,3900
2006,10661,3905
2021,10665,3900
2040,10604,3866
2021,10554,3840
1953,10524,3826
1906,10554,3840
1918,10555,3845
1964,10554,3840
1976,10534,3807
1964,10554,3780
1954,10552,3764
1964,10554,3780
1965,10533,3788
1964,10554,3780
1961,10557,3742
1964,10554,3720
1959,10520,3712
1964,10554,3720
1968,10614,3714
1964,10665,3720
1948,10614,3723
1964,10554,3720
2002,10520,3685
2021,10554,3660
1991,10557,3650
1964,10554,3660
1979,10532,3656
2021,10554,3660
2033,10554,3662
2021,10554,3660
2011,10531,3626
2021,10554,3600
2024,10559,3589
2021,10554,3600
2016,10517,3597
2021,10554,3600
2021,10619,3600
2021,10665,3600
2018,10606,3569
2021,10554,3540
2020,10532,3525
2021,10554,3540
2019,10534,3543
2021,10554,3540
2019,10604,3529
2021,10665,3540
2019,10621,3545
2021,10554,3540
2019,10514,3506
2021,10554,3480
2019,10564,3467
2021,10554,3480
2020,10521,3482
2021,10554,3480
2018,10601,3470
2021,10665,3480
2022,10669,3485
2021,10665,3480
2015,10642,3446
2021,10665,3420
2025,10670,3407
2021,10665,3420
2009,10600,3422
2021,10554,3420
2038,10524,3410
2021,10554,3420
1955,10557,3425
1906,10554,3420
1901,10553,3386
1906,10665,3360
1861,10830,3348
1790,10998,3360
1739,11090,3361
1733,11221,3360
1759,11391,3352
1848,11554,3360
2019,11528,3360
2252,11332,3360
2463,11026,3351
2599,10776,3360
2652,10602,3365
2657,10554,3360
2619,10546,3325
2541,10554,3300
2425,10493,3290
2310,10443,3300
2209,10407,3299
2137,10443,3300
2082,10490,3296
2079,10554,3300
2109,10568,3294
2137,10554,3300
2102,10518,3303
2021,10554,3300
1940,10621,3267
1906,10665,3240
1902,10604,3228
1906,10554,3240
1886,10566,3240
1848,10665,3240
1791,10743,3235
1733,10887,3240
1682,11198,3236
1733,11776,3240
2054,12372,3238
2830,12554,3240
4024,11792,3233
5313,10110,3240
6203,8130,3244
6353,6777,3240
5755,6260,3206
4736,6110,3180
3719,5771,3169
3003,5444,3180
2619,5601,3179
2426,6444,3180
2263,7584,3176
2079,8665,3180
1877,9486,3174
1675,10110,3180
1479,10547,3183
1328,10887,3180
1244,11098,3147
1213,11221,3120
1186,11252,3108
1155,11332,3120
1136,11443,3121
1155,11554,3120
1188,11527,3114
1213,11443,3120
1193,11381,3118
1155,11443,3120
1113,11525,3115
1097,11554,3120
1092,11482,3117
1097,11443,3120
1113,11470,3116
1155,11554,3120
1198,11571,3117
1213,11554,3120
1184,11519,3116
1155,11554,3120
1162,11599,3117
1213,11665,3120
1257,11674,3116
1271,11665,3120
1261,11628,3117
1271,11665,3120
1300,11720,3115
1328,11776,3120
1330,11759,3118
1328,11776,3120
1346,11819,3113
1386,11887,3120
1404,11882,3121
1386,11887,3120
1362,11914,3089
1386,11998,3060
1449,12048,3040
1502,12109,3060
1505,12155,3088
1502,12221,3120
1536,12254,3122
1617,12332,3120
1691,12401,3125
1733,12443,3180
1752,12384,3261
1790,12332,3360
1845,12277,3456
1906,12221,3600
1958,12090,3790
2021,11998,4020
2086,11939,4234
2137,11887,4440
2163,11726,4623
2195,11554,4800
2231,11413,4950
2252,11332,5100
2247,11179,5230
2252,10998,5340
2267,10832,5402
2252,10776,5460
2188,10732,5516
2137,10665,5580
2133,10529,5613
2137,10443,5640
2087,10408,5662
2021,10443,5700
1997,10443,5709
2021,10443,5700
2035,10424,5680
2021,10443,5700
1991,10437,5733
1964,10443,5760
1930,10426,5734
1906,10443,5700
1897,10436,5679
1906,10443,5700
1907,10426,5709
1906,10443,5700
1901,10439,5659
1906,10443,5640
1906,10419,5633
1906,10443,5640
1902,10485,5614
1906,10554,5580
1908,10562,5537
1906,10554,5520
1881,10529,5493
1848,10554,5460
1826,10558,5395
1848,10554,5340
1888,10521,5294
1906,10554,5280
1878,10611,5255
1848,10665,5220
1839,10620,5153
1848,10554,5100
1847,10507,5056
1848,10554,5040
1850,10611,5010
1848,10665,4980
1836,10662,4938
1848,10665,4920
1883,10651,4893
1906,10665,4860
1879,10656,4794
1848,10665,4740
1857,10653,4697
1906,10665,4680
1928,10655,4649
1906,10665,4620
1863,10653,4582
1848,10665,4560
1851,10656,4527
1848,10665,4500
1818,10652,4461
1790,10665,4440
1780,10657,4426
1790,10665,4440
1793,10649,4445
1790,10665,4440
1785,10662,4403
1790,10665,4380
1791,10639,4368
1790,10665,4380
1786,10710,4378
1790,10776,4380
1792,10780,4373
1790,10776,4380
1784,10758,4376
1790,10776,4380
1796,10770,4374
1790,10776,4380
1760,10762,4375
1733,10776,4380
1723,10767,4375
1733,10776,4380
1735,10764,4375
1733,10776,4380
1728,10766,4376
1733,10776,4380
1733,10765,4373
1733,10776,4380
1729,10765,4378
1733,10776,4380
1732,10765,4371
1733,10776,4380
1729,10764,4384
1733,10776,4380
1734,10766,4344
1733,10776,4320
1724,10763,4309
1733,10776,4320
1757,10768,4317
1790,10776,4320
1802,10761,4319
1790,10776,4320
1759,10773,4290
1733,10776,4260
1718,10747,4241
1733,10776,4260
1761,10854,4270
1790,10998,4260
1797,11112,4219
1790,11221,4200
1779,11310,4196
1790,11443,4200
1845,11540,4170
1964,11554,4140
2117,11353,4122
2252,10998,4140
2313,10615,4147
2310,10443,4140
2279,10463,4104
2252,10554,4080
2212,10521,4066
2137,10443,4080
2020,10389,4085
1906,10443,4080
1821,10498,4046
1790,10554,4020
1781,10564,4006
1790,10554,4020
1791,10517,4025
1790,10554,4020
1770,10625,3986
1733,10665,3960
1670,10632,3944
1617,10665,3960
1596,10707,3968
1617,10665,3960
1637,10552,3922
1617,10665,3900
1548,10986,3892
1502,11332,3900
1597,11683,3894
1964,12332,3900
2650,12926,3902
3638,12554,3900
4824,10744,3866
5949,8443,3840
6544,6884,3829
6237,6332,3840
5155,5963,3837
3927,5333,3840
3084,4841,3840
2657,5221,3840
2381,6440,3810
2137,7888,3780
1948,8952,3763
1790,9665,3780
1589,10239,3787
1386,10776,3780
1262,11095,3745
1213,11221,3720
1157,11252,3707
1097,11332,3720
1076,11384,3725
1097,11443,3720
1106,11486,3686
1097,11554,3660
1086,11560,3645
1097,11554,3660
1099,11538,3667
1097,11554,3660
1088,11547,3624
1097,11554,3600
1104,11546,3590
1097,11554,3600
1081,11541,3599
1097,11554,3600
1135,11548,3595
1155,11554,3600
1128,11530,3596
1097,11554,3600
1092,11592,3598
1097,11665,3600
1087,11675,3592
1097,11665,3600
1147,11631,3603
1213,11665,3600
1248,11709,3566
1271,11776,3540
1300,11811,3528
1328,11887,3540
1329,11949,3539
1328,11998,3540
1350,11976,3533
1386,11998,3540
1395,12075,3536
1386,12221,3540
1393,12301,3534
1444,12332,3540
1509,12308,3535
1559,12332,3540
1585,12370,3534
1617,12443,3540
1668,12460,3550
1733,12443,3600
1774,12366,3674
1790,12332,3780
1802,12319,3886
1848,12332,4020
1912,12253,4177
1964,12109,4380
1988,11912,4588
2021,11776,4800
2077,11660,4983
2137,11554,5160
2155,11380,5312
2137,11221,5460
2104,11079,5582
2079,10998,5700
2049,10888,5793
2021,10776,5879
2007,10639,5939
2021,10554,5999
2034,10476,6053
2021,10443,6119
1966,10414,6160
1906,10443,6179
1878,10453,6169
1906,10443,6179
1947,10369,6202
1964,10332,6239
1937,10315,6244
1906,10332,6239
1893,10312,6227
1906,10332,6239
1911,10373,6242
1906,10443,6239
1897,10448,6205
1906,10443,6179
1912,10425,6162
1906,10443,6179
1891,10433,6186
1906,10443,6179
1941,10438,6139
1964,10443,6119
1940,10387,6111
1906,10332,6119
1892,10289,6094
1906,10332,6059
1910,10386,6017
1906,10443,5999
1899,10440,5970
1906,10443,5939
1907,10431,5894
1906,10443,5879
1901,10429,5874
1906,10443,5879
1907,10439,5852
1906,10443,5820
1899,10417,5779
1906,10443,5760
1911,10490,5728
1906,10554,5700
1892,10554,5659
1906,10554,5640
1940,10545,5612
1964,10554,5580
1941,10500,5515
1906,10443,5460
1892,10400,5413
1906,10443,5400
1911,10497,5374
1906,10554,5340
1899,10552,5275
1906,10554,5220
1908,10539,5156
1906,10554,5100
1899,10546,5029
1906,10554,4980
1910,10542,4939
1906,10554,4920
1895,10544,4886
1906,10554,4860
1920,10542,4825
1906,10554,4800
1845,10543,4762
1790,10554,4740
1774,10543,4710
1790,10554,4680
1795,10542,4634
1790,10554,4620
1785,10545,4620
1790,10554,4620
1789,10540,4583
1790,10554,4560
1791,10548,4554
1790,10554,4560
1781,10536,4528
1790,10554,4500
1819,10555,4486
1848,10554,4500
1834,10521,4497
1790,10554,4500
1762,10612,4499
1790,10665,4500
1836,10614,4468
1848,10554,4440
1811,10519,4424
1790,10554,4440
1812,10559,4442
1848,10554,4440
1835,10530,4429
1790,10554,4440
1764,10558,4444
1790,10554,4440
1830,10522,4406
1848,10554,4380
1824,10602,4364
1790,10665,4380
1774,10720,4386
1790,10887,4380
1802,11118,4345
1790,11332,4320
1780,11409,4306
1848,11443,4320
2006,11398,4324
2195,11221,4320
2333,10859,4287
2426,10554,4260
2495,10427,4242
2541,10443,4260
2518,10398,4270
2426,10332,4260
2300,10294,4217
2195,10332,4200
2104,10327,4200
2021,10332,4200
1940,10362,4163
1906,10443,4140
1903,10465,4135
1906,10443,4140
1861,10405,4107
1790,10443,4080
1734,10502,4071
1733,10554,4080
1745,10544,4054
1733,10554,4020
1692,10555,4000
1675,10554,4020
1665,10533,4029
1617,10665,4020
1537,11003,3983
1559,11554,3960
1808,12144,3947
2368,12554,3960
3282,12270,3964
4505,10998,3960
5689,9035,3928
6295,7332,3900
6027,6406,3883
5140,5999,3900
4140,5536,3910
3350,5110,3900
2794,5151,3859
2426,5888,3840
2193,6984,3838
2021,8110,3840
1826,9041,3808
1617,9776,3780
1445,10281,3768
1328,10665,3780
1232,10930,3778
1155,11110,3780
1108,11165,3779
1097,11221,3780
1096,11273,3750
1097,11332,3720
1094,11322,3703
1097,11332,3720
1093,11336,3728
1097,11332,3720
1094,11288,3684
1097,11332,3660
1095,11449,3648
1097,11554,3660
1096,11517,3661
1097,11443,3660
1095,11408,3650
1097,11443,3660
1097,11435,3665
1097,11443,3660
1093,11474,3624
1097,11554,3600
1116,11566,3590
1155,11554,3600
1192,11523,3598
1213,11554,3600
1211,11588,3596
1213,11665,3600
1231,11718,3593
1271,11776,3600
1306,11804,3603
1328,11887,3600
1329,11959,3565
1328,11998,3540
1341,11962,3528
1386,11998,3540
1430,12098,3538
1444,12221,3540
1429,12260,3534
1444,12332,3540
1499,12441,3531
1559,12554,3540
1587,12553,3558
1617,12554,3600
1671,12593,3627
1733,12665,3660
1763,12631,3713
1790,12554,3840
1840,12444,4009
1906,12332,4200
1945,12148,4370
1964,11998,4560
1984,11881,4763
2021,11776,4980
2053,11564,5164
2079,11332,5340
2088,11123,5496
2079,10998,5640
2047,10869,5734
2021,10776,5820
2013,10696,5902
2021,10665,5999
2021,10604,6068
2021,10554,6119
2021,10484,6146
2021,10443,6179
2000,10373,6203
1964,10332,6239
1924,10301,6269
1906,10332,6299
1901,10340,6301
1906,10332,6299
1904,10263,6289
1906,10221,6299
1905,10195,6299
1906,10221,6299
1901,10219,6287
1906,10221,6299
1907,10201,6305
1906,10221,6299
1895,10220,6258
1906,10221,6239
1932,10193,6235
1964,10221,6239
1967,10267,6205
1964,10332,6179
1958,10332,6168
1964,10332,6179
1959,10316,6155
1964,10332,6119
1963,10318,6077
1964,10332,6059
1948,10325,6028
1964,10332,5999
2019,10307,5960
2137,10332,5939
2286,10345,5907
2483,10332,5879
2707,10275,5840
2945,10332,5820
3151,10518,5788
3350,10776,5760
3590,11010,5718
3927,11332,5700
4319,11754,5675
4678,12221,5640
4941,12605,5569
5140,12998,5520
5342,13398,5485
5602,13776,5460
5948,14074,5396
6411,14442,5340
6968,14809,5298
7508,14887,5280
7844,14299,5227
7854,13109,5160
7550,11572,5084
7046,9999,5040
6430,8509,5000
5718,7332,4980
4873,6642,4949
3927,6555,4920
2978,6881,4859
2137,7443,4800
1423,8075,4747
809,8777,4740
294,9384,4741
-58,9776,4740
-247,9901,4706
-347,9999,4680
-441,10151,4648
-520,10332,4620
-580,10416,4575
-635,10554,4560
-700,10777,4559
-693,10998,4560
-579,10972,4523
-404,10776,4500
-283,10553,4494
-231,10443,4500
-222,10369,4469
-231,10332,4440
-279,10310,4426
-347,10332,4440
-394,10330,4437
-404,10332,4440
-412,10317,4438
-462,10332,4440
-549,10325,4408
-635,10332,4380
-695,10317,4364
-751,10332,4380
-830,10326,4383
-924,10332,4380
-997,10312,4367
-1040,10332,4380
-1082,10334,4386
-1155,10332,4380
-1251,10297,4342
-1328,10332,4320
-1369,10391,4310
-1386,10443,4320
-1411,10418,4314
-1444,10443,4320
-1464,10532,4321
-1444,10665,4320
-1378,10722,4285
-1271,10776,4260
-1152,10859,4246
-1040,10998,4260
-921,11073,4258
-751,11110,4260
-527,11133,4254
-289,11221,4260
-64,11262,4251
173,11221,4260
437,11082,4276
693,10998,4320
905,10980,4363
1097,10998,4440
1300,10915,4539
1502,10776,4680
1664,10625,4823
1790,10554,4980
1908,10490,5125
2021,10443,5280
2100,10398,5422
2137,10443,5580
2157,10507,5729
2195,10554,5879
2254,10501,5985
2310,10443,6059
2329,10408,6107
2310,10443,6179
2288,10448,6249
2310,10443,6299
2369,10415,6297
2426,10443,6299
2439,10454,6318
2426,10443,6359
2414,10366,6369
2426,10332,6359
2433,10348,6327
2426,10443,6299
2413,10509,6261
2426,10554,6239
2441,10546,6212
2426,10554,6179
2363,10544,6113
2310,10554,6059
2295,10541,6020
2310,10554,5999
2312,10546,5945
2310,10554,5879
2310,10539,5806
2310,10554,5760
2283,10551,5703
2252,10554,5640
2239,10529,5544
2252,10554,5460
2259,10599,5383
2252,10665,5340
2225,10669,5285
2195,10665,5220
2159,10647,5123
2137,10665,5040
