III,V,PLETH
2239,2749,3992
2184,2776,3961
2156,2788,3917
2157,2807,3893
2141,2835,3872
2129,2868,3859
2132,2878,3823
2157,2899,3791
2176,2933,3763
2211,2961,3756
2261,2954,3740
2321,2961,3722
2366,2992,3697
2430,3022,3688
2509,3017,3673
2594,3022,3654
2663,3054,3615
2757,3084,3586
2880,3068,3560
3003,3053,3552
3080,3065,3534
3140,3084,3517
3204,3065,3494
3276,3053,3483
3312,3067,3465
3331,3084,3449
3357,3054,3425
3413,3022,3415
3455,3025,3400
3467,3053,3381
3456,3048,3342
3467,3022,3313
3488,3007,3289
3495,3022,3278
3470,3028,3258
3467,3022,3244
3492,3012,3227
3522,3022,3210
3510,3019,3174
3495,2992,3142
3498,2952,3115
3522,2961,3108
3523,3000,3092
3522,3022,3073
3520,2988,3049
3522,2961,3039
3502,2978,3025
3495,3022,3005
3496,3031,2967
3495,3022,2937
3461,3016,2913
3440,3022,2903
3445,3014,2884
3467,3022,2869
3457,3042,2849
3440,3053,2834
3430,3030,2812
3440,3022,2800
3438,3039,2795
3440,3053,2800
3440,3028,2788
3440,3022,2766
3420,3053,2739
3413,3084,2732
3420,3065,2731
3440,3053,2732
3439,3087,2715
3440,3146,2698
3447,3167,2676
3467,3177,2664
3468,3201,2644
3467,3238,2630
3476,3252,2609
3522,3269,2595
3577,3292,2573
3631,3300,2561
3647,3256,2552
3631,3207,2561
3578,3175,2570
3522,3146,2595
3478,3080,2630
3467,3022,2698
3451,2995,2777
3413,2992,2869
3349,2958,2947
3331,2930,3039
3346,2928,3142
3358,2961,3278
3330,2969,3424
3331,2961,3586
3347,2939,3746
3331,2930,3927
3269,2930,4109
3276,2961,4303
3326,2975,4486
3276,2930,4678
3066,2838,4855
2839,2807,5020
2602,2855,5155
2239,2961,5293
1882,3170,5427
2048,3639,5566
2948,4335,5675
4122,4996,5771
4918,5387,5851
5215,5551,5942
5251,5560,6016
5215,5336,6079
5161,4779,6113
5215,4071,6147
5326,3503,6165
5215,3207,6181
4697,3056,6176
4041,2930,6181
3578,2801,6179
3331,2714,6181
3105,2659,6160
2894,2621,6147
2790,2581,6127
2785,2560,6113
2755,2553,6075
2703,2560,6044
2684,2556,6007
2703,2560,5976
2687,2559,5921
2648,2560,5874
2625,2547,5829
2648,2560,5805
2660,2581,5760
2648,2591,5703
2619,2565,5625
2621,2560,5566
2636,2588,5509
2648,2621,5464
2624,2609,5396
2594,2591,5327
2571,2605,5249
2566,2652,5191
2553,2669,5124
2539,2652,5054
2516,2631,4962
2484,2652,4883
2436,2688,4809
2403,2714,4747
2378,2711,4662
2348,2714,4576
2289,2727,4483
2239,2745,4405
2198,2742,4318
2157,2745,4235
2099,2764,4141
2075,2807,4064
2087,2841,3988
2102,2868,3927
2081,2883,3857
2075,2899,3791
2106,2908,3713
2157,2930,3654
2179,2949,3606
2211,2961,3586
2272,2953,3557
2348,2961,3517
2404,2986,3456
2484,3022,3415
2603,3038,3390
2730,3053,3381
2814,3068,3350
2894,3084,3313
2998,3082,3270
3112,3084,3244
3180,3087,3220
3222,3084,3210
3267,3052,3194
3331,3022,3176
3368,3010,3138
3385,3022,3108
3400,3024,3083
3440,3022,3073
3469,3016,3055
3467,3022,3039
3439,3021,3018
3440,3022,3005
3467,3019,2986
3495,3022,2971
3490,3010,2951
3495,2992,2937
3511,2975,2917
3522,2992,2903
3499,3015,2883
3495,3022,2869
3513,2999,2848
3522,2992,2834
3484,3005,2816
3467,3022,2800
3492,3006,2778
3522,2992,2766
3495,2996,2751
3467,3022,2732
3474,3027,2694
3495,3022,2664
3468,3016,2640
3440,3022,2630
3443,3020,2610
3467,3022,2595
3455,3021,2577
3440,3022,2561
3444,3013,2537
3467,3022,2527
3458,3039,2525
3440,3053,2527
3431,3046,2509
3440,3053,2493
3436,3071,2484
3440,3084,2493
3451,3073,2495
3467,3084,2493
3454,3127,2476
3440,3177,2459
3440,3191,2435
3467,3207,2425
3490,3247,2409
3522,3300,2390
3564,3313,2360
3631,3300,2356
3671,3271,2369
3658,3238,2390
3589,3186,2396
3522,3146,2425
3481,3116,2479
3467,3084,2561
3442,3018,2636
3413,2961,2732
3368,2928,2853
3331,2930,3005
3297,2925,3143
3303,2930,3278
3330,2940,3415
3358,2961,3586
3337,2953,3767
3303,2930,3961
3291,2911,4145
3331,2930,4337
3344,2938,4522
3276,2899,4713
3126,2826,4885
2949,2807,5054
2674,2838,5206
2266,2899,5361
1923,3065,5501
2075,3516,5635
2869,4219,5741
3959,4904,5840
4808,5324,5922
5215,5521,6010
5282,5563,6082
5215,5366,6147
5154,4829,6183
5215,4133,6215
5313,3561,6231
5215,3238,6249
4765,3056,6248
4150,2930,6249
3646,2827,6242
3358,2745,6249
3167,2656,6238
3003,2591,6215
2873,2562,6169
2812,2560,6147
2781,2543,6130
2757,2529,6113
2725,2523,6059
2703,2529,6010
2692,2522,5967
2703,2529,5942
2698,2542,5892
2676,2560,5840
2640,2554,5780
2648,2560,5737
2681,2574,5682
2703,2591,5635
2674,2576,5579
2648,2560,5532
2643,2562,5463
2648,2591,5396
2623,2601,5319
2594,2591,5259
2575,2574,5189
2566,2591,5122
2538,2623,5036
2512,2652,4952
2488,2653,4858
2457,2652,4781
2396,2659,4695
2348,2683,4610
2320,2699,4503
2293,2714,4405
2233,2724,4310
2184,2745,4235
2172,2767,4149
2184,2807,4064
2171,2842,3968
2157,2868,3893
2159,2875,3820
2184,2899,3756
2197,2934,3681
2211,2961,3620
2230,2947,3562
2266,2930,3517
2306,2932,3461
2375,2961,3415
2459,2979,3372
2539,2992,3347
2588,2992,3312
2648,2992,3278
2742,2982,3237
2867,2992,3210
2972,3009,3176
3058,3022,3142
3132,3013,3098
3222,3022,3073
3298,3053,3055
3358,3084,3039
3403,3075,3003
3467,3053,2971
3517,3031,2946
3522,3022,2937
3487,3020,2919
3495,3053,2903
3545,3091,2882
3576,3084,2869
3535,3011,2847
3495,2961,2834
3508,2976,2818
3549,3022,2800
3545,3011,2764
3522,2961,2732
3513,2930,2707
3522,2961,2698
3513,3000,2680
3522,3022,2664
3553,3019,2643
3576,3022,2630
3539,3023,2610
3495,3022,2595
3489,3012,2576
3522,3022,2561
3522,3040,2540
3495,3053,2527
3456,3036,2512
3440,3022,2493
3429,3025,2456
3440,3053,2425
3454,3072,2400
3467,3084,2390
3461,3084,2374
3467,3084,2356
3473,3067,2334
3467,3053,2322
3438,3043,2315
3440,3053,2322
3470,3064,2325
3495,3084,2322
3468,3098,2301
3440,3115,2288
3442,3125,2283
3467,3146,2288
3459,3161,2274
3440,3177,2254
3450,3192,2228
3522,3238,2220
3602,3286,2215
3658,3300,2220
3666,3255,2216
3658,3207,2220
3634,3176,2225
3604,3146,2254
3558,3080,2293
3522,3022,2356
3483,2994,2427
3440,2992,2527
3380,2960,2647
3358,2930,2800
3367,2924,2954
3385,2961,3108
3383,2986,3250
3413,2992,3415
3432,2965,3585
3385,2930,3756
3292,2905,3913
3303,2930,4098
3381,2948,4302
3331,2899,4508
3087,2799,4677
2839,2776,4849
2609,2848,5023
2239,2961,5191
1858,3158,5314
2048,3639,5430
3032,4392,5548
4259,5120,5669
5006,5544,5745
5215,5706,5805
5224,5686,5865
5215,5397,5942
5175,4749,5988
5215,3979,6010
5320,3413,6015
5215,3146,6044
4682,3001,6069
3986,2868,6079
3501,2751,6055
3276,2683,6044
3090,2630,6042
2894,2591,6044
2768,2565,6011
2730,2560,5976
2682,2544,5947
2621,2529,5942
2597,2519,5914
2621,2529,5874
2622,2530,5813
2594,2529,5771
2559,2517,5730
2566,2529,5703
2583,2545,5655
2594,2560,5601
2576,2543,5525
2566,2529,5464
2562,2531,5406
2566,2560,5361
2552,2581,5295
2539,2591,5225
2525,2585,5145
2512,2591,5088
2480,2601,5023
2457,2621,4952
2442,2636,4857
2430,2652,4781
2399,2655,4712
2375,2652,4644
2353,2641,4542
2321,2652,4439
2260,2679,4343
2211,2714,4269
2182,2730,4182
2157,2745,4098
2108,2757,4008
2075,2776,3927
2068,2785,3835
2075,2807,3756
2064,2835,3681
2075,2868,3620
2113,2883,3546
2157,2899,3483
2173,2914,3424
2211,2930,3381
2288,2936,3327
2375,2961,3278
2426,2995,3232
2484,3022,3210
2580,3017,3190
2703,3022,3176
2801,3049,3143
2894,3084,3108
2991,3088,3064
3085,3084,3039
3142,3082,3018
3194,3084,3005
3259,3065,2983
3331,3053,2971
3367,3051,2955
3385,3053,2937
3405,3033,2900
3440,3022,2869
3452,3022,2843
3440,3022,2834
3422,2999,2818
3440,2992,2800
3465,3005,2777
3467,3022,2766
3439,3006,2749
3440,2992,2732
3470,2998,2707
3495,3022,2698
3475,3025,2695
3467,3022,2698
3492,3020,2682
3522,3022,2664
3507,3003,2642
3495,2992,2630
3505,2998,2611
3522,3022,2595
3502,3027,2575
3495,3022,2561
3511,3015,2542
3522,3022,2527
3478,3022,2508
3440,3022,2493
3442,3017,2472
3467,3022,2459
3454,3021,2441
3440,3022,2425
3448,3017,2400
3467,3022,2390
3443,3023,2388
3413,3022,2390
3409,3013,2375
3440,3022,2356
3449,3046,2333
3440,3084,2322
3427,3112,2314
3440,3146,2322
3453,3177,2326
3467,3207,2322
3465,3219,2299
3467,3238,2288
3484,3265,2285
3549,3300,2288
3622,3300,2267
3658,3269,2254
3625,3215,2256
3576,3177,2288
3541,3144,2318
3522,3115,2356
3482,3066,2395
3440,3022,2459
3395,2981,2540
3358,2961,2664
3311,2937,2807
3303,2930,2971
3329,2924,3130
3358,2930,3313
3334,2926,3500
3303,2930,3688
3282,2930,3851
3276,2930,4030
3270,2922,4225
3303,2930,4439
3306,2921,4630
3167,2868,4815
2862,2785,4995
2539,2776,5191
2262,2891,5368
2075,3146,5532
2202,3560,5670
2976,4194,5805
4218,4928,5925
5215,5490,6044
5448,5666,6138
5215,5521,6215
5088,5178,6263
5215,4688,6318
5307,4073,6368
5215,3516,6420
4980,3171,6440
4641,3022,6454
4163,2917,6453
3658,2807,6454
3283,2711,6435
3085,2652,6420
2962,2595,6398
2867,2560,6386
2794,2552,6352
2757,2560,6318
2727,2542,6274
2703,2529,6249
2683,2535,6214
2676,2560,6181
2659,2561,6126
2648,2560,6079
2637,2555,6021
2648,2560,5976
2654,2551,5920
2648,2560,5874
2615,2576,5808
2594,2591,5737
2586,2583,5643
2594,2591,5566
2583,2611,5493
2566,2621,5430
2546,2598,5343
2539,2591,5259
2519,2616,5168
2484,2652,5088
2435,2653,4997
2403,2652,4918
2376,2675,4831
2348,2714,4747
2303,2720,4639
2266,2714,4542
2228,2717,4449
2184,2745,4371
2129,2762,4271
2102,2776,4166
2093,2786,4063
2075,2807,3995
2029,2819,3930
2020,2837,3859
2066,2861,3764
2129,2899,3688
2148,2922,3629
2157,2930,3586
2194,2921,3518
2266,2930,3449
2330,2955,3384
2403,2992,3347
2491,3011,3309
2594,3022,3278
2683,3020,3240
2785,3022,3210
2897,3027,3172
3003,3053,3142
3073,3079,3114
3140,3084,3108
3212,3051,3095
3276,3022,3073
3303,3013,3032
3331,3022,3005
3379,3019,2986
3440,3022,2971
3456,3024,2934
3440,3022,2903
3422,2999,2879
3440,2992,2869
3459,2992,2848
3467,2992,2834
3465,2963,2819
3495,2961,2800
3524,2978,2762
3522,2992,2732
3477,2965,2712
3467,2961,2698
3496,2988,2663
3522,3022,2630
3492,3027,2605
3495,3084,2595
3610,3225,2577
3849,3423,2561
4090,3603,2544
4259,3793,2527
4324,4003,2492
4341,4225,2459
4355,4438,2433
4450,4719,2425
4637,5103,2408
4887,5521,2390
5096,5811,2368
5215,5922,2356
5233,5920,2339
5215,5922,2322
5201,5932,2298
5215,5922,2288
5222,5898,2284
5215,5922,2288
5201,5954,2275
5215,5922,2254
5227,5860,2227
5215,5922,2220
5188,6045,2218
5215,5922,2220
5268,5325,2203
5215,4441,2186
4879,3596,2164
4259,2930,2151
3507,2368,2131
2839,1912,2117
2354,1609,2106
2048,1450,2117
1841,1324,2130
1693,1203,2151
1576,1102,2170
1502,1049,2220
1443,1018,2291
1392,1018,2390
1333,1025,2495
1283,1018,2630
1238,970,2785
1201,925,2971
1156,893,3153
1119,864,3347
1088,810,3542
1065,771,3756
1021,755,3952
956,740,4132
870,686,4292
792,617,4474
715,562,4662
628,524,4849
520,471,5004
410,401,5157
301,324,5307
191,247,5464
74,163,5590
-27,93,5703
-119,39,5801
-218,0,5908
-332,-48,5997
-410,-93,6079
-443,-122,6133
-464,-123,6181
-498,-106,6212
-491,-62,6249
-424,3,6270
-328,93,6284
-248,200,6275
-137,339,6284
36,501,6288
246,679,6284
441,855,6244
655,1049,6215
915,1258,6195
1201,1480,6181
1463,1696,6130
1720,1912,6079
1991,2120,6032
2266,2313,6010
2500,2476,5975
2703,2621,5942
2897,2752,5892
3085,2868,5840
3230,2954,5763
3331,3022,5703
3409,3083,5649
3495,3146,5601
3565,3188,5515
3604,3207,5430
3621,3213,5350
3658,3238,5293
3702,3274,5214
3713,3300,5122
3676,3298,5012
3658,3300,4918
3684,3314,4824
3713,3331,4747
3690,3319,4659
3658,3300,4576
3659,3289,4483
3686,3300,4405
3679,3301,4320
3658,3300,4235
3646,3294,4128
3658,3300,4030
3658,3299,3935
3658,3300,3859
3656,3294,3772
3658,3300,3688
3648,3300,3595
3658,3300,3517
3677,3292,3441
3686,3300,3381
3662,3304,3322
3658,3300,3278
3674,3275,3227
3686,3269,3176
3660,3280,3116
3658,3300,3073
3688,3297,3035
3713,3300,3005
3683,3303,2964
3658,3300,2937
3666,3274,2915
3686,3269,2903
3666,3285,2881
3658,3300,2869
3683,3279,2854
3713,3269,2834
3688,3283,2794
3658,3300,2766
3660,3280,2757
3686,3269,2766
3675,3282,2755
3658,3300,2732
3661,3272,2696
3686,3238,2664
3678,3226,2623
3658,3238,2595
3646,3235,2573
3658,3238,2561
3659,3252,2540
3658,3269,2527
3652,3253,2519
3658,3238,2527
3656,3234,2525
3658,3238,2527
3655,3218,2531
3658,3207,2561
3644,3216,2595
3631,3238,2630
3619,3229,2653
3631,3207,2698
3637,3192,2757
3631,3207,2834
3605,3215,2910
3604,3207,3005
3618,3181,3107
3631,3177,3210
3613,3187,3291
3604,3207,3381
3603,3208,3480
3604,3207,3586
3580,3202,3660
3576,3207,3722
3599,3220,3783
3631,3269,3859
3629,3326,3919
3631,3362,3961
3644,3354,3979
3658,3362,3995
3636,3392,3999
3631,3423,3995
3677,3418,3976
3768,3423,3961
3814,3448,3944
3795,3454,3927
3723,3388,3884
3658,3300,3825
3615,3236,3750
3604,3207,3688
3585,3169,3632
3549,3146,3586
3482,3138,3524
3440,3146,3449
3426,3127,3357
3440,3115,3278
3445,3120,3207
3467,3146,3142
3471,3142,3057
3440,3115,2971
3382,3085,2890
3385,3084,2834
3395,3071,2782
3276,3022,2732
2972,2955,2674
2621,2961,2630
2303,3079,2590
2075,3331,2561
2168,3739,2524
2921,4349,2493
4157,5041,2458
5160,5582,2425
5414,5788,2383
5215,5706,2356
5107,5430,2336
5215,4996,2322
5279,4419,2298
5215,3855,2288
5071,3455,2287
4805,3238,2288
4320,3088,2269
3768,2961,2254
3374,2862,2248
3194,2807,2254
3075,2757,2251
2949,2714,2254
2846,2675,2257
2812,2652,2254
2801,2637,2231
2785,2652,2220
2759,2675,2230
2757,2683,2254
2761,2656,2258
2757,2652,2254
2724,2669,2248
2703,2683,2254
2697,2659,2252
2703,2652,2254
2686,2679,2253
2676,2714,2254
2673,2703,2237
2676,2683,2220
2648,2687,2209
2621,2714,2220
2611,2717,2226
2621,2714,2220
2613,2722,2196
2594,2745,2186
2565,2748,2184
2539,2745,2186
2498,2740,2168
2457,2745,2151
2421,2748,2144
2403,2776,2151
2377,2813,2152
2348,2837,2151
2313,2822,2148
2293,2807,2151
2269,2811,2149
2239,2837,2151
2205,2851,2150
2211,2868,2151
2242,2894,2147
2266,2930,2151
2256,2937,2154
2266,2930,2151
2313,2928,2131
2375,2961,2117
2402,2998,2112
2430,3022,2117
2484,3027,2115
2566,3053,2117
2634,3098,2118
2703,3146,2117
2778,3164,2099
2867,3177,2083
2943,3190,2075
3030,3207,2083
3119,3206,2085
3194,3207,2083
3232,3208,2078
3276,3207,2083
3333,3186,2084
3385,3177,2083
3399,3186,2076
3413,3207,2083
3440,3200,2098
3467,3177,2117
3463,3150,2120
3467,3146,2117
3493,3143,2113
3522,3146,2117
3510,3142,2117
3495,3146,2117
3499,3143,2114
3522,3146,2117
3523,3142,2117
3522,3146,2117
3522,3142,2113
3522,3146,2117
3500,3143,2118
3495,3146,2117
3507,3142,2110
3522,3146,2117
3496,3144,2133
3467,3146,2151
3455,3140,2153
3467,3146,2151
3458,3146,2148
3440,3146,2151
3426,3136,2149
3440,3146,2151
3445,3153,2151
3440,3146,2151
3427,3116,2145
3440,3115,2151
3450,3136,2166
3440,3146,2186
3399,3110,2188
3385,3084,2186
3398,3092,2181
3413,3115,2186
3393,3101,2183
3385,3084,2186
3405,3097,2182
3440,3146,2186
3442,3171,2181
3440,3177,2186
3449,3187,2184
3467,3238,2186
3460,3285,2177
3467,3300,2186
3515,3285,2205
3604,3300,2254
3659,3331,2318
3658,3331,2425
3604,3258,2553
3549,3177,2698
3509,3131,2818
3495,3115,2937
3474,3071,3073
3440,3022,3278
3378,2981,3533
3331,2961,3825
3308,2932,4102
3331,2930,4371
3361,2945,4613
3385,2961,4849
3367,2940,5068
3331,2930,5293
3287,2942,5505
3276,2961,5703
3279,2945,5853
3276,2930,5976
3203,2920,6075
3030,2899,6181
2740,2847,6281
2403,2868,6386
2145,3076,6464
2184,3516,6523
2672,4092,6553
3576,4688,6591
4558,5187,6625
5215,5521,6659
5360,5611,6662
5215,5428,6659
5115,4971,6642
5215,4349,6625
5328,3731,6576
5215,3300,6523
4801,3074,6461
4259,2961,6420
3776,2847,6369
3440,2745,6318
3203,2679,6246
3030,2652,6181
2904,2618,6098
2839,2591,6010
2805,2581,5900
2785,2591,5805
2771,2587,5712
2785,2591,5635
2797,2611,5543
2785,2652,5464
2742,2665,5377
2730,2652,5293
2738,2615,5185
2730,2591,5088
2676,2577,4994
2648,2591,4918
2670,2609,4826
2703,2621,4747
2664,2606,4671
2594,2591,4610
2559,2599,4526
2594,2652,4439
2636,2703,4353
2648,2714,4303
2609,2676,4254
2539,2652,4200
2455,2659,4121
2403,2683,4064
2381,2682,4022
2375,2683,3995
2348,2703,3943
2321,2745,3893
2293,2766,3848
2266,2776,3825
2212,2782,3790
2157,2807,3756
2121,2833,3716
2129,2868,3688
2152,2900,3650
2184,2930,3620
2214,2943,3591
2266,2961,3586
2322,2986,3573
2375,3022,3552
2409,3033,3510
2457,3022,3483
2525,3004,3463
2621,3022,3449
2722,3066,3413
2839,3115,3381
2954,3134,3355
3058,3146,3347
3129,3149,3328
3194,3146,3313
3253,3114,3292
3303,3084,3278
3327,3072,3256
3358,3084,3244
3399,3078,3228
3440,3053,3210
3453,3022,3172
3467,3022,3142
3490,3038,3118
3522,3053,3108
3525,3039,3087
3522,3022,3073
3516,3010,3057
3522,3022,3039
3515,3024,3002
3522,3022,2971
3533,3010,2947
3549,3022,2937
3536,3029,2918
3522,3022,2903
3512,2992,2883
3522,2992,2869
3519,3015,2845
3522,3053,2834
3540,3086,2831
3631,3177,2834
3806,3335,2819
4068,3547,2800
4327,3754,2778
4505,3979,2766
4546,4201,2747
4532,4410,2732
4557,4604,2712
4696,4873,2698
4895,5237,2676
5078,5613,2664
5177,5851,2647
5215,5922,2630
5217,5910,2604
5215,5922,2595
5206,5939,2595
5215,5922,2595
5221,5890,2575
5215,5922,2561
5198,5963,2556
5215,5922,2561
5235,5847,2546
5215,5922,2527
5172,6068,2514
5215,5922,2527
5299,5242,2533
5215,4287,2527
4779,3456,2500
4095,2868,2493
3383,2368,2501
2785,1912,2527
2305,1582,2539
1966,1419,2561
1759,1321,2596
1638,1234,2664
1528,1144,2739
1447,1079,2834
1409,1039,2939
1392,1049,3073
1342,1077,3217
1283,1079,3381
1237,1020,3544
1201,956,3722
1144,917,3901
1092,894,4098
1052,847,4287
1010,802,4474
932,770,4641
846,740,4815
773,683,4976
710,617,5122
623,556,5227
519,493,5327
418,412,5434
328,339,5566
218,281,5680
82,216,5771
-58,120,5833
-164,31,5908
-253,-24,5979
-355,-62,6044
-471,-122,6077
-546,-185,6113
-577,-221,6146
-601,-216,6181
-646,-195,6182
-655,-154,6181
-596,-90,6176
-491,0,6181
-394,98,6163
-273,216,6147
-101,355,6124
109,524,6113
317,712,6079
546,925,6044
810,1145,6001
1092,1357,5976
1359,1551,5941
1638,1758,5908
1932,1985,5854
2211,2221,5805
2437,2424,5747
2648,2591,5703
2871,2723,5649
3085,2837,5601
3234,2932,5532
3331,3022,5464
3419,3105,5386
3522,3177,5327
3606,3217,5260
3658,3238,5191
3684,3259,5098
3713,3300,5020
3743,3332,4946
3768,3331,4883
3770,3301,4797
3768,3300,4713
3763,3332,4621
3768,3362,4542
3766,3348,4450
3768,3331,4371
3765,3336,4295
3768,3362,4235
3763,3365,4163
3768,3362,4098
3767,3359,4026
3768,3362,3961
3758,3344,3885
3768,3331,3825
3775,3326,3767
3768,3331,3722
3738,3323,3665
3740,3331,3620
3762,3349,3578
3768,3362,3552
3727,3333,3515
3713,3300,3483
3739,3294,3444
3768,3331,3415
3738,3358,3376
3713,3362,3347
3728,3339,3320
3768,3331,3313
3760,3329,3297
3740,3331,3278
3740,3313,3251
3768,3300,3244
3771,3292,3243
3768,3300,3244
3764,3299,3223
3768,3300,3210
3748,3295,3204
3740,3300,3210
3748,3298,3196
3768,3300,3176
3757,3296,3151
3740,3300,3142
3730,3296,3124
3740,3300,3108
3732,3298,3083
3713,3300,3073
3694,3294,3057
3713,3300,3039
3735,3300,3011
3740,3300,3005
3716,3291,3013
3713,3300,3039
3728,3307,3053
3740,3300,3073
3711,3271,3096
3686,3269,3142
3687,3288,3187
3713,3300,3244
3708,3266,3303
3686,3238,3381
3660,3242,3460
3658,3269,3552
3655,3261,3645
3658,3238,3756
3655,3224,3862
3658,3238,3961
3652,3243,4041
3658,3238,4132
3660,3228,4221
3658,3238,4303
3644,3251,4354
3658,3269,4405
3680,3279,4456
3686,3300,4508
3658,3324,4530
3658,3362,4542
3687,3393,4543
3713,3423,4542
3707,3439,4522
3740,3454,4508
3818,3456,4492
3877,3454,4474
3839,3430,4424
3768,3393,4371
3725,3340,4317
3713,3300,4269
3674,3265,4200
3631,3238,4132
3598,3199,4060
3576,3177,3995
3526,3165,3921
3495,3177,3859
3497,3177,3793
3522,3177,3722
3501,3160,3629
3467,3146,3552
3449,3133,3492
3467,3146,3449
3467,3158,3382
3440,3146,3313
3355,3086,3249
3194,3022,3210
2916,2977,3162
2566,2992,3108
2249,3118,3045
2184,3454,3005
2577,4001,2969
3467,4657,2937
4508,5249,2893
5215,5675,2869
5362,5844,2851
5215,5706,2834
5130,5260,2796
5215,4657,2766
5289,4075,2744
5215,3639,2732
4954,3349,2709
4559,3177,2698
4085,3059,2696
3658,2961,2698
3360,2855,2678
3194,2776,2664
3067,2730,2659
2949,2714,2664
2859,2694,2648
2839,2683,2630
2849,2678,2619
2839,2683,2630
2798,2677,2632
2785,2683,2630
2801,2693,2622
2812,2714,2630
2777,2714,2634
2757,2714,2630
2769,2709,2607
2785,2714,2595
2753,2710,2592
2730,2714,2595
2740,2723,2580
2757,2745,2561
2729,2750,2550
2703,2745,2561
2703,2733,2568
2703,2745,2561
2649,2763,2537
2594,2776,2527
2580,2769,2525
2594,2776,2527
2565,2792,2510
2512,2807,2493
2469,2799,2483
2457,2807,2493
2435,2834,2496
2403,2868,2493
2367,2870,2485
2348,2868,2493
2321,2876,2498
2293,2899,2493
2265,2910,2469
2266,2930,2459
2276,2949,2459
2293,2961,2459
2306,2950,2438
2348,2961,2425
2404,2993,2422
2457,3022,2425
2480,3015,2407
2512,3022,2390
2568,3062,2385
2648,3115,2390
2715,3132,2376
2785,3146,2356
2860,3174,2344
2949,3207,2356
3027,3208,2363
3112,3207,2356
3189,3219,2334
3249,3238,2322
3281,3225,2318
3331,3207,2322
3393,3201,2319
3440,3207,2322
3438,3192,2322
3440,3177,2322
3472,3169,2305
3522,3177,2288
3533,3164,2278
3522,3146,2288
3511,3133,2293
3522,3146,2288
3523,3152,2267
3522,3146,2254
3516,3121,2248
3522,3115,2254
3519,3125,2253
3522,3146,2254
3519,3147,2250
3522,3146,2254
3516,3141,2252
3522,3146,2254
3523,3142,2251
3522,3146,2254
3501,3144,2252
3495,3146,2254
3501,3138,2251
3522,3146,2254
3517,3150,2252
3495,3146,2254
3466,3120,2252
3467,3115,2254
3472,3129,2251
3467,3146,2254
3441,3129,2252
3440,3115,2254
3455,3120,2251
3467,3146,2254
3447,3141,2252
3440,3115,2254
3451,3093,2249
3467,3115,2254
3450,3143,2254
3440,3146,2254
3448,3116,2235
3467,3115,2220
3462,3153,2208
3467,3207,2220
3491,3228,2233
3522,3238,2254
3518,3259,2264
3522,3300,2288
3567,3323,2323
3658,3331,2390
3717,3319,2467
3713,3300,2561
3646,3256,2662
3576,3207,2800
3529,3156,2960
3522,3115,3142
3517,3064,3319
3495,3022,3517
3436,2982,3728
3385,2961,3961
3353,2945,4182
