II,MCL,ABP,RESP
3018,13858,3286,0
3068,13952,3415,0
3080,14009,3557,0
3001,13941,3687,0
2895,13858,3828,0
2839,13804,3971,0
2834,13858,4130,0
2786,13887,4278,0
2649,13858,4431,0
2419,13708,4576,0
2156,13557,4733,0
1961,13429,4881,0
1971,13406,5034,0
2190,13397,5171,0
2464,13406,5305,0
2577,13381,5416,0
2464,13406,5516,0
2210,13416,5593,0
1971,13406,5667,0
1839,13310,5727,0
1848,13256,5788,0
1953,13269,5824,0
2094,13406,5848,0
2203,13549,5847,0
2279,13708,5848,0
2353,13801,5836,0
2464,13858,5818,0
2562,13800,5772,0
2587,13708,5727,0
2526,13591,5677,0
2464,13557,5637,0
2435,13545,5578,0
2402,13557,5516,0
2314,13492,5438,0
2218,13406,5366,0
2164,13290,5284,0
2156,13256,5215,0
2150,13283,5138,0
2156,13406,5064,0
2166,13499,4970,0
2156,13557,4883,0
2111,13542,4789,0
2094,13557,4702,0
2130,13523,4603,0
2156,13406,4522,0
2074,13151,4443,0
1910,12954,4371,0
1767,12886,4277,0
1725,12954,4190,0
1733,12973,4106,0
1725,12954,4039,0
1677,12911,3960,0
1663,12954,3888,0
1729,13017,3818,-1
1848,13105,3768,0
1905,13119,3708,0
1848,13105,3647,0
1741,13058,3578,-2
1725,13105,3527,0
1817,13183,3478,1
1910,13256,3436,0
1888,13202,3376,-4
1786,13105,3316,0
1693,12953,3256,4
1663,12804,3225,0
1677,12614,3197,-9
1725,12503,3165,0
1783,12458,3113,12
1848,12503,3075,0
1920,12539,3044,-28
2033,12653,3014,0
2141,12841,2963,114
2156,13105,2924,273
2039,13248,2901,413
1910,13256,2894,546
1903,13184,2866,706
2033,13256,2833,900
2152,13417,2799,1080
2156,13557,2773,1237
2058,13510,2738,1383
1971,13406,2713,1542
1931,13305,2694,1700
1910,13256,2683,1847
1881,13157,2653,1981
1910,13105,2622,2120
2031,13122,2597,2255
2218,13256,2592,2377
2404,13389,2581,2480
2587,13557,2562,2586
2747,13711,2528,2695
2834,13858,2502,2795
2800,13885,2481,2868
2710,13858,2472,2940
2648,13816,2455,3018
2649,13858,2442,3100
2668,13881,2423,3160
2710,13858,2411,3213
2767,13760,2395,3266
2834,13708,2381,3325
2824,13657,2363,3367
2710,13557,2351,3405
2484,13323,2334,3441
2218,13105,2321,3486
1981,12971,2303,3518
1848,12954,2291,3550
1814,12933,2275,3577
1848,12954,2261,3614
1901,13003,2241,3645
1971,13105,2231,3679
2048,13137,2216,3705
2156,13105,2200,3743
2368,12902,2177,3783
2834,12503,2170,3839
3653,11822,2171,3888
4805,10996,2170,3936
6101,10073,2152,3969
7269,9189,2140,4016
7994,8412,2138,4059
8069,7984,2140,4096
7496,7918,2124,4100
6530,8134,2110,4096
5493,8401,2105,4089
4620,8737,2110,4096
3984,9130,2098,4094
3573,9641,2080,4096
3292,10197,2069,4091
3018,10846,2080,4096
2641,11447,2086,4093
2156,11900,2080,4096
1645,12124,2058,4092
1232,12352,2050,4096
1005,12685,2049,4093
986,13105,2050,4096
1084,13390,2033,4092
1170,13557,2020,4096
1145,13633,2014,4092
1047,13708,2020,4096
968,13713,2018,4092
986,13708,2020,4096
1031,13689,2020,4092
1047,13708,2020,4096
1021,13694,2003,4092
1047,13708,1989,4096
1125,13749,1983,4092
1170,13858,1989,4096
1089,13905,1990,4092
924,13858,1989,4096
754,13689,1986,4092
616,13557,1989,4096
493,13501,1988,4092
431,13557,1989,4096
489,13575,1987,4092
678,13557,1989,4096
912,13507,1988,4092
1109,13557,1989,4096
1228,13634,1987,4092
1294,13708,1989,4096
1331,13693,1988,4092
1355,13708,1989,4096
1330,13718,1987,4092
1232,13708,1989,4096
1070,13560,1988,4092
924,13406,1989,4096
867,13325,1987,4092
924,13406,1989,4096
1029,13497,1988,4092
1109,13557,1989,4096
1136,13538,1986,4092
1170,13557,1989,4096
1263,13559,1991,4092
1417,13557,1989,4096
1584,13513,1974,4092
1725,13557,1959,4096
1810,13636,1951,4092
1848,13708,1959,4096
1879,13678,1963,4092
1971,13708,1959,4096
2128,13824,1941,4092
2279,14009,1929,4096
2331,14101,1924,4092
2279,14159,1929,4096
2197,14171,1928,4092
2156,14159,1929,4096
2133,14056,1927,4092
2094,14009,1929,4096
2076,14049,1927,4092
2156,14159,1929,4096
2267,14142,1928,4092
2218,14009,1929,4096
1901,13773,1925,4092
1478,13557,1929,4096
1198,13351,1930,4092
1170,13256,1929,4096
1306,13227,1921,4092
1478,13256,1929,4096
1562,13204,1944,4092
1478,13105,1959,4096
1222,12942,1956,4092
924,12804,1959,4096
736,12636,1970,4092
739,12503,1989,4096
900,12416,1999,4093
1170,12503,2020,4096
1472,12663,2047,4091
1725,12804,2080,4096
1847,12770,2101,4095
1848,12653,2140,4096
1796,12480,2196,4090
1786,12352,2261,4096
1837,12270,2303,4097
1910,12352,2351,4096
1919,12469,2414,4085
1848,12503,2502,4096
1751,12375,2578,4108
1725,12352,2653,4096
1779,12523,2721,4021
1848,12804,2803,3920
1846,12926,2885,3816
1786,12954,2984,3727
1730,12986,3085,3610
1725,13105,3195,3470
1738,13147,3293,3323
1725,13105,3406,3213
1664,12997,3530,3117
1602,12954,3677,3020
1604,12930,3821,2904
1725,12954,3979,2811
1936,12988,4137,2735
2156,13105,4310,2667
2284,13208,4474,2581
2279,13256,4642,2522
2148,13172,4803,2495
1971,13105,4974,2490
1857,13112,5127,2466
1910,13256,5275,2458
2093,13410,5407,2475
2279,13557,5546,2522
2339,13599,5673,2556
2279,13557,5788,2602
2158,13397,5867,2663
2033,13256,5938,2747
1920,13146,5997,2817
1848,13105,6059,2891
1799,13027,6095,2975
1725,12954,6119,3084
1597,12857,6120,3183
1478,12804,6119,3277
1435,12757,6094,3363
1478,12804,6059,3470
1573,12912,6006,3571
1725,13105,5968,3663
1928,13264,5926,3734
2156,13406,5878,3823
2344,13485,5799,3919
2464,13557,5727,4000
2485,13524,5660,4031
2402,13406,5607,4048
2242,13208,5531,4067
2094,13105,5456,4096
2010,13082,5374,4101
1971,13105,5305,4096
1901,13037,5225,4089
1786,12954,5155,4096
1650,12861,5077,4095
1540,12804,5004,4096
1457,12702,4911,4093
1417,12653,4823,4096
1433,12671,4728,4092
1540,12804,4642,4096
1730,12940,4544,4096
1971,13105,4461,4096
2189,13251,4381,4088
2341,13406,4310,4096
2406,13453,4219,4103
2402,13406,4130,4096
2317,13246,4042,4055
2156,13105,3979,4016
1964,12989,3915,3979
1848,12954,3858,3936
1856,12926,3793,3844
1971,12954,3738,3727
2137,12998,3675,3605
2341,13105,3617,3502
2536,13190,3550,3388
2649,13256,3497,3261
2628,13208,3445,3122
2526,13105,3406,3004
2415,12971,3358,2897
2341,12954,3316,2795
2328,13012,3267,2679
2402,13105,3225,2570
2493,13113,3174,2468
2464,13105,3135,2377
2249,13046,3098,2279
1971,12954,3075,2185
1769,12776,3042,2091
1663,12653,3014,2008
1571,12608,2980,1923
1478,12653,2954,1847
1421,12653,2921,1773
1417,12653,2894,1703
1420,12635,2861,1621
1417,12653,2833,1542
1412,12637,2799,1470
1417,12653,2773,1414
1385,12653,2742,1357
1294,12653,2713,1301
1157,12570,2675,1242
1047,12503,2653,1189
996,12462,2636,1132
986,12503,2622,1076
943,12509,2591,1017
862,12503,2562,964
804,12466,2540,909
862,12503,2532,851
1029,12561,2517,785
1232,12653,2502,723
1409,12708,2483,665
1602,12804,2472,610
1819,12929,2455,543
2033,13105,2442,466
2148,13218,2423,388
2156,13256,2411,321
2061,13187,2394,250
1910,13105,2381,161
1744,13003,2363,64
1663,12954,2351,0
1707,12960,2334,-14
1848,13105,2321,0
1996,13285,2303,6
2094,13406,2291,0
2090,13320,2275,-4
1971,13105,2261,0
1832,12804,2241,2
1910,12503,2231,0
2418,12103,2216,-2
3388,11599,2200,0
4626,10906,2177,1
5852,10092,2170,0
6792,9190,2171,-1
7269,8435,2170,0
7229,7982,2151,0
6776,7984,2140,0
6090,8286,2139,0
5359,8737,2140,0
4692,9123,2122,0
4127,9490,2110,0
3624,9837,2108,0
3142,10243,2110,0
2661,10621,2093,0
2218,10996,2080,0
1824,11301,2077,0
1478,11599,2080,0
1165,11865,2064,0
924,12201,2050,0
797,12562,2045,0
801,12954,2050,0
883,13271,2037,0
986,13557,2020,0
1056,13788,2010,0
1109,14009,2020,0
1155,14124,2024,0
1232,14159,2020,0
1305,14131,2001,0
1355,14159,1989,0
1355,14182,1984,0
1355,14159,1989,0
1389,14045,1990,0
1478,14009,1989,0
1567,14065,1984,0
1602,14159,1989,0
1544,14117,1992,0
1417,14009,1989,0
1255,13892,1972,0
1109,13858,1959,0
1024,13829,1954,0
1047,13858,1959,0
1157,13906,1959,0
1294,14009,1959,0
1406,14081,1956,0
1478,14159,1959,0
1457,14139,1958,0
1294,14009,1959,0
1054,13742,1956,0
924,13557,1959,0
993,13540,1958,0
1170,13708,1959,0
1332,13832,1956,0
1478,13858,1959,0
1605,13769,1959,0
1602,13708,1959,0
1374,13628,1954,0
1047,13557,1959,0
860,13483,1963,0
924,13557,1959,0
1126,13709,1940,0
1294,13858,1929,0
1342,13864,1927,0
1294,13858,1929,0
1190,13861,1914,0
1047,13858,1899,0
849,13675,1892,0
616,13406,1899,0
408,13165,1900,0
308,13105,1899,0
332,13101,1895,0
431,13105,1899,0
506,13068,1898,0
493,13105,1899,0
386,13136,1896,0
246,13105,1899,0
123,12933,1897,0
62,12804,1899,0
91,12799,1897,0
246,12954,1899,0
490,13107,1896,0
739,13256,1899,0
920,13345,1898,0
1047,13406,1899,0
1147,13349,1894,0
1232,13256,1899,0
1311,13146,1909,0
1417,13105,1929,0
1516,13039,1943,0
1540,12954,1959,0
1486,12794,1970,0
1478,12653,1989,0
1584,12529,2011,0
1725,12503,2050,0
1783,12492,2091,0
1786,12503,2140,0
1833,12470,2181,0
1971,12503,2231,0
2157,12602,2282,0
2341,12804,2351,0
2447,12940,2421,0
2402,12954,2502,0
2201,12799,2575,0
1971,12653,2653,0
1842,12583,2722,0
1848,12653,2803,0
1925,12729,2885,0
2033,12804,2984,0
2156,12844,3083,0
2279,12954,3195,0
2366,13090,3307,0
2402,13256,3436,0
2386,13347,3565,0
2341,13406,3708,0
2288,13397,3849,0
2279,13406,4009,0
2340,13429,4169,0
2464,13557,4341,0
2582,13710,4502,0
2649,13858,4672,0
2673,13884,4835,0
2710,13858,5004,0
2731,13781,5156,0
2649,13708,5305,0
2396,13525,5431,0
2033,13256,5546,0
1642,12910,5637,0
1294,12653,5727,0
1041,12501,5804,0
986,12503,5878,0
1158,12589,5926,-1
1478,12804,5968,0
1794,13041,5988,0
2033,13256,5999,0
2174,13345,5982,-1
2218,13406,5968,0
2154,13423,5951,1
2033,13406,5938,0
1929,13259,5898,-3
1910,13105,5848,0
1977,13021,5781,4
2094,13105,5727,0
2175,13209,5665,-9
2156,13256,5607,0
2024,13136,5529,38
1848,12954,5456,96
1680,12753,5374,149
1540,12653,5305,193
1405,12612,5226,232
1294,12653,5155,273
1247,12702,5073,312
1294,12804,5004,353
1377,12889,4926,394
1417,12954,4853,434
1359,12866,4761,470
1232,12653,4672,514
1071,12359,4575,562
924,12201,4491,610
832,12207,4399,652
862,12352,4310,707
1004,12451,4211,774
