II,III,PLETH
1744,-395,6294
1365,-5,6205
1436,0,6131
2076,-567,6055
2873,-1317,6010
3276,-1721,5964
3181,-1712,5928
2837,-1538,5874
2463,-1317,5847
2030,-963,5833
1539,-527,5847
1160,-237,5844
1129,-263,5847
1437,-516,5837
1847,-790,5847
2084,-941,5853
2052,-922,5888
1793,-726,5923
1436,-395,5969
1148,-77,5988
1129,0,6010
1438,-282,6021
1949,-790,6050
2437,-1207,6068
2770,-1317,6091
2911,-1192,6092
2873,-1053,6091
2664,-972,6066
2463,-922,6050
2538,-992,6025
2976,-1317,6010
3341,-1640,5970
3078,-1448,5928
2210,-691,5875
1436,0,5847
1268,124,5822
1539,-132,5807
1855,-392,5765
2155,-658,5725
2410,-945,5675
2360,-922,5644
1913,-442,5612
1539,0,5604
1719,-119,5595
2360,-658,5604
3011,-1141,5599
3489,-1448,5604
3788,-1677,5597
3796,-1712,5604
3402,-1387,5598
2873,-922,5604
2647,-732,5598
2873,-922,5604
3218,-1179,5598
3283,-1185,5604
2930,-872,5598
2360,-395,5604
1864,39,5597
1642,263,5604
1723,196,5600
2052,-132,5604
2490,-568,5584
2873,-922,5563
3050,-1083,5530
2976,-1053,5522
2672,-858,5518
2257,-527,5522
1925,-195,5501
1949,-132,5482
2430,-476,5454
3181,-1053,5441
3770,-1493,5417
3899,-1580,5401
3596,-1365,5374
3181,-1053,5360
2922,-838,5335
2873,-790,5319
2870,-788,5293
2770,-658,5279
2515,-395,5253
2155,-132,5238
1806,105,5212
1642,395,5198
1759,608,5172
2155,395,5157
2710,-305,5131
3283,-1053,5116
3662,-1385,5091
3694,-1317,5076
3393,-1131,5049
2976,-922,5035
2610,-605,5011
2360,-263,4995
2247,-123,4966
2360,-263,4954
2622,-480,4932
2770,-527,4913
2574,-325,4880
2155,0,4873
1836,249,4871
1847,263,4873
2138,17,4846
2565,-395,4832
2983,-806,4826
3283,-1053,4832
3381,-1072,4811
3283,-922,4791
3082,-738,4778
2976,-658,4791
3142,-768,4793
3591,-1053,4791
3977,-1320,4769
3899,-1317,4751
3322,-982,4721
2668,-527,4710
2301,-208,4704
2257,-132,4710
2395,-266,4694
2668,-527,4670
2927,-736,4636
2873,-658,4629
2363,-236,4627
1744,263,4629
1498,468,4606
1744,263,4588
2180,-144,4576
2565,-527,4588
2908,-850,4591
3283,-1185,4588
3525,-1415,4563
3386,-1317,4548
2860,-860,4536
2360,-395,4548
2285,-322,4551
2668,-658,4548
3096,-1030,4521
3181,-1053,4507
2812,-704,4500
2257,-263,4507
1892,-43,4502
1949,-132,4507
2255,-364,4507
2463,-527,4507
2408,-634,4483
2257,-922,4467
2128,-1571,4456
1949,-2502,4467
1704,-3474,4465
1744,-4213,4467
2454,-4378,4460
3796,-3687,4467
5213,-2185,4463
6156,-263,4467
6484,1703,4461
6464,3423,4467
6364,4404,4462
6259,4082,4467
6042,2610,4462
5643,1053,4467
5063,414,4462
4412,658,4467
3878,1035,4462
3694,1053,4467
3933,775,4462
4412,395,4467
4756,-11,4462
4720,-395,4467
4308,-674,4462
3694,-790,4467
3004,-690,4462
2360,-395,4467
1958,-95,4462
2052,-132,4467
2615,-599,4462
3283,-1185,4467
3561,-1441,4462
3283,-1185,4467
2623,-602,4462
1949,0,4467
1536,369,4462
1539,395,4467
1889,118,4462
2360,-263,4467
2635,-486,4462
2565,-395,4467
2237,-97,4462
1949,132,4467
1958,78,4462
2360,-263,4467
2994,-746,4462
3591,-1185,4467
3857,-1377,4462
3694,-1185,4467
3247,-700,4462
2873,-263,4467
2820,-171,4463
3078,-395,4467
3382,-642,4461
3489,-658,4467
3288,-402,4463
2873,0,4467
2426,354,4460
2155,527,4467
2138,515,4467
2360,395,4467
2731,187,4443
3181,-132,4426
3579,-453,4414
3796,-527,4426
3775,-254,4428
3694,132,4426
3770,286,4402
4104,132,4385
4510,-102,4373
4720,-132,4385
4522,155,4390
4002,658,4385
3474,1119,4358
3283,1317,4345
3428,1244,4340
3694,1053,4345
3938,815,4325
4207,527,4304
4373,335,4289
4207,527,4304
3811,1091,4310
3796,1580,4304
4553,1571,4276
5746,1185,4264
6628,917,4249
6874,1053,4223
6659,1450,4158
6259,1843,4101
5752,2174,4066
5233,2502,4061
4899,2765,4042
4925,2765,4020
5181,2457,3991
5335,2107,3979
5120,2060,3970
4617,2370,3979
4146,2719,3983
4002,2765,3979
4218,2479,3951
4617,2107,3939
4889,1864,3936
4822,1712,3939
4423,1440,3915
3899,922,3898
3380,243,3891
2873,-395,3898
2398,-864,3881
2155,-1185,3858
2203,-1423,3830
2360,-1580,3817
2334,-1572,3795
2052,-1317,3776
1572,-864,3752
1026,-395,3736
615,-116,3711
616,-132,3695
1032,-412,3675
1539,-790,3655
1759,-1019,3612
1642,-922,3573
1341,-606,3540
1026,-395,3533
818,-517,3517
923,-922,3492
1434,-1445,3444
2155,-1975,3411
2627,-2357,3384
2565,-2370,3370
2102,-1970,3343
1642,-1448,3330
1396,-1117,3320
1334,-1053,3330
1428,-1183,3325
1744,-1448,3330
2093,-1675,3335
2052,-1580,3370
1504,-1120,3415
923,-658,3492
807,-556,3579
1129,-790,3695
1552,-1121,3819
1949,-1448,3979
2306,-1737,4151
2463,-1843,4345
2273,-1683,4533
1949,-1448,4751
1845,-1405,4983
2052,-1580,5238
2311,-1746,5478
2360,-1712,5725
2077,-1414,5964
1539,-922,6213
985,-414,6439
718,-132,6659
821,-162,6851
1129,-395,7025
1452,-671,7154
1744,-922,7268
1903,-1052,7365
1744,-922,7471
1267,-528,7558
821,-132,7634
761,-19,7677
1129,-263,7715
1714,-741,7723
2360,-1317,7715
2912,-1835,7672
3181,-2107,7634
3070,-2022,7590
2770,-1712,7553
2538,-1427,7478
2463,-1317,7390
2437,-1293,7281
2360,-1185,7187
2138,-905,7082
1744,-527,6984
1339,-218,6872
1231,-132,6781
1518,-311,6688
1949,-658,6619
2208,-963,6545
2257,-1053,6497
2219,-938,6435
2155,-790,6375
2072,-747,6296
2052,-790,6253
2157,-838,6225
2360,-922,6213
2597,-1129,6165
2873,-1448,6131
3075,-1672,6112
2976,-1580,6131
2448,-1124,6132
1744,-527,6131
1291,-121,6117
1334,-132,6131
1727,-491,6144
2155,-922,6172
2380,-1146,6185
2360,-1053,6213
2118,-741,6229
1744,-395,6253
1408,-167,6252
1334,-132,6253
1560,-303,6243
1949,-658,6253
2390,-1087,6252
2873,-1448,6253
3231,-1688,6229
3181,-1843,6213
2709,-1898,6186
2257,-1843,6172
2157,-1844,6144
2257,-2107,6131
2217,-2404,6109
2052,-2107,6091
2023,-913,6046
2257,658,6010
2651,1761,5974
3078,1975,5969
3366,1440,5962
3283,527,5969
2699,-310,5963
1847,-658,5969
1179,-490,5963
1026,-263,5969
1356,-425,5963
1949,-922,5969
2598,-1343,5963
3181,-1448,5969
3502,-1303,5963
3386,-1053,5969
2880,-737,5962
2360,-395,5969
2149,-148,5964
2257,-132,5969
2452,-323,5962
2565,-527,5969
2510,-519,5965
2257,-263,5969
1882,67,5959
1642,263,5969
1709,231,5970
2052,0,5969
2508,-368,5941
2976,-790,5928
3321,-1115,5922
3386,-1185,5928
3169,-1001,5907
2976,-790,5888
3067,-802,5861
3386,-1053,5847
3598,-1277,5819
3489,-1185,5807
3050,-729,5786
2463,-132,5766
1978,300,5718
1847,395,5685
2076,195,5658
2463,-132,5644
2760,-416,5602
2873,-527,5563
2733,-374,5519
2360,0,5482
2013,322,5417
2155,263,5360
2919,-220,5308
3899,-790,5279
4484,-1052,5236
4515,-922,5198
4254,-603,5151
4002,-263,5116
3737,103,5070
3386,527,5035
3037,869,4993
2976,922,4954
3267,646,4890
3694,263,4832
3933,48,4777
3899,132,4751
3674,429,4726
3386,790,4710
3129,1081,4672
3078,1185,4629
3343,984,4575
3899,527,4548
4555,150,4525
5130,263,4507
5490,878,4463
5643,1580,4426
5697,2036,4395
5848,2238,4385
6131,2235,4363
6361,1975,4345
6222,1675,4318
5643,1843,4304
4928,2587,4280
4515,3292,4264
4482,3390,4240
4617,3028,4223
4799,2654,4196
5130,2370,4182
5461,2135,4161
5335,2107,4142
4572,2291,4110
3694,2238,4101
3323,1571,4099
3489,527,4101
3687,-399,4077
3591,-1053,4061
3229,-1483,4053
2770,-1580,4061
2295,-1285,4044
1949,-922,4020
1890,-925,3990
2155,-1317,3979
2488,-1733,3960
2565,-1843,3939
2226,-1576,3909
1642,-1053,3898
1098,-528,3883
821,-263,3858
868,-350,3809
1231,-658,3776
1766,-1044,3754
2257,-1448,3736
2498,-1776,3692
2463,-1843,3655
2229,-1643,3627
1949,-1448,3614
1800,-1528,3575
1949,-1843,3533
2285,-2106,3497
2463,-2107,3492
2226,-1838,3478
1744,-1448,3451
1405,-1130,3402
1436,-1053,3370
1735,-1220,3346
2052,-1448,3330
2143,-1496,3289
1949,-1317,3248
1644,-1079,3212
1436,-922,3208
1260,-740,3206
923,-395,3208
597,-84,3197
821,-263,3208
1740,-1022,3233
2770,-1843,3289
3202,-2129,3343
2976,-1843,3411
2488,-1376,3479
2052,-1053,3573
1768,-947,3668
1744,-1053,3776
1955,-1282,3882
2155,-1448,4020
2101,-1405,4171
1847,-1185,4345
1542,-875,4515
1231,-527,4710
954,-249,4911
923,-263,5116
1257,-621,5296
1744,-1053,5482
2011,-1213,5664
1949,-1053,5847
1775,-834,5994
1744,-790,6131
1872,-905,6254
2052,-1053,6375
2254,-1209,6463
2565,-1448,6538
2889,-1693,6585
2976,-1712,6619
2695,-1390,6618
2257,-922,6619
1938,-592,6616
1847,-527,6619
1959,-669,6586
2257,-922,6538
2567,-1122,6469
2565,-1053,6416
2113,-644,6352
1539,-132,6294
1305,130,6224
1539,0,6172
1992,-372,6111
2463,-790,6050
2956,-1194,5963
3489,-1580,5888
3827,-1816,5815
3694,-1712,5766
3094,-1263,5701
2463,-790,5644
2262,-656,5586
2565,-922,5563
2950,-1265,5539
2976,-1317,5522
2600,-991,5490
2155,-527,5482
1893,-236,5477
1847,-263,5482
1974,-490,5459
2257,-658,5441
2487,-571,5427
2360,-263,5441
1904,22,5443
1642,0,5441
1962,-432,5428
2668,-1053,5441
3151,-1519,5449
3181,-1580,5441
2934,-1349,5394
2668,-1053,5360
2351,-797,5336
1949,-527,5319
1654,-280,5263
1744,-263,5198
2155,-596,5128
2463,-1053,5076
2321,-1205,4999
1847,-922,4913
1402,-622,4819
1231,-790,4751
1442,-1228,4684
2257,-1053,4629
3925,487,4562
6361,3423,4507
8924,7217,4454
10671,10929,4426
10839,13133,4400
9337,12509,4385
6813,9184,4360
4309,5003,4345
2548,1954,4320
1642,527,4304
1252,27,4287
1026,-132,4304
753,-22,4326
410,263,4345
120,453,4336
103,395,4345
432,160,4364
923,-132,4385
1218,-325,4378
1129,-263,4385
801,2,4405
616,132,4426
846,-152,4406
1539,-790,4385
2483,-1523,4378
3386,-2107,4385
3853,-2393,4365
3694,-2238,4345
3056,-1762,4335
2463,-1317,4345
2309,-1223,4329
2565,-1448,4304
2850,-1692,4274
2873,-1712,4264
2620,-1465,4245
2257,-1053,4223
1905,-642,4182
1642,-395,4142
1557,-372,4092
1744,-527,4061
2134,-805,4034
2565,-1185,4020
2944,-1558,3984
3283,-1712,3939
3477,-1529,3885
3386,-1185,3858
3113,-1016,3838
3078,-1185,3817
3427,-1490,3772
3796,-1580,3736
3671,-1294,3708
3078,-790,3695
2479,-348,3670
2257,-132,3655
2349,-162,3636
2565,-395,3614
2835,-715,3567
3181,-922,3533
3408,-853,3509
3283,-527,3492
2897,-128,3450
2770,132,3411
3266,123,3383
4207,-132,3370
5058,-434,3333
5541,-527,3289
5694,-302,3251
5643,132,3248
5391,618,3251
5028,1053,3248
4768,1331,3224
4822,1317,3208
5110,1042,3200
5335,790,3208
5226,880,3207
4822,1317,3208
4419,1755,3203
4309,1843,3208
4507,1567,3206
4822,1185,3208
5022,917,3203
5028,790,3208
4865,786,3205
4617,922,3208
4341,1096,3203
4104,1053,3208
3944,676,3206
3899,132,3208
3911,-331,3203
3899,-658,3208
3741,-852,3207
3386,-790,3208
2840,-395,3199
2257,132,3208
1858,448,3225
1847,395,3248
2193,86,3251
2668,-263,3248
2948,-459,3242
2873,-395,3248
2494,-155,3249
2052,0,3248
1778,-161,3242
1847,-658,3248
2269,-1333,3251
2873,-1975,3248
3248,-2371,3226
3078,-2370,3208
2453,-2022,3187
1847,-1580,3167
1559,-1274,3127
1539,-1185,3086
1656,-1301,3042
1949,-1580,3005
2280,-1814,2958
2257,-1712,2924
1723,-1248,2896
1129,-790,2883
996,-691,2860
1334,-922,2842
1755,-1220,2818
2052,-1448,2802
2224,-1579,2775
2257,-1580,2761
2124,-1485,2751
1949,-1448,2761
1855,-1519,2771
1847,-1580,2802
1915,-1587,2835
2155,-1712,2883
2476,-1982,2929
2565,-2107,3005
2238,-1822,3095
1744,-1317,3208
1440,-1003,3316
1436,-1053,3451
1637,-1283,3613
1949,-1448,3817
2178,-1419,4020
2052,-1185,4223
1537,-828,4413
1026,-527,4629
918,-450,4850
1231,-658,5076
1722,-1081,5276
2257,-1580,5482
2762,-1971,5684
3078,-2107,5888
3046,-1966,6058
2770,-1712,6213
2492,-1518,6340
2360,-1448,6456
2320,-1419,6540
2257,-1317,6619
2039,-1053,6682
1642,-658,6741
1239,-320,6765
1129,-263,6781
1401,-490,6780
1847,-790,6781
2171,-982,6760
2257,-1053,6741
2096,-969,6702
1744,-658,6659
1409,-281,6591
1436,-263,6538
1952,-810,6490
2668,-1580,6456
3100,-2022,6386
3078,-1975,6294
2781,-1663,6178
2463,-1317,6091
2135,-941,6016
1744,-527,5969
1389,-196,5917
1334,-132,5888
1636,-347,5858
2052,-658,5847
2280,-838,5822
2257,-790,5807
2057,-561,5779
1744,-263,5766
1423,-32,5750
1334,0,5766
1593,-197,5784
2052,-527,5807
2466,-873,5800
2770,-1185,5807
3001,-1428,5818
3181,-1580,5847
3315,-1683,5849
3489,-1843,5847
3652,-2017,5837
3591,-1975,5847
3113,-1525,5847
2360,-790,5847
1711,-147,5826
1436,132,5807
1443,113,5766
1539,0,5725
1738,-183,5674
2155,-527,5644
2546,-854,5606
2463,-790,5563
1910,-328,5493
1539,0,5441
1808,-219,5396
2463,-790,5360
3012,-1282,5295
3386,-1580,5238
3618,-1717,5186
3489,-1580,5157
2860,-1124,5112
2155,-658,5076
1849,-477,5043
1949,-527,5035
2153,-625,5015
2360,-790,4995
2502,-983,4963
2360,-922,4954
1872,-476,4947
1436,0,4954
1448,72,4949
1847,-263,4954
2300,-701,4949
2668,-1053,4954
2925,-1281,4946
2976,-1317,4954
2770,-1133,4966
2565,-922,4995
2690,-964,5001
3181,-1317,4995
3663,-1708,4965
3796,-1843,4954
3560,-1662,4948
3181,-1317,4954
2748,-924,4935
2257,-527,4913
1882,-241,4883
1949,-263,4873
2384,-561,4854
2668,-790,4832
2467,-655,4787
2052,-263,4751
1758,54,4719
1539,132,4710
1321,13,4693
1436,-263,4670
2133,-691,4624
3078,-1185,4588
3655,-1566,4558
3694,-1712,4548
3428,-1602,4527
3078,-1317,4507
2726,-1024,4478
2565,-922,4467
2753,-1034,4449
3181,-1185,4426
3454,-1165,4379
3283,-922,4345
2679,-502,4317
1949,0,4304
1490,378,4278
1539,395,4264
1939,86,4244
2360,-263,4223
2671,-516,4176
2976,-790,4142
3176,-1034,4116
2976,-922,4101
2361,-409,4060
1847,0,4020
1844,-96,3987
2257,-527,3979
2747,-946,3960
3181,-1317,3939
3416,-1592,3910
3181,-1448,3898
2435,-777,3878
1744,-132,3858
1711,-133,3827
2257,-658,3817
2665,-1008,3813
2463,-790,3817
1912,-287,3798
1642,0,3776
1903,-124,3749
2463,-527,3736
3010,-1011,3714
3489,-1448,3695
3822,-1691,3668
3796,-1580,3655
3320,-1131,3634
2770,-658,3614
2633,-528,3584
2976,-790,3573
3360,-1124,3569
3386,-1185,3573
3004,-882,3555
2463,-395,3533
1993,41,3504
1744,263,3492
1771,230,3484
2052,0,3492
2420,-299,3494
2668,-527,3492
2704,-594,3469
2668,-527,3451
2725,-437,3441
2873,-395,3451
2935,-348,3455
2873,-263,3451
2852,-262,3428
3078,-527,3411
3458,-987,3400
3694,-1317,3411
3588,-1293,3415
3283,-1053,3411
3039,-861,3386
2976,-790,3370
2968,-708,3362
2873,-527,3370
2619,-275,3369
2257,0,3370
1902,254,3366
1744,395,3370
1906,275,3367
2360,-132,3370
2863,-623,3367
3181,-922,3370
3224,-940,3366
3078,-790,3370
2808,-560,3368
2463,-263,3370
2166,-30,3364
2155,-132,3370
2472,-626,3372
2873,-1185,3370
3018,-1397,3347
2873,-1185,3330
2667,-736,3321
2668,-132,3330
2938,725,3330
3386,1712,3330
3779,2289,3312
3899,1975,3289
3657,1024,3257
3181,263,3248
2661,134,3249
2257,263,3248
2040,161,3224
2052,-132,3208
2226,-345,3204
2463,-527,3208
2679,-790,3189
2873,-922,3167
2976,-684,3144
2873,-263,3127
2543,-10,3097
2257,0,3086
2326,-130,3086
2770,-395,3086
3168,-684,3061
3078,-658,3045
2477,-173,3043
1847,395,3045
1679,552,3023
2052,263,3005
2592,-165,3000
2976,-527,3005
3214,-796,2985
3489,-922,2964
3706,-818,2954
3591,-527,2964
3097,-196,2963
2668,0,2964
2770,-98,2963
3386,-527,2964
3957,-997,2944
4002,-1053,2924
3534,-589,2912
2976,0,2924
2632,295,2928
2565,263,2924
2730,86,2900
3078,-132,2883
3336,-272,2873
3181,-132,2883
2689,270,2887
2463,527,2883
2919,260,2859
3796,-395,2842
4447,-936,2834
4617,-1053,2842
4468,-846,2843
4207,-527,2842
3823,-158,2835
3386,263,2842
3103,570,2846
3181,527,2842
3512,165,2819
3796,-132,2802
3743,-32,2794
3386,395,2802
2996,794,2801
2873,922,2802
3069,751,2797
3489,395,2802
3992,60,2800
4515,0,2802
4928,299,2798
5130,790,2802
5129,1237,2799
5130,1580,2802
5273,1842,2799
5541,1975,2802
5756,1943,2798
5848,1843,2802
5809,1832,2800
5643,1975,2802
5321,2260,2797
4925,2633,2802
4627,2923,2802
4617,2897,2802
4908,2535,2793
5335,2107,2802
5581,1862,2819
5438,1843,2842
4975,2023,2845
4515,2370,2842
4276,2626,2837
4309,2370,2842
4572,1551,2841
5028,658,2842
5387,157,2839
5233,0,2842
4448,-60,2840
3489,0,2842
2850,307,2840
2668,658,2842
2783,658,2838
3078,263,2842
3318,-92,2841
3181,0,2842
2610,441,2835
2052,790,2842
1909,779,2858
2155,527,2883
2533,226,2888
2976,-132,2883
3362,-605,2872
3386,-1053,2883
2884,-1278,2902
2257,-1317,2924
2048,-1420,2924
2360,-1712,2924
2766,-2023,2919
2873,-2107,2924
2574,-1873,2920
2052,-1448,2924
1562,-1031,2923
1334,-790,2924
1398,-804,2903
1642,-1053,2883
1945,-1386,2867
2257,-1580,2883
2426,-1493,2903
2257,-1185,2924
1777,-854,2919
1334,-658,2924
1218,-639,2943
1436,-790,3005
1838,-1115,3079
2360,-1580,3167
2859,-2025,3243
3078,-2238,3330
2897,-2128,3417
2565,-1843,3533
2376,-1619,3659
2360,-1580,3817
2348,-1628,3985
2257,-1580,4182
2038,-1323,4380
1642,-922,4588
1189,-588,4785
1026,-527,4995
1325,-742,5197
1847,-1053,5401
2193,-1260,5582
2257,-1317,5766
2171,-1274,5933
2052,-1185,6091
1921,-1089,6215
1847,-1053,6334
1918,-1130,6439
2155,-1317,6538
2444,-1539,6604
2668,-1712,6659
2698,-1711,6688
2463,-1448,6700
1950,-942,6677
1334,-395,6659
906,-74,6639
923,-132,6619
1341,-456,6561
1847,-790,6497
2115,-951,6428
2052,-922,6375
1741,-727,6298
1334,-395,6213
1024,-71,6116
1026,0,6050
1353,-250,5986
1847,-658,5928
2391,-1098,5843
2976,-1580,5766
3410,-1970,5690
3386,-1975,5644
2906,-1567,5597
2463,-1185,5563
2417,-1172,5515
2565,-1317,5482
2433,-1163,5446
1949,-658,5441
1455,-177,5437
1231,0,5441
1228,-41,5419
1334,-132,5401
1596,-306,5383
2052,-658,5401
2404,-988,5418
2257,-922,5441
1670,-433,5439
1231,0,5441
1373,-57,5434
1949,-527,5441
2563,-1050,5436
3078,-1448,5441
3427,-1665,5437
3386,-1580,5441
2808,-1155,5421
2052,-658,5401
1646,-390,5370
1744,-395,5360
2024,-554,5341
2155,-790,5319
2033,-952,5271
1744,-790,5238
1423,-296,5209
1231,132,5198
1262,122,5171
1539,-263,5157
2009,-710,5146
2565,-1053,5157
2986,-1275,5154
3078,-1317,5157
2868,-1141,5150
2668,-922,5157
2746,-920,5153
3078,-1185,5157
3345,-1459,5151
3283,-1448,5157
2848,-1073,5152
2257,-527,5157
1815,-104,5151
1744,0,5157
1997,-194,5152
2360,-527,5157
2641,-814,5151
2770,-922,5157
2654,-764,5153
2257,-395,5157
1827,-79,5150
1847,-132,5157
2497,-601,5154
3386,-1185,5157
3882,-1501,5148
3796,-1448,5157
3438,-1190,5159
3181,-922,5157
3042,-699,5128
2873,-527,5116
2674,-445,5112
2668,-527,5116
2909,-732,5093
3181,-922,5076
3208,-953,5054
2976,-790,5035
2621,-483,4989
2257,-132,4954
1943,122,4928
1847,132,4913
2114,-125,4871
2668,-527,4832
3160,-912,4801
3283,-1185,4791
3026,-1283,4756
2668,-1185,4710
2471,-941,4656
2565,-790,4629
2936,-969,4605
3489,-1448,4588
3887,-1843,4561
3796,-1712,4548
3171,-1133,4528
2463,-527,4507
2033,-228,4462
1949,-132,4426
2065,-173,4396
2360,-395,4385
2638,-699,4363
2565,-658,4345
2006,-259,4318
1436,-132,4304
1354,-971,4280
1744,-2633,4264
2096,-4325,4239
2155,-5267,4223
2233,-4926,4197
2976,-2897,4182
4777,933,4159
7490,5925,4142
10443,10808,4113
12826,14352,4101
14053,16086,4095
14057,16327,4101
13196,15746,4085
12005,14879,4061
10889,14069,4028
10158,13562,4020
10101,13454,4018
10773,13430,4020
11532,12800,3998
11286,10929,3979
9465,7790,3966
6669,4082,3979
4078,824,3985
2463,-1317,3979
1857,-2378,3951
1949,-2897,3939
2315,-3242,3934
2565,-3423,3939
2481,-3332,3919
2155,-3028,3898
1731,-2652,3883
1334,-2238,3898
1056,-1951,3906
1129,-1975,3898
1503,-2297,3867
1847,-2502,3858
1770,-2347,3857
1334,-1975,3858
875,-1678,3831
718,-1448,3817
891,-1305,3813
1334,-1448,3817
1898,-2003,3794
2463,-2633,3776
2858,-2905,3769
2976,-2765,3776
2772,-2439,3759
2360,-2107,3736
1988,-1858,3709
1949,-1843,3695
2287,-2089,3669
2770,-2370,3655
3031,-2392,3648
2873,-2107,3655
2324,-1653,3638
1642,-1185,3614
1184,-840,3582
1231,-790,3573
1682,-1063,3568
2155,-1448,3573
2353,-1650,3570
2360,-1580,3573
2401,-1371,3570
2565,-1185,3573
2767,-1053,3567
2976,-922,3573
3171,-759,3593
3386,-658,3655
3677,-761,3733
4104,-1053,3817
4459,-1253,3867
4412,-1053,3898
3899,-489,3912
3386,0,3939
3357,8,3960
3796,-395,3979
4180,-705,3977
4104,-527,3979
3637,26,3976
3181,527,3979
3034,750,3972
3283,790,3979
3877,739,3994
4720,527,4020
5535,216,4025
5951,132,4020
5786,469,4008
5335,922,4020
5082,1014,4038
5233,658,4061
5494,240,4061
5438,132,4061
4895,384,4054
4104,790,4061
3417,1144,4058
3078,1317,4061
3100,1276,4055
3386,1053,4061
3756,755,4058
4002,527,4061
3918,505,4054
3489,658,4061
2928,727,4059
2565,395,4061
2526,-382,4052
2668,-1317,4061
2695,-2040,4065
2463,-2370,4061
2009,-2302,4032
1539,-1975,4020
1244,-1677,4019
1231,-1712,4020
1394,-2060,3994
1539,-2370,3979
1512,-2355,3976
1334,-2107,3979
1057,-1840,3954
718,-1580,3939
373,-1272,3934
205,-1053,3939
390,-1153,3915
923,-1580,3898
1510,-2070,3893
1847,-2370,3898
