II,III,PLETH
2424,3599,8137
2384,3587,8131
2354,3599,8137
2318,3601,8125
2284,3599,8137
2263,3587,8139
2284,3599,8137
2325,3624,8094
2354,3655,8074
2333,3665,8064
2284,3655,8074
2214,3613,8042
2143,3543,8010
2061,3463,7968
2003,3430,7947
1962,3443,7904
1932,3486,7883
1874,3514,7869
1792,3543,7883
1704,3549,7859
1651,3543,7820
1625,3537,7763
1616,3599,7756
1618,3686,7756
1651,3655,7756
1701,3320,7714
1792,2699,7692
2032,1979,7682
2565,1350,7692
3328,761,7660
4111,169,7629
4777,-202,7605
5341,112,7629
5663,1209,7636
5446,2643,7629
4621,3803,7585
3619,4499,7565
2921,4841,7551
2600,4949,7565
2408,4817,7560
2214,4555,7565
2049,4324,7556
1932,4218,7565
1815,4160,7559
1722,4105,7565
1696,4052,7556
1722,4049,7565
1729,4073,7558
1722,4105,7565
1721,4112,7557
1722,4105,7565
1688,4082,7558
1651,4049,7565
1637,4007,7557
1651,3993,7565
1644,4011,7558
1616,4049,7565
1573,4057,7556
1546,4049,7565
1517,4007,7560
1476,3936,7565
1417,3834,7551
1370,3768,7565
1342,3749,7583
1335,3768,7629
1331,3783,7655
1335,3824,7692
1328,3868,7715
1300,3880,7756
1251,3837,7781
1230,3824,7820
1252,3871,7843
1300,3936,7883
1327,3929,7907
1335,3880,7947
1341,3836,7970
1370,3824,8010
1414,3800,8034
1476,3768,8074
1536,3703,8100
1581,3599,8137
1597,3444,8140
1616,3318,8137
1664,3259,8117
1757,3262,8137
1865,3246,8165
1968,3205,8201
2044,3158,8197
2108,3149,8201
2161,3164,8195
2214,3205,8201
2264,3254,8167
2319,3318,8137
2355,3360,8114
2354,3374,8137
2305,3346,8145
2249,3318,8137
2212,3306,8091
2214,3318,8074
2237,3323,8066
2284,3318,8074
2318,3308,8040
2319,3318,8010
2257,3341,7987
2178,3374,8010
2110,3365,8017
2073,3318,8010
2037,3241,7965
2003,3205,7947
1973,3196,7936
1968,3205,7947
1969,3229,7918
1968,3318,7883
1948,3401,7833
1932,3318,7820
1953,2886,7810
2073,2137,7820
2346,1261,7793
2811,506,7756
3435,-12,7701
4146,-169,7692
4838,240,7692
5411,1406,7692
5723,3137,7650
5657,4949,7629
5179,6416,7620
4427,7423,7629
3613,7840,7594
2916,7479,7565
2394,6414,7546
2038,5230,7565
1799,4482,7564
1651,4218,7565
1569,4093,7553
1546,3936,7565
1547,3791,7561
1546,3711,7565
1536,3642,7554
1546,3599,7565
1569,3623,7561
1581,3711,7565
1559,3787,7553
1546,3824,7565
1546,3832,7566
1546,3824,7565
1507,3776,7526
1476,3711,7502
1475,3638,7485
1511,3599,7502
1544,3580,7498
1581,3599,7502
1612,3610,7491
1616,3599,7502
1571,3545,7495
1511,3486,7502
1466,3427,7493
1441,3374,7502
1413,3309,7493
1405,3262,7502
1428,3228,7495
1476,3205,7502
1505,3155,7491
1511,3093,7502
1494,3024,7498
1476,2980,7502
1460,2958,7486
1476,2980,7502
1530,3016,7525
1616,3037,7565
1696,3009,7565
1757,2980,7565
1802,2983,7569
1862,3037,7629
1932,3095,7691
2003,3149,7756
2056,3193,7781
2108,3262,7820
2151,3341,7864
2178,3430,7947
2179,3495,8012
2178,3543,8074
2180,3569,8100
2178,3599,8137
2165,3624,8160
2178,3655,8201
2225,3679,8225
2284,3711,8265
2320,3739,8289
2354,3768,8328
2393,3773,8351
2424,3768,8392
2414,3758,8419
2389,3768,8455
2366,3792,8456
2354,3824,8455
2320,3834,8439
2284,3824,8455
2244,3809,8459
2214,3824,8455
2171,3834,8412
2143,3824,8392
2125,3794,8382
2108,3824,8392
2069,3892,8361
2038,3936,8328
2019,3894,8283
2003,3824,8265
1980,3733,8228
2003,3543,8201
2097,3115,8159
2284,2474,8137
2609,1754,8099
3162,1125,8074
3908,657,8033
4708,450,8010
5436,632,7970
6043,1350,7947
6363,2535,7907
6149,3936,7883
5360,5192,7842
4357,6073,7820
3542,6467,7781
3022,6411,7756
2640,6015,7714
2319,5511,7692
2099,5086,7656
2003,4836,7629
1944,4698,7582
1862,4611,7565
1770,4521,7555
1722,4442,7565
1714,4372,7538
1722,4330,7502
1718,4298,7450
1722,4274,7438
1726,4241,7429
1722,4218,7438
1682,4204,7426
1651,4218,7438
1641,4240,7456
1651,4274,7502
1637,4280,7513
1616,4274,7502
1606,4255,7455
1616,4274,7438
1619,4306,7429
1616,4330,7438
1611,4305,7424
1616,4274,7438
1617,4256,7461
1616,4274,7502
1602,4296,7504
1581,4330,7502
1564,4343,7489
1581,4330,7502
1610,4288,7498
1616,4274,7502
1579,4279,7491
1546,4274,7502
1539,4216,7496
1546,4161,7502
1539,4128,7491
1546,4105,7502
1577,4045,7497
1616,3993,7502
1630,3961,7487
1651,3936,7502
1705,3861,7523
1792,3768,7565
1878,3690,7570
1968,3655,7565
2051,3622,7544
2108,3599,7565
2116,3586,7592
2108,3599,7629
2105,3601,7626
2108,3599,7629
2100,3589,7637
2108,3599,7692
2139,3604,7733
2178,3599,7756
2196,3568,7739
2214,3543,7756
2243,3532,7785
2284,3543,7820
2301,3547,7810
2319,3543,7820
2336,3535,7842
2354,3543,7883
2330,3542,7880
2284,3543,7883
2234,3532,7898
2214,3543,7947
2208,3562,7958
2214,3599,7947
2203,3611,7903
2178,3599,7883
2155,3561,7867
2178,3486,7883
2253,3218,7885
2389,2643,7883
2645,1841,7843
3127,1068,7820
3838,382,7803
4673,-281,7820
5500,-742,7816
6219,-450,7820
6631,855,7808
6500,2755,7820
5780,4480,7815
4778,5623,7820
3875,6172,7808
3232,6242,7820
2774,5911,7819
2424,5398,7820
2161,4942,7782
1968,4667,7756
1788,4501,7735
1616,4386,7756
1478,4288,7762
1405,4218,7756
1377,4150,7712
1370,4105,7692
1354,4088,7681
1335,4105,7692
1310,4118,7683
1300,4105,7692
1293,4069,7692
1300,4049,7692
1298,4048,7653
1300,4049,7629
1293,4017,7614
1300,3993,7629
1312,3983,7622
1335,3993,7629
1352,3970,7625
1370,3936,7629
1376,3914,7592
1370,3936,7565
1348,3952,7545
1335,3936,7565
1341,3875,7567
1370,3824,7565
1395,3790,7527
1405,3768,7502
1402,3714,7477
1405,3655,7502
1408,3608,7531
1405,3599,7565
1395,3596,7558
1405,3599,7565
1436,3595,7577
1476,3599,7629
1504,3581,7678
1546,3543,7756
1619,3478,7820
1722,3430,7883
1809,3409,7904
1862,3430,7947
1890,3457,8014
1932,3486,8137
1988,3506,8241
2038,3543,8328
2060,3575,8377
2073,3599,8455
2089,3596,8538
2108,3599,8646
2102,3603,8732
2073,3599,8837
2031,3569,8929
2003,3543,9028
1979,3536,9086
1968,3543,9155
1956,3541,9212
1968,3543,9282
1982,3540,9312
2003,3543,9345
2006,3531,9365
2003,3543,9409
1986,3565,9435
1968,3599,9473
1935,3604,9478
1897,3599,9473
1863,3575,9428
1862,3486,9409
1908,3165,9398
2038,2531,9409
2312,1683,9379
2811,844,9345
3528,45,9297
4392,-731,9282
5285,-1237,9248
6078,-900,9218
6547,521,9169
6465,2587,9155
5796,4498,9126
4814,5792,9091
3871,6407,9013
3162,6467,8964
2658,6101,8924
2284,5567,8900
1997,5095,8832
1792,4780,8773
1643,4551,8721
1546,4386,8710
1491,4276,8675
1476,4218,8646
1473,4157,8602
1476,4105,8583
1472,4065,8544
1476,4049,8519
1485,4041,8477
1511,4049,8455
1529,4058,8415
1546,4049,8392
1554,4014,8352
1581,3993,8328
1605,3987,8285
1616,3993,8265
1589,3964,8246
1546,3936,8265
1512,3919,8267
1511,3936,8265
1516,3957,8222
1511,3993,8201
1497,4024,8186
1511,4049,8201
1539,4031,8195
1546,3993,8201
1501,3935,8192
1441,3880,8201
1396,3802,8191
1370,3711,8201
1333,3596,8195
1300,3486,8201
1290,3398,8186
1300,3374,8201
1283,3393,8204
1230,3430,8201
1177,3437,8154
1195,3430,8137
1294,3406,8150
1441,3374,8201
1566,3315,8209
1651,3262,8201
1705,3218,8178
1757,3205,8201
1799,3211,8225
1827,3262,8265
1838,3339,8283
1862,3430,8328
1898,3493,8358
1932,3543,8392
1949,3577,8402
1968,3599,8455
1987,3563,8517
2003,3486,8583
2007,3418,8602
2038,3430,8646
2091,3513,8702
2143,3599,8773
2159,3622,8796
2178,3599,8837
2203,3579,8890
2214,3599,8964
2166,3613,8992
2108,3599,9028
2085,3553,9057
2108,3543,9091
2140,3563,9079
2178,3599,9091
2209,3606,9118
2214,3599,9155
2195,3543,9125
2214,3374,9091
2291,2969,9071
2424,2306,9091
2654,1433,9068
3092,506,9028
3728,-325,8972
4427,-844,8964
5078,-832,8958
5657,-112,8964
5986,1239,8931
5762,2924,8900
4914,4512,8853
3830,5680,8837
2962,6219,8806
2424,6129,8773
2049,5603,8700
1757,5005,8646
1570,4585,8598
1476,4386,8583
1388,4282,8545
1300,4218,8519
1237,4162,8477
1195,4105,8455
1134,4015,8415
1089,3936,8392
1089,3894,8351
1124,3880,8328
1143,3852,8287
1159,3824,8265
1185,3815,8227
1230,3824,8201
1261,3820,8155
1300,3824,8137
1349,3842,8125
1405,3880,8137
1435,3874,8111
1441,3824,8074
1434,3748,8018
1441,3711,8010
1465,3692,8008
1511,3655,8010
1547,3570,7969
1546,3486,7947
1497,3420,7932
1441,3374,7947
1406,3326,7938
1405,3318,7947
1418,3330,7944
1441,3318,7947
1462,3233,7908
1476,3149,7883
1464,3124,7866
1441,3149,7883
1416,3125,7878
1405,3037,7883
1399,2924,7875
1405,2868,7883
1428,2857,7869
1476,2868,7883
1522,2862,7901
1546,2868,7947
1542,2899,7971
1546,2980,8010
1572,3083,8036
1616,3205,8074
1653,3320,8090
1686,3430,8137
1711,3504,8192
1722,3543,8265
1705,3545,8295
1686,3543,8328
1678,3539,8366
1686,3543,8455
1686,3557,8529
1686,3599,8583
1680,3657,8596
1686,3711,8646
1693,3737,8708
1722,3768,8773
1756,3782,8775
1792,3768,8773
1808,3701,8783
1827,3655,8837
1855,3632,8853
1897,3599,8837
1943,3507,8784
2003,3374,8773
2076,3117,8770
2178,2643,8773
2349,1984,8735
2670,1350,8710
3183,785,8676
3865,225,8646
4621,-174,8573
5341,112,8519
5875,1357,8475
6078,3205,8455
5859,4963,8391
5270,6242,8328
4470,6952,8272
3654,7085,8265
2960,6652,8239
2459,5905,8201
2136,5163,8125
1932,4611,8074
1769,4211,8027
1616,3936,8010
1474,3771,7974
1370,3711,7947
1303,3697,7903
1265,3711,7883
1239,3723,7846
1230,3711,7820
1219,3657,7775
1195,3599,7756
1139,3575,7722
1089,3599,7692
1056,3634,7641
1054,3655,7629
1049,3632,7625
1054,3599,7629
1073,3573,7589
1124,3599,7565
1184,3635,7550
1230,3655,7565
1232,3630,7557
1195,3599,7565
1135,3555,7564
1089,3486,7565
1062,3369,7526
1054,3262,7502
1067,3203,7487
1124,3205,7502
1205,3210,7492
1265,3205,7502
1264,3180,7519
1230,3149,7565
1198,3095,7573
1195,3037,7565
1211,2971,7542
1265,2924,7565
1358,2899,7594
1476,2924,7629
1568,2977,7623
1616,3037,7629
1630,3067,7640
1651,3093,7692
1703,3114,7727
1792,3149,7756
1889,3188,7748
1968,3262,7756
2012,3351,7766
2038,3430,7820
2046,3447,7875
2038,3430,7947
2005,3430,7981
1968,3486,8010
1929,3544,8022
1897,3543,8074
1865,3477,8131
1862,3430,8201
1885,3438,8230
1932,3486,8265
1959,3529,8305
1968,3599,8392
1952,3674,8462
1932,3711,8519
1906,3645,8536
1897,3543,8583
1905,3462,8638
1932,3430,8710
1963,3391,8740
2003,3318,8773
2045,3131,8797
2108,2755,8837
2229,2153,8839
2495,1462,8837
2974,866,8820
3689,562,8837
4553,696,8838
5411,1406,8837
6050,2654,8799
6289,4218,8773
6029,5735,8734
5341,6917,8710
4436,7541,8666
3584,7535,8646
2933,6983,8614
2495,6186,8583
2188,5433,8511
1968,4892,8455
1805,4540,8406
1686,4330,8392
1585,4194,8356
1511,4105,8328
1464,4032,8286
1441,3993,8265
1417,3969,8225
1405,3936,8201
1410,3874,8161
1441,3824,8137
1474,3811,8096
1511,3824,8074
1524,3809,8036
1511,3768,8010
1457,3704,7964
1405,3655,7947
1372,3610,7934
1370,3599,7947
1371,3596,7921
1370,3599,7883
1365,3574,7827
1370,3543,7820
1373,3494,7819
1370,3430,7820
1353,3339,7777
1335,3262,7756
1317,3200,7746
1300,3149,7756
1267,3082,7723
1230,3037,7692
1209,3022,7669
1230,3037,7692
1270,3037,7699
1300,3037,7692
1299,3032,7649
1300,3037,7629
1323,3030,7613
1370,3037,7629
1419,3040,7625
1476,3037,7629
1540,3016,7616
1616,3037,7629
1687,3107,7626
1757,3205,7629
1817,3269,7610
1862,3318,7629
1882,3382,7653
1897,3486,7692
1914,3570,7708
1932,3599,7756
1934,3583,7812
1932,3599,7883
1940,3653,7910
1968,3711,7947
1992,3720,7991
2003,3711,8074
1988,3707,8135
1968,3711,8201
1952,3704,8252
1968,3711,8328
1997,3740,8386
2038,3768,8455
2065,3766,8510
2108,3768,8583
2156,3788,8622
2214,3824,8646
2253,3812,8633
2284,3768,8646
2303,3716,8668
2319,3711,8710
2311,3706,8712
2284,3655,8710
2241,3522,8695
2214,3318,8710
2212,2947,8709
2284,2362,8710
2510,1675,8676
2987,1125,8646
3695,690,8602
4532,225,8583
5375,-135,8550
6114,169,8519
6533,1391,8453
6395,3093,8392
5671,4526,8302
4673,5398,8201
3764,5815,8045
3092,5905,7883
2591,5662,7725
2214,5230,7629
1945,4831,7554
1757,4611,7502
1588,4505,7429
1441,4442,7375
1334,4380,7307
1265,4330,7247
1192,4270,7167
1124,4218,7120
1075,4174,7082
1054,4161,7057
1043,4160,6989
1054,4161,6930
1071,4153,6878
1089,4161,6866
1083,4186,6835
1089,4218,6802
1105,4219,6755
1124,4218,6739
1113,4213,6709
1089,4218,6675
1074,4195,6622
1089,4161,6612
1120,4107,6612
1159,4049,6612
1195,3979,6568
1230,3936,6548
1250,3922,6543
1265,3936,6548
1276,3939,6509
1300,3936,6485
1333,3912,6476
1370,3880,6485
1394,3837,6449
1405,3824,6421
1403,3825,6407
1405,3824,6421
1415,3776,6393
1441,3711,6357
1472,3645,6329
1511,3599,6357
1545,3542,6387
1581,3486,6421
1613,3423,6437
1651,3374,6485
1696,3329,6538
1757,3318,6612
1817,3333,6667
1862,3374,6739
1873,3403,6799
1862,3430,6866
1840,3450,6913
1827,3486,6993
1821,3516,7084
1827,3543,7184
1829,3545,7243
1827,3543,7311
1810,3533,7391
1792,3543,7502
1772,3562,7577
1757,3599,7629
1736,3627,7651
1722,3655,7692
1713,3673,7723
1722,3711,7756
1736,3762,7755
1757,3824,7756
1772,3847,7745
1792,3824,7756
1818,3759,7754
1862,3711,7756
1914,3694,7725
1968,3711,7692
2006,3734,7647
2038,3768,7629
2066,3800,7600
2108,3824,7565
2145,3809,7494
2178,3768,7438
2191,3723,7393
2214,3711,7375
2242,3711,7320
2284,3711,7247
2302,3685,7159
2284,3655,7120
2239,3614,7091
2214,3599,7057
2195,3624,6981
2143,3711,6930
2044,3781,6893
1968,3711,6866
1965,3344,6796
2073,2699,6739
2368,1964,6697
2951,1350,6675
3744,801,6611
4532,225,6548
5196,-174,6497
5762,112,6485
6076,1225,6452
5797,2699,6421
4856,3889,6379
3724,4611,6357
2918,4991,6320
2495,5117,6294
2179,4962,6255
1862,4667,6230
1619,4430,6190
1476,4330,6167
1338,4270,6132
1195,4218,6103
1104,4177,6057
1089,4161,6040
1090,4130,6032
1089,4105,6040
1106,4098,6009
1159,4105,5976
1207,4085,5948
1230,4049,5976
1223,4011,6007
1230,3993,6040
1244,3983,6050
1265,3993,6103
1272,3996,6168
1300,3993,6230
1352,3960,6247
1405,3936,6294
1428,3923,6374
1441,3936,6485
1459,3940,6549
1476,3936,6612
1464,3909,6683
1441,3880,6802
1420,3842,6919
1405,3824,7057
1383,3816,7184
1370,3824,7311
1370,3807,7398
1370,3768,7502
1342,3702,7614
1300,3655,7756
1259,3620,7876
1230,3599,8010
1193,3564,8135
1159,3543,8265
1142,3534,8356
1159,3543,8455
1203,3526,8546
1265,3486,8646
1321,3423,8708
1370,3374,8773
1414,3334,8830
1476,3318,8900
1547,3306,8935
1616,3318,8964
1660,3337,8962
1686,3374,8964
1694,3401,8948
1686,3430,8964
1663,3453,8972
1651,3486,8964
1659,3501,8896
1686,3486,8837
1704,3447,8791
1722,3430,8773
1744,3451,8716
1792,3486,8646
1832,3497,8547
1862,3486,8455
1872,3470,8344
1897,3486,8265
1922,3512,8193
1932,3543,8137
1912,3546,8039
1897,3543,7947
1905,3504,7861
1932,3430,7820
1965,3313,7761
2038,3149,7692
2182,2811,7588
2424,2193,7502
2781,1335,7420
3303,450,7375
4007,-375,7313
4849,-1125,7247
5707,-1610,7145
6430,-1350,7057
6819,-106,6972
6711,1799,6930
6081,3690,6888
5130,5117,6866
4153,5923,6827
3373,6129,6802
2820,5825,6763
2424,5286,6739
2109,4797,6699
1862,4499,6675
1678,4312,6637
1546,4161,6612
1443,4023,6571
1370,3936,6548
1314,3877,6511
1265,3824,6485
1223,3772,6442
1230,3768,6421
1270,3802,6388
1300,3824,6357
1270,3811,6309
1230,3824,6294
1214,3885,6290
1230,3936,6294
1221,3899,6258
1195,3824,6230
1167,3770,6213
1159,3768,6230
1145,3761,6229
1124,3768,6230
1100,3790,6220
1089,3824,6230
1075,3811,6225
1054,3768,6230
1027,3721,6222
1019,3711,6230
1030,3711,6223
1054,3711,6230
1070,3688,6223
1089,3655,6230
1118,3602,6221
1159,3543,6230
1195,3459,6243
1230,3374,6294
1271,3310,6329
1335,3318,6357
1416,3371,6364
1511,3430,6421
1611,3440,6506
1722,3430,6612
1831,3420,6688
1932,3430,6802
2012,3430,6948
2073,3430,7120
2114,3425,7247
2143,3430,7375
2162,3427,7512
2178,3430,7692
2175,3428,7853
2143,3430,8010
2084,3424,8139
2038,3430,8265
2023,3452,8355
2038,3486,8455
2032,3503,8547
2003,3486,8646
1955,3431,8708
1932,3374,8773
1926,3326,8830
1932,3318,8900
1932,3330,8936
1932,3374,8964
1922,3408,8961
1897,3430,8964
1846,3414,8951
1792,3374,8964
1763,3263,8965
1792,3037,8964
1874,2622,8925
2038,2024,8900
2367,1268,8868
2951,450,8837
3726,-313,8765
4532,-787,8710
5267,-711,8647
5903,112,8583
6257,1573,8475
6043,3318,8392
5203,4899,8322
4111,6017,8265
3211,6499,8160
2635,6354,8074
2237,5771,8002
1932,5117,7947
1739,4644,7846
1651,4386,7756
1576,4218,7680
1476,4105,7629
1382,4051,7533
1335,4049,7438
1314,4031,7353
1300,3993,7311
1288,3940,7248
1300,3880,7184
1330,3795,7105
1370,3711,7057
1388,3660,6993
1405,3655,6930
1439,3673,6848
1511,3711,6802
1560,3742,6763
1546,3768,6739
1470,3764,6693
1405,3768,6675
1390,3770,6667
1405,3768,6675
1400,3709,6644
1370,3599,6612
1322,3448,6587
1265,3318,6612
1191,3228,6623
1124,3205,6612
1079,3221,6562
1054,3262,6548
1029,3278,6548
1019,3262,6548
1028,3205,6506
1054,3149,6485
1073,3090,6480
1089,3037,6485
1095,2986,6445
1089,2980,6421
1073,3006,6414
1089,3037,6421
1146,3032,6384
1230,3037,6357
1311,3073,6348
1405,3149,6357
1504,3212,6324
1581,3262,6294
1608,3292,6278
1616,3318,6294
1631,3319,6287
1651,3318,6294
1651,3313,6310
1651,3318,6357
1672,3330,6385
1722,3374,6421
1762,3435,6447
1792,3486,6485
1814,3513,6503
1862,3543,6548
1914,3561,6603
1968,3543,6675
2013,3455,6710
2073,3374,6739
2135,3357,6758
2178,3430,6802
2184,3508,6832
2178,3543,6866
2175,3512,6887
2178,3430,6930
2187,3202,6961
2249,2755,6993
2420,2121,6993
2741,1462,6993
3210,828,6982
3830,225,6993
4571,-188,6993
5341,0,6993
5937,1003,6962
6149,2587,6930
5861,4214,6886
5165,5511,6866
4280,6312,6836
3443,6579,6802
2772,6323,6736
2284,5736,6675
1932,5062,6606
1686,4499,6548
1508,4096,6475
1370,3880,6421
1249,3809,6357
1159,3824,6294
1106,3833,6211
1089,3824,6167
1085,3796,6136
1089,3768,6103
1090,3734,6026
1089,3711,5976
1070,3702,5961
1054,3711,5976
1051,3729,5948
1089,3768,5912
1132,3802,5872
1159,3824,5849
1147,3801,5805
1124,3768,5785
1103,3714,5780
1089,3655,5785
1069,3585,5750
1054,3543,5722
1049,3503,5707
1054,3430,5722
1052,3304,5717
1054,3205,5722
1072,3177,5720
1124,3205,5722
1194,3217,5687
1265,3205,5658
1311,3147,5641
1335,3037,5658
1336,2876,5659
1335,2755,5658
1350,2705,5646
1405,2699,5658
1481,2683,5659
1546,2699,5658
1581,2752,5623
1616,2812,5595
1675,2829,5572
1757,2868,5595
1833,2966,5622
1897,3093,5658
1942,3150,5676
1968,3149,5722
1970,3149,5776
1968,3205,5849
1959,3272,5901
1932,3318,5976
1876,3337,6059
1827,3374,6167
1809,3431,6254
1827,3486,6357
1835,3501,6468
1827,3486,6612
1801,3454,6740
1792,3430,6866
1778,3394,6961
1757,3374,7057
1725,3374,7139
1722,3430,7247
1750,3509,7346
1792,3599,7438
1804,3638,7493
1792,3599,7565
1775,3450,7650
1792,3205,7756
1856,2814,7826
2003,2249,7883
2270,1563,7913
2705,956,7947
3305,593,7947
4041,619,7947
4841,1184,7934
5587,2418,7947
6057,4096,7947
6043,5736,7947
5493,6961,7913
4603,7760,7883
3662,8103,7840
2881,7816,7820
2310,6887,7784
1932,5792,7756
1702,5042,7712
1581,4724,7692
1522,4554,7662
1511,4386,7629
1526,4245,7557
1546,4161,7502
1540,4058,7454
1511,3936,7438
1460,3847,7403
1405,3824,7375
1354,3823,7332
1335,3824,7311
1341,3822,7274
1370,3824,7247
1398,3787,7206
1441,3711,7184
1471,3604,7147
1476,3543,7120
1440,3526,7077
1405,3543,7057
1395,3539,7023
1405,3543,6993
1397,3547,6944
1370,3543,6930
1343,3492,6925
1335,3430,6930
1326,3371,6893
1300,3318,6866
1247,3234,6848
1195,3149,6866
1159,3077,6864
1159,3037,6866
1185,2999,6855
1230,2980,6866
1271,2973,6861
1300,2980,6866
1305,2960,6856
1300,2924,6866
1291,2880,6860
1300,2868,6866
1333,2880,6856
1405,2924,6866
1497,2988,6861
1581,3093,6866
1628,3209,6852
1651,3318,6866
1664,3381,6884
1686,3430,6930
1714,3477,6956
1757,3543,6993
1797,3601,7015
1827,3655,7057
1839,3687,7080
1862,3711,7120
1907,3728,7158
1968,3768,7247
2011,3808,7371
2038,3824,7565
2053,3776,7779
2073,3711,8010
2089,3676,8188
2108,3711,8328
2134,3773,8417
2178,3824,8519
2220,3829,8611
2249,3824,8710
2260,3817,8770
2284,3824,8837
2319,3824,8893
2354,3824,8964
2360,3805,8998
2354,3768,9028
2347,3720,9043
2354,3711,9091
2343,3752,9125
2319,3824,9155
2287,3880,9147
2284,3936,9155
2289,3976,9152
2284,3993,9155
2248,3959,9119
2214,3936,9091
2183,3932,9051
2143,3936,9028
2062,3899,8983
1968,3824,8964
1906,3635,8933
1932,3262,8900
2069,2708,8825
2354,2137,8773
2818,1625,8732
3478,1181,8710
4262,882,8642
5024,1012,8583
5554,1712,8531
5692,2812,8519
5385,3927,8484
4743,4836,8455
3958,5448,8413
3232,5736,8392
2668,5673,8351
2284,5398,8328
2029,5080,8290
1862,4836,8265
1740,4641,8219
1651,4499,8201
