II,III,PLETH,ABP
574,711,6854,4688
575,550,6849,4683
643,449,6812,4631
732,495,6796,4590
787,658,6783,4576
836,826,6796,4590
891,908,6791,4573
941,936,6796,4543
933,961,6787,4509
888,991,6796,4496
845,942,6791,4471
836,770,6796,4449
862,496,6771,4420
941,220,6742,4402
1084,23,6698,4373
1254,-55,6689,4355
1348,-52,6686,4331
1254,-55,6689,4309
908,-185,6657,4272
366,-495,6636,4262
-186,-907,6622,4261
-470,-1211,6636,4262
-292,-1229,6632,4232
366,-936,6636,4215
1306,-472,6629,4210
2195,0,6636,4215
2655,393,6626,4190
2509,715,6636,4168
1940,986,6650,4157
1359,1211,6689,4168
985,1376,6713,4166
732,1486,6742,4168
474,1538,6745,4166
314,1541,6742,4168
387,1508,6723,4143
627,1486,6742,4121
829,1515,6771,4108
941,1596,6796,4121
1058,1677,6766,4124
1254,1706,6742,4121
1467,1669,6730,4110
1620,1596,6742,4121
1683,1513,6719,4128
1672,1431,6689,4121
1603,1358,6651,4088
1516,1321,6636,4074
1453,1331,6604,4073
1463,1376,6583,4074
1531,1427,6565,4047
1620,1486,6583,4028
1683,1543,6588,4022
1725,1596,6583,4028
1753,1643,6546,4004
1777,1706,6530,3981
1791,1756,6520,3969
1829,1761,6530,3981
1913,1731,6522,3967
2038,1761,6530,3934
2166,1886,6529,3893
2299,2036,6530,3887
2460,2103,6497,3890
2665,2091,6477,3887
2847,2055,6463,3857
2927,2036,6477,3840
2861,2008,6473,3835
2718,1981,6477,3840
2567,1979,6470,3818
2456,2036,6477,3793
2363,2121,6467,3777
2299,2201,6477,3793
2282,2238,6491,3799
2352,2256,6530,3793
2494,2286,6553,3762
2665,2366,6583,3747
2758,2461,6601,3737
2718,2532,6636,3747
2584,2552,6658,3743
2509,2587,6689,3747
2563,2683,6708,3752
2718,2862,6742,3793
2875,3063,6766,3837
3031,3247,6796,3887
3188,3375,6797,3933
3345,3467,6796,4028
3456,3541,6782,4157
3554,3632,6796,4309
3667,3722,6801,4439
3815,3797,6796,4590
3957,3861,6744,4761
4076,3962,6689,4964
4164,4101,6630,5150
4233,4238,6583,5339
4283,4329,6508,5521
4338,4403,6424,5714
4405,4471,6315,5880
4494,4513,6212,6041
4588,4496,6096,6184
4704,4458,5999,6322
4871,4415,5894,6423
5122,4348,5787,6510
5390,4209,5648,6577
5540,4018,5521,6650
5413,3786,5403,6703
4965,3522,5309,6744
4259,3228,5198,6749
3449,2972,5097,6744
2668,2786,4999,6718
2038,2642,4937,6697
1629,2450,4876,6655
1463,2201,4831,6603
1446,1932,4786,6525
1463,1706,4778,6463
1451,1534,4776,6408
1463,1431,4778,6369
1516,1392,4748,6304
1568,1431,4725,6229
1540,1510,4709,6143
1463,1596,4725,6088
1404,1643,4742,6038
1411,1651,4778,5995
1438,1597,4804,5921
1463,1486,4831,5854
1479,1333,4843,5791
1516,1211,4884,5760
1548,1151,4935,5719
1568,1156,4990,5667
1576,1190,5013,5587
1620,1266,5044,5526
1685,1376,5071,5472
1725,1486,5097,5433
1714,1527,5089,5378
1725,1486,5097,5339
1819,1396,5120,5293
1986,1321,5150,5245
2119,1277,5131,5167
2143,1266,5097,5105
2004,1279,5059,5052
1725,1321,5044,5011
1379,1362,5013,4940
1097,1376,4990,4871
942,1377,4961,4809
888,1431,4937,4777
883,1531,4896,4731
941,1596,4884,4683
1087,1549,4897,4626
1307,1431,4937,4590
1532,1307,4958,4543
1725,1211,4990,4496
1856,1146,5030,4436
1934,1156,5097,4402
1989,1235,5145,4374
2143,1321,5203,4355
2499,1338,5264,4321
3031,1321,5362,4309
3471,1311,5461,4305
3501,1321,5574,4309
2988,1329,5674,4283
2143,1376,5787,4262
1318,1475,5888,4249
784,1596,5999,4262
567,1671,6082,4261
575,1706,6158,4262
696,1726,6220,4254
888,1761,6318,4262
1128,1831,6423,4259
1411,1981,6530,4262
1718,2203,6602,4256
2038,2422,6689,4262
2341,2559,6787,4259
2613,2642,6902,4262
2840,2746,6982,4256
3031,2917,7061,4262
3182,3119,7132,4259
3292,3302,7220,4262
3344,3421,7291,4255
3345,3467,7380,4262
3291,3440,7459,4263
3188,3357,7539,4262
3018,3217,7584,4237
2822,3027,7645,4215
2694,2807,7701,4187
2718,2587,7751,4168
2833,2328,7749,4137
2874,1981,7751,4121
2727,1579,7762,4114
2456,1266,7804,4121
2178,1127,7823,4105
1934,1101,7857,4074
1667,1047,7897,4035
1359,936,7964,4028
1042,834,7995,4029
784,826,8017,4028
618,925,8024,3998
575,1101,8070,3981
626,1260,8117,3975
732,1321,8176,3981
824,1259,8201,3960
888,1156,8229,3934
933,1067,8242,3903
993,991,8282,3887
1077,885,8307,3861
1202,770,8335,3840
1368,672,8330,3814
1568,605,8335,3793
1741,557,8326,3762
1829,550,8335,3747
1802,586,8326,3741
1672,605,8335,3747
1426,493,8329,3728
1097,220,8335,3700
858,-100,8323,3664
993,-275,8335,3653
1601,-223,8334,3649
2404,0,8335,3653
2882,287,8301,3634
2718,605,8282,3606
2034,932,8253,3570
1254,1211,8229,3559
713,1371,8167,3558
470,1431,8123,3559
399,1453,8084,3535
418,1486,8070,3512
526,1515,8017,3499
732,1541,7964,3512
965,1581,7910,3518
1150,1651,7910,3512
1250,1708,7910,3484
1307,1706,7910,3466
1353,1646,7873,3456
1411,1596,7857,3466
1464,1603,7844,3466
1516,1651,7857,3466
1564,1676,7848,3457
1620,1651,7857,3466
1660,1595,7867,3469
1672,1541,7910,3466
1660,1499,7935,3438
1672,1486,7964,3419
1729,1514,7976,3409
1829,1596,8017,3419
1940,1693,8044,3418
2038,1761,8070,3419
2091,1759,8061,3413
2090,1706,8070,3419
2064,1635,8083,3416
2090,1596,8123,3419
2209,1600,8130,3414
2404,1651,8123,3419
2604,1699,8085,3416
2770,1706,8070,3419
2866,1651,8043,3415
2874,1596,8017,3419
2765,1601,7956,3415
2561,1706,7910,3419
2300,1881,7856,3415
2038,2091,7804,3419
1783,2281,7716,3415
1568,2422,7645,3419
1439,2480,7581,3414
1463,2477,7539,3419
1618,2438,7460,3416
1829,2422,7380,3419
2016,2447,7286,3412
2195,2532,7220,3419
2377,2638,7150,3417
2561,2752,7114,3419
2692,2856,7079,3406
2770,2972,7061,3419
2774,3059,7019,3451
2718,3082,7008,3512
2641,3023,7015,3559
2665,2972,7061,3606
2844,3016,7086,3653
3136,3192,7114,3747
3412,3424,7126,3870
3606,3632,7167,4028
3697,3767,7208,4181
3711,3852,7273,4355
3675,3909,7324,4545
3658,3962,7380,4777
3716,4022,7403,5012
3867,4128,7433,5245
4066,4290,7449,5451
4285,4513,7486,5667
4535,4767,7508,5878
4808,5008,7539,6088
4969,5121,7541,6259
4860,5008,7539,6416
4487,4690,7508,6556
4076,4348,7486,6697
3808,4121,7451,6802
3658,4018,7433,6884
3479,3942,7399,6932
3240,3852,7380,6978
2993,3710,7346,7004
2770,3467,7326,7025
2523,3084,7292,7023
2247,2642,7273,7025
1967,2250,7241,7005
1725,1981,7220,6978
1517,1809,7185,6925
1359,1706,7167,6884
1251,1638,7138,6837
1202,1596,7114,6791
1185,1558,7060,6715
1202,1541,7008,6650
1253,1538,6944,6591
1359,1541,6902,6557
1487,1502,6846,6507
1620,1431,6796,6463
1744,1365,6730,6408
1881,1376,6689,6369
1975,1438,6638,6317
1934,1486,6583,6276
1699,1452,6495,6223
1359,1376,6424,6182
1028,1305,6360,6127
784,1266,6318,6088
628,1233,6256,6038
575,1211,6212,5995
620,1200,6173,5936
732,1211,6158,5901
846,1244,6127,5871
941,1321,6105,5854
1006,1419,6073,5808
1045,1486,6052,5760
1063,1475,6015,5704
1097,1431,5999,5667
1180,1436,5990,5616
1307,1541,5999,5573
1415,1683,5977,5518
1463,1761,5946,5479
1459,1703,5903,5429
1463,1541,5893,5386
1491,1348,5887,5329
1516,1211,5893,5292
1499,1164,5870,5258
1463,1211,5840,5245
1443,1285,5783,5219
1463,1321,5734,5198
1524,1296,5687,5165
1620,1266,5681,5152
1693,1258,5680,5140
1672,1266,5681,5152
1533,1270,5647,5151
1359,1321,5628,5152
1225,1441,5616,5138
1150,1596,5628,5152
1101,1692,5620,5171
1097,1706,5628,5198
1153,1655,5641,5198
1254,1596,5681,5198
1341,1562,5704,5192
1411,1596,5734,5198
1494,1693,5753,5190
1620,1816,5787,5198
1745,1911,5806,5212
1829,1981,5840,5245
1896,2060,5864,5253
2038,2201,5893,5245
2282,2434,5892,5213
2561,2752,5893,5198
2783,3075,5884,5189
2927,3302,5893,5198
2991,3377,5889,5197
2979,3357,5893,5198
2925,3334,5886,5176
2927,3357,5893,5152
3013,3387,5888,5116
3083,3357,5893,5105
2999,3203,5887,5100
2770,2917,5893,5105
2530,2549,5887,5082
2404,2201,5893,5058
2377,1940,5887,5027
2352,1761,5893,5011
2214,1590,5887,4984
1934,1376,5893,4964
1548,1118,5887,4935
1150,881,5893,4917
796,735,5888,4889
523,715,5893,4871
363,786,5886,4842
366,881,5893,4824
503,960,5890,4795
679,1046,5893,4777
779,1139,5883,4750
784,1211,5893,4730
713,1200,5895,4700
627,1101,5893,4683
588,922,5860,4658
679,715,5840,4636
888,532,5815,4602
1150,440,5787,4590
1411,429,5725,4585
1672,440,5681,4590
1838,412,5648,4568
1725,330,5628,4543
1243,153,5572,4511
575,-165,5521,4496
10,-579,5481,4470
-261,-881,5468,4449
-205,-863,5437,4420
157,-495,5415,4402
732,56,5401,4375
1359,605,5415,4355
1863,1046,5415,4327
2195,1376,5415,4309
2396,1608,5403,4281
2509,1761,5415,4262
2506,1826,5430,4234
2352,1816,5468,4215
2038,1761,5495,4188
1620,1706,5521,4168
1182,1655,5517,4139
836,1596,5521,4121
658,1527,5532,4109
679,1486,5574,4121
838,1482,5605,4126
1045,1486,5628,4121
1219,1459,5619,4090
1359,1431,5628,4074
1486,1465,5644,4069
1620,1596,5681,4074
1737,1773,5688,4052
1829,1926,5681,4028
1902,2023,5658,4011
1986,2091,5681,4028
2070,2138,5738,4036
2143,2146,5840,4028
2180,2083,5940,3994
2195,1981,6052,3981
2192,1894,6140,3979
2195,1871,6212,3981
2218,1890,6239,3954
2299,1926,6265,3934
2439,1966,6283,3925
2613,2036,6318,3934
2762,2121,6337,3917
2874,2201,6371,3887
2969,2256,6395,3851
3083,2311,6424,3840
3188,2357,6422,3836
3240,2366,6424,3840
3195,2312,6417,3821
3083,2256,6424,3793
2933,2265,6415,3756
2770,2366,6424,3747
2579,2504,6424,3746
2404,2642,6424,3747
2305,2757,6391,3718
2352,2862,6371,3700
2498,2918,6358,3692
2665,2917,6371,3700
2778,2869,6366,3679
2874,2862,6371,3653
2986,2932,6366,3632
3136,3082,6371,3653
3272,3251,6359,3676
3397,3412,6371,3700
3503,3525,6390,3707
3606,3577,6424,3747
3673,3555,6425,3819
3711,3522,6424,3934
3739,3537,6414,4047
3815,3632,6424,4168
3949,3753,6420,4290
4129,3852,6424,4449
4298,3907,6416,4625
4442,3962,6424,4824
4564,4060,6418,5009
4704,4238,6424,5198
4865,4474,6418,5377
5069,4733,6424,5573
5337,4932,6401,5761
5696,5008,6371,5948
6075,4924,6326,6098
6324,4733,6318,6229
6279,4530,6316,6325
5906,4403,6318,6416
5266,4332,6284,6487
4494,4238,6265,6557
3708,4035,6253,6606
3031,3742,6265,6650
2534,3418,6257,6660
2247,3137,6265,6650
2118,2914,6279,6617
2090,2752,6318,6603
2090,2611,6324,6587
2090,2477,6318,6557
2066,2331,6298,6482
2038,2201,6318,6416
2005,2086,6342,6361
1986,1981,6371,6322
1960,1866,6365,6253
1934,1761,6371,6182
1883,1654,6383,6105
1829,1541,6424,6041
1779,1409,6448,5962
1777,1321,6477,5901
1801,1324,6493,5847
1829,1431,6530,5807
1816,1546,6553,5737
1777,1596,6583,5667
1734,1566,6600,5602
1725,1541,6636,5573
1755,1558,6660,5532
1829,1596,6689,5479
1916,1590,6702,5399
1986,1541,6742,5339
2027,1475,6788,5285
2090,1431,6849,5245
2228,1414,6876,5191
2456,1431,6902,5152
2714,1447,6917,5106
2927,1431,6955,5058
3025,1383,6978,4980
2979,1376,7008,4917
2755,1455,7024,4865
2352,1596,7061,4824
1796,1711,7086,4752
1202,1761,7114,4683
717,1750,7112,4623
470,1706,7114,4590
465,1629,7104,4541
627,1541,7114,4496
854,1477,7110,4443
1097,1486,7114,4402
1310,1544,7103,4349
1463,1596,7114,4309
1534,1585,7112,4274
1568,1541,7114,4262
1591,1499,7098,4237
1620,1486,7114,4215
1623,1481,7135,4182
1620,1486,7167,4168
1627,1485,7164,4158
1672,1486,7167,4168
1738,1504,7161,4168
1829,1596,7167,4168
1943,1755,7153,4156
2090,1926,7167,4168
2236,2047,7187,4187
2352,2146,7220,4215
2443,2266,7216,4217
2561,2422,7220,4215
2714,2583,7230,4207
2874,2752,7273,4215
3046,2923,7297,4213
3292,3082,7326,4215
3621,3204,7342,4208
3972,3302,7380,4215
4297,3387,7401,4214
4599,3467,7433,4215
4769,3543,7449,4207
4599,3632,7486,4215
4010,3701,7507,4217
3240,3687,7539,4215
2609,3540,7555,4187
2247,3302,7592,4168
2056,3031,7617,4159
1934,2752,7645,4168
1829,2432,7639,4152
1725,2091,7645,4121
1589,1803,7653,4082
1463,1651,7698,4074
1395,1612,7727,4075
1411,1596,7751,4074
1461,1537,7743,4047
1516,1486,7751,4028
1560,1504,7748,4018
1620,1596,7751,4028
1681,1696,7720,4013
1725,1761,7698,3981
1728,1760,7679,3940
1725,1706,7698,3934
1738,1642,7702,3937
1777,1651,7698,3934
1806,1718,7660,3903
1829,1761,7645,3887
1862,1705,7634,3884
1934,1596,7645,3887
2046,1470,7636,3862
2195,1321,7645,3840
2340,1137,7643,3831
2456,991,7645,3840
2544,899,7611,3824
2613,770,7592,3793
2575,487,7577,3757
2299,110,7592,3747
1754,-165,7587,3743
1097,-165,7592,3747
512,110,7584,3729
105,550,7592,3700
-84,1006,7582,3661
0,1376,7592,3653
309,1590,7590,3656
679,1651,7592,3653
941,1617,7559,3622
1097,1596,7539,3606
1237,1633,7523,3604
1411,1706,7539,3606
1565,1749,7537,3578
1672,1761,7539,3559
1747,1774,7511,3555
1829,1816,7486,3559
1897,1856,7443,3535
1934,1871,7433,3512
1931,1864,7426,3504
1934,1871,7433,3512
1952,1896,7405,3493
1986,1926,7380,3466
2012,1948,7343,3448
2038,1981,7326,3466
2054,2019,7292,3475
2038,2036,7273,3466
1981,2011,7256,3433
1934,1981,7273,3419
1947,1972,7275,3416
2038,1981,7273,3419
2177,1979,7238,3395
2352,1981,7220,3372
2541,2000,7206,3359
2718,2036,7220,3372
2831,2061,7217,3377
2874,2091,7220,3372
2845,2137,7208,3345
2770,2201,7220,3325
2665,2245,7219,3313
2561,2256,7220,3325
2441,2230,7188,3331
2299,2201,7167,3325
2155,2197,7149,3296
2090,2256,7167,3278
2131,2361,7169,3271
2247,2477,7167,3278
2361,2551,7147,3274
2456,2587,7167,3278
2523,2588,7195,3279
2561,2587,7220,3278
2557,2595,7192,3252
2561,2642,7167,3231
2610,2690,7151,3219
2718,2697,7167,3231
2817,2637,7163,3232
2874,2587,7167,3231
2878,2602,7162,3221
2874,2697,7167,3231
2868,2797,7138,3245
2874,2862,7114,3278
2897,2872,7094,3313
2979,2862,7114,3372
3108,2848,7119,3432
3240,2862,7114,3512
3299,2903,7077,3604
3292,2972,7061,3747
3280,3046,7051,3921
3345,3137,7061,4121
3497,3253,7038,4304
3711,3412,7008,4496
3933,3582,6963,4695
4129,3742,6955,4917
4226,3881,6950,5128
4181,4018,6955,5339
4010,4117,6927,5528
3815,4128,6902,5714
3652,4016,6863,5875
3501,3852,6849,6041
3305,3718,6835,6189
3083,3632,6849,6322
2880,3499,6849,6417
2718,3247,6849,6510
2561,2901,6816,6586
2404,2587,6796,6650
2243,2376,6780,6673
2090,2256,6796,6697
1932,2165,6795,6719
1777,2091,6796,6744
1620,2020,6781,6727
1463,1926,6796,6697
1297,1773,6800,6661
1150,1596,6796,6650
1043,1437,6755,6628
993,1321,6742,6603
965,1208,6739,6554
941,1101,6742,6510
906,1016,6707,6454
888,991,6689,6416
885,995,6683,6367
888,991,6689,6322
882,940,6657,6263
888,881,6636,6229
926,865,6627,6200
993,936,6636,6182
1036,1051,6607,6135
1045,1156,6583,6088
1064,1216,6570,6033
1150,1266,6583,5995
1238,1322,6561,5943
1202,1376,6530,5901
1005,1392,6489,5849
784,1376,6477,5807
673,1341,6465,5752
679,1321,6477,5714
724,1342,6478,5666
784,1431,6477,5620
855,1530,6442,5545
888,1541,6424,5479
808,1414,6412,5420
627,1211,6424,5386
444,1001,6417,5339
366,826,6424,5292
433,735,6422,5220
627,826,6424,5152
875,1089,6393,5083
1097,1376,6371,5058
1226,1511,6355,5039
1254,1486,6371,5011
1197,1394,6370,4949
1097,1321,6371,4917
994,1272,6359,4911
941,1266,6371,4917
962,1306,6370,4886
1045,1376,6371,4871
1121,1407,6355,4881
1150,1376,6371,4917
1155,1292,6393,4919
1202,1211,6424,4917
1260,1155,6420,4926
1254,1156,6424,4964
1184,1221,6434,4987
1202,1376,6477,5011
1419,1606,6504,5028
1777,1871,6530,5058
2100,2101,6541,5074
2299,2256,6583,5105
2402,2332,6629,5129
2456,2366,6689,5152
2444,2401,6718,5145
2352,2477,6742,5152
2209,2600,6752,5169
2090,2752,6796,5198
2034,2879,6845,5199
2038,2972,6902,5198
2085,3073,6911,5192
2195,3247,6902,5198
2394,3468,6879,5191
2665,3632,6902,5198
2897,3646,6931,5200
2979,3522,6955,5198
2881,3309,6926,5168
2665,3027,6902,5152
2367,2665,6885,5146
1986,2256,6902,5152
1544,1864,6900,5127
1150,1541,6902,5105
878,1286,6892,5092
732,1101,6902,5105
677,994,6897,5090
732,991,6902,5058
884,1077,6893,5015
1045,1211,6902,5011
1127,1326,6896,5014
1150,1376,6902,5011
1171,1329,6894,4978
1202,1211,6902,4964
1206,1072,6895,4962
1202,991,6902,4964
1227,973,6894,4934
1307,991,6902,4917
1409,992,6896,4913
1516,991,6902,4917
1580,979,6893,4889
1568,936,6902,4871
1454,808,6897,4865
1254,605,6902,4871
956,362,6891,4844
523,110,6902,4824
-47,-177,6902,4816
-627,-495,6902,4824
-1028,-764,6867,4801
-1097,-826,6849,4777
-839,-593,6837,4764
-366,-110,6849,4777
161,466,6827,4763
627,991,6796,4730
972,1368,6750,4688
1202,1596,6742,4683
1351,1734,6739,4686
1463,1871,6742,4683
1541,2017,6714,4651
1568,2091,6689,4636
1513,1997,6654,4633
1411,1761,6636,4636
1332,1509,6603,4609
1359,1376,6583,4590
1499,1386,6551,4582
1725,1486,6530,4590
2004,1601,6495,4568
2299,1706,6477,4543
2496,1784,6448,4526
2456,1816,6424,4543
2161,1783,6383,4548
1777,1706,6371,4543
1491,1628,6366,4513
1359,1596,6371,4496
1319,1621,6341,4485
1359,1706,6318,4496
1520,1820,6301,4498
1829,1926,6318,4496
2192,1978,6317,4470
2456,1981,6318,4449
2467,1962,6305,4435
2195,1981,6318,4449
1737,2062,6318,4455
1307,2201,6318,4449
1070,2323,6301,4416
1097,2366,6318,4402
1302,2321,6342,4399
1568,2256,6371,4402
1790,2210,6364,4376
1934,2201,6371,4355
1984,2237,6388,4345
1986,2366,6424,4355
2023,2567,6426,4339
2195,2752,6424,4309
2481,2807,6413,4268
2770,2752,6424,4262
2943,2682,6420,4261
3031,2697,6424,4262
3127,2772,6417,4233
3292,2862,6424,4215
3462,2937,6416,4202
3606,3027,6424,4215
3780,3091,6422,4213
4076,3082,6424,4215
4358,2999,6394,4217
4338,2972,6371,4262
3828,3068,6352,4321
2979,3247,6371,4402
2083,3383,6377,4479
1411,3467,6371,4590
1124,3553,6332,4716
1359,3687,6318,4871
2014,3817,6313,5020
2770,3907,6318,5198
3283,3970,6287,5393
3501,4073,6265,5620
3603,4211,6249,5832
3763,4348,6265,6041
3969,4438,6263,6227
4129,4513,6265,6416
4197,4594,6255,6583
4233,4678,6265,6744
4261,4721,6261,6868
4285,4733,6265,6978
4350,4716,6256,7065
4547,4678,6265,7165
4839,4605,6261,7247
5226,4513,6265,7306
5899,4367,6255,7310
6951,4128,6265,7306
7712,3794,6263,7298
7108,3467,6265,7306
4936,3201,6250,7287
2404,2972,6265,7259
869,2719,6287,7210
523,2477,6318,7165
624,2283,6315,7096
679,2146,6318,7025
731,2022,6315,6942
888,1926,6318,6884
1031,1859,6287,6830
1097,1816,6265,6791
1139,1774,6250,6724
1202,1761,6265,6650
1235,1756,6263,6563
1254,1706,6265,6510
1330,1556,6255,6461
1516,1376,6265,6416
1731,1245,6260,6339
1881,1211,6265,6276
1880,1238,6257,6217
1777,1321,6265,6182
1663,1432,6259,6130
1620,1541,6265,6088
1592,1595,6257,6038
1568,1596,6265,5995
1683,1549,6259,5922
2090,1486,6265,5854
2641,1448,6257,5790
2927,1486,6265,5760
2685,1564,6260,5718
2038,1596,6265,5667
1250,1540,6255,5587
523,1486,6265,5526
104,1510,6264,5472
366,1596,6265,5433
1393,1668,6234,5365
2665,1706,6212,5292
3357,1690,6193,5209
3083,1596,6212,5152
2159,1438,6232,5096
1254,1321,6265,5058
792,1310,6268,5009
784,1376,6265,4964
964,1453,6247,4906
1097,1541,6265,4871
1059,1607,6289,4839
888,1596,6318,4824
731,1505,6312,4794
784,1486,6318,4777
1078,1637,6332,4752
1463,1871,6371,4730
1735,1972,6377,4694
1881,1871,6371,4683
2008,1685,6352,4681
2195,1596,6371,4683
2413,1645,6395,4656
2613,1761,6424,4636
2773,1843,6421,4626
2927,1871,6424,4636
3118,1876,6417,4632
3397,1926,6424,4636
3695,2077,6415,4637
3867,2366,6424,4636
3788,2742,6424,4608
3501,3082,6424,4590
3189,3267,6391,4582
3031,3302,6371,4590
3054,3281,6358,4569
3136,3302,6371,4543
3100,3379,6367,4512
2874,3467,6371,4496
2524,3479,6364,4469
2195,3357,6371,4449
1964,3089,6362,4423
1829,2752,6371,4402
1755,2449,6372,4369
1777,2256,6371,4355
1929,2143,6323,4351
2195,2036,6265,4355
2421,1894,6196,4334
2456,1761,6158,4309
2229,1683,6120,4278
1829,1651,6105,4262
1404,1597,6092,4235
1097,1486,6105,4215
990,1338,6105,4187
1097,1211,6105,4168
1347,1143,6089,4139
1620,1156,6105,4121
1819,1226,6128,4097
1934,1321,6158,4074
1982,1379,6154,4040
1986,1376,6158,4028
1967,1305,6170,4025
2038,1211,6212,4028
2332,1120,6236,4004
2874,1046,6265,3981
3460,947,6282,3954
3763,826,6318,3934
3528,727,6339,3901
2770,715,6371,3887
1708,729,6390,3884
627,605,6424,3887
-320,218,6444,3861
-1045,-330,6477,3840
-1475,-766,6498,3831
-1516,-826,6530,3840
-1200,-476,6548,3823
-679,110,6583,3793
-139,682,6606,3757
366,1101,6636,3747
818,1360,6650,3743
1202,1541,6689,3747
1465,1689,6720,3729
1620,1816,6742,3700
1724,1912,6729,3662
1829,1981,6742,3653
1931,1979,6766,3655
2038,1871,6796,3653
2195,1698,6785,3623
2456,1596,6796,3606
2742,1635,6817,3602
2927,1761,6849,3606
2976,1882,6838,3582
3031,1981,6849,3559
3207,2048,6887,3549
3501,2036,6955,3559
3872,1928,6981,3558
4285,1816,7008,3559
4550,1799,7043,3558
4338,1871,7114,3559
3499,1943,7164,3536
2299,1981,7220,3512
1135,2003,7280,3498
261,2036,7380,3512
-237,2063,7463,3520
-261,2091,7539,3512
149,2134,7583,3482
732,2201,7645,3466
1174,2234,7696,3459
1411,2201,7751,3466
1560,2134,7773,3462
1725,2146,7804,3466
1907,2283,7825,3466
2143,2477,7857,3466
2439,2579,7856,3441
2770,2532,7857,3419
3056,2367,7846,3405
3292,2201,7857,3419
3484,2124,7852,3425
3711,2201,7857,3419
4081,2383,7848,3389
4651,2587,7857,3372
5125,2738,7851,3363
5069,2862,7857,3372
4332,2962,7848,3370
3292,3027,7857,3372
2369,3029,7851,3366
1725,3027,7857,3372
1386,3045,7846,3368
1516,3082,7857,3372
2164,3099,7869,3365
3031,3137,7910,3372
3658,3206,7936,3381
3867,3302,7964,3419
3768,3391,7959,3459
3554,3522,7964,3512
3351,3720,7954,3563
3292,3962,7964,3653
3413,4150,7956,3774
3658,4238,7964,3934
3978,4213,7956,4090
4547,4128,7964,4262
5553,4049,7954,4450
6898,4073,7964,4683
7976,4222,7957,4921
8100,4458,7964,5152
7052,4691,7952,5341
5331,4898,7964,5526
3701,5077,7962,5707
2665,5228,7964,5901
2287,5292,7929,6073
2404,5228,7910,6229
2766,5024,7895,6350
3136,4733,7910,6463
3353,4400,7906,6556
3449,4073,7910,6650
3520,3766,7900,6711
3658,3522,7910,6744
3900,3352,7903,6739
4233,3247,7910,6744
4477,3124,7902,6747
4390,2917,7910,6744
