II,MCL,ABP,RESP
10416,5781,6411,4095
10286,5828,6480,4099
10233,5731,6493,4095
10286,5615,6480,4099
10301,5612,6433,4095
10286,5676,6367,4099
10226,5626,6264,4095
10198,5523,6141,4099
10189,5494,5990,4095
10286,5554,5839,4099
10429,5529,5683,4095
10552,5401,5538,4099
10509,5283,5384,4095
10375,5310,5236,4099
10255,5381,5080,4095
10286,5371,4935,4099
10353,5268,4791,4095
10375,5249,4671,4099
10325,5326,4554,4095
10375,5371,4445,4099
10492,5282,4324,4095
10552,5218,4219,4099
10403,5261,4118,4095
10198,5310,4031,4099
10052,5214,3931,4095
10020,5096,3843,4099
9995,5077,3757,4095
10020,5127,3692,4099
10045,5112,3615,4095
10020,5096,3541,4099
9866,5136,3458,4095
9754,5188,3391,4099
9781,5153,3315,4095
9932,5127,3240,4099
10008,5174,3155,4095
10020,5249,3089,4099
10043,5240,3030,4095
10198,5218,2976,4099
10387,5231,2900,4095
10552,5249,2825,4099
10637,5211,2756,4095
10730,5218,2712,4099
10792,5283,2671,4095
10818,5310,2637,4099
10784,5207,2594,4095
10818,5096,2562,4099
10867,5026,2532,4095
10818,4913,2524,4099
10545,4677,2519,4095
10198,4486,2524,4099
9864,4457,2520,4095
9577,4516,2524,4099
9283,4482,2532,4095
9133,4394,2562,4099
9146,4352,2595,4095
9222,4364,2637,4099
9186,4293,2672,4095
9133,4150,2712,4099
9119,4054,2747,4095
9133,4120,2788,4099
9093,4227,2822,4095
9133,4242,2863,4099
9262,4159,2899,4095
9400,4150,2938,4099
9429,4211,2972,4095
9488,4211,3014,4099
9550,4101,3052,4095
9488,4089,3089,4099
9246,4235,3109,4095
9133,4364,3127,4099
9251,4316,3141,4095
9400,4272,3164,4099
9323,4367,3182,4095
9222,4486,3202,4099
9279,4457,3207,4095
9400,4425,3202,4099
9289,4519,3179,4095
9045,4638,3164,4099
8922,4608,3159,4095
9045,4547,3164,4099
9161,4588,3152,4095
9133,4669,3127,4099
9021,4643,3086,4095
9045,4608,3051,4099
9159,4650,3023,4096
9222,4699,3014,4099
9123,4646,3000,4094
9045,4608,2976,4099
9057,4660,2932,4097
9133,4699,2901,4099
9129,4616,2879,4093
9133,4547,2863,4099
9149,4591,2825,4099
9133,4638,2788,4099
9009,4561,2759,4085
8956,4486,2750,4083
9058,4527,2733,4078
9222,4608,2712,4067
9243,4613,2687,4022
9133,4638,2675,3971
8917,4740,2658,3921
8601,4791,2637,3890
8219,4629,2598,3850
8158,4364,2562,3810
8799,4149,2532,3763
10198,3967,2524,3730
11809,3618,2522,3694
13035,3082,2524,3665
13540,2501,2509,3629
13479,2014,2486,3601
13040,1540,2458,3565
12326,1038,2449,3537
11220,648,2448,3500
9754,610,2449,3472
8046,805,2429,3437
6385,885,2411,3408
5007,743,2401,3371
4256,763,2411,3344
4353,1217,2415,3314
5320,1922,2411,3296
6688,2523,2390,3269
7892,3021,2373,3247
8591,3518,2364,3219
8956,3936,2373,3199
9198,4132,2378,3173
9400,4242,2373,3151
9462,4396,2350,3121
9488,4516,2336,3103
9570,4475,2331,3084
9754,4425,2336,3070
9851,4485,2332,3045
9843,4547,2336,3022
9787,4470,2338,2994
9843,4394,2336,2974
9922,4445,2315,2947
9932,4516,2298,2926
9819,4469,2291,2900
9754,4425,2298,2878
9782,4481,2297,2843
9843,4516,2298,2813
9811,4395,2297,2783
9754,4272,2298,2765
9677,4299,2280,2741
9577,4394,2260,2717
9447,4382,2249,2682
9488,4333,2260,2652
9679,4342,2268,2624
9843,4364,2260,2604
9800,4288,2234,2575
9754,4211,2223,2540
9819,4220,2222,2494
9932,4272,2223,2460
9894,4256,2203,2428
9843,4242,2185,2395
9885,4292,2178,2346
10020,4364,2185,2299
10091,4333,2184,2254
10198,4272,2185,2218
10394,4312,2185,2177
10641,4486,2185,2138
10754,4601,2167,2097
10818,4547,2147,2058
10959,4413,2136,2009
11262,4425,2147,1961
11565,4562,2153,1916
11794,4638,2147,1881
11895,4567,2124,1842
11971,4547,2110,1800
12062,4662,2102,1751
12237,4760,2110,1704
12376,4697,2108,1654
12414,4638,2110,1608
12340,4708,2104,1557
12326,4791,2110,1511
12354,4731,2107,1462
12326,4669,2110,1415
12118,4717,2103,1363
11882,4760,2110,1318
11712,4652,2117,1276
11616,4547,2147,1238
11450,4571,2186,1195
11262,4608,2260,1157
11095,4492,2364,1122
10996,4364,2524,1093
10838,4359,2724,1060
10641,4394,2976,1029
10449,4317,3257,995
10375,4242,3579,965
10314,4274,3914,935
10198,4333,4257,916
9984,4277,4569,901
9843,4211,4860,884
9782,4231,5123,857
9754,4272,5387,836
9649,4202,5637,824
9577,4120,5877,820
9533,4135,6081,812
9488,4211,6254,804
9387,4192,6372,795
9400,4120,6442,788
9507,4110,6455,777
9577,4211,6442,772
9494,4277,6398,771
9488,4242,6329,772
9625,4172,6222,763
9754,4211,6103,756
9670,4307,5972,753
9577,4333,5839,756
9625,4254,5686,754
9754,4242,5538,756
9757,4338,5396,761
9754,4425,5274,772
9830,4394,5142,774
9932,4394,5010,772
9891,4502,4871,768
9843,4608,4747,772
9870,4578,4624,779
9932,4547,4521,788
9881,4615,4419,790
9843,4699,4332,788
9878,4674,4235,784
9932,4669,4144,788
9848,4762,4043,795
9754,4852,3956,804
9751,4812,3870,805
9843,4791,3805,804
9859,4880,3731,802
9843,4974,3654,804
9851,4943,3555,804
9932,4943,3466,804
9930,5066,3381,802
9843,5188,3315,804
9755,5154,3240,804
9843,5127,3164,804
9986,5239,3081,802
10020,5401,3014,804
9884,5439,2951,804
9843,5462,2901,804
10003,5582,2842,800
10286,5737,2788,804
10506,5777,2725,811
10730,5798,2675,820
10927,5907,2627,820
10996,6073,2599,820
10864,6153,2575,824
10818,6195,2562,836
10998,6247,2539,845
11262,6286,2524,852
11296,6206,2513,857
11173,6073,2524,868
11049,5966,2539,882
10996,5920,2562,900
10851,5851,2576,915
10641,5798,2599,932
10420,5818,2628,952
10286,5950,2675,981
10196,6055,2715,1011
10198,6042,2750,1045
10216,5927,2777,1075
10198,5889,2825,1109
10078,5961,2882,1146
10020,6073,2938,1190
10096,6125,2973,1229
10286,6195,3014,1270
10387,6278,3054,1307
10375,6317,3089,1350
10286,6265,3102,1391
10286,6286,3127,1431
10382,6411,3165,1466
10552,6530,3202,1511
10619,6547,3205,1563
10552,6622,3202,1624
10393,6779,3212,1679
10375,6866,3240,1736
10546,6782,3248,1795
10818,6774,3240,1865
10901,6958,3218,1931
10730,7141,3202,1993
10427,7090,3180,2046
10286,6988,3164,2106
10310,7029,3144,2168
10375,7141,3127,2235
10349,7105,3102,2291
10375,7019,3089,2347
10468,7021,3074,2400
10552,7080,3051,2460
10527,7021,3007,2514
10552,6927,2976,2572
10631,6923,2956,2626
10641,7019,2938,2685
10445,7064,2898,2737
10286,7049,2863,2797
10266,6980,2840,2853
10286,6866,2825,2910
10137,6714,2788,2955
10020,6652,2750,3006
10092,6662,2721,3053
10286,6622,2712,3103
10337,6499,2694,3140
10286,6500,2675,3183
10231,6658,2651,3222
10198,6774,2637,3263
10108,6692,2617,3292
10020,6591,2599,3328
9847,6571,2577,3360
9577,6500,2562,3392
9492,6230,2539,3405
10198,5950,2524,3424
11665,5768,2515,3446
13213,5523,2524,3472
14211,4991,2528,3480
14809,4364,2524,3488
15113,3916,2501,3498
14809,3662,2486,3521
13574,3301,2479,3530
11882,2807,2486,3537
10278,2471,2486,3533
8779,2563,2486,3537
7056,2820,2482,3534
5409,2838,2486,3537
4488,2621,2485,3533
4700,2716,2486,3537
5751,3368,2483,3533
7183,4242,2486,3537
8509,4869,2484,3533
9488,5310,2486,3537
10016,5733,2483,3533
10286,6073,2486,3537
10432,6162,2485,3533
10552,6195,2486,3537
10615,6327,2483,3533
10730,6439,2486,3537
10871,6364,2486,3533
10996,6317,2486,3537
10923,6436,2481,3532
10730,6530,2486,3537
10562,6384,2489,3538
10641,6225,2486,3553
10851,6285,2464,3559
10996,6439,2449,3569
10929,6429,2442,3570
10818,6347,2449,3585
10780,6348,2447,3598
10818,6378,2449,3617
10815,6287,2448,3621
10818,6195,2449,3633
10796,6218,2430,3644
10730,6286,2411,3665
10584,6219,2400,3677
10552,6103,2411,3697
10635,6066,2418,3716
10730,6103,2411,3746
10725,6036,2386,3766
10818,5889,2373,3794
10998,5814,2371,3819
11084,5920,2373,3858
10920,6023,2355,3888
10818,5950,2336,3922
10967,5743,2325,3949
11262,5676,2336,3987
11413,5770,2341,4018
11528,5828,2336,4051
11697,5724,2314,4067
11882,5676,2298,4083
11918,5771,2289,4089
11971,5828,2298,4099
12129,5680,2302,4097
12326,5554,2298,4099
12376,5623,2275,4095
12414,5737,2260,4099
12508,5645,2252,4096
12592,5493,2260,4099
12502,5477,2259,4095
12414,5554,2260,4099
12475,5534,2254,4095
12680,5493,2260,4099
12809,5520,2258,4095
12858,5554,2260,4099
12835,5489,2252,4095
12769,5462,2260,4099
12569,5511,2270,4095
12326,5493,2298,4099
12100,5318,2333,4095
11971,5218,2411,4099
11857,5284,2531,4095
11794,5310,2712,4099
11767,5116,2931,4095
11794,4943,3202,4099
11701,4978,3503,4095
11439,5066,3843,4099
11060,4973,4192,4095
10818,4852,4558,4099
10714,4873,4908,4095
10641,4943,5236,4099
10475,4872,5524,4095
10375,4791,5802,4099
10344,4844,6059,4095
10286,4943,6291,4099
10102,4894,6463,4095
10020,4791,6593,4099
10099,4775,6682,4095
10198,4821,6743,4099
10106,4778,6748,4095
10020,4699,6706,4099
10079,4667,6619,4096
10198,4669,6517,4099
10111,4599,6391,4095
9932,4516,6254,4099
9867,4500,6100,4096
10020,4547,5952,4099
10168,4514,5799,4095
10198,4394,5651,4099
10076,4293,5493,4097
9932,4333,5349,4099
9798,4415,5210,4094
9754,4394,5086,4099
9743,4261,4950,4096
9754,4211,4822,4083
9732,4291,4695,4034
9754,4364,4596,3971
9800,4302,4498,3898
9843,4242,4408,3842
9751,4278,4305,3784
9577,4333,4219,3730
9430,4277,4136,3662
9488,4211,4069,3601
9655,4221,3989,3538
9754,4242,3918,3488
9619,4170,3838,3432
9400,4120,3767,3376
9239,4163,3686,3308
9222,4211,3617,3247
9225,4146,3539,3187
9222,4089,3466,3135
9172,4119,3381,3071
9133,4150,3315,3006
9095,4067,3255,2935
9133,3998,3202,2878
9188,4025,3126,2819
9222,4059,3051,2765
9167,3984,2982,2703
9133,3936,2938,2652
9125,3997,2896,2603
9133,4059,2863,2556
9097,4001,2822,2496
9133,3967,2788,2444
9249,4052,2744,2398
9400,4150,2712,2363
9480,4127,2684,2316
9577,4120,2675,2267
9680,4233,2667,2213
9754,4364,2675,2170
9757,4360,2685,2127
9843,4333,2712,2090
9977,4398,2732,2049
10020,4486,2750,2009
9912,4449,2759,1965
9932,4364,2788,1929
10136,4339,2824,1895
10286,4333,2863,1865
10120,4183,2880,1828
9843,3936,2901,1800
9645,3783,2929,1775
9488,3845,2976,1752
9225,3964,3015,1717
9045,3967,3051,1688
9034,3855,3072,1667
9045,3814,3089,1656
8864,3858,3100,1635
8690,3845,3127,1608
8686,3714,3151,1577
8779,3662,3164,1559
8767,3760,3157,1543
8779,3845,3164,1527
8877,3766,3185,1502
8956,3692,3202,1479
8853,3747,3185,1454
8779,3814,3164,1431
8874,3744,3156,1403
9045,3692,3164,1383
9039,3776,3152,1365
8956,3875,3127,1350
8946,3843,3099,1327
9045,3845,3089,1302
9074,3995,3074,1276
9045,4150,3051,1254
8993,4138,3011,1225
8956,4120,2976,1190
8831,4234,2947,1148
8690,4364,2938,1109
8638,4321,2924,1069
8779,4242,2901,1029
8958,4284,2858,982
9045,4394,2825,932
8989,4405,2801,877
8956,4394,2788,820
8985,4461,2766,761
9045,4547,2750,707
9054,4508,2732,653
9133,4425,2712,595
9276,4434,2673,529
9400,4547,2637,466
9339,4619,2609,409
9222,4608,2599,354
9160,4554,2582,296
9222,4516,2562,241
9298,4487,2535,187
9400,4486,2524,129
9495,4525,2521,64
9577,4608,2524,16
9588,4670,2510,-3
9577,4699,2486,0
9484,4753,2457,2
9222,4913,2449,0
8736,5041,2449,-2
8335,4943,2449,0
8413,4619,2429,1
9222,4333,2411,0
10515,4127,2402,-1
11882,3784,2411,0
12928,3199,2413,0
13567,2655,2411,0
13750,2276,2404,-1
13479,1861,2411,0
12667,1297,2415,0
11439,946,2411,0
9956,1017,2389,0
8424,1221,2373,0
6867,1211,2366,0
5498,1221,2373,0
4728,1566,2373,0
5054,2167,2373,0
6357,2728,2369,0
7981,3296,2373,0
9159,3954,2372,0
9754,4547,2373,0
10004,4855,2370,0
10198,5035,2373,0
10292,5270,2372,0
10286,5493,2373,0
10250,5515,2370,0
10375,5462,2373,0
10574,5521,2372,0
10730,5676,2373,0
10751,5726,2369,0
10818,5676,2373,0
10929,5664,2375,0
10996,5767,2373,0
10900,5851,2353,0
10818,5828,2336,0
10812,5761,2326,0
10818,5798,2336,0
10731,5896,2340,0
10730,5920,2336,0
10867,5837,2314,0
10996,5828,2298,0
10890,5932,2290,0
10730,6012,2298,0
10692,5958,2302,0
10818,5950,2298,0
10936,6068,2277,0
11084,6164,2260,0
11211,6054,2252,0
11262,5920,2260,0
11192,5976,2264,0
11262,6195,2260,0
11513,6316,2239,0
11794,6286,2223,0
11884,6182,2214,0
11971,6103,2223,0
12170,6045,2226,0
12414,6073,2223,0
12456,6148,2202,0
12414,6195,2185,0
12484,6160,2176,0
12769,6164,2185,0
13038,6207,2189,-1
13213,6195,2185,0
13336,6093,2162,4
13567,6103,2147,16
13777,6243,2139,32
13833,6317,2147,48
13703,6184,2146,63
13656,6073,2147,80
13769,6121,2141,99
13922,6195,2147,113
13855,6115,2145,120
13656,6042,2147,129
13494,6081,2139,144
13479,6103,2147,161
13411,5969,2157,172
13213,5889,2185,177
12900,5971,2221,183
12680,6012,2298,193
12584,5795,2406,203
12592,5554,2562,209
12514,5531,2752,215
12326,5645,3014,225
12056,5619,3331,236
11882,5493,3692,241
11755,5413,4048,240
11616,5401,4408,241
11400,5327,4753,249
11262,5249,5086,257
11178,5249,5378,258
11084,5310,5651,257
10897,5264,5901,258
10818,5127,6141,257
10886,5032,6344,250
10996,5096,6517,241
10935,5176,6638,239
10818,5127,6706,241
10740,4981,6705,237
10730,4974,6668,225
10664,5109,6601,209
10641,5188,6517,193
10674,5093,6395,177
10730,5035,6254,161
10683,5102,6097,145
10641,5127,5952,129
10607,4967,5801,112
10552,4852,5651,96
10418,4931,5492,81
10375,5035,5349,64
10406,4942,5211,46
10375,4821,5086,32
10164,4855,4949,23
10020,4943,4822,16
10070,4882,4697,7
10198,4791,4596,0
10124,4810,4496,-2
9932,4852,4408,0
9784,4752,4309,1
9754,4638,4219,0
9657,4644,4119,-1
9488,4699,4031,0
9351,4654,3944,0
9400,4608,3880,0
9496,4634,3808,0
9488,4638,3730,0
9300,4515,3628,0
9133,4425,3541,0
9081,4464,3460,0
9133,4516,3391,0
9143,4436,3307,0
9133,4364,3240,0
9091,4394,3180,0
9045,4425,3127,0
8986,4333,3050,0
9045,4272,2976,0
9144,4334,2910,0
9133,4394,2863,0
8924,4300,2805,0
8779,4211,2750,0
8822,4274,2699,0
8956,4394,2675,0
8966,4349,2653,0
8956,4211,2637,0
8996,4187,2613,0
9045,4333,2599,0
8980,4432,2589,0
8956,4364,2599,0
9031,4221,2613,0
9133,4211,2637,0
9144,4318,2653,0
9222,4394,2675,0
9385,4362,2689,0
9488,4364,2712,0
9406,4457,2739,0
9400,4547,2788,0
9601,4525,2842,0
9843,4516,2901,0
9843,4617,2940,0
9754,4760,2976,0
9799,4793,3008,0
10020,4760,3051,0
10195,4728,3090,0
10286,4669,3127,0
10283,4513,3147,0
10198,4364,3164,0
9975,4287,3177,0
9754,4242,3202,0
9594,4163,3223,0
9488,4150,3240,0
9307,4216,3238,0
9133,4242,3240,0
9057,4145,3239,0
9133,4089,3240,0
9179,4151,3222,0
9133,4211,3202,0
9077,4141,3178,0
9222,4089,3164,0
9439,4148,3144,0
9488,4211,3127,0
9301,4144,3105,0
9222,4089,3089,0
9353,4144,3056,0
9488,4211,3014,0
9418,4147,2965,0
9400,4089,2938,0
9572,4156,2921,0
9754,4272,2901,0
9682,4279,2859,0
9577,4272,2825,0
9636,4367,2802,0
9754,4516,2788,0
9657,4543,2752,0
9488,4486,2712,0
9436,4487,2681,0
9488,4608,2675,0
9442,4689,2663,0
9400,4638,2637,0
9460,4530,2593,0
9577,4547,2562,0
9560,4654,2539,0
9488,4699,2524,0
9456,4624,2499,0
9488,4608,2486,0
9473,4701,2482,0
9488,4760,2486,0
9504,4683,2471,0
9488,4638,2449,0
9386,4714,2422,0
9400,4760,2411,0
9513,4645,2404,0
9577,4547,2411,0
9462,4600,2414,0
9400,4669,2411,0
9485,4593,2389,0
9577,4547,2373,0
9459,4706,2366,0
9222,4943,2373,0
8884,4975,2373,0
8424,4821,2373,0
8005,4651,2369,0
8247,4516,2373,0
9434,4258,2372,0
11173,3845,2373,0
12669,3353,2370,0
13656,2899,2373,0
14267,2480,2371,0
14631,2106,2373,0
14456,1752,2371,0
13567,1465,2373,0
12112,1296,2371,0
10552,1343,2373,0
9069,1552,2371,0
7715,1831,2373,0
6634,2126,2371,0
6296,2533,2373,0
6815,3036,2372,0
7803,3540,2373,0
8645,3952,2370,0
9222,4364,2373,0
9650,4786,2372,0
10020,5127,2373,0
10213,5264,2369,0
10286,5310,2373,0
10292,5398,2375,0
10286,5554,2373,0
10229,5633,2353,0
10286,5615,2336,0
10478,5593,2327,0
10730,5676,2336,0
10822,5763,2338,0
10818,5737,2336,0
10788,5641,2328,0
10818,5676,2336,0
10820,5825,2341,0
10818,5889,2336,0
10804,5791,2312,0
10818,5767,2298,0
10808,5907,2295,0
10818,6012,2298,0
10813,5909,2280,0
10818,5828,2260,0
10766,5941,2249,0
10730,6103,2260,0
10720,6087,2266,0
10818,6042,2260,0
10946,6121,2238,-1
11084,6225,2223,0
11140,6168,2215,1
11173,6103,2223,0
11184,6171,2226,-2
11262,6286,2223,0
11366,6263,2202,2
11528,6225,2185,0
11662,6288,2176,-5
11794,6378,2185,0
11896,6345,2190,20
12060,6317,2185,48
12232,6386,2162,73
12414,6469,2147,96
12559,6414,2141,124
12769,6347,2147,161
13000,6373,2146,201
13213,6439,2147,241
13309,6406,2143,275
13390,6378,2147,305
13447,6436,2143,334
13479,6530,2147,370
13414,6524,2144,410
13390,6500,2147,450
13428,6531,2141,482
13479,6591,2147,514
13355,6549,2147,552
13124,6469,2147,595
12901,6452,2134,634
12858,6530,2147,675
12925,6559,2185,720
13035,6500,2260,772
13015,6415,2349,821
12858,6439,2486,868
12571,6513,2676,913
12326,6530,2938,965
12142,6425,3239,1019
12060,6317,3579,1077
12016,6248,3930,1133
12060,6195,4295,1190
12074,6108,4640,1244
11971,6103,4973,1302
11636,6178,5279,1358
11262,6225,5575,1415
11054,6133,5846,1464
11173,6042,6103,1511
11400,6031,6325,1556
11528,6042,6517,1608
11469,5975,6655,1658
11439,5950,6743,1704
11455,6006,6767,1741
11439,6042,6743,1784
11302,5960,6675,1832
11262,5920,6593,1881
11352,5964,6488,1920
11439,5950,6367,1961
11324,5778,6216,2002
11173,5676,6065,2042
11076,5750,5911,2066
10996,5828,5764,2090
10836,5726,5606,2118
10818,5645,5462,2154
10972,5732,5325,2180
11084,5828,5199,2202
10898,5712,5060,2223
10641,5554,4935,2251
10532,5544,4815,2269
10552,5615,4709,2283
10475,5565,4589,2288
10375,5493,4483,2299
10310,5508,4381,2306
10286,5554,4295,2315
10250,5508,4195,2314
10375,5493,4106,2315
10568,5567,4021,2312
10552,5615,3956,2315
10168,5520,3878,2309
9843,5462,3805,2299
9918,5543,3724,2279
10286,5615,3654,2267
10466,5465,3575,2257
10375,5249,3504,2251
10208,5208,3424,2234
10198,5371,3353,2218
10245,5471,3273,2201
10286,5401,3202,2186
10271,5265,3123,2166
10286,5249,3051,2154
10287,5303,2970,2145
10286,5310,2901,2138
10230,5234,2834,2120
10198,5218,2788,2106
10180,5258,2744,2095
10198,5249,2712,2090
10133,5158,2672,2074
10020,5188,2637,2058
9909,5360,2603,2043
9932,5462,2599,2042
9999,5338,2601,2035
10020,5218,2599,2026
9910,5270,2585,2011
9843,5371,2599,2009
9953,5333,2635,2009
10286,5310,2675,2009
10592,5415,2686,1997
10730,5523,2712,1993
10727,5488,2762,1996
10818,5493,2825,2009
10959,5639,2863,2015
10996,5737,2901,2026
10854,5581,2951,2037
10818,5371,3014,2058
10988,5310,3053,2073
11173,5310,3089,2090
11031,5154,3136,2103
10641,4974,3202,2122
10240,4974,3248,2140
10020,5127,3277,2170
9895,5161,3292,2201
9843,5035,3315,2235
9795,4911,3334,2256
9754,4943,3353,2283
9699,5009,3355,2311
9754,4974,3353,2347
9868,4857,3345,2371
9932,4852,3353,2395
9859,4961,3359,2415
9843,5035,3353,2444
9929,4974,3315,2466
10020,4943,3277,2492
9968,5010,3249,2513
9932,5066,3240,2540
9974,4996,3222,2562
10020,4974,3202,2588
9898,5091,3167,2609
9754,5218,3127,2636
9704,5196,3079,2658
9754,5188,3051,2685
9755,5321,3033,2706
9754,5493,3014,2733
9714,5523,2972,2749
9577,5523,2938,2765
9324,5591,2916,2774
9222,5645,2901,2797
9333,5569,2863,2821
9488,5523,2825,2845
9460,5600,2797,2853
9400,5676,2788,2861
9421,5598,2769,2871
9488,5523,2750,2894
9461,5573,2727,2909
9488,5645,2712,2926
9618,5583,2690,2937
9754,5523,2675,2958
9686,5578,2655,2973
9577,5645,2637,2990
9589,5575,2611,2996
9754,5493,2599,3006
9819,5505,2597,3016
9754,5523,2599,3038
9673,5438,2581,3055
9754,5401,2562,3070
9909,5503,2550,3074
10020,5615,2562,3087
10010,5612,2567,3099
9932,5645,2562,3119
9680,5763,2538,3125
9222,5767,2524,3135
8776,5507,2518,3144
8956,5218,2524,3167
10080,5056,2523,3183
11882,4852,2524,3199
13611,4379,2521,3208
14809,3814,2524,3231
15365,3370,2522,3254
15429,2991,2524,3279
15004,2484,2522,3291
