II,V,ABP
-1237,1025,2374
-1341,654,2377
-1437,198,2373
-1493,-327,2377
-1467,-841,2379
-1310,-1232,2377
-1044,-1472,2356
-731,-1584,2337
-452,-1616,2328
-213,-1584,2337
16,-1557,2339
274,-1584,2337
528,-1643,2330
731,-1584,2337
873,-1339,2341
1006,-981,2337
1164,-654,2315
1341,-377,2298
1501,-97,2290
1646,226,2298
1793,565,2298
1950,905,2298
2095,1221,2293
2224,1483,2298
2352,1675,2298
2499,1835,2298
2649,1989,2292
2773,2112,2298
2849,2171,2301
2895,2187,2298
2926,2201,2275
2956,2213,2258
2974,2199,2250
2986,2162,2258
2979,2129,2259
2956,2112,2258
2926,2108,2253
2925,2112,2258
2935,2115,2258
2925,2112,2258
2890,2104,2252
2895,2112,2258
2945,2124,2261
2986,2112,2258
2961,2060,2236
2925,2011,2218
2925,1995,2211
2956,2011,2218
2959,2018,2219
2956,2011,2218
2965,1996,2214
2986,1986,2218
2976,1964,2217
2956,1936,2218
2946,1903,2215
2956,1886,2218
2954,1879,2216
2956,1886,2218
2963,1888,2215
2986,1886,2218
3008,1878,2215
3047,1886,2218
3085,1893,2215
3108,1886,2218
3092,1855,2214
3078,1835,2218
3083,1833,2214
3108,1835,2218
3106,1819,2224
3078,1810,2258
3044,1818,2294
3047,1835,2337
3058,1827,2376
3047,1810,2456
3005,1807,2573
2986,1835,2733
2999,1866,2908
3017,1886,3129
2994,1885,3388
2956,1886,3684
2912,1890,3985
2864,1911,4318
2811,1941,4670
2803,1986,5031
2840,2028,5345
2864,2062,5625
2807,2083,5870
2712,2112,6100
2642,2126,6281
2621,2112,6417
2598,2085,6494
2560,2112,6536
2510,2180,6539
2468,2213,6536
2421,2152,6518
2377,2062,6497
2330,2000,6454
2285,1961,6417
2226,1897,6374
2164,1835,6338
2104,1809,6290
2072,1810,6259
2064,1797,6232
2072,1785,6219
2057,1790,6193
2011,1810,6180
1949,1817,6158
1920,1835,6140
1920,1879,6095
1920,1936,6061
1880,1953,6030
1828,1936,6021
1796,1917,5986
1798,1936,5942
1793,1968,5886
1767,1986,5863
1727,1981,5842
1706,1986,5823
1711,2002,5777
1737,2011,5744
1748,1996,5716
1737,1986,5704
1703,1995,5667
1676,2011,5625
1657,2009,5575
1646,2011,5546
1635,2032,5507
1646,2062,5467
1673,2058,5403
1706,2037,5348
1723,2029,5285
1737,2062,5229
1752,2091,5151
1767,2087,5070
1759,2050,4970
1737,2037,4872
1713,2063,4765
1706,2112,4674
1705,2129,4576
1706,2112,4476
1712,2087,4351
1737,2087,4239
1761,2085,4131
1767,2062,4041
1748,2027,3936
1737,2037,3842
1747,2082,3752
1767,2112,3684
1771,2081,3613
1767,2037,3565
1756,2014,3531
1737,2011,3526
1709,2003,3519
1706,2011,3526
1726,2033,3533
1737,2037,3565
1699,2002,3601
1646,1986,3644
1620,2005,3668
1646,2011,3684
1692,1951,3682
1737,1886,3684
1752,1883,3679
1737,1936,3684
1706,1967,3682
1706,1961,3684
1739,1941,3668
1767,1936,3644
1738,1934,3601
1706,1936,3565
1720,1943,3535
1737,1936,3526
1729,1907,3510
1767,1936,3486
1803,1990,3442
1706,1936,3407
1594,1819,3378
1737,1886,3367
1911,2035,3347
1676,1911,3327
1362,1670,3301
1706,1861,3288
2223,2183,3268
1706,1835,3248
771,1298,3220
1676,1886,3209
4472,2853,3194
5851,1810,3169
3595,-937,3120
0,-1584,3090
-1306,1532,3083
-61,4827,3090
1323,4525,3073
1615,1986,3050
1553,915,3026
1706,1835,3011
1731,2533,2985
1463,2238,2971
1240,2124,2966
1188,2665,2971
1092,3096,2953
884,3093,2931
685,3124,2917
518,3369,2931
315,3505,2940
91,3394,2931
-119,3201,2902
-335,2992,2892
-586,2699,2892
-823,2338,2892
-1009,2009,2867
-1127,1760,2852
-1204,1566,2849
-1280,1358,2852
-1380,1069,2831
-1493,704,2813
-1613,253,2806
-1706,-302,2813
-1728,-900,2797
-1615,-1358,2773
-1374,-1565,2758
-1067,-1584,2773
-777,-1575,2782
-518,-1584,2773
-267,-1593,2743
0,-1584,2733
257,-1592,2734
488,-1584,2733
690,-1497,2709
884,-1282,2694
1056,-990,2691
1188,-679,2694
1287,-384,2672
1402,-75,2654
1565,257,2648
1767,603,2654
1971,930,2637
2164,1232,2614
2342,1498,2602
2499,1710,2614
2619,1850,2620
2712,1936,2614
2784,1996,2591
2834,2037,2575
2855,2049,2566
2864,2037,2575
2867,2020,2579
2864,2011,2575
2855,2011,2552
2864,2011,2535
2886,2004,2527
2895,1986,2535
2866,1973,2536
2834,1986,2535
2823,2004,2529
2834,1986,2535
2834,1929,2538
2834,1886,2535
2841,1881,2514
2864,1886,2496
2881,1861,2485
2895,1835,2496
2897,1837,2501
2895,1861,2496
2874,1858,2471
2864,1835,2456
2878,1814,2451
2925,1810,2456
2959,1794,2453
2956,1760,2456
2915,1728,2457
2895,1735,2456
2912,1756,2434
2956,1760,2416
2980,1737,2408
2986,1735,2416
2972,1755,2417
2956,1760,2416
2940,1719,2411
2956,1685,2416
2997,1690,2415
3047,1710,2416
3067,1691,2411
3078,1659,2416
3090,1648,2414
3108,1659,2416
3093,1658,2409
3047,1659,2416
2995,1678,2427
2986,1710,2456
3013,1725,2484
3047,1735,2535
3036,1732,2599
2986,1710,2694
2925,1674,2798
2895,1685,2931
2874,1748,3087
2834,1810,3288
2756,1817,3512
2682,1810,3763
2619,1835,4015
2560,1886,4278
2488,1917,4533
2438,1936,4793
2409,1953,5036
2377,1961,5269
2302,1937,5462
2224,1911,5625
2178,1904,5748
2164,1911,5863
2129,1907,5954
2072,1911,6021
2011,1926,6034
1981,1936,6021
1963,1913,5993
1950,1886,5982
1930,1876,5963
1920,1886,5942
1907,1892,5901
1889,1911,5863
1864,1940,5816
1859,1961,5783
1862,1941,5753
1859,1911,5744
1842,1912,5726
1859,1961,5704
1908,2006,5658
1950,2011,5625
1948,1985,5598
1950,1986,5585
1989,2023,5548
2042,2062,5506
2054,2053,5455
2042,2011,5427
2027,1965,5390
2011,1936,5348
1976,1908,5282
1950,1886,5229
1938,1860,5181
1920,1835,5150
1877,1810,5107
1859,1810,5070
1886,1826,5016
1920,1835,4952
1900,1817,4864
1859,1810,4793
1850,1836,4730
1889,1886,4674
1923,1917,4593
1920,1936,4516
1868,1948,4435
1798,1961,4357
1742,1959,4254
1737,1961,4159
1752,1977,4073
1737,2011,4001
1678,2034,3903
1646,2037,3803
1668,2014,3707
1706,1986,3644
1700,1970,3583
1676,1986,3526
1668,2003,3457
1676,1986,3407
1662,1927,3369
1646,1886,3367
1651,1895,3378
1676,1936,3407
1675,1945,3425
1646,1911,3446
1613,1859,3459
1615,1835,3486
1643,1846,3506
1676,1886,3526
1677,1921,3524
1646,1936,3526
1599,1915,3523
1585,1886,3526
1615,1871,3508
1676,1886,3486
1714,1897,3458
1706,1886,3446
1666,1850,3430
1646,1835,3407
1647,1860,3363
1676,1886,3327
1702,1864,3300
1676,1861,3288
1628,1872,3267
1676,1810,3248
1744,1728,3224
1646,1835,3209
1518,1997,3185
1706,1861,3169
1964,1619,3147
1737,1835,3129
1371,2179,3103
1737,1810,3090
2306,1237,3084
1706,1835,3090
669,2873,3076
1737,1886,3050
4744,-878,3016
5851,-1584,3011
3052,1505,3013
-366,4827,3011
-567,4573,2984
1524,2062,2971
2509,960,2970
1798,1760,2971
1332,2247,2947
1798,1710,2931
2096,1355,2929
1798,1659,2931
1602,1860,2909
1798,1685,2892
1920,1608,2888
1798,1760,2892
1716,1793,2870
1798,1659,2852
1860,1596,2847
1828,1659,2852
1768,1712,2833
1737,1735,2813
1724,1761,2803
1737,1760,2813
1750,1704,2801
1767,1659,2773
1804,1659,2741
1859,1685,2733
1883,1681,2733
1859,1659,2733
1803,1648,2713
1767,1659,2694
1769,1664,2681
1798,1659,2694
1810,1654,2702
1798,1659,2694
1780,1660,2665
1798,1659,2654
1837,1663,2655
1859,1685,2654
1834,1706,2630
1798,1710,2614
1783,1678,2612
1798,1634,2614
1805,1604,2592
1798,1609,2575
1787,1633,2570
1798,1659,2575
1817,1665,2556
1828,1659,2535
1814,1652,2526
1798,1659,2535
1790,1666,2535
1798,1659,2535
1801,1638,2534
1798,1634,2535
1782,1647,2516
1767,1659,2496
1765,1655,2484
1798,1659,2496
1840,1669,2501
1859,1659,2496
1841,1616,2472
1828,1584,2456
1822,1579,2448
1798,1584,2456
1757,1580,2457
1767,1609,2456
1828,1671,2449
1859,1710,2456
1802,1678,2460
1737,1634,2456
1742,1634,2432
1798,1659,2416
1825,1648,2410
1828,1609,2416
1840,1582,2414
1859,1584,2416
1837,1584,2417
1798,1584,2416
1790,1591,2396
1828,1609,2377
1851,1606,2366
1828,1584,2377
1789,1566,2382
1798,1584,2377
1842,1609,2355
1859,1609,2337
1803,1591,2328
1737,1609,2337
1732,1652,2343
1798,1659,2337
1856,1602,2313
1859,1559,2298
1819,1575,2292
1798,1609,2298
1807,1600,2294
1828,1584,2298
1823,1603,2299
1798,1634,2298
1779,1619,2276
1798,1584,2258
1834,1579,2250
1859,1609,2258
1859,1614,2258
1859,1584,2258
1853,1552,2255
1828,1559,2258
1782,1588,2254
1767,1609,2258
1794,1601,2260
1828,1584,2258
1821,1582,2237
1798,1609,2218
1788,1634,2209
1798,1634,2218
1798,1612,2221
1798,1609,2218
1799,1624,2211
1798,1634,2218
1779,1620,2223
1767,1609,2218
1775,1603,2195
1798,1584,2179
1811,1543,2173
1828,1534,2179
1847,1569,2176
1859,1609,2179
1844,1603,2180
1828,1584,2179
1834,1589,2158
1859,1609,2139
1851,1602,2130
1798,1584,2139
1746,1584,2142
1767,1609,2139
1833,1628,2132
1859,1634,2139
1810,1627,2143
1767,1609,2139
1775,1575,2116
1798,1559,2099
1781,1588,2092
1767,1659,2099
1794,1706,2100
1828,1685,2099
1807,1616,2095
1767,1584,2099
1765,1605,2099
1798,1634,2099
1800,1623,2096
1767,1609,2099
1735,1626,2099
1737,1659,2099
1752,1658,2094
1767,1634,2099
1769,1623,2103
1767,1634,2099
1770,1631,2077
1798,1609,2060
1833,1584,2053
1859,1584,2060
1874,1610,2059
1920,1659,2060
1981,1706,2058
2011,1735,2060
1980,1743,2056
1950,1760,2060
1965,1774,2062
2011,1760,2060
2036,1708,2039
2042,1659,2020
2033,1625,2012
2011,1584,2020
1970,1520,2023
1950,1483,2020
1955,1498,2014
1950,1534,2020
1910,1525,2025
1889,1483,2020
1916,1459,1998
1950,1483,1981
1922,1512,1974
1859,1509,1981
1819,1479,1981
1828,1483,1981
1839,1536,1977
1828,1609,1981
1795,1652,1980
1767,1659,1981
1746,1631,1977
1737,1584,1981
1724,1543,1980
1706,1559,1981
1674,1617,1977
1646,1659,1981
1631,1647,1980
1646,1634,1981
1656,1657,1976
1676,1659,1981
1698,1604,1984
1676,1609,1981
1629,1682,1959
1676,1659,1941
1745,1562,1934
1646,1659,1941
1515,1832,1942
1706,1659,1941
1951,1358,1937
1676,1609,1941
1280,2051,1941
1706,1659,1941
2350,973,1937
1676,1659,1941
441,3037,1941
1432,2263,1941
4583,-647,1936
5851,-1584,1941
3058,1484,1944
-396,4827,1941
-526,4375,1919
1646,1609,1901
2569,515,1894
1737,1534,1901
1259,2146,1902
1798,1559,1901
2121,1164,1898
1798,1534,1901
1607,1796,1900
1828,1584,1901
1941,1421,1899
1798,1534,1901
1723,1594,1900
1798,1509,1901
1816,1485,1899
1767,1584,1901
1766,1653,1900
1798,1634,1901
1782,1574,1899
1767,1534,1901
1784,1547,1900
1798,1609,1901
1776,1647,1899
1767,1634,1901
1797,1596,1900
1828,1584,1901
1815,1603,1899
1798,1634,1901
1811,1652,1900
1828,1659,1901
1802,1652,1898
1767,1634,1901
1768,1612,1901
1798,1609,1901
1806,1615,1896
1798,1609,1901
1794,1585,1906
1798,1584,1901
1783,1619,1879
1767,1659,1862
1769,1651,1857
1798,1609,1862
1821,1576,1859
1828,1584,1862
1815,1602,1864
1798,1609,1862
1778,1610,1840
1767,1634,1822
1761,1662,1816
1767,1659,1822
1777,1623,1821
1798,1609,1822
1826,1633,1824
1859,1659,1822
1862,1647,1802
1828,1634,1783
1787,1646,1775
1798,1659,1783
1843,1629,1784
1859,1584,1783
1811,1574,1779
1767,1609,1783
1772,1636,1782
1798,1634,1783
1787,1615,1780
1767,1609,1783
1774,1611,1781
1798,1609,1783
1791,1594,1780
1767,1584,1783
1746,1587,1781
1737,1609,1783
1733,1634,1781
1767,1659,1783
1826,1670,1781
1859,1659,1783
1830,1629,1781
1798,1609,1783
1804,1606,1781
1828,1609,1783
1819,1604,1781
1798,1609,1783
1793,1617,1781
1798,1609,1783
1781,1575,1781
1767,1559,1783
1776,1578,1781
1798,1609,1783
1800,1612,1781
1798,1609,1783
1791,1620,1781
1767,1634,1783
1730,1616,1781
1737,1584,1783
1782,1568,1780
1798,1584,1783
1746,1602,1781
1706,1609,1783
1736,1599,1780
1798,1584,1783
1812,1565,1782
1798,1559,1783
1794,1565,1778
1798,1584,1783
1768,1592,1786
1737,1584,1783
1748,1564,1761
1798,1559,1743
1820,1568,1736
1798,1584,1743
1765,1587,1743
1767,1584,1743
1789,1580,1740
1798,1584,1743
1778,1584,1741
1767,1584,1743
1786,1582,1742
1828,1584,1743
1854,1583,1739
1859,1584,1743
1836,1583,1746
1798,1584,1743
1762,1581,1721
1767,1584,1703
1794,1584,1696
1798,1584,1703
1766,1586,1704
1767,1609,1703
1818,1633,1700
1859,1634,1703
1834,1605,1703
1798,1584,1703
1793,1582,1701
1798,1584,1703
1773,1574,1702
1767,1584,1703
1801,1609,1701
1828,1609,1703
1807,1563,1702
1798,1534,1703
1833,1560,1702
1859,1609,1703
1807,1620,1702
1737,1609,1703
1726,1614,1702
1767,1634,1703
1780,1630,1702
1767,1609,1703
1785,1590,1702
1859,1584,1703
1912,1578,1702
1889,1584,1703
1819,1591,1702
1798,1584,1703
1842,1551,1702
1889,1534,1703
1871,1551,1702
1828,1584,1703
1821,1592,1701
1859,1584,1703
1878,1577,1702
1859,1584,1703
1819,1592,1701
1798,1609,1703
1799,1627,1702
1828,1634,1703
1856,1610,1701
1859,1584,1703
1825,1588,1703
1798,1634,1703
1792,1670,1699
1798,1659,1703
1793,1610,1706
1798,1584,1703
1806,1602,1683
1798,1634,1664
1768,1632,1655
1767,1609,1664
1793,1602,1667
1798,1634,1664
1763,1677,1655
1767,1710,1664
1849,1717,1682
1950,1710,1703
1985,1692,1707
1981,1685,1703
1988,1690,1698
2011,1710,1703
2011,1718,1705
2011,1710,1703
2028,1684,1698
2042,1659,1703
2007,1634,1708
1981,1584,1703
1987,1511,1681
1950,1509,1664
1857,1548,1657
1859,1483,1664
1928,1353,1665
1859,1408,1664
1740,1561,1660
1920,1458,1664
2179,1251,1663
1950,1483,1664
1547,1843,1661
1859,1509,1664
2420,965,1663
1859,1559,1664
824,2572,1660
1798,1609,1664
4705,-1038,1665
5851,-1584,1664
3232,1583,1657
-61,4827,1664
-327,4413,1681
1585,1810,1703
2443,765,1708
1676,1710,1703
1130,2342,1698
1432,1936,1703
1544,1764,1705
1097,2313,1703
794,2755,1698
884,2741,1703
884,2779,1708
609,3067,1703
337,3252,1681
183,3168,1664
11,3004,1657
-213,2866,1664
-439,2677,1665
-670,2389,1664
-911,2044,1660
-1067,1710,1664
-1130,1455,1663
-1188,1282,1664
-1314,1091,1661
-1463,805,1664
-1577,417,1662
-1646,-25,1664
-1694,-503,1662
-1676,-981,1664
-1529,-1377,1662
-1249,-1584,1664
-929,-1617,1662
-640,-1584,1664
-396,-1582,1662
-152,-1584,1664
98,-1577,1661
335,-1584,1664
522,-1603,1663
670,-1509,1664
812,-1241,1660
975,-880,1664
1147,-562,1665
1310,-277,1664
1460,42,1657
1615,402,1664
1781,737,1682
1950,1031,1703
2108,1305,1707
2255,1559,1703
2387,1748,1699
2499,1861,1703
2583,1930,1703
2651,1986,1703
2696,2020,1700
2712,2011,1703
2705,1978,1703
2712,1961,1703
2733,1975,1701
2743,1986,1703
2722,1966,1703
2712,1936,1703
2727,1929,1700
2743,1936,1703
2718,1921,1703
2682,1886,1703
2667,1858,1699
2682,1861,1703
2685,1884,1707
2682,1911,1703
2684,1906,1682
2712,1861,1664
2736,1800,1657
2743,1785,1664
2714,1806,1665
2682,1810,1664
2662,1775,1660
2682,1760,1664
2706,1782,1663
2712,1785,1664
2688,1723,1661
2682,1659,1664
2695,1655,1662
2712,1685,1664
2697,1674,1660
2682,1634,1664
2676,1609,1662
2682,1609,1664
2675,1593,1658
2682,1559,1664
2699,1525,1674
2712,1509,1703
2694,1495,1735
2682,1483,1783
2690,1463,1831
2712,1433,1901
2711,1388,1983
2712,1358,2099
2724,1351,2239
2743,1358,2416
2731,1342,2615
2712,1307,2852
2702,1276,3112
2712,1282,3407
2705,1303,3713
2682,1307,4041
2646,1285,4360
2621,1282,4674
2591,1313,4959
2560,1358,5229
2520,1376,5462
2499,1383,5665
2492,1399,5817
2499,1433,5942
2489,1467,6032
2468,1509,6100
2435,1551,6128
2407,1584,6140
2378,1593,6135
2346,1609,6140
2292,1651,6137
2224,1710,6140
2159,1745,6133
2133,1760,6140
2125,1766,6138
2103,1785,6140
2048,1824,6129
2011,1886,6140
2007,1927,6155
2011,1911,6180
1975,1852,6179
1920,1835,6180
1875,1883,6172
1859,1936,6180
1852,1931,6174
1859,1911,6180
1865,1924,6175
1859,1961,6180
1824,1970,6160
1798,1961,6140
1808,1957,6109
1859,1961,6100
1901,1948,6082
1920,1936,6061
1918,1935,6013
1920,1936,5982
1903,1910,5953
1859,1886,5942
1813,1886,5915
1828,1911,5902
1888,1926,5882
1920,1936,5863
1877,1945,5816
1828,1961,5783
1836,1964,5757
1889,1961,5744
1918,1949,5704
1920,1936,5665
1915,1923,5620
1920,1936,5585
1917,1962,5526
1920,1986,5467
1925,1993,5399
1920,2011,5348
1894,2041,5285
1889,2062,5229
1909,2049,5154
1920,2037,5070
1887,2044,4964
1859,2062,4872
1865,2054,4787
1889,2037,4714
1882,2035,4616
1859,2062,4516
1847,2075,4409
1859,2062,4318
1870,2035,4216
1889,2037,4120
1911,2054,4015
1920,2062,3922
1892,2043,3818
1859,2037,3724
1848,2050,3630
1859,2062,3565
1845,2037,3503
1798,2011,3446
1744,2011,3376
1737,2037,3327
1774,2046,3295
1828,2037,3288
1856,2005,3279
1859,1961,3288
1844,1914,3301
1828,1911,3327
1798,1963,3343
1798,2011,3367
1828,1994,3386
1828,1986,3407
1800,2005,3406
1859,1961,3407
1934,1882,3404
1828,1961,3407
1663,2083,3388
1798,1936,3367
2023,1712,3341
1798,1936,3327
1429,2260,3306
1767,1886,3288
2351,1337,3264
1859,1961,3248
921,2993,3226
1920,1986,3209
4756,-812,3185
5851,-1584,3169
3296,1451,3146
122,4827,3129
-75,4724,3106
1859,2313,3090
2749,1187,3067
2011,1961,3050
1454,2557,3026
1737,2213,3011
1874,2023,2989
1463,2464,2971
1123,2842,2945
1097,2866,2931
1002,2970,2913
731,3294,2892
525,3506,2861
396,3470,2852
161,3343,2853
-152,3193,2852
-409,2944,2827
-609,2590,2813
-824,2214,2811
-1006,1886,2813
-1116,1621,2789
-1188,1383,2773
-1285,1112,2770
-1402,805,2773
-1516,447,2751
-1615,0,2733
-1699,-549,2729
-1706,-1081,2733
-1595,-1447,2713
-1371,-1584,2694
-1105,-1592,2687
-823,-1584,2694
-535,-1597,2678
-244,-1584,2654
18,-1567,2640
244,-1584,2654
434,-1605,2662
609,-1483,2654
778,-1185,2627
945,-830,2614
1092,-552,2612
1219,-302,2614
1341,17,2596
1493,402,2575
1674,762,2562
1859,1081,2575
2027,1385,2583
2194,1659,2575
2361,1856,2547
2499,1986,2535
2569,2087,2535
2590,2162,2535
2615,2191,2514
2682,2187,2496
2759,2176,2488
2803,2162,2496
2795,2152,2494
2773,2162,2496
2764,2179,2496
2773,2162,2496
2775,2119,2475
2773,2112,2456
2769,2150,2446
2773,2162,2456
2772,2101,2459
2773,2037,2456
2763,2033,2448
2743,2062,2456
2705,2050,2460
2682,2011,2456
2681,1988,2432
2712,1986,2416
2743,1965,2410
2773,1936,2416
2790,1924,2414
2803,1936,2416
2793,1932,2417
2773,1911,2416
2756,1880,2396
2773,1861,2377
2797,1843,2366
2803,1835,2377
2779,1833,2382
2773,1835,2377
2797,1825,2354
2834,1810,2337
2839,1792,2327
2834,1785,2337
2837,1775,2342
2864,1760,2337
2891,1731,2312
2925,1710,2298
2950,1701,2291
2956,1710,2298
2933,1713,2294
2925,1710,2298
2939,1694,2296
2956,1685,2298
2941,1685,2289
2925,1710,2298
2921,1739,2312
2925,1760,2337
2909,1760,2358
2895,1760,2416
2884,1766,2504
2864,1785,2614
2814,1819,2717
