III,V,PLETH
5061,5573,2863
5059,5538,2843
5061,5516,2830
5027,5491,2812
5061,5516,2798
5095,5550,2777
5061,5630,2765
4920,5723,2748
4825,5858,2733
4768,6005,2710
4590,6199,2700
4155,6380,2696
3531,6540,2700
2687,6681,2687
1648,6824,2668
899,6826,2644
1412,6711,2635
3670,6890,2621
7179,7905,2602
10985,9540,2576
14476,10862,2570
17179,11174,2571
18478,10862,2570
17926,10703,2549
15888,10862,2537
13242,10734,2536
10710,9895,2537
8537,8563,2518
6826,7336,2505
5636,6511,2501
4943,6028,2505
4537,5671,2488
4237,5403,2472
3961,5224,2465
3766,5118,2472
3674,4981,2470
3648,4834,2472
3605,4730,2472
3531,4720,2472
3454,4724,2453
3413,4720,2440
3356,4683,2433
3295,4663,2440
3210,4641,2435
3178,4663,2440
3161,4690,2449
3178,4720,2472
3174,4711,2493
3178,4720,2537
3173,4723,2595
3178,4720,2668
3173,4694,2726
3178,4720,2798
3181,4781,2882
3178,4834,2993
3132,4825,3102
3060,4834,3221
2981,4884,3333
2942,4948,3448
2935,4950,3543
2942,4948,3643
2907,4968,3747
2825,5005,3871
2700,4998,3985
2589,5005,4099
2510,5048,4204
2472,5118,4327
2423,5131,4443
2354,5118,4554
2272,5119,4637
2236,5175,4717
2232,5233,4791
2236,5289,4880
2216,5319,4959
2236,5346,5042
2321,5344,5118
2472,5346,5205
2634,5353,5275
2825,5403,5335
3043,5459,5374
3295,5516,5433
3533,5542,5496
3766,5573,5563
3996,5613,5597
4237,5687,5628
4437,5749,5652
4590,5801,5693
4701,5823,5721
4825,5858,5758
4952,5885,5787
5061,5914,5823
5122,5913,5837
5178,5914,5856
5239,5907,5866
5296,5914,5888
5306,5908,5897
5296,5914,5921
5286,5912,5936
5296,5914,5953
5295,5888,5947
5296,5858,5953
5291,5817,5953
5296,5801,5953
5290,5788,5929
5296,5801,5921
5295,5817,5918
5296,5858,5921
5281,5887,5888
5296,5914,5856
5341,5913,5828
5414,5914,5823
5440,5906,5796
5414,5914,5758
5342,5910,5702
5296,5914,5660
5280,5907,5609
5296,5914,5563
5296,5910,5505
5296,5914,5465
5287,5907,5419
5296,5914,5368
5294,5912,5284
5296,5914,5205
5287,5887,5128
5296,5858,5075
5295,5816,5009
5296,5801,4945
5285,5791,4861
5296,5801,4782
5302,5796,4692
5296,5801,4619
5240,5794,4548
5178,5801,4489
5144,5795,4417
5178,5801,4359
5206,5794,4303
5178,5801,4262
5092,5795,4208
5061,5801,4164
5104,5794,4112
5178,5801,4066
5191,5796,4009
5178,5801,3969
5168,5793,3931
5178,5801,3904
5169,5797,3864
5178,5801,3839
5189,5791,3818
5178,5801,3806
5109,5801,3772
5061,5801,3741
5051,5782,3714
5061,5801,3709
5041,5847,3693
5061,5914,3676
5124,5933,3649
5178,5914,3643
5133,5870,3641
5061,5858,3643
5030,5853,3626
5061,5858,3611
5070,5845,3600
5061,5858,3611
5047,5880,3615
5061,5914,3611
5061,5916,3588
5061,5914,3578
5052,5904,3573
5061,5914,3578
5058,5911,3573
5061,5914,3578
5055,5907,3580
5061,5914,3578
5056,5909,3557
5061,5914,3546
5056,5907,3542
5061,5914,3546
5055,5909,3530
5061,5914,3513
5057,5908,3494
5061,5914,3481
5053,5909,3448
5061,5914,3416
5059,5906,3388
5061,5914,3383
5049,5926,3371
5061,5971,3351
5069,6007,3314
5061,6028,3286
5001,6000,3254
4943,5971,3221
4914,5950,3169
4943,5971,3123
4994,5996,3083
5061,6028,3058
5085,6028,3024
5061,6028,2993
5016,6045,2956
5061,6142,2928
5182,6280,2893
5296,6426,2863
5316,6535,2827
5296,6654,2798
5228,6737,2761
5061,6711,2733
4757,6494,2708
4472,6199,2700
4307,5956,2685
4237,5858,2668
4131,5824,2642
4002,5801,2635
3874,5738,2634
3766,5687,2635
3659,5643,2617
3648,5630,2602
3777,5617,2595
4002,5630,2602
4199,5646,2592
4355,5687,2570
4483,5714,2542
4590,5744,2537
4652,5747,2540
4708,5744,2537
4768,5729,2516
4825,5744,2505
4828,5771,2503
4825,5801,2505
4853,5794,2486
4943,5801,2472
5027,5833,2468
5061,5914,2472
4963,5997,2458
4708,6085,2440
4256,6147,2429
3648,6256,2440
2893,6498,2444
2001,6938,2440
950,7313,2421
-118,7222,2407
-919,6410,2399
-1059,5118,2407
-358,3783,2412
1059,2787,2407
2735,2260,2386
4237,2275,2375
5318,2751,2372
6002,3526,2375
6326,4337,2359
6355,5061,2342
6178,5624,2332
6002,6028,2342
5915,6250,2347
5885,6369,2342
5818,6428,2322
5767,6483,2310
5760,6508,2304
5767,6540,2310
5711,6562,2310
5649,6597,2310
5635,6613,2305
5649,6654,2310
5608,6686,2311
5532,6711,2310
5491,6700,2293
5532,6711,2277
5595,6737,2268
5649,6767,2277
5656,6760,2283
5649,6767,2277
5631,6789,2255
5649,6824,2245
5662,6818,2244
5649,6824,2245
5582,6858,2227
5532,6938,2212
5513,6980,2205
5532,6995,2212
5530,6995,2211
5532,7052,2212
5527,7114,2211
5532,7166,2212
5520,7173,2196
5532,7222,2180
5541,7317,2169
5532,7450,2180
5467,7540,2194
5414,7620,2212
5393,7707,2217
5414,7848,2212
5414,7990,2192
5414,8132,2180
5407,8245,2174
5414,8360,2180
5405,8448,2178
5414,8530,2180
5419,8586,2177
5414,8644,2180
5356,8663,2176
5296,8644,2180
5265,8564,2181
5296,8474,2180
5316,8349,2162
5296,8189,2147
5225,7961,2139
5178,7734,2147
5164,7520,2149
5178,7336,2147
5174,7130,2139
5178,6938,2147
5177,6753,2162
5178,6597,2180
5161,6419,2182
5178,6256,2180
5228,6111,2175
5296,6028,2180
5310,5961,2180
5296,5914,2180
5277,5848,2174
5296,5801,2180
5303,5754,2182
5296,5744,2180
5275,5734,2161
5296,5744,2147
5315,5737,2141
5296,5744,2147
5220,5737,2146
5178,5744,2147
5179,5736,2144
5178,5744,2147
5112,5738,2144
5061,5744,2147
5082,5735,2147
5178,5744,2147
5252,5741,2141
5296,5744,2147
5302,5731,2161
5296,5744,2180
5272,5765,2181
5296,5801,2180
5358,5804,2176
5414,5801,2180
5379,5787,2177
5296,5801,2180
5212,5817,2178
5178,5858,2180
5162,5887,2174
5178,5914,2180
5221,5912,2192
5296,5914,2212
5327,5908,2215
5296,5914,2212
5216,5906,2206
5178,5914,2212
5179,5929,2212
5178,5971,2212
5118,6001,2204
5061,6028,2212
5038,6028,2224
5061,6028,2245
5063,6002,2256
5061,5971,2277
5053,5927,2301
5061,5914,2342
5053,5909,2383
5061,5914,2440
5067,5903,2507
5061,5914,2602
5002,5921,2707
4943,5914,2830
4913,5854,2952
4943,5801,3090
4993,5776,3229
5061,5801,3383
5092,5809,3537
5061,5801,3709
4941,5764,3882
4825,5744,4066
4775,5729,4232
4825,5744,4392
4897,5747,4533
4943,5744,4684
4905,5708,4830
4825,5687,4977
4766,5674,5096
4825,5687,5205
4955,5684,5297
5061,5687,5400
5069,5680,5494
5061,5687,5595
5068,5682,5685
5061,5687,5790
4957,5681,5887
4825,5687,5986
4762,5692,6062
4825,5744,6148
4941,5833,6227
5061,5971,6311
5135,6115,6372
5178,6256,6441
5181,6314,6502
5178,6256,6571
5141,6067,6617
5061,5858,6669
4930,5683,6711
4825,5573,6766
4759,5474,6800
4708,5403,6831
4602,5339,6843
4472,5289,6864
4336,5219,6873
4237,5175,6897
4185,5157,6909
4237,5175,6929
4354,5189,6926
4472,5232,6929
4533,5286,6922
4590,5346,6929
4659,5352,6915
4708,5346,6897
4702,5333,6865
4708,5346,6864
4765,5344,6860
4825,5346,6831
4791,5356,6723
4708,5403,6571
4660,5443,6394
4708,5459,6246
4773,5441,6112
4825,5459,6018
4837,5525,5931
4825,5630,5856
4729,5699,5764
4472,5744,5693
3919,5780,5624
3060,5914,5563
2009,6222,5475
942,6711,5400
-171,7096,5328
-1295,6995,5270
-2051,6166,5187
-1765,4834,5107
-257,3435,5021
1883,2389,4945
3770,1853,4853
5061,1877,4782
5898,2352,4714
6473,3128,4652
6714,3966,4563
6591,4720,4489
6227,5274,4431
5885,5630,4392
5688,5807,4327
5649,5914,4262
5653,5995,4200
5649,6085,4164
5629,6143,4116
5649,6199,4066
5672,6245,4007
5649,6313,3969
5575,6352,3932
5532,6369,3904
5535,6339,3865
5532,6313,3839
5470,6294,3806
5414,6313,3774
5400,6336,3721
5414,6369,3676
5366,6390,3635
5296,6426,3611
5255,6452,3577
5296,6483,3546
5357,6497,3508
5414,6540,3481
5423,6589,3445
5414,6654,3416
5393,6683,3380
5414,6711,3351
5432,6726,3314
5414,6767,3286
5338,6792,3251
5296,6824,3221
5295,6854,3181
5296,6938,3155
5233,7044,3134
5178,7166,3123
5162,7249,3103
5178,7336,3090
5169,7429,3073
5178,7564,3058
5193,7701,3024
5178,7848,2993
5098,7966,2966
5061,8075,2960
5103,8156,2948
5178,8246,2928
5183,8314,2890
5178,8360,2863
5217,8342,2841
5296,8303,2830
5316,8229,2811
5296,8132,2798
5276,7973,2781
5296,7791,2765
5302,7586,2731
5296,7393,2700
5279,7184,2675
5296,6995,2668
5336,6810,2653
5414,6654,2635
5483,6495,2610
5532,6369,2602
5532,6247,2600
5532,6142,2602
5526,6031,2589
5532,5971,2570
5522,5936,2547
5532,5914,2537
5537,5850,2523
5532,5801,2505
5474,5777,2479
5414,5801,2472
5383,5803,2473
5414,5801,2472
5434,5787,2452
5414,5801,2440
5341,5800,2437
5296,5801,2440
5283,5787,2422
5296,5801,2407
5290,5804,2402
5296,5801,2407
5297,5778,2394
5296,5801,2375
5273,5853,2362
5296,5914,2375
5357,5921,2382
5414,5914,2375
5377,5904,2350
5296,5914,2342
5247,5906,2343
5296,5914,2342
5369,5931,2322
5414,5971,2310
5407,5993,2307
5414,6028,2310
5423,6057,2292
5414,6085,2277
5349,6078,2272
5296,6085,2277
5278,6104,2263
5296,6142,2245
5294,6145,2233
5296,6142,2245
5298,6131,2250
5296,6142,2245
5241,6139,2223
5178,6142,2212
5147,6134,2207
5178,6142,2212
5198,6137,2209
5178,6142,2212
5109,6135,2210
5061,6142,2212
5044,6136,2205
5061,6142,2212
5061,6135,2233
5061,6142,2277
5053,6136,2321
5061,6142,2375
5056,6135,2431
5061,6142,2505
5057,6136,2579
5061,6142,2668
5052,6135,2757
5061,6142,2863
5062,6136,2970
5061,6142,3090
5043,6134,3204
5061,6142,3318
5078,6137,3424
5061,6142,3546
4986,6133,3664
4943,6142,3774
4938,6140,3853
4943,6142,3936
4917,6128,4027
4943,6142,4131
5020,6164,4216
5061,6199,4294
4961,6214,4366
4825,6256,4457
4798,6320,4539
4943,6426,4619
5137,6531,4681
5296,6654,4749
5377,6758,4812
5414,6824,4880
5384,6781,4928
5296,6654,4977
5160,6470,5018
5061,6313,5075
5026,6179,5124
5061,6085,5172
5084,5990,5201
5061,5914,5237
4959,5841,5268
4825,5801,5303
4681,5763,5317
4590,5744,5335
4555,5725,5346
4590,5744,5368
4646,5769,5379
4708,5801,5400
4729,5797,5414
4708,5801,5433
4643,5810,5431
4590,5858,5433
4569,5891,5426
4590,5914,5433
4635,5911,5429
4708,5914,5433
4778,5912,5428
4825,5914,5433
4825,5907,5419
4825,5914,5400
4821,5926,5362
4825,5971,5335
4819,6019,5302
4825,6085,5270
4745,6155,5216
4472,6256,5172
3973,6329,5132
3413,6426,5107
2865,6688,5062
2236,7222,5010
1336,7653,4940
235,7393,4880
-778,6208,4810
-1295,4606,4749
-1053,3204,4679
0,2275,4619
1559,1790,4550
3178,1877,4489
4487,2572,4419
5414,3640,4359
5952,4638,4291
6120,5403,4229
5973,5944,4157
5767,6313,4099
5693,6476,4042
5767,6540,4001
5810,6587,3951
5767,6654,3904
5681,6678,3846
5649,6711,3806
5648,6760,3768
5649,6824,3741
5637,6828,3704
5649,6824,3676
5666,6834,3641
5649,6881,3611
5583,6912,3570
5532,6938,3546
5519,6942,3526
5532,6938,3513
5519,6916,3481
5532,6938,3448
5579,6989,3411
5649,7052,3383
5662,7055,3345
5649,7052,3318
5633,7057,3296
5649,7109,3286
5649,7140,3257
5649,7166,3221
5641,7175,3177
5649,7222,3155
5643,7272,3138
5649,7336,3123
5646,7380,3088
5649,7450,3058
5637,7522,3033
5649,7620,3025
5654,7715,3010
5649,7848,2993
5623,7986,2970
5649,8132,2960
5711,8242,2946
5767,8360,2928
5761,8471,2891
5767,8587,2863
5812,8669,2840
5885,8758,2830
5899,8829,2813
5885,8872,2798
5868,8832,2777
5885,8758,2765
5884,8653,2746
5885,8530,2733
5880,8343,2714
5885,8132,2700
5842,7900,2680
5767,7677,2668
5680,7436,2650
5649,7222,2635
5648,7017,2612
5649,6824,2602
5594,6607,2599
5532,6426,2602
5497,6285,2589
5532,6199,2570
5556,6104,2546
5532,6028,2537
5453,5957,2534
5414,5914,2537
5411,5852,2525
5414,5801,2505
5356,5752,2478
5296,5744,2472
5270,5735,2473
5296,5744,2472
5303,5737,2453
5296,5744,2440
5281,5737,2436
5296,5744,2440
5299,5737,2425
5296,5744,2407
5280,5738,2397
5296,5744,2407
5307,5737,2412
5296,5744,2407
5232,5738,2386
5178,5744,2375
5156,5737,2370
5178,5744,2375
5184,5739,2373
5178,5744,2375
5163,5734,2373
5178,5744,2375
5184,5759,2371
5178,5801,2375
5156,5813,2376
5178,5801,2375
5233,5771,2357
5296,5801,2342
5306,5861,2335
5296,5914,2342
5282,5907,2343
5296,5914,2342
5297,5958,2337
5296,6028,2342
5285,6043,2343
5296,6028,2342
5300,6009,2325
5296,6028,2310
5247,6032,2298
5178,6028,2310
5099,6013,2325
5061,6028,2342
5048,6035,2339
5061,6028,2342
5058,5988,2358
5061,5971,2407
5055,5966,2458
5061,5971,2505
5055,5940,2539
5061,5914,2602
5058,5898,2690
5061,5914,2798
5051,5914,2891
5061,5914,2993
5066,5904,3100
5061,5914,3221
5007,5912,3329
4943,5914,3448
4872,5903,3572
4825,5914,3709
4795,5914,3825
4825,5914,3936
4886,5900,4042
4943,5914,4164
4946,5923,4270
4943,5914,4359
4941,5867,4420
4943,5858,4489
4926,5881,4563
4943,5914,4652
4964,5904,4729
4943,5914,4815
4856,5959,4893
4825,6028,4977
4905,6068,5041
5061,6142,5107
5186,6267,5166
5296,6426,5237
5384,6519,5297
5414,6540,5368
5317,6466,5430
5178,6313,5498
5083,6089,5545
5061,5914,5595
5018,5826,5637
4943,5801,5693
4860,5729,5738
4825,5630,5790
4787,5540,5824
4708,5516,5856
4571,5511,5866
4472,5516,5888
4474,5505,5902
4590,5516,5921
4695,5532,5916
4708,5573,5921
4634,5601,5927
4590,5630,5953
4592,5628,5959
4590,5630,5953
4564,5620,5926
4590,5630,5921
4671,5647,5917
4708,5687,5921
4639,5720,5901
4590,5744,5888
4630,5739,5868
4708,5744,5856
4710,5756,5821
4708,5801,5790
4736,5849,5753
4708,5914,5725
4453,5959,5677
4002,6028,5628
3441,6186,5570
2825,6540,5530
2080,6978,5482
1177,7222,5433
83,6914,5363
-1059,5971,5303
-1890,4571,5235
-1883,3128,5172
-868,2003,5089
824,1479,5010
2571,1601,4922
4002,2275,4847
5012,3225,4761
5649,4208,4684
5908,5022,4598
5885,5630,4522
5735,6021,4434
5649,6256,4359
5640,6360,4285
5649,6426,4229
5596,6477,4163
5532,6540,4099
5503,6570,4025
5532,6597,3969
5546,6612,3915
5532,6654,3871
5512,6682,3816
5532,6711,3774
5553,6710,3733
5532,6711,3709
5462,6701,3673
5414,6711,3643
5402,6727,3606
5414,6767,3578
5401,6795,3542
5414,6824,3513
5460,6839,3478
5532,6881,3448
5548,6912,3410
5532,6938,3383
5510,6925,3350
5532,6938,3318
5544,6974,3276
5532,7052,3253
5469,7109,3236
5414,7166,3221
5383,7208,3184
5414,7279,3155
5468,7334,3134
5532,7393,3123
5550,7449,3091
5532,7564,3058
5467,7701,3030
5414,7848,3025
5387,7955,3014
5414,8075,2993
5431,8208,2954
5414,8360,2928
5344,8461,2907
5296,8530,2895
5280,8575,2875
5296,8644,2863
5292,8689,2847
5296,8701,2830
5295,8650,2795
5296,8587,2765
5280,8492,2741
5296,8360,2733
5313,8147,2716
5296,7905,2700
5217,7641,2680
5178,7393,2668
5216,7142,2649
5296,6938,2635
5314,6757,2616
5296,6597,2602
5279,6411,2583
5296,6256,2570
5297,6126,2552
5296,6028,2537
5289,5905,2517
5296,5801,2505
5288,5719,2488
5296,5687,2472
5301,5649,2449
5296,5630,2440
5239,5614,2437
5178,5630,2440
5144,5629,2426
5178,5630,2407
5236,5617,2385
5296,5630,2375
5308,5632,2359
5296,5630,2342
5272,5597,2319
5296,5573,2310
5352,5540,2307
5414,5516,2310
5394,5490,2297
5296,5516,2277
5152,5570,2253
5061,5630,2245
5034,5637,2243
5061,5630,2245
5068,5620,2231
5061,5630,2212
5044,5623,2181
5061,5630,2147
5068,5647,2108
5061,5687,2082
5036,5696,2063
5061,5687,2049
5116,5666,2028
5178,5687,2017
5218,5716,2013
5296,5744,2017
5384,5738,2004
5414,5744,1984
5312,5747,1962
5178,5744,1952
5119,5689,1936
5178,5630,1919
5254,5597,1896
5296,5630,1887
5291,5668,1883
5296,5687,1887
5298,5656,1882
5296,5630,1887
5248,5614,1896
5178,5630,1919
5099,5632,1934
5061,5630,1952
5048,5600,1971
5061,5573,2017
5058,5534,2075
5061,5516,2147
5054,5505,2217
5061,5516,2310
5056,5515,2415
5061,5516,2537
5056,5490,2658
5061,5459,2798
5054,5416,2943
5061,5403,3090
5058,5397,3216
5061,5403,3351
5051,5390,3492
5061,5403,3643
5062,5425,3774
5061,5459,3904
5045,5461,4022
5061,5459,4131
5075,5452,4211
5061,5459,4294
4988,5452,4385
4943,5459,4489
4967,5474,4572
5061,5516,4652
5133,5559,4728
5178,5630,4815
5218,5725,4881
5296,5858,4945
5339,5952,5001
5296,5971,5075
5164,5879,5140
5061,5744,5205
5032,5606,5251
5061,5516,5303
5065,5447,5347
5061,5403,5400
5057,5331,5435
5061,5232,5465
5016,5099,5476
4943,5005,5498
4863,4953,5512
4825,4948,5530
4810,4952,5528
4825,5005,5530
4834,5070,5524
4825,5118,5530
4769,5108,5526
4708,5118,5530
4677,5164,5515
4708,5232,5498
4770,5240,5468
4825,5232,5465
4838,5241,5466
4825,5289,5465
4803,5323,5430
4825,5346,5400
4874,5350,5376
4943,5346,5368
4994,5324,5336
5061,5346,5303
5100,5414,5264
5061,5516,5237
4856,5597,5190
4472,5687,5140
3837,5773,5081
2942,5914,5042
1877,6204,4995
824,6711,4945
-236,7120,4874
-1295,6938,4815
-1995,5932,4749
-1648,4493,4684
-68,3153,4598
2118,2218,4522
4011,1722,4441
5296,1763,4359
6113,2320,4255
6591,3185,4164
6643,4020,4080
6355,4720,4001
5982,5276,3898
5767,5687,3806
5687,5888,3731
5649,5971,3676
5579,6020,3598
5532,6085,3513
5520,6111,3432
5532,6142,3383
5494,6186,3334
5414,6256,3286
5332,6286,3227
5296,6313,3188
5291,6334,3154
5296,6369,3123
5293,6374,3072
5296,6369,3025
5290,6360,2984
5296,6369,2960
5291,6366,2928
5296,6369,2895
5289,6376,2857
5296,6426,2830
5292,6481,2797
5296,6540,2765
5289,6564,2727
5296,6597,2700
5295,6620,2668
5296,6654,2635
5253,6667,2594
5178,6711,2570
5091,6762,2553
5061,6824,2537
5061,6847,2503
5061,6881,2472
5035,6936,2449
5061,7052,2440
5128,7181,2423
5178,7336,2407
5130,7478,2388
5061,7620,2375
5032,7731,2354
5061,7848,2342
5067,7958,2337
5061,8075,2342
5050,8162,2333
5061,8246,2310
5056,8306,2272
5061,8360,2245
5061,8370,2223
5061,8360,2212
5042,8296,2195
5061,8189,2180
5113,8021,2160
5178,7848,2147
5223,7655,2130
5296,7450,2115
5374,7208,2094
5414,6995,2082
5392,6809,2066
5414,6654,2049
5486,6473,2027
5532,6313,2017
5475,6176,2014
5414,6085,2017
5378,5986,2004
5296,5914,1984
5074,5863,1962
4825,5858,1952
4635,5834,1937
4472,5801,1919
4233,5736,1895
4002,5687,1887
3877,5640,1886
3884,5630,1887
3924,5621,1871
4002,5630,1854
4108,5636,1845
4237,5687,1854
4342,5759,1859
4472,5858,1854
4607,5939,1834
4708,6028,1822
4739,6094,1817
4825,6142,1822
5029,6141,1821
5296,6142,1822
5471,6138,1819
5532,6142,1822
5530,6098,1820
5532,6028,1822
5532,5937,1820
5532,5858,1822
5528,5784,1819
5532,5744,1822
5526,5732,1821
5532,5744,1822
5529,5739,1817
5532,5744,1822
5523,5741,1825
5532,5744,1822
5481,5744,1802
5296,5801,1789
4927,5893,1785
4472,6085,1789
3975,6502,1777
3413,7222,1757
2680,7820,1734
1765,7620,1724
687,6296,1709
-353,4322,1692
-976,2394,1669
-706,967,1659
505,209,1655
2236,341,1659
3887,1339,1656
5178,2787,1659
6005,4067,1666
6355,4948,1692
6292,5495,1720
6120,5858,1757
6061,6047,1794
6120,6142,1854
6136,6195,1927
6120,6256,2017
6114,6280,2105
6120,6313,2212
6064,6356,2332
6002,6426,2472
5986,6460,2604
6002,6483,2733
5961,6480,2854
5885,6483,2993
5848,6472,3136
5885,6483,3286
5914,6520,3418
5885,6597,3546
5804,6662,3659
5767,6711,3774
5765,6726,3871
5767,6767,3969
5707,6816,4060
5649,6881,4164
5624,6909,4262
5649,6938,4359
5653,6970,4438
5649,7052,4522
5637,7135,4600
5649,7222,4684
5647,7290,4750
5649,7393,4815
5641,7502,4872
5649,7620,4945
5644,7716,5010
5649,7848,5075
5644,7991,5121
5649,8132,5172
5641,8232,5217
5649,8360,5270
5648,8506,5304
5649,8644,5335
5635,8707,5348
5649,8758,5368
5659,8815,5378
5649,8872,5400
5585,8841,5414
5532,8758,5433
5510,8644,5431
5532,8530,5433
5535,8355,5425
5532,8132,5433
5519,7867,5431
5532,7620,5433
5532,7377,5414
5532,7166,5400
5519,6955,5377
5532,6767,5368
5534,6577,5349
5532,6426,5335
5514,6293,5303
5532,6199,5270
5547,6101,5219
5532,6028,5172
5458,5955,5117
5414,5914,5075
5409,5872,5024
5414,5858,4977
5356,5844,4911
5296,5858,4847
5272,5856,4775
5296,5858,4717
5299,5842,4651
5296,5858,4587
5291,5878,4503
5296,5914,4424
5253,5932,4338
5178,5971,4262
5094,6003,4175
5061,6028,4099
5052,6017,4015
5061,6028,3936
5053,6051,3847
5061,6085,3774
5062,6080,3702
5061,6085,3643
5041,6103,3573
5061,6142,3513
5113,6143,3455
5178,6142,3416
5190,6150,3376
5178,6199,3351
5163,6235,3318
5178,6256,3286
5180,6231,3243
5178,6199,3221
5167,6155,3204
5178,6142,3188
5180,6135,3150
5178,6142,3123
5164,6133,3104
5178,6142,3090
5190,6143,3054
5178,6142,3025
5114,6106,3005
5061,6085,2993
5040,6073,2958
5061,6085,2928
5064,6079,2905
5061,6085,2895
5051,6084,2864
5061,6085,2830
