II,MCL,PLETH
-884,3139,7841
-808,3136,7847
-746,3164,7841
-698,3201,7847
-676,3219,7838
-661,3245,7847
-651,3269,7844
-624,3288,7847
-572,3298,7832
-477,3332,7847
-341,3364,7861
-184,3354,7847
-29,3280,7689
110,3223,7385
240,3214,6985
367,3223,6647
508,3172,6419
661,3092,6308
810,3038,6219
918,3049,6154
975,3083,6099
992,3136,6093
977,3200,6088
918,3288,6093
814,3362,6080
698,3419,6093
610,3464,6102
551,3550,6123
491,3672,6119
404,3811,6123
296,3902,6117
184,3941,6123
94,3933,6114
37,3920,6123
3,3916,6122
-37,3941,6123
-93,3964,6099
-147,3963,6093
-177,3926,6088
-184,3898,6093
-183,3891,6071
-184,3898,6062
-184,3872,6055
-184,3833,6062
-184,3802,6043
-184,3811,6031
-184,3815,6012
-184,3789,6000
-207,3709,5963
-257,3615,5939
-334,3510,5917
-404,3397,5908
-463,3266,5873
-514,3158,5847
-559,3084,5822
-588,3049,5816
-610,3020,5785
-661,3005,5754
-759,2979,5715
-881,2940,5693
-983,2900,5658
-1028,2940,5631
-948,3055,5594
-624,3201,5570
51,3348,5533
1065,3550,5508
2252,3732,5472
3342,3702,5447
4070,3293,5409
4260,2613,5385
3889,1887,5351
3085,1328,5323
2088,1052,5282
1139,1154,5262
396,1563,5243
-110,2069,5231
-427,2450,5196
-624,2700,5170
-754,2890,5145
-845,3049,5139
-900,3112,5119
-918,3092,5108
-914,3037,5088
-918,3005,5077
-940,2994,5053
-955,3027,5046
-945,3103,5041
-918,3223,5046
-902,3327,5029
-881,3397,5016
-843,3420,4994
-771,3441,4985
-706,3481,4963
-661,3550,4954
-634,3598,4945
-588,3593,4954
-509,3522,4951
-404,3441,4954
-285,3376,4948
-147,3354,4954
14,3346,4950
184,3354,4954
350,3347,4947
514,3332,4954
675,3303,4959
808,3310,4985
880,3362,5001
881,3462,5016
843,3553,5009
808,3615,5016
817,3635,5023
881,3658,5046
980,3699,5057
1065,3789,5077
1098,3918,5090
1065,4094,5108
984,4269,5106
881,4421,5108
781,4525,5102
698,4617,5108
636,4682,5102
588,4704,5108
537,4645,5106
477,4551,5108
427,4463,5088
404,4421,5077
397,4399,5067
367,4399,5077
287,4403,5076
184,4421,5077
102,4424,5060
73,4421,5046
70,4388,5022
73,4333,5016
76,4231,5010
110,4116,5016
149,4026,5001
147,4029,4985
55,4108,4958
-110,4203,4954
-285,4206,4950
-404,4094,4954
-449,3901,4937
-441,3724,4923
-400,3592,4902
-331,3528,4893
-232,3526,4873
-73,3637,4862
239,3841,4841
808,4094,4831
1632,4305,4810
2608,4442,4800
3638,4431,4781
4591,4203,4770
5143,3698,4747
4885,3005,4739
3740,2272,4732
2167,1699,4739
787,1416,4726
-110,1503,4708
-625,1859,4680
-918,2308,4677
-1037,2671,4677
-992,2940,4677
-858,3166,4655
-735,3397,4646
-664,3583,4642
-624,3702,4646
-580,3754,4627
-514,3789,4616
-443,3802,4609
-367,3789,4616
-286,3728,4600
-184,3658,4585
-78,3586,4563
37,3528,4554
151,3474,4534
294,3462,4523
454,3489,4506
624,3528,4493
755,3533,4466
808,3528,4462
782,3541,4461
735,3593,4462
737,3633,4438
845,3637,4431
1081,3581,4439
1432,3506,4462
1819,3435,4460
2130,3419,4462
2300,3445,4468
2351,3506,4493
2331,3555,4502
2277,3593,4523
2219,3606,4548
2204,3615,4585
2238,3619,4600
2277,3658,4616
2273,3745,4625
2240,3898,4646
2199,4076,4656
2130,4246,4677
2000,4361,4692
1836,4442,4708
1699,4520,4702
1616,4638,4708
1561,4749,4718
1506,4791,4739
1445,4698,4738
1396,4508,4739
1365,4280,4735
1359,4094,4739
1362,3962,4723
1359,3898,4708
1322,3879,4686
1249,3898,4677
1146,3907,4658
1065,3898,4646
1034,3859,4628
1065,3833,4616
1073,3816,4585
992,3811,4554
787,3772,4516
551,3702,4493
379,3603,4461
331,3528,4431
381,3491,4391
477,3506,4370
550,3530,4351
551,3528,4339
474,3444,4307
367,3310,4277
286,3202,4242
294,3245,4216
495,3463,4179
1028,3811,4154
1936,4171,4132
3122,4486,4123
4402,4692,4096
5546,4747,4062
6216,4571,4019
6060,4159,4000
4988,3561,3984
3342,2896,3970
1673,2246,3934
404,1720,3908
-317,1432,3885
-551,1503,3877
-501,1874,3858
-404,2352,3846
-370,2707,3828
-331,2896,3816
-208,2973,3792
-37,3027,3785
107,3078,3781
220,3158,3785
292,3250,3767
257,3332,3754
78,3358,3745
-110,3354,3754
-144,3323,3753
37,3288,3754
308,3244,3749
551,3245,3754
665,3292,3751
661,3354,3754
610,3356,3750
624,3310,3754
725,3257,3749
845,3245,3754
926,3242,3752
1028,3223,3754
1236,3158,3747
1543,3092,3754
1832,3045,3764
2020,3049,3785
2125,3077,3796
2240,3136,3816
2410,3207,3829
2608,3310,3846
2779,3412,3854
2901,3506,3877
2952,3571,3905
2901,3637,3939
2760,3702,3952
2608,3789,3970
2509,3888,3991
2461,4029,4031
2413,4201,4053
2351,4399,4062
2281,4567,4053
2204,4704,4062
2109,4816,4074
2020,4943,4093
1956,5055,4092
1910,5117,4093
1846,5084,4087
1763,4987,4093
1679,4848,4090
1616,4704,4093
1553,4549,4088
1469,4421,4093
1356,4334,4089
1249,4312,4093
1152,4309,4088
1065,4312,4093
944,4295,4089
808,4290,4093
674,4284,4088
588,4290,4093
529,4293,4091
477,4312,4093
407,4329,4078
331,4333,4062
258,4271,4039
184,4137,4031
78,3951,4017
-73,3789,4000
-250,3660,3965
-367,3593,3939
-293,3640,3908
110,3898,3877
901,4295,3826
2020,4704,3785
3302,5076,3749
4517,5488,3723
5389,5762,3677
5656,5531,3631
5188,4629,3589
4077,3441,3569
2609,2449,3541
1139,1851,3508
-36,1571,3467
-771,1633,3446
-1108,2033,3430
-1212,2613,3416
-1237,3097,3382
-1249,3419,3354
-1250,3638,3330
-1249,3811,3323
-1253,3905,3307
-1249,3963,3293
-1219,4021,3270
-1175,4094,3262
-1148,4133,3255
-1139,4159,3262
-1131,4176,3261
-1102,4203,3262
-1078,4208,3245
-1065,4225,3231
-1063,4250,3219
-1028,4290,3231
-960,4307,3246
-881,4312,3262
-813,4301,3259
-735,4290,3262
-620,4257,3269
-477,4225,3293
-330,4201,3307
-184,4225,3323
-22,4265,3333
147,4312,3354
296,4326,3369
404,4333,3385
484,4334,3392
551,4355,3416
605,4383,3442
624,4442,3477
602,4517,3503
551,4617,3539
506,4709,3570
477,4813,3600
452,4916,3612
404,5030,3631
335,5118,3655
257,5183,3693
183,5214,3711
110,5248,3723
45,5279,3729
0,5313,3754
-19,5316,3773
-37,5292,3785
-79,5224,3778
-147,5139,3785
-214,5034,3798
-257,4943,3816
-278,4863,3814
-294,4813,3816
-314,4760,3815
-331,4704,3816
-338,4617,3796
-331,4529,3785
-348,4434,3780
-404,4355,3785
-493,4272,3769
-551,4203,3754
-574,4138,3735
-588,4094,3723
-603,4054,3700
-588,4029,3693
-548,3995,3691
-551,3963,3693
-615,3927,3673
-698,3920,3662
-805,3915,3658
-992,3920,3662
-1156,3959,3644
-992,4137,3631
-257,4456,3625
955,4856,3631
2339,5238,3617
3636,5553,3600
4677,5623,3580
5252,5248,3569
5149,4387,3548
4334,3332,3539
3034,2397,3534
1616,1764,3539
413,1485,3525
-404,1655,3508
-843,2200,3486
-1028,2853,3477
-1089,3308,3460
-1102,3550,3446
-1099,3696,3426
-1102,3833,3416
-1108,3910,3398
-1102,3941,3385
-1072,3962,3363
-1028,4007,3354
-979,4032,3348
-918,4050,3354
-847,4066,3351
-771,4116,3354
-725,4161,3349
-698,4203,3354
-687,4219,3351
-661,4246,3354
-618,4287,3349
-551,4355,3354
-475,4421,3359
-404,4486,3385
-338,4525,3412
-257,4551,3446
-143,4551,3470
0,4551,3508
161,4533,3548
331,4508,3600
503,4474,3642
661,4486,3693
798,4537,3745
918,4617,3816
1024,4678,3878
1102,4747,3939
1138,4819,3983
1139,4900,4031
1124,4952,4072
1102,5009,4123
1072,5079,4167
1028,5183,4216
966,5270,4247
881,5335,4277
786,5366,4299
698,5400,4339
635,5420,4373
588,5422,4400
538,5383,4398
477,5335,4400
417,5277,4408
367,5226,4431
330,5165,4434
294,5117,4431
248,5061,4421
184,4987,4431
99,4865,4434
0,4747,4431
-112,4661,4409
-220,4638,4400
-322,4627,4396
-404,4617,4400
-491,4575,4383
-588,4529,4370
-694,4466,4358
-771,4399,4370
-807,4311,4372
-808,4225,4370
-784,4140,4348
-735,4094,4339
-685,4084,4331
-698,4137,4339
-796,4228,4337
-918,4355,4339
-937,4491,4323
-735,4660,4308
-215,4854,4283
661,5096,4277
1823,5348,4273
3048,5553,4277
4036,5531,4262
4517,5139,4246
4358,4359,4223
3599,3441,4216
2470,2690,4208
1285,2330,4216
292,2343,4216
-441,2613,4216
-949,2967,4196
-1285,3310,4185
-1479,3567,4177
-1579,3745,4185
-1630,3847,4183
-1653,3920,4185
-1636,3975,4180
-1579,4050,4185
-1493,4126,4181
-1396,4203,4185
-1308,4242,4181
-1249,4246,4185
-1224,4192,4180
-1212,4116,4185
-1209,4045,4183
-1212,4050,4185
-1233,4125,4173
-1249,4246,4154
-1245,4345,4081
-1212,4421,3939
-1152,4473,3736
-1065,4529,3569
-956,4557,3476
-845,4551,3446
-737,4491,3414
-624,4421,3385
-477,4355,3367
-294,4333,3385
-96,4328,3407
73,4333,3446
194,4318,3488
257,4312,3539
274,4314,3570
257,4355,3600
232,4416,3625
220,4508,3662
225,4602,3690
220,4704,3723
194,4784,3751
147,4856,3785
86,4901,3803
0,4943,3816
-101,4981,3813
-184,5052,3816
-217,5137,3812
-220,5226,3816
-229,5263,3811
-257,5248,3816
-284,5182,3815
-294,5117,3816
-291,5066,3800
-294,5052,3785
-317,5048,3765
-367,5052,3754
-439,5034,3737
-514,5009,3723
-581,4957,3694
-624,4900,3662
-653,4820,3621
-661,4747,3600
-664,4672,3585
-661,4617,3569
-663,4564,3525
-661,4529,3477
-649,4487,3435
-624,4442,3416
-595,4376,3389
-588,4312,3354
-628,4226,3302
-735,4137,3262
-879,4066,3226
-992,4094,3200
-957,4226,3166
-661,4442,3139
-21,4682,3106
955,4943,3077
2143,5132,3038
3305,5117,3016
4171,4763,2998
4517,4137,2985
4264,3421,2952
3489,2853,2923
2419,2559,2900
1322,2591,2893
416,2855,2875
-220,3223,2862
-613,3557,2852
-845,3833,2862
-983,4030,2864
-1065,4159,2862
-1102,4205,2851
-1102,4225,2862
-1081,4245,2877
-1065,4290,2893
-1072,4311,2888
-1102,4312,2893
-1151,4301,2904
-1212,4333,2923
-1286,4399,2922
-1359,4486,2923
-1439,4536,2930
-1506,4551,2954
-1545,4539,2969
-1506,4551,2985
-1396,4586,2995
-1249,4638,3016
-1106,4664,3028
-955,4660,3046
-771,4600,3066
-551,4508,3108
-315,4390,3153
-73,4312,3200
179,4276,3229
441,4290,3262
704,4307,3297
955,4333,3354
1170,4345,3413
1322,4355,3477
1411,4344,3524
1469,4355,3569
1526,4400,3608
1579,4508,3662
1612,4641,3710
1616,4791,3754
1595,4918,3779
1543,5030,3816
1468,5098,3857
1396,5139,3908
1348,5163,3940
1322,5226,3970
1312,5318,3994
1322,5422,4031
1357,5483,4060
1396,5509,4093
1400,5480,4117
1359,5400,4154
1297,5265,4184
1249,5139,4216
1208,5046,4230
1139,5009,4246
1002,4998,4256
808,5030,4277
561,5062,4291
294,5052,4308
43,4948,4307
-110,4813,4308
-169,4698,4301
-184,4638,4308
-218,4584,4308
-257,4529,4308
-273,4466,4290
-257,4421,4277
-215,4373,4258
-147,4333,4246
-91,4276,4225
-110,4225,4216
-204,4190,4201
-220,4225,4185
57,4306,4148
735,4421,4123
1706,4542,4103
2791,4704,4093
3875,4832,4061
4848,4791,4031
5417,4428,4004
5215,3789,4000
4189,3033,3986
2754,2395,3970
1447,2014,3943
514,1960,3939
-64,2159,3937
-331,2504,3939
-318,2874,3919
-147,3245,3908
18,3569,3900
110,3811,3908
148,3923,3904
147,3963,3908
106,3979,3905
73,4007,3908
101,4013,3899
184,4007,3908
256,3982,3921
294,3963,3939
295,3945,3934
294,3963,3939
286,4003,3949
294,4050,3970
298,4059,3968
294,4050,3970
254,4041,3974
184,4050,4000
112,4042,4016
110,4007,4031
238,3929,4038
514,3854,4062
870,3803,4077
1212,3811,4093
1477,3836,4098
1689,3854,4123
1898,3830,4152
2130,3811,4185
2355,3822,4196
2534,3898,4216
2638,4001,4240
2681,4116,4277
2704,4205,4295
2754,4290,4308
2825,4378,4315
2865,4508,4339
2823,4654,4355
2718,4791,4370
2606,4850,4366
2534,4834,4370
2497,4766,4367
2461,4725,4370
2387,4738,4354
2277,4813,4339
2156,4880,4315
2057,4900,4308
1969,4837,4302
1873,4725,4308
1776,4580,4297
1726,4442,4277
1718,4329,4239
1689,4290,4216
1570,4303,4196
1396,4333,4185
1232,4311,4154
1139,4246,4123
1086,4139,4087
1065,4029,4062
1032,3919,4028
992,3854,4000
943,3822,3966
918,3811,3939
907,3797,3895
881,3811,3846
818,3833,3790
735,3833,3754
646,3775,3721
551,3724,3693
451,3724,3645
441,3789,3600
685,3863,3551
1322,3963,3508
2323,4116,3455
3526,4355,3416
4736,4613,3381
5766,4791,3354
6351,4741,3309
6207,4399,3262
5256,3782,3210
3783,3049,3169
2245,2349,3122
992,1829,3077
137,1570,3026
-331,1633,2985
-477,1944,2937
-404,2352,2893
-251,2693,2840
-110,2940,2800
8,3101,2763
147,3201,2739
307,3226,2707
441,3223,2677
492,3221,2640
477,3245,2616
443,3264,2594
441,3288,2585
472,3301,2569
551,3310,2554
627,3305,2532
661,3332,2523
622,3375,2518
588,3397,2523
636,3335,2521
808,3223,2523
1064,3123,2520
1322,3092,2523
1463,3101,2519
1432,3114,2523
1337,3083,2529
1396,3027,2554
1685,2957,2582
2057,2918,2616
2311,2907,2641
2424,2940,2677
2491,2998,2717
2571,3092,2769
2627,3189,2815
2644,3288,2862
2653,3368,2903
2681,3462,2954
2701,3575,3000
2681,3724,3046
2616,3870,3077
2534,4007,3108
2446,4115,3134
2351,4225,3169
2239,4330,3201
2130,4442,3231
2034,4546,3247
1947,4660,3262
1843,4756,3265
1726,4813,3262
1619,4790,3244
1543,4725,3231
1476,4647,3216
1396,4595,3200
1298,4548,3169
1212,4508,3139
1141,4452,3106
1065,4399,3077
956,4341,3032
845,4312,2985
742,4294,2934
661,4290,2893
576,4266,2845
514,4246,2800
469,4226,2750
441,4225,2708
423,4221,2661
441,4225,2616
469,4215,2557
441,4203,2492
333,4176,2422
184,4159,2369
-4,4140,2323
-257,4159,2277
-469,4250,2214
-367,4486,2154
242,4834,2101
1285,5205,2062
2540,5449,2014
3820,5553,1969
4939,5572,1929
5619,5553,1908
5592,5324,1890
4811,4704,1877
3486,3731,1858
1947,2809,1846
529,2311,1839
-514,2330,1846
-1107,2654,1848
-1359,3092,1846
-1427,3520,1838
-1396,3898,1846
-1285,4161,1863
-1139,4333,1877
-1018,4441,1874
-955,4529,1877
-929,4575,1890
-918,4595,1908
-914,4588,1908
-918,4595,1908
-936,4605,1908
-955,4638,1908
-979,4673,1891
-992,4725,1877
-1010,4764,1873
-1028,4791,1877
-1053,4775,1865
-1065,4747,1846
-1057,4714,1826
-1028,4704,1816
-981,4696,1798
-918,4704,1785
-825,4701,1776
-698,4704,1785
-538,4695,1795
-367,4704,1816
-197,4704,1838
-37,4704,1877
109,4694,1918
220,4725,1969
282,4785,2022
294,4856,2092
279,4890,2167
257,4921,2246
240,4953,2317
220,5009,2400
192,5084,2489
147,5226,2585
94,5396,2664
37,5531,2739
-17,5564,2811
-73,5553,2893
-130,5542,2960
-184,5553,3016
-226,5548,3057
-257,5553,3108
-278,5550,3158
-294,5509,3200
-310,5381,3218
-331,5226,3231
-352,5094,3243
-367,5009,3262
-371,4913,3265
-367,4813,3262
-356,4709,3255
-331,4638,3262
-317,4567,3265
-331,4508,3262
-378,4443,3243
-404,4399,3231
-406,4348,3216
-404,4290,3200
-412,4215,3167
-404,4159,3139
-374,4119,3117
-367,4094,3108
-417,4049,3083
-514,4007,3046
-632,3956,2996
-771,3920,2954
-895,3920,2916
-845,4050,2893
-363,4326,2863
661,4725,2831
2024,5159,2790
3379,5553,2769
4572,5714,2755
5582,5444,2739
6143,4666,2702
5766,3593,2677
4361,2522,2661
2534,1720,2646
1050,1332,2610
147,1459,2585
-390,1990,2578
-735,2657,2585
-884,3158,2570
-881,3441,2554
-861,3587,2545
-881,3702,2554
-887,3783,2554
-845,3854,2554
-786,3921,2551
-735,4007,2554
-674,4071,2549
-588,4116,2554
-502,4126,2565
-441,4137,2585
-411,4139,2587
-367,4159,2585
-311,4182,2577
-257,4225,2585
-239,4265,2594
-220,4312,2616
-174,4357,2631
-110,4421,2646
-57,4469,2654
0,4486,2677
92,4451,2705
220,4421,2739
373,4413,2763
551,4442,2800
755,4475,2842
955,4529,2893
1111,4586,2932
1212,4638,2985
1277,4649,3044
1322,4660,3108
1350,4696,3152
1359,4791,3200
1350,4904,3255
1322,5030,3323
1277,5142,3375
1212,5248,3416
1129,5311,3443
1028,5335,3477
918,5317,3505
808,5313,3539
709,5339,3566
624,5400,3600
561,5437,3620
514,5422,3631
470,5331,3626
404,5205,3631
304,5060,3642
184,4943,3662
75,4854,3664
0,4813,3662
-43,4792,3654
-73,4791,3662
-106,4772,3665
-147,4747,3662
-219,4694,3641
-331,4638,3631
-483,4561,3626
-624,4486,3631
-735,4403,3617
-808,4333,3600
-867,4267,3578
-918,4225,3569
-968,4182,3554
-1028,4137,3539
-1110,4075,3517
-1212,4029,3508
-1321,3974,3494
-1432,3920,3477
-1529,3904,3442
-1543,4029,3416
-1311,4256,3395
-698,4508,3385
268,4769,3357
1396,5117,3323
2506,5375,3284
3452,5183,3262
3991,4383,3242
3820,3332,3231
2913,2469,3203
1653,1960,3169
510,1730,3128
-331,1807,3108
-916,2187,3092
-1285,2700,3077
-1430,3085,3040
-1432,3310,3016
-1417,3467,3006
-1432,3615,3016
-1430,3690,3005
-1396,3702,2985
-1353,3691,2957
-1322,3702,2954
-1288,3703,2953
-1249,3702,2954
-1211,3697,2941
-1175,3724,2954
-1140,3769,3010
-1102,3854,3139
-1078,3950,3294
-1065,4050,3446
-1067,4118,3551
-1065,4159,3631
-1043,4177,3690
-992,4203,3754
-920,4220,3809
-845,4225,3877
-764,4188,3947
-661,4137,4031
-524,4069,4104
-367,4007,4185
-212,3945,4267
-73,3920,4370
48,3920,4462
147,3941,4554
226,3945,4635
294,3963,4739
356,4016,4845
404,4137,4954
441,4282,5042
477,4421,5139
512,4514,5232
514,4595,5323
473,4667,5384
404,4747,5447
334,4805,5505
257,4856,5570
176,4894,5604
110,4943,5631
92,4987,5644
110,5030,5662
137,5031,5660
147,4987,5662
138,4898,5657
110,4834,5662
73,4815,5647
37,4834,5631
6,4828,5607
-37,4791,5600
-103,4715,5584
-184,4638,5570
-274,4554,5535
-367,4486,5508
-469,4412,5472
-551,4333,5447
-613,4237,5409
-661,4159,5385
-705,4109,5352
-735,4094,5323
-751,4068,5274
-771,4029,5231
-803,3971,5180
-845,3941,5139
-901,3929,5086
-992,3941,5046
-1089,3966,4999
-1065,4050,4954
-722,4202,4888
37,4421,4831
1082,4623,4776
2167,4725,4739
3150,4592,4688
3966,4159,4646
4409,3461,4604
4150,2722,4585
3151,2187,4555
1836,2025,4523
721,2183,4479
-37,2526,4462
-556,2886,4447
-918,3201,4431
-1099,3431,4389
-1139,3593,4370
-1136,3683,4364
-1139,3745,4370
-1125,3782,4347
-1102,3811,4339
-1097,3816,4345
-1102,3833,4370
-1090,3858,4367
-1065,3898,4370
-1041,3912,4376
-992,3920,4400
-910,3925,4409
-808,3963,4431
-727,4018,4456
-661,4094,4493
-616,4169,4504
-588,4246,4523
-568,4295,4545
-514,4312,4585
-404,4271,4609
-257,4203,4646
-111,4114,4694
37,4050,4770
216,4013,4832
441,4029,4893
687,4066,4943
918,4116,5016
1108,4140,5088
1249,4159,5170
1351,4171,5239
1432,4203,5323
1507,4236,5399
1579,4290,5477
1654,4346,5533
1726,4421,5600
1775,4502,5661
1763,4617,5723
1678,4737,5754
1543,4856,5785
1401,4933,5810
1285,4987,5847
1221,5008,5861
1212,5030,5877
1230,5062,5885
1212,5139,5908
1122,5202,5918
992,5183,5939
887,5036,5951
845,4856,5970
846,4731,5967
845,4704,5970
797,4706,5962
698,4704,5970
576,4671,5964
477,4638,5970
381,4594,5964
257,4551,5970
103,4481,5963
0,4399,5970
-29,4317,5966
-37,4290,5970
-104,4301,5952
-220,4312,5939
-319,4259,5915
-367,4159,5908
-385,4036,5891
-404,3941,5877
-441,3883,5843
-477,3898,5816
-435,3974,5778
-184,4116,5754
371,4286,5718
1212,4486,5693
2220,4652,5656
3232,4704,5631
4055,4511,5594
4481,4050,5570
4347,3389,5534
3636,2722,5508
2506,2209,5469
1249,1960,5447
174,1950,5422
-514,2134,5416
-797,2416,5397
-808,2744,5385
-708,3048,5362
-588,3310,5354
-472,3494,5336
-367,3615,5323
-284,3683,5297
-220,3745,5293
-168,3796,5288
-110,3833,5293
-34,3826,5274
73,3811,5262
191,3799,5250
294,3811,5262
343,3807,5262
367,3789,5262
389,3754,5240
441,3745,5231
490,3776,5220
514,3854,5231
508,3920,5239
514,3920,5262
572,3816,5273
698,3658,5293
881,3481,5299
1102,3332,5323
1323,3234,5345
1506,3245,5385
1639,3324,5421
1763,3397,5477
1915,3387,5524
2093,3354,5570
2253,3365,5592
2351,3462,5631
2352,3597,5672
2277,3745,5723
2205,3851,5750
2240,3898,5785
2389,3900,5822
2534,3963,5877
2530,4116,5910
2351,4312,5939
2080,4449,5950
1836,4529,5970
1688,4571,5969
1653,4595,5970
1687,4576,5960
1726,4551,5970
1724,4530,5970
1689,4508,5970
1637,4432,5939
1579,4312,5908
1535,4168,5868
1543,4050,5847
1582,3967,5815
1579,3941,5785
1455,3949,5734
1249,3963,5693
1053,3917,5643
955,3811,5600
917,3657,5537
881,3528,5477
788,3454,5408
661,3462,5354
537,3517,5291
441,3593,5231
346,3634,5152
220,3615,5077
57,3503,4994
-110,3332,4923
-251,3148,4843
-331,3049,4770
-301,3075,4684
-73,3245,4616
442,3487,4547
1285,3745,4493
2391,3966,4427
3599,4159,4370
4660,4293,4304
5289,4312,4246
5239,4103,4178
4444,3637,4123
3092,2964,4068
1579,2265,4031
301,1705,3992
-514,1415,3970
-856,1404,3940
-845,1633,3908
-652,2005,3855
-441,2439,3816
-327,2829,3780
-331,3114,3754
-379,3240,3715
-367,3245,3693
-251,3202,3674
-73,3223,3662
72,3319,3627
147,3441,3600
174,3490,3579
220,3462,3569
290,3393,3538
367,3354,3508
408,3344,3482
441,3354,3477
493,3335,3462
588,3288,3446
701,3215,3422
808,3158,3416
901,3122,3410
992,3114,3416
1094,3108,3411
1212,3114,3416
1339,3118,3421
1469,3136,3446
1598,3145,3471
1726,3158,3508
1845,3155,3543
1947,3158,3600
2028,3161,3658
2093,3201,3723
2131,3281,3777
2130,3419,3846
2086,3566,3919
2020,3702,4000
1948,3816,4061
1873,3963,4123
1775,4137,4180
1653,4312,4246
1528,4440,4295
1432,4551,4339
1359,4653,4367
1285,4747,4400
1204,4805,4418
1139,4856,4431
1088,4893,4428
1028,4900,4431
948,4831,4429
881,4725,4431
854,4616,4417
845,4529,4400
816,4438,4369
771,4355,4339
729,4278,4301
698,4225,4277
658,4171,4248
624,4137,4216
588,4114,4164
551,4116,4123
483,4106,4087
404,4094,4062
325,4070,4017
257,4050,3970
187,4024,3917
110,4007,3877
18,3977,3829
-110,3941,3785
-290,3900,3734
-514,3898,3693
-731,3902,3643
-845,3920,3600
-725,4025,3550
-257,4355,3508
609,4828,3458
1800,5226,3416
3131,5430,3365
4334,5553,3323
5121,5563,3274
5252,5226,3231
4632,4411,3179
3379,3419,3139
1814,2611,3100
331,2112,3077
-778,1877,3055
-1432,2003,3046
-1730,2508,3031
-1836,3158,3016
-1866,3602,2992
-1873,3789,2985
-1872,3862,2982
-1873,3941,2985
-1865,3989,2976
-1836,4007,2985
