II,III,PLETH
7236,7933,3623
7299,7892,3782
7347,7933,3949
7342,8002,4112
7347,8080,4311
7346,8093,4523
7347,8080,4746
7327,8058,4944
7347,8080,5145
7426,8087,5329
7570,8080,5507
7684,8089,5650
7793,8227,5797
8025,8400,5949
8572,8521,6123
9337,8684,6274
10130,9255,6413
10854,10328,6532
11577,11753,6666
12023,13353,6784
11689,14985,6884
10361,15876,6950
8572,14985,7028
6942,12160,7105
5677,8815,7173
4604,6564,7194
3785,5876,7210
3385,6085,7223
3451,6611,7246
3767,7224,7234
4230,7786,7210
4770,8023,7169
5343,7933,7137
5825,7691,7083
6234,7492,7028
6555,7322,6955
6791,7199,6884
6877,7100,6789
6902,7052,6702
6893,6979,6607
6902,6905,6521
6882,6804,6412
6902,6758,6304
6944,6735,6176
7013,6758,6050
7054,6754,5911
7125,6758,5797
7224,6752,5684
7347,6758,5579
7447,6742,5446
7570,6758,5326
7690,6803,5218
7793,6905,5145
7865,7024,5056
8015,7199,4963
8207,7401,4857
8349,7639,4782
8383,7865,4719
8460,8080,4674
8571,8175,4612
8572,8080,4565
8348,7789,4520
8127,7492,4492
8067,7289,4452
8127,7199,4420
8121,7153,4379
8127,7199,4347
8214,7294,4303
8349,7345,4275
8374,7233,4249
8349,7052,4239
8340,6886,4216
8349,6758,4203
8253,6554,4183
8127,6317,4166
8088,6146,4127
8238,6170,4094
8464,6311,4065
8683,6464,4058
8813,6499,4041
8906,6464,4021
8959,6419,3982
9017,6464,3949
9035,6542,3919
9017,6611,3913
8890,6605,3899
8683,6611,3877
8453,6686,3833
8349,6905,3804
8345,7195,3783
8349,7492,3768
8244,7682,3730
8127,7786,3695
8049,7838,3668
8015,7933,3659
7916,8032,3629
7793,8080,3587
7663,7976,3536
7570,7786,3514
7476,7622,3498
7459,7639,3478
7499,7781,3436
7570,7933,3406
7572,7962,3384
7570,7933,3369
7557,7897,3332
7570,7933,3297
7580,7985,3269
7681,8080,3261
7796,8122,3243
7793,8080,3224
7579,7922,3201
7347,7786,3188
7263,7735,3168
7347,7786,3152
7484,7845,3129
7681,7933,3116
7905,8048,3095
8127,8227,3079
8358,8383,3057
8794,8521,3043
9457,8695,3023
10242,9108,3007
11050,9886,2983
11911,11165,2971
12474,12921,2953
12134,14838,2935
10625,16006,2907
8572,15572,2898
6784,13540,2898
5566,11018,2898
4642,9088,2876
3896,8080,2862
3469,7728,2857
3562,7933,2862
4072,8575,2844
4787,9255,2826
5434,9404,2815
5900,8961,2826
6154,8283,2829
6345,7786,2826
6545,7539,2805
6791,7492,2790
6987,7497,2776
7125,7492,2790
7152,7418,2808
7125,7345,2826
7045,7257,2819
7013,7199,2826
7026,7190,2848
7125,7345,2898
7270,7512,2944
7459,7492,3007
7575,7201,3082
7570,6905,3188
7472,6809,3293
7459,6905,3406
7558,6991,3507
7681,7052,3623
7694,7113,3739
7681,7199,3877
7711,7218,4014
7793,7199,4166
7810,7139,4318
7793,7052,4492
7768,6892,4669
7793,6758,4855
7822,6703,5018
7904,6758,5181
8012,6834,5337
8127,6905,5507
8151,6887,5659
8127,6758,5797
8090,6513,5903
8127,6317,6014
8212,6255,6120
8349,6317,6231
8441,6312,6313
8460,6170,6376
8388,5950,6412
8349,5876,6449
8401,6016,6468
8572,6317,6485
8755,6587,6482
8906,6758,6485
8948,6790,6471
8906,6758,6449
8782,6705,6395
8683,6758,6340
8643,6929,6280
8683,7199,6231
8678,7443,6162
8572,7639,6086
8344,7742,5992
8127,7786,5905
7971,7771,5801
7904,7786,5688
7840,7837,5553
7793,7933,5434
7761,8007,5320
7793,8080,5217
7813,8109,5089
7793,8080,4963
7685,7942,4839
7570,7786,4746
7474,7700,4653
7459,7786,4565
7489,7986,4464
7570,8227,4384
7606,8364,4305
7570,8374,4239
7439,8278,4159
7347,8227,4094
7349,8258,4031
7459,8374,3985
7545,8470,3926
7570,8521,3877
7509,8430,3829
7459,8227,3804
7460,8030,3769
7570,8080,3732
7706,8325,3684
7793,8521,3659
7726,8438,3639
7570,8227,3623
7403,8080,3585
7347,8080,3550
7378,8125,3523
7459,8227,3514
7484,8334,3478
7459,8374,3406
7384,8238,3301
7347,8080,3224
7364,8058,3178
7459,8227,3152
7543,8373,3111
7570,8374,3079
7481,8221,3057
7347,8080,3043
7204,7982,3007
7125,7933,2971
7093,7892,2943
7125,7933,2935
7142,8015,2917
7125,8080,2898
7045,8054,2875
7013,8080,2862
7074,8247,2842
7236,8521,2826
7350,8642,2804
7347,8521,2790
7223,8249,2768
7125,8080,2753
7086,8044,2735
7125,8080,2717
7197,8109,2682
7347,8227,2645
7466,8366,2613
7459,8374,2608
7271,8100,2612
7125,7786,2608
7155,7653,2575
7347,7786,2536
7500,7961,2505
7570,8080,2500
7607,8094,2489
7681,8080,2464
7716,8050,2419
7681,8080,2391
7623,8102,2374
7681,8080,2355
7857,8012,2315
8127,8080,2282
8494,8313,2261
9128,8668,2246
10036,9159,2210
11021,10137,2174
11711,11843,2148
11911,14103,2138
11526,16187,2119
10576,17335,2101
9075,17075,2081
7236,15572,2065
5349,13466,2041
3785,11606,2029
2769,10418,2026
2449,9843,2029
2739,9519,2013
3451,9255,1993
4269,8931,1971
5009,8521,1956
5567,8031,1934
6011,7639,1920
6369,7387,1915
6679,7199,1920
6885,6950,1909
7013,6758,1884
7065,6700,1854
7125,6758,1848
7173,6768,1850
7236,6758,1848
7246,6738,1826
7236,6758,1811
7207,6738,1809
7236,6758,1811
7290,6814,1795
7347,6905,1775
7352,6923,1766
7347,6905,1775
7339,6877,1778
7347,6905,1775
7335,6955,1769
7347,7052,1775
7381,7138,1780
7459,7199,1775
7519,7195,1754
7570,7199,1739
7574,7202,1733
7570,7199,1739
7548,7130,1739
7570,7052,1739
7610,6970,1736
7681,6905,1739
7727,6815,1738
7793,6758,1739
7879,6739,1736
8015,6758,1739
8105,6712,1738
8127,6611,1739
8090,6494,1736
8127,6464,1739
8229,6472,1739
8349,6464,1739
8400,6381,1733
8460,6317,1739
8557,6295,1754
8683,6317,1775
8744,6307,1781
8794,6317,1775
8875,6359,1766
9017,6464,1775
9111,6586,1793
9128,6758,1811
9036,6925,1814
8906,7052,1811
8764,7104,1807
8683,7199,1811
8594,7348,1811
8460,7492,1811
8261,7513,1808
8127,7492,1811
8062,7518,1812
8015,7639,1811
7893,7743,1806
7793,7786,1811
7759,7731,1826
7793,7639,1848
7791,7535,1853
7793,7492,1848
7789,7483,1838
7793,7492,1848
7760,7472,1866
7793,7492,1884
7892,7551,1884
8015,7639,1884
8037,7660,1883
8015,7639,1884
7992,7608,1877
8015,7639,1884
8013,7662,1901
8015,7639,1920
8010,7546,1921
8015,7492,1920
7967,7480,1919
7904,7492,1920
7828,7470,1913
7793,7492,1920
7771,7554,1939
7793,7639,1956
7799,7687,1953
7793,7786,1956
7761,7934,1973
7793,8080,1993
7858,8105,1990
7904,8080,1993
7824,8062,2009
7681,8080,2029
7533,8030,2027
7459,7933,2029
7393,7822,2044
7347,7786,2065
7306,7773,2063
7347,7786,2065
7407,7771,2079
7459,7786,2101
7453,7783,2101
7459,7786,2101
7465,7767,2112
7459,7786,2138
7397,7840,2140
7347,7933,2138
7331,7968,2140
7347,7933,2174
7330,7871,2208
7347,7933,2246
7501,8075,2284
7904,8227,2355
8497,8429,2440
9240,8961,2536
10070,9898,2616
10910,11165,2717
11394,12696,2842
11132,14397,3007
9985,15469,3177
8349,14838,3369
6710,12333,3571
5343,9255,3804
4176,6949,4046
3228,5729,4311
2659,5231,4568
2672,5436,4818
3137,6277,5045
3785,7199,5289
4390,7518,5540
5009,7345,5797
5652,7172,6018
6234,7199,6231
6591,7174,6430
6791,7052,6630
6940,6936,6798
7125,6905,6956
7256,6832,7088
7347,6758,7210
7394,6755,7300
7459,6905,7391
7503,7073,7467
7570,7199,7536
7632,7214,7569
7681,7199,7608
7649,7180,7643
7570,7199,7681
7484,7203,7683
7459,7199,7681
7456,7180,7663
7459,7199,7644
7437,7204,7590
7459,7199,7536
7506,7173,7476
7570,7199,7427
7576,7225,7343
7570,7199,7246
7556,7057,7128
7570,6905,7028
7560,6799,6918
7570,6758,6811
7595,6688,6681
7681,6611,6557
7779,6563,6421
7904,6611,6304
8012,6688,6184
8127,6758,6086
8223,6763,5977
8349,6758,5869
8466,6743,5737
8572,6758,5615
8625,6756,5493
8683,6758,5398
8733,6743,5299
8794,6758,5217
8834,6760,5132
8906,6758,5072
8974,6734,5000
9017,6758,4927
8970,6815,4839
8906,6905,4782
8844,6971,4740
8794,7052,4710
8658,7123,4652
8460,7199,4601
8247,7252,4555
8127,7345,4529
8061,7440,4487
8015,7492,4456
7907,7430,4429
7793,7345,4420
7700,7303,4389
7681,7345,4347
7647,7369,4297
7570,7345,4275
7432,7261,4257
7347,7199,4239
7321,7165,4196
7347,7199,4166
7340,7256,4143
7347,7345,4130
7376,7417,4094
7459,7492,4058
7522,7552,4017
7570,7639,3985
7568,7718,3942
7570,7786,3913
7586,7793,3890
7681,7786,3877
7775,7770,3841
7793,7786,3804
7679,7785,3763
7570,7786,3732
7532,7768,3689
7570,7786,3659
7579,7835,3635
7570,7933,3623
7523,7976,3590
7459,7933,3550
7369,7822,3504
7347,7786,3478
7363,7804,3456
7347,7786,3442
7226,7636,3409
7125,7492,3369
7099,7443,3321
7125,7492,3297
7078,7504,3279
7013,7492,3261
6984,7474,3219
7013,7492,3188
6985,7488,3166
6902,7492,3152
6803,7488,3115
6791,7492,3079
6830,7466,3051
6902,7492,3043
6949,7599,3026
7013,7786,3007
7070,7908,2982
7125,7933,2971
7127,7893,2952
7125,7933,2935
7113,8025,2908
7125,8080,2898
7114,7970,2893
7125,7786,2898
7153,7643,2893
7236,7639,2898
7300,7659,2907
7347,7639,2935
7341,7541,2962
7347,7492,3007
7343,7478,3054
7347,7492,3116
7332,7470,3175
7347,7492,3261
7388,7558,3358
7459,7639,3478
7512,7645,3595
7570,7639,3732
7620,7668,3872
7681,7786,4021
7744,7921,4149
7904,8080,4275
8225,8251,4394
8794,8521,4529
9575,8978,4654
10464,9843,4782
11157,11207,4901
11355,12928,5036
10860,14416,5165
9796,14985,5289
8387,14173,5384
6902,12193,5471
5491,9761,5542
4342,7786,5615
3561,6777,5670
3228,6758,5724
3253,7300,5763
3562,7933,5797
4049,8266,5802
4676,8227,5797
5290,7932,5775
5789,7639,5760
6101,7407,5728
6345,7199,5688
6570,6941,5628
6791,6758,5579
6922,6703,5526
7013,6758,5471
7068,6769,5384
7125,6758,5289
7122,6734,5189
7125,6758,5108
7151,6751,5019
7236,6758,4927
7302,6790,4815
7347,6905,4710
7379,7041,4598
7459,7199,4492
7561,7377,4375
7681,7639,4275
7785,7901,4178
7904,8080,4094
7990,8106,3998
8015,8080,3913
7921,8028,3830
7793,7933,3768
7693,7725,3705
7681,7492,3659
7650,7301,3606
7570,7199,3550
7486,7149,3482
7570,7199,3442
7793,7297,3419
8015,7345,3406
8062,7194,3367
8015,6905,3333
7977,6613,3307
8015,6464,3297
8029,6393,3273
8015,6317,3261
7983,6165,3256
8015,6023,3261
8089,5910,3243
8238,5876,3224
8436,5939,3202
8683,6170,3188
8858,6415,3163
8906,6464,3152
8801,6234,3148
8683,6023,3152
8628,6053,3135
8683,6317,3116
8753,6612,3094
8794,6905,3079
8727,7126,3055
8572,7199,3043
8331,7094,3039
8127,7052,3043
8008,7170,3028
8015,7345,3007
8035,7417,2982
8015,7492,2971
7905,7602,2953
7793,7639,2935
7703,7517,2910
7681,7492,2898
7670,7729,2883
7681,8080,2862
7675,8196,2822
7681,8080,2790
7670,7937,2764
7681,7933,2753
7676,7955,2734
7681,7933,2717
7695,7886,2696
7793,7933,2681
7918,8022,2659
8015,8080,2645
8017,8057,2626
8015,8080,2608
8021,8162,2582
8015,8227,2572
7910,8123,2571
7793,7933,2572
7735,7784,2554
7793,7786,2536
7863,7853,2516
7904,7933,2500
7864,7952,2475
7793,7933,2464
7678,7855,2462
7570,7786,2464
7450,7713,2445
7347,7639,2427
7223,7496,2420
7125,7345,2427
7067,7255,2416
7125,7345,2391
7228,7550,2361
7347,7786,2355
7434,7943,2356
7570,8080,2355
7680,8172,2335
7681,8227,2319
7509,8163,2310
7347,8080,2319
7328,8031,2319
7459,8080,2319
7591,8150,2311
7681,8227,2319
7706,8250,2320
7681,8227,2319
7593,8128,2306
7570,8080,2319
7723,8191,2347
8127,8521,2391
8689,8869,2421
9351,9108,2464
10030,9364,2520
10687,10137,2608
11151,11714,2705
11244,13809,2826
10753,15480,2959
9685,15866,3116
8181,14682,3270
6568,12487,3442
5098,10166,3625
4008,8521,3840
3399,7825,4057
3340,7933,4275
3684,8356,4463
4230,8668,4637
4753,8631,4792
5232,8374,4963
5675,8087,5139
6123,7933,5326
6497,7852,5491
6791,7786,5652
6977,7645,5795
7125,7492,5942
7228,7402,6069
7347,7492,6195
7458,7667,6304
7570,7786,6413
7573,7693,6493
7459,7492,6557
7256,7250,6593
7125,7052,6630
7095,6861,6662
7125,6758,6702
7117,6770,6714
7125,6905,6702
7195,7053,6660
7347,7199,6630
7480,7294,6597
7570,7345,6557
7586,7300,6483
7570,7199,6413
7507,7047,6340
7459,6905,6268
7396,6787,6160
7347,6758,6050
7329,6757,5938
7459,6758,5833
7683,6765,5694
7904,6905,5543
8020,7111,5374
8127,7199,5217
8217,6987,5057
8238,6611,4927
8143,6282,4810
8127,6170,4710
8291,6243,4593
8572,6464,4492
8747,6684,4395
8794,6758,4311
8751,6539,4211
8683,6170,4130
8581,5916,4063
8572,6023,4021
8726,6385,3966
9017,6758,3913
9195,6915,3851
9128,6905,3804
8843,6816,3756
8572,6758,3732
8411,6755,3711
8349,6905,3695
8247,7180,3656
8127,7492,3623
8025,7676,3595
8015,7786,3587
8022,7947,3567
8015,8227,3550
7930,8387,3527
7793,8227,3514
7572,7798,3493
7347,7492,3478
7191,7516,3455
7236,7786,3442
7435,8038,3421
7681,8227,3406
7799,8347,3383
7793,8374,3369
7708,8233,3349
7681,8080,3333
7740,8066,3310
7904,8227,3297
8028,8364,3277
8015,8374,3261
7836,8233,3236
7681,8080,3224
7665,7999,3208
7793,8080,3188
7891,8239,3148
7904,8374,3116
7807,8349,3091
7681,8227,3079
7541,8099,3058
7459,8080,3043
7426,8092,3025
7459,8080,3007
7499,8032,2969
7570,8080,2935
7631,8180,2908
7681,8227,2898
7652,8141,2880
7570,8080,2862
7443,8087,2840
7347,8080,2826
7266,7929,2805
7236,7786,2790
7243,7786,2769
7347,7933,2753
7504,8038,2731
7681,8080,2717
7774,8078,2698
7793,8080,2681
7737,8013,2655
7681,7933,2645
7612,7883,2641
7570,7933,2645
7543,8007,2629
7570,8080,2608
7583,8089,2583
7570,8080,2572
7531,8057,2565
7570,8080,2572
7644,8090,2574
7681,8080,2572
7613,8043,2552
7570,8080,2536
7602,8158,2527
7681,8227,2536
7687,8215,2537
7681,8227,2536
7710,8287,2527
7793,8374,2536
7817,8382,2550
7793,8374,2572
7728,8368,2585
7681,8374,2608
7613,8308,2638
7570,8227,2681
7544,8137,2714
7570,8080,2753
7572,8028,2796
7570,8080,2862
7546,8165,2931
7570,8227,3007
7616,8195,3074
7681,8227,3152
7698,8324,3234
7681,8374,3333
7653,8238,3426
7681,8080,3514
7734,8024,3584
7793,8080,3659
7848,8126,3731
8015,8227,3804
8323,8371,3859
8794,8521,3913
9415,8707,3952
10242,9255,3985
11102,10342,4000
11689,11900,4021
11702,13685,4041
11132,15425,4058
9990,16410,4054
8349,15866,4058
6417,13783,4061
4676,11312,4058
3387,9578,4023
2560,8815,3985
2169,8580,3947
2449,8668,3913
3361,8943,3857
4453,9108,3804
5208,8850,3749
5677,8374,3695
6107,8000,3619
6568,7786,3550
6865,7508,3490
7013,7199,3442
7109,6980,3381
7236,6905,3333
7301,6825,3294
7347,6758,3261
7388,6720,3204
7459,6758,3152
7467,6759,3107
7459,6758,3079
7474,6741,3040
7570,6758,3007
7656,6755,2981
7681,6758,2971
7653,6743,2951
7681,6758,2935
7749,6793,2913
7793,6905,2898
7764,7047,2875
7793,7199,2862
7899,7285,2855
8015,7345,2862
8021,7397,2861
8015,7492,2862
8055,7577,2858
8127,7639,2862
8094,7645,2860
8015,7639,2862
7969,7588,2859
8015,7492,2862
8036,7333,2859
8015,7199,2862
7972,7103,2859
8015,7052,2862
8114,6975,2859
8238,6905,2862
8300,6829,2860
8349,6758,2862
8418,6625,2858
8572,6464,2862
8715,6290,2861
8794,6170,2862
8781,6074,2857
8794,6023,2862
8840,5989,2864
8906,6023,2862
8939,6119,2841
9017,6317,2826
9102,6542,2818
9128,6758,2826
9020,6906,2826
8906,7052,2826
8840,7191,2821
8794,7345,2826
8645,7477,2825
8460,7639,2826
8308,7798,2821
8238,7933,2826
8170,8001,2825
8127,8080,2826
8075,8163,2820
8015,8227,2826
7891,8220,2828
7793,8227,2826
7753,8241,2805
7793,8227,2790
7803,8133,2782
7793,8080,2790
7766,8086,2789
7793,8080,2790
7804,7945,2785
7793,7786,2790
7751,7682,2788
7793,7639,2790
7897,7556,2786
8015,7492,2790
8036,7470,2787
8015,7492,2790
7992,7481,2786
8015,7492,2790
8017,7503,2787
8015,7492,2790
8000,7439,2786
8015,7492,2790
8013,7645,2788
8015,7786,2790
8001,7787,2785
8015,7786,2790
8017,7854,2789
8015,7933,2790
7963,7875,2782
7904,7786,2790
7831,7794,2805
7793,7933,2826
7770,8041,2827
7793,8080,2826
7799,8066,2821
7793,8080,2826
7764,8081,2824
7793,8080,2826
7821,8063,2822
7793,8080,2826
7663,8083,2822
7570,8080,2826
7549,8055,2824
7570,8080,2826
7518,8103,2818
7459,8080,2826
7400,7939,2839
7347,7786,2862
7222,7670,2874
7125,7639,2898
7090,7576,2926
7125,7492,2971
7127,7388,3013
7125,7345,3079
7120,7329,3159
7125,7345,3261
7103,7379,3358
7125,7492,3478
7207,7636,3611
7347,7786,3768
7482,7903,3921
7681,8080,4094
8013,8330,4271
8572,8668,4456
9327,9094,4609
10242,9843,4746
11114,11124,4864
11689,12928,5000
11647,14714,5137
10910,15719,5289
9614,15315,5432
8127,13516,5579
6721,10895,5707
5566,8374,5833
4648,6651,5940
4008,6023,6050
3662,6254,6143
3674,6905,6231
3966,7486,6300
4453,7786,6376
4968,7782,6437
5455,7639,6485
5863,7422,6500
6234,7199,6521
6509,6994,6539
6679,6905,6557
6730,6856,6541
6791,6758,6521
6884,6560,6497
7013,6464,6485
7075,6547,6450
7125,6758,6413
7196,6870,6358
7347,6905,6304
7486,6936,6227
7570,7052,6159
7569,7154,6084
7570,7199,6014
7602,7184,5919
7681,7199,5833
7714,7208,5740
7681,7199,5652
7595,7160,5537
7570,7199,5434
7608,7286,5336
7681,7345,5253
7694,7282,5144
7681,7199,5036
7658,7166,4929
7681,7199,4855
7715,7201,4779
7793,7199,4710
7888,7196,4628
8015,7199,4565
8094,7135,4503
8127,7052,4456
8107,6969,4396
8127,6905,4347
8169,6778,4300
8238,6611,4275
8281,6430,4239
8349,6317,4203
8408,6234,4154
8460,6170,4130
8485,6081,4110
8572,6023,4094
8691,5994,4054
8794,6023,4021
8827,6069,3993
8906,6170,3985
9033,6300,3966
9128,6464,3949
9055,6606,3925
8906,6758,3913
8770,6898,3892
8683,7052,3877
8535,7189,3853
8349,7345,3840
8153,7454,3819
8015,7492,3804
7886,7457,3781
7793,7492,3768
7712,7619,3747
7681,7786,3732
7658,7874,3708
7681,7933,3695
7723,7998,3677
7793,8080,3659
7812,8095,3621
7793,8080,3587
7724,8060,3557
7681,8080,3550
7657,8081,3536
7681,8080,3514
7714,8064,3472
7793,8080,3442
7887,8117,3417
8015,8227,3406
8125,8372,3384
8238,8521,3369
8312,8567,3350
8349,8521,3333
8277,8381,3297
8127,8227,3261
7927,8058,3229
7793,7933,3224
7713,7830,3224
7681,7786,3224
7619,7763,3206
7570,7786,3188
7511,7785,3165
7459,7786,3152
7350,7761,3132
7236,7786,3116
7143,7800,3093
7125,7786,3079
7125,7738,3060
7125,7786,3043
7102,7924,3019
7125,8080,3007
7199,8144,2989
7347,8227,2971
7529,8401,2943
7793,8668,2935
8156,8859,2934
8683,8961,2935
9324,9087,2913
10019,9549,2898
10575,10577,2893
10798,12193,2898
10444,13879,2881
9462,14838,2862
7976,14396,2850
6345,12634,2862
4873,10261,2865
3785,8227,2862
3117,7048,2850
2894,6758,2862
3030,7008,2879
3451,7492,2898
4015,7939,2905
4676,8227,2935
5326,8253,2981
5900,8080,3043
6299,7779,3090
6568,7492,3152
6741,7274,3231
6902,7199,3333
7021,7193,3422
7125,7199,3514
7179,7126,3610
7236,7052,3732
7275,7007,3854
7347,7052,3985
7434,7105,4099
7570,7199,4203
7697,7321,4285
7793,7492,4384
7814,7578,4489
7793,7492,4601
7703,7248,4690
7570,7052,4782
7441,6992,4871
7459,7052,4963
7611,7118,5033
7793,7199,5108
7842,7206,5181
7793,7052,5253
7682,6726,5294
7570,6464,5326
7456,6390,5344
7459,6464,5362
7586,6562,5358
7793,6758,5362
7932,7026,5363
8015,7199,5362
8035,7069,5327
8015,6758,5289
7907,6432,5249
7793,6170,5217
7727,5899,5163
7793,5729,5108
7958,5769,5048
8238,6023,5000
8544,6255,4930
8794,6317,4855
8859,6180,4771
8794,6023,4710
8719,5989,4641
8794,6170,4565
8970,6425,4466
9128,6611,4384
9122,6669,4308
9017,6758,4239
8913,6941,4144
8906,7199,4058
8893,7424,3988
8794,7639,3949
8572,7781,3898
8349,7786,3840
8158,7623,3774
8015,7492,3732
7870,7507,3692
7793,7639,3659
7776,7726,3614
7793,7786,3587
7715,7854,3565
7570,7933,3550
7408,7898,3514
7347,7786,3478
7366,7703,3446
7459,7786,3442
7534,7955,3440
7570,8080,3442
7489,8001,3425
7347,7786,3406
7211,7595,3379
7236,7639,3369
7414,7893,3365
7681,8227,3369
7884,8439,3354
8015,8521,3333
8074,8508,3305
8127,8521,3297
8165,8566,3295
8238,8668,3297
8302,8757,3279
8349,8815,3261
8342,8761,3237
8349,8668,3224
8357,8643,3204
8349,8815,3188
8255,9003,3166
8127,8961,3152
7963,8602,3131
7793,8227,3116
7594,8056,3094
7459,8080,3079
7386,8090,3059
7347,8080,3043
7241,8070,3022
7125,8080,3007
7062,8051,2986
7125,8080,2971
7204,8162,2949
7236,8227,2935
7170,8154,2915
7125,8080,2898
7135,8102,2875
7236,8227,2862
7313,8266,2845
7347,8227,2826
7295,8125,2788
7236,8080,2753
7194,8092,2715
7236,8227,2681
7330,8391,2638
7459,8521,2608
7572,8571,2586
7681,8668,2572
7746,8775,2548
7793,8815,2536
7893,8750,2530
8238,8815,2536
8867,9110,2531
9685,9549,2536
10468,9966,2547
11132,10577,2572
11599,11731,2587
11800,13516,2608
11533,15359,2634
10687,16454,2681
9222,16228,2728
7347,14838,2790
5384,12898,2854
3785,11165,2935
2817,10035,3017
2560,9549,3116
2834,9391,3209
3451,9255,3297
4178,8937,3364
4898,8521,3442
5505,8109,3528
6011,7786,3623
6362,7479,3697
6568,7199,3768
6653,6969,3835
6791,6905,3913
7029,6995,3983
7347,7199,4058
7574,7338,4119
7681,7345,4166
7645,7194,4185
7570,7052,4203
7510,6986,4219
7570,7052,4239
7696,7134,4240
7793,7199,4239
7761,7200,4225
7681,7199,4203
7638,7186,4151
7681,7199,4094
7735,7193,4034
7793,7199,3985
7840,7193,3928
7904,7199,3877
7892,7152,3821
7793,7052,3768
7637,6890,3696
7570,6758,3623
7570,6663,3544
7570,6611,3478
7492,6532,3404
7459,6464,3333
7494,6426,3254
7570,6464,3188
7598,6489,3126
7681,6464,3079
7839,6370,3025
8015,6317,2971
8082,6308,2907
8127,6317,2862
8211,6252,2823
8349,6170,2790
8449,6119,2746
8572,6170,2717
8729,6284,2695
8906,6464,2681
9018,6630,2656
9128,6758,2645
9246,6817,2642
9351,6905,2645
9362,7033,2625
9351,7199,2608
9347,7336,2600
9351,7492,2608
9267,7648,2607
9128,7786,2608
8956,7855,2608
8794,7933,2608
8581,8019,2590
8349,8080,2572
8105,8029,2562
7904,7933,2572
7684,7840,2577
7459,7786,2572
7236,7706,2551
7125,7639,2536
7099,7606,2528
7125,7639,2536
7111,7653,2539
7125,7639,2536
7194,7604,2515
7347,7639,2500
7477,7712,2492
7570,7786,2500
7613,7791,2503
7681,7786,2500
7740,7777,2480
7793,7786,2464
7789,7768,2453
7793,7786,2464
7817,7843,2470
7904,7933,2464
7977,7956,2439
8015,7933,2427
7999,7896,2426
8015,7933,2427
8063,8003,2407
8127,8080,2391
8105,8092,2386
8015,8080,2391
7881,8057,2378
7793,8080,2355
7730,8092,2329
7681,8080,2319
7579,8004,2313
7459,7933,2319
7324,7858,2321
7236,7786,2319
7165,7652,2299
7125,7492,2282
7064,7315,2274
7013,7199,2282
6974,7145,2284
7013,7199,2282
7072,7279,2275
7125,7345,2282
7115,7335,2286
7125,7345,2282
7129,7387,2260
7125,7492,2246
7085,7565,2241
7125,7639,2246
7238,7704,2241
7347,7786,2246
7355,7814,2258
7347,7786,2282
7385,7697,2297
7459,7639,2319
7496,7649,2345
7570,7786,2391
7732,7988,2438
8015,8227,2500
8408,8463,2565
9017,8815,2645
9806,9410,2724
10576,10431,2826
10989,11870,2941
10910,13516,3079
